longitude,latitude,Hazard_Index,zos_longterm_mean,zos_sampled_longitude,zos_sampled_latitude,zos_sample_distance_deg,zos_valid,zos_ge_threshold
-28.8,-20.8,0.30184191725962,0.18403196,-28.799988,-20.8,1.2230849870963289e-05,True,False
-28.6,-20.8,0.3088677244333617,0.18234982,-28.600006,-20.8,6.151014516117709e-06,True,False
-40.4,-20.6,0.28773478412814063,0.10723527,-40.399994,-20.6,6.11542493359794e-06,True,False
-40.2,-20.6,0.33566275975971355,0.12971564,-40.200012,-20.6,1.2212990257110953e-05,True,False
-40.0,-20.6,0.3373225310463133,0.16342671,-40.0,-20.6,3.8146972514141453e-07,True,False
-29.8,-20.6,0.3049832247574645,0.19330934,-29.799988,-20.6,1.2212990260661936e-05,True,False
-29.6,-20.6,0.3031401650140369,0.19303796,-29.600006,-20.6,6.11542493359794e-06,True,False
-29.4,-20.6,0.3110866073798905,0.19213298,-29.399994,-20.6,6.11542493359794e-06,True,False
-29.2,-20.6,0.3099816712303308,0.1892335,-29.200012,-20.6,1.2212990260661936e-05,True,False
-29.0,-20.6,0.3226625391303555,0.1851635,-29.0,-20.6,3.8146972514141453e-07,True,False
-28.8,-20.6,0.3080603494457377,0.18208578,-28.799988,-20.6,1.2212990260661936e-05,True,False
-28.6,-20.6,0.30939791901477304,0.17997275,-28.600006,-20.6,6.11542493359794e-06,True,False
-40.2,-20.4,0.30874871760373335,0.121862136,-40.200012,-20.4,1.2212990257110953e-05,True,False
-40.0,-20.4,0.32952849586837796,0.1522289,-40.0,-20.4,3.8146972514141453e-07,True,False
-39.8,-20.4,0.34232924323370045,0.18325502,-39.799988,-20.4,1.2212990257110953e-05,True,False
-29.6,-20.4,0.3152221251148993,0.18998285,-29.600006,-20.4,6.11542493359794e-06,True,False
-29.4,-20.4,0.31291397336370835,0.18888241,-29.399994,-20.4,6.11542493359794e-06,True,False
-29.2,-20.4,0.32251610204744424,0.18618725,-29.200012,-20.4,1.2212990260661936e-05,True,False
-29.0,-20.4,0.315548176159145,0.18256871,-29.0,-20.4,3.8146972514141453e-07,True,False
-28.8,-20.4,0.3058677854342436,0.17963496,-28.799988,-20.4,1.2212990260661936e-05,True,False
-28.6,-20.4,0.30005673880163486,0.17748241,-28.600006,-20.4,6.11542493359794e-06,True,False
-40.0,-20.2,0.35875039028212247,0.14453997,-40.0,-20.2,7.629394538355427e-07,True,False
-39.8,-20.2,0.3590702644644779,0.17301391,-39.799988,-20.2,1.2230849867417494e-05,True,False
-29.6,-20.2,0.32115075560329204,0.18589802,-29.600006,-20.2,6.151014516117709e-06,True,False
-29.4,-20.2,0.30118691753421895,0.18423298,-29.399994,-20.2,6.151014516117709e-06,True,False
-29.2,-20.2,0.32325837446142014,0.18194456,-29.200012,-20.2,1.2230849870963289e-05,True,False
-29.0,-20.2,0.332400098133506,0.17933074,-29.0,-20.2,7.629394538355427e-07,True,False
-28.8,-20.2,0.31586629290799184,0.1770519,-28.799988,-20.2,1.2230849870963289e-05,True,False
-28.6,-20.2,0.31342739783349954,0.17526953,-28.600006,-20.2,6.151014516117709e-06,True,False
-40.0,-20.0,0.38597070475402107,0.13667426,-40.0,-20.0,0.0,True,False
-39.8,-20.0,0.3707719028797547,0.15749265,-39.799988,-20.0,1.2207031247157829e-05,True,False
-39.6,-20.0,0.4006013204695586,0.17878781,-39.600006,-20.0,6.1035156235789145e-06,True,False
-40.0,-19.8,0.36474418719555385,0.12964669,-40.0,-19.8,7.629394538355427e-07,True,False
-39.8,-19.8,0.374562842025389,0.14003713,-39.799988,-19.8,1.2230849867417494e-05,True,False
-39.6,-19.8,0.37301981388459887,0.16003653,-39.600006,-19.8,6.151014516117709e-06,True,False
-39.4,-19.8,0.3992732997239377,0.17498688,-39.399994,-19.8,6.151014516117709e-06,True,False
-39.6,-19.6,0.38515843601340044,0.14706601,-39.600006,-19.6,6.11542493359794e-06,True,False
-39.4,-19.6,0.3868382566366015,0.16030686,-39.399994,-19.6,6.11542493359794e-06,True,False
-39.6,-19.4,0.3293902317634443,0.14336188,-39.600006,-19.4,6.11542493359794e-06,True,False
-39.4,-19.4,0.3699556920759095,0.15269962,-39.399994,-19.4,6.11542493359794e-06,True,False
-39.6,-19.2,0.32195178193838,0.14554095,-39.600006,-19.2,6.151014516117709e-06,True,False
-39.4,-19.2,0.3418482826351393,0.1508862,-39.399994,-19.2,6.151014516117709e-06,True,False
-39.6,-19.0,0.30067994053459196,0.14488372,-39.600006,-19.0,6.1035156235789145e-06,True,False
-39.4,-19.0,0.35995029473307744,0.14976875,-39.399994,-19.0,6.1035156235789145e-06,True,False
-39.6,-18.8,0.287681700818609,0.1448258,-39.600006,-18.8,6.151014516117709e-06,True,False
-39.4,-18.8,0.3572174491407522,0.1495388,-39.399994,-18.8,6.151014516117709e-06,True,False
-39.6,-18.6,0.296761187628261,0.14437246,-39.600006,-18.6,6.11542493359794e-06,True,False
-39.4,-18.6,0.36186206769425605,0.14803062,-39.399994,-18.6,6.11542493359794e-06,True,False
-39.6,-18.4,0.32333962991658083,0.14302123,-39.600006,-18.4,6.11542493359794e-06,True,False
-39.4,-18.4,0.3836795906821819,0.14525291,-39.399994,-18.4,6.11542493359794e-06,True,False
-39.4,-18.2,0.38432071793287204,0.14187907,-39.399994,-18.2,6.151014516117709e-06,True,False
-39.2,-18.2,0.41646819944209845,0.1444361,-39.200012,-18.2,1.2230849867417494e-05,True,False
-39.0,-18.2,0.41079022366800017,0.14565589,-39.0,-18.2,7.629394538355427e-07,True,False
-39.4,-18.0,0.38674901975763465,0.13782145,-39.399994,-18.0,6.1035156235789145e-06,True,False
-39.2,-18.0,0.42738970156886286,0.13928007,-39.200012,-18.0,1.2207031247157829e-05,True,False
-39.0,-18.0,0.4214098409815327,0.14200051,-39.0,-18.0,0.0,True,False
-38.8,-18.0,0.39986102592841544,0.14497098,-38.799988,-18.0,1.2207031247157829e-05,True,False
-39.0,-17.8,0.4125877239240708,0.14428586,-39.0,-17.8,7.629394538355427e-07,True,False
-38.8,-17.8,0.3659069088534704,0.15209046,-38.799988,-17.8,1.2230849867417494e-05,True,False
-39.0,-17.6,0.29328627637884325,0.15509409,-39.0,-17.6,3.8146972514141453e-07,True,False
-38.8,-17.6,0.3362900935897955,0.16304947,-38.799988,-17.6,1.2212990257110953e-05,True,False
-39.0,-17.4,0.22341570200708105,0.16103429,-39.0,-17.4,3.8146972514141453e-07,True,False
-38.8,-17.4,0.3332414587838325,0.16846488,-38.799988,-17.4,1.2212990257110953e-05,True,False
-39.0,-17.2,0.26678710863230887,0.165305,-39.0,-17.2,7.629394538355427e-07,True,False
-38.8,-17.2,0.33200091748366994,0.17593114,-38.799988,-17.2,1.2230849867417494e-05,True,False
-39.0,-17.0,0.2842814090405587,0.16630676,-39.0,-17.0,0.0,True,False
-38.8,-17.0,0.33545693784314184,0.17962769,-38.799988,-17.0,1.2207031247157829e-05,True,False
-39.0,-16.8,0.2958807940148443,0.17200549,-39.0,-16.8,7.629394538355427e-07,True,False
-38.8,-16.8,0.3320979457525428,0.18078147,-38.799988,-16.8,1.2230849867417494e-05,True,False
-39.0,-16.6,0.27224494761620527,0.17402047,-39.0,-16.6,3.8146972514141453e-07,True,False
-38.8,-16.6,0.356621995397759,0.17943203,-38.799988,-16.6,1.2212990257110953e-05,True,False
-38.8,-16.4,0.34618131096406285,0.1770188,-38.799988,-16.4,1.2212990257110953e-05,True,False
-38.6,-16.4,0.3640405707174103,0.1803926,-38.600006,-16.4,6.11542493359794e-06,True,False
-38.8,-16.2,0.3304231937135265,0.17533177,-38.799988,-16.2,1.2230849867417494e-05,True,False
-38.6,-16.2,0.37314911751107277,0.17884193,-38.600006,-16.2,6.151014516117709e-06,True,False
-38.8,-16.0,0.32682816431623235,0.17624415,-38.799988,-16.0,1.2207031247157829e-05,True,False
-38.6,-16.0,0.35753233683356783,0.18402454,-38.600006,-16.0,6.1035156235789145e-06,True,False
-38.8,-15.8,0.27778492685310135,0.18328469,-38.799988,-15.8,1.220852127232809e-05,True,False
-38.6,-15.8,0.3820915594732945,0.19224983,-38.600006,-15.8,6.106495128555477e-06,True,False
-38.4,-15.8,0.3714791634479675,0.20409474,-38.399994,-15.8,6.106495128555477e-06,True,True
-38.8,-15.6,0.2778920101956988,0.18760796,-38.799988,-15.6,1.2212990257166437e-05,True,False
-38.6,-15.6,0.3562443509097588,0.19749916,-38.600006,-15.6,6.115424933708747e-06,True,False
-38.8,-15.4,0.3145281243521032,0.19111085,-38.799988,-15.4,1.2212990257166437e-05,True,False
-38.6,-15.4,0.3558943084656872,0.20293774,-38.600006,-15.4,6.115424933708747e-06,True,True
-38.8,-15.2,0.3112216135436401,0.19638066,-38.799988,-15.2,1.220852127232809e-05,True,False
-38.6,-15.2,0.36390331911309654,0.2075135,-38.600006,-15.2,6.106495128555477e-06,True,True
-38.8,-15.0,0.3068081704695301,0.20013043,-38.799988,-15.0,1.2207031247157829e-05,True,True
-38.6,-15.0,0.3493878639410484,0.21019292,-38.600006,-15.0,6.1035156235789145e-06,True,True
-38.8,-14.8,0.328134820690663,0.20316255,-38.799988,-14.8,1.220852127232809e-05,True,True
-38.6,-14.8,0.37598581738996417,0.21093802,-38.600006,-14.8,6.106495128555477e-06,True,True
-38.8,-14.6,0.3424405255653556,0.20440522,-38.799988,-14.6,1.2212990257166437e-05,True,True
-38.6,-14.6,0.36710611854048647,0.21049872,-38.600006,-14.6,6.115424933708747e-06,True,True
-38.8,-14.4,0.353977135501202,0.20481448,-38.799988,-14.4,1.2212990257166437e-05,True,True
-38.6,-14.4,0.3757634458010964,0.209374,-38.600006,-14.4,6.115424933708747e-06,True,True
-38.8,-14.2,0.3334367665047768,0.20355149,-38.799988,-14.2,1.220852127232809e-05,True,True
-38.6,-14.2,0.37575983515699357,0.2080241,-38.600006,-14.2,6.106495128555477e-06,True,True
-38.8,-14.0,0.33034415481377727,0.20390105,-38.799988,-14.0,1.2207031247157829e-05,True,True
-38.6,-14.0,0.3688279837840273,0.20706186,-38.600006,-14.0,6.1035156235789145e-06,True,True
-38.8,-13.8,0.3463876254485037,0.20389739,-38.799988,-13.8,1.220852127232809e-05,True,True
-38.6,-13.8,0.36495502904763183,0.20674014,-38.600006,-13.8,6.106495128555477e-06,True,True
-38.8,-13.6,0.34787885338865604,0.20629625,-38.799988,-13.6,1.2212990257166437e-05,True,True
-38.6,-13.6,0.3702106385158048,0.20685786,-38.600006,-13.6,6.115424933708747e-06,True,True
-38.8,-13.4,0.33576857823667167,0.20662296,-38.799988,-13.4,1.2212990257166437e-05,True,True
-38.6,-13.4,0.3849140052894036,0.20628464,-38.600006,-13.4,6.115424933708747e-06,True,True
-38.4,-13.4,0.373132108716874,0.2045077,-38.399994,-13.4,6.115424933708747e-06,True,True
-38.6,-13.2,0.4021967660410941,0.20484689,-38.600006,-13.2,6.106495128555477e-06,True,True
-38.4,-13.2,0.39800026262685,0.20349568,-38.399994,-13.2,6.106495128555477e-06,True,True
-38.2,-13.2,0.3894623085812278,0.20036827,-38.200012,-13.2,1.220852127232809e-05,True,True
-38.0,-13.2,0.4070361222138417,0.19470371,-38.0,-13.2,1.9073486257070726e-07,True,False
-38.4,-13.0,0.4396765364573387,0.20196456,-38.399994,-13.0,6.1035156235789145e-06,True,True
-38.2,-13.0,0.41063533235693916,0.2012548,-38.200012,-13.0,1.2207031247157829e-05,True,True
-38.0,-13.0,0.3955662293796591,0.19774882,-38.0,-13.0,0.0,True,False
-37.8,-13.0,0.40462193154636855,0.19066305,-37.799988,-13.0,1.2207031247157829e-05,True,False
-38.0,-12.8,0.4106631092320559,0.20029368,-38.0,-12.8,1.9073486257070726e-07,True,True
-37.8,-12.8,0.3878838079525006,0.19526103,-37.799988,-12.8,1.220852127232809e-05,True,False
-37.8,-12.6,0.3938021766102855,0.19951436,-37.799988,-12.6,1.2212990257166437e-05,True,False
-37.6,-12.6,0.37585125666567665,0.19232136,-37.600006,-12.6,6.115424933708747e-06,True,False
-37.8,-12.4,0.35092566690972005,0.20152697,-37.799988,-12.4,1.2212990257166437e-05,True,True
-37.6,-12.4,0.3829198214669514,0.19698393,-37.600006,-12.4,6.115424933708747e-06,True,False
-37.4,-12.4,0.37584764602157383,0.18890415,-37.399994,-12.4,6.115424933708747e-06,True,False
-37.6,-12.2,0.3817204232663065,0.19983803,-37.600006,-12.2,6.106495128555477e-06,True,False
-37.4,-12.2,0.37996514246176377,0.19398397,-37.399994,-12.2,6.106495128555477e-06,True,False
-37.4,-12.0,0.3709402896382687,0.1984319,-37.399994,-12.0,6.1035156235789145e-06,True,False
-37.2,-12.0,0.3616907057650014,0.19096908,-37.200012,-12.0,1.2207031247157829e-05,True,False
-37.4,-11.8,0.3790591566029464,0.20101409,-37.399994,-11.8,6.106495128555477e-06,True,True
-37.2,-11.8,0.36047847951596085,0.19505467,-37.200012,-11.8,1.220852127232809e-05,True,False
-37.4,-11.6,0.370863848882002,0.20325841,-37.399994,-11.6,6.115424933708747e-06,True,True
-37.2,-11.6,0.364683455401609,0.19927134,-37.200012,-11.6,1.2212990257166437e-05,True,False
-37.0,-11.6,0.3592765150975283,0.19260761,-37.0,-11.6,3.8146972691777137e-07,True,False
-37.2,-11.4,0.3689265019186772,0.20299023,-37.200012,-11.4,1.2212990257166437e-05,True,True
-37.0,-11.4,0.36136718901284803,0.19798529,-37.0,-11.4,3.8146972691777137e-07,True,False
-36.8,-11.4,0.36514851548367716,0.19084819,-36.799988,-11.4,1.2212990257166437e-05,True,False
-37.0,-11.2,0.39040191675793046,0.20226322,-37.0,-11.2,1.9073486257070726e-07,True,True
-36.8,-11.2,0.37047644881370384,0.19719994,-36.799988,-11.2,1.220852127232809e-05,True,False
-37.0,-11.0,0.34873551252807994,0.2070887,-37.0,-11.0,0.0,True,True
-36.8,-11.0,0.4024306506437683,0.20147993,-36.799988,-11.0,1.2207031247157829e-05,True,True
-36.6,-11.0,0.4007978474480063,0.1967867,-36.600006,-11.0,6.1035156235789145e-06,True,False
-36.8,-10.8,0.3791632814977864,0.20518748,-36.799988,-10.8,1.220852127232809e-05,True,True
-36.6,-10.8,0.4186174858933085,0.19970588,-36.600006,-10.8,6.106495128555477e-06,True,False
-36.4,-10.8,0.4103758099007282,0.19584513,-36.399994,-10.8,6.106495128555477e-06,True,False
-36.2,-10.8,0.3887297598218546,0.18841235,-36.200012,-10.8,1.220852127232809e-05,True,False
-36.6,-10.6,0.42194658033046517,0.20198086,-36.600006,-10.6,6.115424933708747e-06,True,True
-36.4,-10.6,0.41867718846365004,0.19673027,-36.399994,-10.6,6.115424933708747e-06,True,False
-36.2,-10.6,0.3810092996889715,0.19514695,-36.200012,-10.6,1.2212990257166437e-05,True,False
-36.0,-10.6,0.3735539049210989,0.1864602,-36.0,-10.6,3.8146972691777137e-07,True,False
-36.2,-10.4,0.3583303378289653,0.1982988,-36.200012,-10.4,1.2212990257166437e-05,True,False
-36.0,-10.4,0.3752234956393871,0.19314945,-36.0,-10.4,3.8146972691777137e-07,True,False
-35.8,-10.4,0.3839024548389187,0.18482031,-35.799988,-10.4,1.2212990257166437e-05,True,False
-36.0,-10.2,0.3691625392253724,0.19525084,-36.0,-10.2,1.9073486257070726e-07,True,False
-35.8,-10.2,0.38212270830993544,0.18977456,-35.799988,-10.2,1.220852127232809e-05,True,False
-35.6,-10.2,0.3825769683853903,0.1835458,-35.600006,-10.2,6.106495128555477e-06,True,False
-35.8,-10.0,0.3509604263904638,0.19256319,-35.799988,-10.0,1.2207031247157829e-05,True,False
-35.6,-10.0,0.37625556975108787,0.18919854,-35.600006,-10.0,6.1035156235789145e-06,True,False
-35.4,-10.0,0.395548176159145,0.1820095,-35.399994,-10.0,6.1035156235789145e-06,True,False
-35.8,-9.8,0.3969135545289924,0.19394754,-35.799988,-9.8,1.220852127232809e-05,True,False
-35.6,-9.8,0.3939341711167856,0.19076295,-35.600006,-9.8,6.106495128555477e-06,True,False
-35.4,-9.8,0.37946144164657536,0.18745181,-35.399994,-9.8,6.106495128555477e-06,True,False
-35.6,-9.6,0.3495980277521708,0.19246636,-35.600006,-9.6,6.115424933708747e-06,True,False
-35.4,-9.6,0.3853414082538184,0.18884033,-35.399994,-9.6,6.115424933708747e-06,True,False
-35.2,-9.6,0.38899306775335646,0.18442948,-35.200012,-9.6,1.2212990257166437e-05,True,False
-35.4,-9.4,0.33803978587740274,0.19150633,-35.399994,-9.4,6.115424933708747e-06,True,False
-35.2,-9.4,0.4141818727042718,0.1865271,-35.200012,-9.4,1.2212990257166437e-05,True,False
-35.0,-9.4,0.401858236610829,0.17962967,-35.0,-9.4,3.8146972691777137e-07,True,False
-35.2,-9.2,0.3847916097752679,0.18895836,-35.200012,-9.2,1.220852127232809e-05,True,False
-35.0,-9.2,0.4243435873725514,0.1834193,-35.0,-9.2,1.9073486257070726e-07,True,False
-34.8,-9.2,0.411754853988403,0.17268796,-34.799988,-9.2,1.220852127232809e-05,True,False
-35.0,-9.0,0.39654549079010204,0.18575493,-35.0,-9.0,0.0,True,False
-34.8,-9.0,0.400353136195966,0.17771421,-34.799988,-9.0,1.2207031247157829e-05,True,False
-35.0,-8.8,0.38408952877103747,0.18851879,-35.0,-8.8,1.9073486257070726e-07,True,False
-34.8,-8.8,0.4201242008361872,0.18076289,-34.799988,-8.8,1.220852127232809e-05,True,False
-34.8,-8.6,0.42940335094377485,0.18349351,-34.799988,-8.6,1.2212990257166437e-05,True,False
-34.6,-8.6,0.44952857492248044,0.17211957,-34.600006,-8.6,6.115424933708747e-06,True,False
-34.8,-8.4,0.3960238006057901,0.18615544,-34.799988,-8.4,1.2212990257166437e-05,True,False
-34.6,-8.4,0.42309329049209093,0.17492753,-34.600006,-8.4,6.115424933708747e-06,True,False
-34.8,-8.2,0.4057389827371305,0.18914314,-34.799988,-8.2,1.220852127232809e-05,True,False
-34.6,-8.2,0.39044318451968646,0.17779414,-34.600006,-8.2,6.106495128555477e-06,True,False
-34.8,-8.0,0.3885612164754071,0.19225772,-34.799988,-8.0,1.2207031247157829e-05,True,False
-34.6,-8.0,0.3726194291799714,0.18017189,-34.600006,-8.0,6.1035156235789145e-06,True,False
-34.4,-8.0,0.3946376598921481,0.1656904,-34.399994,-8.0,6.1035156235789145e-06,True,False
-34.8,-7.8,0.3729650233105084,0.1954196,-34.799988,-7.8,1.2208521272341966e-05,True,False
-34.6,-7.8,0.3662390729082161,0.18160406,-34.600006,-7.8,6.106495128583219e-06,True,False
-34.4,-7.8,0.39068644311458717,0.16721678,-34.399994,-7.8,6.106495128583219e-06,True,False
-34.8,-7.6,0.2783030063933105,0.19733435,-34.799988,-7.6,1.2207403770500818e-05,True,False
-34.6,-7.6,0.3429851627231783,0.18263747,-34.600006,-7.6,6.104260636164045e-06,True,False
-34.4,-7.6,0.37755617696640903,0.1680197,-34.399994,-7.6,6.104260636164045e-06,True,False
-34.6,-7.4,0.35859472211247767,0.18175562,-34.600006,-7.4,6.104260636164045e-06,True,False
-34.4,-7.4,0.3812621390329822,0.16586696,-34.399994,-7.4,6.104260636164045e-06,True,False
-34.6,-7.2,0.34677657619342717,0.17828251,-34.600006,-7.2,6.106495128583219e-06,True,False
-34.4,-7.2,0.3774779149252436,0.16061296,-34.399994,-7.2,6.106495128583219e-06,True,False
-34.8,-7.0,0.2634864113409191,0.19159155,-34.799988,-7.0,1.2207031247157829e-05,True,False
-34.6,-7.0,0.36453161831539127,0.17580178,-34.600006,-7.0,6.1035156235789145e-06,True,False
-34.4,-7.0,0.40807470460655476,0.16352643,-34.399994,-7.0,6.1035156235789145e-06,True,False
-34.8,-6.8,0.3075894652046978,0.18573284,-34.799988,-6.8,1.2208521272341966e-05,True,False
-34.6,-6.8,0.36647457203890604,0.17123176,-34.600006,-6.8,6.106495128583219e-06,True,False
-34.8,-6.6,0.35483287487654924,0.18262002,-34.799988,-6.6,1.2207403770500818e-05,True,False
-34.6,-6.6,0.3767291661559506,0.16576944,-34.600006,-6.6,6.104260636164045e-06,True,False
-34.8,-6.4,0.39560811741206514,0.18011816,-34.799988,-6.4,1.2207403770500818e-05,True,False
-34.6,-6.4,0.40082852196003244,0.16489251,-34.600006,-6.4,6.104260636164045e-06,True,False
-35.0,-6.2,0.2793206698542953,0.19036774,-35.0,-6.2,1.9073486345888568e-07,True,False
-34.8,-6.2,0.38786706976657565,0.17410314,-34.799988,-6.2,1.2208521272341966e-05,True,False
-34.6,-6.2,0.3800547746112429,0.16003558,-34.600006,-6.2,6.106495128583219e-06,True,False
-35.0,-6.0,0.31186486157265597,0.1881245,-35.0,-6.0,0.0,True,False
-34.8,-6.0,0.3692424157945536,0.17254159,-34.799988,-6.0,1.2207031247157829e-05,True,False
-35.0,-5.8,0.3190176265944082,0.18435866,-35.0,-5.8,1.9073486345888568e-07,True,False
-34.8,-5.8,0.370732360625812,0.16583543,-34.799988,-5.8,1.2208521272341966e-05,True,False
-35.0,-5.6,0.310021595072345,0.17983152,-35.0,-5.6,9.536743128535363e-08,True,False
-34.8,-5.6,0.39883595266559596,0.16222106,-34.799988,-5.6,1.2207403770500818e-05,True,False
-35.2,-5.4,0.32954612189268445,0.18725924,-35.200012,-5.4,1.2207403770500818e-05,True,False
-35.0,-5.4,0.34835848070937375,0.17312582,-35.0,-5.4,9.536743128535363e-08,True,False
-34.8,-5.4,0.3948371164332005,0.15749758,-34.799988,-5.4,1.2207403770500818e-05,True,False
-35.4,-5.2,0.29983210352894846,0.17396793,-35.399994,-5.2,6.106495128583219e-06,True,False
-35.2,-5.2,0.33160125946867663,0.16999769,-35.200012,-5.2,1.2208521272341966e-05,True,False
-35.0,-5.2,0.35347720191805015,0.16465458,-35.0,-5.2,1.9073486345888568e-07,True,False
-36.6,-5.0,0.34592074408153667,0.18025424,-36.600006,-5.0,6.1035156235789145e-06,True,False
-36.2,-5.0,0.3459627567761813,0.16889554,-36.200012,-5.0,1.2207031247157829e-05,True,False
-35.6,-5.0,0.25996541307003757,0.16435519,-35.600006,-5.0,6.1035156235789145e-06,True,False
-35.4,-5.0,0.2889726634334299,0.16016929,-35.399994,-5.0,6.1035156235789145e-06,True,False
-35.2,-5.0,0.3294418723356059,0.15359662,-35.200012,-5.0,1.2207031247157829e-05,True,False
-35.0,-5.0,0.3266310961212371,0.1347447,-35.0,-5.0,0.0,True,False
-37.2,-4.8,0.38531319962168054,0.20817912,-37.200012,-4.8,1.2208521272341966e-05,True,True
-37.0,-4.8,0.2883946745659958,0.19383316,-37.0,-4.8,1.9073486345888568e-07,True,False
-36.8,-4.8,0.29738942297916526,0.18630455,-36.799988,-4.8,1.2208521272341966e-05,True,False
-36.6,-4.8,0.30508338934582535,0.1798658,-36.600006,-4.8,6.106495128583219e-06,True,False
-36.4,-4.8,0.29818310032326667,0.17554805,-36.399994,-4.8,6.106495128583219e-06,True,False
-36.2,-4.8,0.2715200443007028,0.17170866,-36.200012,-4.8,1.2208521272341966e-05,True,False
-36.0,-4.8,0.27962247257288225,0.16774417,-36.0,-4.8,1.9073486345888568e-07,True,False
-35.8,-4.8,0.2679049655668075,0.16305888,-35.799988,-4.8,1.2208521272341966e-05,True,False
-35.6,-4.8,0.29138503281600403,0.15742643,-35.600006,-4.8,6.106495128583219e-06,True,False
-35.4,-4.8,0.3293816315892592,0.15304954,-35.399994,-4.8,6.106495128583219e-06,True,False
-37.4,-4.6,0.2922393461769645,0.20816553,-37.399994,-4.6,6.104260636164045e-06,True,True
-37.2,-4.6,0.2962227881431769,0.19724447,-37.200012,-4.6,1.2207403770500818e-05,True,False
-37.0,-4.6,0.28963808157737264,0.18837787,-37.0,-4.6,9.536743128535363e-08,True,False
-36.8,-4.6,0.31119503768277224,0.18329571,-36.799988,-4.6,1.2207403770500818e-05,True,False
-36.6,-4.6,0.30836931264168216,0.17893454,-36.600006,-4.6,6.104260636164045e-06,True,False
-36.0,-4.6,0.2805730054184366,0.16438371,-36.0,-4.6,9.536743128535363e-08,True,False
-37.6,-4.4,0.307360691753802,0.21021259,-37.600006,-4.4,6.104260636164045e-06,True,True
-37.4,-4.4,0.3121232255822116,0.19877107,-37.399994,-4.4,6.104260636164045e-06,True,False
-37.2,-4.4,0.305130057110888,0.19157253,-37.200012,-4.4,1.2207403770500818e-05,True,False
-37.0,-4.4,0.3218681807047559,0.18590592,-37.0,-4.4,9.536743128535363e-08,True,False
-37.8,-4.2,0.30166958843788144,0.20960681,-37.799988,-4.2,1.2208521272341966e-05,True,True
-37.6,-4.2,0.3000558828889486,0.20057812,-37.600006,-4.2,6.106495128583219e-06,True,True
-37.4,-4.2,0.3060777242452281,0.19362758,-37.399994,-4.2,6.106495128583219e-06,True,False
-32.6,-4.2,0.35068283247048443,0.09362235,-32.600006,-4.2,6.106495128583219e-06,True,False
-32.4,-4.2,0.3803620594277814,0.09219406,-32.399994,-4.2,6.106495128583219e-06,True,False
-32.2,-4.2,0.3541887998199999,0.09093162,-32.200012,-4.2,1.2208521272341966e-05,True,False
-38.0,-4.0,0.299672870323337,0.2075754,-38.0,-4.0,0.0,True,True
-37.8,-4.0,0.310024285952371,0.19960895,-37.799988,-4.0,1.2207031247157829e-05,True,False
-37.6,-4.0,0.3110682364226954,0.19358525,-37.600006,-4.0,6.1035156235789145e-06,True,False
-32.8,-4.0,0.34574533975115823,0.09055231,-32.799988,-4.0,1.2207031247157829e-05,True,False
-32.6,-4.0,0.362625038600636,0.08887472,-32.600006,-4.0,6.1035156235789145e-06,True,False
-32.4,-4.0,0.38206536520049816,0.0873179,-32.399994,-4.0,6.1035156235789145e-06,True,False
-32.2,-4.0,0.34971947157653455,0.08645163,-32.200012,-4.0,1.2207031247157829e-05,True,False
-32.0,-4.0,0.3453284053742347,0.08513535,-32.0,-4.0,0.0,True,False
-38.2,-3.8,0.3221610867962736,0.20071758,-38.200012,-3.8,1.2207124379059349e-05,True,True
-38.0,-3.8,0.3223073171223015,0.19683416,-38.0,-3.8,4.7683715642676816e-08,True,False
-32.8,-3.8,0.3376616777066861,0.086273804,-32.799988,-3.8,1.2207124379059349e-05,True,False
-32.6,-3.8,0.3183559118311115,0.08483705,-32.600006,-3.8,6.103701885250409e-06,True,False
-32.4,-3.8,0.3138938048758518,0.0831482,-32.399994,-3.8,6.103701885250409e-06,True,False
-32.2,-3.8,0.33530465531746206,0.08230264,-32.200012,-3.8,1.2207124379059349e-05,True,False
-32.0,-3.8,0.3364800940439765,0.08069678,-32.0,-3.8,4.7683715642676816e-08,True,False
-38.6,-3.6,0.2923911832631823,0.1995245,-38.600006,-3.6,6.104260636170983e-06,True,False
-38.4,-3.6,0.31175951742031266,0.1914092,-38.399994,-3.6,6.104260636170983e-06,True,False
-38.2,-3.6,0.3091288933432835,0.18752633,-38.200012,-3.6,1.2207403770504287e-05,True,False
-38.0,-3.6,0.30255788442100184,0.1856877,-38.0,-3.6,9.536743172944284e-08,True,False
-32.8,-3.6,0.3403849744755967,0.08187114,-32.799988,-3.6,1.2207403770504287e-05,True,False
-32.6,-3.6,0.31195857869085264,0.08053877,-32.600006,-3.6,6.104260636170983e-06,True,False
-32.4,-3.6,0.2833374133611695,0.0791071,-32.399994,-3.6,6.104260636170983e-06,True,False
-32.2,-3.6,0.31118906757776527,0.077637754,-32.200012,-3.6,1.2207403770504287e-05,True,False
-32.0,-3.6,0.3319005780641208,0.076326825,-32.0,-3.6,9.536743172944284e-08,True,False
-38.8,-3.4,0.3310093981265318,0.1965198,-38.799988,-3.4,1.2207403770504287e-05,True,False
-38.6,-3.4,0.318604427523826,0.18748035,-38.600006,-3.4,6.104260636170983e-06,True,False
-38.4,-3.4,0.3246738883349401,0.18269943,-38.399994,-3.4,6.104260636170983e-06,True,False
-38.2,-3.4,0.3306771702203956,0.17608458,-38.200012,-3.4,1.2207403770504287e-05,True,False
