longitude,latitude,Hazard_Index,zos_longterm_mean,zos_sampled_longitude,zos_sampled_latitude,zos_sample_distance_deg,zos_valid,zos_ge_threshold
-50.2,-31.0,0.4816438221214283,0.10762755,-50.200012,-31.0,1.2207031247157829e-05,True,False
-50.4,-30.8,0.42396820048728495,0.102161035,-50.399994,-30.8,6.151014516117709e-06,True,False
-50.2,-30.8,0.48679089030692185,0.10345314,-50.200012,-30.8,1.2230849867417494e-05,True,False
-50.4,-30.6,0.22191983267895157,0.10443359,-50.399994,-30.6,6.11542493359794e-06,True,False
-50.2,-30.6,0.4235856941719834,0.10294493,-50.200012,-30.6,1.2212990257110953e-05,True,False
-50.0,-30.6,0.48397002709313314,0.1060933,-50.0,-30.6,3.8146972514141453e-07,True,False
-50.2,-30.4,0.27741071361720215,0.10470009,-50.200012,-30.4,1.2212990257110953e-05,True,False
-50.0,-30.4,0.4520041556613284,0.106848955,-50.0,-30.4,3.8146972514141453e-07,True,False
-49.8,-30.4,0.5014882869755136,0.104426526,-49.799988,-30.4,1.2212990257110953e-05,True,False
-50.0,-30.2,0.3705331701322199,0.10592369,-50.0,-30.2,7.629394538355427e-07,True,False
-49.8,-30.2,0.4685956354154018,0.103082314,-49.799988,-30.2,1.2230849867417494e-05,True,False
-50.0,-30.0,0.2628130224150686,0.105401,-50.0,-30.0,0.0,True,False
-49.8,-30.0,0.4412074586785537,0.10124228,-49.799988,-30.0,1.2207031247157829e-05,True,False
-49.8,-29.8,0.4011167821027593,0.10054371,-49.799988,-29.8,1.2230849867417494e-05,True,False
-49.6,-29.8,0.4909276911508244,0.096261024,-49.600006,-29.8,6.151014516117709e-06,True,False
-49.8,-29.6,0.3145472812895092,0.100793205,-49.799988,-29.6,1.2212990257110953e-05,True,False
-49.6,-29.6,0.4607505768954125,0.09474034,-49.600006,-29.6,6.11542493359794e-06,True,False
-49.4,-29.6,0.5185467119479444,0.09331129,-49.399994,-29.6,6.11542493359794e-06,True,False
-49.6,-29.4,0.3941706949102651,0.09618172,-49.600006,-29.4,6.11542493359794e-06,True,False
-49.4,-29.4,0.4916151547474554,0.090964645,-49.399994,-29.4,6.11542493359794e-06,True,False
-49.2,-29.4,0.5357304483146749,0.09260013,-49.200012,-29.4,1.2212990257110953e-05,True,False
-49.4,-29.2,0.46354494634297816,0.09074278,-49.399994,-29.2,6.151014516117709e-06,True,False
-49.2,-29.2,0.5310382422320318,0.087950915,-49.200012,-29.2,1.2230849867417494e-05,True,False
-49.0,-29.2,0.5417499621357454,0.09527755,-49.0,-29.2,7.629394538355427e-07,True,False
-49.4,-29.0,0.3659695683512982,0.09244094,-49.399994,-29.0,6.1035156235789145e-06,True,False
-49.2,-29.0,0.5109390057692392,0.085942395,-49.200012,-29.0,1.2207031247157829e-05,True,False
-49.0,-29.0,0.5496897533150938,0.08850001,-49.0,-29.0,0.0,True,False
-48.8,-29.0,0.5530245472489838,0.097312614,-48.799988,-29.0,1.2207031247157829e-05,True,False
-48.6,-29.0,0.5278963327067915,0.10533476,-48.600006,-29.0,6.1035156235789145e-06,True,False
-49.0,-28.8,0.5313394459637655,0.08316363,-49.0,-28.8,7.629394538355427e-07,True,False
-48.8,-28.8,0.559203689546178,0.08776015,-48.799988,-28.8,1.2230849867417494e-05,True,False
-48.6,-28.8,0.5510440610700543,0.09799706,-48.600006,-28.8,6.151014516117709e-06,True,False
-48.4,-28.8,0.5118067005573124,0.10744279,-48.399994,-28.8,6.151014516117709e-06,True,False
-48.8,-28.6,0.5484328371738234,0.08350314,-48.799988,-28.6,1.2212990257110953e-05,True,False
-48.6,-28.6,0.5502644948832421,0.09128783,-48.600006,-28.6,6.11542493359794e-06,True,False
-48.4,-28.6,0.5214037925825589,0.10217128,-48.399994,-28.6,6.11542493359794e-06,True,False
-48.6,-28.4,0.46723632292764705,0.088190936,-48.600006,-28.4,6.11542493359794e-06,True,False
-48.4,-28.4,0.5209529683200186,0.0987633,-48.399994,-28.4,6.11542493359794e-06,True,False
-48.6,-28.2,0.35618728753022255,0.087312974,-48.600006,-28.2,6.151014516117709e-06,True,False
-48.4,-28.2,0.4864720924765769,0.096168526,-48.399994,-28.2,6.151014516117709e-06,True,False
-48.2,-28.2,0.5034981645575755,0.10449809,-48.200012,-28.2,1.2230849867417494e-05,True,False
-48.4,-28.0,0.449563121565256,0.09407954,-48.399994,-28.0,6.1035156235789145e-06,True,False
-48.2,-28.0,0.49211628934485624,0.10305804,-48.200012,-28.0,1.2207031247157829e-05,True,False
-48.4,-27.8,0.37289978695299447,0.09296403,-48.399994,-27.8,6.151014516117709e-06,True,False
-48.2,-27.8,0.47049389924668666,0.10168711,-48.200012,-27.8,1.2230849867417494e-05,True,False
-48.4,-27.6,0.29239688123964436,0.09304528,-48.399994,-27.6,6.11542493359794e-06,True,False
-48.2,-27.6,0.43180822234878474,0.10045941,-48.200012,-27.6,1.2212990257110953e-05,True,False
-48.0,-27.6,0.4640382895504729,0.10466752,-48.0,-27.6,3.8146972514141453e-07,True,False
-48.4,-27.4,0.19673219985713253,0.09672706,-48.399994,-27.4,6.11542493359794e-06,True,False
-48.2,-27.4,0.39842827674028775,0.101802856,-48.200012,-27.4,1.2212990257110953e-05,True,False
-48.0,-27.4,0.45417413604412893,0.10267309,-48.0,-27.4,3.8146972514141453e-07,True,False
-48.4,-27.2,0.19156997608803436,0.09755077,-48.399994,-27.2,6.151014516117709e-06,True,False
-48.2,-27.2,0.3376882946148763,0.10376183,-48.200012,-27.2,1.2230849867417494e-05,True,False
-48.0,-27.2,0.4238318184780983,0.102155745,-48.0,-27.2,7.629394538355427e-07,True,False
-48.4,-27.0,0.18193552643856137,0.10424528,-48.399994,-27.0,6.1035156235789145e-06,True,False
-48.2,-27.0,0.34319094815324097,0.104683734,-48.200012,-27.0,1.2207031247157829e-05,True,False
-48.4,-26.8,0.2456999771389218,0.104052156,-48.399994,-26.8,6.151014516117709e-06,True,False
-48.2,-26.8,0.353850218700514,0.104441985,-48.200012,-26.8,1.2230849867417494e-05,True,False
-48.6,-26.6,0.1990245939973232,0.104919255,-48.600006,-26.6,6.11542493359794e-06,True,False
-48.4,-26.6,0.2690254981786201,0.10344812,-48.399994,-26.6,6.11542493359794e-06,True,False
-48.2,-26.6,0.35632536312152724,0.1035245,-48.200012,-26.6,1.2212990257110953e-05,True,False
-48.4,-26.4,0.2599671370575797,0.10315162,-48.399994,-26.4,6.11542493359794e-06,True,False
-48.2,-26.4,0.34670700250217634,0.10260876,-48.200012,-26.4,1.2212990257110953e-05,True,False
-48.4,-26.2,0.21230368861501203,0.103906445,-48.399994,-26.2,6.151014516117709e-06,True,False
-48.2,-26.2,0.3243091631116075,0.10203131,-48.200012,-26.2,1.2230849867417494e-05,True,False
-48.4,-26.0,0.1957157875793463,0.103868,-48.399994,-26.0,6.1035156235789145e-06,True,False
-48.2,-26.0,0.30564756502912555,0.10139082,-48.200012,-26.0,1.2207031247157829e-05,True,False
-48.2,-25.8,0.30431468245620336,0.1017854,-48.200012,-25.8,1.2230849867417494e-05,True,False
-48.0,-25.8,0.3816896149704145,0.10134944,-48.0,-25.8,7.629394538355427e-07,True,False
-48.4,-25.6,0.2717951951448619,0.10467905,-48.399994,-25.6,6.11542493359794e-06,True,False
-48.2,-25.6,0.31480841827373585,0.10175253,-48.200012,-25.6,1.2212990257110953e-05,True,False
-48.0,-25.6,0.3758942620974155,0.10126157,-48.0,-25.6,3.8146972514141453e-07,True,False
-47.8,-25.6,0.40435183864449575,0.10064927,-47.799988,-25.6,1.2212990257110953e-05,True,False
-48.0,-25.4,0.36954636969689014,0.10104414,-48.0,-25.4,3.8146972514141453e-07,True,False
-47.8,-25.4,0.3829319775554761,0.10059553,-47.799988,-25.4,1.2212990257110953e-05,True,False
-47.6,-25.4,0.41469731609421806,0.09964767,-47.600006,-25.4,6.11542493359794e-06,True,False
-47.8,-25.2,0.36579768192847917,0.100737385,-47.799988,-25.2,1.2230849867417494e-05,True,False
-47.6,-25.2,0.4048109924729473,0.100392215,-47.600006,-25.2,6.151014516117709e-06,True,False
-47.8,-25.0,0.2830384246645759,0.10200363,-47.799988,-25.0,1.2207031247157829e-05,True,False
-47.6,-25.0,0.40120749060424893,0.101286575,-47.600006,-25.0,6.1035156235789145e-06,True,False
-47.4,-25.0,0.42656469599611874,0.09884925,-47.399994,-25.0,6.1035156235789145e-06,True,False
-47.2,-25.0,0.43813934463768994,0.09684854,-47.200012,-25.0,1.2207031247157829e-05,True,False
-47.4,-24.8,0.4190750799235075,0.09997678,-47.399994,-24.8,6.151014516117709e-06,True,False
-47.2,-24.8,0.44140781674042834,0.09711786,-47.200012,-24.8,1.2230849867417494e-05,True,False
-47.0,-24.8,0.455431654212795,0.09411219,-47.0,-24.8,7.629394538355427e-07,True,False
-46.8,-24.8,0.46679297383860313,0.09213216,-46.799988,-24.8,1.2230849867417494e-05,True,False
-47.2,-24.6,0.43161548084562806,0.09885218,-47.200012,-24.6,1.2212990257110953e-05,True,False
-47.0,-24.6,0.4591760502556051,0.09599265,-47.0,-24.6,3.8146972514141453e-07,True,False
-46.8,-24.6,0.46018052232337725,0.092932515,-46.799988,-24.6,1.2212990257110953e-05,True,False
-46.6,-24.6,0.47899288114006655,0.08995354,-46.600006,-24.6,6.11542493359794e-06,True,False
-46.8,-24.4,0.46856846056768076,0.093871556,-46.799988,-24.4,1.2212990257110953e-05,True,False
-46.6,-24.4,0.478683093957131,0.09056775,-46.600006,-24.4,6.11542493359794e-06,True,False
-46.4,-24.4,0.4872644867117845,0.08731729,-46.399994,-24.4,6.11542493359794e-06,True,False
-46.2,-24.4,0.4985643144080472,0.084102616,-46.200012,-24.4,1.2212990257110953e-05,True,False
-46.0,-24.4,0.5043351377052152,0.08011266,-46.0,-24.4,3.8146972514141453e-07,True,False
-45.2,-24.4,0.47554117074945007,0.10041403,-45.200012,-24.4,1.2212990257110953e-05,True,False
-46.6,-24.2,0.48785495396523787,0.090908326,-46.600006,-24.2,6.151014516117709e-06,True,False
-46.4,-24.2,0.503184260480227,0.08821025,-46.399994,-24.2,6.151014516117709e-06,True,False
-46.2,-24.2,0.5047833166958654,0.08518033,-46.200012,-24.2,1.2230849867417494e-05,True,False
-46.0,-24.2,0.507476477128755,0.0809149,-46.0,-24.2,7.629394538355427e-07,True,False
-45.8,-24.2,0.5304351856127614,0.077207364,-45.799988,-24.2,1.2230849867417494e-05,True,False
-45.6,-24.2,0.5223455534632823,0.078832105,-45.600006,-24.2,6.151014516117709e-06,True,False
-45.4,-24.2,0.516430257273595,0.083445266,-45.399994,-24.2,6.151014516117709e-06,True,False
-45.2,-24.2,0.5133680996552975,0.0879141,-45.200012,-24.2,1.2230849867417494e-05,True,False
-45.0,-24.2,0.48714109389974086,0.09616097,-45.0,-24.2,7.629394538355427e-07,True,False
-46.4,-24.0,0.5092031251454947,0.0886894,-46.399994,-24.0,6.1035156235789145e-06,True,False
-46.2,-24.0,0.5048652532325242,0.08499683,-46.200012,-24.0,1.2207031247157829e-05,True,False
-46.0,-24.0,0.5307647043956172,0.0829868,-46.0,-24.0,0.0,True,False
-45.8,-24.0,0.5360901034335516,0.079569094,-45.799988,-24.0,1.2207031247157829e-05,True,False
-45.6,-24.0,0.5286572603686771,0.0762675,-45.600006,-24.0,6.1035156235789145e-06,True,False
-45.4,-24.0,0.5458056352272682,0.074365474,-45.399994,-24.0,6.1035156235789145e-06,True,False
-45.2,-24.0,0.5286079944601317,0.074885264,-45.200012,-24.0,1.2207031247157829e-05,True,False
-45.0,-24.0,0.5079557912736052,0.0837948,-45.0,-24.0,0.0,True,False
-44.8,-24.0,0.4966936389382502,0.09295135,-44.799988,-24.0,1.2207031247157829e-05,True,False
-45.8,-23.8,0.5468320235246765,0.0797242,-45.799988,-23.8,1.2230849867417494e-05,True,False
-45.6,-23.8,0.5345291817007236,0.07655126,-45.600006,-23.8,6.151014516117709e-06,True,False
-45.4,-23.8,0.4637764882077314,0.076879226,-45.399994,-23.8,6.151014516117709e-06,True,False
-45.2,-23.8,0.37911866457857424,0.07915918,-45.200012,-23.8,1.2230849867417494e-05,True,False
-45.0,-23.8,0.4914817205441278,0.07969764,-45.0,-23.8,7.629394538355427e-07,True,False
-44.8,-23.8,0.5058746981073954,0.08334568,-44.799988,-23.8,1.2230849867417494e-05,True,False
-44.6,-23.8,0.5141736852837178,0.0892451,-44.600006,-23.8,6.151014516117709e-06,True,False
-45.2,-23.6,0.23963962275230277,0.07636225,-45.200012,-23.6,1.2212990257110953e-05,True,False
-45.0,-23.6,0.4100212492106467,0.07618333,-45.0,-23.6,3.8146972514141453e-07,True,False
-44.8,-23.6,0.5035124824717482,0.07723479,-44.799988,-23.6,1.2212990257110953e-05,True,False
-44.6,-23.6,0.5294168273878378,0.08023598,-44.600006,-23.6,6.11542493359794e-06,True,False
-44.4,-23.6,0.5308627634083645,0.083607405,-44.399994,-23.6,6.11542493359794e-06,True,False
-44.2,-23.6,0.5301947790466341,0.08836646,-44.200012,-23.6,1.2212990257110953e-05,True,False
-44.0,-23.6,0.5184112679460889,0.09344388,-44.0,-23.6,3.8146972514141453e-07,True,False
-44.4,-23.4,0.5293793268581183,0.07699306,-44.399994,-23.4,6.11542493359794e-06,True,False
-44.2,-23.4,0.5481381280406613,0.079424605,-44.200012,-23.4,1.2212990257110953e-05,True,False
-44.0,-23.4,0.5411178957014142,0.081784815,-44.0,-23.4,3.8146972514141453e-07,True,False
-43.8,-23.4,0.5329914760294089,0.08344866,-43.799988,-23.4,1.2212990257110953e-05,True,False
-43.6,-23.4,0.5247958049636475,0.08587162,-43.600006,-23.4,6.11542493359794e-06,True,False
-43.4,-23.4,0.5014363621126373,0.088389896,-43.399994,-23.4,6.11542493359794e-06,True,False
-43.2,-23.4,0.5029126093003731,0.092377685,-43.200012,-23.4,1.2212990257110953e-05,True,False
-43.0,-23.4,0.4779746658206358,0.101685725,-43.0,-23.4,3.8146972514141453e-07,True,False
-42.8,-23.4,0.4476016737425789,0.11511684,-42.799988,-23.4,1.2212990257110953e-05,True,False
-42.6,-23.4,0.4393246681675544,0.12593761,-42.600006,-23.4,6.11542493359794e-06,True,False
-42.2,-23.4,0.4232108697870613,0.12627693,-42.200012,-23.4,1.2212990257110953e-05,True,False
-42.0,-23.4,0.4326056076343459,0.11698707,-42.0,-23.4,3.8146972514141453e-07,True,False
-44.4,-23.2,0.49138911170363686,0.076102786,-44.399994,-23.2,6.151014516117709e-06,True,False
-44.2,-23.2,0.5298415850803625,0.0730476,-44.200012,-23.2,1.2230849867417494e-05,True,False
-44.0,-23.2,0.5097356335796743,0.07193768,-44.0,-23.2,7.629394538355427e-07,True,False
-43.8,-23.2,0.5281997393114958,0.07261091,-43.799988,-23.2,1.2230849867417494e-05,True,False
-43.6,-23.2,0.5403658996328355,0.0734502,-43.600006,-23.2,6.151014516117709e-06,True,False
-43.4,-23.2,0.5445057410191404,0.07407308,-43.399994,-23.2,6.151014516117709e-06,True,False
-43.2,-23.2,0.5449100541045517,0.07320634,-43.200012,-23.2,1.2230849867417494e-05,True,False
-43.0,-23.2,0.5353484984186329,0.07586792,-43.0,-23.2,7.629394538355427e-07,True,False
-42.8,-23.2,0.510088827545946,0.08579055,-42.799988,-23.2,1.2230849867417494e-05,True,False
-42.6,-23.2,0.4939461759383256,0.09742335,-42.600006,-23.2,6.151014516117709e-06,True,False
-42.4,-23.2,0.48447442723307416,0.104249425,-42.399994,-23.2,6.151014516117709e-06,True,False
-42.2,-23.2,0.4781916054805017,0.10444686,-42.200012,-23.2,1.2230849867417494e-05,True,False
-42.0,-23.2,0.46534753038594556,0.10001601,-42.0,-23.2,7.629394538355427e-07,True,False
-41.8,-23.2,0.45793921689690215,0.09450869,-41.799988,-23.2,1.2230849867417494e-05,True,False
-44.4,-23.0,0.39267861409796895,0.074322425,-44.399994,-23.0,6.1035156235789145e-06,True,False
-44.0,-23.0,0.3475268589163621,0.070785515,-44.0,-23.0,0.0,True,False
-43.4,-23.0,0.48243243392188734,0.067239866,-43.399994,-23.0,6.1035156235789145e-06,True,False
-43.2,-23.0,0.5017515340961675,0.066530004,-43.200012,-23.0,1.2207031247157829e-05,True,False
-43.0,-23.0,0.5259579732428468,0.06449873,-43.0,-23.0,0.0,True,False
-42.8,-23.0,0.5401267898580429,0.06448889,-42.799988,-23.0,1.2207031247157829e-05,True,False
-42.6,-23.0,0.5555863015203282,0.0690185,-42.600006,-23.0,6.1035156235789145e-06,True,False
-42.4,-23.0,0.557271554072531,0.07352116,-42.399994,-23.0,6.1035156235789145e-06,True,False
-42.2,-23.0,0.5513109978889134,0.077183574,-42.200012,-23.0,1.2207031247157829e-05,True,False
-42.0,-23.0,0.5273762752937498,0.080340594,-42.0,-23.0,0.0,True,False
-41.8,-23.0,0.47938492259634197,0.08677992,-41.799988,-23.0,1.2207031247157829e-05,True,False
-41.6,-23.0,0.47334735555475743,0.088547,-41.600006,-23.0,6.1035156235789145e-06,True,False
-41.8,-22.8,0.35621812319099605,0.081480436,-41.799988,-22.8,1.2230849867417494e-05,True,False
-41.6,-22.8,0.4547568301509306,0.08400131,-41.600006,-22.8,6.151014516117709e-06,True,False
-41.8,-22.6,0.26802736412148565,0.07795765,-41.799988,-22.6,1.2212990257110953e-05,True,False
-41.6,-22.6,0.4423528112379968,0.07910412,-41.600006,-22.6,6.11542493359794e-06,True,False
-41.4,-22.6,0.46616630740757836,0.07840179,-41.399994,-22.6,6.11542493359794e-06,True,False
-41.6,-22.4,0.3864854579408421,0.074416615,-41.600006,-22.4,6.11542493359794e-06,True,False
-41.4,-22.4,0.45100294913609645,0.07360845,-41.399994,-22.4,6.11542493359794e-06,True,False
-41.2,-22.4,0.47442185587486957,0.075150795,-41.200012,-22.4,1.2212990257110953e-05,True,False
-41.0,-22.4,0.46003063574511066,0.090726174,-41.0,-22.4,3.8146972514141453e-07,True,False
-40.8,-22.4,0.42780375199131776,0.10921102,-40.799988,-22.4,1.2212990257110953e-05,True,False
-41.4,-22.2,0.35268070751141295,0.06813952,-41.399994,-22.2,6.151014516117709e-06,True,False
-41.2,-22.2,0.45337080345762876,0.06678352,-41.200012,-22.2,1.2230849867417494e-05,True,False
-41.0,-22.2,0.45300124985296125,0.07643974,-41.0,-22.2,7.629394538355427e-07,True,False
-40.8,-22.2,0.42442531259151317,0.09046055,-40.799988,-22.2,1.2230849867417494e-05,True,False
-40.6,-22.2,0.4227023390702667,0.10049519,-40.600006,-22.2,6.151014516117709e-06,True,False
-40.8,-22.0,0.38821048838902367,0.08292597,-40.799988,-22.0,1.2207031247157829e-05,True,False
-40.6,-22.0,0.41692918823788966,0.090091646,-40.600006,-22.0,6.1035156235789145e-06,True,False
-40.8,-21.8,0.290450809439896,0.08873514,-40.799988,-21.8,1.2230849867417494e-05,True,False
-40.6,-21.8,0.3639614345203041,0.09798528,-40.600006,-21.8,6.151014516117709e-06,True,False
-40.8,-21.6,0.24017206733509192,0.09324587,-40.799988,-21.6,1.2212990257110953e-05,True,False
-40.6,-21.6,0.32224896151224414,0.107174635,-40.600006,-21.6,6.11542493359794e-06,True,False
-40.8,-21.4,0.22842230321467047,0.09080747,-40.799988,-21.4,1.2212990257110953e-05,True,False
-40.6,-21.4,0.2986607026427445,0.103684366,-40.600006,-21.4,6.11542493359794e-06,True,False
-40.8,-21.2,0.22468208791766367,0.08520136,-40.799988,-21.2,1.2230849867417494e-05,True,False
-40.6,-21.2,0.2722634888437749,0.100792766,-40.600006,-21.2,6.151014516117709e-06,True,False
-40.4,-21.2,0.3188463421989849,0.13156362,-40.399994,-21.2,6.151014516117709e-06,True,False
-40.8,-21.0,0.24478031187983626,0.08703142,-40.799988,-21.0,1.2207031247157829e-05,True,False
-40.6,-21.0,0.26768039414551165,0.10319634,-40.600006,-21.0,6.1035156235789145e-06,True,False
-40.4,-21.0,0.316765249032775,0.12664843,-40.399994,-21.0,6.1035156235789145e-06,True,False
-40.2,-21.0,0.3230469305819465,0.15840918,-40.200012,-21.0,1.2207031247157829e-05,True,False
-29.4,-21.0,0.3030215048062424,0.1925596,-29.399994,-21.0,6.1035156235789145e-06,True,False
-29.2,-21.0,0.3040162532194118,0.18998758,-29.200012,-21.0,1.2207031250710543e-05,True,False
-40.4,-20.8,0.3247943090167855,0.11669039,-40.399994,-20.8,6.151014516117709e-06,True,False
-40.2,-20.8,0.33477094586903355,0.14252149,-40.200012,-20.8,1.2230849867417494e-05,True,False
-40.0,-20.8,0.3380756034669024,0.17692658,-40.0,-20.8,7.629394538355427e-07,True,False
-29.6,-20.8,0.309683935237207,0.1942014,-29.600006,-20.8,6.151014516117709e-06,True,False
-29.4,-20.8,0.30233225185040763,0.19263417,-29.399994,-20.8,6.151014516117709e-06,True,False
-29.2,-20.8,0.30666668795046353,0.1898121,-29.200012,-20.8,1.2230849870963289e-05,True,False
-29.0,-20.8,0.3186462197791464,0.18650873,-29.0,-20.8,7.629394538355427e-07,True,False
