grid_lat,grid_lon,compound_count_total,mean_overlap_duration,mean_compound_intensity_norm,compound_count_annual_mean,mean_compound_intensity_norm_abspeak,Hazard_Frequency,Hazard_Duration,Hazard_Intensity,Hazard_Index_raw,Hazard_Index,n_events,thr_hs_abs,thr_ssh_total_abs,intensity_abspeak,intensity_adopted,hs_term_abspeak,ssh_term_abspeak,hs_term_adopted,ssh_term_adopted,clipped_high_abspeak,clipped_high_adopted,hazard_adopted,hazard_abspeak_raw,hazard_abspeak,intensity_difference,hazard_difference,hs_term_difference,ssh_term_difference,hs_contribution,ssh_contribution
-24.000000,-45.200000,230,1.740000,0.370900,6.970000,0.400100,0.670251,0.384000,0.592658,0.548970,0.692160,230,2.530000,0.653875,0.400115,0.370917,0.713059,0.087171,0.465153,0.276681,0.069565,0.082609,0.692160,0.528622,0.722363,0.029198,0.030203,0.247906,-0.189511,0.123953,-0.094755
-24.000000,-45.000000,206,1.750000,0.355100,6.240000,0.410200,0.584229,0.392000,0.546256,0.507495,0.620773,206,2.610000,0.637267,0.410216,0.355106,0.748053,0.072379,0.480904,0.229308,0.082524,0.082524,0.620773,0.507971,0.679334,0.055110,0.058561,0.267149,-0.156929,0.133575,-0.078465
-24.000000,-44.800000,177,1.820000,0.346400,5.360000,0.419100,0.480287,0.448000,0.520705,0.482997,0.578607,177,2.680000,0.626290,0.419108,0.346361,0.774487,0.063729,0.488285,0.204436,0.112994,0.090395,0.578607,0.496705,0.655860,0.072747,0.077253,0.286202,-0.140708,0.143101,-0.070354
-23.800000,-45.800000,298,1.720000,0.372600,9.030000,0.291300,0.913978,0.368000,0.597651,0.626543,0.825681,298,1.890000,0.762736,0.291339,0.372570,0.434693,0.147985,0.374605,0.370536,0.000000,0.053691,0.825681,0.546855,0.760353,-0.081232,-0.065327,0.060088,-0.222551,0.030044,-0.111275
-23.800000,-45.600000,300,1.750000,0.364000,9.090000,0.248500,0.921147,0.392000,0.572394,0.628513,0.829072,300,1.698000,0.745341,0.248531,0.363995,0.356642,0.140420,0.360294,0.367697,0.000000,0.053333,0.829072,0.534547,0.734708,-0.115464,-0.094365,-0.003652,-0.227276,-0.001826,-0.113638
-23.800000,-45.400000,289,1.730000,0.316400,8.760000,0.149900,0.881720,0.376000,0.432599,0.563440,0.717066,289,1.300000,0.718577,0.149859,0.316358,0.175330,0.124389,0.292337,0.340379,0.000000,0.034602,0.717066,0.463753,0.587201,-0.166498,-0.129865,-0.117007,-0.215990,-0.058503,-0.107995
-23.800000,-45.200000,225,1.610000,0.292200,6.820000,0.194800,0.652330,0.280000,0.361527,0.431286,0.489600,225,1.650000,0.673976,0.194776,0.292183,0.285421,0.104131,0.256732,0.327634,0.000000,0.022222,0.489600,0.379105,0.410831,-0.097407,-0.078770,0.028689,-0.223503,0.014345,-0.111751
-23.800000,-45.000000,217,1.730000,0.348900,6.580000,0.364400,0.623656,0.376000,0.528047,0.509234,0.623767,217,2.400000,0.656132,0.364412,0.348874,0.639051,0.089773,0.411256,0.286491,0.027650,0.046083,0.623767,0.491493,0.645001,0.015538,0.021234,0.227794,-0.196719,0.113897,-0.098359
-23.800000,-44.800000,216,1.730000,0.348800,6.550000,0.393800,0.620072,0.376000,0.527753,0.507942,0.621542,216,2.540000,0.641542,0.393769,0.348796,0.711301,0.076237,0.455440,0.242152,0.050926,0.064815,0.621542,0.505865,0.674945,0.044973,0.053403,0.255861,-0.165915,0.127931,-0.082958
-23.800000,-44.600000,200,1.800000,0.343800,6.060000,0.410300,0.562724,0.432000,0.513069,0.502598,0.612344,200,2.630000,0.633104,0.410292,0.343764,0.753333,0.067251,0.478015,0.209514,0.085000,0.080000,0.612344,0.514176,0.692263,0.066528,0.079919,0.275319,-0.142264,0.137659,-0.071132
-23.600000,-45.200000,181,1.400000,0.275900,5.490000,0.136500,0.494624,0.112000,0.313656,0.306760,0.275265,181,1.390000,0.691885,0.136501,0.275892,0.155121,0.117880,0.187073,0.364710,0.000000,0.038674,0.275265,0.239637,0.120236,-0.139391,-0.155029,-0.031952,-0.246830,-0.015976,-0.123415
-23.600000,-45.000000,218,1.630000,0.298700,6.610000,0.258800,0.627240,0.296000,0.380617,0.434619,0.495338,218,1.970000,0.672300,0.258757,0.298715,0.416440,0.101074,0.283965,0.313465,0.000000,0.027523,0.495338,0.410000,0.475203,-0.039958,-0.020135,0.132475,-0.212391,0.066237,-0.106196
-23.600000,-44.800000,221,1.790000,0.345000,6.700000,0.347900,0.637993,0.424000,0.516593,0.526195,0.652961,221,2.320000,0.660824,0.347911,0.344963,0.603003,0.092818,0.396859,0.293066,0.013575,0.045249,0.652961,0.503523,0.670066,0.002948,0.017105,0.206144,-0.200248,0.103072,-0.100124
-23.600000,-44.600000,218,1.830000,0.353100,6.610000,0.383400,0.627240,0.456000,0.540382,0.541207,0.678799,218,2.480000,0.650302,0.383449,0.353074,0.683268,0.083630,0.441615,0.264532,0.041284,0.059633,0.678799,0.529449,0.724085,0.030375,0.045286,0.241653,-0.180902,0.120826,-0.090451
-23.600000,-44.400000,214,1.810000,0.353400,6.490000,0.405200,0.612903,0.440000,0.541263,0.531389,0.661899,214,2.580000,0.642802,0.405236,0.353362,0.735579,0.074893,0.476258,0.230467,0.074766,0.079439,0.661899,0.530888,0.727085,0.051874,0.065185,0.259322,-0.155574,0.129661,-0.077787
-23.600000,-44.200000,197,1.860000,0.353200,5.970000,0.417100,0.551971,0.480000,0.540675,0.524216,0.649553,197,2.640000,0.638087,0.417057,0.353248,0.764527,0.069588,0.494812,0.211685,0.116751,0.111675,0.649553,0.530179,0.725607,0.063809,0.076054,0.269715,-0.142097,0.134857,-0.071049
-23.600000,-44.000000,181,1.870000,0.355600,5.490000,0.425900,0.494624,0.488000,0.547724,0.510116,0.625284,181,2.680000,0.633894,0.425868,0.355624,0.786655,0.065081,0.516534,0.194713,0.193370,0.138122,0.625284,0.518402,0.701068,0.070245,0.075783,0.270121,-0.129632,0.135061,-0.064816
-23.400000,-44.400000,232,1.790000,0.357200,7.030000,0.371900,0.677419,0.424000,0.552423,0.551281,0.696138,232,2.400000,0.663875,0.371898,0.357246,0.652141,0.091656,0.434901,0.279592,0.043103,0.064655,0.696138,0.529384,0.723950,0.014652,0.027812,0.217240,-0.187936,0.108620,-0.093968
-23.400000,-44.200000,227,1.840000,0.362200,6.880000,0.393400,0.659498,0.464000,0.567107,0.563535,0.717230,227,2.490000,0.654419,0.393443,0.362166,0.704120,0.082767,0.474119,0.250213,0.066079,0.088106,0.717230,0.548167,0.763087,0.031277,0.045856,0.230001,-0.167447,0.115000,-0.083723
-23.400000,-44.000000,215,1.840000,0.366900,6.520000,0.407200,0.616487,0.464000,0.580910,0.553799,0.700473,215,2.548000,0.647190,0.407174,0.366872,0.737303,0.077045,0.500424,0.233321,0.097674,0.116279,0.700473,0.541111,0.748384,0.040301,0.047911,0.236879,-0.156276,0.118439,-0.078138
-23.400000,-43.800000,207,1.840000,0.358400,6.270000,0.409900,0.587814,0.464000,0.555947,0.535920,0.669699,207,2.590000,0.637333,0.409852,0.358382,0.748916,0.070787,0.496270,0.220494,0.115942,0.115942,0.669699,0.532973,0.731427,0.051469,0.061728,0.252646,-0.149707,0.126323,-0.074854
-23.400000,-43.600000,196,1.850000,0.352500,5.940000,0.414200,0.548387,0.472000,0.538620,0.519669,0.641727,196,2.630000,0.630157,0.414152,0.352521,0.762839,0.065464,0.499137,0.205905,0.158163,0.132653,0.641727,0.524777,0.714351,0.061631,0.072624,0.263702,-0.140441,0.131851,-0.070220
-23.400000,-43.400000,187,1.790000,0.351100,5.670000,0.420600,0.516129,0.424000,0.534508,0.491546,0.593321,187,2.668000,0.625457,0.420575,0.351082,0.779985,0.061166,0.511002,0.191161,0.176471,0.171123,0.593321,0.501431,0.665706,0.069494,0.072385,0.268983,-0.129995,0.134491,-0.064997
-23.400000,-43.200000,177,1.830000,0.349900,5.360000,0.425800,0.480287,0.456000,0.530984,0.489090,0.589094,177,2.700000,0.623977,0.425833,0.349926,0.792657,0.059008,0.517905,0.181948,0.203390,0.175141,0.589094,0.502937,0.668846,0.075906,0.079752,0.274753,-0.122940,0.137376,-0.061470
-23.400000,-43.000000,166,1.780000,0.340900,5.030000,0.428700,0.440860,0.416000,0.504552,0.453804,0.528359,166,2.730000,0.628665,0.428687,0.340865,0.798579,0.058796,0.511871,0.169860,0.210843,0.162651,0.528359,0.477975,0.616835,0.087822,0.088476,0.286708,-0.111064,0.143354,-0.055532
-23.400000,-42.800000,146,1.740000,0.343800,4.420000,0.436600,0.369176,0.384000,0.513069,0.422082,0.473758,146,2.760000,0.638292,0.436577,0.343802,0.811355,0.061798,0.522764,0.164840,0.239726,0.171233,0.473758,0.447597,0.553539,0.092775,0.079781,0.288591,-0.103042,0.144296,-0.051521
-23.400000,-42.600000,134,1.750000,0.344300,4.060000,0.443000,0.326165,0.392000,0.514537,0.410901,0.454514,134,2.790000,0.647502,0.442993,0.344330,0.820485,0.065501,0.523650,0.165009,0.246269,0.186567,0.454514,0.439329,0.536312,0.098663,0.081799,0.296835,-0.099509,0.148418,-0.049754
-23.400000,-42.200000,127,1.710000,0.340400,3.850000,0.448500,0.301075,0.360000,0.503084,0.388053,0.415188,127,2.840000,0.651574,0.448465,0.340370,0.828618,0.068312,0.509843,0.170897,0.244094,0.173228,0.415188,0.423200,0.502707,0.108095,0.087519,0.318775,-0.102585,0.159388,-0.051292
-23.400000,-42.000000,130,1.730000,0.336300,3.940000,0.449400,0.311828,0.376000,0.491043,0.392957,0.423628,130,2.870000,0.647323,0.449373,0.336266,0.831248,0.067499,0.496380,0.176153,0.246154,0.169231,0.423628,0.432600,0.522291,0.113107,0.098663,0.334868,-0.108654,0.167434,-0.054327
-23.200000,-44.400000,243,1.810000,0.335200,7.360000,0.265400,0.716846,0.440000,0.487812,0.548219,0.690869,243,1.880000,0.697709,0.265448,0.335217,0.418939,0.111957,0.352487,0.317948,0.000000,0.032922,0.690869,0.491416,0.644841,-0.069770,-0.046028,0.066452,-0.205991,0.033226,-0.102995
-23.200000,-44.200000,245,1.850000,0.360100,7.430000,0.313300,0.724014,0.472000,0.560940,0.585651,0.755297,245,2.080000,0.672457,0.313252,0.360074,0.527308,0.099197,0.416987,0.303161,0.012245,0.073469,0.755297,0.529820,0.724858,-0.046821,-0.030439,0.110321,-0.203964,0.055161,-0.101982
-23.200000,-44.000000,238,1.800000,0.346000,7.210000,0.316300,0.698925,0.432000,0.519530,0.550152,0.694194,238,2.130000,0.667894,0.316270,0.346043,0.537507,0.095032,0.402095,0.289992,0.012605,0.063025,0.694194,0.509723,0.682985,-0.029773,-0.011210,0.135413,-0.194960,0.067706,-0.097480
-23.200000,-43.800000,228,1.820000,0.365600,6.910000,0.363600,0.663082,0.448000,0.577093,0.562725,0.715836,228,2.340000,0.652043,0.363617,0.365642,0.640688,0.086547,0.453560,0.277725,0.035088,0.078947,0.715836,0.528214,0.721513,-0.002025,0.005677,0.187128,-0.191178,0.093564,-0.095589
-23.200000,-43.600000,227,1.820000,0.374600,6.880000,0.388800,0.659498,0.448000,0.603524,0.570341,0.728944,227,2.450000,0.642629,0.388833,0.374559,0.697843,0.079824,0.488469,0.260649,0.070485,0.096916,0.728944,0.540390,0.746881,0.014274,0.017937,0.209374,-0.180825,0.104687,-0.090413
-23.200000,-43.400000,218,1.850000,0.378600,6.610000,0.401800,0.627240,0.472000,0.615272,0.571504,0.730946,218,2.510000,0.636372,0.401843,0.378620,0.728148,0.075538,0.506914,0.250325,0.105505,0.110092,0.730946,0.544535,0.755519,0.023224,0.024573,0.221234,-0.174786,0.110617,-0.087393
-23.200000,-43.200000,213,1.860000,0.374300,6.460000,0.408800,0.609319,0.480000,0.602643,0.563987,0.718009,213,2.560000,0.630647,0.408752,0.374345,0.746341,0.071162,0.510218,0.238471,0.126761,0.145540,0.718009,0.544891,0.756261,0.034407,0.038252,0.236123,-0.167309,0.118062,-0.083655
-23.200000,-43.000000,203,1.860000,0.371300,6.150000,0.413300,0.573477,0.480000,0.593833,0.549103,0.692390,203,2.590000,0.627055,0.413303,0.371308,0.758819,0.067788,0.516010,0.226606,0.162562,0.162562,0.692390,0.535357,0.736396,0.041995,0.044006,0.242809,-0.158819,0.121405,-0.079409
-23.200000,-42.800000,190,1.810000,0.365700,5.760000,0.420100,0.526882,0.440000,0.577386,0.514756,0.633271,190,2.630000,0.629442,0.420096,0.365695,0.774629,0.065563,0.523413,0.207976,0.178947,0.157895,0.633271,0.510094,0.683757,0.054401,0.050487,0.251216,-0.142413,0.125608,-0.071206
-23.200000,-42.600000,179,1.790000,0.354800,5.420000,0.424500,0.487455,0.424000,0.545374,0.485610,0.583104,179,2.670000,0.635759,0.424521,0.354843,0.783474,0.065569,0.516390,0.193296,0.178771,0.150838,0.583104,0.493965,0.650151,0.069678,0.067047,0.267083,-0.127727,0.133542,-0.063863
-23.200000,-42.400000,166,1.800000,0.355300,5.030000,0.430900,0.440860,0.432000,0.546843,0.473234,0.561803,166,2.700000,0.642750,0.430948,0.355303,0.794232,0.067664,0.521572,0.189034,0.204819,0.156627,0.561803,0.484507,0.630446,0.075645,0.068642,0.272660,-0.121370,0.136330,-0.060685
-23.200000,-42.200000,160,1.790000,0.353500,4.850000,0.437600,0.419355,0.424000,0.541557,0.461637,0.541842,160,2.748000,0.646988,0.437634,0.353508,0.805723,0.069545,0.516903,0.190113,0.206250,0.168750,0.541842,0.478218,0.617340,0.084126,0.075498,0.288821,-0.120568,0.144410,-0.060284
-23.200000,-42.000000,158,1.750000,0.348300,4.790000,0.438000,0.412186,0.392000,0.526285,0.443490,0.510607,158,2.770000,0.649516,0.437970,0.348292,0.803890,0.072049,0.497906,0.198679,0.196203,0.164557,0.510607,0.465339,0.590507,0.089678,0.079900,0.305984,-0.126629,0.152992,-0.063315
-23.200000,-41.800000,154,1.730000,0.347700,4.670000,0.443100,0.397849,0.376000,0.524523,0.432791,0.492191,154,2.810000,0.652422,0.443093,0.347723,0.811593,0.074593,0.489162,0.206285,0.194805,0.155844,0.492191,0.457944,0.575097,0.095370,0.082906,0.322432,-0.131691,0.161216,-0.065846
-23.000000,-44.400000,269,1.720000,0.246300,8.150000,0.065900,0.810036,0.368000,0.226725,0.468254,0.553230,269,0.770000,0.727657,0.065910,0.246346,0.005202,0.126618,0.159551,0.333141,0.000000,0.018587,0.553230,0.392679,0.439112,-0.180436,-0.114119,-0.154349,-0.206523,-0.077174,-0.103262
-23.000000,-44.000000,244,1.610000,0.270000,7.390000,0.092400,0.720430,0.280000,0.296329,0.432253,0.491265,244,1.010000,0.764942,0.092388,0.270019,0.041164,0.143612,0.196993,0.343046,0.000000,0.024590,0.491265,0.347516,0.345011,-0.177631,-0.146254,-0.155829,-0.199434,-0.077914,-0.099717
-23.000000,-43.400000,245,1.810000,0.340900,7.430000,0.244000,0.724014,0.440000,0.504552,0.556189,0.704586,245,1.790000,0.652742,0.244014,0.340941,0.395574,0.092453,0.370678,0.311203,0.000000,0.040816,0.704586,0.482441,0.626139,-0.096927,-0.078446,0.024896,-0.218750,0.012448,-0.109375
-23.000000,-43.200000,236,1.850000,0.359500,7.150000,0.280600,0.691756,0.472000,0.559178,0.574311,0.735779,236,1.930000,0.652792,0.280606,0.359475,0.469268,0.091944,0.410487,0.308462,0.004237,0.059322,0.735779,0.501757,0.666386,-0.078869,-0.069392,0.058781,-0.216519,0.029390,-0.108259
-23.000000,-43.000000,229,1.860000,0.374700,6.940000,0.337000,0.666667,0.480000,0.603818,0.583495,0.751585,229,2.190000,0.644126,0.337024,0.374713,0.587200,0.086848,0.450809,0.298617,0.030568,0.078603,0.751585,0.525975,0.716847,-0.037689,-0.034738,0.136391,-0.211770,0.068196,-0.105885
-23.000000,-42.800000,230,1.850000,0.378400,6.970000,0.366500,0.670251,0.472000,0.614684,0.585645,0.755286,230,2.340000,0.636837,0.366486,0.378374,0.651218,0.081754,0.470620,0.286128,0.060870,0.100000,0.755286,0.540125,0.746329,-0.011888,-0.008957,0.180598,-0.204375,0.090299,-0.102187
-23.000000,-42.600000,227,1.890000,0.376000,6.880000,0.382300,0.659498,0.504000,0.607636,0.590378,0.763433,227,2.420000,0.635861,0.382340,0.375953,0.686499,0.078181,0.484484,0.267422,0.061674,0.105727,0.763433,0.555613,0.778601,0.006386,0.015168,0.202014,-0.189242,0.101007,-0.094621
-23.000000,-42.400000,218,1.910000,0.379700,6.610000,0.395700,0.627240,0.520000,0.618502,0.588581,0.760339,218,2.480000,0.636321,0.395680,0.379655,0.713899,0.077461,0.497234,0.262076,0.100917,0.133028,0.760339,0.557267,0.782047,0.016025,0.021708,0.216665,-0.184615,0.108333,-0.092307
-23.000000,-42.200000,217,1.880000,0.374100,6.580000,0.401800,0.623656,0.496000,0.602056,0.573904,0.735077,217,2.520000,0.641539,0.401794,0.374072,0.725325,0.078262,0.493664,0.254481,0.119816,0.138249,0.735077,0.551314,0.769644,0.027721,0.034566,0.231662,-0.176219,0.115831,-0.088109
-23.000000,-42.000000,201,1.850000,0.362100,6.090000,0.407800,0.566308,0.472000,0.566814,0.535041,0.668185,201,2.570000,0.655936,0.407768,0.362123,0.732546,0.082991,0.476514,0.247731,0.099502,0.109453,0.668185,0.527366,0.719746,0.045646,0.051561,0.256032,-0.164740,0.128016,-0.082370
-23.000000,-41.800000,183,1.730000,0.346000,5.550000,0.418200,0.501792,0.376000,0.519530,0.465774,0.548962,183,2.650000,0.671792,0.418207,0.345994,0.749475,0.086940,0.457932,0.234057,0.120219,0.098361,0.548962,0.479396,0.619795,0.072213,0.070833,0.291543,-0.147118,0.145772,-0.073559
-23.000000,-41.600000,172,1.730000,0.343300,5.210000,0.431600,0.462366,0.376000,0.511601,0.449989,0.521792,172,2.730000,0.678031,0.431633,0.343282,0.774555,0.088712,0.456994,0.229569,0.139535,0.093023,0.521792,0.473373,0.607245,0.088352,0.085453,0.317561,-0.140858,0.158781,-0.070429
-22.800000,-41.800000,163,1.650000,0.268500,4.940000,0.271200,0.430108,0.312000,0.291924,0.344677,0.340528,163,2.040000,0.701856,0.271188,0.268465,0.438751,0.103625,0.277066,0.259864,0.000000,0.012270,0.340528,0.356214,0.363134,0.002723,0.022606,0.161685,-0.156239,0.080843,-0.078120
-22.800000,-41.600000,174,1.740000,0.326200,5.270000,0.387000,0.469534,0.384000,0.461380,0.438305,0.501682,174,2.500000,0.702598,0.386975,0.326218,0.672330,0.101620,0.405257,0.247180,0.040230,0.057471,0.501682,0.454749,0.568442,0.060756,0.066760,0.267073,-0.145560,0.133536,-0.072780
-22.600000,-41.800000,125,1.580000,0.259300,3.790000,0.225700,0.293907,0.256000,0.264905,0.271604,0.214753,125,1.810000,0.728387,0.225686,0.259330,0.332659,0.118713,0.233529,0.285131,0.000000,0.016000,0.214753,0.268020,0.179375,-0.033644,-0.035379,0.099130,-0.166418,0.049565,-0.083209
-22.600000,-41.600000,170,1.780000,0.326200,5.150000,0.352500,0.455197,0.416000,0.461380,0.444192,0.511816,170,2.310000,0.724559,0.352484,0.326243,0.589507,0.115462,0.377076,0.275409,0.011765,0.047059,0.511816,0.442349,0.542605,0.026242,0.030789,0.212430,-0.159947,0.106215,-0.079974
-22.600000,-41.400000,177,1.760000,0.341800,5.360000,0.391700,0.480287,0.400000,0.507195,0.462494,0.543317,177,2.480000,0.719217,0.391671,0.341827,0.671675,0.111666,0.417581,0.266073,0.039548,0.079096,0.543317,0.466157,0.592210,0.049844,0.048894,0.254094,-0.154406,0.127047,-0.077203
-22.400000,-41.600000,167,1.810000,0.296100,5.060000,0.238800,0.444444,0.440000,0.372981,0.419142,0.468698,167,1.780000,0.742675,0.238819,0.296096,0.350508,0.127129,0.291564,0.300629,0.000000,0.023952,0.468698,0.386496,0.426230,-0.057278,-0.042468,0.058944,-0.173499,0.029472,-0.086750
-22.400000,-41.400000,175,1.830000,0.328700,5.300000,0.332400,0.473118,0.456000,0.468722,0.465947,0.549260,175,2.190000,0.738982,0.332371,0.328722,0.541036,0.123706,0.368151,0.289294,0.005714,0.051429,0.549260,0.450992,0.560613,0.003649,0.011353,0.172885,-0.165587,0.086442,-0.082794
-22.400000,-41.200000,175,1.820000,0.343500,5.300000,0.381600,0.473118,0.448000,0.512188,0.477769,0.569608,175,2.420000,0.732175,0.381607,0.343472,0.643768,0.119446,0.405840,0.281103,0.028571,0.051429,0.569608,0.474431,0.609451,0.038135,0.039843,0.237927,-0.161657,0.118964,-0.080828
-22.400000,-41.000000,159,1.790000,0.334800,4.820000,0.405600,0.415771,0.424000,0.486637,0.442136,0.508276,159,2.550000,0.733415,0.405569,0.334803,0.696155,0.114983,0.418193,0.251414,0.037736,0.050314,0.508276,0.460021,0.579426,0.070766,0.071150,0.277962,-0.136431,0.138981,-0.068215
-22.400000,-40.800000,134,1.740000,0.329700,4.060000,0.426300,0.326165,0.384000,0.471659,0.393941,0.425323,134,2.660000,0.737362,0.426350,0.329678,0.740555,0.112144,0.432287,0.227069,0.089552,0.082090,0.425323,0.427837,0.512368,0.096672,0.087046,0.308268,-0.114925,0.154134,-0.057463
-22.200000,-41.400000,179,1.810000,0.278000,5.420000,0.148000,0.487455,0.440000,0.319824,0.415760,0.462877,179,1.350000,0.754109,0.147990,0.278046,0.158676,0.137303,0.223135,0.332956,0.000000,0.022346,0.462877,0.352673,0.355756,-0.130056,-0.107121,-0.064459,-0.195653,-0.032230,-0.097827
-22.200000,-41.200000,177,1.850000,0.334000,5.360000,0.322300,0.480287,0.472000,0.484288,0.478858,0.571483,177,2.130000,0.751531,0.322301,0.334030,0.511724,0.132878,0.354686,0.313374,0.000000,0.039548,0.571483,0.453375,0.565578,-0.011729,-0.005905,0.157038,-0.180496,0.078519,-0.090248
-22.200000,-41.000000,174,1.770000,0.325900,5.270000,0.368600,0.469534,0.408000,0.460499,0.446011,0.514946,174,2.380000,0.749524,0.368563,0.325931,0.610332,0.126793,0.368577,0.283285,0.011494,0.034483,0.514946,0.452987,0.564770,0.042632,0.049823,0.241755,-0.156492,0.120878,-0.078246
-22.200000,-40.800000,159,1.670000,0.316800,4.820000,0.398800,0.415771,0.328000,0.433774,0.392515,0.422867,159,2.540000,0.751300,0.398830,0.316783,0.676273,0.121387,0.386006,0.247560,0.031447,0.037736,0.422867,0.424448,0.505305,0.082047,0.082438,0.290267,-0.126173,0.145134,-0.063087
-22.200000,-40.600000,139,1.710000,0.327300,4.210000,0.420500,0.344086,0.360000,0.464611,0.389566,0.417791,139,2.620000,0.748300,0.420533,0.327273,0.724458,0.116608,0.426523,0.228022,0.064748,0.057554,0.417791,0.422727,0.501720,0.093260,0.083929,0.297934,-0.111414,0.148967,-0.055707
-22.000000,-40.800000,163,1.630000,0.297900,4.940000,0.341600,0.430108,0.296000,0.378267,0.368125,0.380887,163,2.270000,0.786972,0.341607,0.297904,0.541787,0.141427,0.315364,0.280443,0.000000,0.018405,0.380887,0.388219,0.429819,0.043704,0.048932,0.226423,-0.139016,0.113211,-0.069508
-22.000000,-40.600000,151,1.700000,0.310000,4.580000,0.387600,0.387097,0.352000,0.413803,0.384300,0.408728,151,2.480000,0.773610,0.387602,0.310019,0.643112,0.132092,0.362826,0.257212,0.019868,0.033113,0.408728,0.416936,0.489655,0.077583,0.080927,0.280286,-0.125121,0.140143,-0.062560
-21.800000,-40.800000,137,1.530000,0.254600,4.150000,0.266100,0.336918,0.216000,0.251101,0.268006,0.208561,137,1.928000,0.828630,0.266067,0.254596,0.373306,0.158828,0.225215,0.283977,0.007299,0.021898,0.208561,0.290435,0.226078,0.011471,0.017516,0.148091,-0.125149,0.074045,-0.062574
-21.800000,-40.600000,135,1.650000,0.293800,4.090000,0.348900,0.329749,0.312000,0.366226,0.335992,0.325579,135,2.280000,0.812891,0.348880,0.293769,0.547985,0.149775,0.318627,0.268911,0.007407,0.029630,0.325579,0.363956,0.379265,0.055111,0.053686,0.229358,-0.119136,0.114679,-0.059568
-21.600000,-40.800000,110,1.500000,0.250300,3.330000,0.247200,0.240143,0.192000,0.238473,0.223539,0.132023,110,1.810000,0.854361,0.247170,0.250345,0.323743,0.170598,0.208890,0.291799,0.009091,0.027273,0.132023,0.240158,0.121320,-0.003174,-0.010703,0.114853,-0.121201,0.057426,-0.060600
-21.600000,-40.600000,116,1.630000,0.277300,3.520000,0.323100,0.261649,0.296000,0.317768,0.291806,0.249525,116,2.160000,0.838866,0.323131,0.277290,0.484843,0.161419,0.279095,0.275486,0.008621,0.017241,0.249525,0.322269,0.292407,0.045841,0.042882,0.205748,-0.114067,0.102874,-0.057033
-21.400000,-40.800000,104,1.520000,0.242700,3.150000,0.228500,0.218638,0.208000,0.216153,0.214264,0.116058,104,1.730000,0.864315,0.228485,0.242750,0.281805,0.175164,0.189621,0.295878,0.000000,0.009615,0.116058,0.228415,0.096853,-0.014265,-0.019206,0.092184,-0.120714,0.046092,-0.060357
-21.400000,-40.600000,113,1.620000,0.263300,3.420000,0.290400,0.250896,0.288000,0.276652,0.271849,0.215176,113,2.020000,0.846902,0.290388,0.263317,0.415248,0.165529,0.245510,0.281123,0.000000,0.000000,0.215176,0.298657,0.243210,0.027072,0.028034,0.169738,-0.115595,0.084869,-0.057797
-21.200000,-40.800000,100,1.540000,0.263700,3.030000,0.220400,0.204301,0.224000,0.277827,0.235376,0.152397,100,1.658000,0.867981,0.220400,0.263722,0.258205,0.182596,0.196368,0.331076,0.000000,0.010000,0.152397,0.224683,0.089076,-0.043321,-0.063321,0.061837,-0.148480,0.030919,-0.074240
-21.200000,-40.600000,116,1.570000,0.255500,3.520000,0.259000,0.261649,0.248000,0.253744,0.254464,0.185253,116,1.860000,0.852214,0.258963,0.255478,0.351143,0.166784,0.234660,0.276296,0.000000,0.008621,0.185253,0.272246,0.188179,0.003485,0.002926,0.116483,-0.109512,0.058241,-0.054756
-21.200000,-40.400000,100,1.710000,0.258600,3.030000,0.312500,0.204301,0.360000,0.262849,0.275717,0.221832,100,2.130000,0.839679,0.312482,0.258569,0.467766,0.157199,0.268897,0.248241,0.000000,0.010000,0.221832,0.318840,0.285263,0.053913,0.063430,0.198869,-0.091043,0.099434,-0.045521
-21.000000,-40.800000,112,1.630000,0.267500,3.390000,0.186000,0.247312,0.296000,0.288987,0.277433,0.224786,112,1.470000,0.868770,0.186049,0.267488,0.187042,0.185056,0.191111,0.343866,0.000000,0.026786,0.224786,0.244805,0.131004,-0.081439,-0.093782,-0.004069,-0.158810,-0.002034,-0.079405
-21.000000,-40.600000,121,1.600000,0.248500,3.670000,0.224000,0.279570,0.272000,0.233186,0.261585,0.197510,121,1.680000,0.859358,0.224014,0.248539,0.278176,0.169853,0.220892,0.276187,0.000000,0.033058,0.197510,0.267688,0.178683,-0.024525,-0.018826,0.057284,-0.106334,0.028642,-0.053167
-21.000000,-40.400000,110,1.690000,0.263900,3.330000,0.296100,0.240143,0.344000,0.278414,0.287519,0.242147,110,2.020000,0.846774,0.296120,0.263860,0.432268,0.159971,0.279011,0.248710,0.000000,0.009091,0.242147,0.316779,0.280967,0.032259,0.038820,0.153257,-0.088738,0.076629,-0.044369
-21.000000,-40.200000,86,1.700000,0.276000,2.610000,0.357000,0.154122,0.352000,0.313950,0.273357,0.217771,86,2.290000,0.852334,0.356970,0.275955,0.554775,0.159165,0.322931,0.228979,0.000000,0.046512,0.217771,0.323036,0.294005,0.081014,0.076233,0.231844,-0.069815,0.115922,-0.034907
-21.000000,-29.400000,55,1.560000,0.257500,1.670000,0.459500,0.043011,0.240000,0.259618,0.180876,0.058592,55,2.930000,0.797408,0.459503,0.257493,0.792541,0.126466,0.349064,0.165921,0.090909,0.036364,0.058592,0.303032,0.252324,0.202011,0.193733,0.443477,-0.039455,0.221738,-0.019728
