grid_lat,grid_lon,compound_count_total,mean_integrated_severity,compound_count_annual_mean,mean_overlap_duration,mean_full_criterion_duration,mean_compound_intensity_norm,thr_hs_abs,thr_zos_abs,mhws_m,Hazard_Frequency,Hazard_Severity,Hazard_Index_raw,Hazard_Index
-24.2,-46.2,266,0.5329,8.06,1.83,1.69,0.3283,2.27,0.261151,0.557299,0.7671641791044777,0.44910112359550564,0.6081326513499916,0.6553991430515457
-24.2,-46.0,255,0.55,7.73,1.88,1.73,0.3359,2.37,0.246321,0.539977,0.7343283582089553,0.46831460674157305,0.6013214824752642,0.6479302671987348
-24.2,-45.8,258,0.5676,7.82,1.93,1.76,0.342,2.48,0.232944,0.522583,0.7432835820895523,0.48808988764044936,0.6156867348650008,0.663682671619559
-24.2,-45.6,247,0.5601,7.49,1.96,1.76,0.3366,2.52,0.221916,0.503647,0.7104477611940299,0.4796629213483146,0.5950553412711722,0.6410590485297633
-24.2,-45.4,239,0.5498,7.24,1.98,1.74,0.3341,2.61,0.211505,0.485104,0.6865671641791045,0.46808988764044934,0.5773285259097769,0.6216204784935361
-24.2,-45.2,214,0.5402,6.49,2.01,1.72,0.3319,2.67,0.201581,0.468448,0.6119402985074627,0.45730337078651684,0.5346218346469898,0.5747899005130657
-24.2,-45.0,188,0.5311,5.7,2.11,1.76,0.3208,2.718,0.19306,0.454478,0.5343283582089552,0.44707865168539324,0.4907035049471742,0.5266306846392909
-24.0,-46.4,297,0.5414,9.0,1.82,1.69,0.327,1.83,0.295822,0.580194,0.8597014925373134,0.45865168539325835,0.6591765889652859,0.711372036999577
-24.0,-46.2,287,0.5248,8.7,1.81,1.7,0.3185,1.92,0.28569,0.564418,0.8298507462686567,0.44,0.6349253731343284,0.6847790507364976
-24.0,-46.0,280,0.5569,8.49,1.84,1.73,0.3342,2.22,0.270699,0.552709,0.808955223880597,0.47606741573033695,0.642511319805467,0.6930975192629508
-24.0,-45.8,280,0.5673,8.49,1.85,1.74,0.3383,2.23,0.258003,0.537109,0.808955223880597,0.487752808988764,0.6483540164346805,0.6995044042737085
-24.0,-45.6,274,0.5616,8.3,1.88,1.76,0.3355,2.29,0.245552,0.518053,0.7910447761194029,0.4813483146067415,0.6361965453630722,0.686172971183729
-24.0,-45.4,261,0.5936,7.91,1.95,1.82,0.3478,2.43,0.239448,0.495248,0.7522388059701492,0.5173033707865168,0.6347710883783331,0.6846098677798415
-24.0,-45.2,248,0.5746,7.52,1.96,1.8,0.337,2.53,0.226985,0.476081,0.7134328358208956,0.49595505617977526,0.6046939460003354,0.6516283859578146
-24.0,-45.0,222,0.5316,6.73,1.99,1.76,0.3188,2.61,0.208136,0.467215,0.6358208955223881,0.44764044943820214,0.541730672480295,0.5825851891355117
-24.0,-44.8,199,0.5215,6.03,2.07,1.74,0.3191,2.68,0.195671,0.457572,0.5671641791044776,0.43629213483146057,0.501728156967969,0.5387199102594751
-23.8,-45.8,313,0.5897,9.49,1.91,1.79,0.338,1.89,0.279764,0.54715,0.9074626865671642,0.5129213483146067,0.7101920174408854,0.7673136688795307
-23.8,-45.6,323,0.58,9.79,1.95,1.8,0.329,1.698,0.275761,0.53249,0.9373134328358209,0.5020224719101123,0.7196679523729665,0.7777046286250207
-23.8,-45.4,302,0.4936,9.15,1.94,1.81,0.2851,1.3,0.262622,0.519371,0.8746268656716418,0.404943820224719,0.6397853429481803,0.6901083138711633
-23.8,-45.2,234,0.4058,7.09,1.76,1.65,0.2544,1.65,0.24495,0.485425,0.6716417910447762,0.30629213483146056,0.48896696293811837,0.5247264569043197
-23.8,-45.0,223,0.5286,6.76,1.97,1.82,0.3147,2.4,0.227094,0.478968,0.6388059701492538,0.44426966292134823,0.541537816535301,0.5823737104396918
-23.8,-44.8,223,0.5268,6.76,1.99,1.77,0.3176,2.54,0.211581,0.471579,0.6388059701492538,0.44224719101123594,0.5405265805802448,0.5812648264955221
-23.8,-44.6,211,0.5324,6.39,2.09,1.77,0.3193,2.63,0.200707,0.46441,0.6029850746268657,0.44853932584269657,0.5257622002347812,0.5650747531216095
-23.6,-45.2,185,0.3023,5.61,1.45,1.38,0.2292,1.39,0.256151,0.496777,0.5253731343283582,0.18999999999999997,0.35768656716417907,0.38076923076923075
-23.6,-45.0,218,0.4427,6.61,1.83,1.72,0.2731,1.97,0.238276,0.489285,0.6238805970149254,0.347752808988764,0.48581670300184465,0.5212719983817282
-23.6,-44.8,232,0.5311,7.03,1.98,1.84,0.3107,2.32,0.227238,0.483995,0.6656716417910448,0.44707865168539324,0.556375146738219,0.5986437779289799
-23.6,-44.6,233,0.5419,7.06,2.02,1.8,0.3205,2.48,0.217073,0.479068,0.6686567164179105,0.4592134831460674,0.563935099781989,0.606933742805127
-23.6,-44.4,222,0.5565,6.73,2.09,1.8,0.3261,2.58,0.206476,0.474267,0.6358208955223881,0.4756179775280898,0.5557194365252389,0.5979247503631916
-23.6,-44.2,211,0.5589,6.39,2.13,1.8,0.3296,2.64,0.198908,0.469264,0.6029850746268657,0.47831460674157295,0.5406498406842193,0.5813999889663288
-23.6,-44.0,203,0.56,6.15,2.15,1.8,0.3297,2.68,0.193658,0.463588,0.5791044776119403,0.4795505617977528,0.5293275197048466,0.5689843505765093
-23.4,-44.4,248,0.5506,7.52,2.01,1.8,0.3199,2.4,0.223759,0.489926,0.7134328358208956,0.4689887640449438,0.5912107999329197,0.6368432667022196
-23.4,-44.2,237,0.5802,7.18,2.11,1.85,0.3323,2.49,0.21393,0.483881,0.6805970149253732,0.5022471910112359,0.5914221029683046,0.6370749737950312
-23.4,-44.0,221,0.6036,6.7,2.18,1.87,0.3412,2.548,0.205939,0.476982,0.6328358208955224,0.5285393258426966,0.5806875733691095,0.6253038856911675
-23.4,-43.8,218,0.5966,6.61,2.19,1.86,0.3433,2.59,0.19983,0.468939,0.6238805970149254,0.5206741573033707,0.5722773771591481,0.6160815756082311
-23.4,-43.6,211,0.5865,6.39,2.23,1.87,0.3417,2.63,0.194967,0.462076,0.6029850746268657,0.5093258426966292,0.5561554586617474,0.5984028761102631
-23.4,-43.4,205,0.5745,6.21,2.21,1.82,0.3382,2.668,0.191715,0.457397,0.5850746268656717,0.49584269662921343,0.5404586617474425,0.5811903492156898
-23.4,-43.2,193,0.5876,5.85,2.21,1.84,0.3425,2.7,0.189242,0.454234,0.5492537313432836,0.510561797752809,0.5299077645480463,0.5696206256091506
-23.4,-43.0,176,0.5748,5.33,2.2,1.82,0.3376,2.73,0.1914,0.452049,0.49850746268656715,0.4961797752808988,0.49734361898373297,0.5339119880836353
-23.4,-42.8,158,0.5449,4.79,2.21,1.77,0.3346,2.76,0.197937,0.450378,0.44477611940298506,0.4625842696629214,0.4536801945329532,0.4860322918773792
-23.4,-42.6,140,0.5568,4.24,2.29,1.81,0.3395,2.79,0.205333,0.449289,0.39104477611940297,0.4759550561797752,0.43349991614958905,0.4639033450412843
-23.4,-42.2,124,0.5638,3.76,2.18,1.84,0.3282,2.84,0.20612,0.452048,0.34328358208955223,0.483820224719101,0.4135519034043266,0.4420290921127641
-23.4,-42.0,133,0.5479,4.03,2.17,1.8,0.3266,2.87,0.201215,0.456463,0.3701492537313433,0.4659550561797753,0.41805215495555925,0.4469639015060961
-23.2,-44.4,256,0.5323,7.76,2.03,1.86,0.296,1.88,0.238935,0.512626,0.7373134328358208,0.4484269662921348,0.5928701995639778,0.6386629029588627
-23.2,-44.2,258,0.6008,7.82,2.14,1.95,0.3253,2.08,0.232202,0.490792,0.7432835820895523,0.5253932584269663,0.6343384202582593,0.6841354199231321
-23.2,-44.0,250,0.5617,7.58,2.06,1.87,0.3138,2.13,0.225776,0.490087,0.7194029850746269,0.4814606741573033,0.6004318296159651,0.6469547067801908
-23.2,-43.8,241,0.5944,7.3,2.08,1.89,0.332,2.34,0.21996,0.477846,0.6925373134328359,0.5182022471910113,0.6053697803119236,0.6523694808657754
-23.2,-43.6,237,0.6148,7.18,2.13,1.9,0.345,2.45,0.213783,0.470074,0.6805970149253732,0.541123595505618,0.6108603052154955,0.6583901873885138
-23.2,-43.4,219,0.6545,6.64,2.23,1.97,0.3609,2.51,0.206644,0.465678,0.6268656716417911,0.5857303370786516,0.6062980043602213,0.6533873370234833
-23.2,-43.2,216,0.65,6.55,2.22,1.94,0.3607,2.56,0.200856,0.462916,0.6179104477611941,0.5806741573033708,0.5992923025322825,0.6457051435296715
-23.2,-43.0,210,0.6465,6.36,2.23,1.91,0.3645,2.59,0.196588,0.460574,0.6,0.5767415730337078,0.5883707865168539,0.6337290130381213
-23.2,-42.8,198,0.6228,6.0,2.18,1.88,0.358,2.63,0.195469,0.45922,0.564179104477612,0.5501123595505618,0.5571457320140869,0.5994887732396698
-23.2,-42.6,194,0.5978,5.88,2.16,1.86,0.3466,2.67,0.198072,0.458588,0.5522388059701493,0.5220224719101123,0.5371306389401308,0.5775409625039077
-23.2,-42.4,183,0.5921,5.55,2.14,1.83,0.346,2.7,0.200248,0.459627,0.5194029850746269,0.5156179775280898,0.5175104813013583,0.5560262233582817
-23.2,-42.2,178,0.5845,5.39,2.13,1.81,0.3392,2.748,0.200646,0.4631,0.5044776119402985,0.5070786516853932,0.5057781318128458,0.5431609628716968
-23.2,-42.0,183,0.5663,5.55,2.07,1.75,0.3342,2.77,0.198236,0.469734,0.5194029850746269,0.48662921348314603,0.5030160992788865,0.5401322201585171
-23.2,-41.8,177,0.5436,5.36,2.0,1.71,0.3278,2.81,0.194796,0.477401,0.5014925373134328,0.4611235955056179,0.48130806640952534,0.516327994262491
-23.0,-44.4,283,0.3636,8.58,1.89,1.77,0.2093,0.77,0.248897,0.534082,0.817910447761194,0.25887640449438193,0.538393426127788,0.5789256882252339
-23.0,-44.0,252,0.3914,7.64,1.83,1.68,0.239,1.01,0.248421,0.557472,0.7253731343283583,0.29011235955056175,0.50774274693946,0.5453152871512901
-23.0,-43.4,262,0.555,7.94,2.08,1.91,0.3036,1.79,0.233271,0.467955,0.755223880597015,0.47393258426966295,0.614578232433339,0.6624671288548889
-23.0,-43.2,251,0.5897,7.61,2.1,1.93,0.3206,1.93,0.228156,0.469624,0.7223880597014926,0.5129213483146067,0.6176547040080496,0.6658406737895143
-23.0,-43.0,245,0.6213,7.43,2.12,1.92,0.3387,2.19,0.223334,0.46555,0.7044776119402985,0.5484269662921347,0.6264522891162165,0.6754877802092718
-23.0,-42.8,242,0.6296,7.33,2.1,1.89,0.3476,2.34,0.216791,0.462843,0.6955223880597015,0.557752808988764,0.6266375985242327,0.6756909836517773
-23.0,-42.6,244,0.6228,7.39,2.12,1.89,0.345,2.42,0.211555,0.462791,0.7014925373134329,0.5501123595505618,0.6258024484319973,0.6747751889516174
-23.0,-42.4,234,0.6458,7.09,2.17,1.93,0.3534,2.48,0.210004,0.464063,0.6716417910447762,0.5759550561797753,0.6237984236122758,0.6725776494602697
-23.0,-42.2,231,0.6355,7.0,2.11,1.88,0.3517,2.52,0.20899,0.468064,0.6626865671641791,0.56438202247191,0.6135342948180446,0.6613223854796888
-23.0,-42.0,213,0.595,6.46,2.05,1.82,0.3364,2.57,0.20661,0.481843,0.608955223880597,0.5188764044943819,0.5639158141874894,0.6069125949355448
-23.0,-41.8,201,0.5422,6.09,2.0,1.76,0.3197,2.65,0.205499,0.49653,0.573134328358209,0.4595505617977528,0.5163424450779809,0.5547453980396845
-23.0,-41.6,192,0.5287,5.82,1.94,1.73,0.3192,2.73,0.20152,0.503546,0.5462686567164179,0.44438202247191,0.4953253395941639,0.5316988175582485
-22.8,-41.8,173,0.3647,5.24,1.82,1.59,0.2326,2.04,0.212426,0.524895,0.48955223880597015,0.2601123595505618,0.374832299178266,0.3995706063002262
-22.8,-41.6,187,0.4837,5.67,1.9,1.69,0.2926,2.5,0.207346,0.527439,0.5313432835820896,0.3938202247191011,0.4625817541505953,0.49579341289836154
-22.6,-41.8,136,0.2998,4.12,1.66,1.49,0.2016,1.81,0.214863,0.54993,0.37910447761194027,0.18719101123595502,0.28314774442394763,0.29903271483477073
-22.6,-41.6,184,0.4558,5.58,1.91,1.66,0.2763,2.31,0.211413,0.549095,0.5223880597014925,0.3624719101123595,0.442429984906926,0.4736957281303444
-22.6,-41.4,184,0.513,5.58,1.96,1.72,0.3088,2.48,0.205978,0.547916,0.5223880597014925,0.42674157303370785,0.4745648163676002,0.5089335956895125
-22.4,-41.6,180,0.4151,5.46,1.98,1.75,0.2459,1.78,0.216784,0.564705,0.5104477611940299,0.31674157303370787,0.4135946671138689,0.44207598521488084
-22.4,-41.4,186,0.4747,5.64,2.02,1.75,0.2761,2.19,0.213051,0.564918,0.5283582089552239,0.3837078651685393,0.4560330370618816,0.4886123319663841
-22.4,-41.2,180,0.513,5.46,2.01,1.77,0.3056,2.42,0.207227,0.562775,0.5104477611940299,0.42674157303370785,0.4685946671138689,0.5023869508449954
-22.4,-41.0,164,0.4979,4.97,1.99,1.76,0.297,2.55,0.203314,0.559406,0.4626865671641791,0.4097752808988764,0.43623092403152774,0.46689806726861477
-22.4,-40.8,133,0.4958,4.03,2.08,1.74,0.3076,2.66,0.205397,0.552765,0.3701492537313433,0.4074157303370786,0.38878249203421095,0.414867871788742
-22.2,-41.4,204,0.3684,6.18,1.89,1.7,0.2175,1.35,0.223718,0.576342,0.582089552238806,0.2642696629213483,0.4231796075800771,0.4525864763971386
-22.2,-41.2,192,0.4699,5.82,1.99,1.77,0.2788,2.13,0.219858,0.578723,0.5462686567164179,0.37831460674157297,0.46229163172899546,0.4954752753820409
-22.2,-41.0,177,0.4736,5.36,1.95,1.71,0.292,2.38,0.211982,0.578729,0.5014925373134328,0.38247191011235954,0.4419822237128962,0.47320472976700567
-22.2,-40.8,154,0.4692,4.67,1.96,1.7,0.2877,2.54,0.207457,0.577013,0.43283582089552236,0.37752808988764036,0.40518195539158136,0.43285091671417275
-22.2,-40.6,135,0.483,4.09,2.07,1.76,0.3011,2.62,0.204931,0.570299,0.3761194029850746,0.3930337078651685,0.3845765554251216,0.4102557972746833
-22.0,-40.8,159,0.3757,4.82,1.77,1.58,0.2451,2.27,0.219477,0.617009,0.44776119402985076,0.2724719101123595,0.36011655207110516,0.3834338623365638
-22.0,-40.6,150,0.4198,4.55,1.89,1.66,0.2735,2.48,0.212702,0.600748,0.4208955223880597,0.3220224719101123,0.37145899714908603,0.3958715680685559
-21.8,-40.8,109,0.2986,3.3,1.61,1.51,0.2124,1.928,0.224021,0.663555,0.29850746268656714,0.1858426966292134,0.24217507965789026,0.25410360617149996
-21.8,-40.6,127,0.3665,3.85,1.87,1.68,0.244,2.28,0.219633,0.639461,0.3522388059701492,0.2621348314606741,0.30718681871541165,0.32539307453244815
-21.6,-40.8,80,0.2519,2.42,1.55,1.41,0.1964,1.81,0.226347,0.692761,0.21194029850746268,0.1333707865168539,0.1726555425121583,0.1778710531639052
-21.6,-40.6,105,0.3081,3.18,1.85,1.57,0.2225,2.16,0.221039,0.66473,0.2865671641791045,0.19651685393258422,0.24154200905584436,0.25340940436565584
-21.4,-40.8,73,0.2423,2.21,1.45,1.37,0.1895,1.73,0.228933,0.704077,0.191044776119403,0.1225842696629213,0.15681452289116216,0.16050037698376213
-21.4,-40.6,99,0.28,3.0,1.71,1.47,0.2055,2.02,0.220727,0.676114,0.26865671641791045,0.1649438202247191,0.21680026832131477,0.22627852663712097
-21.2,-40.8,75,0.2572,2.27,1.49,1.35,0.1991,1.658,0.235542,0.707869,0.19701492537313434,0.13932584269662915,0.16817038403488174,0.1729527942772026
-21.2,-40.6,89,0.2749,2.7,1.72,1.47,0.2032,1.86,0.224314,0.680733,0.23880597014925373,0.15921348314606734,0.19900972664766053,0.20677007668401404
-21.2,-40.4,77,0.3083,2.33,1.92,1.55,0.2114,2.13,0.222954,0.63702,0.20298507462686566,0.19674157303370784,0.19986332383028677,0.20770609978116555
-21.0,-40.8,94,0.2708,2.85,1.61,1.45,0.205,1.47,0.243586,0.69954,0.2537313432835821,0.15460674157303367,0.20416904242830788,0.21242759153349638
-21.0,-40.6,99,0.2719,3.0,1.73,1.51,0.1984,1.68,0.23033,0.680894,0.26865671641791045,0.1558426966292134,0.21224970652356193,0.2212885488883576
-21.0,-40.4,87,0.3055,2.64,1.9,1.56,0.2168,2.02,0.224311,0.646736,0.23283582089552238,0.19359550561797748,0.21321566325674993,0.22234778131263905
-21.0,-40.2,65,0.3561,1.97,2.12,1.6,0.2467,2.29,0.236394,0.620769,0.16716417910447762,0.2504494382022472,0.2088068086533624,0.21751319443167402
-21.0,-29.4,12,0.3525,0.36,5.0,2.08,0.2729,2.93,0.25865,0.533699,0.008955223880597015,0.2464044943820224,0.1276798591313097,0.12855238235348201
-21.0,-29.2,10,0.3518,0.3,5.5,2.1,0.2462,2.93,0.256112,0.52851,0.0029850746268656717,0.24561797752808984,0.12430152607747776,0.12484782728626859
-20.8,-40.4,99,0.2878,3.0,1.85,1.53,0.2076,1.86,0.228063,0.654957,0.26865671641791045,0.17370786516853928,0.22118229079322488,0.23108369039518933
-20.8,-40.2,78,0.3347,2.36,2.03,1.55,0.2385,2.16,0.228763,0.636018,0.20597014925373133,0.22640449438202243,0.21618732181787687,0.22560639217344927
-20.8,-40.0,48,0.4222,1.45,2.48,1.79,0.2753,2.39,0.250423,0.62257,0.11641791044776119,0.3247191011235955,0.22056850578567833,0.23041063645892715
-20.8,-29.6,11,0.3884,0.33,4.82,2.18,0.2371,2.92,0.261644,0.547904,0.005970149253731343,0.2867415730337078,0.14635586114371957,0.14903179536218022
-20.8,-29.4,10,0.4047,0.3,5.4,2.3,0.2455,2.92,0.259664,0.54205,0.0029850746268656717,0.3050561797752808,0.15402062720107323,0.15743669431214252
-20.8,-29.2,9,0.4232,0.27,5.56,2.33,0.2689,2.92,0.255782,0.535257,0.0,0.3258426966292135,0.16292134831460675,0.16719689586053443
-20.8,-29.0,12,0.3458,0.36,4.67,2.0,0.2503,2.92,0.252327,0.531225,0.008955223880597015,0.23887640449438197,0.1239158141874895,0.12442486989462843
-20.8,-28.8,10,0.4465,0.3,5.5,2.2,0.2855,2.92,0.248789,0.528294,0.0029850746268656717,0.3520224719101123,0.17750377326848898,0.1831874436823038
-20.8,-28.6,10,0.4431,0.3,4.7,2.1,0.2879,2.92,0.247071,0.525825,0.0029850746268656717,0.3482022471910111,0.17559366090893838,0.18109288512109448
-20.6,-40.4,109,0.2657,3.3,1.75,1.55,0.1912,1.57,0.237372,0.65423,0.29850746268656714,0.14887640449438197,0.22369193359047457,0.2338356718586219
-20.6,-40.2,93,0.3242,2.82,1.99,1.62,0.2252,1.94,0.228375,0.648198,0.2507462686567164,0.21460674157303364,0.23267650511487503,0.24368782066606592
-20.6,-40.0,65,0.3484,1.97,2.09,1.58,0.2462,2.27,0.241462,0.637037,0.16716417910447762,0.24179775280898871,0.20448096595673315,0.21276963533717058
-20.6,-29.8,9,0.4385,0.27,5.22,2.33,0.3045,2.91,0.260855,0.562409,0.0,0.3430337078651685,0.17151685393258426,0.1766224093859762
-20.6,-29.6,10,0.3897,0.3,5.1,2.1,0.253,2.91,0.260665,0.557873,0.0029850746268656717,0.2882022471910111,0.14559366090893838,0.14819599477739562
-20.6,-29.4,11,0.3506,0.33,4.64,1.91,0.2498,2.91,0.258951,0.55243,0.005970149253731343,0.2442696629213483,0.1251199060875398,0.12574523253461814
-20.6,-29.2,12,0.342,0.36,4.83,1.92,0.2652,2.91,0.254461,0.549504,0.008955223880597015,0.23460674157303368,0.12178098272681535,0.12208389267915924
-20.6,-29.0,12,0.42,0.36,5.0,2.0,0.2816,2.91,0.25074,0.542649,0.008955223880597015,0.32224719101123583,0.16560120744591642,0.1701355302598429
-20.6,-28.8,13,0.449,0.39,4.85,2.08,0.3027,2.91,0.246485,0.536124,0.011940298507462687,0.3548314606741572,0.18338587959080996,0.18963754390481619
-20.6,-28.6,14,0.4316,0.42,5.0,2.07,0.3096,2.92,0.244529,0.534998,0.014925373134328358,0.33528089887640444,0.1751031360053664,0.1805549936556391
-20.4,-40.2,103,0.3093,3.12,1.9,1.61,0.2116,1.65,0.232371,0.654766,0.28059701492537314,0.19786516853932581,0.23923109173234947,0.250875337906177
-20.4,-40.0,79,0.3317,2.39,2.09,1.61,0.2347,2.17,0.235713,0.645867,0.208955223880597,0.2230337078651685,0.21599446587288273,0.22539491347762922
-20.4,-39.8,47,0.3925,1.42,2.3,1.68,0.255,2.4,0.253084,0.635389,0.11343283582089553,0.2913483146067415,0.2023905752138185,0.21047739016899905
-20.4,-29.6,12,0.3634,0.36,4.5,1.92,0.2473,2.9,0.256897,0.568821,0.008955223880597015,0.2586516853932584,0.1338034546369277,0.13526729068206475
-20.4,-29.4,13,0.3801,0.39,4.85,2.08,0.2476,2.9,0.254991,0.567851,0.011940298507462687,0.2774157303370786,0.14467801442227066,0.14719193070854558
-20.4,-29.2,14,0.3563,0.42,5.5,2.0,0.2706,2.9,0.251102,0.56471,0.014925373134328358,0.2506741573033707,0.13279976521884954,0.13416668199120982
-20.4,-29.0,12,0.4709,0.36,6.33,2.33,0.3119,2.9,0.246956,0.562921,0.008955223880597015,0.37943820224719094,0.19419671306389397,0.2014923040144173
-20.4,-28.8,12,0.4858,0.36,6.58,2.5,0.3043,2.91,0.243242,0.554602,0.008955223880597015,0.39617977528089887,0.20256749958074793,0.21067139888559921
-20.4,-28.6,14,0.4833,0.42,5.86,2.29,0.3261,2.91,0.240405,0.546389,0.014925373134328358,0.39337078651685387,0.2041480798255911,0.21240460471873332
-20.2,-40.0,81,0.3877,2.45,2.25,1.78,0.2544,2.08,0.235969,0.653511,0.21492537313432836,0.2859550561797752,0.2504402146570518,0.2631668474962761
-20.2,-39.8,60,0.3845,1.82,2.27,1.72,0.256,2.32,0.24692,0.640954,0.15223880597014924,0.2823595505617977,0.21729917826597345,0.22682561282848154
-20.2,-29.6,13,0.3788,0.39,5.31,2.08,0.2544,2.89,0.251814,0.577799,0.011940298507462687,0.2759550561797753,0.143947677343619,0.14639107008220087
-20.2,-29.4,14,0.3278,0.42,4.79,1.86,0.2731,2.89,0.249102,0.575115,0.014925373134328358,0.21865168539325835,0.11678852926379335,0.11660935287519075
-20.2,-29.2,13,0.3626,0.39,5.31,2.0,0.258,2.89,0.246468,0.571933,0.011940298507462687,0.25775280898876396,0.13484655374811333,0.1364111145846742
-20.2,-29.0,9,0.5965,0.27,7.67,3.0,0.3123,2.89,0.242537,0.56778,0.0,0.520561797752809,0.2602808988764045,0.2739577778186432
-20.2,-28.8,13,0.4837,0.39,6.23,2.54,0.3063,2.89,0.239126,0.562204,0.011940298507462687,0.3938202247191011,0.2028802616132819,0.21101436216186398
-20.2,-28.6,14,0.4754,0.42,6.21,2.43,0.3045,2.89,0.237522,0.555528,0.014925373134328358,0.3844943820224718,0.19970987757840009,0.20753783629709996
-20.0,-40.0,101,0.4045,3.06,2.13,1.82,0.2519,2.01,0.23896,0.660005,0.2746268656716418,0.30483146067415723,0.28972916317289954,0.3062496551977786
-20.0,-39.8,80,0.4013,2.42,2.21,1.75,0.2775,2.24,0.240118,0.648694,0.21194029850746268,0.3012359550561797,0.2565881267818212,0.269908420529984
-20.0,-39.6,49,0.4299,1.49,2.8,1.88,0.2837,2.4,0.249153,0.645659,0.11940298507462686,0.33337078651685387,0.22638688579574037,0.23679085676455985
-19.8,-40.0,130,0.3761,3.94,2.02,1.72,0.2322,1.718,0.246638,0.66568,0.3611940298507463,0.2729213483146067,0.3170576890826765,0.33621710586807413
-19.8,-39.8,102,0.4247,3.09,2.13,1.81,0.2617,2.04,0.240177,0.66284,0.27761194029850744,0.3275280898876404,0.3025700150930739,0.32033045844903363
-19.8,-39.6,75,0.4173,2.27,2.29,1.77,0.293,2.29,0.241149,0.653124,0.19701492537313434,0.3192134831460674,0.25811420425960085,0.27158186064473416
-19.8,-39.4,56,0.4172,1.7,2.61,1.86,0.2855,2.42,0.246956,0.653365,0.14029850746268657,0.31910112359550563,0.2296998155290961,0.2404236929697126
-19.6,-39.6,96,0.4195,2.91,2.16,1.77,0.2624,2.09,0.243374,0.697423,0.25970149253731345,0.32168539325842693,0.2906934428978702,0.30730704867687897
-19.6,-39.4,74,0.4198,2.24,2.3,1.8,0.2938,2.25,0.241924,0.687139,0.19402985074626866,0.3220224719101123,0.25802616132819045,0.27148531602272935
-19.4,-39.6,101,0.354,3.06,2.1,1.7,0.225,1.7,0.248343,0.791934,0.2746268656716418,0.24808988764044937,0.26135837665604555,0.27513930009746407
-19.4,-39.4,81,0.4179,2.45,2.21,1.79,0.2771,2.1,0.243286,0.779243,0.21492537313432836,0.3198876404494381,0.26740650679188327,0.28177145589289987
-19.2,-39.6,87,0.3559,2.64,1.98,1.68,0.2291,1.66,0.251859,0.939666,0.23283582089552238,0.25022471910112354,0.24153026999832294,0.25339653174938853
-19.2,-39.4,82,0.4068,2.49,2.18,1.65,0.2836,2.06,0.244783,0.904732,0.21791044776119403,0.30741573033707853,0.26266308904913627,0.2765699994483164
-19.0,-39.6,77,0.3517,2.33,2.03,1.64,0.2362,1.56,0.252816,1.050886,0.20298507462686566,0.24550561797752807,0.22424534630219686,0.23444252376836647
-19.0,-39.4,81,0.4224,2.45,2.17,1.67,0.2864,2.02,0.245723,1.015036,0.21492537313432836,0.32494382022471907,0.2699345966795237,0.28454366575332385
-18.8,-39.6,81,0.3454,2.45,1.99,1.67,0.2242,1.33,0.25494,1.144851,0.21492537313432836,0.23842696629213478,0.22667616971323157,0.23710807480828996
-18.8,-39.4,82,0.4153,2.49,2.2,1.67,0.2732,1.88,0.247405,1.109063,0.21791044776119403,0.31696629213483146,0.26743836994801273,0.2818063958513397
-18.6,-39.6,87,0.3678,2.64,2.02,1.71,0.2379,1.34,0.258612,1.226963,0.23283582089552238,0.2635955056179775,0.24821566325674993,0.26072748671362106
-18.6,-39.4,89,0.4367,2.7,2.28,1.73,0.2793,1.8,0.249858,1.186398,0.23880597014925373,0.3410112359550561,0.28990860305215493,0.3064464223321503
-18.4,-39.6,97,0.3813,2.94,1.97,1.65,0.2465,1.45,0.263514,1.291322,0.2626865671641791,0.2787640449438201,0.2707253060539996,0.28541072840618614
-18.4,-39.4,96,0.4705,2.91,2.2,1.74,0.3022,1.79,0.254322,1.251736,0.25970149253731345,0.3789887640449437,0.3193451282911286,0.3387254270950183
-18.2,-39.4,107,0.4786,3.24,2.21,1.77,0.288,1.62,0.261256,1.301262,0.29253731343283584,0.38808988764044944,0.3403136005366426,0.3617186781662039
-18.2,-39.2,104,0.5044,3.15,2.3,1.81,0.3024,1.85,0.255313,1.245544,0.2835820895522388,0.41707865168539315,0.350330370618816,0.3727026977325806
-18.2,-39.0,101,0.5032,3.06,2.32,1.79,0.3025,2.0,0.253706,1.186307,0.2746268656716418,0.41573033707865165,0.3451786013751467,0.367053458136413
-18.0,-39.4,125,0.4817,3.79,2.38,1.84,0.2742,1.34,0.270931,1.331671,0.34626865671641793,0.39157303370786517,0.3689208452121415,0.39308832453704556
-18.0,-39.2,122,0.5301,3.7,2.36,1.84,0.3051,1.71,0.263802,1.276478,0.3373134328358209,0.44595505617977527,0.39163424450779805,0.41799499806910756
-18.0,-39.0,117,0.5238,3.55,2.38,1.85,0.3068,1.86,0.260262,1.213096,0.32238805970149254,0.43887640449438203,0.3806322320979373,0.40593059820886745
-18.0,-38.8,106,0.4759,3.21,2.34,1.84,0.2747,1.87,0.255135,1.1517,0.28955223880597014,0.38505617977528084,0.3373042092906255,0.3584186910388201
-17.8,-39.0,117,0.49,3.55,2.36,1.83,0.2824,1.65,0.262264,1.204005,0.32238805970149254,0.40089887640449434,0.3616434680529934,0.3851082219239044
-17.8,-38.8,93,0.4248,2.82,2.31,1.81,0.2547,1.72,0.256267,1.139113,0.2507462686567164,0.32764044943820214,0.28919335904745924,0.3056621122124349
