grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,mhws_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_mhws,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-8.0,-34.8,1.93,0.253608,0.192247,1.03189,363,170,63,32,31,0.94,4.16,9.5,17,1.94,3.5,0.2182,0.424,0.6699,0.326,1.0535,1.3443
-8.0,-34.6,2.17,0.2373,0.180163,1.014998,350,158,54,28,26,0.79,4.35,10.25,16,2.12,4.0,0.2333,0.486,0.5615,0.3264,0.9899,1.3862
-8.0,-34.4,2.35,0.220697,0.165682,1.00435,360,159,51,26,25,0.76,4.44,11.0,12,2.0,4.0,0.2257,0.4274,0.5661,0.293,0.8839,1.3649
-7.8,-34.8,1.75,0.255866,0.19542,1.046247,369,179,71,39,32,0.97,4.44,8.9,20,1.94,4.0,0.2134,0.3744,0.5966,0.2984,0.9323,1.3261
-7.8,-34.6,2.03,0.238882,0.181605,1.028592,366,159,57,32,25,0.76,5.0,10.0,17,2.16,4.0,0.2195,0.3884,0.5009,0.3049,0.9023,1.3655
-7.8,-34.4,2.33,0.222162,0.167217,1.010883,368,152,52,26,26,0.79,4.38,11.5,13,1.92,4.0,0.2361,0.4876,0.5464,0.2873,0.8267,1.4064
-7.6,-34.8,1.4,0.256086,0.197335,0.950788,391,185,73,30,43,1.3,4.05,10.9,19,2.42,4.9,0.2144,0.4332,0.5141,0.3969,0.9403,2.3804
-7.6,-34.6,1.85,0.239966,0.182638,1.038846,368,173,57,34,23,0.7,5.0,11.0,16,2.22,4.9,0.1934,0.3355,0.4434,0.2763,0.5604,1.3826
-7.6,-34.4,2.31,0.222963,0.16802,1.014374,375,157,49,25,24,0.73,4.71,11.85,13,2.0,4.0,0.244,0.4855,0.5202,0.3043,0.7736,1.4634
-7.4,-34.6,1.91,0.23826,0.181755,1.042705,370,176,53,30,23,0.7,4.91,9.8,16,2.3,4.0,0.2151,0.3875,0.4233,0.3012,0.5831,1.467
-7.4,-34.4,2.3,0.220477,0.165867,1.01821,375,157,55,28,27,0.82,4.48,10.7,12,1.96,4.0,0.2351,0.4578,0.4959,0.2855,0.6717,1.4753
-7.2,-34.6,2.01,0.233535,0.178283,1.046917,383,167,52,28,24,0.73,4.88,9.85,14,2.21,4.0,0.2118,0.4021,0.4298,0.2911,0.6037,1.4618
-7.2,-34.4,2.3,0.215155,0.160614,1.022368,375,165,59,35,24,0.73,3.79,9.85,11,1.96,4.0,0.2271,0.4531,0.4812,0.3005,0.76,1.4225
-7.0,-34.8,1.38,0.246393,0.191582,1.024476,434,193,64,32,32,0.97,3.59,8.45,15,1.84,3.9,0.1364,0.3185,0.3623,0.2209,0.6206,1.3942
-7.0,-34.6,2.11,0.230769,0.175794,1.038155,377,167,51,29,22,0.67,4.55,10.85,13,2.18,4.0,0.2055,0.4102,0.453,0.2832,0.6183,1.4306
-7.0,-34.4,2.28,0.218573,0.163519,1.027034,395,155,54,31,23,0.7,4.96,11.9,12,2.17,3.9,0.2178,0.4328,0.4931,0.2948,0.8872,1.3961
-6.8,-34.8,1.43,0.240963,0.185733,1.060279,417,185,55,30,25,0.76,3.88,8.8,14,1.8,3.8,0.1429,0.331,0.3568,0.2351,0.6167,1.2896
-6.8,-34.6,2.19,0.225801,0.171232,1.033618,367,162,51,30,21,0.64,4.57,12.0,20,2.33,5.0,0.2114,0.4458,0.4832,0.3342,0.6371,1.4601
-6.6,-34.8,1.86,0.238273,0.182621,1.048643,392,182,54,28,26,0.79,3.46,7.75,14,1.73,4.0,0.1527,0.3257,0.3746,0.2256,0.5806,1.4757
-6.6,-34.6,2.21,0.22012,0.16577,1.03649,372,172,56,32,24,0.73,4.04,9.0,15,1.92,3.85,0.1938,0.3252,0.4321,0.2957,0.5911,1.5281
-6.4,-34.8,2.038,0.235984,0.180119,1.044211,379,179,60,38,22,0.67,4.55,13.7,21,2.05,4.0,0.1868,0.4218,0.4738,0.2856,0.7292,1.522
-6.4,-34.6,2.27,0.219873,0.164893,1.040203,382,159,52,32,20,0.61,5.15,13.4,21,2.2,5.1,0.2281,0.4493,0.5301,0.3501,0.6608,1.5666
-6.2,-35.0,1.47,0.246394,0.190358,1.061281,430,192,65,40,25,0.76,3.4,8.8,13,1.76,4.0,0.1503,0.3134,0.3767,0.2317,0.5693,1.3387
-6.2,-34.8,2.12,0.229019,0.174104,1.044808,390,177,58,33,25,0.76,4.48,14.6,18,2.04,4.0,0.1764,0.4366,0.4483,0.2856,0.6682,1.5868
-6.2,-34.6,2.3,0.21454,0.160037,1.043922,388,161,53,28,25,0.76,4.64,13.2,23,2.08,4.8,0.2145,0.4692,0.5345,0.3295,0.7236,1.5803
-6.0,-35.0,1.87,0.244453,0.188116,1.059566,432,192,60,34,26,0.79,4.38,11.25,15,1.88,4.0,0.16,0.3443,0.3945,0.2494,0.6479,1.4318
-6.0,-34.8,2.18,0.227485,0.172533,1.049234,393,170,57,31,26,0.79,4.73,14.0,18,2.15,4.75,0.1813,0.4555,0.4687,0.3028,0.8771,1.5911
-5.8,-35.0,1.9,0.240608,0.18435,1.053986,408,196,62,36,26,0.79,4.81,12.25,18,2.12,4.75,0.1776,0.3863,0.4464,0.2931,0.7932,1.4528
-5.8,-34.8,2.24,0.219906,0.165835,1.052561,394,172,56,30,26,0.79,4.92,13.75,22,2.27,6.25,0.1855,0.4665,0.4778,0.32,0.9348,1.5167
-5.6,-35.0,2.03,0.235347,0.179823,1.057718,404,186,63,36,27,0.82,4.7,15.1,21,2.19,6.1,0.1704,0.3963,0.4494,0.3021,0.8526,1.4184
-5.6,-34.8,2.3,0.215567,0.162221,1.056596,395,178,51,27,24,0.73,4.58,10.55,22,2.42,6.55,0.1872,0.4423,0.4696,0.3571,1.3486,1.4984
-5.4,-35.2,2.01,0.240752,0.18726,1.08572,431,180,57,28,29,0.88,4.55,11.8,20,2.14,6.2,0.1648,0.3841,0.3934,0.3052,1.1153,1.581
-5.4,-35.0,2.21,0.227595,0.173118,1.063407,401,173,54,31,23,0.7,5.17,15.7,27,2.52,6.7,0.1782,0.4187,0.4346,0.3499,1.2788,1.4298
-5.4,-34.8,2.34,0.210494,0.157498,1.060547,400,173,55,32,23,0.7,4.65,15.2,20,2.43,6.7,0.1919,0.4455,0.4602,0.3659,1.415,1.5096
-5.2,-35.4,1.87,0.223622,0.173969,1.114995,422,178,48,18,30,0.91,2.83,6.0,18,1.9,5.55,0.1598,0.4318,0.4527,0.311,1.4654,1.609
-5.2,-35.2,2.06,0.221416,0.169999,1.111479,421,172,47,28,19,0.58,4.47,11.8,19,2.42,6.2,0.168,0.3602,0.3655,0.3415,1.1519,1.4156
-5.2,-35.0,2.27,0.218085,0.164647,1.070431,416,173,55,33,22,0.67,5.5,14.9,25,2.5,6.85,0.1944,0.3985,0.4619,0.36,1.2886,1.4921
-5.0,-36.6,1.42,0.234444,0.180246,1.259942,415,214,43,23,20,0.61,4.7,12.2,16,2.15,5.0,0.1615,0.2989,0.3341,0.307,0.9025,1.3261
-5.0,-36.2,1.36,0.221321,0.168888,1.311864,410,218,42,18,24,0.73,5.38,15.55,20,2.29,6.7,0.1709,0.3834,0.3989,0.3651,1.4491,2.1154
-5.0,-35.6,1.72,0.214166,0.164347,1.179192,526,177,42,29,13,0.39,3.54,9.6,15,1.85,4.4,0.1528,0.3213,0.3428,0.2316,0.5499,0.6345
-5.0,-35.4,1.93,0.210272,0.160162,1.148974,493,174,48,35,13,0.39,3.38,8.4,9,2.08,4.0,0.1536,0.3458,0.357,0.2827,0.7359,0.7363
-5.0,-35.2,2.14,0.204157,0.15359,1.107909,443,164,50,32,18,0.55,3.5,9.75,14,2.11,5.15,0.1562,0.3558,0.3646,0.3038,1.037,1.0734
-5.0,-35.0,2.29,0.186163,0.134739,1.080225,420,163,46,25,21,0.64,3.9,11.0,14,2.0,5.0,0.1825,0.3518,0.4341,0.2993,0.6478,1.6841
-4.8,-37.2,1.76,0.263642,0.20818,1.651753,524,226,44,19,25,0.76,2.68,6.8,10,1.44,2.8,0.2344,0.4657,0.5069,0.3031,0.5155,1.2156
-4.8,-37.0,1.79,0.248787,0.193824,1.253946,526,220,36,19,17,0.52,2.29,4.4,6,1.41,2.2,0.1394,0.2624,0.2856,0.1786,0.3587,0.3879
-4.8,-36.8,1.86,0.240327,0.186307,1.204529,523,223,38,22,16,0.48,2.44,5.0,8,1.44,2.25,0.1212,0.2659,0.2859,0.171,0.4935,0.4937
-4.8,-36.6,1.9,0.233027,0.179867,1.16643,491,227,40,24,16,0.48,2.81,7.25,8,1.5,3.25,0.116,0.2529,0.2682,0.1714,0.5178,0.6506
-4.8,-36.4,1.91,0.228019,0.175549,1.129115,485,217,40,21,19,0.58,2.89,8.4,12,1.63,3.1,0.13,0.2733,0.3497,0.1907,0.5218,0.6331
-4.8,-36.2,1.91,0.223337,0.171709,1.121679,499,213,40,22,18,0.55,3.0,7.45,10,1.61,3.15,0.1362,0.2772,0.3419,0.2141,0.5691,0.6106
-4.8,-36.0,1.93,0.219111,0.167736,1.118824,506,198,42,26,16,0.48,3.25,7.5,12,1.62,3.25,0.1565,0.2798,0.3329,0.2444,0.5811,0.6101
-4.8,-35.8,1.98,0.21403,0.163059,1.12113,506,190,44,29,15,0.45,2.93,7.5,11,1.6,3.3,0.1522,0.3173,0.3538,0.2154,0.5561,0.6791
-4.8,-35.6,2.07,0.208027,0.157427,1.126584,474,177,42,28,14,0.42,3.29,6.7,8,1.79,3.35,0.1802,0.3392,0.3697,0.2788,0.6944,0.7058
-4.8,-35.4,2.17,0.203751,0.15305,1.117292,449,169,46,32,14,0.42,3.64,7.7,9,2.07,4.35,0.1695,0.3664,0.3725,0.3112,0.8813,0.8896
-4.6,-37.4,1.52,0.26357,0.208166,1.294184,553,226,43,28,15,0.45,3.67,10.2,20,1.73,3.3,0.1627,0.3157,0.3592,0.2482,0.6125,1.0148
-4.6,-37.2,1.93,0.251917,0.197244,1.237453,529,228,37,21,16,0.48,2.5,6.0,9,1.31,2.0,0.1177,0.2611,0.263,0.144,0.3863,0.4253
-4.6,-37.0,2.06,0.242439,0.188369,1.165034,525,230,38,23,15,0.45,1.93,3.3,4,1.27,2.0,0.1201,0.2381,0.2431,0.1444,0.3481,0.377
-4.6,-36.8,2.09,0.236958,0.183296,1.132432,514,222,34,18,16,0.48,2.31,4.5,6,1.19,2.0,0.108,0.254,0.3127,0.1332,0.3821,0.4881
-4.6,-36.6,2.09,0.231878,0.178935,1.129437,517,220,39,21,18,0.55,2.39,5.15,6,1.28,2.15,0.1196,0.3177,0.363,0.1445,0.4853,0.5344
-4.6,-36.0,2.12,0.215278,0.164376,1.119539,477,202,40,26,14,0.42,2.64,6.35,7,1.36,2.35,0.1455,0.317,0.3437,0.1956,0.4636,0.6605
-4.4,-37.6,1.75,0.265067,0.210214,1.300822,525,227,48,32,16,0.48,2.81,8.75,11,1.5,2.75,0.1513,0.3375,0.4119,0.2323,0.6935,1.3313
-4.4,-37.4,2.0,0.25345,0.198773,1.241421,537,232,49,33,16,0.48,2.81,8.25,9,1.56,3.25,0.1554,0.3313,0.4044,0.2311,0.6195,1.0796
-4.4,-37.2,2.1,0.245987,0.191573,1.15709,548,231,38,22,16,0.48,2.81,7.5,9,1.44,2.5,0.1374,0.2984,0.3685,0.1726,0.4604,0.5573
-4.4,-37.0,2.15,0.239814,0.185897,1.136719,535,240,38,20,18,0.55,2.67,6.45,9,1.28,2.0,0.1303,0.3518,0.3771,0.1659,0.5129,0.547
-4.2,-37.8,1.63,0.264082,0.209607,1.300637,539,216,55,36,19,0.58,2.63,9.8,17,1.53,2.5,0.1263,0.3212,0.4338,0.2227,0.5867,1.7201
-4.2,-37.6,1.91,0.255074,0.200578,1.245739,559,223,54,33,21,0.64,3.1,10.0,22,1.57,3.0,0.1396,0.3207,0.4283,0.2443,0.4671,2.0881
-4.2,-37.4,2.14,0.247978,0.193629,1.177537,538,223,49,27,22,0.67,2.68,7.8,13,1.5,2.95,0.1362,0.3327,0.4062,0.2107,0.4492,1.4708
-4.2,-32.6,2.43,0.145451,0.093624,1.042693,421,117,26,14,12,0.36,4.17,7.9,9,1.67,3.45,0.2042,0.3698,0.4244,0.2625,0.648,0.6957
-4.2,-32.4,2.41,0.143615,0.092195,1.038533,410,131,30,13,17,0.52,3.12,7.2,8,1.41,2.4,0.1841,0.2967,0.3224,0.2238,0.6278,0.6302
-4.2,-32.2,2.43,0.142424,0.090933,1.034473,414,130,33,16,17,0.52,2.65,8.2,9,1.24,2.4,0.187,0.3167,0.3342,0.1865,0.3582,0.5869
-4.0,-38.0,1.71,0.261238,0.207565,1.289114,546,206,61,36,25,0.76,3.6,14.0,20,1.8,3.8,0.1412,0.2993,0.4409,0.2321,0.4757,2.0702
-4.0,-37.8,1.87,0.25373,0.199599,1.239291,557,212,55,32,23,0.7,3.83,13.2,21,1.78,3.9,0.13,0.3138,0.4213,0.2417,0.4619,2.3924
-4.0,-37.6,2.11,0.247566,0.193576,1.179988,553,214,53,30,23,0.7,3.39,10.4,23,1.65,3.0,0.1395,0.3353,0.4117,0.2328,0.435,2.0805
-4.0,-32.8,2.44,0.142509,0.090554,1.04822,437,116,29,16,13,0.39,3.38,7.4,8,1.54,3.4,0.2092,0.349,0.4252,0.239,0.6,0.6299
-4.0,-32.6,2.41,0.140678,0.088876,1.043879,434,118,31,17,14,0.42,3.43,7.35,8,1.5,2.7,0.1959,0.349,0.4346,0.2428,0.5998,0.6134
-4.0,-32.4,2.39,0.138847,0.08732,1.039406,403,120,33,14,19,0.58,2.89,7.1,8,1.37,2.2,0.2011,0.318,0.4418,0.2058,0.4969,0.6255
-4.0,-32.2,2.42,0.137883,0.086454,1.035696,419,124,36,19,17,0.52,2.94,8.8,12,1.41,2.4,0.2149,0.3591,0.4326,0.2225,0.4772,0.5637
-4.0,-32.0,2.44,0.136418,0.085138,1.031897,444,128,41,24,17,0.52,2.88,9.0,13,1.35,2.4,0.2036,0.3345,0.3782,0.216,0.4109,0.5267
-3.8,-38.2,1.77,0.253524,0.200718,1.267627,541,188,52,28,24,0.73,4.08,13.95,30,1.88,4.0,0.1495,0.3061,0.4395,0.2594,0.4705,2.3267
-3.8,-38.0,1.95,0.25041,0.196824,1.22853,556,203,53,29,24,0.73,4.12,14.8,29,1.92,4.0,0.1406,0.3255,0.4407,0.2504,0.479,2.43
-3.8,-32.8,2.35,0.138156,0.086276,1.049541,446,126,34,23,11,0.33,3.0,6.0,8,1.64,3.5,0.2157,0.3501,0.4397,0.2582,0.5149,0.5479
-3.8,-32.6,2.26,0.136757,0.084839,1.046612,457,131,42,30,12,0.36,3.08,5.8,8,1.67,3.45,0.1808,0.3178,0.4119,0.2272,0.4471,0.4869
-3.8,-32.4,2.23,0.134885,0.083149,1.04484,471,141,45,27,18,0.55,3.33,9.05,15,1.39,3.15,0.1672,0.3771,0.3771,0.1652,0.4558,0.4871
-3.8,-32.2,2.4,0.134108,0.082305,1.036952,432,143,39,23,16,0.48,3.19,9.25,13,1.5,3.25,0.2195,0.3842,0.4014,0.2351,0.4824,0.5197
-3.8,-32.0,2.43,0.132267,0.080699,1.033231,446,144,41,24,17,0.52,3.06,8.2,13,1.35,2.4,0.2401,0.4456,0.477,0.2259,0.4233,0.4989
-3.6,-38.6,1.62,0.252108,0.199525,1.251281,547,180,52,33,19,0.58,3.32,11.5,16,1.63,3.2,0.1319,0.2872,0.3272,0.2211,0.5927,1.1207
-3.6,-38.4,1.81,0.243862,0.19141,1.239889,554,179,51,27,24,0.73,3.96,17.2,22,1.75,3.85,0.1443,0.2978,0.3906,0.2186,0.4677,1.588
-3.6,-38.2,1.98,0.240195,0.187527,1.209024,535,181,55,28,27,0.82,3.89,12.2,28,1.67,3.0,0.1427,0.3258,0.4085,0.2097,0.429,1.9427
-3.6,-38.0,2.08,0.238716,0.185679,1.170591,541,181,50,27,23,0.7,4.39,14.3,28,1.87,4.0,0.1496,0.3436,0.3459,0.2326,0.471,1.6382
-3.6,-32.8,2.34,0.133908,0.081873,1.05072,456,143,38,24,14,0.42,3.21,7.35,8,1.57,3.35,0.2085,0.437,0.4435,0.2367,0.4824,0.5075
-3.6,-32.6,2.28,0.132875,0.08054,1.047154,463,138,44,28,16,0.48,2.94,6.25,7,1.38,2.25,0.1572,0.2874,0.4014,0.1546,0.3858,0.4463
-3.6,-32.4,2.25,0.131779,0.079109,1.043036,457,138,42,24,18,0.55,3.11,7.2,14,1.39,2.3,0.1604,0.3671,0.3882,0.1497,0.4012,0.5745
-3.6,-32.2,2.35,0.13007,0.07764,1.038743,441,141,41,25,16,0.48,3.69,7.5,15,1.69,3.0,0.2083,0.3805,0.3884,0.215,0.4683,0.4811
-3.6,-32.0,2.42,0.128727,0.076329,1.034724,442,144,41,26,15,0.45,2.53,6.3,7,1.4,2.6,0.2147,0.4036,0.438,0.2316,0.4557,0.4652
-3.4,-38.8,1.79,0.249709,0.196521,1.232389,563,178,57,31,26,0.79,4.23,17.75,24,1.81,3.75,0.1332,0.2958,0.3964,0.2271,0.5999,1.6007
-3.4,-38.6,1.93,0.240606,0.18748,1.215709,540,177,52,26,26,0.79,4.46,17.75,29,1.88,4.5,0.1525,0.3163,0.404,0.2348,0.5828,1.6877
-3.4,-38.4,2.04,0.235771,0.182701,1.19178,539,178,57,28,29,0.88,4.31,18.2,32,1.79,5.2,0.1454,0.3257,0.4044,0.2265,0.5373,1.9631
-3.4,-38.2,2.12,0.229275,0.176086,1.164969,533,181,52,27,25,0.76,4.8,21.0,33,1.88,5.6,0.1638,0.345,0.4048,0.2438,0.6373,1.9843
-3.4,-32.4,2.3,0.1284,0.074882,1.044267,447,139,43,28,15,0.45,3.2,6.2,9,1.73,3.3,0.1489,0.31,0.3848,0.1861,0.5357,0.6258
-3.2,-39.2,1.5,0.253238,0.199455,1.241848,560,175,63,39,24,0.73,3.96,12.4,20,1.54,2.85,0.1168,0.2608,0.3374,0.1751,0.5873,0.9393
-3.2,-39.0,1.83,0.246834,0.192811,1.213584,542,180,56,31,25,0.76,4.08,14.6,20,1.76,3.0,0.1306,0.3017,0.3914,0.2102,0.6059,1.4002
-3.2,-38.8,2.02,0.239775,0.185921,1.189474,526,181,58,32,26,0.79,4.54,20.25,30,1.81,4.5,0.1419,0.3302,0.4002,0.2197,0.5805,1.673
-3.2,-38.6,2.12,0.23283,0.1795,1.161048,526,181,51,26,25,0.76,4.48,21.6,28,1.64,4.6,0.1466,0.3364,0.344,0.2039,0.5855,1.3159
-3.0,-39.4,1.68,0.24731,0.192986,1.26572,563,179,59,36,23,0.7,5.35,24.7,27,2.0,4.8,0.1452,0.3757,0.4171,0.2597,0.5603,1.8238
-3.0,-39.2,1.9,0.240901,0.186744,1.209854,538,174,54,29,25,0.76,4.76,19.4,25,1.76,3.0,0.1531,0.3852,0.4197,0.22,0.5257,1.398
-3.0,-39.0,2.07,0.235298,0.180912,1.169304,559,175,54,30,24,0.73,5.08,20.9,29,2.0,3.85,0.1627,0.4079,0.4431,0.2844,0.6972,2.0072
-3.0,-38.8,2.14,0.232477,0.177409,1.144255,534,180,57,31,26,0.79,4.65,21.5,28,1.69,4.5,0.1723,0.345,0.4118,0.2351,0.7158,1.3
-2.8,-41.6,1.03,0.251285,0.1873,1.436841,558,129,55,32,23,0.7,8.57,37.9,40,2.43,6.8,0.1916,0.4293,0.4337,0.4185,1.7399,2.4446
-2.8,-41.4,1.17,0.240449,0.177714,1.448758,503,130,47,30,17,0.52,9.88,36.8,40,2.82,9.2,0.2149,0.4358,0.4729,0.5226,1.9968,2.349
-2.8,-41.2,1.45,0.234543,0.172727,1.447503,486,130,35,21,14,0.42,6.86,16.7,18,2.07,4.35,0.197,0.3966,0.3977,0.3528,0.9389,1.1796
-2.8,-41.0,1.39,0.230451,0.16873,1.43987,486,129,28,18,10,0.3,6.7,13.1,14,2.0,4.1,0.1908,0.3325,0.3568,0.32,0.7201,0.7326
-2.8,-40.8,1.3,0.225507,0.164066,1.430612,477,136,29,18,11,0.33,4.82,11.5,12,1.82,4.0,0.1753,0.3099,0.3387,0.2865,0.6963,0.7414
-2.8,-40.6,1.29,0.219392,0.158599,1.419547,484,135,30,19,11,0.33,3.73,9.0,11,1.64,2.5,0.1842,0.2916,0.3222,0.2726,0.5086,0.614
-2.8,-40.4,1.44,0.216093,0.155817,1.394554,485,135,33,19,14,0.42,3.14,8.05,10,1.29,2.0,0.1719,0.2849,0.3302,0.2257,0.5033,0.5903
-2.8,-40.2,1.58,0.213964,0.15461,1.38074,460,141,29,17,12,0.36,3.83,7.9,9,1.75,3.45,0.1915,0.3075,0.3219,0.2831,0.6576,0.7707
-2.8,-40.0,1.67,0.216364,0.158541,1.38378,487,140,33,19,14,0.42,4.93,11.7,13,1.57,2.7,0.1685,0.2914,0.3152,0.2284,0.6604,0.7287
-2.8,-39.8,1.79,0.232234,0.175583,1.345574,503,146,48,30,18,0.55,6.61,23.75,28,2.0,4.45,0.2068,0.4218,0.6292,0.3069,0.7719,1.5307
-2.8,-39.6,1.9,0.238247,0.182589,1.292572,525,157,57,33,24,0.73,6.12,26.9,35,2.08,4.85,0.1954,0.4817,0.6208,0.3233,0.6346,2.4085
-2.8,-39.4,1.99,0.235351,0.180401,1.238562,540,160,54,28,26,0.79,5.04,23.0,32,1.81,3.75,0.1652,0.4194,0.4543,0.2577,0.5547,1.9874
-2.8,-39.2,2.1,0.232619,0.177443,1.180875,546,164,51,25,26,0.79,5.27,24.5,35,1.85,4.0,0.1693,0.4336,0.4878,0.273,0.7025,2.1644
-2.6,-42.4,1.49,0.266563,0.200274,1.399993,526,147,64,35,29,0.88,5.03,21.4,26,1.79,4.6,0.2024,0.4618,0.5067,0.3108,1.0885,1.3844
-2.6,-42.2,1.45,0.256585,0.191351,1.381174,538,148,53,31,22,0.67,6.86,22.9,35,2.45,7.9,0.2089,0.4688,0.4975,0.4087,1.5369,1.8996
-2.6,-42.0,1.43,0.250618,0.186399,1.367723,535,142,48,27,21,0.64,7.43,22.0,36,2.52,8.0,0.2112,0.4528,0.4635,0.43,1.7852,1.8256
-2.6,-41.8,1.45,0.247517,0.1837,1.372663,530,139,50,28,22,0.67,7.36,23.9,33,2.5,6.95,0.2214,0.465,0.4872,0.4284,1.7763,1.8857
-2.6,-41.6,1.66,0.241326,0.177417,1.380379,517,133,48,28,20,0.61,7.1,19.6,31,2.45,7.05,0.2362,0.4619,0.483,0.4206,1.6506,1.7678
-2.6,-41.4,1.46,0.234943,0.172047,1.385077,528,131,48,27,21,0.64,7.76,32.0,38,2.24,7.0,0.2015,0.4313,0.4718,0.3653,1.6662,1.6984
-2.6,-41.2,1.85,0.228535,0.16665,1.383757,464,130,38,22,16,0.48,7.12,24.25,31,2.31,7.0,0.216,0.449,0.4655,0.452,1.613,1.7659
-2.6,-41.0,1.74,0.225898,0.164323,1.383716,487,135,44,26,18,0.55,7.5,29.9,35,2.28,6.3,0.2168,0.4265,0.5162,0.409,1.2746,1.9573
-2.6,-40.8,1.62,0.220583,0.159809,1.376663,482,134,38,22,16,0.48,7.94,28.0,34,2.31,6.75,0.204,0.3701,0.3881,0.3848,1.2385,1.883
-2.6,-40.6,1.94,0.216765,0.156351,1.372943,445,135,38,24,14,0.42,8.64,32.2,40,2.57,8.75,0.2317,0.394,0.4013,0.468,1.5151,2.2399
-2.6,-40.4,1.97,0.211921,0.152241,1.362601,453,143,35,21,14,0.42,8.0,27.8,33,2.14,5.75,0.2282,0.4015,0.4504,0.3704,1.0752,1.3433
-2.6,-40.2,1.98,0.209973,0.150663,1.349623,480,146,34,21,13,0.39,8.38,25.4,29,2.23,5.4,0.218,0.3417,0.3477,0.3626,1.0707,1.3396
-2.6,-40.0,1.97,0.209284,0.150463,1.325334,507,147,40,24,16,0.48,7.56,26.75,35,2.12,5.25,0.226,0.4599,0.6265,0.3327,1.1024,1.6679
-2.6,-39.8,1.99,0.214602,0.156695,1.288811,511,137,41,24,17,0.52,8.12,30.0,38,2.24,5.0,0.2301,0.517,0.6289,0.373,1.1255,2.1296
-2.6,-39.6,2.04,0.225319,0.168318,1.244661,528,147,53,28,25,0.76,5.56,26.2,30,1.88,4.8,0.186,0.4435,0.6219,0.2721,0.7055,1.6769
-2.4,-44.2,0.82,0.322811,0.251024,2.053231,613,193,100,61,39,1.18,5.87,25.3,30,2.03,5.2,0.2017,0.4637,0.5745,0.3719,1.3601,2.6119
-2.4,-44.0,1.05,0.308298,0.238117,2.078167,617,179,86,32,54,1.64,3.89,12.1,24,2.0,5.7,0.2884,0.5795,0.6276,0.5358,2.0126,2.8192
-2.4,-43.0,1.39,0.278329,0.211204,1.432799,526,173,74,36,38,1.15,5.74,18.2,34,2.0,3.9,0.2102,0.437,0.5825,0.3179,1.0146,2.4113
-2.4,-42.8,1.7,0.269671,0.203345,1.392083,508,171,73,43,30,0.91,5.77,21.55,29,1.97,5.2,0.2277,0.476,0.5891,0.3405,0.9087,1.9887
-2.4,-42.6,1.82,0.262027,0.19587,1.357097,512,159,63,35,28,0.85,5.96,21.3,32,1.93,5.3,0.2153,0.4921,0.5185,0.3419,0.9835,1.9784
-2.4,-42.4,2.07,0.255493,0.189279,1.328196,492,157,57,27,30,0.91,5.8,23.3,36,1.93,6.75,0.2129,0.4922,0.5097,0.352,1.2076,2.4722
-2.4,-42.2,2.08,0.248687,0.183461,1.307249,516,156,59,29,30,0.91,6.57,24.5,39,2.2,7.65,0.2121,0.4924,0.5436,0.3747,1.6333,2.2999
-2.4,-42.0,2.08,0.242964,0.178611,1.291387,512,150,53,26,27,0.82,7.19,28.3,36,2.52,8.4,0.2086,0.4859,0.5477,0.4034,1.7783,2.5424
-2.4,-41.8,2.1,0.239214,0.175131,1.280521,499,152,51,26,25,0.76,7.32,30.2,38,2.6,9.4,0.2171,0.4941,0.5654,0.4315,2.0452,2.526
-2.4,-41.6,2.13,0.234678,0.170912,1.273242,481,144,44,20,24,0.73,7.29,30.75,37,2.58,9.4,0.2329,0.4801,0.556,0.4332,2.045,2.4696
-2.4,-40.8,2.16,0.217101,0.155964,1.292571,447,134,36,20,16,0.48,8.69,32.5,40,2.62,9.0,0.2378,0.438,0.4515,0.5035,1.8091,2.6744
-2.4,-40.6,2.13,0.213713,0.152924,1.281945,443,134,39,24,15,0.45,10.47,35.7,42,2.87,9.2,0.2582,0.4508,0.4544,0.5196,1.77,2.4442
-2.4,-40.4,2.12,0.210094,0.149721,1.272218,459,140,34,18,16,0.48,9.81,34.0,43,2.69,8.5,0.2264,0.4458,0.5023,0.4568,1.5176,2.6384
-2.4,-40.2,2.12,0.205341,0.145641,1.261654,491,142,37,22,15,0.45,8.93,29.8,34,2.53,6.5,0.2383,0.4943,0.5842,0.3704,1.0932,1.5635
-2.4,-40.0,2.12,0.203375,0.143374,1.246862,524,145,43,23,20,0.61,7.05,28.35,35,2.15,5.25,0.2247,0.4751,0.6313,0.3399,0.9096,1.7838
-2.2,-44.2,1.42,0.312313,0.242157,2.087593,580,199,103,67,36,1.09,5.5,24.0,33,1.89,6.25,0.2426,0.4839,0.6499,0.4262,1.3259,2.5477
-2.2,-44.0,1.66,0.299374,0.229476,2.016401,580,186,94,57,37,1.12,5.03,20.4,30,1.76,4.6,0.2299,0.4846,0.6816,0.3992,1.2979,2.6253
-2.2,-43.8,1.7,0.28952,0.221467,1.915657,572,168,84,48,36,1.09,5.33,22.5,34,1.83,4.75,0.2413,0.4749,0.6944,0.4238,1.3524,2.7888
