grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,mhws_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_mhws,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-25.2,-47.6,2.18,0.276937,0.100392,0.576756,591,606,303,54,249,7.55,1.54,3.0,7,1.44,2.6,0.3513,0.6783,0.848,0.4935,1.2749,2.005
-25.0,-47.8,1.29,0.3108,0.102003,0.608831,573,631,267,36,231,7.0,1.37,2.0,4,1.3,2.0,0.2972,0.5712,0.7143,0.3971,0.9539,1.6659
-25.0,-47.6,2.04,0.293015,0.101287,0.597858,568,614,300,52,248,7.52,1.55,3.0,5,1.44,3.0,0.3495,0.6633,0.8207,0.4898,1.2527,1.9745
-25.0,-47.4,2.2,0.277156,0.098849,0.58215,588,603,316,60,256,7.76,1.56,3.0,6,1.45,3.0,0.344,0.6795,0.829,0.4886,1.3048,2.07
-25.0,-47.2,2.34,0.260433,0.096849,0.564184,589,575,308,57,251,7.61,1.63,3.0,6,1.49,3.0,0.3388,0.6586,0.8249,0.4915,1.2852,2.1212
-24.8,-47.4,2.04,0.297006,0.099977,0.59895,569,619,307,54,253,7.67,1.55,3.0,5,1.43,2.4,0.3438,0.6512,0.8385,0.4877,1.2008,1.9972
-24.8,-47.2,2.25,0.279124,0.097118,0.584536,579,600,313,54,259,7.85,1.61,3.0,6,1.48,3.0,0.3403,0.6659,0.8347,0.4883,1.2855,2.1081
-24.8,-47.0,2.36,0.262459,0.094113,0.568864,581,581,308,60,248,7.52,1.65,3.0,5,1.52,3.0,0.3355,0.6524,0.8269,0.498,1.281,2.1446
-24.8,-46.8,2.45,0.245756,0.092133,0.552574,579,558,308,66,242,7.33,1.71,3.0,5,1.58,3.0,0.3338,0.6419,0.8451,0.5133,1.3382,2.1131
-24.6,-47.2,1.99,0.304334,0.098852,0.59598,570,617,305,42,263,7.97,1.61,3.0,5,1.49,3.0,0.3227,0.639,0.8047,0.4709,1.1237,1.9972
-24.6,-47.0,2.21,0.285336,0.095993,0.58598,585,594,311,51,260,7.88,1.68,3.0,5,1.51,3.0,0.3301,0.6455,0.8323,0.4872,1.2247,2.1094
-24.6,-46.8,2.31,0.265091,0.092933,0.572384,566,575,303,55,248,7.52,1.72,3.0,5,1.56,3.0,0.3289,0.6397,0.8227,0.4964,1.3153,2.0651
-24.6,-46.6,2.44,0.247735,0.089954,0.556872,573,569,319,70,249,7.55,1.76,3.6,5,1.59,3.0,0.3315,0.6572,0.865,0.5105,1.3224,2.024
-24.4,-46.8,2.14,0.284283,0.093872,0.58881,565,592,316,50,266,8.06,1.74,3.0,6,1.58,3.0,0.3193,0.6408,0.8228,0.4872,1.1922,2.9648
-24.4,-46.6,2.25,0.268549,0.090568,0.574982,560,573,319,56,263,7.97,1.78,3.0,6,1.61,3.0,0.3259,0.6495,0.8688,0.5056,1.2646,3.1546
-24.4,-46.4,2.36,0.253914,0.087318,0.558983,556,561,316,57,259,7.85,1.8,4.0,5,1.63,3.0,0.3325,0.6431,0.8783,0.5193,1.3383,1.9349
-24.4,-46.2,2.43,0.241483,0.084103,0.541511,558,548,305,55,250,7.58,1.87,4.0,6,1.7,3.0,0.3368,0.6545,0.8942,0.5403,1.3565,1.9531
-24.4,-46.0,2.5,0.226557,0.080115,0.524297,562,541,303,58,245,7.43,1.9,4.0,6,1.7,3.0,0.3376,0.6533,0.862,0.5471,1.428,1.9831
-24.4,-45.2,2.75,0.193941,0.100415,0.45452,556,443,257,71,186,5.64,2.09,4.0,7,1.72,3.0,0.3152,0.605,0.7402,0.5256,1.2906,3.3229
-24.2,-46.6,2.13,0.288781,0.090908,0.587921,555,600,318,51,267,8.09,1.79,3.0,6,1.63,3.0,0.3279,0.6501,0.8756,0.5144,1.281,3.3013
-24.2,-46.4,2.22,0.275237,0.088211,0.574124,551,578,322,53,269,8.15,1.81,4.0,7,1.65,3.0,0.3321,0.649,0.9113,0.5319,1.3291,3.42
-24.2,-46.2,2.27,0.261151,0.085181,0.557299,560,562,316,50,266,8.06,1.83,4.0,7,1.69,3.0,0.3283,0.6457,0.898,0.5329,1.2953,3.4289
-24.2,-46.0,2.37,0.246321,0.080917,0.539977,554,544,302,47,255,7.73,1.88,4.0,6,1.73,3.0,0.3359,0.6516,0.901,0.55,1.395,3.3614
-24.2,-45.8,2.48,0.232944,0.077208,0.522583,555,535,305,47,258,7.82,1.93,4.0,6,1.76,3.0,0.342,0.6703,0.863,0.5676,1.4168,3.4198
-24.2,-45.6,2.52,0.221916,0.078832,0.503647,542,519,294,47,247,7.49,1.96,4.0,6,1.76,3.0,0.3366,0.6668,0.828,0.5601,1.405,3.3323
-24.2,-45.4,2.61,0.211505,0.083446,0.485104,546,509,293,54,239,7.24,1.98,4.0,6,1.74,3.0,0.3341,0.6571,0.7992,0.5498,1.3566,3.3111
-24.2,-45.2,2.67,0.201581,0.087915,0.468448,540,499,275,61,214,6.49,2.01,4.0,6,1.72,3.0,0.3319,0.6352,0.7724,0.5402,1.2758,3.2194
-24.2,-45.0,2.718,0.19306,0.096161,0.454478,531,459,257,69,188,5.7,2.11,4.0,7,1.76,3.0,0.3208,0.6003,0.7455,0.5311,1.3042,3.4386
-24.0,-46.4,1.83,0.295822,0.088691,0.580194,577,611,355,58,297,9.0,1.82,4.0,6,1.69,3.0,0.327,0.6332,0.9111,0.5414,1.3106,3.5661
-24.0,-46.2,1.92,0.28569,0.084999,0.564418,569,597,339,52,287,8.7,1.81,4.0,7,1.7,3.0,0.3185,0.6169,0.8868,0.5248,1.2612,3.5098
-24.0,-46.0,2.22,0.270699,0.082989,0.552709,552,581,331,51,280,8.49,1.84,4.0,6,1.73,3.0,0.3342,0.6552,0.9176,0.5569,1.3153,3.6927
-24.0,-45.8,2.23,0.258003,0.079571,0.537109,571,556,331,51,280,8.49,1.85,4.0,6,1.74,3.0,0.3383,0.6806,0.9116,0.5673,1.3503,3.4389
-24.0,-45.6,2.29,0.245552,0.076269,0.518053,558,548,325,51,274,8.3,1.88,4.0,6,1.76,3.35,0.3355,0.6782,0.8789,0.5616,1.4228,3.3933
-24.0,-45.4,2.43,0.239448,0.074367,0.495248,540,540,303,42,261,7.91,1.95,4.0,6,1.82,4.0,0.3478,0.6881,0.8649,0.5936,1.4263,3.524
-24.0,-45.2,2.53,0.226985,0.074887,0.476081,539,515,292,44,248,7.52,1.96,4.0,6,1.8,4.0,0.337,0.6703,0.824,0.5746,1.3668,3.4435
-24.0,-45.0,2.61,0.208136,0.083797,0.467215,530,511,283,61,222,6.73,1.99,4.0,6,1.76,3.0,0.3188,0.6366,0.7769,0.5316,1.2732,3.2802
-24.0,-44.8,2.68,0.195671,0.092953,0.457572,531,485,267,68,199,6.03,2.07,4.0,6,1.74,3.0,0.3191,0.614,0.7559,0.5215,1.2634,3.3416
-23.8,-45.8,1.89,0.279764,0.079724,0.54715,573,595,360,47,313,9.49,1.91,4.0,7,1.79,4.0,0.338,0.6764,0.9442,0.5897,1.4299,3.899
-23.8,-45.6,1.698,0.275761,0.076551,0.53249,571,588,362,39,323,9.79,1.95,4.0,7,1.8,4.0,0.329,0.681,0.9443,0.58,1.4834,3.7847
-23.8,-45.4,1.3,0.262622,0.07688,0.519371,576,576,341,39,302,9.15,1.94,4.0,7,1.81,4.0,0.2851,0.6011,0.8772,0.4936,1.2011,3.3945
-23.8,-45.2,1.65,0.24495,0.079159,0.485425,571,541,269,35,234,7.09,1.76,3.35,6,1.65,3.0,0.2544,0.5268,0.7612,0.4058,0.983,2.8663
-23.8,-45.0,2.4,0.227094,0.0797,0.478968,529,515,264,41,223,6.76,1.97,4.0,6,1.82,3.0,0.3147,0.6136,0.8291,0.5286,1.2736,3.2654
-23.8,-44.8,2.54,0.211581,0.083346,0.471579,534,510,279,56,223,6.76,1.99,4.0,6,1.77,3.0,0.3176,0.6452,0.7968,0.5268,1.2376,3.3559
-23.8,-44.6,2.63,0.200707,0.089246,0.46441,529,486,275,64,211,6.39,2.09,4.0,6,1.77,3.0,0.3193,0.6195,0.7706,0.5324,1.2361,3.4158
-23.6,-45.2,1.39,0.256151,0.076362,0.496777,574,564,206,21,185,5.61,1.45,3.0,3,1.38,3.0,0.2292,0.4732,0.6025,0.3023,0.7776,1.4093
-23.6,-45.0,1.97,0.238276,0.076185,0.489285,530,532,253,35,218,6.61,1.83,3.15,6,1.72,3.0,0.2731,0.5368,0.7774,0.4427,1.0469,2.9597
-23.6,-44.8,2.32,0.227238,0.077235,0.483995,528,518,276,44,232,7.03,1.98,4.0,6,1.84,3.0,0.3107,0.6062,0.8342,0.5311,1.2767,3.3397
-23.6,-44.6,2.48,0.217073,0.080236,0.479068,526,501,283,50,233,7.06,2.02,4.0,6,1.8,3.0,0.3205,0.6308,0.8086,0.5419,1.2947,3.4302
-23.6,-44.4,2.58,0.206476,0.083608,0.474267,518,497,283,61,222,6.73,2.09,4.0,6,1.8,3.0,0.3261,0.6463,0.786,0.5565,1.3125,3.4584
-23.6,-44.2,2.64,0.198908,0.088367,0.469264,524,481,280,69,211,6.39,2.13,4.0,6,1.8,3.0,0.3296,0.6297,0.7903,0.5589,1.4326,3.4773
-23.6,-44.0,2.68,0.193658,0.093444,0.463588,526,474,277,74,203,6.15,2.15,4.0,7,1.8,3.0,0.3297,0.6175,0.8017,0.56,1.3943,3.7647
-23.4,-44.4,2.4,0.223759,0.076993,0.489926,532,514,294,46,248,7.52,2.01,4.0,6,1.8,3.0,0.3199,0.6431,0.8236,0.5506,1.279,3.5919
-23.4,-44.2,2.49,0.21393,0.079425,0.483881,523,500,295,58,237,7.18,2.11,4.0,6,1.85,4.0,0.3323,0.6584,0.8187,0.5802,1.3926,3.6402
-23.4,-44.0,2.548,0.205939,0.081787,0.476982,516,496,288,67,221,6.7,2.18,4.0,6,1.87,4.0,0.3412,0.6561,0.8473,0.6036,1.4325,3.6604
-23.4,-43.8,2.59,0.19983,0.083449,0.468939,524,487,289,71,218,6.61,2.19,5.0,6,1.86,4.0,0.3433,0.6445,0.846,0.5966,1.4942,3.6469
-23.4,-43.6,2.63,0.194967,0.085872,0.462076,518,478,283,72,211,6.39,2.23,5.0,7,1.87,4.0,0.3417,0.6401,0.8222,0.5865,1.5199,3.8701
-23.4,-43.4,2.668,0.191715,0.088391,0.457397,517,472,277,72,205,6.21,2.21,4.8,7,1.82,3.8,0.3382,0.6306,0.7987,0.5745,1.4659,3.8225
-23.4,-43.2,2.7,0.189242,0.092378,0.454234,523,458,269,76,193,5.85,2.21,5.0,7,1.84,4.0,0.3425,0.6257,0.7746,0.5876,1.4768,3.7784
-23.4,-43.0,2.73,0.1914,0.101685,0.452049,537,454,259,83,176,5.33,2.2,5.0,7,1.82,4.0,0.3376,0.6161,0.7483,0.5748,1.4876,3.732
-23.4,-42.8,2.76,0.197937,0.115117,0.450378,537,443,242,84,158,4.79,2.21,5.0,7,1.77,3.0,0.3346,0.609,0.7225,0.5449,1.4172,3.6919
-23.4,-42.6,2.79,0.205333,0.125938,0.449289,540,432,224,84,140,4.24,2.29,5.0,7,1.81,3.0,0.3395,0.6073,0.7001,0.5568,1.4033,3.6442
-23.4,-42.2,2.84,0.20612,0.126278,0.452048,547,408,209,85,124,3.76,2.18,5.0,7,1.84,3.0,0.3282,0.6043,0.6918,0.5638,1.3942,3.5511
-23.4,-42.0,2.87,0.201215,0.116984,0.456463,557,414,214,81,133,4.03,2.17,5.0,7,1.8,3.0,0.3266,0.6082,0.7024,0.5479,1.2723,3.5373
-23.2,-44.4,1.88,0.238935,0.076103,0.512626,536,521,302,46,256,7.76,2.03,4.0,6,1.86,3.25,0.296,0.5877,0.8081,0.5323,1.3135,3.5702
-23.2,-44.2,2.08,0.232202,0.073048,0.490792,533,518,305,47,258,7.82,2.14,4.0,7,1.95,4.0,0.3253,0.6558,0.8507,0.6008,1.5094,3.7799
-23.2,-44.0,2.13,0.225776,0.071939,0.490087,532,510,296,46,250,7.58,2.06,4.0,6,1.87,4.0,0.3138,0.639,0.8371,0.5617,1.4699,3.6164
-23.2,-43.8,2.34,0.21996,0.072611,0.477846,521,499,294,53,241,7.3,2.08,4.0,6,1.89,4.0,0.332,0.6695,0.8509,0.5944,1.5621,3.6646
-23.2,-43.6,2.45,0.213783,0.07345,0.470074,519,486,292,55,237,7.18,2.13,4.0,6,1.9,4.0,0.345,0.6768,0.8953,0.6148,1.6399,3.7113
-23.2,-43.4,2.51,0.206644,0.074073,0.465678,518,472,286,67,219,6.64,2.23,5.0,6,1.97,4.0,0.3609,0.6705,0.8783,0.6545,1.7133,3.7448
-23.2,-43.2,2.56,0.200856,0.073207,0.462916,527,462,284,68,216,6.55,2.22,5.0,6,1.94,4.0,0.3607,0.6666,0.8614,0.65,1.6896,3.763
-23.2,-43.0,2.59,0.196588,0.07587,0.460574,531,458,281,71,210,6.36,2.23,5.0,7,1.91,4.0,0.3645,0.6564,0.8406,0.6465,1.6503,4.0064
-23.2,-42.8,2.63,0.195469,0.085791,0.45922,535,452,276,78,198,6.0,2.18,4.15,7,1.88,4.0,0.358,0.6428,0.8153,0.6228,1.5817,3.9353
-23.2,-42.6,2.67,0.198072,0.097424,0.458588,541,460,275,81,194,5.88,2.16,4.0,7,1.86,4.0,0.3466,0.6403,0.7906,0.5978,1.5539,3.8451
-23.2,-42.4,2.7,0.200248,0.10425,0.459627,547,472,270,87,183,5.55,2.14,4.0,7,1.83,4.0,0.346,0.6356,0.7694,0.5921,1.4928,3.7615
-23.2,-42.2,2.748,0.200646,0.104448,0.4631,540,478,265,87,178,5.39,2.13,4.15,7,1.81,4.0,0.3392,0.6275,0.763,0.5845,1.4842,3.6739
-23.2,-42.0,2.77,0.198236,0.100016,0.469734,552,487,271,88,183,5.55,2.07,4.0,7,1.75,4.0,0.3342,0.6224,0.7631,0.5663,1.4271,3.6448
-23.2,-41.8,2.81,0.194796,0.094509,0.477401,549,495,264,87,177,5.36,2.0,4.2,7,1.71,4.0,0.3278,0.617,0.7632,0.5436,1.5026,3.6185
-23.0,-44.4,0.77,0.248897,0.074324,0.534082,603,542,331,48,283,8.58,1.89,4.0,6,1.77,3.0,0.2093,0.4191,0.6463,0.3636,0.9076,2.3953
-23.0,-44.0,1.01,0.248421,0.070787,0.557472,602,535,309,57,252,7.64,1.83,3.45,5,1.68,3.0,0.239,0.4816,0.7102,0.3914,0.9371,2.2532
-23.0,-43.4,1.79,0.233271,0.067241,0.467955,540,502,310,48,262,7.94,2.08,4.0,6,1.91,4.0,0.3036,0.5895,0.8456,0.555,1.409,3.5758
-23.0,-43.2,1.93,0.228156,0.066532,0.469624,540,495,301,50,251,7.61,2.1,4.0,6,1.93,4.0,0.3206,0.6189,0.9049,0.5897,1.5128,3.7092
-23.0,-43.0,2.19,0.223334,0.0645,0.46555,544,486,296,51,245,7.43,2.12,4.0,6,1.92,4.0,0.3387,0.6511,0.9258,0.6213,1.5927,3.8366
-23.0,-42.8,2.34,0.216791,0.06449,0.462843,541,472,297,55,242,7.33,2.1,4.0,6,1.89,4.0,0.3476,0.6571,0.911,0.6296,1.7021,3.8852
-23.0,-42.6,2.42,0.211555,0.06902,0.462791,546,465,299,55,244,7.39,2.12,4.0,7,1.89,4.0,0.345,0.673,0.8927,0.6228,1.6939,4.1626
-23.0,-42.4,2.48,0.210004,0.073523,0.464063,539,471,299,65,234,7.09,2.17,4.35,7,1.93,4.0,0.3534,0.6648,0.8759,0.6458,1.7203,4.1111
-23.0,-42.2,2.52,0.20899,0.077186,0.468064,543,470,304,73,231,7.0,2.11,4.0,7,1.88,4.0,0.3517,0.6524,0.8699,0.6355,1.729,4.0347
-23.0,-42.0,2.57,0.20661,0.080343,0.481843,544,479,291,78,213,6.46,2.05,4.4,6,1.82,4.0,0.3364,0.6391,0.8597,0.595,1.6115,3.3021
-23.0,-41.8,2.65,0.205499,0.086782,0.49653,547,491,283,82,201,6.09,2.0,4.0,7,1.76,4.0,0.3197,0.6172,0.8395,0.5422,1.5029,3.6173
-23.0,-41.6,2.73,0.20152,0.088549,0.503546,555,493,280,88,192,5.82,1.94,4.0,7,1.73,3.45,0.3192,0.6128,0.8215,0.5287,1.4748,3.6067
-22.8,-41.8,2.04,0.212426,0.081481,0.524895,550,492,228,55,173,5.24,1.82,4.0,6,1.59,3.0,0.2326,0.479,0.7576,0.3647,1.0198,2.1392
-22.8,-41.6,2.5,0.207346,0.084002,0.527439,541,493,264,77,187,5.67,1.9,4.0,6,1.69,3.7,0.2926,0.579,0.8699,0.4837,1.4155,3.047
-22.6,-41.8,1.81,0.214863,0.077958,0.54993,503,489,177,41,136,4.12,1.66,3.0,5,1.49,3.0,0.2016,0.4373,0.6729,0.2998,0.7641,1.3867
-22.6,-41.6,2.31,0.211413,0.079104,0.549095,525,495,252,68,184,5.58,1.91,4.0,6,1.66,3.0,0.2763,0.5994,0.8144,0.4558,1.2232,2.8179
-22.6,-41.4,2.48,0.205978,0.078402,0.547916,544,483,265,81,184,5.58,1.96,4.0,6,1.72,3.0,0.3088,0.61,0.879,0.513,1.4047,3.1172
-22.4,-41.6,1.78,0.216784,0.074417,0.564705,519,494,239,59,180,5.46,1.98,4.0,6,1.75,3.05,0.2459,0.5157,0.7536,0.4151,1.1691,1.8724
-22.4,-41.4,2.19,0.213051,0.073609,0.564918,527,495,252,66,186,5.64,2.02,4.0,7,1.75,4.0,0.2761,0.5838,0.7949,0.4747,1.2912,2.8611
-22.4,-41.2,2.42,0.207227,0.075151,0.562775,536,486,257,77,180,5.46,2.01,4.0,6,1.77,4.0,0.3056,0.619,0.8352,0.513,1.4147,3.082
-22.4,-41.0,2.55,0.203314,0.090727,0.559406,553,458,255,91,164,4.97,1.99,4.0,7,1.76,3.0,0.297,0.5804,0.8183,0.4979,1.3533,3.2948
-22.4,-40.8,2.66,0.205397,0.109212,0.552765,553,387,215,82,133,4.03,2.08,4.0,7,1.74,3.0,0.3076,0.6041,0.7956,0.4958,1.3556,3.2485
-22.2,-41.4,1.35,0.223718,0.06814,0.576342,545,521,266,62,204,6.18,1.89,4.0,6,1.7,3.0,0.2175,0.4577,0.731,0.3684,1.0683,1.7682
-22.2,-41.2,2.13,0.219858,0.066784,0.578723,515,517,255,63,192,5.82,1.99,4.0,6,1.77,4.0,0.2788,0.5815,0.7767,0.4699,1.3253,2.0552
-22.2,-41.0,2.38,0.211982,0.076442,0.578729,543,489,252,75,177,5.36,1.95,4.0,6,1.71,3.0,0.292,0.6007,0.7679,0.4736,1.4047,2.0922
-22.2,-40.8,2.54,0.207457,0.090461,0.577013,543,465,244,90,154,4.67,1.96,4.0,6,1.7,3.0,0.2877,0.5754,0.7616,0.4692,1.327,2.9801
-22.2,-40.6,2.62,0.204931,0.100495,0.570299,556,418,219,84,135,4.09,2.07,4.0,6,1.76,3.0,0.3011,0.6074,0.7639,0.483,1.2357,2.9854
-22.0,-40.8,2.27,0.219477,0.082928,0.617009,536,503,242,83,159,4.82,1.77,4.0,6,1.58,3.0,0.2451,0.5316,0.654,0.3757,1.1487,1.7826
-22.0,-40.6,2.48,0.212702,0.090093,0.600748,545,476,235,85,150,4.55,1.89,4.0,6,1.66,3.0,0.2735,0.5646,0.6842,0.4198,1.2544,2.0156
-21.8,-40.8,1.928,0.224021,0.088736,0.663555,528,501,185,76,109,3.3,1.61,3.0,3,1.51,3.0,0.2124,0.4506,0.7044,0.2986,0.8136,1.2937
-21.8,-40.6,2.28,0.219633,0.097986,0.639461,548,473,216,89,127,3.85,1.87,4.0,6,1.68,3.0,0.244,0.5276,0.6818,0.3665,1.0302,1.8284
-21.6,-40.8,1.81,0.226347,0.093247,0.692761,533,495,136,56,80,2.42,1.55,3.0,4,1.41,3.0,0.1964,0.4122,0.7015,0.2519,0.666,1.1013
-21.6,-40.6,2.16,0.221039,0.107174,0.66473,529,444,181,76,105,3.18,1.85,4.0,4,1.57,3.0,0.2225,0.4575,0.6705,0.3081,0.9411,1.483
-21.4,-40.8,1.73,0.228933,0.090808,0.704077,499,501,123,50,73,2.21,1.45,2.0,3,1.37,2.0,0.1895,0.3933,0.5536,0.2423,0.617,0.8065
-21.4,-40.6,2.02,0.220727,0.103684,0.676114,528,449,167,68,99,3.0,1.71,3.0,4,1.47,3.0,0.2055,0.4368,0.5141,0.28,0.779,1.297
-21.2,-40.8,1.658,0.235542,0.085202,0.707869,460,525,122,47,75,2.27,1.49,3.0,3,1.35,2.0,0.1991,0.4092,0.4891,0.2572,0.6406,0.8337
-21.2,-40.6,1.86,0.224314,0.100793,0.680733,498,463,148,59,89,2.7,1.72,3.0,4,1.47,3.0,0.2032,0.4215,0.49,0.2749,0.7089,1.1056
-21.2,-40.4,2.13,0.222954,0.131564,0.63702,507,371,150,73,77,2.33,1.92,4.0,6,1.55,3.0,0.2114,0.4611,0.5436,0.3083,0.8705,1.2422
-21.0,-40.8,1.47,0.243586,0.087034,0.69954,446,535,146,52,94,2.85,1.61,3.0,4,1.45,2.35,0.205,0.411,0.7427,0.2708,0.697,0.8614
-21.0,-40.6,1.68,0.23033,0.103195,0.680894,483,475,161,62,99,3.0,1.73,3.0,5,1.51,3.0,0.1984,0.4331,0.6661,0.2719,0.7498,1.0288
-21.0,-40.4,2.02,0.224311,0.126646,0.646736,507,388,167,80,87,2.64,1.9,4.0,6,1.56,3.0,0.2168,0.477,0.5504,0.3055,0.8568,1.2446
-21.0,-40.2,2.29,0.236394,0.158401,0.620769,511,290,120,55,65,1.97,2.12,4.0,7,1.6,3.0,0.2467,0.4952,0.5678,0.3561,0.9357,1.2182
-21.0,-29.4,2.93,0.25865,0.19255,0.533699,515,62,24,12,12,0.36,5.0,13.35,15,2.08,4.35,0.2729,0.5265,0.5335,0.3525,1.011,1.2576
-21.0,-29.2,2.93,0.256112,0.189978,0.52851,513,65,23,13,10,0.3,5.5,12.55,13,2.1,4.65,0.2462,0.5016,0.5294,0.3518,1.0264,1.1962
-20.8,-40.4,1.86,0.228063,0.116691,0.654957,486,425,174,75,99,3.0,1.85,4.0,6,1.53,3.0,0.2076,0.4381,0.5475,0.2878,0.816,1.2713
-20.8,-40.2,2.16,0.228763,0.142521,0.636018,513,331,149,71,78,2.36,2.03,4.0,6,1.55,3.0,0.2385,0.5056,0.5854,0.3347,0.8735,1.3237
-20.8,-40.0,2.39,0.250423,0.176918,0.62257,522,242,100,52,48,1.45,2.48,4.65,7,1.79,3.0,0.2753,0.542,0.5994,0.4222,1.0781,1.2759
-20.8,-29.6,2.92,0.261644,0.194201,0.547904,516,58,24,13,11,0.33,4.82,13.0,16,2.18,5.0,0.2371,0.4856,0.5377,0.3884,1.0427,1.2883
-20.8,-29.4,2.92,0.259664,0.192634,0.54205,516,58,19,9,10,0.3,5.4,13.1,14,2.3,4.65,0.2455,0.4966,0.5308,0.4047,1.0325,1.2101
-20.8,-29.2,2.92,0.255782,0.189812,0.535257,510,60,18,9,9,0.27,5.56,13.8,15,2.33,4.6,0.2689,0.5554,0.6177,0.4232,0.9443,1.0235
-20.8,-29.0,2.92,0.252327,0.186499,0.531225,512,75,22,10,12,0.36,4.67,13.35,15,2.0,4.45,0.2503,0.5358,0.6175,0.3458,0.9092,1.0044
-20.8,-28.8,2.92,0.248789,0.184031,0.528294,515,68,18,8,10,0.3,5.5,12.55,13,2.2,4.1,0.2855,0.5743,0.6175,0.4465,0.9266,1.0081
-20.8,-28.6,2.92,0.247071,0.18235,0.525825,516,62,18,8,10,0.3,4.7,11.75,14,2.1,3.55,0.2879,0.5715,0.6152,0.4431,0.8973,0.94
-20.6,-40.4,1.57,0.237372,0.107236,0.65423,444,474,172,63,109,3.3,1.75,4.0,6,1.55,3.0,0.1912,0.4063,0.545,0.2657,0.7502,0.9828
-20.6,-40.2,1.94,0.228375,0.129715,0.648198,491,389,178,85,93,2.82,1.99,4.0,6,1.62,3.0,0.2252,0.4384,0.5665,0.3242,0.8517,1.0916
-20.6,-40.0,2.27,0.241462,0.163419,0.637037,520,279,128,63,65,1.97,2.09,3.8,6,1.58,3.0,0.2462,0.5,0.6062,0.3484,0.956,1.3139
-20.6,-29.8,2.91,0.260855,0.193309,0.562409,512,55,17,8,9,0.27,5.22,12.8,14,2.33,5.2,0.3045,0.5216,0.5387,0.4385,1.1202,1.3345
-20.6,-29.6,2.91,0.260665,0.193038,0.557873,508,59,21,11,10,0.3,5.1,15.2,17,2.1,4.65,0.253,0.4735,0.532,0.3897,1.056,1.2628
-20.6,-29.4,2.91,0.258951,0.192132,0.55243,516,64,22,11,11,0.33,4.64,12.5,13,1.91,3.5,0.2498,0.4754,0.5259,0.3506,0.9127,1.0039
-20.6,-29.2,2.91,0.254461,0.189232,0.549504,510,66,22,10,12,0.36,4.83,12.9,14,1.92,3.9,0.2652,0.4763,0.5219,0.342,0.9259,1.0223
-20.6,-29.0,2.91,0.25074,0.185154,0.542649,510,68,21,9,12,0.36,5.0,12.45,13,2.0,3.45,0.2816,0.5471,0.6152,0.42,0.8818,0.9271
-20.6,-28.8,2.91,0.246485,0.182085,0.536124,513,70,21,8,13,0.39,4.85,12.8,14,2.08,3.4,0.3027,0.5428,0.6135,0.449,1.0711,1.2834
-20.6,-28.6,2.92,0.244529,0.179973,0.534998,510,66,23,9,14,0.42,5.0,12.8,18,2.07,3.35,0.3096,0.4932,0.5029,0.4316,1.0284,1.2426
-20.4,-40.2,1.65,0.232371,0.121862,0.654766,477,422,183,80,103,3.12,1.9,3.0,6,1.61,3.0,0.2116,0.4199,0.5136,0.3093,0.8773,1.0284
-20.4,-40.0,2.17,0.235713,0.152222,0.645867,494,322,146,67,79,2.39,2.09,3.1,6,1.61,3.0,0.2347,0.5055,0.6246,0.3317,0.8877,1.368
-20.4,-39.8,2.4,0.253084,0.183255,0.635389,505,220,99,52,47,1.42,2.3,4.0,6,1.68,3.0,0.255,0.4719,0.5984,0.3925,0.9233,1.357
-20.4,-29.6,2.9,0.256897,0.189982,0.568821,505,63,19,7,12,0.36,4.5,15.25,18,1.92,3.45,0.2473,0.4421,0.5257,0.3634,0.9035,1.0508
-20.4,-29.4,2.9,0.254991,0.188882,0.567851,509,68,22,9,13,0.39,4.85,14.4,18,2.08,3.4,0.2476,0.4372,0.5205,0.3801,0.8859,1.0031
-20.4,-29.2,2.9,0.251102,0.186187,0.56471,507,68,20,6,14,0.42,5.5,14.45,19,2.0,3.7,0.2706,0.452,0.5172,0.3563,0.8744,1.0081
-20.4,-29.0,2.9,0.246956,0.18256,0.562921,509,70,20,8,12,0.36,6.33,16.25,19,2.33,3.9,0.3119,0.4745,0.5,0.4709,1.1229,1.3008
-20.4,-28.8,2.91,0.243242,0.179635,0.554602,508,73,18,6,12,0.36,6.58,16.25,19,2.5,4.45,0.3043,0.4834,0.5,0.4858,1.1489,1.2553
-20.4,-28.6,2.91,0.240405,0.177482,0.546389,509,70,18,4,14,0.42,5.86,15.75,19,2.29,4.7,0.3261,0.5272,0.5776,0.4833,1.3422,1.5527
-20.2,-40.0,2.08,0.235969,0.144534,0.653511,475,366,157,76,81,2.45,2.25,4.0,6,1.78,3.0,0.2544,0.5236,0.6119,0.3877,0.9428,1.4163
-20.2,-39.8,2.32,0.24692,0.173014,0.640954,501,262,120,60,60,1.82,2.27,5.0,6,1.72,3.0,0.256,0.5141,0.6085,0.3845,0.9573,1.3789
-20.2,-29.6,2.89,0.251814,0.185897,0.577799,500,61,21,8,13,0.39,5.31,15.0,18,2.08,4.0,0.2544,0.4414,0.5208,0.3788,0.9072,1.0602
