grid_lat,grid_lon,n_compound_events_days,A_absolute_total_level_m,B_excess_over_local_datum_m,C_dimensionless_tidal_phase,D_surge_anomaly_only_m,latitude_band,abs_lat
-22.8,-41.6,483,1.27964369984764,0.6584177109827414,-0.03508594579610845,0.2129099992334532,SP/RJ,22.8
-22.6,-41.8,300,1.1342445282936096,0.4853140144348146,-0.0245379379290552,0.23748657899433398,SP/RJ,22.6
-22.6,-41.6,469,1.2568778176265738,0.6100628395038628,-0.03379693193282899,0.22850440912025316,SP/RJ,22.6
-22.6,-41.4,487,1.2990309562342857,0.6539885248797631,-0.03025049964310936,0.2202549126878216,SP/RJ,22.6
-22.4,-41.6,460,1.15983689315941,0.4940932441535203,-0.026010424894726,0.24711860308769534,SP/RJ,22.4
-22.4,-41.4,486,1.2504446259435311,0.5850965729650155,-0.031733590405182796,0.24111382292984343,SP/RJ,22.4
-22.4,-41.2,490,1.2958712587490375,0.634453536047011,-0.031483464751765305,0.22822210049705954,SP/RJ,22.4
-22.4,-41.0,480,1.3088650999280314,0.6522066531392435,-0.028014270753918633,0.19376726436983696,SP/RJ,22.4
-22.4,-40.8,431,1.313578248425039,0.6639949802594506,-0.03769837736082458,0.16237695794845244,SP/RJ,22.4
-22.2,-41.4,492,1.0761558887011151,0.3979905125147444,-0.02915753956432069,0.2647548751495528,SP/RJ,22.2
-22.2,-41.2,490,1.2526372790701534,0.5736472726233152,-0.029227821628604725,0.2589691354121171,SP/RJ,22.2
-22.2,-41.0,469,1.2963803364523945,0.6191600991972982,-0.03035041390210399,0.23351645629089382,SP/RJ,22.2
-22.2,-40.8,453,1.3110318616131285,0.63625624925885,-0.0384770165012536,0.19885569448208407,SP/RJ,22.2
-22.2,-40.6,428,1.3165584438872115,0.6478222602438705,-0.03255197390901789,0.17105871190837754,SP/RJ,22.2
-22.0,-40.8,419,1.2825934636493288,0.5688881742854677,-0.034769295428369325,0.23011015383791394,SP/RJ,22.0
-22.0,-40.6,430,1.3142610263893773,0.6152343463967014,-0.029311921607066478,0.20345781837086424,SP/RJ,22.0
-21.8,-40.8,295,1.2344884800910951,0.4808836984634399,-0.031603812117757535,0.23075614241251854,SP/RJ,21.8
-21.8,-40.6,387,1.2910937690072588,0.5559301399522358,-0.030256671056694724,0.20442000138247912,SP/RJ,21.8
-21.6,-40.8,210,1.2255083777081397,0.4461173750531106,-0.029001312157708504,0.228172650601414,SP/RJ,21.6
-21.6,-40.6,317,1.2725667750045704,0.514473119895165,-0.029117854930125496,0.19275399659506162,SP/RJ,21.6
-21.4,-40.8,185,1.2177883869731747,0.42710466447714207,-0.02609336985099118,0.23175155385089674,SP/RJ,21.4
-21.4,-40.6,278,1.2509867675012822,0.4822342879480596,-0.021752766618247085,0.19402498097646872,SP/RJ,21.4
-21.2,-40.8,185,1.2142292063945048,0.4179674070590252,-0.032017055070138904,0.24929694361480392,SP/RJ,21.2
-21.2,-40.6,252,1.223346942828761,0.44755473749505154,-0.021362568116047986,0.20341814521843812,SP/RJ,21.2
-21.2,-40.4,266,1.2436179509736542,0.5009749165154938,-0.01748117119837824,0.149330493517575,SP/RJ,21.2
-21.0,-40.8,235,1.1812013996408341,0.38800602086046915,-0.021093116350154623,0.25170815227617427,SP/RJ,21.0
-21.0,-40.6,272,1.192378347575226,0.4127704316969304,-0.01769792012301375,0.20593433778667797,SP/RJ,21.0
-21.0,-40.4,297,1.2215902404753045,0.4691718416181879,-0.023991507253794578,0.15645785032551787,SP/RJ,21.0
-21.0,-40.2,240,1.2838398916895188,0.5526619894678395,-0.0033024507525792808,0.12086446938291742,SP/RJ,21.0
-21.0,-29.4,91,1.3366904047491788,0.6966640976431606,-0.035438691016730646,0.08631378489413077,SP/RJ,21.0
-21.0,-29.2,85,1.3251271749244016,0.6907045865760131,-0.048827659390682926,0.08747811236107468,SP/RJ,21.0
-20.8,-40.4,305,1.1913636144653696,0.4290681060806651,-0.03243535948134943,0.1742012738524965,SP/RJ,20.8
-20.8,-40.2,284,1.2516604880526871,0.5050712804034564,-0.01828758149055149,0.1355532636865054,SP/RJ,20.8
-20.8,-40.0,220,1.3108577138591897,0.5761532193828712,-0.01983731977113377,0.11259375890664312,SP/RJ,20.8
-20.8,-29.6,85,1.345905749727698,0.6888529347672183,-0.03327533766956347,0.08641266905233089,SP/RJ,20.8
-20.8,-29.4,80,1.3466654178127648,0.6962849852070213,-0.024742627839841762,0.08815085535188572,SP/RJ,20.8
-20.8,-29.2,78,1.3343207666507135,0.6914656469455134,-0.03401154806669456,0.0878943287389916,SP/RJ,20.8
-20.8,-29.0,82,1.3292471529507057,0.6908142329716103,-0.026581322227462678,0.08483858694205831,SP/RJ,20.8
-20.8,-28.8,76,1.3334981808144795,0.6981199750382651,-0.023058261022131373,0.08390803820170563,SP/RJ,20.8
-20.8,-28.6,67,1.352880400152349,0.7202396330548757,-0.0022357321297162406,0.08331259098226951,SP/RJ,20.8
-20.6,-40.4,300,1.147475314448277,0.38298500807086633,-0.021200470089202672,0.20003710782641212,SP/RJ,20.6
-20.6,-40.2,321,1.2066098219601906,0.44590407674000637,-0.02370847036324621,0.15157394042075253,SP/RJ,20.6
-20.6,-40.0,255,1.2874731182584573,0.5363314389715008,-0.012740176573799113,0.11935519757744342,SP/RJ,20.6
-20.6,-29.8,73,1.3712738968329887,0.6974762536483269,-0.018588828058060357,0.08809924150199304,SP/RJ,20.6
-20.6,-29.6,74,1.3624465672550976,0.6939167944966136,-0.0181408917992237,0.08720551566914267,SP/RJ,20.6
-20.6,-29.4,77,1.3530704557508615,0.6907847344488294,-0.022657298915550652,0.08615473014678228,SP/RJ,20.6
-20.6,-29.2,83,1.337380380802844,0.678296764069293,-0.03259025799893476,0.08437206951789211,SP/RJ,20.6
-20.6,-29.0,79,1.3458966344217709,0.6945129006723815,-0.01367525203646925,0.08330259251696537,SP/RJ,20.6
-20.6,-28.8,78,1.3489857549086595,0.7042117709532761,-0.002161252670795107,0.08242603070757071,SP/RJ,20.6
-20.6,-28.6,86,1.3500969261277553,0.7064126700509427,-8.467445491944742e-05,0.07923180851963622,SP/RJ,20.6
-20.4,-40.2,328,1.1574665807096696,0.38803141339704755,-0.023890974626006832,0.17047906411472877,SP/RJ,20.4
-20.4,-40.0,297,1.2638629406790942,0.5023877233367176,-0.019352791675515357,0.12996466026524894,SP/RJ,20.4
-20.4,-39.8,211,1.3217509820704212,0.5706408097986928,-0.019062974757831207,0.10823818711634542,SP/RJ,20.4
-20.4,-29.6,77,1.3687864852416047,0.6868642282950413,-0.015039249299683914,0.08542063425996493,SP/RJ,20.4
-20.4,-29.4,84,1.3681389416612333,0.6875225628770534,-0.009103744668011417,0.08388067435308498,SP/RJ,20.4
-20.4,-29.2,88,1.3567128662358632,0.6794483904134144,-0.014867749360980924,0.08259704227996269,SP/RJ,20.4
-20.4,-29.0,88,1.3590258551253513,0.6838675928725437,-0.008486131734254694,0.0819228577801681,SP/RJ,20.4
-20.4,-28.8,89,1.350472939818093,0.6837943919589012,-0.0016261858596510067,0.0819562312285088,SP/RJ,20.4
-20.4,-28.6,90,1.3547501540515159,0.6974588013026449,0.0051269577392197485,0.0804617006081228,SP/RJ,20.4
-20.2,-40.0,314,1.258634999204593,0.4876728204974703,-0.018707560299938253,0.14461250357793284,SP/RJ,20.2
-20.2,-39.8,260,1.3107105417091112,0.5523514194328053,-0.011173915714187185,0.11438225298002287,SP/RJ,20.2
-20.2,-29.6,86,1.3690805990682093,0.6763433296666588,-0.009617418410904827,0.08502814918315871,SP/RJ,20.2
-20.2,-29.4,91,1.3622770092972032,0.672517206478905,-0.017838325575924734,0.08376714176315066,SP/RJ,20.2
-20.2,-29.2,89,1.353834729013818,0.6677933738807617,-0.025625858311148473,0.08373586072140736,SP/RJ,20.2
-20.2,-29.0,85,1.3575637045327356,0.6759577694359948,-0.006855985762808507,0.08479450445043923,SP/RJ,20.2
-20.2,-28.8,88,1.3616569548506627,0.6860812812704933,0.006727141715688386,0.08353100445426641,SP/RJ,20.2
-20.2,-28.6,93,1.3539358505638694,0.685655225220547,0.005094038858813254,0.08131535739550676,SP/RJ,20.2
-20.0,-40.0,371,1.262390389548479,0.4833115006553517,-0.013231446914626667,0.16019606106761813,ES/BA-S,20.0
-20.0,-39.8,313,1.3022287844088132,0.5345653890039974,-0.008294513139183753,0.12830429560796097,ES/BA-S,20.0
-20.0,-39.6,257,1.3299419295347157,0.5654530059850632,-0.01988868862901022,0.10916078778809238,ES/BA-S,20.0
-19.8,-40.0,413,1.2190076118664361,0.4336496239857293,-0.010609109705933688,0.18393884301558341,ES/BA-S,19.8
-19.8,-39.8,384,1.2720432601403446,0.48766955952160057,-0.015616109127915898,0.15622708830716084,ES/BA-S,19.8
-19.8,-39.6,315,1.3148165648986423,0.5408575004149997,-0.011874107614753614,0.12719681380909006,ES/BA-S,19.8
-19.8,-39.4,274,1.334158841493356,0.5596238292481779,-0.025833137159112726,0.10985125691080087,ES/BA-S,19.8
-19.6,-39.6,368,1.3142861578289582,0.486523709041269,-0.014594150136950885,0.15031878294778178,ES/BA-S,19.6
-19.6,-39.4,304,1.3388787890931493,0.5233015204926856,-0.007834133587876,0.12693578933340513,ES/BA-S,19.6
-19.4,-39.6,361,1.3107037034556477,0.3669419613406269,-0.010853377683121031,0.16655349566052108,ES/BA-S,19.4
-19.4,-39.4,330,1.3794200214292065,0.4524014266873851,-0.01492975837465639,0.14442374954120296,ES/BA-S,19.4
-19.2,-39.6,321,1.4261511817806607,0.30526828917201815,-0.002867297351048836,0.16914019340324116,ES/BA-S,19.2
-19.2,-39.4,328,1.4729597920324744,0.3933923357870522,-0.01500233692967669,0.1501948018991894,ES/BA-S,19.2
-19.0,-39.6,309,1.4824185818723103,0.2224626988461874,-0.012796135002071753,0.17436974681627954,ES/BA-S,19.0
-19.0,-39.4,344,1.5511643581265626,0.3350091628903567,-0.014713857429455279,0.15371628446445332,ES/BA-S,19.0
-18.8,-39.6,335,1.5144506582395354,0.13852609483163764,-0.010027974766389848,0.18035531885351846,ES/BA-S,18.8
-18.8,-39.4,354,1.5928708260678974,0.25976554805276086,-0.01911661097758253,0.1596161776053006,ES/BA-S,18.8
-18.6,-39.6,357,1.5944287917861086,0.11692728021231708,-0.006238401297338315,0.187666997667693,ES/BA-S,18.6
-18.6,-39.4,381,1.6592123597625672,0.23034854826964746,-0.009027666849336915,0.16653015151845238,ES/BA-S,18.6
-18.4,-39.6,386,1.6769819472274634,0.1201899979553074,-0.01198510077021788,0.19991803795168012,ES/BA-S,18.4
-18.4,-39.4,409,1.7179802943704183,0.20781095519042567,-0.01518989826276986,0.1803960783780385,ES/BA-S,18.4
-18.2,-39.4,467,1.727311339853152,0.15658263253961432,-0.0170599237113869,0.19968380338413017,ES/BA-S,18.2
-18.2,-39.2,471,1.7274315787854972,0.2252184583249872,-0.018011713499851822,0.18546232008284533,ES/BA-S,18.2
-18.2,-39.0,457,1.7123655636670554,0.2854642947080098,-0.015206152434778304,0.17702658278924838,ES/BA-S,18.2
-18.0,-39.4,547,1.6946738529902707,0.09195569045364961,-0.022065572543243976,0.22239403316577885,ES/BA-S,18.0
-18.0,-39.2,538,1.7291735800114707,0.19527055343066016,-0.02176005645793121,0.2079662063634472,ES/BA-S,18.0
-18.0,-39.0,512,1.714972879202105,0.25982141664717356,-0.015512876309870308,0.19649082545605712,ES/BA-S,18.0
-18.0,-38.8,464,1.656209860382409,0.2767039399722526,-0.012740637157142314,0.18195669955303007,ES/BA-S,18.0
-17.8,-39.0,513,1.6667447229981653,0.22658292261364413,-0.009800271667545168,0.19628313915671414,ES/BA-S,17.8
-17.8,-38.8,414,1.6029879246069039,0.2407972011877143,-0.013300113762877767,0.17151038371259544,ES/BA-S,17.8
-17.6,-39.0,421,1.5093392009406645,0.13439353653484182,-0.008499832123429871,0.1788804251387728,ES/BA-S,17.6
-17.6,-38.8,328,1.5417383299095602,0.2449004278404685,-0.018092431833544264,0.14986534207080326,ES/BA-S,17.6
-17.4,-39.0,279,1.4788495207131978,0.17652031424652298,-0.022830084257144896,0.16598774998923496,ES/BA-S,17.4
-17.4,-38.8,287,1.5140841839413195,0.2862053272823838,-0.019835251222011456,0.13761242679264366,ES/BA-S,17.4
-17.2,-39.0,284,1.4919216449201946,0.2510758454740887,-0.01197222964305899,0.16059214132543762,ES/BA-S,17.2
-17.2,-38.8,270,1.4803924691677093,0.3214832913875579,-0.009872661725493023,0.12521278506680156,ES/BA-S,17.2
-17.0,-39.0,331,1.4454305744063098,0.2538676357161242,-0.011903554644133469,0.1590388576232563,ES/BA-S,17.0
-17.0,-38.8,262,1.4421307709835869,0.3352487710141044,-0.008682155913549998,0.1202847266666919,ES/BA-S,17.0
-16.8,-39.0,321,1.4200978385139476,0.26874989139328126,-0.011553947634759023,0.1532581837105069,ES/BA-S,16.8
-16.8,-38.8,276,1.4518927797891092,0.35013327451719756,-0.004769300119143047,0.12125168515283509,ES/BA-S,16.8
-16.6,-39.0,348,1.3703426423257794,0.22505913402499822,-0.003526496900401095,0.15505491017328543,ES/BA-S,16.6
-16.6,-38.8,283,1.4787608846337552,0.3620120271355861,-0.004180443928774039,0.1273639425214192,ES/BA-S,16.6
-16.4,-38.8,324,1.478072487719265,0.34877611339828124,-0.0016301100821019667,0.13606477485466012,ES/BA-S,16.4
-16.4,-38.6,266,1.4845189374192316,0.39291122371989096,0.0021079978276205744,0.11843395228012486,ES/BA-S,16.4
-16.2,-38.8,345,1.4356557738608209,0.29219433186710736,-0.001166613302217141,0.14644388673453435,ES/BA-S,16.2
-16.2,-38.6,304,1.4901492399114526,0.3747010034459986,-0.0003100945167320436,0.12600101144369455,ES/BA-S,16.2
-16.0,-38.8,332,1.422942375795669,0.2840344187186425,0.006353851980967848,0.14825274027146954,ES/BA-S,16.0
-16.0,-38.6,283,1.4977743659550224,0.3826595817142998,0.005165789667582044,0.11934337445976607,ES/BA-S,16.0
-15.8,-38.8,272,1.3715226241990046,0.2676545926972348,0.00997958309966053,0.1296587325525941,ES/BA-S,15.8
-15.8,-38.6,220,1.494819425317374,0.40902640697630993,0.019862386671815134,0.10112597807572783,ES/BA-S,15.8
-15.8,-38.4,169,1.4815522137478256,0.3958187046841051,0.002174444187477131,0.08948441665047947,ES/BA-S,15.8
-15.6,-38.8,231,1.411804069069041,0.3129212270051369,0.01292644884652902,0.11780173642278004,ES/BA-S,15.6
-15.6,-38.6,194,1.4874833840070312,0.40256097494941406,0.015044927274422996,0.0953699747471502,ES/BA-S,15.6
-15.4,-38.8,224,1.4474216522116747,0.3519743741889086,0.018776833046095693,0.1114755978339248,ES/BA-S,15.4
-15.4,-38.6,170,1.49689642366241,0.4098420756704667,0.017816282930600152,0.09163734791145912,ES/BA-S,15.4
-15.2,-38.8,210,1.444287846883138,0.35402190526326505,0.020356390073549672,0.10536208905475297,ES/BA-S,15.2
-15.2,-38.6,151,1.4756748633274182,0.38600031899300635,-0.001697085125741572,0.08778856490219124,ES/BA-S,15.2
-15.0,-38.8,190,1.4595308295049165,0.3682579031743502,0.012223940837666104,0.09870394061465522,BA-N,15.0
-15.0,-38.6,132,1.4806828140760915,0.38679834599747825,-0.004132171153303981,0.08634717659396283,BA-N,15.0
-14.8,-38.8,183,1.4707424145904395,0.37384817421110594,0.010336765171921631,0.09496058776725166,BA-N,14.8
-14.8,-38.6,141,1.4835217527041198,0.3842017940172913,-0.010242637522175824,0.08397333336749079,BA-N,14.8
-14.6,-38.8,171,1.491668895984951,0.3886674206507833,0.012517147507156516,0.094819563825481,BA-N,14.6
-14.6,-38.6,135,1.487924028193509,0.38271389082626067,-0.020179032745634973,0.08475607941411856,BA-N,14.6
-14.4,-38.8,185,1.5051488570264868,0.39638878622570584,0.013863979690519826,0.09561056934005403,BA-N,14.4
-14.4,-38.6,130,1.5003235880686685,0.38887959163922536,-0.018631024880304152,0.08616948499654131,BA-N,14.4
-14.2,-38.8,200,1.4866929843425751,0.37206445479393024,0.008035602851308346,0.09837413155006682,BA-N,14.2
-14.2,-38.6,143,1.527527215889284,0.409568503311464,-0.0004852556720796059,0.08609406686702444,BA-N,14.2
-14.0,-38.8,224,1.4660230069288185,0.3453620104917459,-0.0025615235652268675,0.1007106065293529,BA-N,14.0
-14.0,-38.6,164,1.5360908356018181,0.4120331373520013,0.004570277671766617,0.08735508742617962,BA-N,14.0
-13.8,-38.8,241,1.4651334500164412,0.3351242041439436,0.003552507407990455,0.10503363554779918,BA-N,13.8
-13.8,-38.6,174,1.5415333477244981,0.4122092930064805,0.003023349437716416,0.08928390742551033,BA-N,13.8
-13.6,-38.8,264,1.4622048169600241,0.3292841226088279,0.00358200508499053,0.10632683878966073,BA-N,13.6
-13.6,-38.6,189,1.5533732528093633,0.4198475951555547,0.009695942554489115,0.09318557122980292,BA-N,13.6
-13.4,-38.8,268,1.4722267752485487,0.33606337364485034,0.006651570900727445,0.11097259222131478,BA-N,13.4
-13.4,-38.6,247,1.5448961482839543,0.4093766198949776,0.0005002109827096312,0.09803577722070057,BA-N,13.4
-13.4,-38.4,191,1.565627183308776,0.4273656028415524,0.008888381915663915,0.08803531302854149,BA-N,13.4
-13.2,-38.6,310,1.5494702494144441,0.4108567392826079,0.0033852743381972716,0.11359460682988705,BA-N,13.2
-13.2,-38.4,258,1.5578436242979627,0.41972046965776516,0.002692275318402119,0.0990651605718028,BA-N,13.2
-13.2,-38.2,190,1.564594867919621,0.4259798795925947,0.007031092916681974,0.08928866021227207,BA-N,13.2
-13.2,-38.0,143,1.547724089422426,0.40950976351757995,0.0015894295989262032,0.08191571009056561,BA-N,13.2
-13.0,-38.4,341,1.544879232298943,0.4095496281500788,0.004326577654767327,0.12129070218454954,BA-N,13.0
-13.0,-38.2,270,1.5485687818350613,0.41199887655399486,0.0008165969149786828,0.1009788088291267,BA-N,13.0
-13.0,-38.0,199,1.55158909029098,0.41450241273971056,0.004555099293049093,0.08680817235813264,BA-N,13.0
-13.0,-37.8,135,1.5389447005589802,0.40157583077748626,0.00045863512926993123,0.08132608219479166,BA-N,13.0
-12.8,-38.0,262,1.5445356022993117,0.4082753550687821,0.0031834016350230396,0.09948739375155824,BA-N,12.8
-12.8,-37.8,190,1.5400905012143289,0.4033198713315165,0.0006960875196102953,0.08525804089130809,BA-N,12.8
-12.6,-37.8,229,1.5344786557568213,0.39836792081724615,-0.002304454302877533,0.09579044869554222,BA-N,12.6
-12.6,-37.6,176,1.540872786058621,0.40257272483273004,0.003525851021285977,0.08285488060451279,BA-N,12.6
-12.4,-37.8,268,1.4858574393080242,0.32874398258195003,0.005703079678235495,0.10440955510984923,BA-N,12.4
-12.4,-37.6,210,1.5388623155014853,0.39968811639717644,0.0025044620633844755,0.09341383545883519,BA-N,12.4
-12.4,-37.4,152,1.5636150904588009,0.42216211041729734,0.021001130173744546,0.08137479372224109,BA-N,12.4
-12.2,-37.6,259,1.5177383409964074,0.371549390457772,0.006097807640250177,0.10075611653042112,BA-N,12.2
-12.2,-37.4,179,1.5481609722089502,0.4051239391278955,0.01003702727128739,0.087356756478054,BA-N,12.2
-12.0,-37.4,219,1.5303508977367453,0.3861033896877342,-0.0029838654972231407,0.09425863781002154,BA-N,12.0
-12.0,-37.2,144,1.5574736466838255,0.4127770533992185,0.015427840757407345,0.08283672846127543,BA-N,12.0
-11.8,-37.4,240,1.520419661079844,0.36796428350110844,-0.0004071867752271243,0.0997157985104326,BA-N,11.8
-11.8,-37.2,167,1.5517091278544444,0.40573964161787224,0.009085822979233394,0.0879479351615501,BA-N,11.8
-11.6,-37.4,270,1.622948097454177,0.26680293010340805,-0.0018413256094772094,0.10538564851714435,BA-N,11.6
-11.6,-37.2,214,1.522569583593128,0.3763089405877569,-0.003582379889336855,0.09535125468982138,BA-N,11.6
-11.6,-37.0,147,1.5534254533295728,0.40652608695078885,0.008954189443182011,0.0844483404319309,BA-N,11.6
-11.4,-37.2,241,1.4947917279860787,0.3286105928084664,-0.00499519909214846,0.10107419671573419,BA-N,11.4
-11.4,-37.0,185,1.550942119843251,0.4028165905540054,0.0023554373780330672,0.09164919591749719,BA-N,11.4
-11.4,-36.8,142,1.5391408010267873,0.3899186416411065,-0.0068709536292033795,0.08239958407273852,BA-N,11.4
-11.2,-37.0,230,1.5245660012960434,0.36843182504177086,-0.000627599985544808,0.10007647600427366,BA-N,11.2
-11.2,-36.8,175,1.543219631671906,0.39275667047500623,-0.010045391350891606,0.0915745307937395,BA-N,11.2
-11.0,-37.0,255,1.4010616525247983,0.23399045310768443,-0.01068355809496959,0.10863395738760429,BA-N,11.0
-11.0,-36.8,223,1.5537900278653802,0.4000548670377435,-0.010907071759042748,0.10109681706365853,BA-N,11.0
-11.0,-36.6,183,1.5387001957724002,0.38670718334411674,-0.014237372810465792,0.09204057989421369,BA-N,11.0
-10.8,-36.8,270,1.4514863723074949,0.282472562149719,-0.011293894463133888,0.1108344727882912,BA-N,10.8
-10.8,-36.6,235,1.5513971236918833,0.3812070993159679,-0.007289511984394133,0.10481020925273879,BA-N,10.8
-10.8,-36.4,183,1.53455942159142,0.37825801854576585,-0.02008293097870133,0.09450886912641777,BA-N,10.8
-10.8,-36.2,140,1.5260312093581472,0.3680881513442312,-0.025609985028346254,0.08317924468963732,BA-N,10.8
-10.6,-36.6,290,1.5290279663842299,0.33426075351649354,-0.004404903944253804,0.11712752056899305,BA-N,10.6
-10.6,-36.4,256,1.5388851583469658,0.3735739410389215,-0.01038636474544397,0.10994321201194637,BA-N,10.6
-10.6,-36.2,192,1.542475219319264,0.38087670380870503,-0.016568389399588667,0.09752756229226611,BA-N,10.6
-10.6,-36.0,150,1.5282237218221029,0.3661806033452353,-0.027045244320089926,0.08338672953022835,BA-N,10.6
-10.4,-36.2,235,1.5084781034195678,0.31927360131385474,-0.008391347899265812,0.10311656206301373,BA-N,10.4
-10.4,-36.0,187,1.5335358376171502,0.367806863274804,-0.024194829996133923,0.09315061724459818,BA-N,10.4
-10.4,-35.8,152,1.5345076903112627,0.3685839518316483,-0.02010085372478734,0.08278503725095233,BA-N,10.4
-10.2,-36.0,220,1.52320125319741,0.33859374739907006,-0.013048235223865461,0.10274456238549823,BA-N,10.2
-10.2,-35.8,188,1.5295016446012135,0.36159538411079556,-0.0300608115002633,0.09178637661732118,BA-N,10.2
-10.2,-35.6,150,1.5312796207865083,0.36198166336615895,-0.024175648956548404,0.08004374637195101,BA-N,10.2
-10.0,-35.8,225,1.497877968099382,0.31942972018983623,-0.023279551896579615,0.09938863391491405,NE,10.0
-10.0,-35.6,182,1.5303041039423628,0.35982442483469695,-0.030744860127622762,0.08860501161813829,NE,10.0
-10.0,-35.4,147,1.5308003347341705,0.3579917591039828,-0.030513407037534038,0.07818492327174513,NE,10.0
-9.8,-35.8,258,1.5543643852305966,0.35054449043994756,-0.023903629936064454,0.10559973626594922,NE,9.8
-9.8,-35.6,224,1.539724819042853,0.3507709425474917,-0.026919754829648593,0.09626581359424093,NE,9.8
-9.8,-35.4,188,1.5323642071891337,0.35517149535899484,-0.032772230756029114,0.08639183741710907,NE,9.8
-9.6,-35.6,262,1.4733502648486434,0.1920806429995838,-0.017515098226016233,0.10467787829823734,NE,9.6
-9.6,-35.4,222,1.5313863883952834,0.3246412168483478,-0.028537396135633043,0.09397750842325495,NE,9.6
-9.6,-35.2,189,1.5115680891685386,0.331535764377584,-0.04009570589918086,0.08316285682256573,NE,9.6
-9.4,-35.4,254,1.4376792027255683,0.16772578494755297,-0.021648966515754015,0.09964164407153413,NE,9.4
-9.4,-35.2,210,1.522004499832789,0.31202942411104845,-0.030682130241102508,0.08816158918438033,NE,9.4
-9.4,-35.0,167,1.5264449997754868,0.34567720135172,-0.027330337674950373,0.07811321563741921,NE,9.4
-9.2,-35.2,236,1.4781420295395087,0.22875581432954747,-0.02785133837495383,0.09391913366966319,NE,9.2
-9.2,-35.0,209,1.5019073330329367,0.3036478601859517,-0.044454459867057226,0.08217092454890221,NE,9.2
-9.2,-34.8,151,1.517219882374568,0.33029280222014884,-0.03492732265901165,0.07388268304333716,NE,9.2
-9.0,-35.0,221,1.4892027128470968,0.27812566645274883,-0.0479951065892655,0.08722745645466881,NE,9.0
-9.0,-34.8,183,1.507851355225662,0.3175571848460235,-0.04166553213604461,0.0771398858573048,NE,9.0
-8.8,-35.0,227,1.472084625137535,0.24415458000966642,-0.04752851399038172,0.09143133610464056,NE,8.8
-8.8,-34.8,204,1.4871589350788033,0.29180380583685994,-0.05790910290623471,0.07989825812703662,NE,8.8
-8.6,-34.8,216,1.4954570656987254,0.28694599926195763,-0.05188363982428058,0.08337443642392472,NE,8.6
-8.6,-34.6,199,1.515574383391208,0.3169176575077239,-0.03821284707882074,0.07463521164488664,NE,8.6
-8.4,-34.8,229,1.4660506712167025,0.2454910503594637,-0.04597611605883151,0.08476211066177697,NE,8.4
-8.4,-34.6,208,1.498532529390202,0.29520504049097124,-0.04882479439672265,0.07492084143647258,NE,8.4
-8.2,-34.8,242,1.51298104619438,0.2782370457595045,-0.03950561337740892,0.08575774410444548,NE,8.2
-8.2,-34.6,219,1.5091816914408178,0.2985660326807468,-0.038668874853537614,0.07711105735419164,NE,8.2
-8.0,-34.8,245,1.4983090262145413,0.2471817354888332,-0.03320082887657117,0.08566494543659475,NE,8.0
-8.0,-34.6,226,1.5167194210586294,0.28296395173642486,-0.03693126707109715,0.07878018982153205,NE,8.0
-8.0,-34.4,206,1.519769265119312,0.29813511556792033,-0.04120167565156932,0.07452840784706981,NE,8.0
-7.8,-34.8,260,1.4731494545134214,0.20055514566027213,-0.03175221705746315,0.0837155022228739,NE,7.8
-7.8,-34.6,231,1.4949098798619722,0.24384896486868593,-0.03822937075520918,0.07964613269783069,NE,7.8
-7.8,-34.4,212,1.5225669786896348,0.2927348301376938,-0.04252714773715941,0.07441227504865243,NE,7.8
-7.6,-34.8,255,1.4117116568602768,0.08004335146324323,-0.027255970529285523,0.08195710539687585,NE,7.6
-7.6,-34.6,217,1.4683175233239951,0.2009770778055016,-0.03753048616359394,0.08117335294385618,NE,7.6
-7.6,-34.4,206,1.5296370475037584,0.2950298516495716,-0.037633299453645346,0.07537245792870853,NE,7.6
-7.4,-34.6,206,1.4972007836965682,0.22377663513699778,-0.025005241246030655,0.07850718190994857,NE,7.4
-7.4,-34.4,215,1.5418148369012876,0.3021159977136657,-0.025886468258133576,0.07397329398304812,NE,7.4
-7.2,-34.6,208,1.5185278270536888,0.2412008378798001,-0.01963716067130977,0.07465391872097925,NE,7.2
-7.2,-34.4,209,1.5491801751857739,0.30334453713950943,-0.012723571534701177,0.07264518403096591,NE,7.2
-7.0,-34.8,205,1.3852038958450643,0.07756184128726405,-0.030386108323921426,0.07479049352778637,NE,7.0
-7.0,-34.6,194,1.5271049803526133,0.26057499111005944,-0.02263943618330228,0.07412419135241723,NE,7.0
-7.0,-34.4,213,1.5382114982241195,0.28621781822381454,-0.026874910385809747,0.07454842442975994,NE,7.0
-6.8,-34.8,197,1.3926337753153089,0.09515378817083893,-0.03511715326785345,0.07510454004976601,NE,6.8
-6.8,-34.6,189,1.5466101254577993,0.28577719584659306,-0.01524964668425123,0.07468949261218082,NE,6.8
-6.6,-34.8,191,1.4812098847009751,0.20067125421544024,-0.028077918979959347,0.0754831422931825,NE,6.6
-6.6,-34.6,196,1.550782594145561,0.28630002445104175,-0.009721882773948212,0.07274456767100156,NE,6.6
-6.4,-34.8,216,1.5119795806430005,0.23740463328582276,-0.03083577665424379,0.07565717949680442,NE,6.4
-6.4,-34.6,203,1.5631713300209327,0.29341982893755875,-0.01416328739839191,0.07249766368198894,NE,6.4
-6.2,-35.0,203,1.4100278599802496,0.1156977875772956,-0.03093189123740747,0.07442264313144686,NE,6.2
