grid_lat,grid_lon,n_compound_events_days,A_absolute_total_level_m,B_excess_over_local_datum_m,C_dimensionless_tidal_phase,D_surge_anomaly_only_m,latitude_band,abs_lat
-23.8,-45.8,674,1.2867229683109136,0.6530098063655707,-0.038535657180776096,0.3352299660427774,SP/RJ,23.8
-23.8,-45.6,695,1.2292284278518004,0.6123340634948059,-0.03799200817760633,0.3332569066898723,SP/RJ,23.8
-23.8,-45.4,651,1.1024748986767183,0.5040809577511203,-0.04291346097121416,0.3118737871690848,SP/RJ,23.8
-23.8,-45.2,477,1.1152328259102704,0.5565674192063215,-0.0391900667369438,0.2857247863023296,SP/RJ,23.8
-23.8,-45.0,514,1.2632636814613751,0.7098967581291606,-0.03625724372601511,0.2531455663937271,SP/RJ,23.8
-23.8,-44.8,537,1.2670541823409789,0.7203060806297058,-0.0407987689203622,0.2197478527811243,SP/RJ,23.8
-23.8,-44.6,545,1.266721061082608,0.7263054641206331,-0.036610836235082996,0.18963465440636648,SP/RJ,23.8
-23.6,-45.2,312,1.081528947970424,0.5106452328176835,-0.018655320719856736,0.3072102579143963,SP/RJ,23.6
-23.6,-45.0,466,1.1815732075325152,0.6178013040176533,-0.03639377992893665,0.2793189932213763,SP/RJ,23.6
-23.6,-44.8,537,1.2502465752444232,0.6910439995608294,-0.038231000074284496,0.2567154556250196,SP/RJ,23.6
-23.6,-44.6,558,1.2700710446924293,0.7151222736925208,-0.03842885083476086,0.23307257858051403,SP/RJ,23.6
-23.6,-44.4,564,1.2749382272177767,0.723626650851352,-0.03735543903686155,0.20865088788234254,SP/RJ,23.6
-23.6,-44.2,563,1.2737347110894182,0.7262670025017715,-0.0356461110868847,0.186898628147245,SP/RJ,23.6
-23.6,-44.0,558,1.2721670049225988,0.7292967337166965,-0.02867040080376248,0.1678660453849236,SP/RJ,23.6
-23.4,-44.4,582,1.271404010889559,0.7043460794663716,-0.03974778375020817,0.24778314055038503,SP/RJ,23.4
-23.4,-44.2,594,1.2789188566457743,0.7167254152547831,-0.03852990994301663,0.22779994582394392,SP/RJ,23.4
-23.4,-44.0,587,1.2768737005136488,0.7199647473237991,-0.03782221988135399,0.2110858572611993,SP/RJ,23.4
-23.4,-43.8,587,1.2695736179664554,0.720057774575037,-0.03881104990248175,0.196424691200536,SP/RJ,23.4
-23.4,-43.6,580,1.2642518456922525,0.7207390244947425,-0.036787717813318,0.18416878090488442,SP/RJ,23.4
-23.4,-43.4,570,1.2624373161897324,0.7223613107309006,-0.03565023392914425,0.17161670258476708,SP/RJ,23.4
-23.4,-43.2,551,1.2628077435596237,0.724939541826988,-0.03409736834751258,0.16107320602474826,SP/RJ,23.4
-23.4,-43.0,527,1.2658451579525305,0.7294515036060644,-0.03479555661113011,0.14845603378235997,SP/RJ,23.4
-23.4,-42.8,488,1.275676120781019,0.7400929227104931,-0.030566068804439354,0.13591581489144744,SP/RJ,23.4
-23.4,-42.6,454,1.2861975866858129,0.7509346443716649,-0.027136203626900886,0.12730849020146054,SP/RJ,23.4
-23.4,-42.2,427,1.2974571078178196,0.7578808277007847,-0.027499462413052456,0.12478357669624725,SP/RJ,23.4
-23.4,-42.0,431,1.3066486253746703,0.7623573794373227,-0.02321068163937294,0.13064018387529125,SP/RJ,23.4
-23.2,-44.4,605,1.1939228524871108,0.6021170248694657,-0.04549333200417901,0.2758150086523065,SP/RJ,23.2
-23.2,-44.2,636,1.2196813713267165,0.6478370557978469,-0.03923010984873883,0.2668147002655386,SP/RJ,23.2
-23.2,-44.0,600,1.2174659408728281,0.6451363600889842,-0.03583320198317255,0.25804984655695024,SP/RJ,23.2
-23.2,-43.8,591,1.248058044925559,0.6891852736624364,-0.03763234002389061,0.24602036686574363,SP/RJ,23.2
-23.2,-43.6,592,1.2613723658830733,0.7097671412736982,-0.03986025761582435,0.23538415378012575,SP/RJ,23.2
-23.2,-43.4,595,1.2652445117515676,0.7163996020835989,-0.03760234483271607,0.22289519062668361,SP/RJ,23.2
-23.2,-43.2,592,1.265495238888606,0.7181349259499159,-0.036123588995427565,0.21238241949854214,SP/RJ,23.2
-23.2,-43.0,584,1.2647843046726224,0.7191414876522062,-0.03666500826346762,0.2004323232696974,SP/RJ,23.2
-23.2,-42.8,561,1.268565231535099,0.7244697153302652,-0.03674488998680552,0.18409781257033422,SP/RJ,23.2
-23.2,-42.6,554,1.2729182090408535,0.7286708917267055,-0.03138133784878795,0.1665387841047903,SP/RJ,23.2
-23.2,-42.4,540,1.2788050712203538,0.7326127947425402,-0.03104266104704496,0.15710198115259366,SP/RJ,23.2
-23.2,-42.2,530,1.286809494208615,0.7363871118538785,-0.031846956253703755,0.1547927737195802,SP/RJ,23.2
-23.2,-42.0,526,1.2950554831144703,0.7371110184309374,-0.031068714887529214,0.15726618545331886,SP/RJ,23.2
-23.2,-41.8,496,1.3053021414896413,0.7393321617266104,-0.032689859913350924,0.16324404101940887,SP/RJ,23.2
-23.0,-44.4,617,0.9653864181263908,0.346756294987963,-0.045256180698641096,0.2939344486185163,SP/RJ,23.0
-23.0,-44.0,560,1.034847261535802,0.36941685878006475,-0.04698365515365709,0.2960219836747092,SP/RJ,23.0
-23.0,-43.4,626,1.1281359746385689,0.5761382892061346,-0.041530718700200295,0.27396991957189787,SP/RJ,23.0
-23.0,-43.2,610,1.1629811712513203,0.6056670614490745,-0.03936299534752588,0.2689789755534648,SP/RJ,23.0
-23.0,-43.0,599,1.2154261270951547,0.6631711641740123,-0.04053807817052073,0.2645591854229774,SP/RJ,23.0
-23.0,-42.8,593,1.240565513428709,0.6918486941423626,-0.04164524597549347,0.2543789396166105,SP/RJ,23.0
-23.0,-42.6,606,1.250368914315508,0.7013637396786669,-0.036063396946609205,0.23781014745800524,SP/RJ,23.0
-23.0,-42.4,613,1.2625823152201405,0.7113723528521291,-0.03127748647466616,0.22535216252810725,SP/RJ,23.0
-23.0,-42.2,608,1.2727864886560527,0.7172383810319989,-0.032281672442825406,0.21888825738218606,SP/RJ,23.0
-23.0,-42.0,569,1.2810416797683404,0.70973676243283,-0.029590594476232624,0.21019516567987057,SP/RJ,23.0
-23.0,-41.8,537,1.294929198185381,0.7079471029438343,-0.030612512992794865,0.1959951085843047,SP/RJ,23.0
-23.0,-41.6,518,1.3090716846085886,0.7144345052338935,-0.032647834361009896,0.188123088123438,SP/RJ,23.0
-22.8,-41.8,409,1.1636749670711009,0.5445219919887032,-0.03526962417777973,0.2260197846472038,SP/RJ,22.8
