grid_lat,grid_lon,i_lat,i_lon,hs_q90,ssh_total_mean,ssh_total_q90,ssh_total_anomaly_q90,ssh_total_q90_minus_mean,threshold_translation_error,catalog_thr_ssh_total_abs,catalog_ssh_total_episode_count,ssh_total_exceedance_day_count,ssh_total_anomaly_exceedance_day_count,ssh_total_episode_count,ssh_total_anomaly_episode_count,ssh_total_mask_difference_day_count,compound_day_count_raw_ssh_total,compound_day_count_ssh_total_anomaly,compound_event_count_raw_ssh_total,compound_event_count_ssh_total_anomaly,delta_ssh_total_exceedance_day_count,delta_ssh_total_episode_count,delta_compound_day_count,delta_compound_event_count,delta_catalog_vs_recomputed_ssh_total_episode_count,ssh_total_episode_count_annual_mean,ssh_total_anomaly_episode_count_annual_mean,compound_event_count_raw_ssh_total_annual_mean,compound_event_count_ssh_total_anomaly_annual_mean
-27.2,-48.2,39,34,2.29,0.423636,0.627804,0.204168,0.204168,0.0,0.627804,564,1206,1206,564,564,0,256,256,181,181,0,0,0,0,0,17.09090909090909,17.09090909090909,5.484848484848484,5.484848484848484
-27.2,-48.0,39,35,2.68,0.40862,0.59299,0.18437,0.18437,0.0,0.59299,531,1206,1206,531,531,0,297,297,201,201,0,0,0,0,0,16.09090909090909,16.09090909090909,6.090909090909091,6.090909090909091
-27.0,-48.4,40,33,1.82,0.465862,0.701233,0.235372,0.235372,0.0,0.701233,551,1206,1206,551,551,0,155,155,122,122,0,0,0,0,0,16.696969696969695,16.696969696969695,3.696969696969697,3.696969696969697
-27.0,-48.2,40,34,2.33,0.450989,0.668202,0.217213,0.217213,0.0,0.668202,547,1206,1206,547,547,0,246,246,172,172,0,0,0,0,0,16.575757575757574,16.575757575757574,5.212121212121212,5.212121212121212
-26.8,-48.4,41,33,1.93,0.491665,0.738105,0.24644,0.24644,0.0,0.738105,551,1206,1206,551,551,0,197,197,148,148,0,0,0,0,0,16.696969696969695,16.696969696969695,4.484848484848484,4.484848484848484
-26.8,-48.2,41,34,2.32,0.477252,0.708005,0.230753,0.230753,0.0,0.708005,537,1206,1206,537,537,0,259,259,182,182,0,0,0,0,0,16.272727272727273,16.272727272727273,5.515151515151516,5.515151515151516
-26.6,-48.6,42,32,1.69,0.530059,0.804596,0.274537,0.274537,-0.0,0.804596,568,1206,1206,568,568,0,176,176,140,140,0,0,0,0,0,17.21212121212121,17.21212121212121,4.242424242424242,4.242424242424242
-26.6,-48.4,42,33,1.94,0.517503,0.777364,0.25986,0.25986,-0.0,0.777364,545,1206,1206,545,545,0,214,214,161,161,0,0,0,0,0,16.515151515151516,16.515151515151516,4.878787878787879,4.878787878787879
-26.6,-48.2,42,34,2.29,0.502744,0.746706,0.243962,0.243962,0.0,0.746706,527,1206,1206,527,527,0,256,256,176,176,0,0,0,0,0,15.969696969696969,15.969696969696969,5.333333333333333,5.333333333333333
-26.4,-48.4,43,33,1.63,0.54779,0.822534,0.274744,0.274744,0.0,0.822534,546,1206,1206,546,546,0,229,229,166,166,0,0,0,0,0,16.545454545454547,16.545454545454547,5.03030303030303,5.03030303030303
-26.4,-48.2,43,34,2.24,0.530923,0.790578,0.259655,0.259655,-0.0,0.790578,526,1206,1206,526,526,0,250,250,178,178,0,0,0,0,0,15.93939393939394,15.93939393939394,5.393939393939394,5.393939393939394
-26.2,-48.4,44,33,1.34,0.592276,0.887295,0.295019,0.295019,0.0,0.887295,543,1206,1206,543,543,0,211,211,160,160,0,0,0,0,0,16.454545454545453,16.454545454545453,4.848484848484849,4.848484848484849
-26.2,-48.2,44,34,2.0,0.563063,0.839095,0.276032,0.276032,-0.0,0.839095,530,1206,1206,530,530,0,252,252,185,185,0,0,0,0,0,16.060606060606062,16.060606060606062,5.606060606060606,5.606060606060606
-26.0,-48.4,45,33,1.26,0.630371,0.946672,0.3163,0.3163,0.0,0.946672,541,1206,1206,541,541,0,197,197,152,152,0,0,0,0,0,16.393939393939394,16.393939393939394,4.606060606060606,4.606060606060606
-26.0,-48.2,45,34,1.85,0.597168,0.894102,0.296934,0.296934,0.0,0.894102,534,1206,1206,534,534,0,242,242,177,177,0,0,0,0,0,16.181818181818183,16.181818181818183,5.363636363636363,5.363636363636363
-25.8,-48.2,46,34,1.8,0.629735,0.946518,0.316784,0.316784,0.0,0.946518,537,1206,1206,537,537,0,246,246,187,187,0,0,0,0,0,16.272727272727273,16.272727272727273,5.666666666666667,5.666666666666667
-25.8,-48.0,46,35,2.15,0.595539,0.889751,0.294211,0.294211,-0.0,0.889751,523,1206,1206,523,523,0,283,283,199,199,0,0,0,0,0,15.848484848484848,15.848484848484848,6.03030303030303,6.03030303030303
-25.6,-48.4,47,33,1.33,0.687887,1.042799,0.354912,0.354912,0.0,1.042799,540,1206,1206,540,540,0,253,253,186,186,0,0,0,0,0,16.363636363636363,16.363636363636363,5.636363636363637,5.636363636363637
-25.6,-48.2,47,34,1.67,0.653613,0.990614,0.337001,0.337001,0.0,0.990614,541,1206,1206,541,541,0,264,264,194,194,0,0,0,0,0,16.393939393939394,16.393939393939394,5.878787878787879,5.878787878787879
-25.6,-48.0,47,35,2.06,0.620669,0.931026,0.310357,0.310357,0.0,0.931026,530,1206,1206,530,530,0,281,281,196,196,0,0,0,0,0,16.060606060606062,16.060606060606062,5.9393939393939394,5.9393939393939394
-25.6,-47.8,47,36,2.27,0.589049,0.878688,0.289638,0.289638,0.0,0.878688,524,1206,1206,524,524,0,291,291,203,203,0,0,0,0,0,15.878787878787879,15.878787878787879,6.151515151515151,6.151515151515151
-25.4,-48.0,48,35,1.89,0.635067,0.960932,0.325865,0.325865,-0.0,0.960932,540,1206,1206,540,540,0,292,292,204,204,0,0,0,0,0,16.363636363636363,16.363636363636363,6.181818181818182,6.181818181818182
-25.4,-47.8,48,36,2.06,0.610029,0.915769,0.30574,0.30574,0.0,0.915769,537,1206,1206,537,537,0,290,290,203,203,0,0,0,0,0,16.272727272727273,16.272727272727273,6.151515151515151,6.151515151515151
-25.4,-47.6,48,37,2.31,0.579285,0.86519,0.285905,0.285905,-0.0,0.86519,524,1206,1206,524,524,0,295,295,204,204,0,0,0,0,0,15.878787878787879,15.878787878787879,6.181818181818182,6.181818181818182
-25.2,-47.8,49,36,1.85,0.624261,0.946431,0.32217,0.32217,0.0,0.946431,542,1206,1206,542,542,0,294,294,204,204,0,0,0,0,0,16.424242424242426,16.424242424242426,6.181818181818182,6.181818181818182
-25.2,-47.6,49,37,2.18,0.598531,0.90061,0.302079,0.302079,0.0,0.90061,524,1206,1206,524,524,0,298,298,205,205,0,0,0,0,0,15.878787878787879,15.878787878787879,6.212121212121212,6.212121212121212
-25.0,-47.8,50,36,1.29,0.62984,0.962728,0.332888,0.332888,0.0,0.962728,554,1206,1206,554,554,0,275,275,197,197,0,0,0,0,0,16.78787878787879,16.78787878787879,5.96969696969697,5.96969696969697
-25.0,-47.6,50,37,2.04,0.609996,0.926354,0.316358,0.316358,-0.0,0.926354,539,1206,1206,539,539,0,310,310,212,212,0,0,0,0,0,16.333333333333332,16.333333333333332,6.424242424242424,6.424242424242424
-25.0,-47.4,50,38,2.2,0.582266,0.880617,0.298351,0.298351,0.0,0.880617,530,1206,1206,530,530,0,322,322,217,217,0,0,0,0,0,16.060606060606062,16.060606060606062,6.575757575757576,6.575757575757576
-25.0,-47.2,50,39,2.34,0.554588,0.834319,0.279731,0.279731,0.0,0.834319,516,1206,1206,516,516,0,314,314,206,206,0,0,0,0,0,15.636363636363637,15.636363636363637,6.242424242424242,6.242424242424242
-24.8,-47.4,51,38,2.04,0.588869,0.901653,0.312784,0.312784,-0.0,0.901653,545,1206,1206,545,545,0,332,332,224,224,0,0,0,0,0,16.515151515151516,16.515151515151516,6.787878787878788,6.787878787878788
-24.8,-47.2,51,39,2.25,0.563254,0.858228,0.294974,0.294974,0.0,0.858228,531,1206,1206,531,531,0,330,330,219,219,0,0,0,0,0,16.09090909090909,16.09090909090909,6.636363636363637,6.636363636363637
-24.8,-47.0,51,40,2.36,0.540443,0.817596,0.277153,0.277153,0.0,0.817596,521,1206,1206,521,521,0,331,331,211,211,0,0,0,0,0,15.787878787878787,15.787878787878787,6.393939393939394,6.393939393939394
-24.8,-46.8,51,41,2.45,0.521479,0.780911,0.259433,0.259433,0.0,0.780911,503,1206,1206,503,503,0,333,333,208,208,0,0,0,0,0,15.242424242424242,15.242424242424242,6.303030303030303,6.303030303030303
-24.6,-47.2,52,39,1.99,0.564364,0.873261,0.308897,0.308897,0.0,0.873261,549,1206,1206,549,549,0,355,355,234,234,0,0,0,0,0,16.636363636363637,16.636363636363637,7.090909090909091,7.090909090909091
-24.6,-47.0,52,40,2.21,0.547916,0.839026,0.29111,0.29111,-0.0,0.839026,539,1206,1206,539,539,0,360,360,232,232,0,0,0,0,0,16.333333333333332,16.333333333333332,7.03030303030303,7.03030303030303
-24.6,-46.8,52,41,2.31,0.531691,0.804673,0.272982,0.272982,0.0,0.804673,528,1206,1206,528,528,0,346,346,219,219,0,0,0,0,0,16.0,16.0,6.636363636363637,6.636363636363637
-24.6,-46.6,52,42,2.44,0.51584,0.771303,0.255463,0.255463,-0.0,0.771303,519,1206,1206,519,519,0,349,349,217,217,0,0,0,0,0,15.727272727272727,15.727272727272727,6.575757575757576,6.575757575757576
-24.4,-46.8,53,41,2.14,0.540005,0.825983,0.285979,0.285979,0.0,0.825983,533,1206,1206,533,533,0,379,379,237,237,0,0,0,0,0,16.151515151515152,16.151515151515152,7.181818181818182,7.181818181818182
-24.4,-46.6,53,42,2.25,0.526398,0.796151,0.269753,0.269753,0.0,0.796151,531,1206,1206,531,531,0,381,381,239,239,0,0,0,0,0,16.09090909090909,16.09090909090909,7.242424242424242,7.242424242424242
-24.4,-46.4,53,43,2.36,0.511681,0.766907,0.255226,0.255226,0.0,0.766907,528,1206,1206,528,528,0,374,374,232,232,0,0,0,0,0,16.0,16.0,7.03030303030303,7.03030303030303
-24.4,-46.2,53,44,2.43,0.496168,0.738325,0.242156,0.242156,0.0,0.738325,518,1206,1206,518,518,0,380,380,233,233,0,0,0,0,0,15.696969696969697,15.696969696969697,7.0606060606060606,7.0606060606060606
-24.4,-46.0,53,45,2.5,0.480106,0.709194,0.229088,0.229088,-0.0,0.709194,519,1206,1206,519,519,0,373,373,223,223,0,0,0,0,0,15.727272727272727,15.727272727272727,6.757575757575758,6.757575757575758
-24.4,-45.2,53,49,2.75,0.450371,0.62818,0.177808,0.177808,0.0,0.62818,450,1206,1206,450,450,0,288,288,163,163,0,0,0,0,0,13.636363636363637,13.636363636363637,4.9393939393939394,4.9393939393939394
-24.2,-46.6,54,42,2.13,0.533882,0.817998,0.284116,0.284116,0.0,0.817998,538,1206,1206,538,538,0,405,405,248,248,0,0,0,0,0,16.303030303030305,16.303030303030305,7.515151515151516,7.515151515151516
-24.2,-46.4,54,43,2.22,0.522031,0.792674,0.270643,0.270643,0.0,0.792674,537,1206,1206,537,537,0,411,411,249,249,0,0,0,0,0,16.272727272727273,16.272727272727273,7.545454545454546,7.545454545454546
-24.2,-46.2,54,44,2.27,0.50771,0.763648,0.255937,0.255937,-0.0,0.763648,531,1206,1206,531,531,0,406,406,245,245,0,0,0,0,0,16.09090909090909,16.09090909090909,7.424242424242424,7.424242424242424
-24.2,-46.0,54,45,2.37,0.491606,0.73401,0.242404,0.242404,-0.0,0.73401,526,1206,1206,526,526,0,396,396,239,239,0,0,0,0,0,15.93939393939394,15.93939393939394,7.242424242424242,7.242424242424242
-24.2,-45.8,54,46,2.48,0.475768,0.705542,0.229774,0.229774,-0.0,0.705542,520,1206,1206,520,520,0,410,410,243,243,0,0,0,0,0,15.757575757575758,15.757575757575758,7.363636363636363,7.363636363636363
-24.2,-45.6,54,47,2.52,0.463818,0.679274,0.215456,0.215456,0.0,0.679274,513,1206,1206,513,513,0,395,395,232,232,0,0,0,0,0,15.545454545454545,15.545454545454545,7.03030303030303,7.03030303030303
-24.2,-45.4,54,48,2.61,0.455005,0.657961,0.202957,0.202957,0.0,0.657961,500,1206,1206,500,500,0,378,378,224,224,0,0,0,0,0,15.151515151515152,15.151515151515152,6.787878787878788,6.787878787878788
-24.2,-45.2,54,49,2.67,0.447409,0.638505,0.191096,0.191096,-0.0,0.638505,484,1206,1206,484,484,0,351,351,197,197,0,0,0,0,0,14.666666666666666,14.666666666666666,5.96969696969697,5.96969696969697
-24.2,-45.0,54,50,2.718,0.445747,0.623768,0.178022,0.178022,0.0,0.623768,454,1206,1206,454,454,0,300,300,166,166,0,0,0,0,0,13.757575757575758,13.757575757575758,5.03030303030303,5.03030303030303
-24.0,-46.4,55,43,1.83,0.526091,0.809732,0.283641,0.283641,0.0,0.809732,557,1206,1206,557,557,0,474,474,285,285,0,0,0,0,0,16.87878787878788,16.87878787878788,8.636363636363637,8.636363636363637
-24.0,-46.2,55,44,1.92,0.512249,0.785114,0.272865,0.272865,0.0,0.785114,555,1206,1206,555,555,0,459,459,273,273,0,0,0,0,0,16.818181818181817,16.818181818181817,8.272727272727273,8.272727272727273
-24.0,-46.0,55,45,2.22,0.503172,0.762976,0.259803,0.259803,0.0,0.762976,546,1206,1206,546,546,0,445,445,264,264,0,0,0,0,0,16.545454545454547,16.545454545454547,8.0,8.0
-24.0,-45.8,55,46,2.23,0.48896,0.736383,0.247423,0.247423,0.0,0.736383,540,1206,1206,540,540,0,455,455,271,271,0,0,0,0,0,16.363636363636363,16.363636363636363,8.212121212121213,8.212121212121213
-24.0,-45.6,55,47,2.29,0.472027,0.707428,0.235401,0.235401,0.0,0.707428,529,1206,1206,529,529,0,435,435,254,254,0,0,0,0,0,16.03030303030303,16.03030303030303,7.696969696969697,7.696969696969697
-24.0,-45.4,55,48,2.43,0.453388,0.68058,0.227192,0.227192,0.0,0.68058,519,1206,1206,519,519,0,431,431,244,244,0,0,0,0,0,15.727272727272727,15.727272727272727,7.393939393939394,7.393939393939394
-24.0,-45.2,55,49,2.53,0.439848,0.653875,0.214026,0.214026,0.0,0.653875,517,1206,1206,517,517,0,401,401,230,230,0,0,0,0,0,15.666666666666666,15.666666666666666,6.96969696969697,6.96969696969697
-24.0,-45.0,55,50,2.61,0.44229,0.637267,0.194977,0.194977,0.0,0.637267,484,1206,1206,484,484,0,360,360,206,206,0,0,0,0,0,14.666666666666666,14.666666666666666,6.242424242424242,6.242424242424242
-24.0,-44.8,55,51,2.68,0.444542,0.62629,0.181748,0.181748,-0.0,0.62629,462,1206,1206,462,462,0,322,322,177,177,0,0,0,0,0,14.0,14.0,5.363636363636363,5.363636363636363
-23.8,-45.8,56,46,1.89,0.496999,0.762736,0.265736,0.265736,0.0,0.762736,558,1206,1206,558,558,0,513,513,298,298,0,0,0,0,0,16.90909090909091,16.90909090909091,9.030303030303031,9.030303030303031
-23.8,-45.6,56,47,1.698,0.483158,0.745341,0.262183,0.262183,-0.0,0.745341,558,1206,1206,558,558,0,525,525,300,300,0,0,0,0,0,16.90909090909091,16.90909090909091,9.090909090909092,9.090909090909092
-23.8,-45.4,56,48,1.3,0.476135,0.718577,0.242442,0.242442,0.0,0.718577,563,1206,1206,563,563,0,500,500,289,289,0,0,0,0,0,17.060606060606062,17.060606060606062,8.757575757575758,8.757575757575758
-23.8,-45.2,56,49,1.65,0.451494,0.673976,0.222481,0.222481,-0.0,0.673976,537,1206,1206,537,537,0,363,363,225,225,0,0,0,0,0,16.272727272727273,16.272727272727273,6.818181818181818,6.818181818181818
-23.8,-45.0,56,50,2.4,0.446934,0.656132,0.209198,0.209198,0.0,0.656132,514,1206,1206,514,514,0,375,375,217,217,0,0,0,0,0,15.575757575757576,15.575757575757576,6.575757575757576,6.575757575757576
-23.8,-44.8,56,51,2.54,0.445091,0.641542,0.196451,0.196451,0.0,0.641542,495,1206,1206,495,495,0,374,374,216,216,0,0,0,0,0,15.0,15.0,6.545454545454546,6.545454545454546
-23.8,-44.6,56,52,2.63,0.445776,0.633104,0.187329,0.187329,0.0,0.633104,472,1206,1206,472,472,0,361,361,200,200,0,0,0,0,0,14.303030303030303,14.303030303030303,6.0606060606060606,6.0606060606060606
-23.6,-45.2,57,49,1.39,0.457694,0.691885,0.234191,0.234191,0.0,0.691885,553,1206,1206,553,553,0,254,254,181,181,0,0,0,0,0,16.757575757575758,16.757575757575758,5.484848484848484,5.484848484848484
-23.6,-45.0,57,50,1.97,0.451507,0.6723,0.220793,0.220793,0.0,0.6723,523,1206,1206,523,523,0,356,356,218,218,0,0,0,0,0,15.848484848484848,15.848484848484848,6.606060606060606,6.606060606060606
-23.6,-44.8,57,51,2.32,0.448495,0.660824,0.21233,0.21233,0.0,0.660824,512,1206,1206,512,512,0,395,395,221,221,0,0,0,0,0,15.515151515151516,15.515151515151516,6.696969696969697,6.696969696969697
-23.6,-44.6,57,52,2.48,0.44773,0.650302,0.202572,0.202572,0.0,0.650302,492,1206,1206,492,492,0,398,398,218,218,0,0,0,0,0,14.909090909090908,14.909090909090908,6.606060606060606,6.606060606060606
-23.6,-44.4,57,53,2.58,0.447444,0.642802,0.195357,0.195357,-0.0,0.642802,475,1206,1206,475,475,0,387,387,214,214,0,0,0,0,0,14.393939393939394,14.393939393939394,6.484848484848484,6.484848484848484
-23.6,-44.2,57,54,2.64,0.448483,0.638087,0.189603,0.189603,-0.0,0.638087,457,1206,1206,457,457,0,366,366,197,197,0,0,0,0,0,13.848484848484848,13.848484848484848,5.96969696969697,5.96969696969697
-23.6,-44.0,57,55,2.68,0.449458,0.633894,0.184436,0.184436,0.0,0.633894,443,1206,1206,443,443,0,338,338,181,181,0,0,0,0,0,13.424242424242424,13.424242424242424,5.484848484848484,5.484848484848484
-23.4,-44.4,58,53,2.4,0.453182,0.663875,0.210693,0.210693,-0.0,0.663875,500,1206,1206,500,500,0,415,415,232,232,0,0,0,0,0,15.151515151515152,15.151515151515152,7.03030303030303,7.03030303030303
-23.4,-44.2,58,54,2.49,0.450562,0.654419,0.203856,0.203856,0.0,0.654419,478,1206,1206,478,478,0,418,418,227,227,0,0,0,0,0,14.484848484848484,14.484848484848484,6.878787878787879,6.878787878787879
-23.4,-44.0,58,55,2.548,0.447515,0.64719,0.199675,0.199675,-0.0,0.64719,472,1206,1206,472,472,0,395,395,215,215,0,0,0,0,0,14.303030303030303,14.303030303030303,6.515151515151516,6.515151515151516
-23.4,-43.8,58,56,2.59,0.443084,0.637333,0.19425,0.19425,0.0,0.637333,467,1206,1206,467,467,0,381,381,207,207,0,0,0,0,0,14.151515151515152,14.151515151515152,6.2727272727272725,6.2727272727272725
-23.4,-43.6,58,57,2.63,0.440497,0.630157,0.18966,0.18966,-0.0,0.630157,455,1206,1206,455,455,0,362,362,196,196,0,0,0,0,0,13.787878787878787,13.787878787878787,5.9393939393939394,5.9393939393939394
-23.4,-43.4,58,58,2.668,0.439855,0.625457,0.185602,0.185602,0.0,0.625457,453,1206,1206,453,453,0,334,334,187,187,0,0,0,0,0,13.727272727272727,13.727272727272727,5.666666666666667,5.666666666666667
-23.4,-43.2,58,59,2.7,0.441845,0.623977,0.182131,0.182131,-0.0,0.623977,439,1206,1206,439,439,0,324,324,177,177,0,0,0,0,0,13.303030303030303,13.303030303030303,5.363636363636363,5.363636363636363
-23.4,-43.0,58,60,2.73,0.449829,0.628665,0.178836,0.178836,0.0,0.628665,434,1206,1206,434,434,0,296,296,166,166,0,0,0,0,0,13.151515151515152,13.151515151515152,5.03030303030303,5.03030303030303
-23.4,-42.8,58,61,2.76,0.462319,0.638292,0.175974,0.175974,-0.0,0.638292,427,1206,1206,427,427,0,254,254,146,146,0,0,0,0,0,12.93939393939394,12.93939393939394,4.424242424242424,4.424242424242424
-23.4,-42.6,58,62,2.79,0.472636,0.647502,0.174866,0.174866,-0.0,0.647502,413,1206,1206,413,413,0,234,234,134,134,0,0,0,0,0,12.515151515151516,12.515151515151516,4.0606060606060606,4.0606060606060606
-23.4,-42.2,58,64,2.84,0.475067,0.651574,0.176507,0.176507,0.0,0.651574,398,1206,1206,398,398,0,217,217,127,127,0,0,0,0,0,12.06060606060606,12.06060606060606,3.8484848484848486,3.8484848484848486
-23.4,-42.0,58,65,2.87,0.468729,0.647323,0.178594,0.178594,0.0,0.647323,407,1206,1206,407,407,0,225,225,130,130,0,0,0,0,0,12.333333333333334,12.333333333333334,3.9393939393939394,3.9393939393939394
-23.2,-44.4,59,53,1.88,0.472252,0.697709,0.225457,0.225457,0.0,0.697709,516,1206,1206,516,516,0,440,440,243,243,0,0,0,0,0,15.636363636363637,15.636363636363637,7.363636363636363,7.363636363636363
-23.2,-44.2,59,54,2.08,0.450254,0.672457,0.222203,0.222203,0.0,0.672457,500,1206,1206,500,500,0,453,453,245,245,0,0,0,0,0,15.151515151515152,15.151515151515152,7.424242424242424,7.424242424242424
-23.2,-44.0,59,55,2.13,0.448224,0.667894,0.21967,0.21967,0.0,0.667894,487,1206,1206,487,487,0,428,428,238,238,0,0,0,0,0,14.757575757575758,14.757575757575758,7.212121212121212,7.212121212121212
-23.2,-43.8,59,56,2.34,0.438854,0.652043,0.213189,0.213189,0.0,0.652043,483,1206,1206,483,483,0,415,415,228,228,0,0,0,0,0,14.636363636363637,14.636363636363637,6.909090909090909,6.909090909090909
-23.2,-43.6,59,57,2.45,0.43381,0.642629,0.208818,0.208818,-0.0,0.642629,474,1206,1206,474,474,0,413,413,227,227,0,0,0,0,0,14.363636363636363,14.363636363636363,6.878787878787879,6.878787878787879
-23.2,-43.4,59,58,2.51,0.431577,0.636372,0.204795,0.204795,0.0,0.636372,462,1206,1206,462,462,0,403,403,218,218,0,0,0,0,0,14.0,14.0,6.606060606060606,6.606060606060606
-23.2,-43.2,59,59,2.56,0.429124,0.630647,0.201523,0.201523,-0.0,0.630647,450,1206,1206,450,450,0,397,397,213,213,0,0,0,0,0,13.636363636363637,13.636363636363637,6.454545454545454,6.454545454545454
-23.2,-43.0,59,60,2.59,0.430245,0.627055,0.196811,0.196811,-0.0,0.627055,446,1206,1206,446,446,0,378,378,203,203,0,0,0,0,0,13.515151515151516,13.515151515151516,6.151515151515151,6.151515151515151
-23.2,-42.8,59,61,2.63,0.439177,0.629442,0.190265,0.190265,0.0,0.629442,443,1206,1206,443,443,0,343,343,190,190,0,0,0,0,0,13.424242424242424,13.424242424242424,5.757575757575758,5.757575757575758
-23.2,-42.6,59,62,2.67,0.45049,0.635759,0.185269,0.185269,-0.0,0.635759,456,1206,1206,456,456,0,321,321,179,179,0,0,0,0,0,13.818181818181818,13.818181818181818,5.424242424242424,5.424242424242424
-23.2,-42.4,59,63,2.7,0.458139,0.64275,0.184611,0.184611,0.0,0.64275,452,1206,1206,452,452,0,298,298,166,166,0,0,0,0,0,13.696969696969697,13.696969696969697,5.03030303030303,5.03030303030303
-23.2,-42.2,59,64,2.748,0.460767,0.646988,0.18622,0.18622,0.0,0.646988,449,1206,1206,449,449,0,286,286,160,160,0,0,0,0,0,13.606060606060606,13.606060606060606,4.848484848484849,4.848484848484849
-23.2,-42.0,59,65,2.77,0.460773,0.649516,0.188743,0.188743,-0.0,0.649516,444,1206,1206,444,444,0,277,277,158,158,0,0,0,0,0,13.454545454545455,13.454545454545455,4.787878787878788,4.787878787878788
-23.2,-41.8,59,66,2.81,0.460397,0.652422,0.192025,0.192025,-0.0,0.652422,442,1206,1206,442,442,0,267,267,154,154,0,0,0,0,0,13.393939393939394,13.393939393939394,4.666666666666667,4.666666666666667
-23.0,-44.4,60,53,0.77,0.491244,0.727657,0.236413,0.236413,-0.0,0.727657,530,1206,1206,530,530,0,462,462,269,269,0,0,0,0,0,16.060606060606062,16.060606060606062,8.151515151515152,8.151515151515152
-23.0,-44.0,60,55,1.01,0.508501,0.764942,0.256441,0.256441,0.0,0.764942,504,1206,1206,504,504,0,393,393,244,244,0,0,0,0,0,15.272727272727273,15.272727272727273,7.393939393939394,7.393939393939394
-23.0,-43.4,60,58,1.79,0.426889,0.652742,0.225853,0.225853,-0.0,0.652742,487,1206,1206,487,487,0,444,444,245,245,0,0,0,0,0,14.757575757575758,14.757575757575758,7.424242424242424,7.424242424242424
-23.0,-43.2,60,59,1.93,0.428796,0.652792,0.223996,0.223996,-0.0,0.652792,476,1206,1206,476,476,0,437,437,236,236,0,0,0,0,0,14.424242424242424,14.424242424242424,7.151515151515151,7.151515151515151
-23.0,-43.0,60,60,2.19,0.42321,0.644126,0.220916,0.220916,-0.0,0.644126,466,1206,1206,466,466,0,427,427,229,229,0,0,0,0,0,14.121212121212121,14.121212121212121,6.9393939393939394,6.9393939393939394
-23.0,-42.8,60,61,2.34,0.420848,0.636837,0.215989,0.215989,0.0,0.636837,458,1206,1206,458,458,0,425,425,230,230,0,0,0,0,0,13.878787878787879,13.878787878787879,6.96969696969697,6.96969696969697
-23.0,-42.6,60,62,2.42,0.425282,0.635861,0.210579,0.210579,0.0,0.635861,447,1206,1206,447,447,0,429,429,227,227,0,0,0,0,0,13.545454545454545,13.545454545454545,6.878787878787879,6.878787878787879
-23.0,-42.4,60,63,2.48,0.430719,0.636321,0.205601,0.205601,-0.0,0.636321,453,1206,1206,453,453,0,416,416,218,218,0,0,0,0,0,13.727272727272727,13.727272727272727,6.606060606060606,6.606060606060606
-23.0,-42.2,60,64,2.52,0.43721,0.641539,0.204329,0.204329,0.0,0.641539,453,1206,1206,453,453,0,408,408,217,217,0,0,0,0,0,13.727272727272727,13.727272727272727,6.575757575757576,6.575757575757576
-23.0,-42.0,60,65,2.57,0.450013,0.655936,0.205924,0.205924,-0.0,0.655936,462,1206,1206,462,462,0,372,372,201,201,0,0,0,0,0,14.0,14.0,6.090909090909091,6.090909090909091
-23.0,-41.8,60,66,2.65,0.466104,0.671792,0.205688,0.205688,0.0,0.671792,469,1206,1206,469,469,0,317,317,183,183,0,0,0,0,0,14.212121212121213,14.212121212121213,5.545454545454546,5.545454545454546
-23.0,-41.6,60,67,2.73,0.472646,0.678031,0.205385,0.205385,0.0,0.678031,452,1206,1206,452,452,0,297,297,172,172,0,0,0,0,0,13.696969696969697,13.696969696969697,5.212121212121212,5.212121212121212
-22.8,-41.8,61,66,2.04,0.481215,0.701856,0.220641,0.220641,0.0,0.701856,464,1206,1206,464,464,0,269,269,163,163,0,0,0,0,0,14.06060606060606,14.06060606060606,4.9393939393939394,4.9393939393939394
-22.8,-41.6,61,67,2.5,0.485198,0.702598,0.217399,0.217399,-0.0,0.702598,465,1206,1206,465,465,0,303,303,174,174,0,0,0,0,0,14.090909090909092,14.090909090909092,5.2727272727272725,5.2727272727272725
-22.6,-41.8,62,66,1.81,0.49612,0.728387,0.232267,0.232267,-0.0,0.728387,466,1206,1206,466,466,0,197,197,125,125,0,0,0,0,0,14.121212121212121,14.121212121212121,3.787878787878788,3.787878787878788
-22.6,-41.6,62,67,2.31,0.496208,0.724559,0.228351,0.228351,0.0,0.724559,464,1206,1206,464,464,0,302,302,170,170,0,0,0,0,0,14.06060606060606,14.06060606060606,5.151515151515151,5.151515151515151
-22.6,-41.4,62,68,2.48,0.494435,0.719217,0.224782,0.224782,0.0,0.719217,453,1206,1206,453,453,0,311,311,177,177,0,0,0,0,0,13.727272727272727,13.727272727272727,5.363636363636363,5.363636363636363
-22.4,-41.6,63,67,1.78,0.503262,0.742675,0.239413,0.239413,-0.0,0.742675,462,1206,1206,462,462,0,303,303,167,167,0,0,0,0,0,14.0,14.0,5.0606060606060606,5.0606060606060606
-22.4,-41.4,63,68,2.19,0.502112,0.738982,0.236871,0.236871,-0.0,0.738982,461,1206,1206,461,461,0,320,320,175,175,0,0,0,0,0,13.969696969696969,13.969696969696969,5.303030303030303,5.303030303030303
-22.4,-41.2,63,69,2.42,0.501778,0.732175,0.230397,0.230397,0.0,0.732175,453,1206,1206,453,453,0,318,318,175,175,0,0,0,0,0,13.727272727272727,13.727272727272727,5.303030303030303,5.303030303030303
