grid_lat,grid_lon,thr_hs_pct,thr_zos_pct,thr_hs_abs,thr_zos_abs,zos_mean,hat_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-26.4,-48.2,0.7,0.99,1.72,0.454473,0.102609,0.763106,1073,86,69,20,49,1.49,1.24,2.0,3.0,1.18,2.0,0.2813,0.5579,0.6259,0.3397,0.6288,1.5556
-26.2,-48.4,0.7,0.99,1.03,0.503602,0.103907,0.868401,1108,88,56,16,40,1.21,1.25,2.05,3.0,1.15,2.0,0.2446,0.4859,0.5399,0.2921,0.5431,1.2495
-26.2,-48.2,0.7,0.99,1.55,0.470428,0.102032,0.825459,1079,85,69,25,44,1.33,1.2,2.0,3.0,1.14,2.0,0.2777,0.5402,0.6031,0.3328,0.606,1.4856
-26.0,-48.4,0.7,0.99,0.99,0.515635,0.103868,0.940288,1081,89,52,15,37,1.12,1.14,2.0,3.0,1.11,2.0,0.248,0.4835,0.5455,0.2931,0.5454,1.2011
-26.0,-48.2,0.7,0.99,1.44,0.489386,0.101391,0.890884,1062,88,66,24,42,1.27,1.26,2.0,3.0,1.14,2.0,0.2707,0.5253,0.5492,0.3157,0.5956,1.4119
-25.8,-48.2,0.7,0.99,1.4,0.508009,0.101785,0.951877,1057,87,66,26,40,1.21,1.23,2.0,3.0,1.15,2.0,0.2823,0.5436,0.5649,0.3312,0.7742,1.3957
-25.8,-48.0,0.7,0.99,1.67,0.475203,0.101349,0.893305,1041,88,72,30,42,1.27,1.31,2.0,3.0,1.21,2.0,0.309,0.5666,0.6104,0.3749,0.7763,1.5968
-25.6,-48.4,0.7,0.99,1.03,0.546474,0.104679,1.065991,1070,91,64,27,37,1.12,1.22,2.2,3.0,1.16,2.0,0.277,0.5312,0.5659,0.3292,0.6889,1.2324
-25.6,-48.2,0.7,0.99,1.29,0.528216,0.101752,1.007499,1036,89,67,29,38,1.15,1.26,2.15,3.0,1.18,2.0,0.3016,0.5698,0.5728,0.354,0.7668,1.3733
-25.6,-48.0,0.7,0.99,1.59,0.495586,0.101261,0.94467,1048,88,71,30,41,1.24,1.29,2.0,3.0,1.2,2.0,0.2998,0.5828,0.6216,0.3594,0.8162,1.5675
-25.6,-47.8,0.7,0.99,1.76,0.464495,0.10065,0.889423,1015,86,77,29,48,1.45,1.33,3.0,3.0,1.25,2.0,0.3178,0.6107,0.6329,0.3672,0.7771,1.6828
-25.4,-48.0,0.7,0.99,1.47,0.52275,0.101044,0.972441,1033,89,73,28,45,1.36,1.33,3.0,3.0,1.2,2.0,0.3142,0.6048,0.6261,0.3724,0.8282,1.5889
-25.4,-47.8,0.7,0.99,1.6,0.492566,0.100596,0.928446,1032,87,77,31,46,1.39,1.35,3.0,3.0,1.26,2.0,0.3209,0.6122,0.6273,0.3777,0.788,1.6582
-25.4,-47.6,0.7,0.99,1.79,0.461903,0.099648,0.876343,1011,84,78,30,48,1.45,1.35,3.0,3.0,1.25,2.0,0.3319,0.6404,0.6507,0.3859,0.7885,1.7281
-25.2,-47.8,0.7,0.99,1.45,0.5236,0.100738,0.953431,1009,89,79,29,50,1.52,1.3,3.0,3.0,1.22,2.55,0.312,0.6072,0.6379,0.373,0.7565,1.6411
-25.2,-47.6,0.7,0.99,1.7,0.48961,0.100392,0.909957,1000,86,79,29,50,1.52,1.34,3.0,3.0,1.24,2.0,0.3299,0.6466,0.6666,0.3816,0.7867,1.7231
-25.0,-47.8,0.7,0.99,1.01,0.546095,0.102003,0.960678,998,91,75,27,48,1.45,1.25,2.65,3.0,1.21,2.0,0.2533,0.5298,0.6139,0.316,0.694,1.4558
-25.0,-47.6,0.7,0.99,1.59,0.519301,0.101287,0.92836,1000,89,82,29,53,1.61,1.3,3.0,3.0,1.25,2.4,0.3237,0.6491,0.7081,0.3884,0.7775,1.7446
-25.0,-47.4,0.7,0.99,1.71,0.491191,0.098849,0.886895,1004,85,80,29,51,1.55,1.35,3.0,3.0,1.29,2.5,0.3491,0.6613,0.706,0.4302,0.8242,1.7561
-25.0,-47.2,0.7,0.99,1.81,0.458377,0.096849,0.842559,999,84,79,29,50,1.52,1.4,3.0,3.0,1.32,3.0,0.3563,0.6718,0.6886,0.4445,0.9593,1.7666
-24.8,-47.4,0.7,0.99,1.58,0.527572,0.099977,0.90016,990,90,83,28,55,1.67,1.31,3.0,3.0,1.25,2.3,0.3548,0.6681,0.7249,0.4303,0.801,1.7491
-24.8,-47.2,0.7,0.99,1.74,0.495925,0.097118,0.861248,995,85,80,28,52,1.58,1.4,3.0,3.0,1.31,2.45,0.3628,0.6897,0.7379,0.4521,0.8435,1.7903
-24.8,-47.0,0.7,0.99,1.83,0.464187,0.094113,0.823436,989,83,78,27,51,1.55,1.45,3.0,3.0,1.35,3.0,0.3583,0.6911,0.7163,0.4609,0.9417,1.7978
-24.8,-46.8,0.7,0.99,1.9,0.430262,0.092133,0.791171,990,80,75,31,44,1.33,1.5,3.0,3.0,1.39,3.0,0.3709,0.7009,0.7166,0.4841,0.9023,1.8193
-24.6,-47.2,0.7,0.99,1.56,0.541866,0.098852,0.864213,985,89,83,24,59,1.79,1.41,3.0,3.0,1.31,2.1,0.3512,0.6747,0.7364,0.4484,0.9186,1.7868
-24.6,-47.0,0.7,0.99,1.72,0.508424,0.095993,0.835846,995,86,81,24,57,1.73,1.42,3.0,3.0,1.32,3.0,0.362,0.6901,0.7701,0.4582,0.9287,1.8329
-24.6,-46.8,0.7,0.99,1.79,0.471034,0.092933,0.807554,981,85,80,25,55,1.67,1.42,3.0,3.0,1.35,3.0,0.3663,0.6962,0.7347,0.4664,0.9541,1.8517
-24.6,-46.6,0.7,0.99,1.89,0.439337,0.089954,0.779478,979,82,77,27,50,1.52,1.52,3.0,4.0,1.34,3.0,0.3824,0.7173,0.7588,0.4941,0.9608,1.9314
-24.4,-46.8,0.7,0.99,1.66,0.511817,0.093872,0.818604,973,86,79,21,58,1.76,1.47,3.0,3.0,1.36,3.0,0.3834,0.6971,0.7642,0.5016,1.0518,1.8747
-24.4,-46.6,0.7,0.99,1.74,0.483378,0.090568,0.793456,967,83,78,21,57,1.73,1.49,3.0,4.0,1.39,3.0,0.3886,0.6998,0.7837,0.5191,1.0823,1.9722
-24.4,-46.4,0.7,0.99,1.82,0.455203,0.087318,0.766807,968,83,78,23,55,1.67,1.51,3.0,4.0,1.36,3.0,0.4071,0.7088,0.7981,0.5331,1.0836,1.5716
-24.4,-46.2,0.7,0.99,1.87,0.428423,0.084103,0.740575,971,80,75,22,53,1.61,1.7,3.0,5.0,1.4,3.0,0.4015,0.7316,0.8062,0.533,1.0329,1.5461
-24.4,-46.0,0.7,0.99,1.94,0.405737,0.080115,0.718592,962,79,73,23,50,1.52,1.74,3.0,5.0,1.38,3.0,0.4055,0.7535,0.808,0.5294,1.071,1.5671
-24.4,-45.2,0.7,0.99,2.13,0.310408,0.100415,0.628043,975,69,60,31,29,0.88,2.0,3.6,5.0,1.62,3.0,0.3742,0.6374,0.6824,0.5629,1.3308,2.5956
-24.2,-46.6,0.7,0.99,1.65,0.519876,0.090908,0.800581,942,86,79,11,68,2.06,1.49,3.0,4.0,1.37,3.0,0.3623,0.6973,0.8022,0.4914,1.0852,2.0381
-24.2,-46.4,0.7,0.99,1.71,0.497989,0.088211,0.77656,952,85,78,11,67,2.03,1.52,3.0,4.0,1.37,3.0,0.3856,0.7058,0.8337,0.5216,1.1389,1.6381
-24.2,-46.2,0.7,0.99,1.75,0.472245,0.085181,0.750144,956,83,78,12,66,2.0,1.53,3.0,4.0,1.36,3.0,0.3909,0.7118,0.8262,0.5227,1.1184,1.6721
-24.2,-46.0,0.7,0.99,1.824,0.444901,0.080917,0.728185,960,78,73,12,61,1.85,1.67,3.0,4.0,1.43,3.0,0.3959,0.7211,0.829,0.5505,1.1308,1.6147
-24.2,-45.8,0.7,0.99,1.91,0.423619,0.077208,0.706449,962,77,71,11,60,1.82,1.72,3.0,5.0,1.43,3.0,0.41,0.762,0.8382,0.5629,1.2222,1.681
-24.2,-45.6,0.7,0.99,1.94,0.39943,0.078832,0.682859,961,77,71,17,54,1.64,1.74,3.0,5.0,1.41,3.0,0.4211,0.7569,0.8038,0.5683,1.189,1.6678
-24.2,-45.4,0.7,0.99,2.01,0.372946,0.083446,0.65938,974,74,68,24,44,1.33,1.89,3.0,6.0,1.55,3.0,0.4266,0.7333,0.7671,0.6054,1.3643,1.9058
-24.2,-45.2,0.7,0.99,2.06,0.340921,0.087915,0.638479,974,71,64,28,36,1.09,2.0,3.25,5.0,1.67,3.0,0.3956,0.6846,0.7324,0.6102,1.2876,2.2591
-24.2,-45.0,0.7,0.99,2.1,0.307043,0.096161,0.622446,987,71,63,32,31,0.94,2.1,4.5,5.0,1.55,3.0,0.3709,0.6197,0.6957,0.5268,1.2445,2.6825
-24.0,-46.4,0.7,0.99,1.36,0.533314,0.088691,0.774999,982,86,80,8,72,2.18,1.5,3.0,4.0,1.36,3.0,0.3991,0.7023,0.8451,0.5442,1.1852,1.7278
-24.0,-46.2,0.7,0.99,1.46,0.516709,0.084999,0.749386,965,84,78,8,70,2.12,1.54,3.0,4.0,1.41,3.0,0.3913,0.6885,0.828,0.5471,1.1721,1.7151
-24.0,-46.0,0.7,0.99,1.68,0.496988,0.082989,0.732638,956,83,77,7,70,2.12,1.56,3.0,4.0,1.43,3.0,0.4239,0.7464,0.8819,0.5917,1.2409,1.7689
-24.0,-45.8,0.7,0.99,1.7,0.473016,0.079571,0.713567,956,81,76,7,69,2.09,1.59,3.0,4.0,1.46,3.0,0.4148,0.7449,0.8739,0.5894,1.2602,1.6763
-24.0,-45.6,0.7,0.99,1.74,0.454133,0.076269,0.691409,951,82,76,7,69,2.09,1.61,3.0,4.0,1.46,3.0,0.4124,0.7454,0.8784,0.5814,1.2788,1.6819
-24.0,-45.4,0.7,0.99,1.85,0.437813,0.074367,0.665422,960,81,75,7,68,2.06,1.65,3.0,4.0,1.5,3.0,0.4218,0.7703,0.8662,0.6018,1.3975,1.7802
-24.0,-45.2,0.7,0.99,1.95,0.397507,0.074887,0.643223,975,80,74,12,62,1.88,1.69,3.0,4.0,1.52,3.0,0.3988,0.7155,0.81,0.569,1.1836,1.9799
-24.0,-45.0,0.7,0.99,2.02,0.350047,0.083797,0.632645,985,74,67,24,43,1.3,1.95,4.0,5.0,1.63,3.0,0.3831,0.6763,0.7435,0.5901,1.2723,2.2915
-24.0,-44.8,0.7,0.99,2.07,0.316433,0.092953,0.622273,994,71,65,31,34,1.03,2.03,4.0,5.0,1.68,3.35,0.3719,0.6221,0.7139,0.5926,1.2531,2.7551
-23.8,-45.8,0.7,0.99,1.35,0.515067,0.079724,0.716081,1001,84,80,3,77,2.33,1.52,3.0,4.0,1.42,3.0,0.4646,0.7667,0.9283,0.6606,1.3528,1.8398
-23.8,-45.6,0.7,0.99,1.2,0.511387,0.076551,0.700519,1010,84,80,4,76,2.3,1.53,3.0,4.0,1.43,3.0,0.4567,0.7598,0.9189,0.6605,1.3697,1.7941
-23.8,-45.4,0.7,0.99,0.95,0.481768,0.07688,0.679261,1000,83,77,3,74,2.24,1.58,3.0,4.0,1.5,3.0,0.347,0.6469,0.7842,0.5227,1.0841,1.9845
-23.8,-45.2,0.7,0.99,1.294,0.445804,0.079159,0.64868,986,82,75,9,66,2.0,1.62,3.0,4.0,1.5,3.0,0.286,0.5861,0.6733,0.4164,0.918,1.6686
-23.8,-45.0,0.7,0.99,1.88,0.407657,0.0797,0.641958,968,77,72,9,63,1.91,1.73,3.0,5.0,1.54,3.0,0.3459,0.6774,0.7822,0.5061,1.1594,2.4011
-23.8,-44.8,0.7,0.99,1.98,0.367493,0.083346,0.633815,983,73,68,20,48,1.45,1.88,4.0,5.0,1.58,3.0,0.3735,0.6717,0.7755,0.5712,1.2648,2.3553
-23.8,-44.6,0.7,0.99,2.04,0.332785,0.089246,0.626118,994,72,67,31,36,1.09,2.03,4.0,4.0,1.72,3.25,0.389,0.6419,0.7382,0.6316,1.3062,2.3298
-23.6,-45.2,0.7,0.99,1.1,0.471473,0.076362,0.657104,978,82,73,6,67,2.03,1.4,3.0,3.0,1.34,3.0,0.2427,0.5034,0.563,0.3216,0.8094,1.3503
-23.6,-45.0,0.7,0.99,1.56,0.435238,0.076185,0.649852,967,79,73,7,66,2.0,1.65,3.0,4.0,1.53,3.0,0.2956,0.6008,0.6726,0.4374,0.9424,2.1734
-23.6,-44.8,0.7,0.99,1.82,0.413479,0.077235,0.643862,967,76,71,7,64,1.94,1.72,3.0,5.0,1.56,3.0,0.3438,0.6596,0.7627,0.5263,1.1715,2.4324
-23.6,-44.6,0.7,0.99,1.93,0.381941,0.080236,0.638136,972,73,68,11,57,1.73,1.84,4.0,5.0,1.58,3.0,0.3732,0.6692,0.7866,0.5597,1.2787,2.4294
-23.6,-44.4,0.7,0.99,2.0,0.352952,0.083608,0.632744,969,71,66,18,48,1.45,1.96,4.0,5.0,1.62,3.0,0.3778,0.6457,0.7636,0.5896,1.2906,2.4002
-23.6,-44.2,0.7,0.99,2.04,0.330311,0.088367,0.627519,982,71,66,28,38,1.15,2.0,4.0,4.0,1.71,3.15,0.3949,0.6598,0.7345,0.6411,1.3189,2.3771
-23.6,-44.0,0.7,0.99,2.074,0.3108,0.093444,0.623142,976,70,64,29,35,1.06,2.11,4.0,5.0,1.6,3.3,0.3837,0.6475,0.715,0.5889,1.3672,2.3594
-23.4,-44.4,0.7,0.99,1.86,0.400814,0.076993,0.647998,954,74,69,9,60,1.82,1.8,3.05,5.0,1.62,3.0,0.3762,0.6565,0.7699,0.5848,1.334,1.8466
-23.4,-44.2,0.7,0.99,1.92,0.37593,0.079425,0.644203,966,71,66,12,54,1.64,1.91,4.0,5.0,1.59,3.0,0.3928,0.6863,0.7854,0.6127,1.346,2.4987
-23.4,-44.0,0.7,0.99,1.96,0.353949,0.081787,0.638865,974,70,65,18,47,1.42,1.98,4.0,5.0,1.64,3.0,0.3975,0.6692,0.7854,0.6376,1.3342,2.481
-23.4,-43.8,0.7,0.99,1.99,0.336629,0.083449,0.631576,974,69,64,23,41,1.24,1.98,4.0,4.0,1.68,3.0,0.4028,0.6529,0.7769,0.6645,1.3246,2.4609
-23.4,-43.6,0.7,0.99,2.02,0.323298,0.085872,0.625777,971,70,65,28,37,1.12,2.05,4.0,4.0,1.68,3.2,0.4086,0.6561,0.7691,0.654,1.3965,2.4131
-23.4,-43.4,0.7,0.99,2.05,0.310249,0.088391,0.622132,969,69,62,28,34,1.03,2.09,4.0,4.0,1.62,3.35,0.4032,0.6543,0.7642,0.614,1.4475,2.3533
-23.4,-43.2,0.7,0.99,2.09,0.298429,0.092378,0.620257,975,70,64,35,29,0.88,2.14,4.0,5.0,1.62,3.6,0.3858,0.6517,0.7397,0.5913,1.5398,2.2726
-23.4,-43.0,0.7,0.99,2.12,0.291593,0.101685,0.619911,969,71,65,39,26,0.79,2.0,4.0,5.0,1.65,3.75,0.3712,0.6338,0.6997,0.5769,1.5086,2.2106
-23.4,-42.8,0.7,0.99,2.16,0.286174,0.115117,0.620806,980,71,62,41,21,0.64,1.9,4.0,5.0,1.57,4.0,0.3576,0.6399,0.6599,0.5481,1.5644,2.1552
-23.4,-42.6,0.7,0.99,2.2,0.284754,0.125938,0.62258,981,66,55,40,15,0.45,1.87,3.3,4.0,1.67,3.3,0.3229,0.6242,0.6246,0.5594,1.6826,2.1402
-23.4,-42.2,0.7,0.99,2.26,0.285201,0.126278,0.631304,982,65,52,39,13,0.39,1.92,3.8,5.0,1.54,2.4,0.3358,0.5977,0.6067,0.5045,1.2577,1.6568
-23.4,-42.0,0.7,0.99,2.29,0.279606,0.116984,0.63872,984,67,53,40,13,0.39,1.92,3.8,5.0,1.54,2.4,0.333,0.6081,0.6191,0.5053,1.2755,1.6627
-23.2,-44.4,0.7,0.99,1.42,0.43957,0.076103,0.671855,966,80,75,7,68,2.06,1.65,3.0,4.0,1.51,3.0,0.3515,0.6096,0.751,0.5385,1.1362,1.8696
-23.2,-44.2,0.7,0.99,1.56,0.426051,0.073048,0.654414,971,76,71,7,64,1.94,1.75,3.0,5.0,1.58,3.0,0.3954,0.6687,0.8085,0.6168,1.3768,1.9604
-23.2,-44.0,0.7,0.99,1.63,0.409766,0.071939,0.655431,961,74,69,7,62,1.88,1.81,3.0,5.0,1.63,3.0,0.3713,0.6393,0.7894,0.5927,1.3275,1.8765
-23.2,-43.8,0.7,0.99,1.78,0.394202,0.072611,0.642301,965,72,67,10,57,1.73,1.88,4.0,5.0,1.63,3.0,0.3953,0.6775,0.8142,0.6335,1.379,1.9645
-23.2,-43.6,0.7,0.99,1.86,0.377501,0.07345,0.635576,961,68,63,13,50,1.52,2.02,4.0,5.0,1.7,3.0,0.4193,0.7059,0.8385,0.6885,1.3869,2.0383
-23.2,-43.4,0.7,0.99,1.9,0.359715,0.074073,0.633069,968,68,63,18,45,1.36,2.04,4.0,5.0,1.76,3.0,0.4302,0.6965,0.8537,0.7042,1.381,2.0461
-23.2,-43.2,0.7,0.99,1.95,0.343404,0.073207,0.632665,967,69,64,21,43,1.3,1.98,3.9,5.0,1.7,3.0,0.4251,0.6826,0.8569,0.6825,1.3739,2.0231
-23.2,-43.0,0.7,0.99,1.99,0.331272,0.07587,0.633021,970,70,65,22,43,1.3,1.98,3.9,5.0,1.67,3.0,0.409,0.6613,0.8288,0.6475,1.3589,1.9644
-23.2,-42.8,0.7,0.99,2.03,0.319505,0.085791,0.63375,967,72,66,29,37,1.12,2.0,4.0,5.0,1.62,3.0,0.402,0.647,0.7901,0.6273,1.3777,1.8707
-23.2,-42.6,0.7,0.99,2.08,0.309379,0.097424,0.635982,970,72,64,36,28,0.85,2.14,3.65,5.0,1.61,3.0,0.3894,0.656,0.7515,0.5857,1.5675,1.8091
-23.2,-42.4,0.7,0.99,2.12,0.303473,0.10425,0.640332,988,72,65,40,25,0.76,1.92,3.0,4.0,1.64,3.0,0.3908,0.6474,0.7175,0.6021,1.5897,1.7953
-23.2,-42.2,0.7,0.99,2.17,0.300455,0.104448,0.647502,980,71,66,45,21,0.64,1.81,3.0,3.0,1.62,3.0,0.4122,0.6539,0.7047,0.6375,1.6493,1.7826
-23.2,-42.0,0.7,0.99,2.22,0.298649,0.100016,0.65814,972,72,66,42,24,0.73,1.67,3.0,3.0,1.46,3.0,0.3648,0.6472,0.7008,0.5497,1.5341,1.7639
-23.2,-41.8,0.7,0.99,2.25,0.298482,0.094509,0.669163,979,72,65,42,23,0.7,1.65,3.9,4.0,1.43,3.0,0.3645,0.6593,0.6976,0.533,1.5361,1.7582
-23.0,-44.4,0.7,0.99,0.57,0.462839,0.074324,0.697688,997,81,75,5,70,2.12,1.64,3.0,4.0,1.51,3.0,0.2299,0.4856,0.5714,0.3686,0.9312,1.3755
-23.0,-44.0,0.7,0.99,0.78,0.463417,0.070787,0.752706,1009,82,76,12,64,1.94,1.64,3.0,4.0,1.5,3.0,0.2351,0.4575,0.6093,0.3592,0.917,1.3656
-23.0,-43.4,0.7,0.99,1.32,0.428965,0.067241,0.637959,975,75,71,8,63,1.91,1.78,3.0,5.0,1.67,3.0,0.3695,0.5949,0.8097,0.6112,1.2802,1.9402
-23.0,-43.2,0.7,0.99,1.43,0.416117,0.066532,0.647089,983,72,68,8,60,1.82,1.87,4.0,5.0,1.7,3.0,0.3809,0.6256,0.8415,0.6415,1.381,2.0167
-23.0,-43.0,0.7,0.99,1.63,0.403906,0.0645,0.643499,961,71,66,10,56,1.7,1.91,4.0,5.0,1.73,3.0,0.414,0.6985,0.8864,0.6881,1.4688,2.1129
-23.0,-42.8,0.7,0.99,1.74,0.389164,0.06449,0.641843,963,72,67,12,55,1.67,1.91,4.0,5.0,1.75,3.0,0.4208,0.7059,0.908,0.6893,1.4867,2.1122
-23.0,-42.6,0.7,0.99,1.8,0.37622,0.06902,0.643954,976,72,67,19,48,1.45,1.96,4.0,5.0,1.69,3.0,0.4311,0.7213,0.8955,0.6836,1.4736,2.08
-23.0,-42.4,0.7,0.99,1.86,0.366525,0.073523,0.648192,973,73,68,25,43,1.3,1.88,3.0,5.0,1.67,3.0,0.4418,0.7193,0.8683,0.7077,1.4592,2.0632
-23.0,-42.2,0.7,0.99,1.9,0.360602,0.077186,0.656045,978,72,68,25,43,1.3,1.86,3.0,6.0,1.58,3.0,0.43,0.7023,0.8558,0.6432,1.4275,2.0568
-23.0,-42.0,0.7,0.99,2.01,0.353099,0.080343,0.677808,977,69,65,26,39,1.18,1.95,4.0,6.0,1.54,3.0,0.3833,0.6692,0.8331,0.5631,1.3835,1.9355
-23.0,-41.8,0.7,0.99,2.13,0.337551,0.086782,0.697625,966,71,65,34,31,0.94,1.81,3.5,4.0,1.52,3.0,0.3481,0.6594,0.7987,0.5195,1.475,1.7758
-23.0,-41.6,0.7,0.99,2.19,0.326541,0.088549,0.706657,965,72,66,37,29,0.88,1.72,4.0,4.0,1.41,2.6,0.3536,0.6546,0.7706,0.4833,1.256,1.7644
-22.8,-41.8,0.7,0.99,1.7,0.367896,0.081481,0.739432,968,71,63,27,36,1.09,1.75,3.25,4.0,1.36,3.0,0.2209,0.4505,0.6295,0.3323,0.9907,1.2001
-22.8,-41.6,0.7,0.99,2.03,0.352583,0.084002,0.741352,967,70,65,34,31,0.94,1.77,4.0,4.0,1.52,3.0,0.3074,0.5808,0.7536,0.4535,1.2698,1.5752
-22.6,-41.8,0.7,0.99,1.5,0.382561,0.077958,0.776155,942,70,60,27,33,1.0,1.73,3.4,4.0,1.36,2.4,0.1739,0.3869,0.5113,0.2655,0.8263,0.9769
-22.6,-41.6,0.7,0.99,1.88,0.369437,0.079104,0.773195,949,70,63,31,32,0.97,1.75,3.45,4.0,1.53,3.0,0.2997,0.5468,0.6854,0.4455,1.1676,1.4714
-22.6,-41.4,0.7,0.99,2.02,0.35712,0.078402,0.769919,970,68,60,33,27,0.82,1.96,4.0,4.0,1.67,3.0,0.3435,0.5911,0.731,0.5331,1.2822,1.5723
-22.4,-41.6,0.7,0.99,1.42,0.389513,0.074417,0.796984,950,71,62,28,34,1.03,1.88,3.35,4.0,1.56,3.0,0.2478,0.4663,0.5959,0.3921,1.0287,1.3872
-22.4,-41.4,0.7,0.99,1.75,0.37808,0.073609,0.795288,955,72,64,31,33,1.0,1.82,3.4,4.0,1.58,3.0,0.3105,0.5575,0.6774,0.4763,1.2184,1.6192
-22.4,-41.2,0.7,0.99,1.96,0.365077,0.075151,0.790209,975,71,63,33,30,0.91,1.87,4.0,4.0,1.6,3.0,0.3311,0.593,0.6977,0.5085,1.2501,1.6731
-22.4,-41.0,0.7,0.99,2.08,0.341893,0.090727,0.78413,994,69,60,36,24,0.73,2.0,4.0,5.0,1.46,2.85,0.3167,0.5786,0.6596,0.4646,1.2014,1.7723
-22.4,-40.8,0.7,0.99,2.17,0.317986,0.109212,0.775374,1001,68,61,45,16,0.48,1.69,4.25,5.0,1.5,3.25,0.3623,0.5726,0.6147,0.5132,1.3187,1.7459
-22.2,-41.4,0.7,0.99,1.08,0.404216,0.06814,0.813512,963,73,67,30,37,1.12,1.68,3.0,4.0,1.51,3.0,0.2249,0.4336,0.5419,0.3683,0.9435,1.1726
-22.2,-41.2,0.7,0.99,1.72,0.396361,0.066784,0.813636,962,73,66,29,37,1.12,1.73,3.2,4.0,1.54,3.0,0.305,0.5511,0.6467,0.4668,1.1488,1.5629
-22.2,-41.0,0.7,0.99,1.95,0.374686,0.076442,0.810288,982,71,64,34,30,0.91,1.77,3.55,4.0,1.53,3.0,0.311,0.5785,0.6455,0.4637,1.1201,1.1838
-22.2,-40.8,0.7,0.99,2.08,0.347805,0.090461,0.806583,1000,66,59,34,25,0.76,1.96,3.8,4.0,1.44,3.0,0.3037,0.5383,0.6159,0.4195,1.1917,1.5356
-22.2,-40.6,0.7,0.99,2.16,0.318968,0.100495,0.798453,1023,69,61,45,16,0.48,1.75,4.25,5.0,1.56,3.25,0.3573,0.5345,0.5832,0.5257,1.5705,1.649
-22.0,-40.8,0.7,0.99,1.88,0.381815,0.082928,0.854338,1009,73,64,38,26,0.79,1.69,3.75,4.0,1.54,3.0,0.264,0.4645,0.5207,0.393,1.1093,1.2874
-22.0,-40.6,0.7,0.99,2.06,0.354961,0.090093,0.83564,1005,71,62,41,21,0.64,1.71,4.0,4.0,1.38,3.0,0.3006,0.4974,0.5374,0.4064,1.1022,1.3934
-21.8,-40.8,0.7,0.99,1.63,0.390375,0.088736,0.903909,1010,72,58,33,25,0.76,1.68,3.0,4.0,1.4,2.8,0.1932,0.3477,0.3749,0.2647,0.66,0.8828
-21.8,-40.6,0.7,0.99,1.91,0.367329,0.097986,0.879408,1011,70,57,37,20,0.61,1.8,4.0,4.0,1.45,3.0,0.2433,0.4257,0.4312,0.3383,0.8799,1.1122
-21.6,-40.8,0.7,0.99,1.53,0.387107,0.093247,0.934757,980,75,53,31,22,0.67,1.41,3.0,3.0,1.32,2.95,0.1772,0.2757,0.2863,0.2161,0.5153,0.6763
-21.6,-40.6,0.7,0.99,1.81,0.362942,0.107174,0.907387,995,70,56,36,20,0.61,1.65,3.05,4.0,1.35,2.05,0.2079,0.3399,0.3468,0.2553,0.6126,0.6961
-21.4,-40.8,0.7,0.99,1.46,0.393443,0.090808,0.948337,941,76,50,30,20,0.61,1.45,3.0,3.0,1.35,3.0,0.1681,0.2532,0.257,0.2087,0.4615,0.5831
-21.4,-40.6,0.7,0.99,1.71,0.36451,0.103684,0.920794,980,70,54,35,19,0.58,1.58,3.0,3.0,1.37,2.1,0.1808,0.2935,0.3096,0.2306,0.5243,0.5975
-21.2,-40.8,0.7,0.99,1.39,0.407269,0.085202,0.95555,920,78,50,27,23,0.7,1.43,2.9,3.0,1.3,2.0,0.1548,0.2728,0.2748,0.2086,0.4643,0.4791
-21.2,-40.6,0.7,0.99,1.57,0.372986,0.100793,0.928676,948,72,49,31,18,0.55,1.5,3.0,3.0,1.39,2.15,0.1557,0.2545,0.2763,0.2266,0.4517,0.5126
-21.2,-40.4,0.7,0.99,1.79,0.332395,0.131564,0.886068,951,63,52,42,10,0.3,1.8,3.55,4.0,1.6,2.55,0.1932,0.2818,0.285,0.227,0.4873,0.537
-21.0,-40.8,0.7,0.99,1.22,0.424294,0.087034,0.951343,873,76,52,27,25,0.76,1.48,2.8,3.0,1.4,2.0,0.162,0.2819,0.2969,0.2345,0.5048,0.5183
-21.0,-40.6,0.7,0.99,1.4,0.384989,0.103195,0.932945,883,75,54,34,20,0.61,1.6,3.0,3.0,1.45,3.0,0.1554,0.2547,0.2736,0.2196,0.4612,0.4727
-21.0,-40.4,0.7,0.99,1.69,0.339973,0.126646,0.898775,943,64,49,37,12,0.36,1.75,3.45,4.0,1.5,2.45,0.1479,0.2462,0.2535,0.1972,0.4308,0.4808
-21.0,-40.2,0.7,0.99,1.9,0.316719,0.158401,0.871251,946,54,40,33,7,0.21,1.71,3.4,4.0,1.14,1.7,0.1709,0.2045,0.2045,0.1424,0.2005,0.2034
-21.0,-29.4,0.7,0.99,2.34,0.315867,0.19255,0.770816,924,9,6,5,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0349,0.0349,0.0349,0.0608,0.0608,0.0608
-21.0,-29.2,0.7,0.99,2.334,0.312539,0.189978,0.764102,923,14,8,7,1,0.03,3.0,3.0,3.0,1.0,1.0,0.0398,0.0398,0.0398,0.0632,0.0632,0.0632
