grid_lat,grid_lon,thr_hs_pct,thr_zos_pct,thr_hs_abs,thr_zos_abs,zos_mean,hat_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-20.8,-40.4,0.7,0.99,1.55,0.35602,0.116691,0.910979,922,68,51,36,15,0.45,1.6,3.3,4.0,1.4,2.3,0.1545,0.2448,0.2535,0.1839,0.3745,0.4243
-20.8,-40.2,0.7,0.99,1.79,0.327114,0.142521,0.890282,940,53,44,36,8,0.24,2.12,3.65,4.0,1.5,2.0,0.1616,0.2224,0.2298,0.1983,0.3487,0.3799
-20.8,-40.0,0.7,0.99,1.96,0.318337,0.176918,0.875556,947,48,35,34,1,0.03,4.0,4.0,4.0,1.0,1.0,0.1772,0.1772,0.1772,0.1288,0.1288,0.1288
-20.8,-29.6,0.7,0.99,2.33,0.312983,0.194201,0.790647,920,13,5,5,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.8,-29.4,0.7,0.99,2.33,0.313782,0.192634,0.782981,917,12,7,7,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.8,-29.2,0.7,0.99,2.33,0.310255,0.189812,0.774233,910,16,9,8,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0217,0.0217,0.0217,0.0428,0.0428,0.0428
-20.8,-29.0,0.7,0.99,2.33,0.304787,0.186499,0.769028,903,26,10,9,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0244,0.0244,0.0244,0.0383,0.0383,0.0383
-20.8,-28.8,0.7,0.99,2.33,0.302096,0.184031,0.765312,906,18,8,5,3,0.09,2.67,3.9,4.0,1.0,1.0,0.0727,0.146,0.1578,0.0527,0.065,0.0651
-20.8,-28.6,0.7,0.99,2.33,0.300268,0.18235,0.762137,904,17,8,6,2,0.06,4.0,4.0,4.0,1.5,1.95,0.1015,0.1508,0.1562,0.1288,0.1851,0.1914
-20.6,-40.4,0.7,0.99,1.3,0.385961,0.107236,0.91261,873,72,50,30,20,0.61,1.65,3.0,3.0,1.4,2.05,0.1381,0.2328,0.2733,0.1929,0.4272,0.4681
-20.6,-40.2,0.7,0.99,1.6,0.341237,0.129715,0.907403,906,58,50,36,14,0.42,1.86,3.35,4.0,1.43,2.0,0.1154,0.2095,0.2314,0.1536,0.2925,0.3183
-20.6,-40.0,0.7,0.99,1.86,0.31967,0.163419,0.89504,917,52,41,37,4,0.12,1.75,3.55,4.0,1.0,1.0,0.1539,0.1987,0.2047,0.1138,0.1664,0.1674
-20.6,-29.8,0.7,0.99,2.32,0.311151,0.193309,0.810998,917,13,7,6,1,0.03,2.0,2.0,2.0,2.0,2.0,0.1162,0.1162,0.1162,0.2202,0.2202,0.2202
-20.6,-29.6,0.7,0.99,2.33,0.30972,0.193038,0.804873,913,12,7,6,1,0.03,1.0,1.0,1.0,1.0,1.0,0.1028,0.1028,0.1028,0.0656,0.0656,0.0656
-20.6,-29.4,0.7,0.99,2.33,0.309976,0.192132,0.79752,909,12,7,7,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.6,-29.2,0.7,0.99,2.33,0.306612,0.189232,0.794126,908,20,7,7,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.6,-29.0,0.7,0.99,2.33,0.302194,0.185154,0.78518,908,18,9,8,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1533,0.1533,0.1533,0.0652,0.0652,0.0652
-20.6,-28.8,0.7,0.99,2.33,0.297836,0.182085,0.777077,904,16,9,7,2,0.06,4.0,4.0,4.0,1.5,1.95,0.0957,0.148,0.1538,0.1212,0.1817,0.1884
-20.6,-28.6,0.7,0.99,2.33,0.294754,0.179973,0.775593,901,16,7,5,2,0.06,4.0,4.0,4.0,1.5,1.95,0.0976,0.1474,0.153,0.1226,0.1822,0.1888
-20.4,-40.2,0.7,0.99,1.36,0.359068,0.121862,0.917585,887,64,53,37,16,0.48,1.62,2.25,3.0,1.44,2.0,0.1219,0.2329,0.2361,0.1549,0.288,0.2968
-20.4,-40.0,0.7,0.99,1.77,0.325835,0.152222,0.907028,889,53,46,37,9,0.27,2.0,4.0,4.0,1.11,1.6,0.1297,0.2149,0.2283,0.1234,0.2326,0.2684
-20.4,-39.8,0.7,0.99,1.934,0.320872,0.183255,0.894402,899,46,39,38,1,0.03,1.0,1.0,1.0,1.0,1.0,0.1239,0.1239,0.1239,0.1308,0.1308,0.1308
-20.4,-29.6,0.7,0.99,2.32,0.307814,0.189982,0.820567,913,12,7,6,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1603,0.1603,0.1603,0.0654,0.0654,0.0654
-20.4,-29.4,0.7,0.99,2.32,0.305715,0.188882,0.819149,909,13,5,4,1,0.03,3.0,3.0,3.0,2.0,2.0,0.1577,0.1577,0.1577,0.1974,0.1974,0.1974
-20.4,-29.2,0.7,0.99,2.32,0.301626,0.186187,0.815344,905,12,6,5,1,0.03,3.0,3.0,3.0,2.0,2.0,0.1541,0.1541,0.1541,0.1938,0.1938,0.1938
-20.4,-29.0,0.7,0.99,2.32,0.297553,0.18256,0.813267,907,12,6,5,1,0.03,4.0,4.0,4.0,2.0,2.0,0.1533,0.1533,0.1533,0.1938,0.1938,0.1938
-20.4,-28.8,0.7,0.99,2.33,0.292721,0.179635,0.802867,900,17,7,6,1,0.03,5.0,5.0,5.0,2.0,2.0,0.1502,0.1502,0.1502,0.1904,0.1904,0.1904
-20.4,-28.6,0.7,0.99,2.33,0.288577,0.177482,0.791805,891,16,7,6,1,0.03,4.0,4.0,4.0,2.0,2.0,0.1501,0.1501,0.1501,0.1928,0.1928,0.1928
-20.2,-40.0,0.7,0.99,1.69,0.338936,0.144534,0.917964,850,57,45,32,13,0.39,2.31,4.0,4.0,1.23,2.0,0.1255,0.2155,0.2495,0.1421,0.2352,0.2561
-20.2,-39.8,0.7,0.99,1.87,0.321745,0.173014,0.902548,875,52,44,41,3,0.09,1.0,1.0,1.0,1.0,1.0,0.1065,0.1224,0.1241,0.0755,0.1269,0.1309
-20.2,-29.6,0.7,0.99,2.31,0.301827,0.185897,0.833773,911,15,8,7,1,0.03,3.0,3.0,3.0,2.0,2.0,0.1583,0.1583,0.1583,0.2077,0.2077,0.2077
-20.2,-29.4,0.7,0.99,2.32,0.298978,0.184233,0.830219,894,12,7,6,1,0.03,3.0,3.0,3.0,2.0,2.0,0.1553,0.1553,0.1553,0.2026,0.2026,0.2026
-20.2,-29.2,0.7,0.99,2.32,0.296539,0.181945,0.82612,900,14,8,7,1,0.03,3.0,3.0,3.0,2.0,2.0,0.1542,0.1542,0.1542,0.1991,0.1991,0.1991
-20.2,-29.0,0.7,0.99,2.32,0.292946,0.179321,0.820817,903,14,7,6,1,0.03,4.0,4.0,4.0,1.0,1.0,0.139,0.139,0.139,0.1263,0.1263,0.1263
-20.2,-28.8,0.7,0.99,2.32,0.287707,0.177051,0.813605,903,17,6,5,1,0.03,4.0,4.0,4.0,1.0,1.0,0.1386,0.1386,0.1386,0.1259,0.1259,0.1259
-20.2,-28.6,0.7,0.99,2.32,0.283883,0.175269,0.804866,900,14,5,4,1,0.03,9.0,9.0,9.0,1.0,1.0,0.223,0.223,0.223,0.127,0.127,0.127
-20.0,-40.0,0.7,0.99,1.61,0.355846,0.136669,0.927341,827,58,47,32,15,0.45,2.07,3.3,4.0,1.27,2.0,0.1354,0.233,0.2702,0.1658,0.3353,0.3552
-20.0,-39.8,0.7,0.99,1.79,0.325839,0.157486,0.912863,855,56,47,41,6,0.18,1.83,3.5,4.0,1.17,1.75,0.1377,0.2372,0.2548,0.1266,0.1939,0.2046
-20.0,-39.6,0.7,0.99,1.92,0.320473,0.178778,0.908498,879,49,39,38,1,0.03,1.0,1.0,1.0,1.0,1.0,0.134,0.134,0.134,0.1411,0.1411,0.1411
-19.8,-40.0,0.7,0.99,1.34,0.380776,0.129643,0.935606,828,62,51,33,18,0.55,2.11,4.0,4.0,1.5,2.15,0.1677,0.3242,0.4193,0.2356,0.5583,0.7024
-19.8,-39.8,0.7,0.99,1.61,0.352128,0.140038,0.931915,847,57,49,34,15,0.45,2.2,4.0,4.0,1.33,2.0,0.1557,0.3219,0.4116,0.191,0.3759,0.4396
-19.8,-39.6,0.7,0.99,1.82,0.32627,0.160036,0.918094,872,57,46,39,7,0.21,2.0,4.1,5.0,1.14,1.7,0.152,0.3219,0.3735,0.122,0.2032,0.2255
-19.8,-39.4,0.7,0.99,1.92,0.319991,0.174987,0.918504,874,47,39,36,3,0.09,1.33,1.9,2.0,1.0,1.0,0.1661,0.2964,0.3187,0.0895,0.0928,0.0931
-19.6,-39.6,0.7,0.99,1.68,0.349754,0.147066,0.982108,879,59,49,36,13,0.39,1.85,2.8,4.0,1.23,2.0,0.1493,0.3197,0.3964,0.1655,0.3419,0.4147
-19.6,-39.4,0.7,0.99,1.81,0.327973,0.160308,0.965226,889,56,47,43,4,0.12,1.75,2.0,2.0,1.0,1.0,0.1797,0.3222,0.3472,0.0558,0.1235,0.1339
-19.4,-39.6,0.7,0.99,1.39,0.368849,0.143362,1.115143,900,62,52,38,14,0.42,1.79,3.35,4.0,1.21,2.0,0.1098,0.278,0.347,0.1289,0.2883,0.3835
-19.4,-39.4,0.7,0.99,1.7,0.344057,0.152701,1.095759,894,58,49,42,7,0.21,1.71,2.0,2.0,1.0,1.0,0.1573,0.3193,0.3482,0.0886,0.1561,0.1611
-19.2,-39.6,0.7,0.99,1.37,0.376666,0.145541,1.322787,913,61,46,42,4,0.12,2.0,2.0,2.0,1.0,1.0,0.1564,0.3053,0.3215,0.1035,0.1879,0.1979
-19.2,-39.4,0.7,0.99,1.67,0.35232,0.150887,1.272525,884,61,50,44,6,0.18,1.83,2.0,2.0,1.0,1.0,0.1625,0.3211,0.344,0.0697,0.1538,0.1593
-19.0,-39.6,0.7,0.99,1.28,0.379,0.144878,1.481503,892,61,48,45,3,0.09,2.0,2.0,2.0,1.0,1.0,0.1829,0.2707,0.2789,0.1169,0.1714,0.1778
-19.0,-39.4,0.7,0.99,1.64,0.358038,0.149763,1.433717,853,59,50,46,4,0.12,2.0,2.0,2.0,1.0,1.0,0.1856,0.3035,0.3136,0.0866,0.1414,0.1448
-18.8,-39.6,0.7,0.99,1.1,0.383885,0.144824,1.620159,891,61,48,45,3,0.09,2.0,2.0,2.0,1.0,1.0,0.1483,0.2365,0.2461,0.1019,0.1541,0.1609
-18.8,-39.4,0.7,0.99,1.53,0.363749,0.14954,1.571999,853,59,50,46,4,0.12,2.0,2.0,2.0,1.0,1.0,0.1585,0.2661,0.2772,0.0713,0.1291,0.1338
-18.6,-39.6,0.7,0.99,1.1,0.392729,0.144373,1.739896,893,61,49,46,3,0.09,2.0,2.0,2.0,1.0,1.0,0.164,0.2498,0.2565,0.1039,0.1633,0.1718
-18.6,-39.4,0.7,0.99,1.46,0.370456,0.14803,1.684572,874,58,49,45,4,0.12,2.0,2.0,2.0,1.0,1.0,0.1723,0.2845,0.2951,0.0748,0.1572,0.1672
-18.4,-39.6,0.7,0.99,1.18,0.407007,0.143022,1.841177,833,64,54,51,3,0.09,2.33,2.9,3.0,1.33,1.9,0.2134,0.3801,0.4029,0.2097,0.4392,0.4772
-18.4,-39.4,0.7,0.99,1.43,0.384634,0.145254,1.785987,864,63,57,54,3,0.09,2.33,2.9,3.0,1.33,1.9,0.2467,0.4085,0.4295,0.2036,0.418,0.4517
-18.2,-39.4,0.7,0.99,1.28,0.403572,0.14188,1.862386,817,64,59,56,3,0.09,2.67,3.0,3.0,1.33,1.9,0.2392,0.3919,0.4106,0.2277,0.4614,0.5012
-18.2,-39.2,0.7,0.99,1.47,0.386003,0.144437,1.780442,839,62,57,53,4,0.12,2.5,3.0,3.0,1.25,1.85,0.2202,0.3946,0.4213,0.1665,0.417,0.4694
-18.2,-39.0,0.7,0.99,1.6,0.376593,0.14565,1.690964,847,60,54,51,3,0.09,2.33,2.9,3.0,1.33,1.9,0.2643,0.4105,0.4299,0.1741,0.4096,0.4468
-18.0,-39.4,0.7,0.99,1.02,0.428005,0.137817,1.905866,811,63,60,56,4,0.12,2.75,3.0,3.0,1.5,2.0,0.1988,0.3716,0.3977,0.2546,0.5441,0.5822
-18.0,-39.2,0.7,0.99,1.33,0.41288,0.139275,1.824537,814,61,58,54,4,0.12,2.75,3.0,3.0,1.5,2.0,0.2352,0.4132,0.4389,0.2689,0.5314,0.5559
-18.0,-39.0,0.7,0.99,1.48,0.398718,0.141995,1.729094,852,59,54,51,3,0.09,2.33,2.9,3.0,1.33,1.9,0.2816,0.4265,0.4452,0.2085,0.4717,0.5121
-18.0,-38.8,0.7,0.99,1.5,0.382177,0.144966,1.637309,877,54,49,46,3,0.09,2.0,2.0,2.0,1.33,1.9,0.2402,0.3854,0.4064,0.1787,0.4128,0.449
-17.8,-39.0,0.7,0.99,1.31,0.397163,0.14428,1.712443,872,58,54,51,3,0.09,2.0,2.0,2.0,1.33,1.9,0.2425,0.3734,0.3909,0.1961,0.4489,0.4876
-17.8,-38.8,0.7,0.99,1.4,0.373105,0.152091,1.616846,882,53,46,44,2,0.06,2.5,2.95,3.0,1.5,1.95,0.2458,0.3291,0.3384,0.2212,0.3674,0.3836
-17.6,-39.0,0.7,0.99,0.99,0.386391,0.155088,1.633249,871,56,50,48,2,0.06,2.5,2.95,3.0,1.5,1.95,0.187,0.2757,0.2855,0.1873,0.3271,0.3427
-17.6,-38.8,0.7,0.99,1.41,0.359402,0.163049,1.538098,840,52,44,43,1,0.03,2.0,2.0,2.0,2.0,2.0,0.2764,0.2764,0.2764,0.3004,0.3004,0.3004
-17.4,-39.0,0.7,0.99,1.16,0.378449,0.161027,1.547085,836,54,46,44,2,0.06,2.0,2.0,2.0,1.5,1.95,0.1566,0.2201,0.2271,0.1598,0.2816,0.2951
-17.4,-38.8,0.7,0.99,1.48,0.351919,0.168466,1.456344,813,51,40,39,1,0.03,2.0,2.0,2.0,2.0,2.0,0.2561,0.2561,0.2561,0.26,0.26,0.26
-17.2,-39.0,0.7,0.99,1.29,0.374308,0.165297,1.474319,809,56,46,44,2,0.06,2.0,2.0,2.0,1.5,1.95,0.1707,0.2176,0.2229,0.1764,0.3021,0.3161
-17.2,-38.8,0.7,0.99,1.49,0.341281,0.175932,1.373565,806,43,38,37,1,0.03,2.0,2.0,2.0,2.0,2.0,0.226,0.226,0.226,0.2427,0.2427,0.2427
-17.0,-39.0,0.7,0.99,1.23,0.372631,0.1663,1.415185,813,55,47,45,2,0.06,2.5,2.95,3.0,1.5,1.95,0.1728,0.2092,0.2132,0.1923,0.3145,0.3281
-17.0,-38.8,0.7,0.99,1.47,0.33701,0.17962,1.312467,791,45,38,37,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1996,0.1996,0.1996,0.1695,0.1695,0.1695
-16.8,-39.0,0.7,0.99,1.23,0.371222,0.171997,1.366177,775,53,46,44,2,0.06,2.5,2.95,3.0,1.5,1.95,0.159,0.185,0.1878,0.1927,0.3153,0.3289
-16.8,-38.8,0.7,0.99,1.48,0.340059,0.180782,1.306837,767,43,38,37,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1844,0.1844,0.1844,0.1877,0.1877,0.1877
-16.6,-39.0,0.7,0.99,1.02,0.378,0.174012,1.357535,791,55,46,44,2,0.06,3.0,3.0,3.0,1.5,1.95,0.138,0.191,0.1969,0.1946,0.3322,0.3475
-16.6,-38.8,0.7,0.99,1.51,0.343039,0.179433,1.324238,762,45,38,37,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1832,0.1832,0.1832,0.2033,0.2033,0.2033
-16.4,-38.8,0.7,0.99,1.44,0.353368,0.17702,1.338481,775,48,39,38,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1927,0.1927,0.1927,0.218,0.218,0.218
-16.4,-38.6,0.7,0.99,1.59,0.333769,0.180393,1.295215,772,42,35,34,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1499,0.1499,0.1499,0.1861,0.1861,0.1861
-16.2,-38.8,0.7,0.99,1.23,0.366271,0.175332,1.355504,794,51,42,41,1,0.03,2.0,2.0,2.0,2.0,2.0,0.2063,0.2063,0.2063,0.2223,0.2223,0.2223
-16.2,-38.6,0.7,0.99,1.54,0.34271,0.178842,1.323611,788,46,39,38,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1617,0.1617,0.1617,0.2009,0.2009,0.2009
-16.0,-38.8,0.7,0.99,1.17,0.370151,0.176236,1.351447,789,51,42,40,2,0.06,2.5,2.95,3.0,1.5,1.95,0.1412,0.1804,0.1848,0.1391,0.2003,0.2071
-16.0,-38.6,0.7,0.99,1.55,0.340646,0.184015,1.323896,784,42,35,34,1,0.03,2.0,2.0,2.0,1.0,1.0,0.1374,0.1374,0.1374,0.183,0.183,0.183
-15.8,-38.8,0.7,0.99,1.14,0.357014,0.183285,1.310747,800,50,36,35,1,0.03,2.0,2.0,2.0,2.0,2.0,0.1213,0.1213,0.1213,0.1481,0.1481,0.1481
-15.8,-38.6,0.7,0.99,1.61,0.32766,0.192251,1.290048,762,35,25,25,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.8,-38.4,0.7,0.99,1.67,0.322092,0.204095,1.290004,771,25,18,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.6,-38.8,0.7,0.99,1.32,0.346948,0.187608,1.3051,793,43,32,31,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0826,0.0826,0.0826,0.125,0.125,0.125
-15.6,-38.6,0.7,0.99,1.61,0.324061,0.1975,1.289537,775,31,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.4,-38.8,0.7,0.99,1.42,0.340436,0.191112,1.301436,782,39,30,30,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.4,-38.6,0.7,0.99,1.61,0.322422,0.202938,1.292143,776,27,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.2,-38.8,0.7,0.99,1.41,0.33474,0.196381,1.295797,767,40,29,29,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.2,-38.6,0.7,0.99,1.62,0.320633,0.207514,1.295563,759,29,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.0,-38.8,0.7,0.99,1.5,0.329965,0.200121,1.297176,744,36,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-15.0,-38.6,0.7,0.99,1.63,0.320779,0.210182,1.300468,748,31,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.8,-38.8,0.7,0.99,1.52,0.327773,0.203163,1.303494,725,36,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.8,-38.6,0.7,0.99,1.64,0.322098,0.210939,1.306485,738,27,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.6,-38.8,0.7,0.99,1.53,0.32824,0.204407,1.310174,716,35,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-14.6,-38.6,0.7,0.99,1.65,0.323306,0.2105,1.313147,736,23,13,12,1,0.03,11.0,11.0,11.0,1.0,1.0,0.0674,0.0674,0.0674,0.0174,0.0174,0.0174
-14.4,-38.8,0.7,0.99,1.54,0.329901,0.204815,1.316916,722,34,24,23,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0114,0.0114,0.0114,0.0151,0.0151,0.0151
-14.4,-38.6,0.7,0.99,1.654,0.323051,0.209373,1.320095,739,24,14,13,1,0.03,12.0,12.0,12.0,1.0,1.0,0.0808,0.0808,0.0808,0.0313,0.0313,0.0313
-14.2,-38.8,0.7,0.99,1.47,0.333404,0.203552,1.323417,712,36,27,26,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0158,0.0158,0.0158,0.0196,0.0196,0.0196
-14.2,-38.6,0.7,0.99,1.65,0.323234,0.208024,1.326971,731,23,15,14,1,0.03,11.0,11.0,11.0,1.0,1.0,0.0791,0.0791,0.0791,0.0563,0.0563,0.0563
-14.0,-38.8,0.7,0.99,1.42,0.339547,0.203892,1.330248,749,39,29,28,1,0.03,1.0,1.0,1.0,1.0,1.0,0.017,0.017,0.017,0.0575,0.0575,0.0575
-14.0,-38.6,0.7,0.99,1.64,0.3249,0.207051,1.333567,728,27,16,15,1,0.03,11.0,11.0,11.0,2.0,2.0,0.1207,0.1207,0.1207,0.1599,0.1599,0.1599
-13.8,-38.8,0.7,0.99,1.37,0.34607,0.203897,1.3407,746,38,29,28,1,0.03,2.0,2.0,2.0,2.0,2.0,0.0719,0.0719,0.0719,0.1165,0.1165,0.1165
-13.8,-38.6,0.7,0.99,1.64,0.326845,0.206741,1.339513,715,27,17,16,1,0.03,11.0,11.0,11.0,2.0,2.0,0.1188,0.1188,0.1188,0.1815,0.1815,0.1815
-13.6,-38.8,0.7,0.99,1.36,0.351721,0.206297,1.343764,746,38,28,27,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0672,0.0672,0.0672,0.0725,0.0725,0.0725
-13.6,-38.6,0.7,0.99,1.62,0.328939,0.206858,1.344172,708,36,21,20,1,0.03,2.0,2.0,2.0,2.0,2.0,0.1229,0.1229,0.1229,0.2067,0.2067,0.2067
-13.4,-38.8,0.7,0.99,1.35,0.356999,0.206623,1.34829,716,41,29,28,1,0.03,1.0,1.0,1.0,1.0,1.0,0.1095,0.1095,0.1095,0.0702,0.0702,0.0702
-13.4,-38.6,0.7,0.99,1.6,0.336075,0.206286,1.347042,691,40,29,28,1,0.03,2.0,2.0,2.0,2.0,2.0,0.1282,0.1282,0.1282,0.2182,0.2182,0.2182
-13.4,-38.4,0.7,0.99,1.69,0.321755,0.204509,1.350069,696,28,15,14,1,0.03,7.0,7.0,7.0,2.0,2.0,0.1262,0.1262,0.1262,0.2078,0.2078,0.2078
-13.2,-38.6,0.7,0.99,1.544,0.355094,0.204848,1.351313,632,42,30,29,1,0.03,1.0,1.0,1.0,1.0,1.0,0.1344,0.1344,0.1344,0.1063,0.1063,0.1063
-13.2,-38.4,0.7,0.99,1.65,0.33274,0.203496,1.350203,651,35,27,26,1,0.03,2.0,2.0,2.0,2.0,2.0,0.1346,0.1346,0.1346,0.2235,0.2235,0.2235
-13.2,-38.2,0.7,0.99,1.71,0.316887,0.200369,1.350511,664,28,15,14,1,0.03,7.0,7.0,7.0,2.0,2.0,0.1271,0.1271,0.1271,0.2045,0.2045,0.2045
-13.2,-38.0,0.7,0.99,1.76,0.30561,0.194694,1.350577,695,23,12,11,1,0.03,5.0,5.0,5.0,1.0,1.0,0.0507,0.0507,0.0507,0.0753,0.0753,0.0753
-13.0,-38.4,0.7,0.99,1.52,0.361607,0.201955,1.348136,635,41,34,33,1,0.03,1.0,1.0,1.0,1.0,1.0,0.1289,0.1289,0.1289,0.1053,0.1053,0.1053
-13.0,-38.2,0.7,0.99,1.66,0.334849,0.201245,1.348924,638,36,27,26,1,0.03,2.0,2.0,2.0,2.0,2.0,0.0974,0.0974,0.0974,0.1641,0.1641,0.1641
-13.0,-38.0,0.7,0.99,1.73,0.313425,0.197739,1.349592,676,30,16,15,1,0.03,6.0,6.0,6.0,1.0,1.0,0.0445,0.0445,0.0445,0.0615,0.0615,0.0615
-13.0,-37.8,0.7,0.99,1.78,0.299842,0.190653,1.350038,691,20,11,10,1,0.03,5.0,5.0,5.0,1.0,1.0,0.0361,0.0361,0.0361,0.0185,0.0185,0.0185
-12.8,-38.0,0.7,0.99,1.67,0.332342,0.200284,1.34956,648,35,28,27,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0147,0.0147,0.0147,0.0355,0.0355,0.0355
-12.8,-37.8,0.7,0.99,1.75,0.308603,0.195262,1.349639,686,27,12,11,1,0.03,6.0,6.0,6.0,1.0,1.0,0.0363,0.0363,0.0363,0.0187,0.0187,0.0187
-12.6,-37.8,0.7,0.99,1.69,0.32646,0.199515,1.349527,663,32,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.6,-37.6,0.7,0.99,1.78,0.302902,0.192322,1.351438,683,28,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.4,-37.8,0.7,0.99,1.43,0.344245,0.201528,1.373806,680,38,27,27,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.4,-37.6,0.7,0.99,1.72,0.317787,0.196985,1.352773,684,29,18,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.4,-37.4,0.7,0.99,1.81,0.295176,0.188905,1.354573,687,23,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.2,-37.6,0.7,0.99,1.59,0.335733,0.199839,1.360619,683,33,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.2,-37.4,0.7,0.99,1.76,0.3076,0.193985,1.356948,699,27,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.0,-37.4,0.7,0.99,1.71,0.323159,0.198422,1.359817,672,31,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-12.0,-37.2,0.7,0.99,1.81,0.298409,0.19096,1.360825,700,26,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.8,-37.4,0.7,0.99,1.61,0.335567,0.201015,1.370144,651,32,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.8,-37.2,0.7,0.99,1.77,0.309568,0.195055,1.363171,684,28,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.6,-37.4,0.7,0.99,1.49,0.345132,0.203258,1.602126,663,36,26,26,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.6,-37.2,0.7,0.99,1.67,0.325711,0.199272,1.365042,672,32,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.6,-37.0,0.7,0.99,1.81,0.304023,0.192599,1.365911,686,27,13,13,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.4,-37.2,0.7,0.99,1.5,0.339389,0.202991,1.388061,641,34,22,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.4,-37.0,0.7,0.99,1.77,0.318335,0.197975,1.367612,658,32,19,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.4,-36.8,0.7,0.99,1.84,0.29989,0.190849,1.368654,677,29,14,14,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.2,-37.0,0.7,0.99,1.62,0.335181,0.202253,1.376672,657,34,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.2,-36.8,0.7,0.99,1.8,0.314188,0.197201,1.370282,663,28,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.0,-37.0,0.7,0.99,1.18,0.347594,0.207078,1.390123,656,34,24,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.0,-36.8,0.7,0.99,1.76,0.33341,0.20147,1.374372,630,35,20,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-11.0,-36.6,0.7,0.99,1.82,0.314915,0.196778,1.372764,627,28,15,15,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.8,0.7,0.99,1.35,0.349729,0.205188,1.392731,627,33,23,23,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.6,0.7,0.99,1.71,0.335536,0.199707,1.394202,611,34,21,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.4,0.7,0.99,1.81,0.316753,0.195846,1.37753,617,31,16,16,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.8,-36.2,0.7,0.99,1.87,0.298323,0.188413,1.378938,624,25,11,11,0,0.0,,,,,,,,,0.0,0.0,0.0
-10.6,-36.6,0.7,0.99,1.5,0.354631,0.201982,1.422749,607,34,27,27,0,0.0,,,,,,,,,0.0,0.0,0.0
