grid_lat,grid_lon,n_finite_days,hat_m,thr_hs_q50,thr_zos_q50,thr_hs_q55,thr_zos_q55,thr_hs_q60,thr_zos_q60,thr_hs_q65,thr_zos_q65,thr_hs_q70,thr_zos_q70,thr_hs_q75,thr_zos_q75,thr_hs_q80,thr_zos_q80,thr_hs_q85,thr_zos_q85,thr_hs_q90,thr_zos_q90,thr_hs_q95,thr_zos_q95,thr_hs_q99,thr_zos_q99
-23.0,-43.0,12053,0.643499,1.32,0.053407,1.39,0.067141,1.46,0.081179,1.538,0.097049,1.63,0.113834,1.73,0.13184,1.86,0.154424,2.01,0.184027,2.19,0.223334,2.52,0.281686,3.15,0.403906
-23.0,-42.8,12053,0.641843,1.43,0.053529,1.49,0.066567,1.57,0.080264,1.65,0.095584,1.74,0.111197,1.85,0.129032,1.97,0.150761,2.13,0.17885,2.34,0.216791,2.69,0.27491,3.35,0.389164
-23.0,-42.6,12053,0.643954,1.49,0.05774,1.56,0.07062,1.63,0.083437,1.71,0.097159,1.8,0.112149,1.91,0.128788,2.05,0.148967,2.2,0.175799,2.42,0.211555,2.79,0.265047,3.4848,0.37622
-23.0,-42.4,12053,0.648192,1.55,0.062929,1.62,0.075137,1.69,0.087527,1.76,0.100699,1.86,0.114774,1.96,0.130253,2.09,0.149822,2.262,0.174688,2.48,0.210004,2.86,0.25887,3.57,0.366525
-23.0,-42.2,12053,0.656045,1.62,0.066774,1.68,0.078677,1.75,0.091006,1.82,0.103519,1.9,0.116764,2.0,0.132084,2.13,0.151567,2.3,0.175542,2.52,0.20899,2.9,0.258187,3.61,0.360602
-23.0,-42.0,12053,0.677808,1.73,0.070498,1.8,0.081484,1.87,0.093997,1.94,0.10651,2.01,0.118717,2.1,0.134281,2.21,0.152898,2.36,0.176092,2.57,0.20661,2.91,0.25483,3.63,0.353099
-23.0,-41.8,12053,0.697625,1.84,0.07886,1.9,0.089334,1.97,0.100785,2.05,0.112674,2.13,0.12515,2.22,0.138798,2.32,0.156499,2.46,0.176092,2.65,0.205499,2.99,0.250582,3.7,0.337551
-23.0,-41.6,12053,0.706657,1.9,0.081301,1.96,0.091434,2.03,0.102615,2.11,0.114493,2.19,0.127323,2.29,0.14069,2.39,0.156902,2.53,0.176092,2.73,0.20152,3.07,0.245112,3.8,0.326541
-22.8,-41.8,12053,0.739432,1.49,0.070681,1.54,0.081882,1.59,0.094549,1.64,0.107066,1.7,0.121315,1.77,0.136405,1.84,0.156299,1.93,0.180184,2.04,0.212426,2.23,0.264848,2.6848,0.367896
-22.8,-41.6,12053,0.741352,1.77,0.074404,1.83,0.085134,1.89,0.097212,1.95,0.110233,2.03,0.123172,2.12,0.138555,2.21,0.156287,2.33,0.179141,2.5,0.207346,2.78,0.258253,3.4,0.352583
-22.6,-41.8,12053,0.776155,1.32,0.066067,1.36,0.078061,1.4,0.091131,1.45,0.104053,1.5,0.118783,1.56,0.134733,1.63,0.15612,1.71,0.181367,1.81,0.214863,1.98,0.271248,2.37,0.382561
-22.6,-41.6,12053,0.773195,1.63,0.068093,1.68,0.079727,1.74,0.09191,1.81,0.105277,1.88,0.119601,1.95,0.135429,2.05,0.155911,2.16,0.179552,2.31,0.211413,2.59,0.267205,3.1548,0.369437
-22.6,-41.4,12053,0.769919,1.75,0.067531,1.81,0.07868,1.87,0.090694,1.94,0.103541,2.02,0.117453,2.1,0.132987,2.2,0.152854,2.32,0.175824,2.48,0.205978,2.77,0.258125,3.42,0.35712
-22.4,-41.6,12053,0.796984,1.23,0.061769,1.27,0.074753,1.32,0.088384,1.37,0.102129,1.42,0.117958,1.49,0.134928,1.56,0.156314,1.66,0.182786,1.78,0.216784,2.0,0.27683,2.43,0.389513
-22.4,-41.4,12053,0.795288,1.51,0.061793,1.57,0.074111,1.62,0.087006,1.68,0.100957,1.75,0.116659,1.83,0.133219,1.92,0.154497,2.03,0.179927,2.19,0.213051,2.45,0.271981,3.01,0.37808
-22.4,-41.2,12053,0.790209,1.7,0.06321,1.76,0.074912,1.82,0.087412,1.88,0.100816,1.96,0.115326,2.04,0.130814,2.14,0.151294,2.25,0.174935,2.42,0.207227,2.7,0.262314,3.3248,0.365077
-22.4,-41.0,12053,0.78413,1.81,0.080996,1.87,0.091189,1.94,0.102237,2.0,0.113211,2.08,0.125858,2.16,0.139775,2.26,0.155315,2.38,0.175665,2.55,0.203314,2.844,0.250276,3.48,0.341893
-22.4,-40.8,12053,0.775374,1.89,0.101946,1.95,0.111101,2.02,0.120096,2.09,0.130106,2.17,0.14149,2.26,0.152728,2.36,0.166615,2.48,0.183644,2.66,0.205397,2.96,0.24351,3.63,0.317986
-22.2,-41.4,12053,0.813512,0.93,0.054335,0.97,0.068625,1.0,0.08325,1.04,0.099087,1.08,0.116066,1.13,0.134037,1.18,0.157063,1.26,0.186089,1.35,0.223718,1.52,0.286718,1.87,0.404216
-22.2,-41.2,12053,0.813636,1.49,0.053163,1.54,0.06708,1.59,0.082136,1.65,0.097401,1.72,0.114962,1.79,0.132097,1.88,0.15459,1.99,0.182888,2.13,0.219858,2.39,0.281899,2.89,0.396361
-22.2,-41.0,12053,0.810288,1.7,0.064333,1.76,0.076357,1.82,0.089126,1.88,0.103323,1.95,0.118046,2.03,0.134709,2.11,0.155034,2.22,0.179217,2.38,0.211982,2.63,0.269466,3.22,0.374686
-22.2,-40.8,12053,0.806583,1.81,0.081338,1.88,0.091307,1.94,0.102875,2.01,0.114359,2.08,0.127973,2.16,0.142144,2.26,0.159016,2.37,0.178746,2.54,0.207457,2.8,0.253691,3.43,0.347805
-22.2,-40.6,12053,0.798453,1.88,0.09346,1.94,0.102532,2.01,0.112908,2.08,0.12393,2.16,0.135566,2.24,0.14821,2.34,0.162117,2.46,0.179671,2.62,0.204931,2.92,0.244063,3.5748,0.318968
-22.0,-40.8,12053,0.854338,1.65,0.069583,1.71,0.081827,1.77,0.094437,1.82,0.108647,1.88,0.123747,1.95,0.139898,2.03,0.160259,2.13,0.183771,2.27,0.219477,2.47,0.275813,2.9548,0.381815
-22.0,-40.6,12053,0.83564,1.8,0.079287,1.86,0.090127,1.92,0.101883,1.99,0.114493,2.06,0.127994,2.13,0.142888,2.22,0.159857,2.33,0.181536,2.48,0.212702,2.72,0.259957,3.31,0.354961
-21.8,-40.8,12053,0.903909,1.43,0.074125,1.48,0.085564,1.52,0.098338,1.57,0.112135,1.63,0.127665,1.69,0.143913,1.75,0.16285,1.83,0.187414,1.928,0.224021,2.08,0.28065,2.41,0.390375
-21.8,-40.6,12053,0.879408,1.68,0.08522,1.74,0.095808,1.79,0.106771,1.85,0.119264,1.91,0.132895,1.98,0.147661,2.06,0.164238,2.16,0.18692,2.28,0.219633,2.48,0.269533,2.97,0.367329
-21.6,-40.8,12053,0.934757,1.35,0.078531,1.39,0.08944,1.43,0.102103,1.48,0.115422,1.53,0.131049,1.59,0.14688,1.656,0.165901,1.72,0.191049,1.81,0.226347,1.95,0.281976,2.25,0.387107
-21.6,-40.6,12053,0.907387,1.6,0.09479,1.65,0.104485,1.7,0.115445,1.75,0.126756,1.81,0.138532,1.88,0.152971,1.96,0.169173,2.05,0.190491,2.16,0.221039,2.34,0.267621,2.75,0.362942
-21.4,-40.8,12053,0.948337,1.28,0.07438,1.32,0.086492,1.36,0.099163,1.41,0.112999,1.46,0.129133,1.52,0.145428,1.58,0.165661,1.65,0.191921,1.73,0.228933,1.86,0.284603,2.14,0.393443
-21.4,-40.6,12053,0.920794,1.51,0.090505,1.55,0.100554,1.6,0.112373,1.65,0.123339,1.71,0.136178,1.77,0.150676,1.84,0.167094,1.93,0.189681,2.02,0.220727,2.19,0.267078,2.54,0.36451
-21.2,-40.8,12053,0.95555,1.23,0.066495,1.26,0.079876,1.3,0.093728,1.35,0.109047,1.39,0.127023,1.44,0.144536,1.5,0.166841,1.57,0.196566,1.658,0.235542,1.784,0.295506,2.0548,0.407269
-21.2,-40.6,12053,0.928676,1.39,0.086244,1.43,0.096982,1.48,0.109188,1.52,0.121146,1.57,0.134554,1.63,0.150186,1.69,0.168329,1.77,0.191495,1.86,0.224314,2.01,0.272827,2.35,0.372986
-21.2,-40.4,12053,0.886068,1.59,0.12354,1.64,0.131604,1.69,0.14013,1.74,0.149564,1.79,0.159928,1.86,0.172162,1.93,0.185153,2.02,0.20116,2.13,0.222954,2.33,0.256414,2.76,0.332395
-21.0,-40.8,12053,0.951343,1.08,0.065372,1.12,0.07908,1.15,0.093998,1.19,0.109685,1.22,0.128142,1.27,0.146975,1.32,0.170977,1.38,0.202289,1.47,0.243586,1.6,0.306367,1.89,0.424294
-21.0,-40.6,12053,0.932945,1.25,0.087587,1.28,0.098147,1.32,0.11072,1.36,0.123783,1.4,0.137454,1.46,0.152714,1.52,0.17188,1.59,0.196539,1.68,0.23033,1.83,0.28204,2.16,0.384989
-21.0,-40.4,12053,0.898775,1.5,0.117497,1.55,0.126044,1.59,0.135014,1.64,0.144902,1.69,0.155707,1.75,0.169318,1.83,0.182623,1.91,0.200689,2.02,0.224311,2.22,0.259836,2.64,0.339973
-21.0,-40.2,12053,0.871251,1.69,0.154545,1.74,0.161626,1.79,0.169375,1.84,0.177615,1.9,0.185978,1.97,0.195257,2.05,0.206486,2.15,0.219791,2.29,0.236394,2.52,0.262055,3.02,0.316719
-21.0,-29.4,12053,0.770816,1.99,0.189764,2.07,0.196661,2.14,0.203986,2.24,0.210639,2.34,0.216926,2.44,0.224799,2.57,0.234138,2.72,0.244819,2.93,0.25865,3.26,0.281185,3.91,0.315867
-21.0,-29.2,12053,0.764102,1.99,0.187323,2.07,0.193976,2.15,0.201313,2.24,0.208686,2.334,0.214972,2.45,0.222479,2.57,0.231514,2.72,0.241829,2.93,0.256112,3.26,0.27872,3.91,0.312539
-20.8,-40.4,12053,0.910979,1.37,0.104412,1.42,0.113931,1.46,0.124814,1.5,0.136057,1.55,0.148311,1.6,0.162897,1.67,0.17877,1.75,0.200136,1.86,0.228063,2.06,0.269252,2.4548,0.35602
-20.8,-40.2,12053,0.890282,1.59,0.136391,1.64,0.143948,1.69,0.152931,1.74,0.16132,1.79,0.170975,1.85,0.181912,1.94,0.194788,2.032,0.210289,2.16,0.228763,2.39,0.2596,2.85,0.327114
-20.8,-40.0,12053,0.875556,1.74,0.174016,1.79,0.181561,1.84,0.188848,1.9,0.196283,1.96,0.203925,2.03,0.212592,2.13,0.222455,2.23,0.234565,2.39,0.250423,2.65,0.27253,3.18,0.318337
-20.8,-29.6,12053,0.790647,1.99,0.192035,2.06,0.199347,2.14,0.206076,2.23,0.212382,2.33,0.219184,2.44,0.226667,2.56,0.235879,2.71,0.246008,2.92,0.261644,3.25,0.282521,3.89,0.312983
-20.8,-29.4,12053,0.782981,1.99,0.190033,2.06,0.197491,2.14,0.204144,2.23,0.210536,2.33,0.217536,2.44,0.225532,2.56,0.234152,2.71,0.244566,2.92,0.259664,3.25,0.281034,3.89,0.313782
-20.8,-29.2,12053,0.774233,1.99,0.186836,2.07,0.193825,2.14,0.201254,2.23,0.207893,2.33,0.214985,2.44,0.222907,2.56,0.231319,2.71,0.242037,2.92,0.255782,3.25,0.278075,3.9048,0.310255
-20.8,-29.0,12053,0.769028,1.99,0.183905,2.07,0.190619,2.14,0.197882,2.23,0.204474,2.33,0.212348,2.44,0.219794,2.57,0.228034,2.71,0.238289,2.92,0.252327,3.25,0.274374,3.91,0.304787
-20.8,-28.8,12053,0.765312,1.99,0.181682,2.07,0.188526,2.15,0.195013,2.23,0.202186,2.33,0.209674,2.45,0.216999,2.57,0.225763,2.71,0.235461,2.92,0.248789,3.25,0.271041,3.9,0.302096
-20.8,-28.6,12053,0.762137,2.0,0.180377,2.07,0.186712,2.15,0.193404,2.24,0.200995,2.33,0.208124,2.45,0.215668,2.57,0.224904,2.71,0.233884,2.92,0.247071,3.25,0.26806,3.91,0.300268
-20.6,-40.4,12053,0.91261,1.15,0.090396,1.19,0.101749,1.22,0.113664,1.26,0.127106,1.3,0.141257,1.34,0.157537,1.4,0.177227,1.47,0.204216,1.57,0.237372,1.73,0.288226,2.06,0.385961
-20.6,-40.2,12053,0.907403,1.42,0.120399,1.47,0.129558,1.51,0.139006,1.56,0.148435,1.6,0.159988,1.66,0.172294,1.73,0.187856,1.82,0.205592,1.94,0.228375,2.15,0.263416,2.56,0.341237
-20.6,-40.0,12053,0.89504,1.65,0.159734,1.7,0.166875,1.75,0.174688,1.8,0.182257,1.86,0.19068,1.93,0.200446,2.01,0.210944,2.12,0.224567,2.27,0.241462,2.51,0.266305,3.02,0.31967
-20.6,-29.8,12053,0.810998,1.99,0.192144,2.06,0.198439,2.14,0.204745,2.23,0.211511,2.32,0.218298,2.43,0.226081,2.56,0.234284,2.7,0.245064,2.91,0.260855,3.23,0.282645,3.88,0.311151
-20.6,-29.6,12053,0.804873,1.99,0.191241,2.06,0.197748,2.14,0.204235,2.22,0.210709,2.33,0.218268,2.43,0.225727,2.556,0.234421,2.7,0.244514,2.91,0.260665,3.23,0.281295,3.87,0.30972
-20.6,-29.4,12053,0.79752,1.99,0.189373,2.06,0.196688,2.14,0.203009,2.22,0.209455,2.33,0.216772,2.43,0.224934,2.56,0.233315,2.7,0.243906,2.91,0.258951,3.234,0.279965,3.88,0.309976
-20.6,-29.2,12053,0.794126,1.99,0.186346,2.06,0.193451,2.14,0.20006,2.23,0.206572,2.33,0.213691,2.44,0.221968,2.56,0.230659,2.7,0.241478,2.91,0.254461,3.23,0.276085,3.89,0.306612
-20.6,-29.0,12053,0.78518,1.99,0.182318,2.06,0.189032,2.14,0.195807,2.22,0.202643,2.33,0.209845,2.44,0.217902,2.56,0.226753,2.7,0.237434,2.91,0.25074,3.23,0.270882,3.89,0.302194
-20.6,-28.8,12053,0.777077,1.99,0.179558,2.06,0.186004,2.14,0.192758,2.22,0.199857,2.33,0.20723,2.44,0.214569,2.56,0.22401,2.7,0.234084,2.91,0.246485,3.23,0.266976,3.89,0.297836
-20.6,-28.6,12053,0.775593,1.99,0.177605,2.07,0.184364,2.14,0.191183,2.23,0.198024,2.33,0.205314,2.44,0.213141,2.56,0.222028,2.71,0.231513,2.92,0.244529,3.23,0.264293,3.8948,0.294754
-20.4,-40.2,12053,0.917585,1.21,0.110158,1.24,0.11968,1.28,0.1298,1.32,0.140479,1.36,0.153507,1.41,0.167215,1.47,0.184773,1.54,0.205841,1.65,0.232371,1.84,0.272461,2.2,0.359068
-20.4,-40.0,12053,0.907028,1.57,0.146672,1.62,0.154057,1.66,0.161992,1.72,0.17083,1.77,0.180242,1.84,0.191046,1.92,0.20307,2.03,0.21778,2.17,0.235713,2.41,0.265365,2.9,0.325835
-20.4,-39.8,12053,0.894402,1.71,0.180562,1.76,0.187519,1.81,0.194076,1.87,0.201116,1.934,0.208723,2.01,0.217294,2.1,0.227348,2.22,0.238816,2.4,0.253084,2.66,0.275668,3.2,0.320872
-20.4,-29.6,12053,0.820567,1.99,0.188739,2.05,0.194259,2.13,0.200436,2.22,0.207047,2.32,0.214343,2.43,0.22259,2.55,0.230861,2.69,0.241585,2.9,0.256897,3.22,0.276927,3.86,0.307814
-20.4,-29.4,12053,0.819149,1.99,0.186725,2.05,0.193158,2.13,0.199083,2.22,0.205441,2.32,0.213322,2.43,0.221259,2.55,0.229736,2.69,0.240671,2.9,0.254991,3.22,0.27503,3.8648,0.305715
-20.4,-29.2,12053,0.815344,1.99,0.184039,2.06,0.190167,2.13,0.195975,2.22,0.202884,2.32,0.210742,2.43,0.218159,2.55,0.227229,2.69,0.238152,2.9,0.251102,3.21,0.272347,3.8648,0.301626
-20.4,-29.0,12053,0.813267,1.99,0.180425,2.06,0.186773,2.14,0.192633,2.22,0.199164,2.32,0.206732,2.43,0.214911,2.55,0.223945,2.69,0.234382,2.9,0.246956,3.21,0.268648,3.8648,0.297553
-20.4,-28.8,12053,0.802867,1.99,0.177556,2.06,0.183904,2.13,0.190191,2.22,0.196939,2.33,0.204059,2.44,0.21186,2.55,0.221003,2.7,0.230978,2.91,0.243242,3.22,0.264263,3.87,0.292721
-20.4,-28.6,12053,0.791805,1.99,0.17553,2.06,0.181844,2.14,0.188658,2.23,0.195404,2.33,0.202494,2.44,0.209565,2.56,0.218818,2.7,0.228584,2.91,0.240405,3.22,0.259974,3.88,0.288577
-20.2,-40.0,12053,0.917964,1.49,0.136662,1.54,0.144719,1.58,0.153581,1.63,0.16303,1.69,0.173162,1.76,0.185003,1.84,0.199286,1.94,0.215522,2.08,0.235969,2.32,0.270089,2.8,0.338936
-20.2,-39.8,12053,0.902548,1.64,0.169256,1.69,0.176314,1.74,0.183439,1.8,0.19056,1.87,0.198898,1.94,0.208627,2.03,0.218904,2.16,0.230978,2.32,0.24692,2.58,0.271455,3.12,0.321745
-20.2,-29.6,12053,0.833773,1.99,0.184368,2.05,0.190162,2.13,0.196359,2.22,0.202521,2.31,0.209662,2.42,0.218109,2.54,0.22717,2.68,0.237705,2.89,0.251814,3.2,0.271317,3.8548,0.301827
-20.2,-29.4,12053,0.830219,1.99,0.182513,2.05,0.188246,2.13,0.194466,2.22,0.200892,2.32,0.208183,2.42,0.215888,2.55,0.224943,2.68,0.235832,2.89,0.249102,3.2,0.269378,3.84,0.298978
-20.2,-29.2,12053,0.82612,1.99,0.18023,2.05,0.185845,2.13,0.191669,2.22,0.198522,2.32,0.206171,2.43,0.213691,2.54,0.222326,2.68,0.232869,2.89,0.246468,3.2,0.266419,3.84,0.296539
-20.2,-29.0,12053,0.820817,1.99,0.177618,2.06,0.183355,2.13,0.189105,2.22,0.196051,2.32,0.203888,2.43,0.211127,2.55,0.219611,2.682,0.22956,2.89,0.242537,3.2,0.263582,3.8448,0.292946
-20.2,-28.8,12053,0.813605,1.99,0.175298,2.06,0.18118,2.13,0.187566,2.22,0.1944,2.32,0.201393,2.43,0.209015,2.55,0.217302,2.69,0.226816,2.89,0.239126,3.2,0.259986,3.85,0.287707
-20.2,-28.6,12053,0.804866,1.99,0.173504,2.06,0.17983,2.14,0.186248,2.22,0.192833,2.32,0.199738,2.44,0.207196,2.55,0.215339,2.69,0.224717,2.89,0.237522,3.21,0.257374,3.85,0.283883
-20.0,-40.0,12053,0.927341,1.4,0.126347,1.45,0.135502,1.5,0.145268,1.55,0.155339,1.61,0.166326,1.68,0.180364,1.76,0.196539,1.862,0.21485,2.01,0.23896,2.27,0.277413,2.73,0.355846
-20.0,-39.8,12053,0.912863,1.57,0.151983,1.62,0.159491,1.67,0.166951,1.72,0.175728,1.79,0.185737,1.87,0.195624,1.96,0.208077,2.08,0.221993,2.24,0.240118,2.5,0.2671,3.0448,0.325839
-20.0,-39.6,12053,0.908498,1.68,0.175237,1.73,0.182195,1.79,0.189275,1.85,0.196587,1.92,0.204229,2.0,0.213263,2.09,0.222784,2.22,0.234932,2.4,0.249153,2.68,0.274166,3.26,0.320473
-19.8,-40.0,12053,0.935606,1.15,0.115482,1.19,0.125736,1.23,0.136235,1.28,0.147514,1.34,0.161101,1.41,0.176519,1.49,0.194891,1.58,0.216498,1.718,0.246638,1.93,0.291867,2.32,0.380776
-19.8,-39.8,12053,0.931915,1.4,0.130071,1.44,0.139082,1.49,0.148714,1.55,0.159161,1.61,0.16972,1.68,0.183198,1.77,0.198878,1.88,0.215858,2.04,0.240177,2.284,0.277564,2.77,0.352128
-19.8,-39.6,12053,0.918094,1.59,0.154617,1.64,0.162259,1.69,0.169699,1.758,0.178313,1.82,0.187886,1.9,0.197796,2.0,0.209612,2.11,0.223719,2.29,0.241149,2.57,0.268243,3.1248,0.32627
-19.8,-39.4,12053,0.918504,1.68,0.17127,1.73,0.178199,1.79,0.185443,1.85,0.193021,1.92,0.20091,2.0,0.209821,2.1,0.219394,2.23,0.232004,2.42,0.246956,2.7,0.27173,3.29,0.319991
-19.6,-39.6,12053,0.982108,1.47,0.1376,1.51,0.146222,1.56,0.15557,1.62,0.165346,1.68,0.17612,1.75,0.188714,1.84,0.203418,1.94,0.220641,2.09,0.243374,2.35,0.276532,2.86,0.349754
-19.6,-39.4,12053,0.965226,1.59,0.154387,1.64,0.161963,1.69,0.169964,1.75,0.178533,1.81,0.188207,1.89,0.19787,1.98,0.209504,2.09,0.223906,2.25,0.241924,2.52,0.269383,3.07,0.327973
-19.4,-39.6,12053,1.115143,1.22,0.131437,1.26,0.140311,1.31,0.150382,1.35,0.161111,1.39,0.17335,1.45,0.18736,1.51,0.203634,1.59,0.2232,1.7,0.248343,1.89,0.288884,2.26,0.368849
-19.4,-39.4,12053,1.095759,1.49,0.144658,1.54,0.15262,1.59,0.161048,1.64,0.170321,1.7,0.180973,1.77,0.192719,1.85,0.20591,1.95,0.22186,2.1,0.243286,2.35,0.274964,2.84,0.344057
-19.2,-39.6,12053,1.322787,1.2,0.133316,1.24,0.142423,1.28,0.152214,1.32,0.162869,1.37,0.175334,1.42,0.189825,1.48,0.206273,1.55,0.22584,1.66,0.251859,1.84,0.291859,2.19,0.376666
-19.2,-39.4,12053,1.272525,1.46,0.141936,1.51,0.149966,1.56,0.158929,1.61,0.16814,1.67,0.179278,1.74,0.191693,1.81,0.205414,1.91,0.222287,2.06,0.244783,2.31,0.278187,2.8048,0.35232
-19.0,-39.6,12053,1.481503,1.12,0.132267,1.15,0.141154,1.19,0.150822,1.23,0.161993,1.28,0.174346,1.33,0.189459,1.39,0.205976,1.45,0.226142,1.56,0.252816,1.72,0.293418,2.06,0.379
-19.0,-39.4,12053,1.433717,1.43,0.140019,1.48,0.148442,1.53,0.157598,1.58,0.166802,1.64,0.178411,1.7,0.190802,1.77,0.205487,1.87,0.223103,2.02,0.245723,2.264,0.280001,2.75,0.358038
-18.8,-39.6,12053,1.620159,0.96,0.131535,1.0,0.140773,1.03,0.150773,1.06,0.162026,1.1,0.174802,1.14,0.190423,1.19,0.20719,1.25,0.228059,1.33,0.25494,1.47,0.298008,1.74,0.383885
-18.8,-39.4,12053,1.571999,1.34,0.13925,1.38,0.14792,1.43,0.15688,1.48,0.166971,1.53,0.178128,1.59,0.191241,1.66,0.206464,1.75,0.224557,1.88,0.247405,2.11,0.283069,2.54,0.363749
-18.6,-39.6,12053,1.739896,0.97,0.130289,1.0,0.140049,1.03,0.150398,1.07,0.161687,1.1,0.175664,1.15,0.191156,1.2,0.20796,1.25,0.230913,1.34,0.258612,1.48,0.304092,1.76,0.392729
-18.6,-39.4,12053,1.684572,1.27,0.136772,1.31,0.145486,1.36,0.155327,1.4,0.165347,1.46,0.177455,1.52,0.191229,1.58,0.206938,1.67,0.22594,1.8,0.249858,2.01,0.2886,2.45,0.370456
-18.4,-39.6,12053,1.841177,1.03,0.127604,1.07,0.138207,1.1,0.149238,1.14,0.160754,1.18,0.175743,1.23,0.192791,1.28,0.210458,1.35,0.234321,1.45,0.263514,1.61,0.312239,1.96,0.407007
-18.4,-39.4,12053,1.785987,1.25,0.13256,1.29,0.141609,1.33,0.151912,1.38,0.162517,1.43,0.175789,1.5,0.190619,1.57,0.207265,1.65,0.2279,1.79,0.254322,2.014,0.296993,2.4848,0.384634
-18.2,-39.4,12053,1.862386,1.11,0.126738,1.15,0.137207,1.18,0.148261,1.23,0.159997,1.28,0.174898,1.33,0.191448,1.4,0.209193,1.49,0.232505,1.62,0.261256,1.83,0.309142,2.25,0.403572
-18.2,-39.2,12053,1.780442,1.28,0.131608,1.32,0.141176,1.37,0.151274,1.42,0.162395,1.47,0.175828,1.54,0.191021,1.61,0.208136,1.71,0.229284,1.85,0.255313,2.1,0.29969,2.6,0.386003
-18.2,-39.0,12053,1.690964,1.4,0.133915,1.45,0.143474,1.49,0.152776,1.54,0.163823,1.6,0.176885,1.67,0.191717,1.75,0.208014,1.86,0.228156,2.0,0.253706,2.25,0.294137,2.8,0.376593
-18.0,-39.4,12053,1.905866,0.89,0.120548,0.91,0.131535,0.94,0.143693,0.98,0.15789,1.02,0.173467,1.07,0.191778,1.14,0.211737,1.23,0.238044,1.34,0.270931,1.54,0.324558,1.89,0.428005
-18.0,-39.2,12053,1.824537,1.15,0.123478,1.19,0.134135,1.23,0.145219,1.28,0.158208,1.33,0.173284,1.39,0.19068,1.47,0.208747,1.57,0.233833,1.71,0.263802,1.95,0.313841,2.44,0.41288
-18.0,-39.0,12053,1.729094,1.29,0.127262,1.33,0.138249,1.37,0.148625,1.42,0.160527,1.48,0.174566,1.54,0.191046,1.62,0.208441,1.72,0.231941,1.86,0.260262,2.11,0.306528,2.63,0.398718
-18.0,-38.8,12053,1.637309,1.32,0.132146,1.36,0.141851,1.4,0.151995,1.45,0.163555,1.5,0.176275,1.56,0.19129,1.64,0.207954,1.73,0.228583,1.87,0.255135,2.1,0.296468,2.55,0.382177
-17.8,-39.0,12053,1.712443,1.15,0.129826,1.19,0.140239,1.22,0.151018,1.27,0.163567,1.31,0.177276,1.37,0.193243,1.43,0.211042,1.53,0.23426,1.65,0.262264,1.87,0.308261,2.29,0.397163
-17.8,-38.8,12053,1.616846,1.23,0.140044,1.27,0.14973,1.31,0.159417,1.35,0.170514,1.4,0.182152,1.45,0.19604,1.51,0.212287,1.6,0.231036,1.72,0.256267,1.91,0.293934,2.3,0.373105
-17.6,-39.0,12053,1.633249,0.87,0.141911,0.89,0.151799,0.92,0.161504,0.95,0.173162,0.99,0.185333,1.02,0.199835,1.07,0.216071,1.12,0.236653,1.208,0.262813,1.33,0.304135,1.62,0.386391
-17.6,-38.8,12053,1.538098,1.23,0.153278,1.27,0.161578,1.31,0.170824,1.36,0.18056,1.41,0.190966,1.46,0.203083,1.52,0.217198,1.6,0.233466,1.72,0.256302,1.9,0.289465,2.26,0.359402
-17.4,-39.0,12053,1.547085,1.01,0.149174,1.05,0.158208,1.08,0.167803,1.12,0.179327,1.16,0.190216,1.21,0.203681,1.26,0.219221,1.32,0.237983,1.41,0.262813,1.54,0.300693,1.8,0.378449
-17.4,-38.8,12053,1.456344,1.3,0.160016,1.34,0.168097,1.38,0.176422,1.43,0.185914,1.48,0.196525,1.54,0.207564,1.61,0.220042,1.69,0.236006,1.82,0.257227,2.01,0.287147,2.42,0.351919
-17.2,-39.0,12053,1.474319,1.13,0.154179,1.17,0.163152,1.21,0.17243,1.25,0.183355,1.29,0.194342,1.34,0.206977,1.4,0.222297,1.47,0.240559,1.56,0.264168,1.74,0.300839,2.0448,0.374308
-17.2,-38.8,12053,1.373565,1.31,0.169012,1.35,0.176491,1.39,0.184503,1.44,0.193044,1.49,0.202869,1.55,0.213287,1.62,0.224435,1.71,0.23906,1.83,0.257742,2.03,0.285305,2.45,0.341281
-17.0,-39.0,12053,1.415185,1.08,0.155339,1.11,0.16419,1.15,0.173956,1.19,0.184637,1.23,0.196234,1.28,0.208747,1.33,0.224006,1.41,0.242988,1.5,0.266732,1.67,0.300729,1.9748,0.372631
-17.0,-38.8,12053,1.312467,1.29,0.173529,1.33,0.18061,1.37,0.188606,1.42,0.196406,1.47,0.206001,1.53,0.215827,1.6,0.226509,1.69,0.240133,1.81,0.257697,2.02,0.284615,2.4548,0.33701
-16.8,-39.0,12053,1.366177,1.07,0.161687,1.11,0.170232,1.15,0.1794,1.19,0.189691,1.23,0.200775,1.27,0.212958,1.33,0.227729,1.41,0.244954,1.5,0.268807,1.68,0.302731,1.99,0.371222
-16.8,-38.8,12053,1.306837,1.29,0.174701,1.34,0.181911,1.38,0.189731,1.43,0.197734,1.48,0.206982,1.54,0.216963,1.61,0.227807,1.71,0.241394,1.83,0.259235,2.05,0.286259,2.52,0.340059
-16.6,-39.0,12053,1.357535,0.89,0.163213,0.92,0.171795,0.95,0.181231,0.99,0.191717,1.02,0.203131,1.06,0.215522,1.11,0.230354,1.17,0.248677,1.25,0.272469,1.4,0.308115,1.66,0.378
