grid_lat,grid_lon,n_finite_days,hat_m,thr_hs_q50,thr_zos_q50,thr_hs_q55,thr_zos_q55,thr_hs_q60,thr_zos_q60,thr_hs_q65,thr_zos_q65,thr_hs_q70,thr_zos_q70,thr_hs_q75,thr_zos_q75,thr_hs_q80,thr_zos_q80,thr_hs_q85,thr_zos_q85,thr_hs_q90,thr_zos_q90,thr_hs_q95,thr_zos_q95,thr_hs_q99,thr_zos_q99
-28.0,-48.4,12053,0.46389,1.64,0.082706,1.71,0.096561,1.77,0.110599,1.84,0.125309,1.92,0.141508,2.02,0.160955,2.13,0.181743,2.28,0.210577,2.46,0.247908,2.77,0.308626,3.45,0.433193
-28.0,-48.2,12053,0.468105,1.82,0.096256,1.89,0.106203,1.97,0.117264,2.05,0.128788,2.14,0.141363,2.25,0.156073,2.38,0.173406,2.55,0.193489,2.78,0.220515,3.17,0.265783,3.9296,0.361206
-27.8,-48.4,12053,0.476086,1.48,0.080033,1.54,0.095122,1.61,0.11059,1.67,0.125636,1.75,0.143293,1.84,0.163848,1.94,0.186939,2.06,0.217617,2.23,0.257979,2.5,0.323451,3.1,0.45833
-27.8,-48.2,12053,0.481567,1.73,0.093507,1.81,0.104496,1.88,0.116071,1.96,0.129079,2.05,0.141868,2.16,0.157354,2.28,0.176121,2.43,0.198903,2.64,0.227608,3.0,0.276244,3.73,0.382234
-27.6,-48.4,12053,0.492605,1.26,0.078177,1.31,0.094573,1.37,0.110831,1.43,0.12748,1.49,0.146669,1.57,0.167448,1.65,0.193596,1.75,0.225557,1.9,0.269996,2.12,0.33984,2.59,0.480951
-27.6,-48.2,12053,0.500705,1.67,0.091298,1.74,0.103208,1.81,0.115905,1.89,0.129016,1.98,0.143442,2.08,0.159099,2.2,0.179071,2.35,0.204307,2.55,0.23548,2.88,0.286746,3.57,0.401334
-27.6,-48.0,12053,0.501159,1.81,0.098758,1.89,0.108097,1.97,0.118168,2.06,0.128727,2.16,0.139775,2.27,0.153325,2.41,0.16773,2.58,0.186956,2.81,0.210822,3.2,0.250032,3.9748,0.334097
-27.4,-48.4,12053,0.537301,1.0,0.081571,1.04,0.09752,1.08,0.114004,1.13,0.130922,1.18,0.149281,1.24,0.170146,1.306,0.196883,1.39,0.228187,1.5,0.272949,1.66,0.342807,2.02,0.485302
-27.4,-48.2,12053,0.528236,1.64,0.091664,1.71,0.104027,1.78,0.117563,1.86,0.131427,1.95,0.146653,2.05,0.162346,2.16,0.183358,2.3,0.209776,2.5,0.242918,2.81,0.297937,3.46,0.415279
-27.4,-48.0,12053,0.524446,1.78,0.096011,1.86,0.106119,1.94,0.116471,2.03,0.127506,2.13,0.138798,2.24,0.153691,2.37,0.169378,2.54,0.189593,2.77,0.21435,3.13,0.256209,3.8748,0.348729
-27.2,-48.4,12053,0.582978,1.1,0.083548,1.14,0.099584,1.19,0.115982,1.24,0.132729,1.29,0.151697,1.36,0.172478,1.44,0.198689,1.52,0.22942,1.64,0.273394,1.81,0.342995,2.17,0.483645
-27.2,-48.2,12053,0.566661,1.51,0.092861,1.57,0.105791,1.64,0.119657,1.71,0.133559,1.79,0.148702,1.88,0.16474,1.99,0.186664,2.12,0.21291,2.29,0.247106,2.55,0.304621,3.1048,0.425884
-27.2,-48.0,12053,0.552473,1.73,0.094729,1.81,0.105228,1.89,0.116337,1.97,0.127995,2.07,0.140202,2.18,0.154668,2.31,0.171758,2.47,0.192889,2.68,0.220099,3.02,0.264693,3.7448,0.365199
-27.0,-48.4,12053,0.629906,1.22,0.089969,1.27,0.10535,1.32,0.120547,1.37,0.137077,1.44,0.15479,1.51,0.173834,1.59,0.198407,1.7,0.227923,1.82,0.269343,2.03,0.3379,2.47,0.476197
-27.0,-48.2,12053,0.611887,1.52,0.093081,1.58,0.106363,1.65,0.120366,1.72,0.134771,1.81,0.149834,1.91,0.166692,2.01,0.188361,2.15,0.21424,2.33,0.249826,2.58,0.30869,3.1548,0.430489
-26.8,-48.4,12053,0.677386,1.27,0.090091,1.32,0.105252,1.37,0.120843,1.43,0.136589,1.51,0.154697,1.58,0.173796,1.67,0.198407,1.78,0.228542,1.93,0.26993,2.14,0.337988,2.62,0.475709
-26.8,-48.2,12053,0.657062,1.51,0.092714,1.57,0.10609,1.64,0.120212,1.72,0.134485,1.8,0.14966,1.89,0.167596,2.0,0.189112,2.14,0.215635,2.32,0.253116,2.58,0.312645,3.16,0.43666
-26.6,-48.6,12053,0.750584,1.11,0.088675,1.16,0.105523,1.2,0.1233,1.26,0.141052,1.32,0.161065,1.39,0.184271,1.46,0.211371,1.56,0.245792,1.69,0.29291,1.88,0.368252,2.28,0.512669
-26.6,-48.4,12053,0.728177,1.27,0.089053,1.32,0.104474,1.38,0.12037,1.43,0.136174,1.51,0.15445,1.58,0.174261,1.68,0.199618,1.79,0.230868,1.94,0.272845,2.15,0.342221,2.64,0.480854
-26.6,-48.2,12053,0.707378,1.48,0.091153,1.55,0.104969,1.61,0.119172,1.69,0.134109,1.77,0.149534,1.86,0.167986,1.97,0.189801,2.11,0.217979,2.29,0.255433,2.55,0.316506,3.11,0.442573
-26.4,-48.4,12053,0.786422,1.05,0.088382,1.1,0.104813,1.15,0.120907,1.2,0.13769,1.26,0.156858,1.33,0.177495,1.41,0.203229,1.5,0.235996,1.63,0.279368,1.81,0.351189,2.23,0.491175
-26.4,-48.2,12053,0.763106,1.45,0.0897,1.51,0.104801,1.572,0.11861,1.65,0.134437,1.72,0.150133,1.82,0.169525,1.93,0.191962,2.062,0.221072,2.24,0.260656,2.5,0.323808,3.05,0.454473
-26.2,-48.4,12053,0.868401,0.86,0.088821,0.9,0.10491,0.94,0.122062,0.98,0.139415,1.03,0.159372,1.09,0.180609,1.15,0.206854,1.23,0.241271,1.34,0.286512,1.49,0.360635,1.85,0.503602
-26.2,-48.2,12053,0.825459,1.3,0.088223,1.36,0.103675,1.41,0.119171,1.48,0.134885,1.55,0.152544,1.63,0.171941,1.73,0.196027,1.85,0.227369,2.0,0.269416,2.25,0.335299,2.75,0.470428
-26.0,-48.4,12053,0.940288,0.83,0.087955,0.87,0.104422,0.9,0.122806,0.94,0.1408,0.99,0.161382,1.04,0.183843,1.1,0.210822,1.17,0.246833,1.26,0.295223,1.41,0.370214,1.74,0.515635
-26.0,-48.2,12053,0.890884,1.21,0.086916,1.26,0.10264,1.31,0.11879,1.37,0.135869,1.44,0.155583,1.51,0.175847,1.6,0.201178,1.71,0.234138,1.85,0.279148,2.06,0.349877,2.52,0.489386
-25.8,-48.2,12053,0.951877,1.17,0.08605,1.22,0.102396,1.28,0.119899,1.34,0.137822,1.4,0.158467,1.47,0.179437,1.56,0.207228,1.66,0.242747,1.8,0.28848,2.01,0.362677,2.4548,0.508009
-25.8,-48.0,12053,0.893305,1.4,0.087588,1.46,0.102298,1.52,0.118473,1.59,0.134269,1.67,0.152983,1.75,0.172552,1.86,0.197211,1.99,0.22895,2.15,0.271432,2.42,0.338939,2.95,0.475203
-25.6,-48.4,12053,1.065991,0.86,0.087027,0.9,0.105486,0.94,0.124213,0.98,0.145551,1.03,0.167666,1.09,0.19295,1.15,0.222555,1.23,0.262134,1.33,0.313349,1.47,0.392661,1.79,0.546474
-25.6,-48.2,12053,1.007499,1.08,0.085233,1.12,0.102648,1.17,0.12082,1.23,0.140612,1.29,0.162424,1.35,0.185015,1.44,0.21395,1.53,0.250916,1.67,0.299426,1.86,0.377274,2.27,0.528216
-25.6,-48.0,12053,0.94467,1.34,0.086734,1.39,0.102213,1.46,0.118668,1.52,0.136528,1.59,0.15573,1.67,0.176702,1.78,0.20268,1.9,0.237153,2.06,0.281381,2.31,0.353575,2.8348,0.495586
-25.6,-47.8,12053,0.889423,1.48,0.087552,1.54,0.101383,1.62,0.117975,1.69,0.132729,1.76,0.150695,1.85,0.169926,1.96,0.19408,2.1,0.224464,2.27,0.264722,2.554,0.331074,3.1248,0.464495
-25.4,-48.0,12053,0.972441,1.23,0.084902,1.28,0.101968,1.34,0.120072,1.4,0.13964,1.47,0.160466,1.54,0.182257,1.63,0.210944,1.75,0.247688,1.89,0.295627,2.12,0.371776,2.61,0.52275
-25.4,-47.8,12053,0.928446,1.34,0.086098,1.4,0.101615,1.46,0.11817,1.53,0.13584,1.6,0.155202,1.68,0.176251,1.78,0.201544,1.9,0.236018,2.06,0.278879,2.3,0.351159,2.81,0.492566
-25.4,-47.6,12053,0.876343,1.51,0.086306,1.57,0.101126,1.64,0.116661,1.71,0.131525,1.79,0.149529,1.89,0.169122,2.0,0.191803,2.13,0.223103,2.31,0.262731,2.59,0.329388,3.1648,0.461903
-25.2,-47.8,12053,0.953431,1.21,0.084792,1.27,0.102069,1.32,0.120463,1.38,0.139428,1.45,0.161049,1.52,0.182927,1.61,0.211844,1.71,0.248044,1.85,0.295915,2.07,0.372302,2.5196,0.5236
-25.2,-47.6,12053,0.909957,1.42,0.085684,1.48,0.101658,1.55,0.118082,1.62,0.135087,1.7,0.154168,1.78,0.175714,1.89,0.201357,2.01,0.234764,2.18,0.276937,2.434,0.348632,2.98,0.48961
-25.0,-47.8,12053,0.960678,0.85,0.084232,0.88,0.102944,0.92,0.122806,0.96,0.143608,1.01,0.16629,1.06,0.190374,1.12,0.22215,1.19,0.259553,1.29,0.3108,1.43,0.392431,1.72,0.546095
-25.0,-47.6,12053,0.92836,1.33,0.085391,1.39,0.102542,1.45,0.120548,1.52,0.139286,1.59,0.160369,1.67,0.182806,1.77,0.211433,1.88,0.246614,2.04,0.293015,2.28,0.370215,2.7848,0.519301
-25.0,-47.4,12053,0.886895,1.43,0.084293,1.49,0.100564,1.56,0.11641,1.63,0.133488,1.71,0.153227,1.8,0.174749,1.9,0.199993,2.03,0.234076,2.2,0.277156,2.45,0.348447,2.99,0.491191
-25.0,-47.2,12053,0.842559,1.52,0.083316,1.59,0.098489,1.66,0.112687,1.74,0.128899,1.81,0.147038,1.91,0.166937,2.02,0.189154,2.16,0.220589,2.34,0.260433,2.61,0.327025,3.19,0.458377
-24.8,-47.4,12053,0.90016,1.33,0.084256,1.39,0.101707,1.44,0.120936,1.51,0.139633,1.58,0.161589,1.67,0.185198,1.76,0.215143,1.88,0.250356,2.04,0.297006,2.28,0.377301,2.77,0.527572
-24.8,-47.2,12053,0.861248,1.46,0.082351,1.53,0.099317,1.59,0.115849,1.67,0.133805,1.74,0.153924,1.84,0.175421,1.94,0.201186,2.08,0.235343,2.25,0.279124,2.5,0.353133,3.05,0.495925
-24.8,-47.0,12053,0.823436,1.53,0.080508,1.6,0.095767,1.67,0.110721,1.75,0.127372,1.83,0.146269,1.92,0.166021,2.03,0.18919,2.17,0.221149,2.36,0.262459,2.62,0.330162,3.18,0.464187
-24.8,-46.8,12053,0.791171,1.59,0.080007,1.66,0.093545,1.73,0.107169,1.81,0.122078,1.9,0.139227,2.0,0.15706,2.11,0.178835,2.26,0.207548,2.45,0.245756,2.74,0.306979,3.32,0.430262
-24.6,-47.2,12053,0.864213,1.31,0.082021,1.37,0.100284,1.42,0.119894,1.49,0.14011,1.56,0.163226,1.64,0.188214,1.73,0.219384,1.85,0.25587,1.99,0.304334,2.21,0.386672,2.67,0.541866
-24.6,-47.0,12053,0.835846,1.44,0.081118,1.51,0.097879,1.57,0.115006,1.65,0.134465,1.72,0.154753,1.82,0.177801,1.92,0.204266,2.05,0.240156,2.21,0.285336,2.46,0.360326,2.9748,0.508424
-24.6,-46.8,12053,0.807554,1.5,0.078787,1.56,0.094224,1.63,0.109586,1.71,0.126287,1.79,0.145841,1.89,0.165996,2.0,0.189707,2.13,0.22254,2.31,0.265091,2.57,0.333827,3.1,0.471034
-24.6,-46.6,12053,0.779478,1.57,0.077077,1.64,0.091167,1.712,0.105309,1.8,0.120975,1.89,0.138432,1.99,0.157452,2.1,0.179203,2.25,0.208632,2.44,0.247735,2.73,0.310523,3.31,0.439337
-24.4,-46.8,12053,0.818604,1.38,0.077798,1.44,0.09479,1.51,0.112117,1.58,0.131869,1.66,0.152584,1.75,0.175663,1.85,0.202764,1.97,0.239144,2.14,0.284283,2.39,0.361443,2.8648,0.511817
-24.4,-46.6,12053,0.793456,1.45,0.075723,1.51,0.091639,1.58,0.108043,1.65,0.125648,1.74,0.145144,1.83,0.16668,1.95,0.190792,2.07,0.224592,2.25,0.268549,2.51,0.340551,3.0448,0.483378
-24.4,-46.4,12053,0.766807,1.51,0.073318,1.58,0.088206,1.65,0.104317,1.73,0.120292,1.82,0.138847,1.92,0.159025,2.03,0.181775,2.17,0.213329,2.36,0.253914,2.64,0.321201,3.2,0.455203
-24.4,-46.2,12053,0.740575,1.56,0.0709,1.63,0.084971,1.7,0.099713,1.79,0.115554,1.87,0.132353,1.98,0.15125,2.1,0.172853,2.23,0.202192,2.43,0.241483,2.73,0.303982,3.3,0.428423
-24.4,-46.0,12053,0.718592,1.61,0.067568,1.68,0.080569,1.76,0.094546,1.84,0.1095,1.94,0.125858,2.04,0.142888,2.16,0.163738,2.31,0.190558,2.5,0.226557,2.82,0.286032,3.42,0.405737
-24.4,-45.2,12053,0.628043,1.78,0.092751,1.86,0.101726,1.94,0.111378,2.03,0.121095,2.13,0.131528,2.25,0.143144,2.38,0.155847,2.54,0.17238,2.75,0.193941,3.12,0.231278,3.8,0.310408
-24.2,-46.6,12053,0.800581,1.37,0.074661,1.43,0.092078,1.492,0.110258,1.57,0.131369,1.65,0.151699,1.74,0.176751,1.84,0.204545,1.96,0.241851,2.13,0.288781,2.38,0.367807,2.87,0.519876
-24.2,-46.4,12053,0.77656,1.41,0.073013,1.48,0.089051,1.55,0.106622,1.62,0.126085,1.71,0.145419,1.8,0.169304,1.91,0.1948,2.04,0.230077,2.22,0.275237,2.49,0.351114,3.01,0.497989
-24.2,-46.2,12053,0.750144,1.45,0.070534,1.51,0.08646,1.58,0.102301,1.66,0.120668,1.75,0.13917,1.84,0.161016,1.96,0.184869,2.09,0.218076,2.27,0.261151,2.544,0.333253,3.08,0.472245
-24.2,-46.0,12053,0.728185,1.51,0.067141,1.58,0.081729,1.65,0.097354,1.74,0.1142,1.824,0.132389,1.93,0.152043,2.04,0.175152,2.18,0.20661,2.37,0.246321,2.65,0.313449,3.22,0.444901
-24.2,-45.8,12053,0.706449,1.58,0.063662,1.65,0.077292,1.73,0.092708,1.82,0.108436,1.91,0.125653,2.02,0.143729,2.14,0.165849,2.28,0.194607,2.48,0.232944,2.8,0.296243,3.3948,0.423619
-24.2,-45.6,12053,0.682859,1.61,0.066152,1.68,0.078726,1.76,0.091897,1.85,0.106727,1.94,0.122704,2.05,0.14008,2.17,0.159827,2.32,0.185695,2.52,0.221916,2.85,0.280441,3.44,0.39943
-24.2,-45.4,12053,0.65938,1.67,0.072903,1.75,0.084527,1.83,0.096527,1.91,0.10985,2.01,0.124782,2.12,0.139885,2.25,0.157326,2.39,0.18023,2.61,0.211505,2.96,0.263514,3.6,0.372946
-24.2,-45.2,12053,0.638479,1.72,0.07991,1.8,0.089572,1.87,0.101104,1.96,0.112869,2.06,0.126026,2.17,0.139311,2.3,0.154536,2.45,0.174231,2.67,0.201581,3.02,0.2487,3.67,0.340921
-24.2,-45.0,12053,0.622446,1.76,0.089175,1.84,0.098209,1.92,0.108036,2.01,0.118534,2.1,0.12946,2.22,0.140751,2.35,0.153423,2.5,0.17116,2.718,0.19306,3.074,0.23017,3.75,0.307043
-24.0,-46.4,12053,0.774999,1.09,0.07184,1.15,0.089602,1.22,0.108792,1.29,0.131583,1.36,0.151884,1.45,0.177313,1.55,0.207831,1.67,0.244587,1.83,0.295822,2.07,0.376671,2.52,0.533314
-24.0,-46.2,12053,0.749386,1.2,0.069888,1.25,0.086734,1.32,0.105241,1.39,0.12714,1.46,0.147124,1.55,0.172674,1.65,0.201215,1.77,0.237556,1.92,0.28569,2.16,0.366198,2.6,0.516709
-24.0,-46.0,12053,0.732638,1.38,0.068056,1.45,0.084536,1.52,0.101932,1.59,0.122379,1.68,0.141118,1.78,0.165716,1.89,0.190741,2.03,0.225288,2.22,0.270699,2.49,0.348949,3.03,0.496988
-24.0,-45.8,12053,0.713567,1.39,0.064577,1.46,0.079836,1.53,0.097183,1.61,0.115408,1.7,0.133854,1.8,0.15662,1.91,0.181255,2.05,0.214142,2.23,0.258003,2.52,0.330612,3.06,0.473016
-24.0,-45.6,12053,0.691409,1.43,0.061831,1.5,0.076602,1.57,0.092349,1.65,0.110465,1.74,0.128605,1.84,0.14887,1.95,0.172955,2.09,0.204108,2.29,0.245552,2.57,0.316356,3.1348,0.454133
-24.0,-45.4,12053,0.665422,1.53,0.061952,1.6,0.076357,1.67,0.091494,1.75,0.109244,1.85,0.12653,1.95,0.146,2.07,0.170086,2.21,0.200213,2.43,0.239448,2.74,0.306845,3.3248,0.437813
-24.0,-45.2,12053,0.643223,1.62,0.064942,1.69,0.078591,1.77,0.092776,1.86,0.108574,1.95,0.125676,2.05,0.143315,2.18,0.165411,2.33,0.191791,2.53,0.226985,2.86,0.284226,3.4648,0.397507
-24.0,-45.0,12053,0.632645,1.69,0.07477,1.76,0.086245,1.84,0.097964,1.93,0.110782,2.02,0.124638,2.13,0.14008,2.25,0.156865,2.4,0.177374,2.61,0.208136,2.94,0.257271,3.56,0.350047
-24.0,-44.8,12053,0.622273,1.74,0.085208,1.81,0.094949,1.89,0.105533,1.98,0.11652,2.07,0.127959,2.18,0.14002,2.31,0.153508,2.47,0.172259,2.68,0.195671,3.03,0.23642,3.68,0.316433
-23.8,-45.8,12053,0.716081,1.06,0.063918,1.12,0.081558,1.19,0.099636,1.27,0.121156,1.35,0.14089,1.45,0.167363,1.57,0.195548,1.71,0.23133,1.89,0.279764,2.18,0.362362,2.68,0.515067
-23.8,-45.6,12053,0.700519,0.93,0.060695,0.99,0.078281,1.05,0.096607,1.12,0.118368,1.2,0.137363,1.29,0.164165,1.396,0.192159,1.53,0.227817,1.698,0.275761,1.97,0.357714,2.44,0.511387
-23.8,-45.4,12053,0.679261,0.75,0.061672,0.79,0.077464,0.84,0.095132,0.89,0.114468,0.95,0.134462,1.01,0.156425,1.09,0.183558,1.18,0.217693,1.3,0.262622,1.52,0.340044,1.88,0.481768
-23.8,-45.2,12053,0.64868,1.08,0.065481,1.13,0.078853,1.18,0.094659,1.24,0.111957,1.294,0.129484,1.36,0.149126,1.44,0.174283,1.53,0.203818,1.65,0.24495,1.84,0.313697,2.21,0.445804
-23.8,-45.0,12053,0.641958,1.57,0.067263,1.64,0.079751,1.71,0.094131,1.79,0.108939,1.88,0.125431,1.98,0.143193,2.09,0.163884,2.22,0.189825,2.4,0.227094,2.704,0.287631,3.24,0.407657
-23.8,-44.8,12053,0.633815,1.65,0.072427,1.72,0.084488,1.8,0.096537,1.89,0.109263,1.98,0.123683,2.08,0.139567,2.2,0.15728,2.35,0.179468,2.54,0.211581,2.86,0.265424,3.47,0.367493
-23.8,-44.6,12053,0.626118,1.71,0.080325,1.78,0.091152,1.86,0.101993,1.95,0.113089,2.04,0.125773,2.15,0.139506,2.27,0.154382,2.43,0.174194,2.63,0.200707,2.98,0.246339,3.62,0.332785
-23.6,-45.2,12053,0.657104,0.93,0.061196,0.97,0.076866,1.01,0.093398,1.05,0.111906,1.1,0.131473,1.16,0.153374,1.22,0.180734,1.29,0.211973,1.39,0.256151,1.54,0.33131,1.87,0.471473
-23.6,-45.0,12053,0.649852,1.31,0.062685,1.36,0.076174,1.42,0.091922,1.48,0.107974,1.56,0.12631,1.63,0.145085,1.72,0.169842,1.83,0.198273,1.97,0.238276,2.194,0.306491,2.61,0.435238
-23.6,-44.8,12053,0.643862,1.52,0.064651,1.58,0.077239,1.66,0.092092,1.73,0.107264,1.82,0.123568,1.91,0.141314,2.02,0.163247,2.15,0.189903,2.32,0.227238,2.61,0.290479,3.1348,0.413479
-23.6,-44.6,12053,0.638136,1.61,0.069143,1.68,0.081016,1.75,0.094195,1.84,0.107413,1.93,0.122794,2.02,0.139348,2.15,0.158296,2.29,0.182154,2.48,0.217073,2.81,0.273061,3.39,0.381941
-23.6,-44.4,12053,0.632744,1.67,0.073892,1.74,0.085293,1.82,0.097061,1.9,0.108973,2.0,0.122848,2.1,0.138224,2.23,0.154717,2.38,0.176009,2.58,0.206476,2.92,0.257409,3.56,0.352952
-23.6,-44.2,12053,0.627519,1.7,0.07969,1.78,0.090371,1.86,0.100774,1.95,0.112384,2.04,0.124557,2.15,0.138041,2.27,0.153369,2.43,0.173641,2.64,0.198908,3.01,0.243479,3.7,0.330311
-23.6,-44.0,12053,0.623142,1.74,0.086306,1.81,0.095254,1.89,0.105594,1.98,0.11597,2.074,0.127323,2.19,0.139348,2.31,0.153996,2.47,0.17066,2.68,0.193658,3.06,0.233882,3.78,0.3108
-23.4,-44.4,12053,0.647998,1.55,0.065713,1.62,0.077603,1.69,0.091812,1.77,0.106043,1.86,0.122384,1.96,0.140141,2.08,0.161006,2.23,0.187334,2.4,0.223759,2.73,0.28338,3.32,0.400814
-23.4,-44.2,12053,0.644203,1.6,0.068691,1.67,0.080862,1.74,0.093121,1.83,0.106168,1.92,0.121302,2.02,0.138103,2.15,0.156018,2.3,0.180648,2.49,0.21393,2.84,0.268961,3.49,0.37593
-23.4,-44.0,12053,0.638865,1.63,0.072268,1.7,0.083291,1.78,0.095401,1.87,0.107169,1.96,0.121122,2.06,0.136052,2.19,0.153581,2.35,0.176348,2.548,0.205939,2.91,0.257051,3.6148,0.353949
-23.4,-43.8,12053,0.631576,1.67,0.074709,1.74,0.085354,1.81,0.096844,1.9,0.107818,1.99,0.120997,2.1,0.134794,2.23,0.151774,2.39,0.171909,2.59,0.19983,2.97,0.246528,3.69,0.336629
-23.4,-43.6,12053,0.625777,1.7,0.077907,1.76,0.088242,1.84,0.098836,1.93,0.109557,2.02,0.121842,2.13,0.135111,2.26,0.150647,2.42,0.169319,2.63,0.194967,3.02,0.238924,3.74,0.323298
-23.4,-43.4,12053,0.622132,1.73,0.081875,1.796,0.091197,1.88,0.10137,1.96,0.111549,2.05,0.123117,2.17,0.135795,2.3,0.14998,2.45,0.16783,2.668,0.191715,3.05,0.230969,3.7948,0.310249
-23.4,-43.2,12053,0.620257,1.76,0.086403,1.83,0.095512,1.91,0.104886,2.0,0.11492,2.09,0.125304,2.2,0.137041,2.33,0.150146,2.48,0.166999,2.7,0.189242,3.09,0.225263,3.85,0.298429
-23.4,-43.0,12053,0.619911,1.8,0.096622,1.87,0.105167,1.95,0.113712,2.03,0.122745,2.12,0.132633,2.23,0.143193,2.36,0.155889,2.51,0.17116,2.73,0.1914,3.12,0.22425,3.9,0.291593
-23.4,-42.8,12053,0.620806,1.84,0.111015,1.91,0.118913,1.99,0.127349,2.07,0.135864,2.16,0.145013,2.27,0.154668,2.39,0.165643,2.55,0.179256,2.76,0.197937,3.16,0.226218,3.9648,0.286174
-23.4,-42.6,12053,0.62258,1.88,0.122696,1.95,0.130509,2.03,0.138434,2.11,0.147118,2.2,0.155571,2.3,0.164922,2.42,0.175659,2.58,0.188262,2.79,0.205333,3.184,0.231616,4.0048,0.284754
-23.4,-42.2,12053,0.631304,1.94,0.123185,2.01,0.131542,2.09,0.139921,2.17,0.148259,2.26,0.157591,2.36,0.16668,2.48,0.177754,2.63,0.18996,2.84,0.20612,3.24,0.231768,4.0448,0.285201
-23.4,-42.0,12053,0.63872,1.97,0.114078,2.04,0.12244,2.11,0.131181,2.2,0.139958,2.29,0.149113,2.38,0.159062,2.51,0.170721,2.65,0.18421,2.87,0.201215,3.26,0.227815,4.0648,0.279606
-23.2,-44.4,12053,0.671855,1.16,0.062904,1.22,0.076431,1.27,0.091531,1.34,0.108084,1.42,0.125526,1.5,0.144682,1.6,0.168328,1.72,0.197652,1.88,0.238935,2.15,0.306181,2.64,0.43957
-23.2,-44.2,12053,0.654414,1.28,0.061135,1.34,0.074131,1.4,0.089275,1.48,0.104979,1.56,0.122025,1.65,0.140703,1.76,0.163396,1.91,0.192489,2.08,0.232202,2.39,0.296579,2.9448,0.426051
-23.2,-44.0,12053,0.655431,1.35,0.060244,1.41,0.073489,1.48,0.088015,1.55,0.103323,1.63,0.119388,1.72,0.137577,1.83,0.159795,1.97,0.187518,2.13,0.225776,2.44,0.287814,2.99,0.409766
-23.2,-43.8,12053,0.642301,1.48,0.061416,1.54,0.074186,1.61,0.088133,1.69,0.102274,1.78,0.117806,1.88,0.135819,2.0,0.156369,2.16,0.18337,2.34,0.21996,2.68,0.279607,3.3,0.394202
-23.2,-43.6,12053,0.635576,1.55,0.063308,1.61,0.075769,1.68,0.088907,1.76,0.101988,1.86,0.117452,1.96,0.134037,2.09,0.153518,2.24,0.178922,2.45,0.213783,2.8,0.268392,3.49,0.377501
-23.2,-43.4,12053,0.633069,1.59,0.064626,1.65,0.076262,1.73,0.088824,1.81,0.102051,1.9,0.115949,2.01,0.131791,2.14,0.150517,2.3,0.174819,2.51,0.206644,2.87,0.258347,3.59,0.359715
-23.2,-43.2,12053,0.632665,1.63,0.064467,1.7,0.075471,1.77,0.087557,1.85,0.10077,1.95,0.114188,2.05,0.128934,2.19,0.14739,2.34,0.170008,2.56,0.200856,2.94,0.249322,3.68,0.343404
-23.2,-43.0,12053,0.633021,1.67,0.066836,1.73,0.077395,1.81,0.088833,1.9,0.101688,1.99,0.114139,2.09,0.1283,2.22,0.144877,2.38,0.167009,2.59,0.196588,2.98,0.240791,3.74,0.331272
-23.2,-42.8,12053,0.63375,1.72,0.078067,1.78,0.087627,1.85,0.098263,1.94,0.108852,2.03,0.120481,2.13,0.132867,2.26,0.148765,2.42,0.167702,2.63,0.195469,3.02,0.235417,3.7948,0.319505
-23.2,-42.6,12053,0.635982,1.76,0.091677,1.83,0.100926,1.9,0.109673,1.99,0.119962,2.08,0.130118,2.18,0.142155,2.3,0.155617,2.45,0.172349,2.67,0.198072,3.07,0.233591,3.85,0.309379
-23.2,-42.4,12053,0.640332,1.81,0.099613,1.88,0.108109,1.96,0.117404,2.04,0.126884,2.12,0.136923,2.22,0.147685,2.34,0.161043,2.49,0.176353,2.7,0.200248,3.11,0.234182,3.89,0.303473
-23.2,-42.2,12053,0.647502,1.87,0.100419,1.93,0.108824,2.01,0.118136,2.08,0.1282,2.17,0.137856,2.27,0.148455,2.39,0.162056,2.53,0.177666,2.748,0.200646,3.14,0.234607,3.92,0.300455
-23.2,-42.0,12053,0.65814,1.91,0.095584,1.98,0.104837,2.05,0.113724,2.13,0.12476,2.22,0.135344,2.31,0.146367,2.43,0.159465,2.57,0.176092,2.77,0.198236,3.16,0.23227,3.9248,0.298649
-23.2,-41.8,12053,0.669163,1.94,0.089785,2.01,0.099441,2.08,0.109549,2.16,0.119857,2.25,0.131424,2.35,0.143182,2.46,0.156489,2.6,0.172983,2.81,0.194796,3.18,0.230121,3.95,0.298482
-23.0,-44.4,12053,0.697688,0.46,0.060793,0.49,0.075844,0.51,0.091067,0.54,0.108695,0.57,0.12747,0.61,0.147588,0.65,0.174639,0.7,0.205218,0.77,0.248897,0.87,0.321189,1.1,0.462839
-23.0,-44.0,12053,0.752706,0.63,0.057375,0.66,0.072817,0.7,0.087893,0.73,0.105899,0.78,0.12421,0.82,0.145573,0.87,0.171514,0.92,0.202704,1.01,0.248421,1.13,0.319956,1.41,0.463417
-23.0,-43.4,12053,0.637959,1.07,0.054628,1.12,0.069399,1.18,0.084414,1.25,0.100272,1.32,0.117801,1.41,0.136967,1.51,0.16126,1.63,0.190325,1.79,0.233271,2.05,0.296054,2.56,0.428965
-23.0,-43.2,12053,0.647089,1.16,0.05475,1.22,0.068911,1.29,0.08345,1.35,0.098929,1.43,0.116703,1.52,0.134709,1.63,0.157903,1.76,0.186468,1.93,0.228156,2.23,0.289462,2.78,0.416117
