grid_lat,grid_lon,municipality,compound_count_total,production_mean_compound_intensity_norm,production_p95_compound_intensity_norm,production_max_compound_intensity_norm,global_mean_compound_intensity_norm,global_mean_compound_intensity_norm_recomputed,global_q90_compound_intensity_norm,global_q95_compound_intensity_norm,global_max_compound_intensity_norm,local_mean_compound_intensity_norm,local_q90_compound_intensity_norm,local_q95_compound_intensity_norm,local_p95_compound_intensity_norm,local_max_compound_intensity_norm,delta_mean_local_minus_global,delta_q90_local_minus_global,delta_q95_local_minus_global,delta_max_local_minus_global,delta_local_minus_global,local_hs_ref_low,local_hs_ref_high,local_ssh_ref_low,local_ssh_ref_high
-23.2,-42.8,,190,0.4201,0.5545,0.5948,0.4201,0.4201,0.5336,0.5545,0.5948,0.3888,0.6967,0.8213,0.8213,1.0,-0.0313,0.1631,0.2668,0.4052,-0.0313,2.6945,4.5055,0.6390049999999999,0.8708
-23.2,-42.6,,179,0.4245,0.5516,0.5897,0.4245,0.4245,0.5361,0.5516,0.5897,0.3856,0.6788,0.8193,0.8193,1.0,-0.0389,0.1427,0.2677,0.4103,-0.0389,2.72,4.571000000000001,0.64392,0.86402
-23.2,-42.4,,166,0.4309,0.5496,0.5851,0.4309,0.4309,0.5368,0.5496,0.5851,0.3949,0.6852,0.8385,0.8385,1.0,-0.036,0.1484,0.2889,0.4149,-0.036,2.7725,4.6325,0.649625,0.853475
-23.2,-42.2,,160,0.4376,0.5494,0.584,0.4376,0.4376,0.538,0.5494,0.584,0.3889,0.6871,0.8151,0.8151,1.0,-0.0487,0.1491,0.2657,0.416,-0.0487,2.8194999999999997,4.724499999999995,0.650975,0.86464
-23.2,-42.0,,158,0.438,0.5523,0.5844,0.438,0.438,0.539,0.5523,0.5844,0.3875,0.6931,0.8049,0.8049,1.0,-0.0505,0.1541,0.2526,0.4156,-0.0505,2.83,4.680000000000002,0.657555,0.8710300000000001
-23.2,-41.8,,154,0.4431,0.5537,0.5849,0.4431,0.4431,0.5395,0.5537,0.5849,0.3802,0.6845,0.7967,0.7967,1.0,-0.0629,0.145,0.243,0.4151,-0.0629,2.8765,4.741999999999998,0.66393,0.8766849999999999
-23.0,-44.4,,269,0.0659,0.1084,0.2103,0.0659,0.0659,0.1006,0.1084,0.2103,0.3907,0.7051,0.8116,0.8116,1.0,0.3248,0.6045,0.7032,0.7897,0.3248,0.79,1.356,0.7437,1.0720399999999999
-23.0,-44.0,,244,0.0924,0.1752,0.2902,0.0924,0.0924,0.1548,0.1752,0.2902,0.3988,0.7357,0.8027,0.8027,1.0,0.3064,0.5809,0.6275,0.7098,0.3064,1.03,1.67,0.777535,1.138575
-23.0,-43.4,,245,0.244,0.3752,0.5008,0.244,0.244,0.3476,0.3752,0.5008,0.4117,0.723,0.8163,0.8163,1.0,0.1677,0.3754,0.4411,0.4992,0.1677,1.812,3.0479999999999996,0.66262,0.97136
-23.0,-43.2,,236,0.2806,0.4339,0.543,0.2806,0.2806,0.3893,0.4339,0.543,0.402,0.7191,0.7975,0.7975,1.0,0.1214,0.3298,0.3636,0.457,0.1214,1.99,3.3375,0.6643,0.9698500000000001
-23.0,-43.0,,229,0.337,0.51,0.5954,0.337,0.337,0.4591,0.51,0.5954,0.3956,0.7147,0.8004,0.8004,1.0,0.0586,0.2556,0.2904,0.4046,0.0586,2.25,3.7659999999999996,0.65868,0.95714
-23.0,-42.8,,230,0.3665,0.5356,0.6193,0.3665,0.3665,0.4969,0.5356,0.6193,0.3926,0.718,0.815,0.815,1.0,0.0261,0.2211,0.2794,0.3807,0.0261,2.38,4.0255,0.65351,0.941275
-23.0,-42.6,,227,0.3823,0.5399,0.6148,0.3823,0.3823,0.5195,0.5399,0.6148,0.3908,0.7097,0.814,0.814,1.0,0.0085,0.1902,0.2741,0.3852,0.0085,2.4730000000000003,4.1339999999999995,0.64868,0.9313400000000001
-23.0,-42.4,,218,0.3957,0.5498,0.6111,0.3957,0.3957,0.5289,0.5498,0.6111,0.3929,0.7062,0.8137,0.8137,1.0,-0.0028,0.1773,0.2639,0.3889,-0.0028,2.5585,4.233,0.645295,0.926135
-23.0,-42.2,,217,0.4018,0.5483,0.6109,0.4018,0.4018,0.5336,0.5483,0.6109,0.3973,0.7045,0.8229,0.8229,1.0,-0.0045,0.1709,0.2746,0.3891,-0.0045,2.57,4.254,0.65078,0.92508
-23.0,-42.0,,201,0.4078,0.5482,0.6113,0.4078,0.4078,0.5338,0.5482,0.6113,0.3956,0.7081,0.8122,0.8122,1.0,-0.0122,0.1743,0.264,0.3887,-0.0122,2.63,4.22,0.6687,0.9272
-23.0,-41.8,,183,0.4182,0.5479,0.6096,0.4182,0.4182,0.5343,0.5479,0.6096,0.379,0.6764,0.7707,0.7707,1.0,-0.0392,0.1421,0.2228,0.3904,-0.0392,2.74,4.3500000000000005,0.67767,0.9344300000000001
-23.0,-41.6,,172,0.4316,0.5534,0.6061,0.4316,0.4316,0.5406,0.5534,0.6061,0.3744,0.6791,0.776,0.776,1.0,-0.0572,0.1385,0.2226,0.3939,-0.0572,2.81,4.477499999999998,0.6862550000000001,0.9340949999999999
-22.8,-41.8,,163,0.2712,0.3882,0.5374,0.2712,0.2712,0.3573,0.3882,0.5374,0.3769,0.6925,0.7797,0.7797,1.0,0.1057,0.3352,0.3915,0.4626,0.1057,2.05,3.024,0.7144400000000001,1.00712
-22.8,-41.6,,174,0.387,0.535,0.6242,0.387,0.387,0.5103,0.535,0.6242,0.3716,0.6647,0.7504,0.7504,1.0,-0.0154,0.1544,0.2154,0.3758,-0.0154,2.56,3.9234999999999998,0.70877,1.003925
-22.6,-41.8,,125,0.2257,0.3236,0.4305,0.2257,0.2257,0.2898,0.3236,0.4305,0.371,0.6107,0.7393,0.7393,0.9318,0.1453,0.3209,0.4157,0.5013,0.1453,1.84,2.632,0.74148,1.05552
-22.6,-41.6,,170,0.3525,0.5085,0.5873,0.3525,0.3525,0.4762,0.5085,0.5873,0.377,0.6537,0.7775,0.7775,0.965,0.0245,0.1775,0.269,0.3777,0.0245,2.3345,3.662999999999999,0.73846,1.03915
-22.6,-41.4,,177,0.3917,0.5414,0.6299,0.3917,0.3917,0.5175,0.5414,0.6299,0.3841,0.6778,0.7628,0.7628,1.0,-0.0076,0.1603,0.2214,0.3701,-0.0076,2.536,3.9039999999999995,0.72922,1.0269
-22.4,-41.6,,167,0.2388,0.3532,0.4666,0.2388,0.2388,0.3342,0.3532,0.4666,0.376,0.6657,0.796,0.796,0.9401,0.1372,0.3315,0.4428,0.4735,0.1372,1.8,2.807,0.75951,1.08508
-22.4,-41.4,,175,0.3324,0.4824,0.5945,0.3324,0.3324,0.4465,0.4824,0.5945,0.3744,0.6442,0.7931,0.7931,0.9606,0.042,0.1977,0.3107,0.3661,0.042,2.237,3.456,0.75492,1.07441
-22.4,-41.2,,175,0.3816,0.5356,0.5961,0.3816,0.3816,0.4992,0.5356,0.5961,0.3868,0.6867,0.7855,0.7855,0.9954,0.0052,0.1875,0.2499,0.3993,0.0052,2.46,3.771999999999999,0.74787,1.0544099999999998
-22.4,-41.0,,159,0.4056,0.5482,0.6232,0.4056,0.4056,0.5211,0.5482,0.6232,0.381,0.6976,0.8232,0.8232,1.0,-0.0246,0.1765,0.275,0.3768,-0.0246,2.609,3.9219999999999997,0.74944,1.031
-22.4,-40.8,,134,0.4263,0.5694,0.6136,0.4263,0.4263,0.5445,0.5694,0.6136,0.3887,0.7262,0.8463,0.8463,1.0,-0.0376,0.1817,0.2769,0.3864,-0.0376,2.7465,4.0935,0.742985,1.002745
-22.2,-41.4,,179,0.148,0.2499,0.37,0.148,0.148,0.2133,0.2499,0.37,0.3764,0.6457,0.8086,0.8086,0.972,0.2284,0.4324,0.5587,0.602,0.2284,1.38,2.1109999999999998,0.77753,1.12483
-22.2,-41.2,,177,0.3223,0.4658,0.589,0.3223,0.3223,0.4301,0.4658,0.589,0.3691,0.6461,0.7831,0.7831,0.9532,0.0468,0.216,0.3173,0.3642,0.0468,2.208,3.3079999999999994,0.77178,1.11306
-22.2,-41.0,,174,0.3686,0.5203,0.5969,0.3686,0.3686,0.4745,0.5203,0.5969,0.3755,0.6691,0.7799,0.7799,0.9777,0.0069,0.1946,0.2596,0.3808,0.0069,2.4265,3.6235,0.76325,1.086995
-22.2,-40.8,,159,0.3988,0.5469,0.5942,0.3988,0.3988,0.5122,0.5469,0.5942,0.3807,0.6857,0.8,0.8,1.0,-0.0181,0.1735,0.2531,0.4058,-0.0181,2.58,3.8219999999999996,0.75901,1.05863
-22.2,-40.6,,139,0.4205,0.5667,0.6162,0.4205,0.4205,0.5387,0.5667,0.6162,0.3948,0.7184,0.8321,0.8321,1.0,-0.0257,0.1797,0.2654,0.3838,-0.0257,2.66,4.011,0.75227,1.02439
-22.0,-40.8,,163,0.3416,0.4724,0.5205,0.3416,0.3416,0.4372,0.4724,0.5205,0.3709,0.689,0.7551,0.7551,0.9518,0.0293,0.2518,0.2827,0.4313,0.0293,2.31,3.317,0.7991900000000001,1.1358700000000002
-22.0,-40.6,,151,0.3876,0.5406,0.5657,0.3876,0.3876,0.4976,0.5406,0.5657,0.3726,0.7009,0.8163,0.8163,0.9915,-0.015,0.2033,0.2757,0.4258,-0.015,2.53,3.71,0.7846,1.0857
-21.8,-40.8,,137,0.2661,0.374,0.604,0.2661,0.2661,0.3472,0.374,0.604,0.3266,0.6541,0.7256,0.7256,0.8663,0.0605,0.3069,0.3516,0.2623,0.0605,1.976,2.8239999999999994,0.8429000000000001,1.1881399999999998
-21.8,-40.6,,135,0.3489,0.4837,0.5944,0.3489,0.3489,0.4568,0.4837,0.5944,0.356,0.6811,0.7729,0.7729,0.9058,0.0071,0.2243,0.2892,0.3114,0.0071,2.32,3.4659999999999997,0.82195,1.14079
-21.6,-40.8,,110,0.2472,0.3407,0.61,0.2472,0.2472,0.3132,0.3407,0.61,0.326,0.6691,0.7036,0.7036,0.8537,0.0788,0.3559,0.3629,0.2437,0.0788,1.8545,2.6424999999999996,0.87058,1.21204
-21.6,-40.6,,116,0.3231,0.4409,0.598,0.3231,0.3231,0.415,0.4409,0.598,0.3387,0.6869,0.7198,0.7198,0.8437,0.0156,0.2719,0.2789,0.2457,0.0156,2.2175000000000002,3.225,0.8522500000000001,1.17895
-21.4,-40.8,,104,0.2285,0.3097,0.4419,0.2285,0.2285,0.2896,0.3097,0.4419,0.3511,0.6386,0.742,0.742,0.8173,0.1226,0.349,0.4323,0.3754,0.1226,1.7615,2.4324999999999997,0.878495,1.2184299999999997
-21.4,-40.6,,113,0.2904,0.3963,0.4584,0.2904,0.2904,0.3837,0.3963,0.4584,0.3366,0.6784,0.7108,0.7108,0.8185,0.0462,0.2947,0.3145,0.3601,0.0462,2.06,3.006,0.85658,1.1961
-21.2,-40.8,,100,0.2204,0.3009,0.379,0.2204,0.2204,0.2832,0.3009,0.379,0.348,0.6047,0.7231,0.7231,0.7696,0.1276,0.3215,0.4222,0.3906,0.1276,1.6995,2.3729999999999998,0.8957,1.24437
-21.2,-40.6,,116,0.259,0.3532,0.43,0.259,0.259,0.331,0.3532,0.43,0.3562,0.6798,0.7479,0.7479,0.8283,0.0972,0.3488,0.3947,0.3983,0.0972,1.89,2.72,0.8593500000000001,1.1961499999999998
-21.2,-40.4,,100,0.3125,0.4287,0.5117,0.3125,0.3125,0.4033,0.4287,0.5117,0.3545,0.7113,0.7842,0.7842,0.8607,0.042,0.308,0.3555,0.349,0.042,2.1895,3.1,0.84899,1.141105
-21.0,-40.8,,112,0.186,0.27,0.4372,0.186,0.186,0.2501,0.27,0.4372,0.3524,0.6276,0.7458,0.7458,0.902,0.1664,0.3775,0.4758,0.4648,0.1664,1.5055,2.2034999999999996,0.892305,1.2409549999999998
-21.0,-40.6,,121,0.224,0.329,0.4453,0.224,0.224,0.2952,0.329,0.4453,0.3551,0.6774,0.7774,0.7774,0.8586,0.1311,0.3822,0.4484,0.4133,0.1311,1.69,2.5,0.8724,1.1952
-21.0,-40.4,,110,0.2961,0.4234,0.4941,0.2961,0.2961,0.3811,0.4234,0.4941,0.3573,0.688,0.7528,0.7528,0.8066,0.0612,0.3069,0.3294,0.3125,0.0612,2.04,3.086,0.85158,1.15564
-21.0,-40.2,,86,0.357,0.4854,0.5583,0.357,0.357,0.4554,0.4854,0.5583,0.3891,0.721,0.763,0.763,0.9081,0.0321,0.2656,0.2776,0.3498,0.0321,2.32,3.435,0.86705,1.094975
-21.0,-29.4,,55,0.4595,0.5568,0.5597,0.4595,0.4595,0.5505,0.5568,0.5597,0.409,0.6502,0.7015,0.7015,0.7572,-0.0505,0.0997,0.1447,0.1975,-0.0505,2.957,4.167999999999999,0.81665,0.9604699999999999
-21.0,-29.2,,54,0.4586,0.5566,0.5623,0.4586,0.4586,0.5524,0.5566,0.5623,0.421,0.6718,0.7065,0.7065,0.755,-0.0376,0.1194,0.1499,0.1927,-0.0376,2.9565,4.1754999999999995,0.80061,0.95121
-20.8,-40.4,,112,0.2665,0.3862,0.4702,0.2665,0.2665,0.3485,0.3862,0.4702,0.3599,0.6686,0.764,0.764,0.8296,0.0934,0.3201,0.3778,0.3594,0.0934,1.8855,2.8445,0.864645,1.163435
-20.8,-40.2,,99,0.3297,0.4546,0.5234,0.3297,0.3297,0.4234,0.4546,0.5234,0.366,0.7017,0.7591,0.7591,0.8882,0.0363,0.2783,0.3045,0.3648,0.0363,2.1990000000000003,3.2649999999999997,0.8652299999999999,1.12745
-20.8,-40.0,,82,0.3843,0.5228,0.5833,0.3843,0.3843,0.5031,0.5228,0.5833,0.3938,0.7041,0.7452,0.7452,0.9339,0.0095,0.201,0.2224,0.3506,0.0095,2.43,3.6285,0.8786900000000001,1.1055350000000002
-20.8,-29.6,,57,0.4575,0.556,0.5632,0.4575,0.4575,0.5424,0.556,0.5632,0.435,0.6715,0.7254,0.7254,0.8146,-0.0225,0.1291,0.1694,0.2514,-0.0225,2.928,3.996,0.82672,0.9802199999999999
-20.8,-29.4,,55,0.4582,0.5578,0.5626,0.4582,0.4582,0.5503,0.5578,0.5626,0.411,0.6607,0.7087,0.7087,0.7573,-0.0472,0.1104,0.1509,0.1947,-0.0472,2.937,4.127999999999999,0.82591,0.97344
-20.8,-29.2,,51,0.4603,0.5588,0.5608,0.4603,0.4603,0.5525,0.5588,0.5608,0.43,0.7004,0.7073,0.7073,0.7314,-0.0303,0.1479,0.1485,0.1706,-0.0303,2.95,4.16,0.80565,0.96225
-20.8,-29.0,,50,0.46,0.5577,0.5612,0.46,0.46,0.5547,0.5577,0.5612,0.4289,0.6882,0.7065,0.7065,0.7228,-0.0311,0.1335,0.1488,0.1616,-0.0311,2.949,4.145,0.801865,0.95417
-20.8,-28.8,,51,0.4512,0.5568,0.564,0.4512,0.4512,0.5527,0.5568,0.564,0.4087,0.6741,0.7066,0.7066,0.7303,-0.0425,0.1214,0.1498,0.1663,-0.0425,2.9400000000000004,4.125,0.7948500000000001,0.9490000000000001
-20.8,-28.6,,46,0.4556,0.5581,0.5651,0.4556,0.4556,0.5526,0.5581,0.5651,0.4418,0.7005,0.7441,0.7441,0.8043,-0.0138,0.1479,0.186,0.2392,-0.0138,2.9525,4.0375,0.793175,0.94175
-20.6,-40.4,,118,0.2032,0.2941,0.3998,0.2032,0.2032,0.2698,0.2941,0.3998,0.3712,0.6411,0.7364,0.7364,0.8394,0.168,0.3713,0.4423,0.4396,0.168,1.6,2.3345,0.8574700000000001,1.196615
-20.6,-40.2,,109,0.2837,0.3979,0.4764,0.2837,0.2837,0.3657,0.3979,0.4764,0.3611,0.684,0.752,0.752,0.8482,0.0774,0.3183,0.3541,0.3718,0.0774,1.974,2.9459999999999997,0.86914,1.1562999999999999
-20.6,-40.0,,88,0.3593,0.5029,0.5671,0.3593,0.3593,0.4672,0.5029,0.5671,0.3834,0.7159,0.7427,0.7427,0.9115,0.0241,0.2487,0.2398,0.3444,0.0241,2.29,3.504999999999999,0.88388,1.1212499999999996
-20.6,-29.8,,55,0.4632,0.5556,0.5667,0.4632,0.4632,0.5448,0.5556,0.5667,0.4251,0.6398,0.6859,0.6859,0.8108,-0.0381,0.095,0.1303,0.2441,-0.0381,2.93,4.055999999999999,0.83762,1.00352
-20.6,-29.6,,56,0.4625,0.5552,0.5671,0.4625,0.4625,0.5462,0.5552,0.5671,0.4302,0.6472,0.7039,0.7039,0.7946,-0.0323,0.101,0.1487,0.2275,-0.0323,2.92,4.04,0.831975,0.9979
-20.6,-29.4,,53,0.4591,0.5568,0.5667,0.4591,0.4591,0.5473,0.5568,0.5667,0.4321,0.6836,0.7214,0.7214,0.7836,-0.027,0.1363,0.1646,0.2169,-0.027,2.93,3.988,0.8325,0.99024
-20.6,-29.2,,49,0.461,0.5613,0.5656,0.461,0.461,0.5557,0.5613,0.5656,0.4174,0.6837,0.7052,0.7052,0.7296,-0.0436,0.128,0.1439,0.164,-0.0436,2.94,4.115999999999999,0.82802,0.983
-20.6,-29.0,,46,0.4615,0.5599,0.5629,0.4615,0.4615,0.5564,0.5599,0.5629,0.4329,0.688,0.6964,0.6964,0.7122,-0.0286,0.1316,0.1365,0.1493,-0.0286,2.9325,4.115,0.8102,0.972525
-20.6,-28.8,,48,0.4546,0.5578,0.5623,0.4546,0.4546,0.5548,0.5578,0.5623,0.417,0.6807,0.698,0.698,0.7323,-0.0376,0.1259,0.1402,0.17,-0.0376,2.9370000000000003,4.0975,0.80245,0.9607249999999999
-20.6,-28.6,,46,0.4566,0.5576,0.564,0.4566,0.4566,0.5549,0.5576,0.564,0.419,0.6635,0.7136,0.7136,0.7624,-0.0376,0.1086,0.156,0.1984,-0.0376,2.94,4.1049999999999995,0.80725,0.95485
-20.4,-40.2,,114,0.2267,0.3323,0.4035,0.2267,0.2267,0.295,0.3323,0.4035,0.3642,0.6333,0.7351,0.7351,0.8174,0.1375,0.3383,0.4028,0.4139,0.1375,1.66,2.5839999999999996,0.88064,1.178685
-20.4,-40.0,,102,0.3382,0.472,0.5354,0.3382,0.3382,0.4355,0.472,0.5354,0.374,0.6942,0.7693,0.7693,0.9082,0.0358,0.2587,0.2973,0.3728,0.0358,2.21,3.3369999999999993,0.88287,1.1262
-20.4,-39.8,,80,0.3918,0.5454,0.5899,0.3918,0.3918,0.4876,0.5454,0.5899,0.3802,0.685,0.7251,0.7251,0.9078,-0.0116,0.1974,0.1797,0.3179,-0.0116,2.4095,3.752,0.9064450000000001,1.135175
-20.4,-29.6,,53,0.4669,0.557,0.5703,0.4669,0.4669,0.5442,0.557,0.5703,0.439,0.6439,0.6928,0.6928,0.7744,-0.0279,0.0997,0.1358,0.2041,-0.0279,2.91,4.076,0.83898,1.01034
-20.4,-29.4,,52,0.4648,0.5569,0.5712,0.4648,0.4648,0.543,0.5569,0.5712,0.4321,0.6446,0.6993,0.6993,0.7527,-0.0327,0.1016,0.1424,0.1815,-0.0327,2.9155,4.071999999999999,0.84229,1.00793
-20.4,-29.2,,47,0.464,0.5611,0.5705,0.464,0.464,0.5532,0.5611,0.5705,0.4162,0.6473,0.6728,0.6728,0.7334,-0.0478,0.0941,0.1117,0.1629,-0.0478,2.92,4.137,0.83993,1.00397
-20.4,-29.0,,46,0.4682,0.5615,0.5699,0.4682,0.4682,0.5543,0.5615,0.5699,0.4363,0.67,0.6979,0.6979,0.752,-0.0319,0.1157,0.1364,0.1821,-0.0319,2.92,4.11,0.8316,0.994325
-20.4,-28.8,,49,0.4633,0.5593,0.5687,0.4633,0.4633,0.5512,0.5593,0.5687,0.4355,0.6779,0.7043,0.7043,0.7797,-0.0278,0.1267,0.145,0.211,-0.0278,2.924,4.077999999999999,0.81512,0.9808
-20.4,-28.6,,46,0.4591,0.5569,0.5676,0.4591,0.4591,0.5496,0.5569,0.5676,0.4346,0.6675,0.6968,0.6968,0.7842,-0.0245,0.1179,0.1399,0.2166,-0.0245,2.925,4.03,0.81305,0.9700500000000001
-20.2,-40.0,,105,0.3262,0.4587,0.5054,0.3262,0.3262,0.4161,0.4587,0.5054,0.3735,0.6706,0.763,0.763,0.875,0.0473,0.2545,0.3043,0.3696,0.0473,2.13,3.2499999999999996,0.8868400000000001,1.15758
-20.2,-39.8,,88,0.3802,0.5244,0.5914,0.3802,0.3802,0.4818,0.5244,0.5914,0.3835,0.6722,0.7355,0.7355,0.937,0.0033,0.1904,0.2111,0.3456,0.0033,2.36,3.653,0.8974,1.14191
-20.2,-29.6,,51,0.4675,0.5633,0.5725,0.4675,0.4675,0.5486,0.5633,0.5725,0.4262,0.6484,0.7083,0.7083,0.7459,-0.0413,0.0998,0.145,0.1734,-0.0413,2.9050000000000002,4.135,0.8530500000000001,1.01605
-20.2,-29.4,,52,0.4628,0.5618,0.573,0.4628,0.4628,0.5458,0.5618,0.573,0.4149,0.6441,0.6548,0.6548,0.7474,-0.0479,0.0983,0.093,0.1744,-0.0479,2.89,4.1125,0.84792,1.01216
-20.2,-29.2,,47,0.4654,0.5589,0.5731,0.4654,0.4654,0.5498,0.5589,0.5731,0.4293,0.6429,0.6796,0.6796,0.7712,-0.0361,0.0931,0.1207,0.1981,-0.0361,2.903,4.069999999999999,0.84338,1.00196
-20.2,-29.0,,48,0.4653,0.5622,0.5724,0.4653,0.4653,0.5521,0.5622,0.5724,0.4254,0.6444,0.6752,0.6752,0.7835,-0.0399,0.0923,0.113,0.2111,-0.0399,2.94,4.0925,0.83535,0.99558
-20.2,-28.8,,46,0.4688,0.561,0.5712,0.4688,0.4688,0.5494,0.561,0.5712,0.4361,0.6422,0.6827,0.6827,0.7969,-0.0327,0.0928,0.1217,0.2257,-0.0327,2.955,4.085,0.8192999999999999,0.9892000000000001
-20.2,-28.6,,46,0.4642,0.5591,0.57,0.4642,0.4642,0.5497,0.5591,0.57,0.4336,0.6475,0.6648,0.6648,0.7991,-0.0306,0.0978,0.1057,0.2291,-0.0306,2.95,4.07,0.8131499999999999,0.982075
-20.0,-40.0,,112,0.3165,0.4378,0.5178,0.3165,0.3165,0.4066,0.4378,0.5178,0.3769,0.6375,0.7301,0.7301,0.8841,0.0604,0.2309,0.2923,0.3663,0.0604,2.05,3.169499999999999,0.888765,1.1911450000000001
-20.0,-39.8,,100,0.3702,0.5032,0.5936,0.3702,0.3702,0.4702,0.5032,0.5936,0.4028,0.6558,0.7666,0.7666,0.9788,0.0326,0.1856,0.2634,0.3852,0.0326,2.27,3.471,0.8966850000000001,1.14804
-20.0,-39.6,,73,0.4018,0.5555,0.5963,0.4018,0.4018,0.51,0.5555,0.5963,0.3773,0.6921,0.7217,0.7217,0.9952,-0.0245,0.1821,0.1662,0.3989,-0.0245,2.46,3.7479999999999998,0.92208,1.1543999999999999
-19.8,-40.0,,125,0.2522,0.3534,0.4055,0.2522,0.2522,0.3292,0.3534,0.4055,0.381,0.6549,0.7325,0.7325,0.9094,0.1288,0.3257,0.3791,0.5039,0.1288,1.752,2.69,0.89648,1.21954
-19.8,-39.8,,118,0.3217,0.4421,0.53,0.3217,0.3217,0.4223,0.4421,0.53,0.3837,0.6567,0.7477,0.7477,0.9815,0.062,0.2344,0.3056,0.4515,0.062,2.0785,3.16,0.89696,1.1842599999999999
-19.8,-39.6,,97,0.3812,0.5165,0.5955,0.3812,0.3812,0.4878,0.5165,0.5955,0.3992,0.6694,0.7425,0.7425,1.0,0.018,0.1816,0.226,0.4045,0.018,2.308,3.602,0.90286,1.1517199999999999
-19.8,-39.4,,77,0.4104,0.5533,0.6016,0.4104,0.4104,0.5174,0.5533,0.6016,0.3883,0.6811,0.7089,0.7089,1.0,-0.0221,0.1637,0.1556,0.3984,-0.0221,2.5,3.792,0.9110400000000001,1.1652200000000001
-19.6,-39.6,,108,0.3441,0.4665,0.5609,0.3441,0.3441,0.4386,0.4665,0.5609,0.401,0.6671,0.7665,0.7665,1.0,0.0569,0.2285,0.3,0.4391,0.0569,2.1135,3.2359999999999998,0.9493750000000001,1.22006
-19.6,-39.4,,90,0.3828,0.5277,0.6058,0.3828,0.3828,0.4867,0.5277,0.6058,0.3908,0.667,0.7301,0.7301,0.9846,0.008,0.1803,0.2024,0.3788,0.008,2.2689999999999997,3.601,0.938315,1.207145
-19.4,-39.6,,106,0.2736,0.3689,0.4186,0.2736,0.2736,0.3497,0.3689,0.4186,0.3991,0.6643,0.7646,0.7646,1.0,0.1255,0.3146,0.3957,0.5814,0.1255,1.74,2.53,1.0474999999999999,1.368825
-19.4,-39.4,,89,0.3683,0.4976,0.5811,0.3683,0.3683,0.4707,0.4976,0.5811,0.3922,0.6645,0.7304,0.7304,0.9921,0.0239,0.1938,0.2328,0.411,0.0239,2.132,3.2779999999999996,1.04044,1.3518
-19.2,-39.6,,94,0.3017,0.3999,0.4469,0.3017,0.3017,0.3713,0.3999,0.4469,0.402,0.6344,0.742,0.742,1.0,0.1003,0.2631,0.3421,0.5531,0.1003,1.68,2.4905,1.21984,1.5675249999999998
-19.2,-39.4,,92,0.389,0.5324,0.6122,0.389,0.389,0.4932,0.5324,0.6122,0.3954,0.6703,0.7391,0.7391,0.981,0.0064,0.1771,0.2067,0.3688,0.0064,2.09,3.2750000000000004,1.175565,1.4954450000000001
-19.0,-39.6,,90,0.3058,0.3977,0.4473,0.3058,0.3058,0.3768,0.3977,0.4473,0.4044,0.6607,0.7725,0.7725,1.0,0.0986,0.2839,0.3748,0.5527,0.0986,1.58,2.331,1.34697,1.70336
-19.0,-39.4,,93,0.4058,0.5487,0.6245,0.4058,0.4058,0.5143,0.5487,0.6245,0.3867,0.657,0.7358,0.7358,0.9674,-0.0191,0.1427,0.1871,0.3429,-0.0191,2.04,3.237999999999999,1.29556,1.6481599999999994
-18.8,-39.6,,94,0.2773,0.3548,0.4077,0.2773,0.2773,0.3393,0.3548,0.4077,0.3987,0.6558,0.7866,0.7866,1.0,0.1214,0.3165,0.4318,0.5923,0.1214,1.35,1.9734999999999998,1.4579,1.834485
-18.8,-39.4,,89,0.3996,0.5169,0.5876,0.3996,0.3996,0.4911,0.5169,0.5876,0.3954,0.6554,0.7674,0.7674,0.9578,-0.0042,0.1643,0.2505,0.3702,-0.0042,1.914,2.98,1.4113,1.76164
-18.6,-39.6,,98,0.3005,0.3901,0.4292,0.3005,0.3005,0.3643,0.3901,0.4292,0.3861,0.649,0.7732,0.7732,0.9466,0.0856,0.2847,0.3831,0.5174,0.0856,1.35,2.04,1.551255,1.9605599999999999
-18.6,-39.4,,92,0.4016,0.5292,0.5819,0.4016,0.4016,0.4969,0.5292,0.5819,0.3795,0.6373,0.7566,0.7566,0.9666,-0.0221,0.1404,0.2274,0.3847,-0.0221,1.8455000000000001,2.879,1.5083499999999999,1.8857000000000002
-18.4,-39.6,,98,0.3456,0.4462,0.498,0.3456,0.3456,0.4103,0.4462,0.498,0.3847,0.6342,0.7656,0.7656,0.9903,0.0391,0.2239,0.3194,0.4923,0.0391,1.48,2.2245,1.6205450000000001,2.0713899999999996
-18.4,-39.4,,98,0.4242,0.5568,0.6195,0.4242,0.4242,0.5295,0.5568,0.6195,0.3947,0.6582,0.7563,0.7563,1.0,-0.0295,0.1287,0.1995,0.3805,-0.0295,1.8285,2.94,1.575745,1.9830099999999995
-18.2,-39.4,,104,0.3968,0.5116,0.5762,0.3968,0.3968,0.4864,0.5116,0.5762,0.3896,0.6443,0.7638,0.7638,1.0,-0.0072,0.1579,0.2522,0.4238,-0.0072,1.6715,2.6285,1.629345,2.06567
-18.2,-39.2,,97,0.438,0.5761,0.6576,0.438,0.438,0.5455,0.5761,0.6576,0.3831,0.6281,0.7487,0.7487,0.9626,-0.0549,0.0826,0.1726,0.305,-0.0549,1.9,3.0779999999999994,1.57158,1.9770599999999994
