grid_lat,grid_lon,thr_hs_pct,thr_zos_pct,thr_hs_abs,thr_zos_abs,zos_mean,hat_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity,hs_max,hs_q70,hs_q90,hs_q99,hs_valid_days,zos_q99,zos_peak_month,zos_annual_range_m,zos_std_m,zos_seasonal_variance_fraction,zos_corr_with_offshore,zos_anomaly_corr_with_offshore,offshore_reference_offset_deg,seafloor_elevation_m,Hazard_Index_current,point_key,municipalities_served,n_municipalities_served
-25.799999237060547,-48.0,0.7,0.99,1.67,0.475203,0.101349,0.893305,1041,88,72,30,42,1.27,1.31,2.0,3.0,1.21,2.0,0.309,0.5666,0.6104,0.3749,0.7763,1.5968,5.26,1.6699999570846558,2.1500000953674316,2.950000047683716,12053,0.47520260572433404,5.0,0.11403194,0.12936133,0.09480879,0.6677697851916161,0.6730914137303808,2.0,-32.0,0.42053762873914724,-25.8|-48.0,,0
-25.600000381469727,-48.399993896484375,0.7,0.99,1.03,0.546474,0.104679,1.065991,1070,91,64,27,37,1.12,1.22,2.2,3.0,1.16,2.0,0.277,0.5312,0.5659,0.3292,0.6889,1.2324,3.19,1.0299999713897705,1.3300000429153442,1.7899999618530273,12053,0.5464741015434263,5.0,0.12049704,0.15593137,0.076564215,0.8405633445266898,0.8402184703611366,2.0,3.8852887,0.36989821698477976,-25.6|-48.4,Pontal do Paraná,1
-25.600000381469727,-48.20001220703125,0.7,0.99,1.29,0.528216,0.101752,1.007499,1036,89,67,29,38,1.15,1.26,2.15,3.0,1.18,2.0,0.3016,0.5698,0.5728,0.354,0.7668,1.3733,4.02,1.2899999618530273,1.6699999570846558,2.2699999809265137,12053,0.5282158827781677,5.0,0.12136967,0.14909439,0.08445914,0.809591536742063,0.8118692444778505,2.0,-17.0,0.38845499841822206,-25.6|-48.2,Paranaguá,1
-25.600000381469727,-48.0,0.7,0.99,1.59,0.495586,0.101261,0.94467,1048,88,71,30,41,1.24,1.29,2.0,3.0,1.2,2.0,0.2998,0.5828,0.6216,0.3594,0.8162,1.5675,4.89,1.590000033378601,2.059999942779541,2.8347999191284137,12053,0.49558641314506524,5.0,0.11879213,0.136647,0.09386194,0.7886014913658582,0.7899883551515802,2.0,-26.25,0.4069865153432458,-25.6|-48.0,,0
-25.600000381469727,-47.79998779296875,0.7,0.99,1.76,0.464495,0.10065,0.889423,1015,86,77,29,48,1.45,1.33,3.0,3.0,1.25,2.0,0.3178,0.6107,0.6329,0.3672,0.7771,1.6828,5.18,1.7599999904632568,2.2699999809265137,3.124799995422359,12053,0.4644954526424408,5.0,0.11301117,0.12547328,0.09804368,0.777944760428196,0.7760253651149674,2.0,-34.75,0.4476431509016134,-25.6|-47.8,,0
-25.39999961853028,-48.0,0.7,0.99,1.47,0.52275,0.101044,0.972441,1033,89,73,28,45,1.36,1.33,3.0,3.0,1.2,2.0,0.3142,0.6048,0.6261,0.3724,0.8282,1.5889,4.24,1.4700000286102295,1.8899999856948853,2.609999895095825,12053,0.5227503180503839,5.0,0.12259542,0.14662977,0.08815108,0.8580725345810886,0.8548294607838118,2.0,-21.0,0.43481701905163633,-25.4|-48.0,Guaraqueçaba,1
-25.39999961853028,-47.79998779296875,0.7,0.99,1.6,0.492566,0.100596,0.928446,1032,87,77,31,46,1.39,1.35,3.0,3.0,1.26,2.0,0.3209,0.6122,0.6273,0.3777,0.788,1.6582,4.26,1.600000023841858,2.059999942779541,2.809999942779541,12053,0.4925659573078154,5.0,0.11992593,0.13589296,0.095990196,0.8503507662198164,0.8452306857252758,2.0,-26.0,0.4428780449224929,-25.4|-47.8,,0
-25.39999961853028,-47.600006103515625,0.7,0.99,1.79,0.461903,0.099648,0.876343,1011,84,78,30,48,1.45,1.35,3.0,3.0,1.25,2.0,0.3319,0.6404,0.6507,0.3859,0.7885,1.7281,4.88,1.7899999618530273,2.309999942779541,3.1648000812530475,12053,0.46190348625183103,5.0,0.11423316,0.124881975,0.10011553,0.8371408596919369,0.8295696809610816,2.0,-34.25,0.4577083113641956,-25.4|-47.6,,0
-25.200000762939453,-47.79998779296875,0.7,0.99,1.45,0.5236,0.100738,0.953431,1009,89,79,29,50,1.52,1.3,3.0,3.0,1.22,2.55,0.312,0.6072,0.6379,0.373,0.7565,1.6411,3.8,1.4500000476837158,1.850000023841858,2.519599981307975,12053,0.5235998725891111,5.0,0.12467522,0.1475648,0.0894809,0.8874030086239371,0.880430946913692,2.0,-20.0,0.4611816320433056,-25.2|-47.8,Cananéia,1
-25.200000762939453,-47.600006103515625,0.7,0.99,1.7,0.48961,0.100392,0.909957,1000,86,79,29,50,1.52,1.34,3.0,3.0,1.24,2.0,0.3299,0.6466,0.6666,0.3816,0.7867,1.7231,4.5,1.7000000476837158,2.180000066757202,2.9800000190734863,12053,0.4896101558208463,5.0,0.12148218,0.13485828,0.098861784,0.8754221883918271,0.866515125206335,2.0,-25.0,0.46581052936834333,-25.2|-47.6,,0
-25.0,-47.79998779296875,0.7,0.99,1.01,0.546095,0.102003,0.960678,998,91,75,27,48,1.45,1.25,2.65,3.0,1.21,2.0,0.2533,0.5298,0.6139,0.316,0.694,1.4558,2.46,1.0099999904632568,1.2899999618530273,1.7200000286102295,12053,0.5460945343971252,5.0,0.12672135,0.1572198,0.08210756,0.9084093122102638,0.9022929287455281,2.0,-12.5,0.4200850645013885,-25.0|-47.8,Ilha Comprida,1
-25.0,-47.600006103515625,0.7,0.99,1.59,0.519301,0.101287,0.92836,1000,89,82,29,53,1.61,1.3,3.0,3.0,1.25,2.4,0.3237,0.6491,0.7081,0.3884,0.7775,1.7446,4.13,1.590000033378601,2.0399999618530273,2.7847999668121295,12053,0.5193012070655822,5.0,0.1268023,0.14587404,0.09388103,0.8967895491217771,0.8883089439875124,2.0,-20.0,0.4850955877183733,-25.0|-47.6,,0
-25.0,-47.399993896484375,0.7,0.99,1.71,0.491191,0.098849,0.886895,1004,85,80,29,51,1.55,1.35,3.0,3.0,1.29,2.5,0.3491,0.6613,0.706,0.4302,0.8242,1.7561,4.46,1.7100000381469727,2.200000047683716,2.990000009536743,12053,0.49119078755378714,5.0,0.12486935,0.1360815,0.1029605,0.8669206182444139,0.8555761465988104,2.0,-28.0,0.4971775150268903,-25.0|-47.4,,0
-25.0,-47.20001220703125,0.7,0.99,1.81,0.458377,0.096849,0.842559,999,84,79,29,50,1.52,1.4,3.0,3.0,1.32,3.0,0.3563,0.6718,0.6886,0.4445,0.9593,1.7666,4.9,1.809999942779541,2.3399999141693115,3.190000057220459,12053,0.4583774852752683,5.0,0.11916802,0.12539698,0.108187765,0.7990672819986705,0.7877317641311616,2.0,-34.0,0.4996660691061197,-25.0|-47.2,,0
-24.799999237060547,-47.399993896484375,0.7,0.99,1.58,0.527572,0.099977,0.90016,990,90,83,28,55,1.67,1.31,3.0,3.0,1.25,2.3,0.3548,0.6681,0.7249,0.4303,0.801,1.7491,4.08,1.5800000429153442,2.0399999618530273,2.7699999809265137,12053,0.5275719666481017,5.0,0.13130704,0.15070845,0.09482203,0.8851233852036244,0.8754082605428127,2.0,-19.0,0.5180646727477239,-24.8|-47.4,,0
-24.799999237060547,-47.20001220703125,0.7,0.99,1.74,0.495925,0.097118,0.861248,995,85,80,28,52,1.58,1.4,3.0,3.0,1.31,2.45,0.3628,0.6897,0.7379,0.4521,0.8435,1.7903,4.61,1.7400000095367432,2.25,3.049999952316284,12053,0.4959253859519958,5.0,0.12850414,0.13941018,0.10431452,0.8325554393856154,0.8205946423388694,2.0,-25.5,0.5141733892228197,-24.8|-47.2,,0
-24.799999237060547,-47.0,0.7,0.99,1.83,0.464187,0.094113,0.823436,989,83,78,27,51,1.55,1.45,3.0,3.0,1.35,3.0,0.3583,0.6911,0.7163,0.4609,0.9417,1.7978,4.91,1.8300000429153442,2.359999895095825,3.180000066757202,12053,0.46418678760528564,5.0,0.12356289,0.12865646,0.11071673,0.7146429390574871,0.7093149087311661,2.0,-35.0,0.5137016019895251,-24.8|-47.0,,0
-24.799999237060547,-46.79998779296875,0.7,0.99,1.9,0.430262,0.092133,0.791171,990,80,75,31,44,1.33,1.5,3.0,3.0,1.39,3.0,0.3709,0.7009,0.7166,0.4841,0.9023,1.8193,5.18,1.899999976158142,2.450000047683716,3.319999933242798,12053,0.4302623689174651,5.0,0.11636569,0.11754898,0.11743051,0.5786494664273183,0.5915951559046502,2.0,-42.0,0.48973052655629373,-24.8|-46.8,,0
-24.600000381469727,-47.20001220703125,0.7,0.99,1.56,0.541866,0.098852,0.864213,985,89,83,24,59,1.79,1.41,3.0,3.0,1.31,2.1,0.3512,0.6747,0.7364,0.4484,0.9186,1.7868,4.01,1.559999942779541,1.9900000095367432,2.6700000762939453,12053,0.5418658232688902,5.0,0.1351397,0.15684399,0.09305028,0.8526929044507819,0.8416123576509559,2.0,-14.25,0.5486402202186369,-24.6|-47.2,Iguape,1
-24.600000381469727,-47.0,0.7,0.99,1.72,0.508424,0.095993,0.835846,995,86,81,24,57,1.73,1.42,3.0,3.0,1.32,3.0,0.362,0.6901,0.7701,0.4582,0.9287,1.8329,4.5,1.7200000286102295,2.2100000381469727,2.9748000240325885,12053,0.5084237289428701,5.0,0.13316156,0.14425826,0.10518962,0.7664077619667493,0.7572819238294491,2.0,-26.0,0.5434983435270132,-24.6|-47.0,,0
-24.600000381469727,-46.79998779296875,0.7,0.99,1.79,0.471034,0.092933,0.807554,981,85,80,25,55,1.67,1.42,3.0,3.0,1.35,3.0,0.3663,0.6962,0.7347,0.4664,0.9541,1.8517,4.69,1.7899999618530273,2.309999942779541,3.0999999046325684,12053,0.4710340118408202,5.0,0.12692699,0.13089754,0.114049636,0.6538425194044739,0.6575929013846612,2.0,-34.0,0.5374952766353825,-24.6|-46.8,,0
-24.600000381469727,-46.600006103515625,0.7,0.99,1.89,0.439337,0.089954,0.779478,979,82,77,27,50,1.52,1.52,3.0,4.0,1.34,3.0,0.3824,0.7173,0.7588,0.4941,0.9608,1.9314,5.17,1.8899999856948853,2.440000057220459,3.309999942779541,12053,0.4393367147445678,5.0,0.120891616,0.120814025,0.12068993,0.5456763406501609,0.5611284374340675,2.0,-44.0,0.5263629653063376,-24.6|-46.6,,0
-24.39999961853028,-46.79998779296875,0.7,0.99,1.66,0.511817,0.093872,0.818604,973,86,79,21,58,1.76,1.47,3.0,3.0,1.36,3.0,0.3834,0.6971,0.7642,0.5016,1.0518,1.8747,4.32,1.659999966621399,2.140000104904175,2.864799890518184,12053,0.5118172645568845,5.0,0.13499166,0.14511293,0.10728257,0.759833625309942,0.7556193722512219,2.0,-24.0,0.5720664610355373,-24.4|-46.8,Peruíbe,1
-24.39999961853028,-46.600006103515625,0.7,0.99,1.74,0.483378,0.090568,0.793456,967,83,78,21,57,1.73,1.49,3.0,4.0,1.39,3.0,0.3886,0.6998,0.7837,0.5191,1.0823,1.9722,4.61,1.7400000095367432,2.25,3.0447999572753863,12053,0.4833775722980491,5.0,0.13170311,0.13542406,0.11509196,0.6687320525806526,0.6735231949027962,2.0,-31.0,0.5762773955147809,-24.4|-46.6,,0
-24.39999961853028,-46.399993896484375,0.7,0.99,1.82,0.455203,0.087318,0.766807,968,83,78,23,55,1.67,1.51,3.0,4.0,1.36,3.0,0.4071,0.7088,0.7981,0.5331,1.0836,1.5716,4.94,1.8200000524520874,2.359999895095825,3.200000047683716,12053,0.45520300745964026,5.0,0.12852743,0.12751508,0.12302913,0.5805569719807977,0.5922270210488311,2.0,-36.75,0.5733961430981757,-24.4|-46.4,,0
-24.39999961853028,-46.20001220703125,0.7,0.99,1.87,0.428423,0.084103,0.740575,971,80,75,22,53,1.61,1.7,3.0,5.0,1.4,3.0,0.4015,0.7316,0.8062,0.533,1.0329,1.5461,5.13,1.8700000047683716,2.430000066757202,3.299999952316284,12053,0.4284225630760188,5.0,0.12514533,0.11997058,0.13211505,0.5032422610209888,0.5208183692355303,2.0,-43.0,0.5629256520440086,-24.4|-46.2,,0
-24.39999961853028,-46.0,0.7,0.99,1.94,0.405737,0.080115,0.718592,962,79,73,23,50,1.52,1.74,3.0,5.0,1.38,3.0,0.4055,0.7535,0.808,0.5294,1.071,1.5671,5.33,1.940000057220459,2.5,3.4200000762939453,12053,0.4057374799251555,6.0,0.121950924,0.11241274,0.13934071,0.4427290274603922,0.4672470215292882,2.0,-54.0,0.5453629740939927,-24.4|-46.0,,0
-24.39999961853028,-45.20001220703125,0.7,0.99,2.13,0.310408,0.100415,0.628043,975,69,60,31,29,0.88,2.0,3.6,5.0,1.62,3.0,0.3742,0.6374,0.6824,0.5629,1.3308,2.5956,5.37,2.130000114440918,2.75,3.799999952316284,12053,0.3104082679748533,6.0,0.0777459,0.07307538,0.12008184,0.3572814839792058,0.36894634722118613,2.0,-79.0,0.45401914390663994,-24.4|-45.2,,0
-24.200000762939453,-46.600006103515625,0.7,0.99,1.65,0.519876,0.090908,0.800581,942,86,79,11,68,2.06,1.49,3.0,4.0,1.37,3.0,0.3623,0.6973,0.8022,0.4914,1.0852,2.0381,4.38,1.649999976158142,2.130000114440918,2.869999885559082,12053,0.5198761725425715,5.0,0.1389682,0.15067944,0.105687775,0.7985454294400136,0.7942699359284582,2.0,-20.5,0.6186597068438258,-24.2|-46.6,Itanhaém; Mongaguá,2
-24.200000762939453,-46.399993896484375,0.7,0.99,1.71,0.497989,0.088211,0.77656,952,85,78,11,67,2.03,1.52,3.0,4.0,1.37,3.0,0.3856,0.7058,0.8337,0.5216,1.1389,1.6381,4.6,1.7100000381469727,2.2200000286102295,3.009999990463257,12053,0.4979892683029174,5.0,0.13718712,0.14255631,0.11354824,0.7271688672548184,0.7284573087232602,2.0,-29.75,0.6297063385356251,-24.2|-46.4,,0
-24.200000762939453,-46.20001220703125,0.7,0.99,1.75,0.472245,0.085181,0.750144,956,83,78,12,66,2.0,1.53,3.0,4.0,1.36,3.0,0.3909,0.7118,0.8262,0.5227,1.1184,1.6721,4.68,1.75,2.2699999809265137,3.0799999237060547,12053,0.4722452664375301,5.0,0.13483404,0.13434175,0.12241511,0.6532539104341106,0.6612111716192968,2.0,-33.25,0.6250900734647966,-24.2|-46.2,,0
-24.200000762939453,-46.0,0.7,0.99,1.824,0.444901,0.080917,0.728185,960,78,73,12,61,1.85,1.67,3.0,4.0,1.43,3.0,0.3959,0.7211,0.829,0.5505,1.1308,1.6147,4.97,1.8240000486373864,2.369999885559082,3.2200000286102295,12053,0.4449010157585138,5.0,0.13198893,0.12665015,0.13141146,0.5862161365991737,0.6030394100882732,2.0,-44.0,0.6140115865232522,-24.2|-46.0,,0
-24.200000762939453,-45.79998779296875,0.7,0.99,1.91,0.423619,0.077208,0.706449,962,77,71,11,60,1.82,1.72,3.0,5.0,1.43,3.0,0.41,0.762,0.8382,0.5629,1.2222,1.681,5.23,1.909999966621399,2.4800000190734863,3.394800100326534,12053,0.423619046211242,5.0,0.12723944,0.11916992,0.13953432,0.5331426565717775,0.560427109709865,2.0,-47.75,0.6154774772399734,-24.2|-45.8,,0
-24.200000762939453,-45.600006103515625,0.7,0.99,1.94,0.39943,0.078832,0.682859,961,77,71,17,54,1.64,1.74,3.0,5.0,1.41,3.0,0.4211,0.7569,0.8038,0.5683,1.189,1.6678,5.13,1.940000057220459,2.5199999809265137,3.440000057220459,12053,0.3994297885894764,6.0,0.11991829,0.10956977,0.14453945,0.48952282158588023,0.5223860686328746,2.0,-53.0,0.587133994164997,-24.2|-45.6,,0
-24.200000762939453,-45.399993896484375,0.7,0.99,2.01,0.372946,0.083446,0.65938,974,74,68,24,44,1.33,1.89,3.0,6.0,1.55,3.0,0.4266,0.7333,0.7671,0.6054,1.3643,1.9058,5.23,2.009999990463257,2.609999895095825,3.5999999046325684,12053,0.3729459345340729,6.0,0.109344035,0.099487476,0.14232758,0.4558529880827004,0.48137379578075973,2.0,-61.0,0.5550195085943268,-24.2|-45.4,,0
-24.200000762939453,-45.20001220703125,0.7,0.99,2.06,0.340921,0.087915,0.638479,974,71,64,28,36,1.09,2.0,3.25,5.0,1.67,3.0,0.3956,0.6846,0.7324,0.6102,1.2876,2.2591,5.24,2.059999942779541,2.6700000762939453,3.6700000762939453,12053,0.34092128753662077,6.0,0.09676854,0.08867063,0.13603072,0.43580808610066507,0.44695714010814847,2.0,-70.25,0.5159364125276811,-24.2|-45.2,,0
-24.200000762939453,-45.0,0.7,0.99,2.1,0.307043,0.096161,0.622446,987,71,63,32,31,0.94,2.1,4.5,5.0,1.55,3.0,0.3709,0.6197,0.6957,0.5268,1.2445,2.6825,5.45,2.0999999046325684,2.718000030517589,3.75,12053,0.3070427978038787,6.0,0.08034749,0.07522329,0.12374357,0.4398957029595977,0.4372575018474071,2.0,-78.0,0.445005206685648,-24.2|-45.0,,0
-24.0,-46.399993896484375,0.7,0.99,1.36,0.533314,0.088691,0.774999,982,86,80,8,72,2.18,1.5,3.0,4.0,1.36,3.0,0.3991,0.7023,0.8451,0.5442,1.1852,1.7278,3.68,1.3600000143051147,1.8300000429153442,2.5199999809265137,12053,0.5333141922950739,5.0,0.14209467,0.15697536,0.10132451,0.8466712458709071,0.8388970952008079,2.0,22.456678,0.667912316777391,-24.0|-46.4,Praia Grande; Santos; São Vicente,3
-24.0,-46.20001220703125,0.7,0.99,1.46,0.516709,0.084999,0.749386,965,84,78,8,70,2.12,1.54,3.0,4.0,1.41,3.0,0.3913,0.6885,0.828,0.5471,1.1721,1.7151,3.77,1.4600000381469727,1.9199999570846558,2.5999999046325684,12053,0.5167087984085083,5.0,0.14248748,0.15268093,0.10685504,0.7958911508842098,0.7920255647499651,2.0,44.5,0.6590565573482372,-24.0|-46.2,Guarujá,1
-24.0,-46.0,0.7,0.99,1.68,0.496988,0.082989,0.732638,956,83,77,7,70,2.12,1.56,3.0,4.0,1.43,3.0,0.4239,0.7464,0.8819,0.5917,1.2409,1.7689,4.47,1.6799999475479126,2.2200000286102295,3.0299999713897705,12053,0.4969878256320952,5.0,0.14086857,0.1437719,0.11722121,0.739682993229745,0.7446238883658426,2.0,-24.5,0.6830622341734331,-24.0|-46.0,,0
-24.0,-45.79998779296875,0.7,0.99,1.7,0.473016,0.079571,0.713567,956,81,76,7,69,2.09,1.59,3.0,4.0,1.46,3.0,0.4148,0.7449,0.8739,0.5894,1.2602,1.6763,4.54,1.7000000476837158,2.2300000190734863,3.059999942779541,12053,0.47301588654518084,5.0,0.13856645,0.13603333,0.12658723,0.6795045435857896,0.697255481647145,2.0,-30.0,0.6766159399275898,-24.0|-45.8,,0
-24.0,-45.600006103515625,0.7,0.99,1.74,0.454133,0.076269,0.691409,951,82,76,7,69,2.09,1.61,3.0,4.0,1.46,3.0,0.4124,0.7454,0.8784,0.5814,1.2788,1.6819,4.69,1.7400000095367432,2.2899999618530273,3.134800109863277,12053,0.45413279414176844,5.0,0.13534306,0.13006565,0.13235503,0.6207414278056645,0.6485483725701979,2.0,-36.0,0.6723099889275546,-24.0|-45.6,,0
-24.0,-45.399993896484375,0.7,0.99,1.85,0.437813,0.074367,0.665422,960,81,75,7,68,2.06,1.65,3.0,4.0,1.5,3.0,0.4218,0.7703,0.8662,0.6018,1.3975,1.7802,4.9,1.850000023841858,2.430000066757202,3.324799928665157,12053,0.4378127908706664,5.0,0.13323145,0.12713738,0.13300599,0.566014591915133,0.5927074436442776,2.0,-51.5,0.6780818306443108,-24.0|-45.4,,0
-24.0,-45.20001220703125,0.7,0.99,1.95,0.397507,0.074887,0.643223,975,80,74,12,62,1.88,1.69,3.0,4.0,1.52,3.0,0.3988,0.7155,0.81,0.569,1.1836,1.9799,5.0,1.9500000476837158,2.5299999713897705,3.4648000335693316,12053,0.3975067257881164,5.0,0.12490842,0.11677785,0.13800222,0.5224577083502275,0.5416864076047897,2.0,-66.0,0.6291774315441668,-24.0|-45.2,,0
-24.0,-45.0,0.7,0.99,2.02,0.350047,0.083797,0.632645,985,74,67,24,43,1.3,1.95,4.0,5.0,1.63,3.0,0.3831,0.6763,0.7435,0.5901,1.2723,2.2915,5.19,2.0199999809265137,2.609999895095825,3.559999942779541,12053,0.3500472903251648,6.0,0.10593803,0.09552629,0.14429511,0.5105760410257916,0.5184797098954961,2.0,-74.0,0.5415760439734262,-24.0|-45.0,,0
-24.0,-44.79998779296875,0.7,0.99,2.07,0.316433,0.092953,0.622273,994,71,65,31,34,1.03,2.03,4.0,5.0,1.68,3.35,0.3719,0.6221,0.7139,0.5926,1.2531,2.7551,5.45,2.069999933242798,2.680000066757202,3.680000066757202,12053,0.3164327776432035,6.0,0.08736369,0.07962334,0.13235651,0.5199685562114627,0.511755478373789,2.0,-77.75,0.4960466536609371,-24.0|-44.8,,0
-23.799999237060547,-45.79998779296875,0.7,0.99,1.35,0.515067,0.079724,0.716081,1001,84,80,3,77,2.33,1.52,3.0,4.0,1.42,3.0,0.4646,0.7667,0.9283,0.6606,1.3528,1.8398,3.76,1.350000023841858,1.8899999856948853,2.680000066757202,12053,0.5150670385360715,5.0,0.14561996,0.15242453,0.11134245,0.8139028112812107,0.8125119067685851,2.0,-16.0,0.7566055704945692,-23.8|-45.8,Bertioga,1
-23.799999237060547,-45.600006103515625,0.7,0.99,1.2,0.511387,0.076551,0.700519,1010,84,80,4,76,2.3,1.53,3.0,4.0,1.43,3.0,0.4567,0.7598,0.9189,0.6605,1.3697,1.7941,3.47,1.2000000476837158,1.6980000495910754,2.440000057220459,12053,0.5113866996765135,5.0,0.1471842,0.15221599,0.11361961,0.7608529192364942,0.7689537417210435,2.0,-7.25,0.7513434127737354,-23.8|-45.6,São Sebastião,1
-23.799999237060547,-45.399993896484375,0.7,0.99,0.95,0.481768,0.07688,0.679261,1000,83,77,3,74,2.24,1.58,3.0,4.0,1.5,3.0,0.347,0.6469,0.7842,0.5227,1.0841,1.9845,2.88,0.949999988079071,1.2999999523162842,1.8799999952316284,12053,0.4817679297924039,5.0,0.14038041,0.14101343,0.12063996,0.7161719026154919,0.7351612183643205,2.0,2.7298555,0.6667567401314634,-23.8|-45.4,Ilhabela,1
-23.799999237060547,-45.20001220703125,0.7,0.99,1.294,0.445804,0.079159,0.64868,986,82,75,9,66,2.0,1.62,3.0,4.0,1.5,3.0,0.286,0.5861,0.6733,0.4164,0.918,1.6686,3.54,1.2939999580383263,1.649999976158142,2.2100000381469727,12053,0.4458038520812987,5.0,0.13334858,0.12642294,0.13661644,0.6714313062322604,0.6999646040004766,2.0,-31.5,0.5678747495518296,-23.8|-45.2,,0
-23.799999237060547,-45.0,0.7,0.99,1.88,0.407657,0.0797,0.641958,968,77,72,9,63,1.91,1.73,3.0,5.0,1.54,3.0,0.3459,0.6774,0.7822,0.5061,1.1594,2.4011,4.61,1.8799999952316284,2.4000000953674316,3.240000009536743,12053,0.40765673875808695,6.0,0.12340761,0.112595886,0.14908917,0.6301722005039294,0.6593546423606544,2.0,-44.75,0.6005302251397238,-23.8|-45.0,,0
-23.799999237060547,-44.79998779296875,0.7,0.99,1.98,0.367493,0.083346,0.633815,983,73,68,20,48,1.45,1.88,4.0,5.0,1.58,3.0,0.3735,0.6717,0.7755,0.5712,1.2648,2.3553,5.08,1.9800000190734863,2.5399999618530273,3.4700000286102295,12053,0.3674929475784301,6.0,0.1116856,0.09845538,0.15205489,0.6117017405451778,0.6300056595280474,2.0,-64.25,0.5574449014025098,-23.8|-44.8,,0
-23.799999237060547,-44.600006103515625,0.7,0.99,2.04,0.332785,0.089246,0.626118,994,72,67,31,36,1.09,2.03,4.0,4.0,1.72,3.25,0.389,0.6419,0.7382,0.6316,1.3062,2.3298,5.35,2.0399999618530273,2.630000114440918,3.619999885559082,12053,0.3327851104736328,6.0,0.09805307,0.086150065,0.14552684,0.6085868834265611,0.6113922506495417,2.0,-76.0,0.5274548314527752,-23.8|-44.6,,0
-23.600000381469727,-45.20001220703125,0.7,0.99,1.1,0.471473,0.076362,0.657104,978,82,73,6,67,2.03,1.4,3.0,3.0,1.34,3.0,0.2427,0.5034,0.563,0.3216,0.8094,1.3503,2.91,1.100000023841858,1.3899999856948853,1.8700000047683716,12053,0.4714731156826012,5.0,0.13908224,0.13675293,0.12774567,0.8211616350776689,0.83040772651244,2.0,-14.0,0.5220575635347464,-23.6|-45.2,Caraguatatuba,1
-23.600000381469727,-45.0,0.7,0.99,1.56,0.435238,0.076185,0.649852,967,79,73,7,66,2.0,1.65,3.0,4.0,1.53,3.0,0.2956,0.6008,0.6726,0.4374,0.9424,2.1734,3.88,1.559999942779541,1.9700000286102295,2.609999895095825,12053,0.4352378857135769,5.0,0.13299648,0.123704255,0.14424114,0.7827329033176381,0.8060629014847532,2.0,-38.0,0.5791778709269219,-23.6|-45.0,Ubatuba,1
-23.600000381469727,-44.79998779296875,0.7,0.99,1.82,0.413479,0.077235,0.643862,967,76,71,7,64,1.94,1.72,3.0,5.0,1.56,3.0,0.3438,0.6596,0.7627,0.5263,1.1715,2.4324,4.49,1.8200000524520874,2.319999933242798,3.134800109863277,12053,0.4134789550304407,6.0,0.12671915,0.1148156,0.15011889,0.7449352636889115,0.7731671780227578,2.0,-46.0,0.6166110847481457,-23.6|-44.8,,0
-23.600000381469727,-44.600006103515625,0.7,0.99,1.93,0.381941,0.080236,0.638136,972,73,68,11,57,1.73,1.84,4.0,5.0,1.58,3.0,0.3732,0.6692,0.7866,0.5597,1.2787,2.4294,4.89,1.9299999475479126,2.4800000190734863,3.390000104904175,12053,0.3819414138793943,6.0,0.11865814,0.10433891,0.15413873,0.7213946223604052,0.7456489836808745,2.0,-53.25,0.5981300968399592,-23.6|-44.6,,0
-23.600000381469727,-44.399993896484375,0.7,0.99,2.0,0.352952,0.083608,0.632744,969,71,66,18,48,1.45,1.96,4.0,5.0,1.62,3.0,0.3778,0.6457,0.7636,0.5896,1.2906,2.4002,5.12,2.0,2.5799999237060547,3.559999942779541,12053,0.3529519343376157,6.0,0.10989779,0.094405904,0.156823,0.7178431908168222,0.7354291025208026,2.0,-64.0,0.5673485887025906,-23.6|-44.4,,0
-23.600000381469727,-44.20001220703125,0.7,0.99,2.04,0.330311,0.088367,0.627519,982,71,66,28,38,1.15,2.0,4.0,4.0,1.71,3.15,0.3949,0.6598,0.7345,0.6411,1.3189,2.3771,5.3,2.0399999618530273,2.640000104904175,3.700000047683716,12053,0.33031071424484243,6.0,0.10039395,0.085379355,0.15312792,0.7401468317203371,0.7517513733776066,2.0,-74.25,0.5429848149319836,-23.6|-44.2,,0
-23.600000381469727,-44.0,0.7,0.99,2.074,0.3108,0.093444,0.623142,976,70,64,29,35,1.06,2.11,4.0,5.0,1.6,3.3,0.3837,0.6475,0.715,0.5889,1.3672,2.3594,5.5,2.073999929428097,2.680000066757202,3.7799999713897705,12053,0.3108004927635193,6.0,0.09072268,0.077621646,0.14370923,0.7826131388625156,0.7890433715977514,2.0,-89.5,0.4992634846567542,-23.6|-44.0,,0
-23.39999961853028,-44.399993896484375,0.7,0.99,1.86,0.400814,0.076993,0.647998,954,74,69,9,60,1.82,1.8,3.05,5.0,1.62,3.0,0.3762,0.6565,0.7699,0.5848,1.334,1.8466,4.7,1.8600000143051147,2.4000000953674316,3.319999933242798,12053,0.4008140909671781,6.0,0.125426,0.111665525,0.15368564,0.8390746754583036,0.8567550084563627,2.0,-46.0,0.6272650181025694,-23.4|-44.4,,0
