grid_lat,grid_lon,surge_q90_anomaly_cm,surge_q99_anomaly_cm,springneap_swing_cm,surge_q99_over_swing,zos_seasonal_amplitude_cm,zos_synoptic_residual_std_cm,seasonal_over_synoptic,latitude_band,thr_hs_abs,thr_ssh_total_abs,compound_count_total,domain
-34.0,-53.4,26.22757477524627,60.31450111630308,56.39993026852608,1.069407370348497,18.22256295713701,19.224063300413043,0.9479038157737176,RS,2.15,0.760127,238,surge_competitive
-34.0,-53.2,23.116416668426748,54.34637949420183,55.01849874854088,0.9877837587424744,17.28400540100129,16.946667278172896,1.0199058680560091,RS,2.45,0.716269,252,surge_competitive
-34.0,-53.0,19.798653781377563,48.47018426653074,52.708398550748825,0.9195912909374884,16.241784507420864,14.77990622192278,1.0989098485164746,RS,2.72,0.661232,247,surge_competitive
-33.8,-53.4,28.749187419458856,64.47827250723499,60.49729138612747,1.0658042869340822,18.5897047676787,20.854569719026085,0.8913971862348664,RS,1.7,0.80881,241,surge_competitive
-33.8,-53.2,26.10431688240725,60.46545594147398,58.6341492831707,1.0312327658999378,18.003618914463047,19.15210376305607,0.94003348860252,RS,2.12,0.772089,252,surge_competitive
-33.8,-53.0,23.283396957515297,54.99432647049284,56.28429651260376,0.9770811732216984,17.179511058109064,17.191833064513602,0.999283263956886,RS,2.49,0.723174,263,surge_competitive
-33.8,-52.8,20.925063111195676,49.20284054459102,53.80574017763138,0.9144533721152316,16.27627811239182,15.47988525157193,1.0514469485966649,RS,2.74,0.670262,264,surge_competitive
-33.6,-53.0,26.76463752302253,61.32113271268922,59.20295789837837,1.035778192331989,17.925004199328626,19.568110339695977,0.916031435236026,RS,1.63,0.779094,266,surge_competitive
-33.6,-52.8,24.504864192874862,56.22816321936409,57.189881056547165,0.9831837762307608,17.288152647460368,17.965208848575227,0.9623129234498964,RS,2.32,0.730191,258,surge_competitive
-33.6,-52.6,21.526238127493624,50.17584113671754,54.25610542297363,0.9247962187030034,16.33685062421079,15.95619291509405,1.023856424345224,RS,2.68,0.671725,260,surge_competitive
-33.4,-52.8,27.973769429122324,62.31506812850128,60.37219613790512,1.0321815689155676,18.033863750658107,20.30087296330346,0.8883294715087735,RS,1.91,0.778192,258,surge_competitive
-33.4,-52.6,24.6395507938834,56.08070086312015,57.87986665964127,0.968915515871849,17.192561824023517,18.049838821360197,0.952505005400814,RS,2.27,0.719828,258,surge_competitive
-33.4,-52.4,20.576187820360506,47.9815071534369,53.2644659280777,0.90081645084409,15.903496163727556,15.157844094998756,1.049192488328523,RS,2.61,0.646401,252,surge_competitive
-33.2,-52.6,27.85912697667614,60.88086431378854,60.30004397034645,1.0096321711428224,17.717499371975265,20.13726592074765,0.8798363909829847,RS,1.87,0.759926,235,surge_competitive
-33.2,-52.4,23.67250134978816,53.843533420901736,56.31073564291,0.9561859351713352,16.73090006473106,17.265914807143925,0.9690132409206896,RS,2.3,0.693146,240,surge_competitive
-33.2,-52.2,19.149229076867357,45.63428094721336,51.820383965969086,0.8806241377366444,15.194865617119085,13.938494276388724,1.090136805010467,RS,2.68,0.610924,235,surge_competitive
-33.0,-52.4,25.60227294819903,56.76534589188645,58.86615142226219,0.9643121644677242,16.905926673362,18.52742139112851,0.912481360274834,RS,1.86,0.719403,202,surge_competitive
-33.0,-52.2,21.55196523008752,50.170686119178974,54.63690645992756,0.9182563466688172,15.97495725161186,15.651944315101543,1.0206372403330533,RS,2.47,0.650282,216,surge_competitive
-32.8,-52.4,27.574975161044343,59.295463590113805,59.60876233875752,0.994744082306839,17.05271638414564,19.95056412669353,0.8547485813360727,RS,1.84,0.739072,186,surge_competitive
-32.8,-52.2,23.77725878423396,53.36758843129813,56.43955245614052,0.9455707231691884,16.30775990922922,17.1789381373413,0.9492880048145448,RS,2.16,0.679438,195,surge_competitive
-32.8,-52.0,20.3558361305668,47.33981297153966,52.71204728633165,0.8980833681983544,15.453130330492016,14.67758514669078,1.052838745341981,RS,2.6,0.612853,218,surge_competitive
-32.6,-52.2,24.85916773040185,55.14018479545005,58.25765933841467,0.9464881600399456,16.357187293195512,17.93324879862136,0.91211511516268,RS,2.04,0.691841,171,surge_competitive
-32.6,-52.0,21.8298481256425,50.1312530786454,55.14350086450577,0.9091053758415508,15.789117610886466,15.728685396744948,1.0038421656112484,RS,2.51,0.631778,199,surge_competitive
-32.4,-52.2,26.804782731357054,57.82972131473107,58.52934420108795,0.9880466303542852,16.653081082983505,19.298714938813344,0.8629113977683058,RS,1.88,0.706331,169,surge_competitive
-32.4,-52.0,23.75533801621627,53.45668632096472,55.01067098230124,0.9717512141992144,16.20267761486026,17.227018647521714,0.9405386936869186,RS,2.22,0.649631,201,surge_competitive
-32.4,-51.8,21.53434236968345,49.0091546388942,51.7127700150013,0.9477186123403792,15.89239965608445,15.536005370550612,1.0229398920142885,RS,2.57,0.58972,226,surge_competitive
-32.2,-52.0,26.88178424704825,58.191578673012586,54.18990235775709,1.0738454239839144,16.90048226058296,19.42254874249972,0.8701475014760517,RS,1.99,0.670291,226,surge_competitive
-32.2,-51.8,24.13974153353716,53.55047559096352,50.833879970014095,1.0534406506556628,16.54216291303932,17.534062282625467,0.9434301445039908,RS,2.21,0.613093,234,surge_competitive
-32.2,-51.6,21.302492571360293,48.31274039793646,46.41580656170845,1.0408682726154097,16.06435844783709,15.28736519288231,1.0508258450786891,RS,2.52,0.551976,242,surge_competitive
-32.0,-51.8,27.22385594789827,58.43548617307982,48.845090717077255,1.1963430779881747,17.31457267669847,19.589848271802648,0.8838543533601955,RS,1.52,0.634263,241,surge_competitive
-32.0,-51.6,24.334700203700127,53.788241005702055,44.5168424397707,1.2082672098425475,16.951623016300005,17.547698837535382,0.9660311117284311,RS,2.0,0.576889,229,surge_competitive
-32.0,-51.4,20.977049898727103,47.73488516770139,41.0128996707499,1.163899298779539,16.244706588107785,15.03432181897386,1.0805081056337622,RS,2.56,0.516691,235,surge_competitive
-32.0,-51.2,16.9188266064931,39.9220958020497,37.625535763800144,1.0610372714070186,14.790933133455283,12.218308539872808,1.2105548886072943,RS,2.88,0.460872,233,surge_competitive
-31.8,-51.4,25.40453471991893,54.59504940364232,39.049778413027525,1.39808858391444,17.541043718578138,18.2558587031999,0.9608446254847236,RS,2.02,0.553626,238,surge_competitive
-31.8,-51.2,20.980403109893743,47.16267268310534,36.73845883458853,1.2837411851011733,16.42736467965685,14.967195920479291,1.0975579371670845,RS,2.63,0.490965,234,surge_competitive
-31.8,-51.0,15.80638290738065,37.15519930218652,36.90779404714704,1.0067033335756517,14.081777562897235,11.42237674483799,1.2328237701720952,RS,2.92,0.439048,221,surge_competitive
-31.6,-51.2,25.08513230973244,53.138029405412624,36.27539128065109,1.4648506199230409,17.578367462472418,17.855582494305704,0.9844746016030732,RS,2.03,0.530473,228,surge_competitive
-31.6,-51.0,19.740483433006368,44.66604557633207,36.44990976899862,1.225408947769781,15.948746479477158,14.052028777878911,1.134978210732397,RS,2.63,0.471628,227,surge_competitive
-31.6,-50.8,13.770298449070795,32.4678277054146,36.57492585480213,0.8877072734011219,12.21676310519704,10.091227468932749,1.2106320210111257,RS,2.97,0.424893,220,surge_competitive
-31.4,-50.8,18.36515072063023,41.89526608661226,36.65903089568019,1.1428361596855277,15.085663672503705,13.147145239359768,1.1474478601894824,RS,2.73,0.460676,201,surge_competitive
-31.4,-50.6,12.69229282940818,28.99900968874885,37.05907613039017,0.7825076261134396,10.654163002286458,9.35916749777563,1.1383665272385186,RS,3.0,0.422848,210,surge_competitive
-31.2,-50.8,22.72236627557608,48.53163653829412,36.435454711318016,1.331989319820912,16.763684107889887,15.95384055586207,1.0507616676493767,RS,2.41,0.505036,211,surge_competitive
-31.2,-50.6,16.444201494158524,37.79658641904713,37.06061374396086,1.0198586208034992,13.81179717566125,11.916822017441415,1.1590168213846237,RS,2.61,0.453047,222,surge_competitive
-31.2,-50.4,11.555363028432074,26.00775530853384,37.66043726354837,0.6905855905636765,8.964641978683325,8.6288748173135,1.0389120445572024,RS,2.93,0.423346,209,surge_competitive
-31.0,-50.6,20.293508737847883,44.87624475316767,37.41476899012923,1.199425947678761,15.746780876948584,14.22061820589878,1.1073204166621071,RS,2.4,0.488978,195,surge_competitive
-31.0,-50.4,14.90395530864058,34.3413362185603,37.78007784858346,0.908980027944752,12.354709069519846,10.743302278890352,1.1499917575432803,RS,2.73,0.448415,222,surge_competitive
-31.0,-50.2,11.105893614850798,24.70519626434875,38.17964568734169,0.6470776723980878,8.069178889830006,8.37086874563426,0.9639595524703934,RS,3.028,0.424028,205,surge_competitive
-30.8,-50.4,18.867241245653453,42.05962548866483,38.22125745937228,1.1004249541860986,14.951585419901567,13.269770713856092,1.1267402988575643,RS,2.48,0.48453,207,surge_competitive
-30.8,-50.2,14.428854926239598,32.787384553562724,38.75993192195892,0.8459092399743734,11.964431159936527,10.491017192374008,1.1404452914855154,RS,2.85,0.447775,222,surge_competitive
-30.6,-50.4,21.766961966121645,46.527536306941926,38.44032296910882,1.2103835949643842,15.866165120521211,14.9340371884832,1.0624163392841186,RS,1.94,0.514421,122,surge_competitive
-30.6,-50.2,17.960615262363046,39.87388466295964,39.38239980489016,1.012479809775545,14.491512869491602,12.63232528501203,1.1471769878096358,RS,2.53,0.482518,198,surge_competitive
-30.6,-50.0,13.877633137831353,30.779027922281852,39.646117482334375,0.7763440628454087,11.425588853200434,9.98819953276872,1.1439087510933283,RS,2.89,0.448779,216,surge_competitive
-30.4,-50.2,20.02904297618335,43.25011958388745,39.92283325642347,1.0833429407700823,15.392534707716962,13.827841696345958,1.1131552592032117,RS,2.1,0.507896,152,surge_competitive
-30.4,-50.0,16.01159371957363,36.810325642676936,40.1898262090981,0.9159115406760302,13.608405241305968,11.406618407811653,1.1930271316857988,RS,2.62,0.475719,210,surge_competitive
-30.4,-49.8,13.131383899625556,29.140977744039294,40.2721812017262,0.723600681027682,10.751658122775876,9.514535505717264,1.1300244889847988,RS,2.97,0.446608,214,surge_competitive
-30.2,-50.0,17.53722802243971,39.828662668092434,40.762438252568245,0.9770922539351048,14.637793376723268,12.37731990906325,1.182630285414599,RS,2.4,0.494976,165,surge_competitive
-30.2,-49.8,14.758965423961977,33.49611263599043,40.82221193239093,0.8205364445088408,12.61684244662345,10.520348679625728,1.199279874730569,RS,2.8,0.464896,208,surge_competitive
-30.0,-50.0,19.09344975756138,42.16544513510197,41.44969303160906,1.0172679711511274,15.466081632682403,13.376645715544464,1.1562002882912483,SC/PR,2.1,0.517844,131,surge_competitive
-30.0,-49.8,16.0739666834065,37.01339465524636,41.44296292215586,0.8931165159395154,13.899874899247036,11.473535015917138,1.2114727396538083,SC/PR,2.64,0.484745,200,surge_competitive
-29.8,-49.8,17.89104888258179,40.23577329931455,41.77904631942511,0.9630610759204188,15.071413864049935,12.649327125332102,1.1914794925231442,SC/PR,2.43,0.507395,195,surge_competitive
-29.8,-49.6,15.3773451615897,34.785164194258755,41.62571355700493,0.8356652948812929,13.445431622650911,10.912522711200308,1.23211029919332,SC/PR,2.74,0.475572,226,surge_competitive
-29.6,-49.8,19.897516976766312,43.66456175940484,42.8514963015914,1.018974027233286,16.07471077405523,13.967732473626876,1.1508461236930645,SC/PR,2.14,0.532095,168,surge_competitive
-29.6,-49.6,17.237853922548236,38.700864472093485,42.584287747740746,0.9088061939969092,14.888546162455151,12.150678425945758,1.2253263266899677,SC/PR,2.58,0.497567,215,surge_competitive
-29.6,-49.4,14.706349709526108,33.14297691871256,42.14753266423941,0.7863562781418313,12.736140621212776,10.398216690093678,1.2248389315974175,SC/PR,2.83,0.468765,233,surge_competitive
-29.4,-49.6,19.45871968499499,42.877616717732685,43.35547704249621,0.9889780863373934,16.186489632975658,13.675663075800507,1.18359815851402,SC/PR,2.348,0.526944,192,surge_competitive
-29.4,-49.4,16.669540096545376,37.64767747046961,42.8466372191906,0.8786611952269519,14.651356228543902,11.736504767167771,1.2483577111927109,SC/PR,2.66,0.490445,231,surge_competitive
-29.4,-49.2,13.906622395216209,31.667519137560085,42.29264799505472,0.7487712554972431,11.78027923618574,9.94332953114231,1.184741911579028,SC/PR,2.86,0.463402,242,surge_competitive
-29.2,-49.4,18.88860626512115,42.24048323922697,43.31788960844278,0.9751279118407046,16.209746236911897,13.336777534994509,1.215417007172758,SC/PR,2.47,0.51803,227,surge_competitive
-29.2,-49.2,15.978432433241672,36.41962196075318,42.73081291466952,0.8523035130054899,13.989298800723072,11.280670350667585,1.2401123661853295,SC/PR,2.7,0.48393,248,surge_competitive
-29.2,-49.0,12.926494787038816,29.53562904387856,42.35648177564144,0.697310725671839,10.531256232001049,9.409824007293272,1.1191767480282933,SC/PR,2.9,0.459714,243,surge_competitive
-29.0,-49.4,21.786959360486627,47.24122245157394,43.10375768691301,1.0959884935024382,17.376173892873513,15.2963912673887,1.1359655744370782,SC/PR,2.12,0.54999,203,surge_competitive
-29.0,-49.2,18.51714887879863,41.51471200250156,42.9184228181839,0.96729351351915,15.923434301406244,13.011062594422022,1.223838113593642,SC/PR,2.48,0.508942,254,surge_competitive
-29.0,-49.0,15.13739047990969,34.682664201127764,42.64155086129904,0.8133537242569039,13.044677208959566,10.79374401366002,1.208540539079941,SC/PR,2.72,0.477205,251,surge_competitive
-29.0,-48.8,12.136959851017137,28.08001601718913,42.38116927444935,0.6625587849016225,9.42638261284888,8.986104641693975,1.048995420007919,SC/PR,2.92,0.458207,242,surge_competitive
-29.0,-48.6,9.85922301508932,21.72587353684449,42.193676717579365,0.5149082807422831,5.80635877760489,7.509406171467605,0.7732114424262287,SC/PR,3.06,0.447448,217,surge_competitive
-28.8,-49.0,18.89257239649028,42.36523043462961,42.482065223157406,0.997249785576241,16.071326763876016,13.369092199166063,1.202125508931602,SC/PR,2.468,0.51014,268,surge_competitive
-28.8,-48.8,15.168780785317193,34.438672524208734,42.33168102800846,0.8135437026803313,12.8622168736409,10.897031528489451,1.180341347091969,SC/PR,2.74,0.477725,258,surge_competitive
-28.8,-48.6,11.782834418547855,26.39461351229022,42.37916860729456,0.6228204653299173,8.708081383649988,8.782163146078382,0.9915645199028812,SC/PR,2.96,0.459467,243,surge_competitive
-28.8,-48.4,9.33323558048568,20.11855622009595,42.40131601691246,0.4744795235145846,5.0472008360137846,7.125491334954449,0.7083302187534061,SC/PR,3.08,0.449542,206,surge_competitive
-28.6,-48.8,19.62867862378214,42.848431293116505,41.86662510037422,1.0234508081410534,16.041804383320407,13.747260983458546,1.166909132126231,SC/PR,2.45,0.516035,277,surge_competitive
-28.6,-48.6,14.47846053421929,32.10320137322371,42.26204510778189,0.7596225239774876,11.836251238628815,10.48083725977027,1.129323063154618,SC/PR,2.71,0.480004,255,surge_competitive
-28.6,-48.4,10.985460937915466,23.62670338243066,42.41495709866285,0.5570370689630026,7.175009560808757,8.164364695042833,0.8788203159475734,SC/PR,2.95,0.461786,221,surge_competitive
-28.4,-48.6,16.82541477675602,37.17658948893707,42.0238109305501,0.8846553576584545,13.869526532938377,11.98014324383281,1.1577095741387058,SC/PR,2.34,0.504572,248,surge_competitive
-28.4,-48.4,12.532500631629434,27.62383735877176,42.537132650613785,0.6494052522454911,9.171356980291828,9.213042541411806,0.995475375161614,SC/PR,2.81,0.480016,241,surge_competitive
-28.2,-48.6,18.40250383872427,40.99411891955764,41.89157914370298,0.97857659600115,14.775747654065174,12.98932066890936,1.1375304398660142,SC/PR,2.14,0.5274,211,surge_competitive
-28.2,-48.4,13.975508931669028,31.15680003503205,42.45272036641836,0.7339176327479406,10.767854989431212,10.18710040952194,1.0570088206224448,SC/PR,2.58,0.499477,245,surge_competitive
-28.2,-48.2,10.856593075979363,23.3623120820409,42.96147972345352,0.5437967274969571,6.666541948475476,8.095624709062829,0.8234746777493855,SC/PR,2.87,0.483843,220,surge_competitive
-28.0,-48.4,15.382768144678238,33.91129844434174,42.8765919059515,0.7909047090012457,11.841137635642232,11.018805914285068,1.0746298399077048,SC/PR,2.46,0.520857,243,surge_competitive
-28.0,-48.2,11.745695289941835,25.81484293636896,43.46730597317219,0.5938910258736015,7.74114203278485,8.78557907775435,0.8811191572318686,SC/PR,2.78,0.502951,229,surge_competitive
-27.8,-48.4,16.501427915648094,36.536559012488,43.69272217154503,0.8362161292912644,12.586529621863257,11.724422138628054,1.0735309146192242,SC/PR,2.23,0.544138,220,surge_competitive
-27.8,-48.2,12.592108322746876,28.05468369878064,44.4208238273859,0.6315660377618803,8.500165754155226,9.335458760002266,0.9105246965017028,SC/PR,2.64,0.523793,231,surge_competitive
-27.6,-48.4,17.695008106239218,38.790463752754064,45.08454278111458,0.860393859178782,13.11184906297056,12.47196306490018,1.0513059567880865,SC/PR,1.9,0.572124,194,surge_competitive
-27.6,-48.2,13.502071384058706,30.08740413533279,45.9191057831049,0.6552262641491357,9.250651800495255,9.914636707602703,0.9330298298677656,SC/PR,2.55,0.551046,220,surge_competitive
-27.6,-48.0,10.6155315534147,22.943056930688225,46.247146278619766,0.4960967059992388,6.145328325045991,7.935500779475029,0.7744096429226908,SC/PR,2.81,0.531472,206,surge_competitive
-27.4,-48.4,17.622197741607206,38.85749518308972,49.13691692054272,0.7908004331229119,12.6476484214412,12.456971851454744,1.01530681551345,SC/PR,1.5,0.627894,163,surge_competitive
-27.4,-48.2,14.111478905615776,31.34757010215277,48.263657465577126,0.6495067251069949,9.71556857246913,10.32039772504181,0.9413947825765376,SC/PR,2.5,0.587243,197,surge_competitive
-27.4,-48.0,11.16774654722292,24.60565632915573,48.10876026749611,0.5114589565879988,6.662704719168096,8.349892066710057,0.7979390231559329,SC/PR,2.77,0.558743,210,surge_competitive
-27.2,-48.4,17.584253153823852,38.609387121223406,53.90768088400364,0.7162130978014343,12.32690727653927,12.565289164092436,0.9810285394597696,SC/PR,1.64,0.663706,149,surge_competitive
-27.2,-48.2,14.334465638891237,32.212239817873,52.08504237234592,0.6184547108091782,9.810658385353776,10.498181752016364,0.9345102434971144,SC/PR,2.29,0.627804,181,surge_competitive
-27.2,-48.0,11.794415063160676,26.304379052418454,50.7976409047842,0.5178267845493799,7.271403714111516,8.759513473910559,0.8301150213158245,SC/PR,2.68,0.59299,201,surge_competitive
-27.0,-48.4,16.50982191224889,37.19526328702761,58.128366619348526,0.6398814460175601,11.207816323716347,11.966671758518272,0.9365859237960844,SC/PR,1.82,0.701233,122,surge_competitive
-27.0,-48.2,14.514256080524548,32.58055879725655,56.35818839073181,0.5780980497700752,9.826924270973416,10.619625901080845,0.925355032513269,SC/PR,2.33,0.668202,172,surge_competitive
-26.8,-48.4,16.587756511099183,37.16566359651787,62.28529885411263,0.5967004137456083,11.08525695189232,11.969355611108872,0.926136486546025,SC/PR,1.93,0.738105,148,surge_competitive
-26.8,-48.2,14.867427036182937,33.22183494271521,60.58608219027519,0.5483410338100344,9.969811645053658,10.799307103763082,0.9231899370265726,SC/PR,2.32,0.708005,182,surge_competitive
-26.6,-48.6,18.79908477104469,40.77494620121282,69.20249946415424,0.5892120446073421,11.77551934372921,13.33380591575835,0.8831326493070141,SC/PR,1.69,0.804596,140,surge_competitive
-26.6,-48.4,16.93955040174353,37.74052429395541,67.22691170871258,0.5613901239057552,11.217066078428424,12.176185862212966,0.9212298666726966,SC/PR,1.94,0.777364,161,surge_competitive
-26.6,-48.2,15.190875495490449,33.9048697600931,65.36831296980381,0.5186743885490067,10.20106323008075,11.023958947782216,0.9253538840629468,SC/PR,2.29,0.746706,176,surge_competitive
-26.4,-48.4,17.621641602909,38.80235311070621,72.98944257199764,0.5316159672329477,11.439114406300984,12.633538927949305,0.9054560619585474,SC/PR,1.63,0.822534,166,surge_competitive
-26.4,-48.2,15.804704418355309,35.18633615034224,70.43419852852821,0.4995632361187527,10.575991057261042,11.410672652462909,0.9268507983162846,SC/PR,2.24,0.790578,178,surge_competitive
-26.2,-48.4,18.260512250800023,39.969515580077,80.56265786290169,0.496129554813044,11.573226400270991,13.041516761188824,0.8874141414833416,SC/PR,1.34,0.887295,160,surge_competitive
-26.2,-48.2,16.738421400213795,36.839657624388266,76.03642791509628,0.4845001091519466,11.045878875710494,11.968389555866429,0.9229210683818564,SC/PR,2.0,0.839095,185,surge_competitive
-26.0,-48.4,19.135517874310885,41.17672304208126,87.01619431376457,0.4732075835631869,11.733045976573584,13.559716308905978,0.8652869801462849,SC/PR,1.26,0.946672,152,surge_competitive
-26.0,-48.2,17.775729825777958,38.79953520564547,81.7949116230011,0.4743514533578256,11.518535089134426,12.664966457431358,0.909480110180296,SC/PR,1.85,0.894102,177,surge_competitive
-25.8,-48.2,18.669456189545254,40.62239772644862,87.40945309400558,0.4647368938776078,11.821742435754182,13.286648355524909,0.8897460156562672,SC/PR,1.8,0.946518,187,surge_competitive
-25.8,-48.0,17.008243789305265,37.38533352815102,82.13228657841682,0.4551843749346599,11.354861168140792,12.145103143855984,0.9349332841100684,SC/PR,2.15,0.889751,199,surge_competitive
-25.6,-48.4,20.866971702684182,44.179483981240985,98.41674715280531,0.4489020950128168,11.93689745308069,14.78487525668749,0.8073722128755462,SC/PR,1.33,1.042799,186,surge_competitive
-25.6,-48.2,19.76739031645334,42.64634866091286,92.45287403464316,0.4612766136932938,12.041160821545596,14.075617692098575,0.8554623381327676,SC/PR,1.67,0.990614,194,surge_competitive
-25.6,-48.0,18.011918062038053,39.43249403840981,86.6211861371994,0.4552292088906822,11.779697713956766,12.834989731302995,0.9177800653184396,SC/PR,2.06,0.931026,196,surge_competitive
-25.6,-47.8,16.4072351322023,36.38457964514175,81.51579350233078,0.4463500639799501,11.244557330491784,11.759575266970556,0.9562043760266312,SC/PR,2.27,0.878688,203,surge_competitive
-25.4,-48.0,19.458266748796216,42.170628561387645,89.0170119702816,0.4737367344510097,12.117416947618464,13.814816903969382,0.8771319252256462,SC/PR,1.89,0.960932,204,surge_competitive
-25.4,-47.8,17.82832321868593,39.19701728568725,84.82950702309608,0.4620681960937871,11.848118950095474,12.749188096092816,0.9293234095217804,SC/PR,2.06,0.915769,203,surge_competitive
-25.4,-47.6,16.308290009223573,36.22557223292504,79.36756685376167,0.4564279046083432,11.308310328716974,11.690733150267738,0.967288379895832,SC/PR,2.31,0.86519,204,surge_competitive
-25.2,-47.8,19.517719714533428,42.286224095713216,86.75607070326805,0.4874151601487908,12.277910699114496,13.892828387820549,0.8837588974955017,SC/PR,1.85,0.946431,204,surge_competitive
-25.2,-47.6,17.654490195536784,38.921779953265336,83.16406309604645,0.4680120054778281,11.944071506890626,12.631535994383452,0.9455755430061314,SC/PR,2.18,0.90061,205,surge_competitive
-25.0,-47.8,20.8796403325406,44.409105292638856,87.90942877531052,0.505168852890001,12.430610269657542,14.86104899171569,0.8364557762098087,SP/RJ,1.29,0.962728,197,surge_competitive
-25.0,-47.6,19.17280055674784,41.80146087798347,84.76327508687973,0.493155329771511,12.458794194923774,13.700075136051346,0.9093960486493116,SP/RJ,2.04,0.926354,212,surge_competitive
-25.0,-47.4,17.830693986163936,39.23415472720701,80.79219684004784,0.4856181198399974,12.285331494931793,12.716445181441108,0.966097940080102,SP/RJ,2.2,0.880617,217,surge_competitive
-25.0,-47.2,16.358425010145158,36.15284251064104,76.57373175024986,0.47213113014468,11.75084291011684,11.685168935316094,1.005620284581617,SP/RJ,2.34,0.834319,206,surge_competitive
-24.8,-47.4,19.702894145944107,42.75952785680529,81.52811005711555,0.5244758872350844,12.913125561309474,14.146467851401686,0.9128162377317384,SP/RJ,2.04,0.901653,224,surge_competitive
-24.8,-47.2,18.20059182733324,39.8807509192827,77.90501341223717,0.5119150767390576,12.647404205686913,13.017790008221484,0.9715477202888776,SP/RJ,2.25,0.858228,219,surge_competitive
-24.8,-47.0,16.834630424716707,37.007378990390535,74.72549602389336,0.495244340413043,12.184256175614316,11.971641721110323,1.0177598410858784,SP/RJ,2.36,0.817596,211,surge_competitive
-24.8,-46.8,15.362354566494286,33.812978615204145,72.39220589399338,0.467080374159585,11.605986029666042,10.897810440176578,1.0649832912195516,SP/RJ,2.45,0.780911,208,surge_competitive
