municipality_code,municipality_name,state,svi_published,svi_reproduced,svi_additive_imposed,svi_pca_eight,svi_pca_sign_forced,svi_percentile_rank
4317301,Santa Vitória do Palmar,RS,19.975454,19.97545549179207,24.3264863195145,16.97208432150129,19.97545549179207,9.219858156028367
4315602,Rio Grande,RS,24.835359,24.83538134374344,24.154347074552305,20.67765569154172,24.83538134374344,19.50354609929078
4318507,São José do Norte,RS,37.959069,37.95909140968639,29.935463807386604,30.466670852449628,37.95909140968639,40.0709219858156
4321352,Tavares,RS,37.170627,37.1705874881975,50.893508141420284,35.21389937429337,37.1705874881975,38.652482269503544
4312500,Mostardas,RS,35.490701,35.490760312133446,39.00567113790616,31.506993037234672,35.490760312133446,36.87943262411347
4313656,Palmares do Sul,RS,34.390362,34.39038961784003,46.171113429823855,31.51299186975261,34.39038961784003,35.1063829787234
4305454,Cidreira,RS,21.949653,21.9496653720841,31.060349941442755,19.894032956817526,21.9496653720841,12.76595744680851
4321600,Tramandaí,RS,19.524281,19.52429564476093,21.183507946120933,16.420793740517375,19.52429564476093,8.51063829787234
4301057,Arroio do Sal,RS,29.317089,29.317069050277286,39.31682971176006,27.435223851206644,29.317069050277286,29.432624113475175
4321501,Torres,RS,16.044145,16.044191784821628,19.17653124129149,13.021507088255415,16.044191784821628,4.25531914893617
4202073,Balneário Gaivota,SC,28.249471,28.24950453821624,34.10954535858561,25.048075245157552,28.24950453821624,27.30496453900709
4201950,Balneário Arroio do Silva,SC,24.044719,24.044752102279183,30.455118490137554,21.289963671716844,24.044752102279183,18.439716312056735
4201406,Araranguá,SC,22.549432,22.54948628141074,15.94773287999962,16.575259917569387,22.54948628141074,13.829787234042554
4208807,Jaguaruna,SC,25.350729,25.350715439228452,25.829016612283194,20.614636571139535,25.350715439228452,19.858156028368796
4209409,Laguna,SC,20.375638,20.375636464740158,13.332267860428772,13.092485190446457,20.375636464740158,9.574468085106384
4207304,Imbituba,SC,26.646654,26.646642255299795,27.30389116749384,22.281527239945795,26.646642255299795,21.631205673758867
4205704,Garopaba,SC,24.044055,24.044048828272903,25.53302841239739,21.362188802786296,24.044048828272903,18.085106382978726
4211900,Palhoça,SC,21.611157,21.6112109854602,9.504245872257002,15.940509865487853,21.6112109854602,12.056737588652481
4206009,Governador Celso Ramos,SC,23.480803,23.480829372615066,13.211860137289674,16.66773971396828,23.480829372615066,15.957446808510639
4202453,Bombinhas,SC,18.683031,18.683051754353276,22.776874572954323,18.934998061648955,18.683051754353276,7.446808510638298
4202008,Balneário Camboriú,SC,0.0,0.0,3.2419544411425565,0.0,0.0,0.3546099290780142
4212502,Penha,SC,15.75951,15.759541132797818,14.121431349918103,11.722069466618084,15.759541132797818,3.900709219858156
4202057,Balneário Barra do Sul,SC,21.674023,21.674080024229735,40.7707764636216,22.621157753212316,21.674080024229735,12.411347517730496
4216206,São Francisco do Sul,SC,23.402807,23.40282142829951,25.929176756436085,20.541768020345483,23.40282142829951,15.24822695035461
4208450,Itapoá,SC,25.684303,25.684273631721457,40.555587877515094,26.352742964056386,25.684273631721457,20.56737588652482
4109609,Guaratuba,PR,23.876362,23.876363625444906,27.61488907049396,21.21479430682549,23.876363625444906,17.375886524822697
4119954,Pontal do Paraná,PR,19.939038,19.939073516481322,27.91165984222546,18.46072167045085,19.939073516481322,8.865248226950355
4118204,Paranaguá,PR,28.517923,28.51790912291773,13.419595401505559,20.360812941568426,28.51790912291773,27.659574468085108
4109500,Guaraqueçaba,PR,53.971081,53.971072819538094,48.09040622525676,48.571903104910945,53.971072819538094,60.28368794326241
3509908,Cananéia,SP,27.643227,27.64322257979605,20.07385563015913,22.106451844307685,27.64322257979605,26.24113475177305
3520426,Ilha Comprida,SP,23.392542,23.392532993287972,43.93373656162555,25.162414999830485,23.392532993287972,14.893617021276595
3520301,Iguape,SP,29.470371,29.470393962738886,29.53744585593094,26.1704227867429,29.470393962738886,29.78723404255319
3537602,Peruíbe,SP,22.338265,22.33829727456245,25.942634255577072,20.51110161317972,22.33829727456245,13.120567375886525
3531100,Mongaguá,SP,22.420114,22.420126511352652,26.1538679541169,21.104769538143223,22.420126511352652,13.47517730496454
3541000,Praia Grande,SP,14.61998,14.61998751279755,9.8884139761805,11.124250982003629,14.61998751279755,3.1914893617021276
3518701,Guarujá,SP,26.327825,26.3278600062627,20.63103133159311,22.705753312061738,26.3278600062627,20.921985815602838
3506359,Bertioga,SP,25.647745,25.647772282230026,30.499701762033453,25.43526237898413,25.647772282230026,20.212765957446805
3550704,São Sebastião,SP,27.303847,27.30388233572416,27.51784851804254,26.069381552749107,27.30388233572416,24.113475177304963
3520400,Ilhabela,SP,21.186565,21.18656162343504,17.809518497461635,19.37095469060307,21.18656162343504,10.99290780141844
3510500,Caraguatatuba,SP,17.26561,17.265599099900637,16.926932859869403,15.655303466023684,17.265599099900637,5.673758865248227
3555406,Ubatuba,SP,28.643555,28.643587367398446,28.536971331357158,26.540978250388452,28.643587367398446,28.01418439716312
3303807,Paraty,RJ,32.719805,32.71980474103857,33.84337500557082,32.45413185804662,32.71980474103857,31.914893617021278
3300100,Angra dos Reis,RJ,24.331508,24.331522400027747,20.054327235095144,21.61947475956884,24.331522400027747,19.148936170212767
3302601,Mangaratiba,RJ,31.880772,31.880787838286622,34.84639120454555,31.14047790437086,31.880787838286622,31.20567375886525
