grid_lat,grid_lon,hs_prime_trend_mm_per_year,hs_prime_trend_low_mm_per_year,hs_prime_trend_high_mm_per_year,hs_star_trend_mm_per_year,hs_star_trend_low_mm_per_year,hs_star_trend_high_mm_per_year,zos_prime_trend_mm_per_year,zos_prime_trend_low_mm_per_year,zos_prime_trend_high_mm_per_year,zos_star_trend_mm_per_year,zos_star_trend_low_mm_per_year,zos_star_trend_high_mm_per_year
-13.200000,-38.600006,2.526296,0.823320,4.327906,2.502860,0.809361,4.324378,3.445348,3.074197,3.871615,3.445349,3.077285,3.871617
-13.200000,-38.399994,2.637558,0.915531,4.571014,2.652062,0.826763,4.507634,3.374551,3.052119,3.749541,3.373986,3.051081,3.749542
-13.200000,-38.200012,2.677424,0.560117,4.311642,2.654746,0.555360,4.230921,3.292079,2.912514,3.630357,3.291828,2.911983,3.630493
-13.200000,-38.000000,2.530539,0.493150,4.236788,2.542691,0.493151,4.237723,3.198004,2.794565,3.517475,3.198654,2.794566,3.517476
-13.000000,-38.399994,2.394154,0.547921,4.250424,2.430538,0.547948,4.253419,3.537128,3.095753,3.961493,3.536657,3.093817,3.961492
-13.000000,-38.200012,2.375273,0.267128,4.022261,2.346959,0.267122,4.022259,3.397583,3.059371,3.762742,3.398483,3.058204,3.762740
-13.000000,-38.000000,2.419650,0.316339,4.180486,2.498964,0.294762,4.090025,3.282132,2.907090,3.603693,3.282132,2.907376,3.603687
-13.000000,-37.799988,2.523298,0.606653,4.352250,2.604908,0.570205,4.352251,3.124545,2.739223,3.511381,3.122433,2.739223,3.511383
-12.800000,-38.000000,2.320747,0.315981,3.976027,2.355453,0.315982,3.976027,3.375632,3.034089,3.754969,3.375631,3.034089,3.754967
-12.800000,-37.799988,2.497338,0.324552,4.066531,2.520027,0.324552,4.066531,3.225887,2.858167,3.541409,3.226454,2.859788,3.541410
-12.600000,-37.799988,2.471193,0.561644,4.210560,2.450578,0.561644,4.142618,3.303169,2.936415,3.698144,3.303166,2.937476,3.698145
-12.600000,-37.600006,2.576102,0.366487,4.240309,2.525139,0.434821,4.270497,3.167267,2.786536,3.532908,3.166771,2.787339,3.532907
-12.400000,-37.799988,1.691347,0.140643,3.159248,1.708519,0.140640,3.177104,3.382722,3.034973,3.812663,3.382469,3.034973,3.812663
-12.400000,-37.600006,2.268575,0.317805,3.903267,2.284236,0.352945,3.918824,3.266254,2.899372,3.654605,3.266420,2.899371,3.654808
-12.400000,-37.399994,2.440875,0.454777,4.136986,2.440887,0.424652,4.136987,3.139606,2.693806,3.545627,3.139606,2.693804,3.545627
-12.200000,-37.600006,1.716703,-0.061318,3.398361,1.720525,-0.061318,3.409316,3.373739,2.973735,3.772709,3.373739,2.973348,3.772706
-12.200000,-37.399994,2.152213,0.233719,3.783804,2.152214,0.239070,3.827230,3.191418,2.865296,3.571129,3.191419,2.865297,3.571129
-12.000000,-37.399994,1.740917,-0.134050,3.397663,1.802349,-0.123769,3.486123,3.296817,2.944901,3.661002,3.296588,2.944902,3.661001
-12.000000,-37.200012,2.196344,0.277443,3.878281,2.196347,0.279453,3.883775,3.166833,2.783498,3.584358,3.167516,2.783499,3.586048
-11.800000,-37.399994,1.524483,-0.142058,3.400910,1.497160,-0.132876,3.400912,3.345434,2.949725,3.750147,3.345961,2.948365,3.750148
-11.800000,-37.200012,2.073475,0.244895,3.813112,2.086757,0.238302,3.813111,3.279167,2.863122,3.563213,3.278915,2.863122,3.569164
-11.600000,-37.399994,1.305834,-0.085385,2.986602,1.292100,-0.085383,3.029354,3.362373,2.957354,3.764623,3.362372,2.954887,3.772295
-11.600000,-37.200012,1.676642,-0.076548,3.468275,1.684331,-0.129594,3.460618,3.312684,2.952992,3.694058,3.312683,2.951124,3.697471
-11.600000,-37.000000,2.146591,0.347951,3.795575,2.167785,0.339928,3.795573,3.230672,2.817521,3.585432,3.230285,2.818658,3.584714
-11.400000,-37.200012,1.487197,-0.051230,3.159825,1.497190,-0.051229,3.187207,3.337405,2.948381,3.757893,3.337405,2.948379,3.757892
-11.400000,-37.000000,1.894399,0.219178,3.721087,2.013357,0.201310,3.721811,3.297239,2.916817,3.630843,3.297239,2.917111,3.631057
-11.400000,-36.799988,2.121092,0.465054,3.803652,2.121092,0.455375,3.803653,3.190081,2.800321,3.571348,3.190548,2.800321,3.571347
-11.200000,-37.000000,1.819355,0.280822,3.295840,1.856510,0.275026,3.316429,3.316631,2.955073,3.728108,3.316630,2.955282,3.729544
-11.200000,-36.799988,1.769435,0.050737,3.534024,1.806672,0.050736,3.552780,3.279448,2.867302,3.613672,3.279439,2.867315,3.613672
-11.000000,-37.000000,0.869536,-0.186301,2.117488,0.904105,-0.186302,2.133440,3.339515,2.976241,3.756677,3.339516,2.976241,3.755309
-11.000000,-36.799988,1.749476,0.081913,3.326028,1.749475,0.041692,3.326028,3.331635,2.963108,3.724423,3.329689,2.963107,3.723075
-11.000000,-36.600006,1.876248,0.203518,3.699726,1.852851,0.176288,3.699725,3.281392,2.852487,3.617016,3.281330,2.852489,3.616951
-10.800000,-36.799988,0.922039,-0.260274,2.332193,0.921580,-0.278953,2.380913,3.395923,3.015465,3.825534,3.394131,3.015465,3.825533
-10.800000,-36.600006,1.543633,-0.029780,3.241525,1.534457,-0.034247,3.212327,3.385798,2.988016,3.817520,3.385799,2.988017,3.817520
-10.800000,-36.399994,1.844548,0.224657,3.579570,1.865077,0.255708,3.618678,3.331969,2.913882,3.689594,3.331877,2.913882,3.689594
-10.800000,-36.200012,2.114907,0.338115,3.818483,2.159612,0.338115,3.894626,3.223319,2.836743,3.583673,3.223318,2.836744,3.583674
-10.600000,-36.600006,1.640793,0.338122,3.059932,1.640792,0.370370,3.059931,3.477397,3.040500,3.877220,3.476393,3.040491,3.877220
-10.600000,-36.399994,1.701064,0.155821,3.367126,1.667486,0.196347,3.324254,3.465347,3.004845,3.843399,3.465348,3.004845,3.856922
-10.600000,-36.200012,2.059073,0.447284,3.732855,2.052806,0.439871,3.773908,3.349270,2.949111,3.733453,3.349930,2.949109,3.732963
-10.600000,-36.000000,1.951050,0.053353,3.837009,1.951428,0.053353,3.838905,3.251465,2.854085,3.593813,3.251621,2.854087,3.593812
-10.400000,-36.200012,1.667254,0.296535,3.019568,1.708487,0.284627,3.025945,3.399956,3.032430,3.792754,3.399946,3.034770,3.796922
-10.400000,-36.000000,1.886356,0.037668,3.462783,1.900392,0.011280,3.497718,3.367430,2.958197,3.706362,3.367425,2.958196,3.706358
-10.400000,-35.799988,1.994062,0.159542,3.856209,2.037446,0.157104,3.947556,3.222533,2.861903,3.606778,3.222546,2.861904,3.606782
-10.200000,-36.000000,1.785797,0.399797,3.388698,1.814093,0.399797,3.388699,3.432341,3.023567,3.830963,3.432341,3.025994,3.824460
-10.200000,-35.799988,2.068586,0.316588,3.870838,2.063455,0.352739,3.870841,3.322059,2.936412,3.718401,3.322617,2.935057,3.718400
-10.200000,-35.600006,2.099401,0.346576,4.013697,2.129369,0.346575,4.048471,3.243724,2.842685,3.616381,3.243724,2.842686,3.616380
-10.000000,-35.799988,1.871817,0.502294,3.445479,1.893832,0.502285,3.445479,3.421862,2.961157,3.805458,3.422560,2.963293,3.806527
-10.000000,-35.600006,2.161554,0.510275,3.961841,2.184634,0.505172,3.961838,3.315248,2.887900,3.655757,3.314915,2.887886,3.655757
-10.000000,-35.399994,2.295713,0.624401,4.105332,2.295711,0.620548,4.153944,3.248866,2.829982,3.605654,3.248957,2.829983,3.605653
-9.800000,-35.799988,2.012347,0.605783,3.664911,2.011467,0.551119,3.679059,3.487074,3.050771,3.840160,3.487073,3.049428,3.840542
-9.800000,-35.600006,2.071348,0.609887,3.806265,2.092157,0.542465,3.806264,3.390486,2.957750,3.746777,3.388549,2.957751,3.743910
-9.800000,-35.399994,2.252485,0.673726,4.144245,2.258875,0.655774,4.106203,3.290456,2.907949,3.661332,3.290456,2.906673,3.661332
-9.600000,-35.600006,1.552057,0.480823,2.811930,1.525043,0.480822,2.820206,3.448906,3.031613,3.814254,3.448615,3.029616,3.814254
-9.600000,-35.399994,2.060968,0.631382,3.725696,2.048999,0.631382,3.685724,3.363079,2.969230,3.713357,3.359997,2.970887,3.708546
-9.600000,-35.200012,2.218825,0.587986,4.071142,2.235279,0.503502,4.004248,3.290915,2.895073,3.644694,3.289850,2.895853,3.644695
-9.400000,-35.399994,1.409112,0.128125,2.590751,1.420615,0.142116,2.599452,3.441561,3.021161,3.791881,3.440327,3.021165,3.789932
-9.400000,-35.200012,1.920768,0.422552,3.589042,1.948309,0.394770,3.589041,3.335212,2.934782,3.676950,3.333365,2.934776,3.674930
-9.400000,-35.000000,2.259817,0.566693,3.950688,2.267821,0.566691,3.950686,3.268647,2.898599,3.593180,3.269017,2.898597,3.593179
-9.200000,-35.200012,2.082349,0.606165,3.123288,2.051074,0.610449,3.110201,3.373143,2.986021,3.717515,3.373143,2.986021,3.717282
-9.200000,-35.000000,2.272029,0.653621,3.804303,2.248290,0.653620,3.804306,3.306037,2.896721,3.642670,3.306037,2.897591,3.642671
-9.200000,-34.799988,2.171291,0.655429,4.006847,2.188175,0.655427,4.006847,3.254460,2.860205,3.578110,3.254460,2.860203,3.578108
-9.000000,-35.000000,2.068100,0.777661,3.724524,2.068105,0.765030,3.696138,3.359929,2.935063,3.712781,3.360462,2.935316,3.712780
-9.000000,-34.799988,2.216659,0.621584,3.989725,2.237145,0.551506,3.989726,3.268765,2.900039,3.628718,3.268989,2.900038,3.626380
-8.800000,-35.000000,2.652056,1.073974,3.773974,2.652053,1.118228,3.773971,3.364300,2.964136,3.735683,3.364303,2.965230,3.735682
-8.800000,-34.799988,2.418093,0.826502,4.074485,2.411949,0.826502,4.074484,3.297435,2.933347,3.629726,3.297437,2.931628,3.629730
-8.600000,-34.799988,2.349582,0.772602,3.893838,2.324979,0.782777,3.890411,3.312236,2.902941,3.658395,3.311324,2.904257,3.656907
-8.600000,-34.600006,2.129659,0.771925,4.092467,2.129661,0.761981,4.092467,3.210734,2.839830,3.573877,3.210735,2.839985,3.573879
-8.400000,-34.799988,2.343846,0.745894,3.736306,2.363139,0.719476,3.713196,3.347692,2.918592,3.681888,3.347692,2.913344,3.680140
-8.400000,-34.600006,2.282540,0.776606,4.062447,2.260274,0.788122,4.038779,3.222281,2.824809,3.626627,3.221978,2.824809,3.626625
-8.200000,-34.799988,2.377623,0.586212,3.780818,2.412640,0.546450,3.780822,3.359923,2.942769,3.677045,3.359924,2.939969,3.675468
-8.200000,-34.600006,2.096398,0.572601,3.929015,2.111923,0.572601,3.929017,3.254035,2.886905,3.616418,3.253576,2.886905,3.615639
-8.000000,-34.799988,1.929762,0.057571,3.409002,1.929761,0.057572,3.426939,3.355822,2.965723,3.657966,3.355820,2.965724,3.657965
-8.000000,-34.600006,1.897493,0.309089,3.666271,1.987159,0.309085,3.705121,3.287284,2.896875,3.670097,3.287283,2.896877,3.670095
-8.000000,-34.399994,1.938560,0.572671,3.875990,1.954520,0.568526,3.945019,3.142491,2.788190,3.542001,3.142161,2.788189,3.542000
-7.800000,-34.799988,1.548605,-0.070150,3.005873,1.548608,-0.006849,3.011610,3.343086,3.000743,3.621774,3.343085,2.995763,3.621775
-7.800000,-34.600006,1.811897,0.169861,3.528153,1.830386,0.171165,3.528158,3.288483,2.889790,3.665465,3.287966,2.890027,3.665467
-7.800000,-34.399994,1.964388,0.546901,3.824590,1.999768,0.582103,3.851272,3.159779,2.794885,3.548608,3.160139,2.794888,3.549738
-7.600000,-34.799988,0.686817,-0.457651,2.233790,0.711417,-0.439195,2.256360,3.308979,2.990179,3.561326,3.308978,2.991744,3.561323
-7.600000,-34.600006,1.334698,-0.019955,3.112738,1.340471,-0.008430,3.152826,3.279275,2.893003,3.666274,3.278736,2.893003,3.666273
-7.600000,-34.399994,1.946338,0.357761,3.878082,1.947325,0.362022,3.847032,3.190132,2.783882,3.549778,3.190132,2.783882,3.549778
-7.400000,-34.600006,1.187332,-0.254611,3.106163,1.196323,-0.292246,3.106164,3.270849,2.887323,3.637228,3.270849,2.886120,3.637225
-7.400000,-34.399994,1.905992,0.208335,3.835615,1.924298,0.208334,3.785290,3.186172,2.763039,3.535313,3.185039,2.763965,3.535312
-7.200000,-34.600006,1.091085,-0.477491,3.088515,1.066957,-0.477495,3.079663,3.246675,2.877225,3.611594,3.246675,2.877226,3.611596
-7.200000,-34.399994,1.930753,0.257295,3.771288,1.928244,0.257296,3.767124,3.138130,2.699917,3.547426,3.137837,2.698149,3.547798
-7.000000,-34.799988,-0.200342,-2.074543,1.584316,-0.200341,-2.061415,1.599695,3.199272,2.866089,3.533654,3.200679,2.867312,3.533654
-7.000000,-34.600006,1.269924,-0.702932,3.199250,1.269924,-0.713066,3.199253,3.246191,2.858869,3.553518,3.245953,2.859911,3.553516
-7.000000,-34.399994,2.036704,0.173515,3.779305,2.003513,0.183598,3.785386,3.216495,2.788477,3.547458,3.216494,2.789402,3.547458
-6.800000,-34.799988,0.157223,-1.181998,2.088277,0.160292,-1.214612,2.094916,3.242555,2.887929,3.567867,3.242554,2.886902,3.567868
-6.800000,-34.600006,1.385339,-0.693298,3.414695,1.385338,-0.711784,3.414693,3.226927,2.793865,3.528345,3.226925,2.793865,3.528343
-6.600000,-34.799988,0.462849,-1.339723,2.767101,0.468047,-1.339726,2.771691,3.274779,2.891997,3.592477,3.274105,2.891999,3.592477
-6.600000,-34.600006,1.483259,-0.503600,3.653930,1.483258,-0.483830,3.669153,3.167041,2.759719,3.527180,3.168153,2.759720,3.527182
-6.400000,-34.799988,0.673495,-1.154599,3.184936,0.684615,-1.143928,3.184930,3.267784,2.893010,3.631919,3.266232,2.894232,3.631918
-6.400000,-34.600006,1.592468,-0.361636,3.891160,1.592465,-0.361641,3.879781,3.200263,2.779360,3.534716,3.200264,2.780180,3.534716
-6.200000,-35.000000,0.020214,-1.542076,1.990867,0.029631,-1.523111,1.990868,3.252086,2.885533,3.594494,3.252086,2.885533,3.594495
-6.200000,-34.799988,1.045630,-1.139819,3.593608,1.051656,-1.167207,3.593606,3.236589,2.848781,3.549507,3.236387,2.848782,3.550328
-6.200000,-34.600006,1.942562,-0.256803,4.071981,1.929460,-0.268170,4.087865,3.180106,2.742562,3.545845,3.182297,2.743405,3.544627
-6.000000,-35.000000,0.798171,-0.926492,3.174168,0.798174,-0.936198,3.174168,3.269261,2.897168,3.631760,3.269261,2.897168,3.631757
-6.000000,-34.799988,1.210584,-0.818005,3.651310,1.210586,-0.825920,3.651310,3.252214,2.845383,3.572747,3.252214,2.849021,3.573766
-5.800000,-35.000000,1.114977,-0.465748,3.301793,1.118670,-0.465753,3.292823,3.272239,2.900044,3.610737,3.272240,2.911049,3.611687
-5.800000,-34.799988,1.583685,-0.491379,3.968866,1.559360,-0.503849,3.975894,3.206737,2.824512,3.555683,3.206737,2.823512,3.555684
-5.600000,-35.000000,1.252874,-0.505462,3.324204,1.231792,-0.505466,3.324201,3.276016,2.904783,3.621373,3.275449,2.908457,3.622748
-5.600000,-34.799988,1.791183,-0.208150,4.113014,1.801022,-0.226426,4.115925,3.172347,2.775391,3.582542,3.172345,2.775391,3.582541
-5.400000,-35.200012,0.104024,-1.565916,2.756584,0.100385,-1.565919,2.756585,3.183083,2.878632,3.573867,3.183486,2.878632,3.573868
-5.400000,-35.000000,1.273677,-0.780821,3.739685,1.277541,-0.780826,3.739731,3.212937,2.870678,3.617262,3.215816,2.870679,3.617259
-5.400000,-34.799988,2.240377,0.043473,4.272636,2.240377,0.047544,4.268927,3.160735,2.806527,3.565240,3.160736,2.805623,3.565616
-5.200000,-35.399994,0.083577,-1.863016,2.277994,0.083578,-1.863395,2.319071,3.058909,2.721837,3.467563,3.058909,2.722484,3.467802
-5.200000,-35.200012,0.508818,-1.174115,3.123136,0.515430,-1.124266,3.144459,3.142393,2.800782,3.539783,3.142740,2.801570,3.540627
-5.200000,-35.000000,1.646852,-0.273042,4.131676,1.639934,-0.281607,4.118831,3.217481,2.825288,3.611264,3.217865,2.825287,3.614358
-5.000000,-36.600006,-0.572725,-2.279450,0.900496,-0.572723,-2.268693,0.897003,3.214665,2.761854,3.657423,3.214518,2.761854,3.657659
-5.000000,-36.200012,-0.079834,-1.327714,1.273974,-0.087120,-1.322541,1.273973,3.125432,2.701350,3.527659,3.125330,2.701349,3.527654
-5.000000,-35.600006,-0.567063,-2.123047,1.293154,-0.568715,-2.117980,1.293158,3.075508,2.674482,3.451966,3.075509,2.674479,3.451966
-5.000000,-35.399994,-0.092907,-1.892302,2.356164,-0.092905,-1.890412,2.356164,3.085452,2.696171,3.480467,3.085381,2.696204,3.480433
-5.000000,-35.200012,1.204997,-0.883119,3.546890,1.204995,-0.878383,3.546889,3.086878,2.684723,3.558634,3.086876,2.684723,3.558633
-5.000000,-35.000000,2.093250,0.198869,4.145704,2.096159,0.198622,4.145704,3.006022,2.522167,3.541654,3.005795,2.522164,3.541654
-4.800000,-37.200012,-2.507410,-4.971799,-0.332672,-2.507409,-4.971798,-0.332679,3.314033,2.868534,3.710275,3.314415,2.868531,3.711121
-4.800000,-37.000000,-2.182112,-4.735402,0.025116,-2.182112,-4.735399,0.025115,3.265273,2.858287,3.694214,3.265653,2.858289,3.695228
-4.800000,-36.799988,-1.830843,-4.277397,0.454794,-1.830843,-4.277394,0.454796,3.228496,2.839663,3.642118,3.228680,2.839665,3.642108
-4.800000,-36.600006,-1.221875,-3.647543,0.910953,-1.209930,-3.647541,0.910956,3.201531,2.841374,3.593821,3.201586,2.841374,3.594662
-4.800000,-36.399994,-0.906967,-3.115461,1.287414,-0.910286,-3.115459,1.263698,3.159322,2.821428,3.578276,3.159322,2.821098,3.578024
-4.800000,-36.200012,-0.772499,-2.698629,1.472307,-0.775196,-2.698629,1.483466,3.135390,2.790693,3.550869,3.135390,2.791026,3.550869
-4.800000,-36.000000,-0.459952,-2.321920,1.867340,-0.457314,-2.321919,1.867339,3.107308,2.769639,3.512426,3.107307,2.769640,3.512571
-4.800000,-35.799988,-0.175592,-1.931522,2.124195,-0.175592,-1.931511,2.122267,3.098601,2.746495,3.499250,3.098599,2.746494,3.499249
-4.800000,-35.600006,0.283881,-1.833727,2.450533,0.283880,-1.831266,2.450533,3.085111,2.732112,3.472696,3.085112,2.732112,3.472696
-4.800000,-35.399994,0.817067,-1.342220,2.991219,0.817066,-1.345798,2.986054,3.100177,2.724659,3.490629,3.100150,2.724709,3.490628
-4.600000,-37.399994,-1.869888,-4.019339,0.026040,-1.868159,-4.019339,0.024409,3.346130,2.896876,3.719522,3.346131,2.892476,3.721094
-4.600000,-37.200012,-1.874657,-4.732419,0.611577,-1.874658,-4.732422,0.610213,3.272219,2.912356,3.646798,3.271786,2.910919,3.646797
-4.600000,-37.000000,-1.566045,-4.441583,1.201570,-1.566049,-4.441580,1.201568,3.241211,2.874215,3.635742,3.241075,2.873862,3.635156
-4.600000,-36.799988,-1.041211,-3.890412,1.420549,-1.040713,-3.890415,1.420549,3.225102,2.859588,3.618363,3.224693,2.861221,3.618363
-4.600000,-36.600006,-0.903850,-3.437549,1.583956,-0.901702,-3.437550,1.587850,3.192048,2.829606,3.587874,3.192048,2.830675,3.587876
-4.600000,-36.000000,-0.202161,-2.536353,2.006575,-0.203136,-2.536354,2.006574,3.123236,2.789083,3.528125,3.123235,2.789496,3.528121
-4.400000,-37.600006,-1.853094,-4.226651,0.473581,-1.853093,-4.226653,0.473582,3.308540,2.894726,3.660105,3.307946,2.894718,3.661856
-4.400000,-37.399994,-1.067254,-3.995619,1.014153,-1.067248,-3.995618,1.013700,3.301471,2.926314,3.655608,3.300893,2.926315,3.656581
-4.400000,-37.200012,-0.709444,-3.579908,1.331702,-0.709444,-3.579893,1.331703,3.289409,2.905717,3.667167,3.289409,2.905717,3.668035
-4.400000,-37.000000,-0.445377,-2.966979,1.594027,-0.445377,-2.963154,1.594022,3.246871,2.873325,3.640370,3.247471,2.873326,3.640371
-4.200000,-37.799988,-1.210478,-3.285520,0.747714,-1.210477,-3.285519,0.747717,3.274223,2.911392,3.643200,3.274223,2.911391,3.643375
-4.200000,-37.600006,-0.529442,-2.942621,1.527399,-0.529443,-2.942624,1.527399,3.265921,2.914212,3.643303,3.265919,2.914211,3.643303
-4.200000,-37.399994,-0.349768,-2.891080,1.976036,-0.340780,-2.885898,1.970527,3.270250,2.932015,3.651559,3.270250,2.932014,3.650532
-4.200000,-32.600006,2.138699,0.548164,4.080420,2.151447,0.562748,4.106163,3.216090,2.803697,3.602356,3.216838,2.805188,3.601781
-4.200000,-32.399994,2.008939,0.495759,4.143073,2.043225,0.558905,4.170471,3.171574,2.791137,3.589180,3.171837,2.791137,3.589178
-4.200000,-32.200012,2.055187,0.577725,4.136984,2.105124,0.577725,4.136986,3.175129,2.809982,3.605473,3.176107,2.809982,3.605473
-4.000000,-38.000000,-0.158599,-2.367299,1.748154,-0.157639,-2.365626,1.748155,3.219362,2.892083,3.572051,3.218640,2.892083,3.570720
-4.000000,-37.799988,-0.128737,-2.433866,1.652966,-0.128735,-2.430037,1.652968,3.240642,2.899298,3.594414,3.240642,2.898908,3.596756
-4.000000,-37.600006,0.093538,-2.342835,2.054793,0.093538,-2.328725,2.054797,3.246039,2.911178,3.619337,3.245806,2.913807,3.619335
-4.000000,-32.799988,2.331257,0.438022,4.364385,2.324533,0.449229,4.396514,3.135831,2.772284,3.573539,3.136124,2.772282,3.573537
-4.000000,-32.600006,2.127159,0.559314,4.091311,2.117351,0.573703,4.091334,3.116130,2.745842,3.565791,3.117454,2.745843,3.565793
-4.000000,-32.399994,2.000475,0.525954,4.009136,2.017443,0.493151,4.009143,3.096915,2.760052,3.561205,3.096915,2.760054,3.560575
-4.000000,-32.200012,2.104451,0.424005,4.078769,2.106275,0.424005,4.078767,3.096506,2.738968,3.559555,3.095874,2.738967,3.559559
-4.000000,-32.000000,2.161098,0.306849,4.280820,2.161093,0.306849,4.280821,3.091685,2.736557,3.554375,3.091686,2.737283,3.548816
-3.800000,-38.200012,-0.575649,-2.813112,1.623962,-0.575648,-2.813111,1.612083,3.210564,2.862331,3.556227,3.210565,2.864594,3.556226
-3.800000,-38.000000,-0.140030,-2.462290,2.082195,-0.140031,-2.461538,2.082198,3.241549,2.880529,3.562241,3.241583,2.882494,3.562242
-3.800000,-32.799988,2.386786,0.407916,4.140030,2.385947,0.407914,4.140031,3.080858,2.749156,3.547805,3.083415,2.751335,3.546709
-3.800000,-32.600006,2.083074,0.273974,3.794523,2.083074,0.273968,3.794525,3.087330,2.732982,3.550719,3.087330,2.732984,3.550141
-3.800000,-32.399994,2.033972,0.124930,3.780823,2.033972,0.124932,3.796484,3.065452,2.726235,3.532762,3.065452,2.728391,3.531650
-3.800000,-32.200012,2.098413,0.268017,4.191089,2.125292,0.268017,4.179135,3.040246,2.717903,3.546573,3.040215,2.717903,3.545963
-3.800000,-32.000000,2.211461,0.401831,4.120127,2.221143,0.401825,4.136986,3.056120,2.713114,3.489780,3.056123,2.713113,3.489784
-3.600000,-38.600006,-1.047943,-2.794522,0.920550,-1.047945,-2.794512,0.920548,3.174574,2.834559,3.562693,3.174576,2.834561,3.561229
-3.600000,-38.399994,-0.307189,-2.319635,1.641553,-0.307193,-2.319633,1.641552,3.186224,2.850827,3.544548,3.186219,2.850827,3.544546
-3.600000,-38.200012,0.245195,-1.919765,2.273974,0.250979,-1.919765,2.273972,3.200774,2.860846,3.540289,3.200774,2.860847,3.540289
-3.600000,-38.000000,0.352319,-1.945209,2.326658,0.353712,-1.945203,2.326658,3.222039,2.870622,3.557011,3.221375,2.873946,3.557014
-3.600000,-32.799988,2.264756,0.373515,4.047586,2.262146,0.360843,4.047585,3.081427,2.706279,3.514394,3.082037,2.706278,3.514396
-3.600000,-32.600006,2.017719,0.251273,3.894978,2.017716,0.256812,3.894975,3.050392,2.692601,3.488363,3.050392,2.692602,3.488364
-3.600000,-32.399994,1.934967,0.127856,3.788131,1.934967,0.127854,3.788130,3.048615,2.693152,3.478623,3.048615,2.693151,3.478624
-3.600000,-32.200012,2.191160,0.187871,4.272505,2.186698,0.187865,4.294814,3.047787,2.657617,3.473527,3.047785,2.658510,3.473526
-3.600000,-32.000000,2.184951,0.351329,4.118016,2.219881,0.351330,4.135638,3.049716,2.653122,3.449219,3.049360,2.653123,3.448806
-3.400000,-38.799988,0.104424,-1.859728,1.917627,0.103591,-1.859725,1.902660,3.167245,2.842185,3.584691,3.164350,2.842186,3.584312
-3.400000,-38.600006,0.486493,-1.626302,2.201262,0.486498,-1.626299,2.201264,3.149107,2.811409,3.572722,3.149107,2.811408,3.573865
-3.400000,-38.399994,0.687362,-1.635884,2.595894,0.688325,-1.630325,2.595891,3.170375,2.816276,3.564185,3.170375,2.816277,3.564185
-3.400000,-38.200012,0.598747,-1.643833,2.455015,0.598741,-1.643866,2.461752,3.179861,2.822847,3.564625,3.179113,2.822847,3.563415
-3.400000,-32.399994,2.170250,0.197868,4.083267,2.169983,0.197868,4.066813,3.032700,2.663555,3.472746,3.032366,2.665040,3.471682
-3.200000,-39.200012,-0.365152,-2.249621,1.248858,-0.365152,-2.249623,1.248859,3.141753,2.851227,3.605077,3.144827,2.851226,3.603346
-3.200000,-39.000000,0.219210,-1.806261,2.036533,0.220963,-1.806261,2.036531,3.185215,2.853916,3.603554,3.185214,2.853915,3.600816
-3.200000,-38.799988,0.490829,-1.754519,2.247715,0.490904,-1.754520,2.247718,3.177932,2.824224,3.594739,3.177933,2.824225,3.593302
-3.200000,-38.600006,0.851326,-1.348506,2.613792,0.851480,-1.348767,2.614871,3.168502,2.811674,3.587455,3.167071,2.811674,3.588531
-3.000000,-39.399994,0.060086,-1.986302,1.596534,0.060087,-1.986302,1.594558,3.153626,2.849118,3.612229,3.151880,2.849117,3.613847
-3.000000,-39.200012,0.426253,-1.609592,2.224446,0.424568,-1.609588,2.224446,3.189159,2.835460,3.621921,3.188025,2.835462,3.621920
-3.000000,-39.000000,0.993228,-1.017611,2.643838,0.995806,-1.019439,2.643837,3.169929,2.829897,3.604442,3.169046,2.829897,3.604443
-3.000000,-38.799988,1.047700,-1.062622,2.536430,1.047700,-1.062623,2.536428,3.199986,2.823667,3.612574,3.198503,2.819385,3.612575
-2.800000,-41.600006,0.210055,-1.235960,1.713154,0.210055,-1.221601,1.709163,3.513434,3.067162,3.964234,3.518193,3.067160,3.960697
-2.800000,-41.399994,-0.346279,-1.925637,1.448833,-0.344051,-1.925636,1.448832,3.510020,3.041866,3.954791,3.508935,3.041867,3.954791
-2.800000,-41.200012,-1.507539,-3.577308,0.583857,-1.507908,-3.568066,0.593521,3.469191,3.011697,3.907037,3.469968,3.017692,3.907039
-2.800000,-41.000000,-2.563844,-4.650683,-0.373124,-2.567419,-4.650690,-0.373128,3.439205,2.974914,3.880083,3.439940,2.972711,3.880082
-2.800000,-40.799988,-3.053951,-5.202052,-0.697575,-3.053950,-5.202054,-0.697577,3.411502,2.953328,3.860908,3.408859,2.953328,3.860909
-2.800000,-40.600006,-2.910706,-4.725409,-0.551224,-2.909643,-4.725408,-0.548829,3.390315,2.957982,3.833311,3.389573,2.957980,3.833314
-2.800000,-40.399994,-2.751700,-4.535959,-0.553292,-2.751701,-4.535961,-0.544540,3.356977,2.897461,3.796469,3.356295,2.897461,3.796472
-2.800000,-40.200012,-1.984068,-3.917809,0.063926,-1.976623,-3.917812,0.063927,3.307834,2.874303,3.740182,3.307838,2.874303,3.740182
-2.800000,-40.000000,-1.368609,-3.458117,0.535159,-1.375694,-3.469155,0.535158,3.265268,2.824508,3.695317,3.263914,2.824510,3.698797
-2.800000,-39.799988,-0.670284,-2.657536,1.391992,-0.664475,-2.657536,1.391991,3.201094,2.831190,3.624793,3.202379,2.831190,3.624794
