point,grid_lat,grid_lon,date,VHM0,zos,tide_daily_max,total_m,datum_m,B_m,C,compound_event,is_annotated_day
RS,-32.0,-51.79998779296875,2020-03-26,0.62,0.17297837,0.1318117,0.42879006564617156,0.3930867552757263,0.035703310370445274,-0.14275328620788208,False,False
RS,-32.0,-51.79998779296875,2020-03-27,1.12,0.007630256,0.111391276,0.3430215330794454,0.3930867552757263,-0.0500652221962809,-0.18455977461810563,False,False
RS,-32.0,-51.79998779296875,2020-03-28,1.28,-0.12506367,0.08296725,0.21390357315540315,0.3930867552757263,-0.17918318212032314,-0.24275195762897997,False,False
RS,-32.0,-51.79998779296875,2020-03-29,0.94,-0.0035398956,0.09797232,0.282432422414422,0.3930867552757263,-0.11065433286130427,-0.21203225423490626,False,False
RS,-32.0,-51.79998779296875,2020-03-30,0.51,0.19800271,0.15307297,0.45307567715644836,0.3930867552757263,0.05998892188072208,-0.09922531952284462,False,False
RS,-32.0,-51.79998779296875,2020-03-31,0.52,0.18390344,0.20877016,0.49667359292507174,0.3930867552757263,0.10358683764934545,0.014802901048892451,False,False
RS,-32.0,-51.79998779296875,2020-04-01,1.35,-0.010620106,0.24973625,0.5091161482036114,0.3930867552757263,0.11602939292788511,0.09867231952838164,False,False
RS,-32.0,-51.79998779296875,2020-04-02,1.69,0.033936918,0.29614526,0.6680821895599365,0.3930867552757263,0.2749954342842102,0.19368496093375515,False,False
RS,-32.0,-51.79998779296875,2020-04-03,3.14,0.8560404,0.31820443,1.802244871854782,0.3930867552757263,1.4091581165790559,0.23884645427535547,True,True
RS,-32.0,-51.79998779296875,2020-04-04,2.31,0.28131908,0.3198022,1.0631212651729585,0.3930867552757263,0.6700345098972322,0.24211753450960818,False,False
RS,-32.0,-51.79998779296875,2020-04-05,1.66,0.119205676,0.29448688,0.7456925496459008,0.3930867552757263,0.35260579437017453,0.1902897783120431,False,False
RS,-32.0,-51.79998779296875,2020-04-06,1.49,0.20398597,0.25328606,0.75527203977108,0.3930867552757263,0.36218528449535375,0.10593981391139867,False,False
RS,-32.0,-51.79998779296875,2020-04-07,2.19,0.75874794,0.20947143,1.406219381093979,0.3930867552757263,1.0131326258182527,0.016238620458580592,True,False
RS,-32.0,-51.79998779296875,2020-04-08,2.04,0.7978737,0.19935134,1.40522500872612,0.3930867552757263,1.0121382534503938,-0.004480132795655977,True,False
RS,-32.0,-51.79998779296875,2020-04-09,2.02,0.46339142,0.19327192,1.0606633394956588,0.3930867552757263,0.6675765842199326,-0.016926461296841576,True,False
RS,-32.0,-51.79998779296875,2020-04-10,1.69,0.24359803,0.18703248,0.7686305165290832,0.3930867552757263,0.3755437612533569,-0.029700404237291148,False,False
RS,-32.0,-51.79998779296875,2020-04-11,1.66,0.09057923,0.29412505,0.7167042702436448,0.3930867552757263,0.3236175149679185,0.18954900786654466,False,False
RS,-32.0,-51.79998779296875,2020-04-12,1.31,0.09527933,0.37532973,0.7326090499758721,0.3930867552757263,0.3395222947001458,0.35579843313414156,False,False
RS,-32.0,-51.79998779296875,2020-04-13,1.15,0.15082301,0.41482702,0.7956500262022018,0.3930867552757263,0.40256327092647554,0.4366607787690224,False,False
RS,-32.0,-51.79998779296875,2020-04-14,1.13,0.16498323,0.40779957,0.7987827986478806,0.3930867552757263,0.4056960433721543,0.42227356580555786,False,False
RS,-32.0,-51.79998779296875,2020-04-15,1.62,0.5777137,0.3606976,1.2624113261699677,0.3930867552757263,0.8693245708942414,0.3258422278843513,True,False
RS,-32.0,-51.79998779296875,2020-04-16,1.59,0.5804602,0.28814855,1.186608749628067,0.3930867552757263,0.7935219943523408,0.1773133910640271,True,False
RS,-32.0,-51.79998779296875,2020-04-17,1.2,0.24817601,0.20781954,0.6959955543279648,0.3930867552757263,0.3029087990522385,0.012856708372400697,False,False
RS,-32.0,-51.79998779296875,2020-04-18,0.95,0.0811187,0.13509236,0.4062110632658005,0.3930867552757263,0.013124307990074191,-0.13603680886574276,False,False
RS,-32.0,-51.79998779296875,2020-04-19,0.82,-0.018493127,0.11730181,0.26280867829918864,0.3930867552757263,-0.13027807697653765,-0.17245921220823374,False,False
RS,-32.0,-51.79998779296875,2020-04-20,0.8,-0.008910483,0.1179492,0.26903872229158876,0.3930867552757263,-0.12404803298413752,-0.17113380603184278,False,False
RS,-32.0,-51.79998779296875,2020-04-21,0.45,0.21710788,0.13418825,0.441296124458313,0.3930867552757263,0.048209369182586725,-0.13788778926316358,False,False
RS,-32.0,-51.79998779296875,2020-04-22,0.75,0.37781748,0.15152721,0.6793446928262711,0.3930867552757263,0.2862579375505448,-0.10238993040305774,False,False
RS,-32.0,-51.79998779296875,2020-04-23,0.8,0.26606002,0.15032417,0.5763841927051544,0.3930867552757263,0.1832974374294281,-0.10485291129084771,False,False
RS,-32.0,-51.79998779296875,2020-04-24,1.09,0.10876885,0.15067327,0.4774421274662018,0.3930867552757263,0.08435537219047551,-0.10413819380476183,False,False
RS,-32.0,-51.79998779296875,2020-04-25,1.03,0.02026538,0.13899015,0.36525552310049536,0.3930867552757263,-0.027831232175230924,-0.1280569155269857,False,False
RS,-32.0,-51.79998779296875,2020-04-26,1.0,0.29108417,0.12107134,0.6121555089950561,0.3930867552757263,0.21906875371932982,-0.16474189243114395,False,False
RS,-32.0,-51.79998779296875,2020-04-27,1.43,0.08996886,0.16063659,0.5366054385900498,0.3930867552757263,0.14351868331432355,-0.08374040446853405,False,False
RS,-32.0,-51.79998779296875,2020-04-28,1.63,-0.27838787,0.21497418,0.26258630454540255,0.3930867552757263,-0.13050045073032374,0.027504328902077803,False,False
RS,-32.0,-51.79998779296875,2020-04-29,1.22,-0.013855655,0.25980532,0.48994967266917233,0.3930867552757263,0.09686291739344605,0.1192866168891421,False,False
RS,-32.0,-51.79998779296875,2020-04-30,0.94,0.752156,0.30427313,1.2444291472434998,0.3930867552757263,0.8513423919677736,0.21032505322590625,False,False
RS,-32.0,-51.79998779296875,2020-05-01,1.35,0.5435952,0.3253611,1.1389563024044036,0.3930867552757263,0.7458695471286774,0.2534982237540725,False,False
RS,-32.0,-51.79998779296875,2020-05-02,1.54,0.30982277,0.32092464,0.9387474000453949,0.3930867552757263,0.5456606447696686,0.2444155031521259,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-13,0.71,0.29627368,2.293943,2.732216602563858,2.7802632331848143,-0.048046630620956154,0.17759623233139726,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-14,0.81,0.3091525,2.2380364,2.7091889083385468,2.7802632331848143,-0.07107432484626752,0.15575243274606232,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-15,1.03,0.3336894,2.2288063,2.7684956431388854,2.7802632331848143,-0.011767590045928866,0.15214603390796477,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-16,1.04,0.3584704,2.0310094,2.597479838132858,2.7802632331848143,-0.18278339505195618,0.0748628649235537,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-17,0.99,0.35206154,1.7436467,2.2937082827091215,2.7802632331848143,-0.48655495047569275,-0.03741547968497714,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-18,0.86,0.31354716,1.739851,2.2253981649875643,2.7802632331848143,-0.55486506819725,-0.038898552286669864,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-19,0.88,0.31104466,1.4988668,1.9859114587306976,2.7802632331848143,-0.7943517744541166,-0.13305589319678812,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-20,1.02,0.29700613,1.3322636,1.833269715309143,2.7802632331848143,-0.9469935178756712,-0.19815109412876564,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-21,0.93,0.29572436,1.3509064,1.8326307356357574,2.7802632331848143,-0.9476324975490569,-0.19086698637583954,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-22,1.02,0.31556138,1.6943456,2.2139069736003876,2.7802632331848143,-0.5663562595844267,-0.056678422737546336,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-23,1.0,0.324778,2.0837834,2.6085613787174227,2.7802632331848143,-0.1717018544673916,0.09548270226438371,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-24,0.83,0.33021027,2.4000893,2.8962995290756224,2.7802632331848143,0.1160362958908081,0.21906972581461806,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-25,0.86,0.29517502,2.562787,3.0299620747566225,2.7802632331848143,0.24969884157180822,0.28263900289043353,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-26,0.94,0.2862636,2.53337,3.0076336324214936,2.7802632331848143,0.22737039923667934,0.27114517858295234,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-27,1.04,0.27759635,2.5174859,3.003082203865051,2.7802632331848143,0.22281897068023682,0.26493891961228094,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-28,0.68,0.28156376,2.3031278,2.7206915259361266,2.7802632331848143,-0.059571707248687655,0.18118493173830097,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-29,0.78,0.27521592,2.040689,2.4719049096107484,2.7802632331848143,-0.3083583235740659,0.07864486075007442,False,False
Maranhão,-2.4000000953674316,-44.0,2023-11-30,0.71,0.2883999,1.7639691,2.19436896443367,2.7802632331848143,-0.5858942687511441,-0.029475142231813967,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-01,0.7,0.2811365,1.4835005,1.9046369910240173,2.7802632331848143,-0.875626242160797,-0.13905981972244358,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-02,0.78,0.2771691,1.409774,1.842943048477173,2.7802632331848143,-0.9373201847076413,-0.16786624949728376,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-03,0.6,0.26416823,1.2231301,1.607298344373703,2.7802632331848143,-1.1729648888111113,-0.24079172536686905,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-04,0.75,0.2785119,0.96596926,1.394481176137924,2.7802632331848143,-1.3857820570468902,-0.34126960302248527,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-05,0.87,0.2847377,0.78118837,1.2399260759353639,2.7802632331848143,-1.5403371572494504,-0.4134671897842237,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-06,0.95,0.3068331,0.77280617,1.269639253616333,2.7802632331848143,-1.5106239795684813,-0.41674228321684276,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-07,1.12,0.32288584,1.0088276,1.5557134091854095,2.7802632331848143,-1.2245498239994048,-0.3245240081489113,True,False
Maranhão,-2.4000000953674316,-44.0,2023-12-08,0.88,0.2936491,1.2975632,1.767212301492691,2.7802632331848143,-1.0130509316921232,-0.21170923104285538,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-09,1.05,0.28168586,1.5765996,2.0682854473590853,2.7802632331848143,-0.711977785825729,-0.10268413504265435,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-10,0.99,0.28931546,1.8167788,2.3040942430496214,2.7802632331848143,-0.47616899013519287,-0.008841331655830927,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-11,1.11,0.32026124,2.0839496,2.6262108087539673,2.7802632331848143,-0.154052424430847,0.09554763123039482,True,False
Maranhão,-2.4000000953674316,-44.0,2023-12-12,0.87,0.31849116,2.2153435,2.7078346371650697,2.7802632331848143,-0.0724285960197446,0.1468858561120549,True,False
Maranhão,-2.4000000953674316,-44.0,2023-12-13,1.1,0.32142094,2.3102353,2.8516562044620515,2.7802632331848143,0.0713929712772372,0.1839619724926153,True,True
Maranhão,-2.4000000953674316,-44.0,2023-12-14,1.24,0.33326212,2.3251631,2.906425243616104,2.7802632331848143,0.12616201043128994,0.18979458715529454,True,False
Maranhão,-2.4000000953674316,-44.0,2023-12-15,0.95,0.32111576,2.2043083,2.715424031019211,2.7802632331848143,-0.06483920216560346,0.14257418151833312,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-16,0.9,0.3230079,1.970588,2.4735958755016325,2.7802632331848143,-0.30666735768318176,0.0512549909775985,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-17,0.76,0.3197119,2.0088012,2.480513113737106,2.7802632331848143,-0.29975011944770813,0.06618567220332044,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-18,0.62,0.28583637,1.8124608,2.2222971498966215,2.7802632331848143,-0.5579660832881927,-0.010528460068208484,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-19,0.55,0.30036318,1.6694605,2.0798237204551695,2.7802632331848143,-0.7004395127296448,-0.06640151210898435,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-20,0.82,0.32074952,1.599094,2.0838435530662536,2.7802632331848143,-0.6964196801185607,-0.09389510986374629,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-21,0.72,0.31250954,1.7094027,2.165912222862244,2.7802632331848143,-0.6143510103225704,-0.050795318118514135,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-22,0.9,0.32392347,1.8576455,2.361568975448608,2.7802632331848143,-0.41869425773620605,0.007126117040795768,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-23,0.96,0.32258064,1.970089,2.484669589996338,2.7802632331848143,-0.2955936431884765,0.05106001776976314,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-24,1.06,0.30195013,2.0578794,2.571829563379288,2.7802632331848143,-0.20843366980552647,0.08536151542343572,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-25,0.95,0.2814417,2.1510913,2.6225330233573914,2.7802632331848143,-0.15773020982742292,0.12178126237140752,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-26,0.84,0.28583637,2.1451015,2.598937910795212,2.7802632331848143,-0.1813253223896023,0.11944093179307605,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-27,0.8,0.29328287,2.0111368,2.4644196391105653,2.7802632331848143,-0.315843594074249,0.0670982176137147,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-28,0.75,0.3081149,1.9592038,2.4173187255859374,2.7802632331848143,-0.36294450759887686,0.0468069841862336,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-29,0.66,0.30384228,1.7686156,2.204457885026932,2.7802632331848143,-0.5758053481578824,-0.02765964636583052,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-30,0.61,0.305063,1.6477598,2.0748228073120116,2.7802632331848143,-0.7054404258728026,-0.07488042462239602,False,False
Maranhão,-2.4000000953674316,-44.0,2023-12-31,0.6,0.2763146,1.4768419,1.8731565177440643,2.7802632331848143,-0.9071067154407499,-0.14166144979813683,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-01,0.46,0.25568408,1.4361317,1.7838157951831817,2.7802632331848143,-0.9964474380016326,-0.15756774230224374,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-02,0.52,0.26075014,1.2913811,1.6561312615871429,2.7802632331848143,-1.1241319715976714,-0.21412469104885967,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-03,0.55,0.2630085,1.1039371,1.4769456565380097,2.7802632331848143,-1.3033175766468046,-0.28736279476626886,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-04,0.73,0.28418836,0.9328737,1.3630620896816255,2.7802632331848143,-1.4172011435031888,-0.3542006910090825,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-05,0.87,0.2783288,0.9672546,1.4195833861827851,2.7802632331848143,-1.3606798470020292,-0.34076740495108515,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-06,0.75,0.24585712,1.1167682,1.5126253604888915,2.7802632331848143,-1.2676378726959228,-0.28234943088061215,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-07,0.81,0.24176763,1.3458011,1.7495687454938889,2.7802632331848143,-1.0306944876909254,-0.19286171227138593,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-08,0.76,0.26270333,1.6257981,2.040501433610916,2.7802632331848143,-0.7397617995738983,-0.08346129517497436,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-09,0.73,0.2791223,1.9067347,2.3318570017814637,2.7802632331848143,-0.44840623140335056,0.026306245386357972,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-10,0.84,0.2814417,2.1803443,2.629786026477814,2.7802632331848143,-0.15047720670700038,0.1332109961069868,False,False
Maranhão,-2.4000000953674316,-44.0,2024-01-11,0.72,0.26831874,2.4406102,2.8529289186000826,2.7802632331848143,0.0726656854152683,0.2349020533273149,False,False
