grid_lat,grid_lon,i_lat,i_lon,region,method,season,compound_event_count,mean_compound_intensity_norm,p95_compound_intensity_norm,mean_peak_hs,mean_peak_ssh_total
-34.79999923706055,-54.399993896484375,1,3,S,Global q90,SON,45,0.33868161523691714,0.5221444536149021,2.79622220993042,0.833946520752377
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,DJF,95,0.2831536299070696,0.4770517830113253,2.5202105170802067,0.7718784583242316
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,MAM,79,0.396924815676624,0.565958614742551,2.966962020608443,0.9641593634327755
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,JJA,83,0.3964648692411745,0.5915641521804086,2.941807247069945,0.977899297174201
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,SON,70,0.3178545202081796,0.5003471826743339,2.7581428595951625,0.7502684559140886
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,DJF,54,0.3740481036740321,0.5361409355298324,2.9833333492279053,0.8169257022716381
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,MAM,99,0.41766459874284523,0.598080005960148,3.1781818192414564,0.887970942439455
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,JJA,96,0.428829646659555,0.6035970740072566,3.271666665871938,0.8895011202742656
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,SON,39,0.39328176106807056,0.5432532636341669,3.170256425172855,0.8098112084926703
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,DJF,89,0.32826296146009937,0.5264682766378491,2.796067414658793,0.7534218792165264
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,MAM,79,0.4417941366529024,0.6109126357367655,3.2800000015693374,0.9244557558735714
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,JJA,83,0.4436289549357389,0.6045376596346992,3.3166265056793947,0.9204346573496439
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,SON,66,0.3620835052732066,0.5392282443372881,3.07030303550489,0.7179003782344587
-34.79999923706055,-54.0,1,5,S,Global q90,DJF,49,0.4024339360852688,0.5555867262357176,3.2034694126674106,0.7862627737376154
-34.79999923706055,-54.0,1,5,S,Global q90,MAM,92,0.4451469299825246,0.5995456111869477,3.3964130515637607,0.8493892958630687
-34.79999923706055,-54.0,1,5,S,Global q90,JJA,92,0.4498875587005053,0.5950286751267575,3.481195649375086,0.8369251729353614
-34.79999923706055,-54.0,1,5,S,Global q90,SON,37,0.4157906123725793,0.5513849930390378,3.388648658185392,0.7647512120169562
-34.79999923706055,-54.0,1,5,S,Seasonal q90,DJF,81,0.35339451407054506,0.5384267129644033,2.980123481632751,0.7284185812797075
-34.79999923706055,-54.0,1,5,S,Seasonal q90,MAM,76,0.46510759074619273,0.6017745305568234,3.4873684236877844,0.8775670881334104
-34.79999923706055,-54.0,1,5,S,Seasonal q90,JJA,81,0.46685348180437075,0.5984418226726587,3.5588888886534136,0.8652558598989322
-34.79999923706055,-54.0,1,5,S,Seasonal q90,SON,60,0.38503722232351495,0.5407528757886212,3.2608333349227907,0.6880061805248261
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,DJF,41,0.4213972883063709,0.5554771763989257,3.3607317063866593,0.7625356069425258
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,MAM,84,0.4636785230264675,0.5986111026768388,3.596071419261751,0.8058108800933474
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,JJA,89,0.4661389341656218,0.5879413982436021,3.690000006322111,0.7798465289426654
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,SON,33,0.4283917902445034,0.5504115065426045,3.530303037527836,0.721659616990523
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,DJF,73,0.3640040633892985,0.546963017872001,3.087808217087837,0.7009233081177489
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,MAM,74,0.4680131489987344,0.5931963312268027,3.6058108001141935,0.8263886957555204
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,JJA,75,0.48160748252529345,0.5885532798516395,3.74706667582194,0.8117199889818827
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,SON,52,0.4115907987501212,0.5393321677774139,3.479999996148623,0.6511187421587797
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,DJF,39,0.43406284123088057,0.5605802612329834,3.508717940403865,0.7122160104604868
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,MAM,85,0.46671423168247483,0.5728618139942959,3.734941188026877,0.7457479988827425
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,JJA,81,0.4782688615395278,0.5794604065496316,3.8534568239141396,0.739751288920273
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,SON,30,0.44760514866364354,0.5368345895601226,3.762000012397766,0.6644364019234975
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,DJF,62,0.38576208162267855,0.546650154010383,3.247419353454344,0.6750998189372401
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,MAM,71,0.48046933338596304,0.5800090457192943,3.8057746551406217,0.7642148724744018
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,JJA,68,0.49009793104169774,0.5786571263325891,3.933676498777726,0.7524679285638473
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,SON,48,0.42719091760676325,0.5321998710547858,3.6245833337306976,0.6119905412197113
-34.599998474121094,-54.0,2,5,S,Global q90,DJF,47,0.3503505258777483,0.484786996229117,2.7899999922894416,0.863789181760017
-34.599998474121094,-54.0,2,5,S,Global q90,MAM,89,0.4017459608093164,0.5760913543265462,3.0059550638948935,0.9473652049396815
-34.599998474121094,-54.0,2,5,S,Global q90,JJA,95,0.40184781453029667,0.5923846434969129,2.992631575935765,0.9576288235814948
-34.599998474121094,-54.0,2,5,S,Global q90,SON,39,0.3803679214635525,0.5435592858451245,3.0010256339342165,0.8622089181190882
-34.599998474121094,-54.0,2,5,S,Seasonal q90,DJF,82,0.3036074372105011,0.4794502331810022,2.5945121922144074,0.806991795214211
-34.599998474121094,-54.0,2,5,S,Seasonal q90,MAM,71,0.4215049185583856,0.5901407725357859,3.076760574125908,0.987707364727074
-34.599998474121094,-54.0,2,5,S,Seasonal q90,JJA,81,0.4144777553802541,0.5926556609583052,3.020123458202974,0.9943387633488502
-34.599998474121094,-54.0,2,5,S,Seasonal q90,SON,66,0.3393480785433902,0.5239746020475423,2.868181813846935,0.7608220748829119
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,DJF,42,0.39628929606711205,0.5386234128087792,3.053571417218163,0.8586087212676093
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,MAM,87,0.43325340342914154,0.587161763827126,3.230000016333043,0.9164400141814659
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,JJA,94,0.4312652079693945,0.5959673953833546,3.258617025740603,0.9038398189747587
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,SON,36,0.41258957098110893,0.5508339470844094,3.252777742014991,0.8284209867318472
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,DJF,78,0.3352479908770438,0.5243679465339441,2.8079487207608347,0.7738647231688867
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,MAM,71,0.4557674213120542,0.5972463008048764,3.342816927063633,0.9351068785492803
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,JJA,78,0.4508748033169476,0.6000804722001137,3.328076931146475,0.9439228345186282
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,SON,63,0.3749745595362658,0.5358076397754418,3.1209523677825928,0.7300819215320405
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,DJF,41,0.4269917982622269,0.5584982982140713,3.3399999781352716,0.7981162580048166
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,MAM,88,0.4639455906452781,0.6012547274366522,3.521590921011838,0.856770127334378
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,JJA,92,0.46675232289594676,0.5984374077008341,3.6091304240019424,0.8385501892670341
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,SON,37,0.4389568131140904,0.560026912134806,3.530540556521029,0.7579138198414365
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,DJF,75,0.36910029436712494,0.5414893331835405,3.0639999866485597,0.736661418279012
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,MAM,71,0.4839389477498676,0.6002532659383222,3.627887332943124,0.8766580274407293
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,JJA,72,0.4852670956512219,0.6022898211293525,3.666249987151888,0.8804563250806596
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,SON,61,0.40787188414124126,0.5503497935985318,3.3893442818375883,0.6872002668068057
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,DJF,37,0.4384528289978973,0.5554541715731238,3.4929729667869776,0.7463044363099176
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,MAM,85,0.4745743087265405,0.5930663393438828,3.737647067799288,0.7766578372787026
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,JJA,86,0.4829509112067116,0.5898210183133885,3.8495348691940308,0.7731534977291905
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,SON,32,0.4456124997736339,0.545572584796301,3.6212500035762787,0.7013540491461754
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,DJF,65,0.38360147045492066,0.5508275481884385,3.2110769271850588,0.692354312309852
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,MAM,71,0.48641453640257815,0.5898533611384221,3.7945070501784204,0.8018252161187185
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,JJA,70,0.4965031907261937,0.5897050573079194,3.8962857007980345,0.7968811511993408
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,SON,53,0.432965256592891,0.5429758952283542,3.6192452907562256,0.6412938597067347
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,DJF,52,0.1999481021607503,0.30619683992170066,1.9063461629243998,0.9123199226764532
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,MAM,91,0.24379316095056833,0.40924276049010766,2.0737362589154924,0.9801078222610138
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,JJA,99,0.24185873868150187,0.40789139419326437,2.046161615487301,0.9954544149263941
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,SON,45,0.2185832808764595,0.3481526047472777,2.032666662004259,0.8910172290272182
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,DJF,80,0.17565623712266304,0.3057802935226166,1.8320000022649765,0.8580557867884636
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,MAM,72,0.26363563259580247,0.4299757252807572,2.1424999915891223,1.0171347326702542
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,JJA,79,0.255847462105099,0.40836086237496916,2.0697468353223196,1.0441668810723703
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,SON,69,0.19430272406584656,0.33815031416114105,1.9802898548651433,0.8168558288311613
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,DJF,38,0.3543183102978848,0.4811853110945734,2.772631569912559,0.9035205025421945
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,MAM,82,0.38597095903998846,0.5655986833183861,2.9010975477172107,0.953875985087418
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,JJA,96,0.3854552665060873,0.5685517290990327,2.9043750067551932,0.94745066575706
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,SON,37,0.3670261994586907,0.517352261930143,2.8989189251049146,0.8703149106051471
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,DJF,79,0.2923985044544003,0.4508712795068411,2.520759507070614,0.8197358869299104
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,MAM,65,0.40905994736025747,0.5753455476557487,2.999692304317768,0.9833297775341914
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,JJA,74,0.39979242492772205,0.5743686229734952,2.9321621656417847,0.9911427481754406
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,SON,61,0.3306590130065303,0.48961017807814455,2.7916393397284334,0.7768262937420705
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,DJF,39,0.41639583180598877,0.5465426698195189,3.21076924372942,0.8404592122787085
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,MAM,82,0.461454552083697,0.6061090885052676,3.4390243902439024,0.8870509739329175
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,JJA,94,0.4540632088632109,0.6046940530723747,3.45053191387907,0.8776492394031362
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,SON,34,0.4385384442411124,0.5587915503111988,3.427647085750804,0.8106586424743428
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,DJF,73,0.36124682603740477,0.5391799852797744,2.976301372867741,0.76401423591457
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,MAM,69,0.47684071369032754,0.6118323574662263,3.5084057925403984,0.9095654193905817
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,JJA,71,0.4715445039611509,0.6076950329890157,3.493098581340951,0.9192871854338848
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,SON,54,0.4156084704264308,0.5477674527101648,3.352037054521066,0.7329776441609418
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,DJF,38,0.27955473373283485,0.3921977473436002,2.300526317797209,0.9534174329356143
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,MAM,75,0.32901569152479754,0.4874631027006453,2.4988000106811525,1.021916349728902
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,JJA,82,0.32357019621965205,0.4853617715595208,2.473048788745229,1.017398122607208
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,SON,42,0.29524976567432637,0.4227642870906692,2.4133333365122476,0.9346215966201964
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,DJF,73,0.240731150503702,0.36759546584145575,2.1612328731850403,0.8852861131707283
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,MAM,61,0.3457982664918837,0.49548334232958874,2.55491804685749,1.0552267119532726
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,JJA,65,0.3321354566879996,0.48406801512327713,2.4596923167888933,1.072472225702726
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,SON,56,0.2808233497270193,0.413665101659524,2.4196428656578064,0.8553189486265182
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,DJF,39,0.38087338483076455,0.5096148732101599,2.9158974427443285,0.9024709661801656
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,MAM,79,0.43342526053604,0.6155649324024067,3.161645572396773,0.9715992302834233
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,JJA,95,0.42757683353616166,0.5861316818525724,3.15263157392803,0.9653949292082535
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,SON,38,0.4075105409622388,0.556974724095908,3.128684219561125,0.8881661091980181
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,DJF,74,0.33497391203047344,0.4934743728348774,2.741486491383733,0.8418062587042112
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,MAM,62,0.45820996196639535,0.6158492553376481,3.2832258132196244,0.9933458066755726
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,JJA,71,0.442013838742836,0.6056767969515326,3.1833802679894676,1.0032867327542372
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,SON,55,0.3872634410950183,0.5404708236492216,3.08490910096602,0.8123775092038241
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,DJF,35,0.42972819958411534,0.5560210137795675,3.284571429661342,0.8577107191085815
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,MAM,81,0.4692113489548858,0.6045664754417297,3.48864198025362,0.8996156829374807
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,JJA,93,0.4634980842052455,0.6114586060321112,3.512580648545296,0.8902111329058165
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,SON,35,0.44905836189765114,0.5731549739731622,3.488000011444092,0.8186446785926819
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,DJF,68,0.37362520608758226,0.5420610172737559,3.0398529382313,0.7767880129463532
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,MAM,66,0.48776782023262955,0.6154200225314825,3.5877272793740937,0.919439128854058
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,JJA,73,0.48053203804660827,0.6117192486907855,3.553013700328461,0.9304524880566009
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,SON,58,0.420883945592042,0.56444056079724,3.3812068988536965,0.740734818680533
-34.0,-53.399993896484375,5,8,S,Global q90,DJF,37,0.3259443627778875,0.4546174128401694,2.53189188080865,0.9758562510078018
-34.0,-53.399993896484375,5,8,S,Global q90,MAM,76,0.38165121873170477,0.5674199954696715,2.7693421087766947,1.0453374746598696
-34.0,-53.399993896484375,5,8,S,Global q90,JJA,85,0.37668176127164815,0.5483007623865129,2.7658823630389047,1.0268984780592076
-34.0,-53.399993896484375,5,8,S,Global q90,SON,40,0.3537830147990231,0.49549061902611924,2.709750008583069,0.9659209668636322
-34.0,-53.399993896484375,5,8,S,Seasonal q90,DJF,68,0.2931510182263698,0.440819403458097,2.4297058547244355,0.910933314000859
-34.0,-53.399993896484375,5,8,S,Seasonal q90,MAM,62,0.4035542140109681,0.5644109326193967,2.8753225803375244,1.060214755035216
-34.0,-53.399993896484375,5,8,S,Seasonal q90,JJA,65,0.38958688604281966,0.5464525544569379,2.7718461660238414,1.084399439738347
-34.0,-53.399993896484375,5,8,S,Seasonal q90,SON,59,0.32675947796764854,0.49136696795009716,2.6467796624717064,0.883753534090721
-34.0,-53.20001220703125,5,9,S,Global q90,DJF,36,0.38414242978941743,0.500436351742757,2.8972222010294595,0.9358227335744433
-34.0,-53.20001220703125,5,9,S,Global q90,MAM,78,0.4381500384882264,0.6053760823475668,3.184358972769517,0.9787538655293293
-34.0,-53.20001220703125,5,9,S,Global q90,JJA,96,0.43138470102146215,0.6003534813306632,3.1694791664679847,0.9720393121242523
-34.0,-53.20001220703125,5,9,S,Global q90,SON,42,0.3997091219421473,0.5658814680743548,3.0742857115609303,0.8926221401918502
-34.0,-53.20001220703125,5,9,S,Seasonal q90,DJF,69,0.3423159147997777,0.4821086077142131,2.7663768097974253,0.8533872892891151
-34.0,-53.20001220703125,5,9,S,Seasonal q90,MAM,64,0.4570628586019677,0.6144641701404847,3.2762500010430813,0.9973227977752686
-34.0,-53.20001220703125,5,9,S,Seasonal q90,JJA,70,0.4487421528213918,0.6142133827077123,3.2067142827170234,1.0148012518882752
-34.0,-53.20001220703125,5,9,S,Seasonal q90,SON,56,0.3864764552497048,0.554559667311966,3.0576785717691695,0.8314687343580383
-34.0,-53.0,5,10,S,Global q90,DJF,34,0.44380332445925147,0.5621401627402028,3.3438235451193417,0.8720495841082405
-34.0,-53.0,5,10,S,Global q90,MAM,82,0.47594732599271755,0.6043234970708279,3.5378048739782195,0.9021149553903719
-34.0,-53.0,5,10,S,Global q90,JJA,95,0.4715080331129821,0.6133692900742652,3.5792631575935765,0.8968212347281607
-34.0,-53.0,5,10,S,Global q90,SON,36,0.45779788536298127,0.5769979026630709,3.531111114554935,0.8302828106615279
-34.0,-53.0,5,10,S,Seasonal q90,DJF,70,0.37905149172942454,0.5339999950872764,3.066428583008902,0.7773750824587685
-34.0,-53.0,5,10,S,Seasonal q90,MAM,63,0.49734508526002313,0.6181370373949443,3.6619047550928023,0.9223047986863151
-34.0,-53.0,5,10,S,Seasonal q90,JJA,72,0.4885302418089494,0.617305079595639,3.622499999072817,0.9294887251324124
-34.0,-53.0,5,10,S,Seasonal q90,SON,59,0.4269471204397877,0.5759731842662557,3.419322034059945,0.744267542483443
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,DJF,46,0.23225947718083093,0.3347022659149335,1.9671739184338113,1.0190690574438677
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,MAM,73,0.28833287754452186,0.44714674890963385,2.196986294772527,1.0914692682762668
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,JJA,76,0.2851758469621748,0.43362438542760157,2.162631575998507,1.1068442691313594
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,SON,46,0.25007208402250186,0.36850000537312866,2.0684782681257827,1.0163635585619055
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,DJF,69,0.21497249386041117,0.32604723877907116,1.9415942050408626,0.9556319152099498
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,MAM,57,0.301534273606444,0.4444190707687096,2.2350877126057944,1.12304984791237
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,JJA,62,0.29429710878265924,0.4314137150183537,2.1479032270369993,1.1659519739689366
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,SON,61,0.23503201367731325,0.37205660702941123,2.0803278704158594,0.9301958934205478
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,DJF,39,0.3279351402847336,0.4173105601183423,2.522820527736957,0.9940764185709831
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,MAM,81,0.3772940467912784,0.560003712744477,2.7441975363978632,1.049669047196706
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,JJA,86,0.3813828178285527,0.5670642282899976,2.752674416054127,1.0607730191807414
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,SON,46,0.3443649232806966,0.49121401947301435,2.651521734569384,0.9704140826411869
-33.79999923706055,-53.20001220703125,6,9,S,Seasonal q90,DJF,74,0.29039801167227197,0.4131272436199372,2.4060810901023246,0.9155920550629899
-33.79999923706055,-53.20001220703125,6,9,S,Seasonal q90,MAM,62,0.40190043765012046,0.5703598356804821,2.8556451643666914,1.0746299393715397
-33.79999923706055,-53.20001220703125,6,9,S,Seasonal q90,JJA,67,0.3999755346645766,0.5703957832890465,2.8141791002074283,1.100253696761914
