grid_lat,grid_lon,i_lat,i_lon,region,method,season,compound_event_count
-35.0,-54.79998779296875,0,1,S,Global q90,DJF,65
-35.0,-54.79998779296875,0,1,S,Global q90,MAM,105
-35.0,-54.79998779296875,0,1,S,Global q90,JJA,103
-35.0,-54.79998779296875,0,1,S,Global q90,SON,49
-35.0,-54.79998779296875,0,1,S,Seasonal q90,DJF,98
-35.0,-54.79998779296875,0,1,S,Seasonal q90,MAM,83
-35.0,-54.79998779296875,0,1,S,Seasonal q90,JJA,87
-35.0,-54.79998779296875,0,1,S,Seasonal q90,SON,79
-35.0,-54.600006103515625,0,2,S,Global q90,DJF,57
-35.0,-54.600006103515625,0,2,S,Global q90,MAM,104
-35.0,-54.600006103515625,0,2,S,Global q90,JJA,94
-35.0,-54.600006103515625,0,2,S,Global q90,SON,39
-35.0,-54.600006103515625,0,2,S,Seasonal q90,DJF,96
-35.0,-54.600006103515625,0,2,S,Seasonal q90,MAM,81
-35.0,-54.600006103515625,0,2,S,Seasonal q90,JJA,86
-35.0,-54.600006103515625,0,2,S,Seasonal q90,SON,68
-35.0,-54.399993896484375,0,3,S,Global q90,DJF,56
-35.0,-54.399993896484375,0,3,S,Global q90,MAM,102
-35.0,-54.399993896484375,0,3,S,Global q90,JJA,97
-35.0,-54.399993896484375,0,3,S,Global q90,SON,36
-35.0,-54.399993896484375,0,3,S,Seasonal q90,DJF,90
-35.0,-54.399993896484375,0,3,S,Seasonal q90,MAM,80
-35.0,-54.399993896484375,0,3,S,Seasonal q90,JJA,83
-35.0,-54.399993896484375,0,3,S,Seasonal q90,SON,63
-35.0,-54.20001220703125,0,4,S,Global q90,DJF,52
-35.0,-54.20001220703125,0,4,S,Global q90,MAM,96
-35.0,-54.20001220703125,0,4,S,Global q90,JJA,92
-35.0,-54.20001220703125,0,4,S,Global q90,SON,36
-35.0,-54.20001220703125,0,4,S,Seasonal q90,DJF,85
-35.0,-54.20001220703125,0,4,S,Seasonal q90,MAM,78
-35.0,-54.20001220703125,0,4,S,Seasonal q90,JJA,80
-35.0,-54.20001220703125,0,4,S,Seasonal q90,SON,56
-35.0,-54.0,0,5,S,Global q90,DJF,46
-35.0,-54.0,0,5,S,Global q90,MAM,92
-35.0,-54.0,0,5,S,Global q90,JJA,84
-35.0,-54.0,0,5,S,Global q90,SON,30
-35.0,-54.0,0,5,S,Seasonal q90,DJF,76
-35.0,-54.0,0,5,S,Seasonal q90,MAM,75
-35.0,-54.0,0,5,S,Seasonal q90,JJA,73
-35.0,-54.0,0,5,S,Seasonal q90,SON,53
-34.79999923706055,-54.399993896484375,1,3,S,Global q90,DJF,56
-34.79999923706055,-54.399993896484375,1,3,S,Global q90,MAM,102
-34.79999923706055,-54.399993896484375,1,3,S,Global q90,JJA,99
-34.79999923706055,-54.399993896484375,1,3,S,Global q90,SON,45
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,DJF,95
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,MAM,79
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,JJA,83
-34.79999923706055,-54.399993896484375,1,3,S,Seasonal q90,SON,70
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,DJF,54
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,MAM,99
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,JJA,96
-34.79999923706055,-54.20001220703125,1,4,S,Global q90,SON,39
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,DJF,89
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,MAM,79
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,JJA,83
-34.79999923706055,-54.20001220703125,1,4,S,Seasonal q90,SON,66
-34.79999923706055,-54.0,1,5,S,Global q90,DJF,49
-34.79999923706055,-54.0,1,5,S,Global q90,MAM,92
-34.79999923706055,-54.0,1,5,S,Global q90,JJA,92
-34.79999923706055,-54.0,1,5,S,Global q90,SON,37
-34.79999923706055,-54.0,1,5,S,Seasonal q90,DJF,81
-34.79999923706055,-54.0,1,5,S,Seasonal q90,MAM,76
-34.79999923706055,-54.0,1,5,S,Seasonal q90,JJA,81
-34.79999923706055,-54.0,1,5,S,Seasonal q90,SON,60
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,DJF,41
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,MAM,84
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,JJA,89
-34.79999923706055,-53.79998779296875,1,6,S,Global q90,SON,33
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,DJF,73
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,MAM,74
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,JJA,75
-34.79999923706055,-53.79998779296875,1,6,S,Seasonal q90,SON,52
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,DJF,39
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,MAM,85
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,JJA,81
-34.79999923706055,-53.600006103515625,1,7,S,Global q90,SON,30
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,DJF,62
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,MAM,71
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,JJA,68
-34.79999923706055,-53.600006103515625,1,7,S,Seasonal q90,SON,48
-34.599998474121094,-54.0,2,5,S,Global q90,DJF,47
-34.599998474121094,-54.0,2,5,S,Global q90,MAM,89
-34.599998474121094,-54.0,2,5,S,Global q90,JJA,95
-34.599998474121094,-54.0,2,5,S,Global q90,SON,39
-34.599998474121094,-54.0,2,5,S,Seasonal q90,DJF,82
-34.599998474121094,-54.0,2,5,S,Seasonal q90,MAM,71
-34.599998474121094,-54.0,2,5,S,Seasonal q90,JJA,81
-34.599998474121094,-54.0,2,5,S,Seasonal q90,SON,66
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,DJF,42
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,MAM,87
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,JJA,94
-34.599998474121094,-53.79998779296875,2,6,S,Global q90,SON,36
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,DJF,78
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,MAM,71
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,JJA,78
-34.599998474121094,-53.79998779296875,2,6,S,Seasonal q90,SON,63
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,DJF,41
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,MAM,88
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,JJA,92
-34.599998474121094,-53.600006103515625,2,7,S,Global q90,SON,37
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,DJF,75
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,MAM,71
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,JJA,72
-34.599998474121094,-53.600006103515625,2,7,S,Seasonal q90,SON,61
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,DJF,37
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,MAM,85
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,JJA,86
-34.599998474121094,-53.399993896484375,2,8,S,Global q90,SON,32
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,DJF,65
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,MAM,71
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,JJA,70
-34.599998474121094,-53.399993896484375,2,8,S,Seasonal q90,SON,53
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,DJF,52
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,MAM,91
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,JJA,99
-34.400001525878906,-53.79998779296875,3,6,S,Global q90,SON,45
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,DJF,80
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,MAM,72
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,JJA,79
-34.400001525878906,-53.79998779296875,3,6,S,Seasonal q90,SON,69
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,DJF,38
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,MAM,82
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,JJA,96
-34.400001525878906,-53.600006103515625,3,7,S,Global q90,SON,37
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,DJF,79
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,MAM,65
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,JJA,74
-34.400001525878906,-53.600006103515625,3,7,S,Seasonal q90,SON,61
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,DJF,39
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,MAM,82
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,JJA,94
-34.400001525878906,-53.399993896484375,3,8,S,Global q90,SON,34
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,DJF,73
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,MAM,69
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,JJA,71
-34.400001525878906,-53.399993896484375,3,8,S,Seasonal q90,SON,54
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,DJF,38
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,MAM,75
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,JJA,82
-34.20000076293945,-53.600006103515625,4,7,S,Global q90,SON,42
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,DJF,73
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,MAM,61
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,JJA,65
-34.20000076293945,-53.600006103515625,4,7,S,Seasonal q90,SON,56
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,DJF,39
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,MAM,79
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,JJA,95
-34.20000076293945,-53.399993896484375,4,8,S,Global q90,SON,38
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,DJF,74
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,MAM,62
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,JJA,71
-34.20000076293945,-53.399993896484375,4,8,S,Seasonal q90,SON,55
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,DJF,35
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,MAM,81
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,JJA,93
-34.20000076293945,-53.20001220703125,4,9,S,Global q90,SON,35
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,DJF,68
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,MAM,66
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,JJA,73
-34.20000076293945,-53.20001220703125,4,9,S,Seasonal q90,SON,58
-34.0,-53.399993896484375,5,8,S,Global q90,DJF,37
-34.0,-53.399993896484375,5,8,S,Global q90,MAM,76
-34.0,-53.399993896484375,5,8,S,Global q90,JJA,85
-34.0,-53.399993896484375,5,8,S,Global q90,SON,40
-34.0,-53.399993896484375,5,8,S,Seasonal q90,DJF,68
-34.0,-53.399993896484375,5,8,S,Seasonal q90,MAM,62
-34.0,-53.399993896484375,5,8,S,Seasonal q90,JJA,65
-34.0,-53.399993896484375,5,8,S,Seasonal q90,SON,59
-34.0,-53.20001220703125,5,9,S,Global q90,DJF,36
-34.0,-53.20001220703125,5,9,S,Global q90,MAM,78
-34.0,-53.20001220703125,5,9,S,Global q90,JJA,96
-34.0,-53.20001220703125,5,9,S,Global q90,SON,42
-34.0,-53.20001220703125,5,9,S,Seasonal q90,DJF,69
-34.0,-53.20001220703125,5,9,S,Seasonal q90,MAM,64
-34.0,-53.20001220703125,5,9,S,Seasonal q90,JJA,70
-34.0,-53.20001220703125,5,9,S,Seasonal q90,SON,56
-34.0,-53.0,5,10,S,Global q90,DJF,34
-34.0,-53.0,5,10,S,Global q90,MAM,82
-34.0,-53.0,5,10,S,Global q90,JJA,95
-34.0,-53.0,5,10,S,Global q90,SON,36
-34.0,-53.0,5,10,S,Seasonal q90,DJF,70
-34.0,-53.0,5,10,S,Seasonal q90,MAM,63
-34.0,-53.0,5,10,S,Seasonal q90,JJA,72
-34.0,-53.0,5,10,S,Seasonal q90,SON,59
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,DJF,46
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,MAM,73
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,JJA,76
-33.79999923706055,-53.399993896484375,6,8,S,Global q90,SON,46
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,DJF,69
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,MAM,57
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,JJA,62
-33.79999923706055,-53.399993896484375,6,8,S,Seasonal q90,SON,61
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,DJF,39
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,MAM,81
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,JJA,86
-33.79999923706055,-53.20001220703125,6,9,S,Global q90,SON,46
-33.79999923706055,-53.20001220703125,6,9,S,Seasonal q90,DJF,74
-33.79999923706055,-53.20001220703125,6,9,S,Seasonal q90,MAM,62
-33.79999923706055,-53.20001220703125,6,9,S,Seasonal q90,JJA,67
-33.79999923706055,-53.20001220703125,6,9,S,Seasonal q90,SON,62
-33.79999923706055,-53.0,6,10,S,Global q90,DJF,35
-33.79999923706055,-53.0,6,10,S,Global q90,MAM,83
-33.79999923706055,-53.0,6,10,S,Global q90,JJA,101
-33.79999923706055,-53.0,6,10,S,Global q90,SON,44
-33.79999923706055,-53.0,6,10,S,Seasonal q90,DJF,70
-33.79999923706055,-53.0,6,10,S,Seasonal q90,MAM,67
-33.79999923706055,-53.0,6,10,S,Seasonal q90,JJA,74
-33.79999923706055,-53.0,6,10,S,Seasonal q90,SON,62
-33.79999923706055,-52.79998779296875,6,11,S,Global q90,DJF,36
-33.79999923706055,-52.79998779296875,6,11,S,Global q90,MAM,86
-33.79999923706055,-52.79998779296875,6,11,S,Global q90,JJA,102
-33.79999923706055,-52.79998779296875,6,11,S,Global q90,SON,40
-33.79999923706055,-52.79998779296875,6,11,S,Seasonal q90,DJF,66
-33.79999923706055,-52.79998779296875,6,11,S,Seasonal q90,MAM,67
-33.79999923706055,-52.79998779296875,6,11,S,Seasonal q90,JJA,72
-33.79999923706055,-52.79998779296875,6,11,S,Seasonal q90,SON,62
-33.599998474121094,-53.0,7,10,S,Global q90,DJF,43
-33.599998474121094,-53.0,7,10,S,Global q90,MAM,85
-33.599998474121094,-53.0,7,10,S,Global q90,JJA,90
-33.599998474121094,-53.0,7,10,S,Global q90,SON,48
-33.599998474121094,-53.0,7,10,S,Seasonal q90,DJF,74
-33.599998474121094,-53.0,7,10,S,Seasonal q90,MAM,65
-33.599998474121094,-53.0,7,10,S,Seasonal q90,JJA,72
-33.599998474121094,-53.0,7,10,S,Seasonal q90,SON,67
-33.599998474121094,-52.79998779296875,7,11,S,Global q90,DJF,37
-33.599998474121094,-52.79998779296875,7,11,S,Global q90,MAM,81
-33.599998474121094,-52.79998779296875,7,11,S,Global q90,JJA,97
-33.599998474121094,-52.79998779296875,7,11,S,Global q90,SON,43
-33.599998474121094,-52.79998779296875,7,11,S,Seasonal q90,DJF,70
-33.599998474121094,-52.79998779296875,7,11,S,Seasonal q90,MAM,67
-33.599998474121094,-52.79998779296875,7,11,S,Seasonal q90,JJA,71
-33.599998474121094,-52.79998779296875,7,11,S,Seasonal q90,SON,61
-33.599998474121094,-52.600006103515625,7,12,S,Global q90,DJF,37
-33.599998474121094,-52.600006103515625,7,12,S,Global q90,MAM,82
-33.599998474121094,-52.600006103515625,7,12,S,Global q90,JJA,99
-33.599998474121094,-52.600006103515625,7,12,S,Global q90,SON,42
-33.599998474121094,-52.600006103515625,7,12,S,Seasonal q90,DJF,69
-33.599998474121094,-52.600006103515625,7,12,S,Seasonal q90,MAM,67
-33.599998474121094,-52.600006103515625,7,12,S,Seasonal q90,JJA,73
-33.599998474121094,-52.600006103515625,7,12,S,Seasonal q90,SON,61
-33.400001525878906,-52.79998779296875,8,11,S,Global q90,DJF,43
-33.400001525878906,-52.79998779296875,8,11,S,Global q90,MAM,78
-33.400001525878906,-52.79998779296875,8,11,S,Global q90,JJA,92
-33.400001525878906,-52.79998779296875,8,11,S,Global q90,SON,45
-33.400001525878906,-52.79998779296875,8,11,S,Seasonal q90,DJF,75
-33.400001525878906,-52.79998779296875,8,11,S,Seasonal q90,MAM,63
-33.400001525878906,-52.79998779296875,8,11,S,Seasonal q90,JJA,73
-33.400001525878906,-52.79998779296875,8,11,S,Seasonal q90,SON,63
-33.400001525878906,-52.600006103515625,8,12,S,Global q90,DJF,36
-33.400001525878906,-52.600006103515625,8,12,S,Global q90,MAM,82
-33.400001525878906,-52.600006103515625,8,12,S,Global q90,JJA,98
-33.400001525878906,-52.600006103515625,8,12,S,Global q90,SON,42
-33.400001525878906,-52.600006103515625,8,12,S,Seasonal q90,DJF,69
-33.400001525878906,-52.600006103515625,8,12,S,Seasonal q90,MAM,64
-33.400001525878906,-52.600006103515625,8,12,S,Seasonal q90,JJA,72
-33.400001525878906,-52.600006103515625,8,12,S,Seasonal q90,SON,62
-33.400001525878906,-52.399993896484375,8,13,S,Global q90,DJF,36
-33.400001525878906,-52.399993896484375,8,13,S,Global q90,MAM,80
-33.400001525878906,-52.399993896484375,8,13,S,Global q90,JJA,97
-33.400001525878906,-52.399993896484375,8,13,S,Global q90,SON,39
-33.400001525878906,-52.399993896484375,8,13,S,Seasonal q90,DJF,69
-33.400001525878906,-52.399993896484375,8,13,S,Seasonal q90,MAM,66
-33.400001525878906,-52.399993896484375,8,13,S,Seasonal q90,JJA,74
-33.400001525878906,-52.399993896484375,8,13,S,Seasonal q90,SON,58
-33.20000076293945,-52.600006103515625,9,12,S,Global q90,DJF,40
-33.20000076293945,-52.600006103515625,9,12,S,Global q90,MAM,69
-33.20000076293945,-52.600006103515625,9,12,S,Global q90,JJA,82
-33.20000076293945,-52.600006103515625,9,12,S,Global q90,SON,44
-33.20000076293945,-52.600006103515625,9,12,S,Seasonal q90,DJF,67
-33.20000076293945,-52.600006103515625,9,12,S,Seasonal q90,MAM,60
-33.20000076293945,-52.600006103515625,9,12,S,Seasonal q90,JJA,66
-33.20000076293945,-52.600006103515625,9,12,S,Seasonal q90,SON,52
-33.20000076293945,-52.399993896484375,9,13,S,Global q90,DJF,36
-33.20000076293945,-52.399993896484375,9,13,S,Global q90,MAM,73
-33.20000076293945,-52.399993896484375,9,13,S,Global q90,JJA,90
-33.20000076293945,-52.399993896484375,9,13,S,Global q90,SON,41
-33.20000076293945,-52.399993896484375,9,13,S,Seasonal q90,DJF,63
-33.20000076293945,-52.399993896484375,9,13,S,Seasonal q90,MAM,58
-33.20000076293945,-52.399993896484375,9,13,S,Seasonal q90,JJA,70
-33.20000076293945,-52.399993896484375,9,13,S,Seasonal q90,SON,51
-33.20000076293945,-52.20001220703125,9,14,S,Global q90,DJF,33
-33.20000076293945,-52.20001220703125,9,14,S,Global q90,MAM,73
-33.20000076293945,-52.20001220703125,9,14,S,Global q90,JJA,95
-33.20000076293945,-52.20001220703125,9,14,S,Global q90,SON,34
-33.20000076293945,-52.20001220703125,9,14,S,Seasonal q90,DJF,66
-33.20000076293945,-52.20001220703125,9,14,S,Seasonal q90,MAM,59
-33.20000076293945,-52.20001220703125,9,14,S,Seasonal q90,JJA,67
-33.20000076293945,-52.20001220703125,9,14,S,Seasonal q90,SON,51
-33.0,-52.399993896484375,10,13,S,Global q90,DJF,33
-33.0,-52.399993896484375,10,13,S,Global q90,MAM,62
-33.0,-52.399993896484375,10,13,S,Global q90,JJA,77
-33.0,-52.399993896484375,10,13,S,Global q90,SON,30
-33.0,-52.399993896484375,10,13,S,Seasonal q90,DJF,56
-33.0,-52.399993896484375,10,13,S,Seasonal q90,MAM,50
-33.0,-52.399993896484375,10,13,S,Seasonal q90,JJA,62
-33.0,-52.399993896484375,10,13,S,Seasonal q90,SON,45
-33.0,-52.20001220703125,10,14,S,Global q90,DJF,31
-33.0,-52.20001220703125,10,14,S,Global q90,MAM,67
-33.0,-52.20001220703125,10,14,S,Global q90,JJA,82
-33.0,-52.20001220703125,10,14,S,Global q90,SON,36
-33.0,-52.20001220703125,10,14,S,Seasonal q90,DJF,58
-33.0,-52.20001220703125,10,14,S,Seasonal q90,MAM,56
-33.0,-52.20001220703125,10,14,S,Seasonal q90,JJA,63
-33.0,-52.20001220703125,10,14,S,Seasonal q90,SON,45
-32.79999923706055,-52.399993896484375,11,13,S,Global q90,DJF,27
-32.79999923706055,-52.399993896484375,11,13,S,Global q90,MAM,52
-32.79999923706055,-52.399993896484375,11,13,S,Global q90,JJA,72
-32.79999923706055,-52.399993896484375,11,13,S,Global q90,SON,35
-32.79999923706055,-52.399993896484375,11,13,S,Seasonal q90,DJF,46
-32.79999923706055,-52.399993896484375,11,13,S,Seasonal q90,MAM,41
-32.79999923706055,-52.399993896484375,11,13,S,Seasonal q90,JJA,58
-32.79999923706055,-52.399993896484375,11,13,S,Seasonal q90,SON,35
-32.79999923706055,-52.20001220703125,11,14,S,Global q90,DJF,27
-32.79999923706055,-52.20001220703125,11,14,S,Global q90,MAM,63
-32.79999923706055,-52.20001220703125,11,14,S,Global q90,JJA,74
-32.79999923706055,-52.20001220703125,11,14,S,Global q90,SON,31
-32.79999923706055,-52.20001220703125,11,14,S,Seasonal q90,DJF,52
-32.79999923706055,-52.20001220703125,11,14,S,Seasonal q90,MAM,49
-32.79999923706055,-52.20001220703125,11,14,S,Seasonal q90,JJA,60
-32.79999923706055,-52.20001220703125,11,14,S,Seasonal q90,SON,45
-32.79999923706055,-52.0,11,15,S,Global q90,DJF,29
-32.79999923706055,-52.0,11,15,S,Global q90,MAM,65
-32.79999923706055,-52.0,11,15,S,Global q90,JJA,85
-32.79999923706055,-52.0,11,15,S,Global q90,SON,39
-32.79999923706055,-52.0,11,15,S,Seasonal q90,DJF,58
-32.79999923706055,-52.0,11,15,S,Seasonal q90,MAM,54
-32.79999923706055,-52.0,11,15,S,Seasonal q90,JJA,62
-32.79999923706055,-52.0,11,15,S,Seasonal q90,SON,43
-32.599998474121094,-52.20001220703125,12,14,S,Global q90,DJF,22
-32.599998474121094,-52.20001220703125,12,14,S,Global q90,MAM,51
-32.599998474121094,-52.20001220703125,12,14,S,Global q90,JJA,66
-32.599998474121094,-52.20001220703125,12,14,S,Global q90,SON,32
-32.599998474121094,-52.20001220703125,12,14,S,Seasonal q90,DJF,42
-32.599998474121094,-52.20001220703125,12,14,S,Seasonal q90,MAM,40
-32.599998474121094,-52.20001220703125,12,14,S,Seasonal q90,JJA,55
-32.599998474121094,-52.20001220703125,12,14,S,Seasonal q90,SON,33
-32.599998474121094,-52.0,12,15,S,Global q90,DJF,25
-32.599998474121094,-52.0,12,15,S,Global q90,MAM,60
-32.599998474121094,-52.0,12,15,S,Global q90,JJA,77
-32.599998474121094,-52.0,12,15,S,Global q90,SON,37
-32.599998474121094,-52.0,12,15,S,Seasonal q90,DJF,59
-32.599998474121094,-52.0,12,15,S,Seasonal q90,MAM,51
-32.599998474121094,-52.0,12,15,S,Seasonal q90,JJA,60
-32.599998474121094,-52.0,12,15,S,Seasonal q90,SON,46
-32.400001525878906,-52.20001220703125,13,14,S,Global q90,DJF,19
-32.400001525878906,-52.20001220703125,13,14,S,Global q90,MAM,52
-32.400001525878906,-52.20001220703125,13,14,S,Global q90,JJA,65
-32.400001525878906,-52.20001220703125,13,14,S,Global q90,SON,33
-32.400001525878906,-52.20001220703125,13,14,S,Seasonal q90,DJF,45
-32.400001525878906,-52.20001220703125,13,14,S,Seasonal q90,MAM,42
-32.400001525878906,-52.20001220703125,13,14,S,Seasonal q90,JJA,50
-32.400001525878906,-52.20001220703125,13,14,S,Seasonal q90,SON,34
-32.400001525878906,-52.0,13,15,S,Global q90,DJF,26
-32.400001525878906,-52.0,13,15,S,Global q90,MAM,62
-32.400001525878906,-52.0,13,15,S,Global q90,JJA,76
-32.400001525878906,-52.0,13,15,S,Global q90,SON,37
-32.400001525878906,-52.0,13,15,S,Seasonal q90,DJF,54
-32.400001525878906,-52.0,13,15,S,Seasonal q90,MAM,50
-32.400001525878906,-52.0,13,15,S,Seasonal q90,JJA,60
-32.400001525878906,-52.0,13,15,S,Seasonal q90,SON,44
-32.400001525878906,-51.79998779296875,13,16,S,Global q90,DJF,28
-32.400001525878906,-51.79998779296875,13,16,S,Global q90,MAM,67
-32.400001525878906,-51.79998779296875,13,16,S,Global q90,JJA,87
-32.400001525878906,-51.79998779296875,13,16,S,Global q90,SON,44
-32.400001525878906,-51.79998779296875,13,16,S,Seasonal q90,DJF,63
-32.400001525878906,-51.79998779296875,13,16,S,Seasonal q90,MAM,50
-32.400001525878906,-51.79998779296875,13,16,S,Seasonal q90,JJA,63
-32.400001525878906,-51.79998779296875,13,16,S,Seasonal q90,SON,45
-32.20000076293945,-52.0,14,15,S,Global q90,DJF,35
-32.20000076293945,-52.0,14,15,S,Global q90,MAM,68
-32.20000076293945,-52.0,14,15,S,Global q90,JJA,81
-32.20000076293945,-52.0,14,15,S,Global q90,SON,42
-32.20000076293945,-52.0,14,15,S,Seasonal q90,DJF,62
-32.20000076293945,-52.0,14,15,S,Seasonal q90,MAM,53
-32.20000076293945,-52.0,14,15,S,Seasonal q90,JJA,70
-32.20000076293945,-52.0,14,15,S,Seasonal q90,SON,50
-32.20000076293945,-51.79998779296875,14,16,S,Global q90,DJF,32
-32.20000076293945,-51.79998779296875,14,16,S,Global q90,MAM,69
-32.20000076293945,-51.79998779296875,14,16,S,Global q90,JJA,89
-32.20000076293945,-51.79998779296875,14,16,S,Global q90,SON,44
-32.20000076293945,-51.79998779296875,14,16,S,Seasonal q90,DJF,65
-32.20000076293945,-51.79998779296875,14,16,S,Seasonal q90,MAM,53
-32.20000076293945,-51.79998779296875,14,16,S,Seasonal q90,JJA,68
-32.20000076293945,-51.79998779296875,14,16,S,Seasonal q90,SON,51
-32.20000076293945,-51.600006103515625,14,17,S,Global q90,DJF,27
-32.20000076293945,-51.600006103515625,14,17,S,Global q90,MAM,73
-32.20000076293945,-51.600006103515625,14,17,S,Global q90,JJA,94
-32.20000076293945,-51.600006103515625,14,17,S,Global q90,SON,48
-32.20000076293945,-51.600006103515625,14,17,S,Seasonal q90,DJF,64
-32.20000076293945,-51.600006103515625,14,17,S,Seasonal q90,MAM,53
-32.20000076293945,-51.600006103515625,14,17,S,Seasonal q90,JJA,72
-32.20000076293945,-51.600006103515625,14,17,S,Seasonal q90,SON,55
-32.0,-51.79998779296875,15,16,S,Global q90,DJF,35
-32.0,-51.79998779296875,15,16,S,Global q90,MAM,70
-32.0,-51.79998779296875,15,16,S,Global q90,JJA,86
-32.0,-51.79998779296875,15,16,S,Global q90,SON,50
-32.0,-51.79998779296875,15,16,S,Seasonal q90,DJF,71
-32.0,-51.79998779296875,15,16,S,Seasonal q90,MAM,60
-32.0,-51.79998779296875,15,16,S,Seasonal q90,JJA,72
-32.0,-51.79998779296875,15,16,S,Seasonal q90,SON,54
-32.0,-51.600006103515625,15,17,S,Global q90,DJF,28
-32.0,-51.600006103515625,15,17,S,Global q90,MAM,71
-32.0,-51.600006103515625,15,17,S,Global q90,JJA,84
-32.0,-51.600006103515625,15,17,S,Global q90,SON,46
