grid_lat,grid_lon,compound_count_total,mean_integrated_severity,compound_count_annual_mean,mean_overlap_duration,mean_full_criterion_duration,mean_compound_intensity_norm,thr_hs_abs,thr_zos_abs,hat_m,Hazard_Frequency,Hazard_Severity,Hazard_Index,Hazard_Index_raw
-23.799999,-45.600006,76,0.660500,2.300000,1.530000,1.430000,0.456700,1.200000,0.511387,0.700519,0.767677,0.660500,0.714088,0.714088
-23.799999,-45.399994,74,0.522700,2.240000,1.580000,1.500000,0.347000,0.950000,0.481768,0.679261,0.747475,0.522700,0.635087,0.635087
-23.799999,-45.200012,66,0.416400,2.000000,1.620000,1.500000,0.286000,1.294000,0.445804,0.648680,0.666667,0.416400,0.541533,0.541533
-23.799999,-45.000000,63,0.506100,1.910000,1.730000,1.540000,0.345900,1.880000,0.407657,0.641958,0.636364,0.506100,0.571232,0.571232
-23.799999,-44.799988,48,0.571200,1.450000,1.880000,1.580000,0.373500,1.980000,0.367493,0.633815,0.484848,0.571200,0.528024,0.528024
-23.799999,-44.600006,36,0.631600,1.090000,2.030000,1.720000,0.389000,2.040000,0.332785,0.626118,0.363636,0.631600,0.497618,0.497618
-23.600000,-45.200012,67,0.321600,2.030000,1.400000,1.340000,0.242700,1.100000,0.471473,0.657104,0.676768,0.321600,0.499184,0.499184
-23.600000,-45.000000,66,0.437400,2.000000,1.650000,1.530000,0.295600,1.560000,0.435238,0.649852,0.666667,0.437400,0.552033,0.552033
-23.600000,-44.799988,64,0.526300,1.940000,1.720000,1.560000,0.343800,1.820000,0.413479,0.643862,0.646465,0.526300,0.586382,0.586382
-23.600000,-44.600006,57,0.559700,1.730000,1.840000,1.580000,0.373200,1.930000,0.381941,0.638136,0.575758,0.559700,0.567729,0.567729
-23.600000,-44.399994,48,0.589600,1.450000,1.960000,1.620000,0.377800,2.000000,0.352952,0.632744,0.484848,0.589600,0.537224,0.537224
-23.600000,-44.200012,38,0.641100,1.150000,2.000000,1.710000,0.394900,2.040000,0.330311,0.627519,0.383838,0.641100,0.512469,0.512469
-23.600000,-44.000000,35,0.588900,1.060000,2.110000,1.600000,0.383700,2.074000,0.310800,0.623142,0.353535,0.588900,0.471218,0.471218
-23.400000,-44.399994,60,0.584800,1.820000,1.800000,1.620000,0.376200,1.860000,0.400814,0.647998,0.606061,0.584800,0.595430,0.595430
-23.400000,-44.200012,54,0.612700,1.640000,1.910000,1.590000,0.392800,1.920000,0.375930,0.644203,0.545455,0.612700,0.579077,0.579077
-23.400000,-44.000000,47,0.637600,1.420000,1.980000,1.640000,0.397500,1.960000,0.353949,0.638865,0.474747,0.637600,0.556174,0.556174
-23.400000,-43.799988,41,0.664500,1.240000,1.980000,1.680000,0.402800,1.990000,0.336629,0.631576,0.414141,0.664500,0.539321,0.539321
-23.400000,-43.600006,37,0.654000,1.120000,2.050000,1.680000,0.408600,2.020000,0.323298,0.625777,0.373737,0.654000,0.513869,0.513869
-23.400000,-43.399994,34,0.614000,1.030000,2.090000,1.620000,0.403200,2.050000,0.310249,0.622132,0.343434,0.614000,0.478717,0.478717
-23.400000,-43.200012,29,0.591300,0.880000,2.140000,1.620000,0.385800,2.090000,0.298429,0.620257,0.292929,0.591300,0.442115,0.442115
-23.400000,-43.000000,26,0.576900,0.790000,2.000000,1.650000,0.371200,2.120000,0.291593,0.619911,0.262626,0.576900,0.419763,0.419763
-23.400000,-42.799988,21,0.548100,0.640000,1.900000,1.570000,0.357600,2.160000,0.286174,0.620806,0.212121,0.548100,0.380111,0.380111
-23.400000,-42.600006,15,0.559400,0.450000,1.870000,1.670000,0.322900,2.200000,0.284754,0.622580,0.151515,0.559400,0.355458,0.355458
-23.400000,-42.200012,13,0.504500,0.390000,1.920000,1.540000,0.335800,2.260000,0.285201,0.631304,0.131313,0.504500,0.317907,0.317907
-23.400000,-42.000000,13,0.505300,0.390000,1.920000,1.540000,0.333000,2.290000,0.279606,0.638720,0.131313,0.505300,0.318307,0.318307
-23.200001,-44.399994,68,0.538500,2.060000,1.650000,1.510000,0.351500,1.420000,0.439570,0.671855,0.686869,0.538500,0.612684,0.612684
-23.200001,-44.200012,64,0.616800,1.940000,1.750000,1.580000,0.395400,1.560000,0.426051,0.654414,0.646465,0.616800,0.631632,0.631632
-23.200001,-44.000000,62,0.592700,1.880000,1.810000,1.630000,0.371300,1.630000,0.409766,0.655431,0.626263,0.592700,0.609481,0.609481
-23.200001,-43.799988,57,0.633500,1.730000,1.880000,1.630000,0.395300,1.780000,0.394202,0.642301,0.575758,0.633500,0.604629,0.604629
-23.200001,-43.600006,50,0.688500,1.520000,2.020000,1.700000,0.419300,1.860000,0.377501,0.635576,0.505051,0.688500,0.596775,0.596775
-23.200001,-43.399994,45,0.704200,1.360000,2.040000,1.760000,0.430200,1.900000,0.359715,0.633069,0.454545,0.704200,0.579373,0.579373
-23.200001,-43.200012,43,0.682500,1.300000,1.980000,1.700000,0.425100,1.950000,0.343404,0.632665,0.434343,0.682500,0.558422,0.558422
-23.200001,-43.000000,43,0.647500,1.300000,1.980000,1.670000,0.409000,1.990000,0.331272,0.633021,0.434343,0.647500,0.540922,0.540922
-23.200001,-42.799988,37,0.627300,1.120000,2.000000,1.620000,0.402000,2.030000,0.319505,0.633750,0.373737,0.627300,0.500519,0.500519
-23.200001,-42.600006,28,0.585700,0.850000,2.140000,1.610000,0.389400,2.080000,0.309379,0.635982,0.282828,0.585700,0.434264,0.434264
-23.200001,-42.399994,25,0.602100,0.760000,1.920000,1.640000,0.390800,2.120000,0.303473,0.640332,0.252525,0.602100,0.427313,0.427313
-23.200001,-42.200012,21,0.637500,0.640000,1.810000,1.620000,0.412200,2.170000,0.300455,0.647502,0.212121,0.637500,0.424811,0.424811
-23.200001,-42.000000,24,0.549700,0.730000,1.670000,1.460000,0.364800,2.220000,0.298649,0.658140,0.242424,0.549700,0.396062,0.396062
-23.200001,-41.799988,23,0.533000,0.700000,1.650000,1.430000,0.364500,2.250000,0.298482,0.669163,0.232323,0.533000,0.382662,0.382662
-23.000000,-44.399994,70,0.368600,2.120000,1.640000,1.510000,0.229900,0.570000,0.462839,0.697688,0.707071,0.368600,0.537835,0.537835
-23.000000,-44.000000,64,0.359200,1.940000,1.640000,1.500000,0.235100,0.780000,0.463417,0.752706,0.646465,0.359200,0.502832,0.502832
-23.000000,-43.399994,63,0.611200,1.910000,1.780000,1.670000,0.369500,1.320000,0.428965,0.637959,0.636364,0.611200,0.623782,0.623782
-23.000000,-43.200012,60,0.641500,1.820000,1.870000,1.700000,0.380900,1.430000,0.416117,0.647089,0.606061,0.641500,0.623780,0.623780
-23.000000,-43.000000,56,0.688100,1.700000,1.910000,1.730000,0.414000,1.630000,0.403906,0.643499,0.565657,0.688100,0.626878,0.626878
-23.000000,-42.799988,55,0.689300,1.670000,1.910000,1.750000,0.420800,1.740000,0.389164,0.641843,0.555556,0.689300,0.622428,0.622428
-23.000000,-42.600006,48,0.683600,1.450000,1.960000,1.690000,0.431100,1.800000,0.376220,0.643954,0.484848,0.683600,0.584224,0.584224
-23.000000,-42.399994,43,0.707700,1.300000,1.880000,1.670000,0.441800,1.860000,0.366525,0.648192,0.434343,0.707700,0.571022,0.571022
-23.000000,-42.200012,43,0.643200,1.300000,1.860000,1.580000,0.430000,1.900000,0.360602,0.656045,0.434343,0.643200,0.538772,0.538772
-23.000000,-42.000000,39,0.563100,1.180000,1.950000,1.540000,0.383300,2.010000,0.353099,0.677808,0.393939,0.563100,0.478520,0.478520
-23.000000,-41.799988,31,0.519500,0.940000,1.810000,1.520000,0.348100,2.130000,0.337551,0.697625,0.313131,0.519500,0.416316,0.416316
-23.000000,-41.600006,29,0.483300,0.880000,1.720000,1.410000,0.353600,2.190000,0.326541,0.706657,0.292929,0.483300,0.388115,0.388115
-22.799999,-41.799988,36,0.332300,1.090000,1.750000,1.360000,0.220900,1.700000,0.367896,0.739432,0.363636,0.332300,0.347968,0.347968
-22.799999,-41.600006,31,0.453500,0.940000,1.770000,1.520000,0.307400,2.030000,0.352583,0.741352,0.313131,0.453500,0.383316,0.383316
-22.600000,-41.799988,33,0.265500,1.000000,1.730000,1.360000,0.173900,1.500000,0.382561,0.776155,0.333333,0.265500,0.299417,0.299417
-22.600000,-41.600006,32,0.445500,0.970000,1.750000,1.530000,0.299700,1.880000,0.369437,0.773195,0.323232,0.445500,0.384366,0.384366
-22.600000,-41.399994,27,0.533100,0.820000,1.960000,1.670000,0.343500,2.020000,0.357120,0.769919,0.272727,0.533100,0.402914,0.402914
-22.400000,-41.600006,34,0.392100,1.030000,1.880000,1.560000,0.247800,1.420000,0.389513,0.796984,0.343434,0.392100,0.367767,0.367767
-22.400000,-41.399994,33,0.476300,1.000000,1.820000,1.580000,0.310500,1.750000,0.378080,0.795288,0.333333,0.476300,0.404817,0.404817
-22.400000,-41.200012,30,0.508500,0.910000,1.870000,1.600000,0.331100,1.960000,0.365077,0.790209,0.303030,0.508500,0.405765,0.405765
-22.400000,-41.000000,24,0.464600,0.730000,2.000000,1.460000,0.316700,2.080000,0.341893,0.784130,0.242424,0.464600,0.353512,0.353512
-22.400000,-40.799988,16,0.513200,0.480000,1.690000,1.500000,0.362300,2.170000,0.317986,0.775374,0.161616,0.513200,0.337408,0.337408
-22.200001,-41.399994,37,0.368300,1.120000,1.680000,1.510000,0.224900,1.080000,0.404216,0.813512,0.373737,0.368300,0.371019,0.371019
-22.200001,-41.200012,37,0.466800,1.120000,1.730000,1.540000,0.305000,1.720000,0.396361,0.813636,0.373737,0.466800,0.420269,0.420269
-22.200001,-41.000000,30,0.463700,0.910000,1.770000,1.530000,0.311000,1.950000,0.374686,0.810288,0.303030,0.463700,0.383365,0.383365
-22.200001,-40.799988,25,0.419500,0.760000,1.960000,1.440000,0.303700,2.080000,0.347805,0.806583,0.252525,0.419500,0.336013,0.336013
-22.200001,-40.600006,16,0.525700,0.480000,1.750000,1.560000,0.357300,2.160000,0.318968,0.798453,0.161616,0.525700,0.343658,0.343658
-22.000000,-40.799988,26,0.393000,0.790000,1.690000,1.540000,0.264000,1.880000,0.381815,0.854338,0.262626,0.393000,0.327813,0.327813
-22.000000,-40.600006,21,0.406400,0.640000,1.710000,1.380000,0.300600,2.060000,0.354961,0.835640,0.212121,0.406400,0.309261,0.309261
-21.799999,-40.799988,25,0.264700,0.760000,1.680000,1.400000,0.193200,1.630000,0.390375,0.903909,0.252525,0.264700,0.258613,0.258613
-21.799999,-40.600006,20,0.338300,0.610000,1.800000,1.450000,0.243300,1.910000,0.367329,0.879408,0.202020,0.338300,0.270160,0.270160
-21.600000,-40.799988,22,0.216100,0.670000,1.410000,1.320000,0.177200,1.530000,0.387107,0.934757,0.222222,0.216100,0.219161,0.219161
-21.600000,-40.600006,20,0.255300,0.610000,1.650000,1.350000,0.207900,1.810000,0.362942,0.907387,0.202020,0.255300,0.228660,0.228660
-21.400000,-40.799988,20,0.208700,0.610000,1.450000,1.350000,0.168100,1.460000,0.393443,0.948337,0.202020,0.208700,0.205360,0.205360
-21.400000,-40.600006,19,0.230600,0.580000,1.580000,1.370000,0.180800,1.710000,0.364510,0.920794,0.191919,0.230600,0.211260,0.211260
-21.200001,-40.799988,23,0.208600,0.700000,1.430000,1.300000,0.154800,1.390000,0.407269,0.955550,0.232323,0.208600,0.220462,0.220462
-21.200001,-40.600006,18,0.226600,0.550000,1.500000,1.390000,0.155700,1.570000,0.372986,0.928676,0.181818,0.226600,0.204209,0.204209
-21.200001,-40.399994,10,0.227000,0.300000,1.800000,1.600000,0.193200,1.790000,0.332395,0.886068,0.101010,0.227000,0.164005,0.164005
-21.000000,-40.799988,25,0.234500,0.760000,1.480000,1.400000,0.162000,1.220000,0.424294,0.951343,0.252525,0.234500,0.243513,0.243513
-21.000000,-40.600006,20,0.219600,0.610000,1.600000,1.450000,0.155400,1.400000,0.384989,0.932945,0.202020,0.219600,0.210810,0.210810
-21.000000,-40.399994,12,0.197200,0.360000,1.750000,1.500000,0.147900,1.690000,0.339973,0.898775,0.121212,0.197200,0.159206,0.159206
-21.000000,-40.200012,7,0.142400,0.210000,1.710000,1.140000,0.170900,1.900000,0.316719,0.871251,0.070707,0.142400,0.106554,0.106554
-21.000000,-29.399994,1,0.060800,0.030000,2.000000,1.000000,0.034900,2.340000,0.315867,0.770816,0.010101,0.060800,0.035451,0.035451
-21.000000,-29.200012,1,0.063200,0.030000,3.000000,1.000000,0.039800,2.334000,0.312539,0.764102,0.010101,0.063200,0.036651,0.036651
-20.799999,-40.399994,15,0.183900,0.450000,1.600000,1.400000,0.154500,1.550000,0.356020,0.910979,0.151515,0.183900,0.167708,0.167708
-20.799999,-40.200012,8,0.198300,0.240000,2.120000,1.500000,0.161600,1.790000,0.327114,0.890282,0.080808,0.198300,0.139554,0.139554
-20.799999,-40.000000,1,0.128800,0.030000,4.000000,1.000000,0.177200,1.960000,0.318337,0.875556,0.010101,0.128800,0.069451,0.069451
-20.799999,-29.600006,0,0.000000,0.000000,,,,2.330000,0.312983,0.790647,0.000000,0.000000,0.000000,0.000000
-20.799999,-29.399994,0,0.000000,0.000000,,,,2.330000,0.313782,0.782981,0.000000,0.000000,0.000000,0.000000
-20.799999,-29.200012,1,0.042800,0.030000,1.000000,1.000000,0.021700,2.330000,0.310255,0.774233,0.010101,0.042800,0.026451,0.026451
-20.799999,-29.000000,1,0.038300,0.030000,2.000000,1.000000,0.024400,2.330000,0.304787,0.769028,0.010101,0.038300,0.024201,0.024201
-20.799999,-28.799988,3,0.052700,0.090000,2.670000,1.000000,0.072700,2.330000,0.302096,0.765312,0.030303,0.052700,0.041502,0.041502
-20.799999,-28.600006,2,0.128800,0.060000,4.000000,1.500000,0.101500,2.330000,0.300268,0.762137,0.020202,0.128800,0.074501,0.074501
-20.600000,-40.399994,20,0.192900,0.610000,1.650000,1.400000,0.138100,1.300000,0.385961,0.912610,0.202020,0.192900,0.197460,0.197460
-20.600000,-40.200012,14,0.153600,0.420000,1.860000,1.430000,0.115400,1.600000,0.341237,0.907403,0.141414,0.153600,0.147507,0.147507
-20.600000,-40.000000,4,0.113800,0.120000,1.750000,1.000000,0.153900,1.860000,0.319670,0.895040,0.040404,0.113800,0.077102,0.077102
-20.600000,-29.799988,1,0.220200,0.030000,2.000000,2.000000,0.116200,2.320000,0.311151,0.810998,0.010101,0.220200,0.115151,0.115151
-20.600000,-29.600006,1,0.065600,0.030000,1.000000,1.000000,0.102800,2.330000,0.309720,0.804873,0.010101,0.065600,0.037851,0.037851
-20.600000,-29.399994,0,0.000000,0.000000,,,,2.330000,0.309976,0.797520,0.000000,0.000000,0.000000,0.000000
-20.600000,-29.200012,0,0.000000,0.000000,,,,2.330000,0.306612,0.794126,0.000000,0.000000,0.000000,0.000000
-20.600000,-29.000000,1,0.065200,0.030000,2.000000,1.000000,0.153300,2.330000,0.302194,0.785180,0.010101,0.065200,0.037651,0.037651
-20.600000,-28.799988,2,0.121200,0.060000,4.000000,1.500000,0.095700,2.330000,0.297836,0.777077,0.020202,0.121200,0.070701,0.070701
-20.600000,-28.600006,2,0.122600,0.060000,4.000000,1.500000,0.097600,2.330000,0.294754,0.775593,0.020202,0.122600,0.071401,0.071401
-20.400000,-40.200012,16,0.154900,0.480000,1.620000,1.440000,0.121900,1.360000,0.359068,0.917585,0.161616,0.154900,0.158258,0.158258
-20.400000,-40.000000,9,0.123400,0.270000,2.000000,1.110000,0.129700,1.770000,0.325835,0.907028,0.090909,0.123400,0.107155,0.107155
-20.400000,-39.799988,1,0.130800,0.030000,1.000000,1.000000,0.123900,1.934000,0.320872,0.894402,0.010101,0.130800,0.070451,0.070451
-20.400000,-29.600006,1,0.065400,0.030000,2.000000,1.000000,0.160300,2.320000,0.307814,0.820567,0.010101,0.065400,0.037751,0.037751
-20.400000,-29.399994,1,0.197400,0.030000,3.000000,2.000000,0.157700,2.320000,0.305715,0.819149,0.010101,0.197400,0.103751,0.103751
-20.400000,-29.200012,1,0.193800,0.030000,3.000000,2.000000,0.154100,2.320000,0.301626,0.815344,0.010101,0.193800,0.101951,0.101951
-20.400000,-29.000000,1,0.193800,0.030000,4.000000,2.000000,0.153300,2.320000,0.297553,0.813267,0.010101,0.193800,0.101951,0.101951
-20.400000,-28.799988,1,0.190400,0.030000,5.000000,2.000000,0.150200,2.330000,0.292721,0.802867,0.010101,0.190400,0.100251,0.100251
-20.400000,-28.600006,1,0.192800,0.030000,4.000000,2.000000,0.150100,2.330000,0.288577,0.791805,0.010101,0.192800,0.101451,0.101451
-20.200001,-40.000000,13,0.142100,0.390000,2.310000,1.230000,0.125500,1.690000,0.338936,0.917964,0.131313,0.142100,0.136707,0.136707
-20.200001,-39.799988,3,0.075500,0.090000,1.000000,1.000000,0.106500,1.870000,0.321745,0.902548,0.030303,0.075500,0.052902,0.052902
-20.200001,-29.600006,1,0.207700,0.030000,3.000000,2.000000,0.158300,2.310000,0.301827,0.833773,0.010101,0.207700,0.108901,0.108901
-20.200001,-29.399994,1,0.202600,0.030000,3.000000,2.000000,0.155300,2.320000,0.298978,0.830219,0.010101,0.202600,0.106351,0.106351
-20.200001,-29.200012,1,0.199100,0.030000,3.000000,2.000000,0.154200,2.320000,0.296539,0.826120,0.010101,0.199100,0.104601,0.104601
-20.200001,-29.000000,1,0.126300,0.030000,4.000000,1.000000,0.139000,2.320000,0.292946,0.820817,0.010101,0.126300,0.068201,0.068201
-20.200001,-28.799988,1,0.125900,0.030000,4.000000,1.000000,0.138600,2.320000,0.287707,0.813605,0.010101,0.125900,0.068001,0.068001
-20.200001,-28.600006,1,0.127000,0.030000,9.000000,1.000000,0.223000,2.320000,0.283883,0.804866,0.010101,0.127000,0.068551,0.068551
-20.000000,-40.000000,15,0.165800,0.450000,2.070000,1.270000,0.135400,1.610000,0.355846,0.927341,0.151515,0.165800,0.158658,0.158658
-20.000000,-39.799988,6,0.126600,0.180000,1.830000,1.170000,0.137700,1.790000,0.325839,0.912863,0.060606,0.126600,0.093603,0.093603
-20.000000,-39.600006,1,0.141100,0.030000,1.000000,1.000000,0.134000,1.920000,0.320473,0.908498,0.010101,0.141100,0.075601,0.075601
-19.799999,-40.000000,18,0.235600,0.550000,2.110000,1.500000,0.167700,1.340000,0.380776,0.935606,0.181818,0.235600,0.208709,0.208709
-19.799999,-39.799988,15,0.191000,0.450000,2.200000,1.330000,0.155700,1.610000,0.352128,0.931915,0.151515,0.191000,0.171258,0.171258
-19.799999,-39.600006,7,0.122000,0.210000,2.000000,1.140000,0.152000,1.820000,0.326270,0.918094,0.070707,0.122000,0.096354,0.096354
-19.799999,-39.399994,3,0.089500,0.090000,1.330000,1.000000,0.166100,1.920000,0.319991,0.918504,0.030303,0.089500,0.059902,0.059902
-19.600000,-39.600006,13,0.165500,0.390000,1.850000,1.230000,0.149300,1.680000,0.349754,0.982108,0.131313,0.165500,0.148407,0.148407
-19.600000,-39.399994,4,0.055800,0.120000,1.750000,1.000000,0.179700,1.810000,0.327973,0.965226,0.040404,0.055800,0.048102,0.048102
-19.400000,-39.600006,14,0.128900,0.420000,1.790000,1.210000,0.109800,1.390000,0.368849,1.115143,0.141414,0.128900,0.135157,0.135157
-19.400000,-39.399994,7,0.088600,0.210000,1.710000,1.000000,0.157300,1.700000,0.344057,1.095759,0.070707,0.088600,0.079654,0.079654
-19.200001,-39.600006,4,0.103500,0.120000,2.000000,1.000000,0.156400,1.370000,0.376666,1.322787,0.040404,0.103500,0.071952,0.071952
-19.200001,-39.399994,6,0.069700,0.180000,1.830000,1.000000,0.162500,1.670000,0.352320,1.272525,0.060606,0.069700,0.065153,0.065153
-19.000000,-39.600006,3,0.116900,0.090000,2.000000,1.000000,0.182900,1.280000,0.379000,1.481503,0.030303,0.116900,0.073602,0.073602
-19.000000,-39.399994,4,0.086600,0.120000,2.000000,1.000000,0.185600,1.640000,0.358038,1.433717,0.040404,0.086600,0.063502,0.063502
-18.799999,-39.600006,3,0.101900,0.090000,2.000000,1.000000,0.148300,1.100000,0.383885,1.620159,0.030303,0.101900,0.066102,0.066102
-18.799999,-39.399994,4,0.071300,0.120000,2.000000,1.000000,0.158500,1.530000,0.363749,1.571999,0.040404,0.071300,0.055852,0.055852
-18.600000,-39.600006,3,0.103900,0.090000,2.000000,1.000000,0.164000,1.100000,0.392729,1.739896,0.030303,0.103900,0.067102,0.067102
-18.600000,-39.399994,4,0.074800,0.120000,2.000000,1.000000,0.172300,1.460000,0.370456,1.684572,0.040404,0.074800,0.057602,0.057602
-18.400000,-39.600006,3,0.209700,0.090000,2.330000,1.330000,0.213400,1.180000,0.407007,1.841177,0.030303,0.209700,0.120002,0.120002
-18.400000,-39.399994,3,0.203600,0.090000,2.330000,1.330000,0.246700,1.430000,0.384634,1.785987,0.030303,0.203600,0.116952,0.116952
-18.200001,-39.399994,3,0.227700,0.090000,2.670000,1.330000,0.239200,1.280000,0.403572,1.862386,0.030303,0.227700,0.129002,0.129002
-18.200001,-39.200012,4,0.166500,0.120000,2.500000,1.250000,0.220200,1.470000,0.386003,1.780442,0.040404,0.166500,0.103452,0.103452
-18.200001,-39.000000,3,0.174100,0.090000,2.330000,1.330000,0.264300,1.600000,0.376593,1.690964,0.030303,0.174100,0.102202,0.102202
-18.000000,-39.399994,4,0.254600,0.120000,2.750000,1.500000,0.198800,1.020000,0.428005,1.905866,0.040404,0.254600,0.147502,0.147502
-18.000000,-39.200012,4,0.268900,0.120000,2.750000,1.500000,0.235200,1.330000,0.412880,1.824537,0.040404,0.268900,0.154652,0.154652
-18.000000,-39.000000,3,0.208500,0.090000,2.330000,1.330000,0.281600,1.480000,0.398718,1.729094,0.030303,0.208500,0.119402,0.119402
-18.000000,-38.799988,3,0.178700,0.090000,2.000000,1.330000,0.240200,1.500000,0.382177,1.637309,0.030303,0.178700,0.104502,0.104502
-17.799999,-39.000000,3,0.196100,0.090000,2.000000,1.330000,0.242500,1.310000,0.397163,1.712443,0.030303,0.196100,0.113202,0.113202
-17.799999,-38.799988,2,0.221200,0.060000,2.500000,1.500000,0.245800,1.400000,0.373105,1.616846,0.020202,0.221200,0.120701,0.120701
-17.600000,-39.000000,2,0.187300,0.060000,2.500000,1.500000,0.187000,0.990000,0.386391,1.633249,0.020202,0.187300,0.103751,0.103751
-17.600000,-38.799988,1,0.300400,0.030000,2.000000,2.000000,0.276400,1.410000,0.359402,1.538098,0.010101,0.300400,0.155251,0.155251
-17.400000,-39.000000,2,0.159800,0.060000,2.000000,1.500000,0.156600,1.160000,0.378449,1.547085,0.020202,0.159800,0.090001,0.090001
-17.400000,-38.799988,1,0.260000,0.030000,2.000000,2.000000,0.256100,1.480000,0.351919,1.456344,0.010101,0.260000,0.135051,0.135051
-17.200001,-39.000000,2,0.176400,0.060000,2.000000,1.500000,0.170700,1.290000,0.374308,1.474319,0.020202,0.176400,0.098301,0.098301
-17.200001,-38.799988,1,0.242700,0.030000,2.000000,2.000000,0.226000,1.490000,0.341281,1.373565,0.010101,0.242700,0.126401,0.126401
-17.000000,-39.000000,2,0.192300,0.060000,2.500000,1.500000,0.172800,1.230000,0.372631,1.415185,0.020202,0.192300,0.106251,0.106251
-17.000000,-38.799988,1,0.169500,0.030000,2.000000,1.000000,0.199600,1.470000,0.337010,1.312467,0.010101,0.169500,0.089801,0.089801
-16.799999,-39.000000,2,0.192700,0.060000,2.500000,1.500000,0.159000,1.230000,0.371222,1.366177,0.020202,0.192700,0.106451,0.106451
-16.799999,-38.799988,1,0.187700,0.030000,2.000000,1.000000,0.184400,1.480000,0.340059,1.306837,0.010101,0.187700,0.098901,0.098901
-16.600000,-39.000000,2,0.194600,0.060000,3.000000,1.500000,0.138000,1.020000,0.378000,1.357535,0.020202,0.194600,0.107401,0.107401
-16.600000,-38.799988,1,0.203300,0.030000,2.000000,1.000000,0.183200,1.510000,0.343039,1.324238,0.010101,0.203300,0.106701,0.106701
-16.400000,-38.799988,1,0.218000,0.030000,2.000000,1.000000,0.192700,1.440000,0.353368,1.338481,0.010101,0.218000,0.114051,0.114051
-16.400000,-38.600006,1,0.186100,0.030000,2.000000,1.000000,0.149900,1.590000,0.333769,1.295215,0.010101,0.186100,0.098101,0.098101
-16.200001,-38.799988,1,0.222300,0.030000,2.000000,2.000000,0.206300,1.230000,0.366271,1.355504,0.010101,0.222300,0.116201,0.116201
-16.200001,-38.600006,1,0.200900,0.030000,2.000000,1.000000,0.161700,1.540000,0.342710,1.323611,0.010101,0.200900,0.105501,0.105501
-16.000000,-38.799988,2,0.139100,0.060000,2.500000,1.500000,0.141200,1.170000,0.370151,1.351447,0.020202,0.139100,0.079651,0.079651
-16.000000,-38.600006,1,0.183000,0.030000,2.000000,1.000000,0.137400,1.550000,0.340646,1.323896,0.010101,0.183000,0.096551,0.096551
-15.800000,-38.799988,1,0.148100,0.030000,2.000000,2.000000,0.121300,1.140000,0.357014,1.310747,0.010101,0.148100,0.079101,0.079101
-15.800000,-38.600006,0,0.000000,0.000000,,,,1.610000,0.327660,1.290048,0.000000,0.000000,0.000000,0.000000
-15.800000,-38.399994,0,0.000000,0.000000,,,,1.670000,0.322092,1.290004,0.000000,0.000000,0.000000,0.000000
-15.600000,-38.799988,1,0.125000,0.030000,2.000000,1.000000,0.082600,1.320000,0.346948,1.305100,0.010101,0.125000,0.067551,0.067551
-15.600000,-38.600006,0,0.000000,0.000000,,,,1.610000,0.324061,1.289537,0.000000,0.000000,0.000000,0.000000
-15.400000,-38.799988,0,0.000000,0.000000,,,,1.420000,0.340436,1.301436,0.000000,0.000000,0.000000,0.000000
-15.400000,-38.600006,0,0.000000,0.000000,,,,1.610000,0.322422,1.292143,0.000000,0.000000,0.000000,0.000000
-15.200000,-38.799988,0,0.000000,0.000000,,,,1.410000,0.334740,1.295797,0.000000,0.000000,0.000000,0.000000
-15.200000,-38.600006,0,0.000000,0.000000,,,,1.620000,0.320633,1.295563,0.000000,0.000000,0.000000,0.000000
-15.000000,-38.799988,0,0.000000,0.000000,,,,1.500000,0.329965,1.297176,0.000000,0.000000,0.000000,0.000000
-15.000000,-38.600006,0,0.000000,0.000000,,,,1.630000,0.320779,1.300468,0.000000,0.000000,0.000000,0.000000
-14.800000,-38.799988,0,0.000000,0.000000,,,,1.520000,0.327773,1.303494,0.000000,0.000000,0.000000,0.000000
-14.800000,-38.600006,0,0.000000,0.000000,,,,1.640000,0.322098,1.306485,0.000000,0.000000,0.000000,0.000000
-14.600000,-38.799988,0,0.000000,0.000000,,,,1.530000,0.328240,1.310174,0.000000,0.000000,0.000000,0.000000
-14.600000,-38.600006,1,0.017400,0.030000,11.000000,1.000000,0.067400,1.650000,0.323306,1.313147,0.010101,0.017400,0.013751,0.013751
-14.400000,-38.799988,1,0.015100,0.030000,1.000000,1.000000,0.011400,1.540000,0.329901,1.316916,0.010101,0.015100,0.012601,0.012601
-14.400000,-38.600006,1,0.031300,0.030000,12.000000,1.000000,0.080800,1.654000,0.323051,1.320095,0.010101,0.031300,0.020701,0.020701
-14.200000,-38.799988,1,0.019600,0.030000,1.000000,1.000000,0.015800,1.470000,0.333404,1.323417,0.010101,0.019600,0.014851,0.014851
-14.200000,-38.600006,1,0.056300,0.030000,11.000000,1.000000,0.079100,1.650000,0.323234,1.326971,0.010101,0.056300,0.033201,0.033201
-14.000000,-38.799988,1,0.057500,0.030000,1.000000,1.000000,0.017000,1.420000,0.339547,1.330248,0.010101,0.057500,0.033801,0.033801
-14.000000,-38.600006,1,0.159900,0.030000,11.000000,2.000000,0.120700,1.640000,0.324900,1.333567,0.010101,0.159900,0.085001,0.085001
-13.800000,-38.799988,1,0.116500,0.030000,2.000000,2.000000,0.071900,1.370000,0.346070,1.340700,0.010101,0.116500,0.063301,0.063301
