rank,thr_hs_pct,thr_ssh_pct,H,M,F,POD,FAR,CSI,pct_sum
1.0,0.9,0.55,42.0,49.0,2335.0,0.46153846153846156,0.9823306689103912,0.01731244847485573,1.4500000000000002
