event_idx,disaster_id,municipality,date,thr_hs_pct,thr_ssh_pct,captured,lag_from_event_day,hs_at_capture,ssh_total_at_capture,capture_time,n_admissible,n_compound,coastal_sector
42,35,Balneário Barra do Sul,2017-03-25,0.9,0.55,False,,,,,4,0,North
43,36,Balneário Barra do Sul,2017-05-02,0.9,0.55,False,,,,,4,0,North
44,37,Balneário Barra do Sul,2017-05-21,0.9,0.55,True,-2.0,2.413749933242798,0.026545211672782898,2017-05-19,4,2,North
45,38,Florianópolis,2017-05-22,0.9,0.55,True,0.0,2.4100000858306885,0.027823247015476227,2017-05-22,4,2,Central
46,38,Barra Velha,2017-05-22,0.9,0.55,True,0.0,2.4100000858306885,0.027823247015476227,2017-05-22,4,2,Central
47,39,Itapoá,2017-08-15,0.9,0.55,True,0.0,2.166249990463257,0.15924223139882088,2017-08-15,4,1,North
48,40,Balneário Barra do Sul,2017-08-26,0.9,0.55,False,,,,,4,0,North
49,41,Navegantes,2017-09-07,0.9,0.55,False,,,,,4,0,Central-north
50,42,Balneário Barra do Sul,2017-09-09,0.9,0.55,False,,,,,4,0,North
51,43,Florianópolis,2017-09-13,0.9,0.55,False,,,,,4,0,Central
52,43,Barra Velha,2017-09-13,0.9,0.55,False,,,,,4,0,Central
53,44,Navegantes,2017-09-16,0.9,0.55,True,-1.0,1.654999852180481,0.017841465771198273,2017-09-15,4,1,Central-north
54,45,Balneário Barra do Sul,2017-09-18,0.9,0.55,False,,,,,4,0,North
55,46,Itapema,2017-09-30,0.9,0.55,True,-1.0,1.7887499332427979,0.10481685679405928,2017-09-29,4,1,Central-north
56,47,Garopaba,2017-10-01,0.9,0.55,True,-2.0,1.9962499141693115,0.05555320158600807,2017-09-29,4,1,Central-south
57,48,São Francisco do Sul,2017-10-07,0.9,0.55,False,,,,,4,0,North
58,49,Bombinhas,2017-12-10,0.9,0.55,False,,,,,4,0,Central-north
59,50,São Francisco do Sul,2017-12-11,0.9,0.55,False,,,,,4,0,North
60,51,Araquari,2017-12-17,0.9,0.55,False,,,,,4,0,North
61,52,Porto Belo,2018-04-14,0.9,0.55,True,0.0,1.78125,0.05575156211853027,2018-04-14,4,1,Central-north
62,53,Itapoá,2018-05-21,0.9,0.55,True,-1.0,1.9487498998641968,0.5215344280004501,2018-05-20,4,3,North
63,54,Itapoá,2018-06-15,0.9,0.55,True,-1.0,1.6825000047683716,0.16051925718784332,2018-06-14,4,1,North
64,55,Balneário Barra do Sul,2018-07-07,0.9,0.55,True,-2.0,1.7300000190734863,0.4213515371084213,2018-07-05,4,1,North
65,56,Balneário Camboriú,2018-09-18,0.9,0.55,True,1.0,2.2274999618530273,0.053199952468276024,2018-09-19,4,1,Central-north
66,57,Itapoá,2018-09-19,0.9,0.55,True,0.0,2.2274999618530273,0.053199952468276024,2018-09-19,4,2,North
67,58,Itapoá,2018-10-08,0.9,0.55,False,,,,,4,0,North
68,60,Balneário Barra do Sul,2018-12-03,0.9,0.55,True,0.0,1.6712498664855957,0.5934198424220085,2018-12-03,4,1,North
69,61,Balneário Camboriú,2019-03-21,0.9,0.55,False,,,,,4,0,Central-north
70,61,Barra Velha,2019-03-22,0.9,0.55,False,,,,,4,0,Central-north
71,62,Balneário Barra do Sul,2019-03-27,0.9,0.55,False,,,,,4,0,North
72,63,Balneário Barra do Sul,2019-06-13,0.9,0.55,False,,,,,4,0,North
73,64,Itapoá,2019-07-21,0.9,0.55,False,,,,,4,0,North
74,65,Balneário Piçarras,2019-07-22,0.9,0.55,False,,,,,4,0,Central-north
75,66,Balneário Barra do Sul,2019-07-29,0.9,0.55,False,,,,,4,0,North
76,67,Itapoá,2019-08-04,0.9,0.55,False,,,,,4,0,North
77,68,São Francisco do Sul,2019-08-15,0.9,0.55,True,-1.0,1.9149999618530273,0.47280260920524597,2019-08-14,4,1,North
78,69,Navegantes,2019-09-19,0.9,0.55,False,,,,,4,0,Central-north
79,72,Balneário Camboriú,2020-03-03,0.9,0.55,True,0.0,1.6799999475479126,0.09699531272053719,2020-03-03,4,2,Central-north
80,73,Balneário Rincão,2020-04-03,0.9,0.55,True,0.0,3.009999990463257,0.5427072122693062,2020-04-03,4,2,South
81,73,Florianópolis,2020-04-04,0.9,0.55,True,0.0,2.247499942779541,0.625669002532959,2020-04-04,4,2,South
82,73,Porto Belo,2020-04-04,0.9,0.55,True,0.0,2.247499942779541,0.625669002532959,2020-04-04,4,2,South
83,74,Porto Belo,2020-04-08,0.9,0.55,True,0.0,1.866249918937683,0.09368383884429932,2020-04-08,4,2,Central-north
84,74,Balneário Barra do Sul,2020-04-08,0.9,0.55,True,0.0,1.866249918937683,0.09368383884429932,2020-04-08,4,2,Central-north
85,74,Balneário Rincão,2020-04-08,0.9,0.55,True,0.0,3.1137497425079346,0.2554255425930023,2020-04-08,4,2,Central-north
86,75,Itapoá,2020-04-09,0.9,0.55,True,-1.0,1.866249918937683,0.09368383884429932,2020-04-08,4,3,North
87,76,Barra Velha,2020-04-12,0.9,0.55,True,-2.0,1.8949998617172241,0.11311861872673035,2020-04-10,4,3,North
88,77,Balneário Camboriú,2020-05-07,0.9,0.55,True,0.0,1.6574997901916504,0.21994814276695251,2020-05-07,4,1,Central-north
89,78,Bombinhas,2020-06-30,0.9,0.55,False,,,,,4,0,Central-north
90,79,Balneário Barra do Sul,2020-06-30,0.9,0.55,False,,,,,4,0,North
