thr_hs_pct,thr_ssh_pct,municipality,F
0.65,0.9,Bombinhas,251
0.65,0.9,Porto Belo,251
0.65,0.9,Içara/Balneário Rincão,307
0.65,0.9,Balneário Rincão,307
0.65,0.9,Florianópolis,280
0.65,0.9,Palhoça,280
0.65,0.9,Araranguá,311
0.65,0.9,Balneário Arroio do Silva,311
0.65,0.9,Balneário Gaivota,312
0.65,0.9,Passo de Torres,299
0.65,0.9,Garopaba,292
0.7,0.5,São Francisco do Sul,581
0.7,0.5,Itapoá,581
0.7,0.5,Balneário Piçarras,553
0.7,0.5,Balneário Barra do Sul,553
0.7,0.5,Barra Velha,553
0.7,0.5,Penha,553
0.7,0.5,Araquari,553
0.7,0.5,Balneário Camboriú,537
0.7,0.5,Navegantes,537
0.7,0.5,Itajaí,537
0.7,0.5,Itapema,537
0.7,0.5,Bombinhas,602
0.7,0.5,Porto Belo,602
0.7,0.5,Içara/Balneário Rincão,588
0.7,0.5,Balneário Rincão,588
0.7,0.5,Florianópolis,630
0.7,0.5,Palhoça,630
0.7,0.5,Araranguá,592
0.7,0.5,Balneário Arroio do Silva,592
0.7,0.5,Balneário Gaivota,573
0.7,0.5,Passo de Torres,563
0.7,0.5,Garopaba,615
0.7,0.55,São Francisco do Sul,540
0.7,0.55,Itapoá,540
0.7,0.55,Balneário Piçarras,518
0.7,0.55,Balneário Barra do Sul,518
0.7,0.55,Barra Velha,518
0.7,0.55,Penha,518
0.7,0.55,Araquari,518
0.7,0.55,Balneário Camboriú,512
0.7,0.55,Navegantes,512
0.7,0.55,Itajaí,512
0.7,0.55,Itapema,512
0.7,0.55,Bombinhas,573
0.7,0.55,Porto Belo,573
0.7,0.55,Içara/Balneário Rincão,562
0.7,0.55,Balneário Rincão,562
0.7,0.55,Florianópolis,597
0.7,0.55,Palhoça,597
0.7,0.55,Araranguá,561
0.7,0.55,Balneário Arroio do Silva,561
0.7,0.55,Balneário Gaivota,541
0.7,0.55,Passo de Torres,532
0.7,0.55,Garopaba,594
0.7,0.6,São Francisco do Sul,511
0.7,0.6,Itapoá,511
0.7,0.6,Balneário Piçarras,494
0.7,0.6,Balneário Barra do Sul,494
0.7,0.6,Barra Velha,494
0.7,0.6,Penha,494
0.7,0.6,Araquari,494
0.7,0.6,Balneário Camboriú,486
0.7,0.6,Navegantes,486
0.7,0.6,Itajaí,486
0.7,0.6,Itapema,486
0.7,0.6,Bombinhas,542
0.7,0.6,Porto Belo,542
0.7,0.6,Içara/Balneário Rincão,538
0.7,0.6,Balneário Rincão,538
0.7,0.6,Florianópolis,569
0.7,0.6,Palhoça,569
0.7,0.6,Araranguá,539
0.7,0.6,Balneário Arroio do Silva,539
0.7,0.6,Balneário Gaivota,522
0.7,0.6,Passo de Torres,504
0.7,0.6,Garopaba,573
0.7,0.65,São Francisco do Sul,477
0.7,0.65,Itapoá,477
0.7,0.65,Balneário Piçarras,453
0.7,0.65,Balneário Barra do Sul,453
0.7,0.65,Barra Velha,453
0.7,0.65,Penha,453
0.7,0.65,Araquari,453
0.7,0.65,Balneário Camboriú,448
0.7,0.65,Navegantes,448
0.7,0.65,Itajaí,448
0.7,0.65,Itapema,448
0.7,0.65,Bombinhas,517
0.7,0.65,Porto Belo,517
0.7,0.65,Içara/Balneário Rincão,522
0.7,0.65,Balneário Rincão,522
0.7,0.65,Florianópolis,543
0.7,0.65,Palhoça,543
0.7,0.65,Araranguá,510
0.7,0.65,Balneário Arroio do Silva,510
0.7,0.65,Balneário Gaivota,502
0.7,0.65,Passo de Torres,483
0.7,0.65,Garopaba,548
0.7,0.7,São Francisco do Sul,452
0.7,0.7,Itapoá,452
0.7,0.7,Balneário Piçarras,417
0.7,0.7,Balneário Barra do Sul,417
0.7,0.7,Barra Velha,417
0.7,0.7,Penha,417
0.7,0.7,Araquari,417
0.7,0.7,Balneário Camboriú,414
0.7,0.7,Navegantes,414
0.7,0.7,Itajaí,414
0.7,0.7,Itapema,414
0.7,0.7,Bombinhas,469
0.7,0.7,Porto Belo,469
0.7,0.7,Içara/Balneário Rincão,487
0.7,0.7,Balneário Rincão,487
0.7,0.7,Florianópolis,507
0.7,0.7,Palhoça,507
0.7,0.7,Araranguá,483
0.7,0.7,Balneário Arroio do Silva,483
0.7,0.7,Balneário Gaivota,475
0.7,0.7,Passo de Torres,448
0.7,0.7,Garopaba,505
0.7,0.75,São Francisco do Sul,403
0.7,0.75,Itapoá,403
0.7,0.75,Balneário Piçarras,383
0.7,0.75,Balneário Barra do Sul,383
0.7,0.75,Barra Velha,383
0.7,0.75,Penha,383
0.7,0.75,Araquari,383
0.7,0.75,Balneário Camboriú,379
0.7,0.75,Navegantes,379
0.7,0.75,Itajaí,379
0.7,0.75,Itapema,379
0.7,0.75,Bombinhas,422
0.7,0.75,Porto Belo,422
0.7,0.75,Içara/Balneário Rincão,449
0.7,0.75,Balneário Rincão,449
0.7,0.75,Florianópolis,455
0.7,0.75,Palhoça,455
0.7,0.75,Araranguá,445
0.7,0.75,Balneário Arroio do Silva,445
0.7,0.75,Balneário Gaivota,433
0.7,0.75,Passo de Torres,413
0.7,0.75,Garopaba,453
0.7,0.8,São Francisco do Sul,353
0.7,0.8,Itapoá,353
0.7,0.8,Balneário Piçarras,331
0.7,0.8,Balneário Barra do Sul,331
0.7,0.8,Barra Velha,331
0.7,0.8,Penha,331
0.7,0.8,Araquari,331
0.7,0.8,Balneário Camboriú,332
0.7,0.8,Navegantes,332
0.7,0.8,Itajaí,332
0.7,0.8,Itapema,332
0.7,0.8,Bombinhas,371
0.7,0.8,Porto Belo,371
0.7,0.8,Içara/Balneário Rincão,404
0.7,0.8,Balneário Rincão,404
0.7,0.8,Florianópolis,399
0.7,0.8,Palhoça,399
0.7,0.8,Araranguá,399
0.7,0.8,Balneário Arroio do Silva,399
0.7,0.8,Balneário Gaivota,391
0.7,0.8,Passo de Torres,371
0.7,0.8,Garopaba,398
0.7,0.85,São Francisco do Sul,299
0.7,0.85,Itapoá,299
0.7,0.85,Balneário Piçarras,278
0.7,0.85,Balneário Barra do Sul,278
0.7,0.85,Barra Velha,278
0.7,0.85,Penha,278
0.7,0.85,Araquari,278
0.7,0.85,Balneário Camboriú,277
0.7,0.85,Navegantes,277
0.7,0.85,Itajaí,277
0.7,0.85,Itapema,277
0.7,0.85,Bombinhas,306
0.7,0.85,Porto Belo,306
0.7,0.85,Içara/Balneário Rincão,348
0.7,0.85,Balneário Rincão,348
0.7,0.85,Florianópolis,340
0.7,0.85,Palhoça,340
0.7,0.85,Araranguá,345
0.7,0.85,Balneário Arroio do Silva,345
0.7,0.85,Balneário Gaivota,340
0.7,0.85,Passo de Torres,322
0.7,0.85,Garopaba,338
0.7,0.9,São Francisco do Sul,227
0.7,0.9,Itapoá,227
0.7,0.9,Balneário Piçarras,217
0.7,0.9,Balneário Barra do Sul,217
0.7,0.9,Barra Velha,217
0.7,0.9,Penha,217
0.7,0.9,Araquari,217
0.7,0.9,Balneário Camboriú,204
0.7,0.9,Navegantes,204
0.7,0.9,Itajaí,204
0.7,0.9,Itapema,204
0.7,0.9,Bombinhas,231
0.7,0.9,Porto Belo,231
0.7,0.9,Içara/Balneário Rincão,289
0.7,0.9,Balneário Rincão,289
0.7,0.9,Florianópolis,268
0.7,0.9,Palhoça,268
0.7,0.9,Araranguá,281
0.7,0.9,Balneário Arroio do Silva,281
0.7,0.9,Balneário Gaivota,287
0.7,0.9,Passo de Torres,269
0.7,0.9,Garopaba,270
0.75,0.5,São Francisco do Sul,534
0.75,0.5,Itapoá,534
0.75,0.5,Balneário Piçarras,485
0.75,0.5,Balneário Barra do Sul,485
0.75,0.5,Barra Velha,485
0.75,0.5,Penha,485
0.75,0.5,Araquari,485
0.75,0.5,Balneário Camboriú,488
0.75,0.5,Navegantes,488
0.75,0.5,Itajaí,488
0.75,0.5,Itapema,488
0.75,0.5,Bombinhas,535
0.75,0.5,Porto Belo,535
0.75,0.5,Içara/Balneário Rincão,528
0.75,0.5,Balneário Rincão,528
0.75,0.5,Florianópolis,558
0.75,0.5,Palhoça,558
0.75,0.5,Araranguá,541
0.75,0.5,Balneário Arroio do Silva,541
0.75,0.5,Balneário Gaivota,512
0.75,0.5,Passo de Torres,495
0.75,0.5,Garopaba,550
0.75,0.55,São Francisco do Sul,493
0.75,0.55,Itapoá,493
0.75,0.55,Balneário Piçarras,454
0.75,0.55,Balneário Barra do Sul,454
0.75,0.55,Barra Velha,454
0.75,0.55,Penha,454
0.75,0.55,Araquari,454
0.75,0.55,Balneário Camboriú,454
0.75,0.55,Navegantes,454
0.75,0.55,Itajaí,454
0.75,0.55,Itapema,454
0.75,0.55,Bombinhas,505
0.75,0.55,Porto Belo,505
0.75,0.55,Içara/Balneário Rincão,509
0.75,0.55,Balneário Rincão,509
0.75,0.55,Florianópolis,532
0.75,0.55,Palhoça,532
0.75,0.55,Araranguá,520
0.75,0.55,Balneário Arroio do Silva,520
0.75,0.55,Balneário Gaivota,485
0.75,0.55,Passo de Torres,470
0.75,0.55,Garopaba,534
0.75,0.6,São Francisco do Sul,465
0.75,0.6,Itapoá,465
0.75,0.6,Balneário Piçarras,431
0.75,0.6,Balneário Barra do Sul,431
0.75,0.6,Barra Velha,431
0.75,0.6,Penha,431
0.75,0.6,Araquari,431
0.75,0.6,Balneário Camboriú,430
0.75,0.6,Navegantes,430
0.75,0.6,Itajaí,430
0.75,0.6,Itapema,430
0.75,0.6,Bombinhas,474
0.75,0.6,Porto Belo,474
0.75,0.6,Içara/Balneário Rincão,487
0.75,0.6,Balneário Rincão,487
0.75,0.6,Florianópolis,511
0.75,0.6,Palhoça,511
0.75,0.6,Araranguá,496
0.75,0.6,Balneário Arroio do Silva,496
0.75,0.6,Balneário Gaivota,469
0.75,0.6,Passo de Torres,444
0.75,0.6,Garopaba,511
0.75,0.65,São Francisco do Sul,422
0.75,0.65,Itapoá,422
0.75,0.65,Balneário Piçarras,398
0.75,0.65,Balneário Barra do Sul,398
0.75,0.65,Barra Velha,398
0.75,0.65,Penha,398
0.75,0.65,Araquari,398
0.75,0.65,Balneário Camboriú,396
0.75,0.65,Navegantes,396
0.75,0.65,Itajaí,396
0.75,0.65,Itapema,396
0.75,0.65,Bombinhas,453
0.75,0.65,Porto Belo,453
0.75,0.65,Içara/Balneário Rincão,471
0.75,0.65,Balneário Rincão,471
0.75,0.65,Florianópolis,483
0.75,0.65,Palhoça,483
0.75,0.65,Araranguá,469
0.75,0.65,Balneário Arroio do Silva,469
0.75,0.65,Balneário Gaivota,447
0.75,0.65,Passo de Torres,426
0.75,0.65,Garopaba,490
0.75,0.7,São Francisco do Sul,402
0.75,0.7,Itapoá,402
0.75,0.7,Balneário Piçarras,365
0.75,0.7,Balneário Barra do Sul,365
0.75,0.7,Barra Velha,365
0.75,0.7,Penha,365
0.75,0.7,Araquari,365
0.75,0.7,Balneário Camboriú,365
0.75,0.7,Navegantes,365
0.75,0.7,Itajaí,365
0.75,0.7,Itapema,365
0.75,0.7,Bombinhas,409
0.75,0.7,Porto Belo,409
0.75,0.7,Içara/Balneário Rincão,438
0.75,0.7,Balneário Rincão,438
0.75,0.7,Florianópolis,454
0.75,0.7,Palhoça,454
0.75,0.7,Araranguá,441
0.75,0.7,Balneário Arroio do Silva,441
0.75,0.7,Balneário Gaivota,422
0.75,0.7,Passo de Torres,392
0.75,0.7,Garopaba,449
0.75,0.75,São Francisco do Sul,362
0.75,0.75,Itapoá,362
0.75,0.75,Balneário Piçarras,337
0.75,0.75,Balneário Barra do Sul,337
0.75,0.75,Barra Velha,337
0.75,0.75,Penha,337
0.75,0.75,Araquari,337
0.75,0.75,Balneário Camboriú,331
0.75,0.75,Navegantes,331
0.75,0.75,Itajaí,331
0.75,0.75,Itapema,331
0.75,0.75,Bombinhas,373
0.75,0.75,Porto Belo,373
0.75,0.75,Içara/Balneário Rincão,403
0.75,0.75,Balneário Rincão,403
0.75,0.75,Florianópolis,408
0.75,0.75,Palhoça,408
0.75,0.75,Araranguá,405
0.75,0.75,Balneário Arroio do Silva,405
0.75,0.75,Balneário Gaivota,382
0.75,0.75,Passo de Torres,368
0.75,0.75,Garopaba,404
0.75,0.8,São Francisco do Sul,320
0.75,0.8,Itapoá,320
0.75,0.8,Balneário Piçarras,292
0.75,0.8,Balneário Barra do Sul,292
0.75,0.8,Barra Velha,292
0.75,0.8,Penha,292
0.75,0.8,Araquari,292
0.75,0.8,Balneário Camboriú,290
0.75,0.8,Navegantes,290
0.75,0.8,Itajaí,290
0.75,0.8,Itapema,290
0.75,0.8,Bombinhas,326
0.75,0.8,Porto Belo,326
0.75,0.8,Içara/Balneário Rincão,369
0.75,0.8,Balneário Rincão,369
0.75,0.8,Florianópolis,356
0.75,0.8,Palhoça,356
0.75,0.8,Araranguá,362
0.75,0.8,Balneário Arroio do Silva,362
0.75,0.8,Balneário Gaivota,352
0.75,0.8,Passo de Torres,330
0.75,0.8,Garopaba,361
0.75,0.85,São Francisco do Sul,274
0.75,0.85,Itapoá,274
0.75,0.85,Balneário Piçarras,243
0.75,0.85,Balneário Barra do Sul,243
0.75,0.85,Barra Velha,243
0.75,0.85,Penha,243
0.75,0.85,Araquari,243
0.75,0.85,Balneário Camboriú,245
0.75,0.85,Navegantes,245
0.75,0.85,Itajaí,245
0.75,0.85,Itapema,245
0.75,0.85,Bombinhas,271
0.75,0.85,Porto Belo,271
0.75,0.85,Içara/Balneário Rincão,320
0.75,0.85,Balneário Rincão,320
0.75,0.85,Florianópolis,306
0.75,0.85,Palhoça,306
0.75,0.85,Araranguá,314
0.75,0.85,Balneário Arroio do Silva,314
0.75,0.85,Balneário Gaivota,308
0.75,0.85,Passo de Torres,290
0.75,0.85,Garopaba,315
0.75,0.9,São Francisco do Sul,210
0.75,0.9,Itapoá,210
0.75,0.9,Balneário Piçarras,195
0.75,0.9,Balneário Barra do Sul,195
0.75,0.9,Barra Velha,195
0.75,0.9,Penha,195
0.75,0.9,Araquari,195
0.75,0.9,Balneário Camboriú,177
0.75,0.9,Navegantes,177
0.75,0.9,Itajaí,177
0.75,0.9,Itapema,177
0.75,0.9,Bombinhas,204
0.75,0.9,Porto Belo,204
0.75,0.9,Içara/Balneário Rincão,268
0.75,0.9,Balneário Rincão,268
0.75,0.9,Florianópolis,249
0.75,0.9,Palhoça,249
0.75,0.9,Araranguá,258
0.75,0.9,Balneário Arroio do Silva,258
0.75,0.9,Balneário Gaivota,264
0.75,0.9,Passo de Torres,245
0.75,0.9,Garopaba,251
0.8,0.5,São Francisco do Sul,449
0.8,0.5,Itapoá,449
0.8,0.5,Balneário Piçarras,428
0.8,0.5,Balneário Barra do Sul,428
0.8,0.5,Barra Velha,428
0.8,0.5,Penha,428
0.8,0.5,Araquari,428
0.8,0.5,Balneário Camboriú,414
0.8,0.5,Navegantes,414
0.8,0.5,Itajaí,414
0.8,0.5,Itapema,414
0.8,0.5,Bombinhas,461
0.8,0.5,Porto Belo,461
0.8,0.5,Içara/Balneário Rincão,463
0.8,0.5,Balneário Rincão,463
0.8,0.5,Florianópolis,496
0.8,0.5,Palhoça,496
0.8,0.5,Araranguá,461
0.8,0.5,Balneário Arroio do Silva,461
0.8,0.5,Balneário Gaivota,443
0.8,0.5,Passo de Torres,426
0.8,0.5,Garopaba,485
0.8,0.55,São Francisco do Sul,415
0.8,0.55,Itapoá,415
0.8,0.55,Balneário Piçarras,395
0.8,0.55,Balneário Barra do Sul,395
0.8,0.55,Barra Velha,395
0.8,0.55,Penha,395
0.8,0.55,Araquari,395
0.8,0.55,Balneário Camboriú,386
0.8,0.55,Navegantes,386
0.8,0.55,Itajaí,386
0.8,0.55,Itapema,386
0.8,0.55,Bombinhas,434
0.8,0.55,Porto Belo,434
0.8,0.55,Içara/Balneário Rincão,449
0.8,0.55,Balneário Rincão,449
0.8,0.55,Florianópolis,470
0.8,0.55,Palhoça,470
0.8,0.55,Araranguá,444
0.8,0.55,Balneário Arroio do Silva,444
0.8,0.55,Balneário Gaivota,421
0.8,0.55,Passo de Torres,407
0.8,0.55,Garopaba,470
0.8,0.6,São Francisco do Sul,390
0.8,0.6,Itapoá,390
0.8,0.6,Balneário Piçarras,372
0.8,0.6,Balneário Barra do Sul,372
0.8,0.6,Barra Velha,372
0.8,0.6,Penha,372
0.8,0.6,Araquari,372
0.8,0.6,Balneário Camboriú,365
0.8,0.6,Navegantes,365
0.8,0.6,Itajaí,365
0.8,0.6,Itapema,365
0.8,0.6,Bombinhas,411
0.8,0.6,Porto Belo,411
0.8,0.6,Içara/Balneário Rincão,433
0.8,0.6,Balneário Rincão,433
0.8,0.6,Florianópolis,450
0.8,0.6,Palhoça,450
0.8,0.6,Araranguá,423
0.8,0.6,Balneário Arroio do Silva,423
0.8,0.6,Balneário Gaivota,406
0.8,0.6,Passo de Torres,386
0.8,0.6,Garopaba,450
0.8,0.65,São Francisco do Sul,358
0.8,0.65,Itapoá,358
0.8,0.65,Balneário Piçarras,345
0.8,0.65,Balneário Barra do Sul,345
0.8,0.65,Barra Velha,345
0.8,0.65,Penha,345
0.8,0.65,Araquari,345
0.8,0.65,Balneário Camboriú,335
0.8,0.65,Navegantes,335
0.8,0.65,Itajaí,335
0.8,0.65,Itapema,335
0.8,0.65,Bombinhas,393
0.8,0.65,Porto Belo,393
0.8,0.65,Içara/Balneário Rincão,414
0.8,0.65,Balneário Rincão,414
0.8,0.65,Florianópolis,427
0.8,0.65,Palhoça,427
0.8,0.65,Araranguá,392
0.8,0.65,Balneário Arroio do Silva,392
0.8,0.65,Balneário Gaivota,385
0.8,0.65,Passo de Torres,368
0.8,0.65,Garopaba,431
0.8,0.7,São Francisco do Sul,342
0.8,0.7,Itapoá,342
0.8,0.7,Balneário Piçarras,321
0.8,0.7,Balneário Barra do Sul,321
0.8,0.7,Barra Velha,321
0.8,0.7,Penha,321
0.8,0.7,Araquari,321
0.8,0.7,Balneário Camboriú,305
0.8,0.7,Navegantes,305
0.8,0.7,Itajaí,305
0.8,0.7,Itapema,305
0.8,0.7,Bombinhas,359
0.8,0.7,Porto Belo,359
0.8,0.7,Içara/Balneário Rincão,387
0.8,0.7,Balneário Rincão,387
0.8,0.7,Florianópolis,399
0.8,0.7,Palhoça,399
0.8,0.7,Araranguá,373
0.8,0.7,Balneário Arroio do Silva,373
0.8,0.7,Balneário Gaivota,366
0.8,0.7,Passo de Torres,340
0.8,0.7,Garopaba,398
0.8,0.75,São Francisco do Sul,305
0.8,0.75,Itapoá,305
0.8,0.75,Balneário Piçarras,297
0.8,0.75,Balneário Barra do Sul,297
0.8,0.75,Barra Velha,297
0.8,0.75,Penha,297
0.8,0.75,Araquari,297
0.8,0.75,Balneário Camboriú,274
0.8,0.75,Navegantes,274
0.8,0.75,Itajaí,274
0.8,0.75,Itapema,274
0.8,0.75,Bombinhas,323
0.8,0.75,Porto Belo,323
0.8,0.75,Içara/Balneário Rincão,359
0.8,0.75,Balneário Rincão,359
0.8,0.75,Florianópolis,358
0.8,0.75,Palhoça,358
0.8,0.75,Araranguá,340
0.8,0.75,Balneário Arroio do Silva,340
0.8,0.75,Balneário Gaivota,335
0.8,0.75,Passo de Torres,318
0.8,0.75,Garopaba,358
0.8,0.8,São Francisco do Sul,267
0.8,0.8,Itapoá,267
0.8,0.8,Balneário Piçarras,257
0.8,0.8,Balneário Barra do Sul,257
0.8,0.8,Barra Velha,257
0.8,0.8,Penha,257
0.8,0.8,Araquari,257
0.8,0.8,Balneário Camboriú,240
0.8,0.8,Navegantes,240
0.8,0.8,Itajaí,240
0.8,0.8,Itapema,240
0.8,0.8,Bombinhas,279
0.8,0.8,Porto Belo,279
0.8,0.8,Içara/Balneário Rincão,328
0.8,0.8,Balneário Rincão,328
0.8,0.8,Florianópolis,316
0.8,0.8,Palhoça,316
0.8,0.8,Araranguá,308
0.8,0.8,Balneário Arroio do Silva,308
0.8,0.8,Balneário Gaivota,309
0.8,0.8,Passo de Torres,289
0.8,0.8,Garopaba,321
0.8,0.85,São Francisco do Sul,231
0.8,0.85,Itapoá,231
0.8,0.85,Balneário Piçarras,214
0.8,0.85,Balneário Barra do Sul,214
0.8,0.85,Barra Velha,214
0.8,0.85,Penha,214
0.8,0.85,Araquari,214
0.8,0.85,Balneário Camboriú,198
0.8,0.85,Navegantes,198
0.8,0.85,Itajaí,198
0.8,0.85,Itapema,198
0.8,0.85,Bombinhas,232
0.8,0.85,Porto Belo,232
0.8,0.85,Içara/Balneário Rincão,291
0.8,0.85,Balneário Rincão,291
0.8,0.85,Florianópolis,274
0.8,0.85,Palhoça,274
0.8,0.85,Araranguá,272
0.8,0.85,Balneário Arroio do Silva,272
0.8,0.85,Balneário Gaivota,274
0.8,0.85,Passo de Torres,259
0.8,0.85,Garopaba,284
0.8,0.9,São Francisco do Sul,177
0.8,0.9,Itapoá,177
0.8,0.9,Balneário Piçarras,172
0.8,0.9,Balneário Barra do Sul,172
0.8,0.9,Barra Velha,172
0.8,0.9,Penha,172
0.8,0.9,Araquari,172
0.8,0.9,Balneário Camboriú,142
0.8,0.9,Navegantes,142
0.8,0.9,Itajaí,142
0.8,0.9,Itapema,142
0.8,0.9,Bombinhas,178
0.8,0.9,Porto Belo,178
0.8,0.9,Içara/Balneário Rincão,247
0.8,0.9,Balneário Rincão,247
0.8,0.9,Florianópolis,221
0.8,0.9,Palhoça,221
0.8,0.9,Araranguá,228
0.8,0.9,Balneário Arroio do Silva,228
0.8,0.9,Balneário Gaivota,233
0.8,0.9,Passo de Torres,220
0.8,0.9,Garopaba,226
0.85,0.5,São Francisco do Sul,372
0.85,0.5,Itapoá,372
0.85,0.5,Balneário Piçarras,330
0.85,0.5,Balneário Barra do Sul,330
0.85,0.5,Barra Velha,330
0.85,0.5,Penha,330
0.85,0.5,Araquari,330
0.85,0.5,Balneário Camboriú,324
0.85,0.5,Navegantes,324
0.85,0.5,Itajaí,324
0.85,0.5,Itapema,324
0.85,0.5,Bombinhas,377
0.85,0.5,Porto Belo,377
0.85,0.5,Içara/Balneário Rincão,393
0.85,0.5,Balneário Rincão,393
0.85,0.5,Florianópolis,396
0.85,0.5,Palhoça,396
0.85,0.5,Araranguá,379
0.85,0.5,Balneário Arroio do Silva,379
0.85,0.5,Balneário Gaivota,374
0.85,0.5,Passo de Torres,358
0.85,0.5,Garopaba,395
0.85,0.55,São Francisco do Sul,352
0.85,0.55,Itapoá,352
0.85,0.55,Balneário Piçarras,305
0.85,0.55,Balneário Barra do Sul,305
0.85,0.55,Barra Velha,305
0.85,0.55,Penha,305
0.85,0.55,Araquari,305
0.85,0.55,Balneário Camboriú,307
0.85,0.55,Navegantes,307
0.85,0.55,Itajaí,307
0.85,0.55,Itapema,307
0.85,0.55,Bombinhas,356
0.85,0.55,Porto Belo,356
0.85,0.55,Içara/Balneário Rincão,380
0.85,0.55,Balneário Rincão,380
0.85,0.55,Florianópolis,374
0.85,0.55,Palhoça,374
0.85,0.55,Araranguá,365
0.85,0.55,Balneário Arroio do Silva,365
0.85,0.55,Balneário Gaivota,354
0.85,0.55,Passo de Torres,343
0.85,0.55,Garopaba,382
0.85,0.6,São Francisco do Sul,328
0.85,0.6,Itapoá,328
0.85,0.6,Balneário Piçarras,287
0.85,0.6,Balneário Barra do Sul,287
0.85,0.6,Barra Velha,287
0.85,0.6,Penha,287
0.85,0.6,Araquari,287
0.85,0.6,Balneário Camboriú,291
0.85,0.6,Navegantes,291
0.85,0.6,Itajaí,291
0.85,0.6,Itapema,291
0.85,0.6,Bombinhas,341
0.85,0.6,Porto Belo,341
0.85,0.6,Içara/Balneário Rincão,366
0.85,0.6,Balneário Rincão,366
0.85,0.6,Florianópolis,358
0.85,0.6,Palhoça,358
0.85,0.6,Araranguá,351
0.85,0.6,Balneário Arroio do Silva,351
0.85,0.6,Balneário Gaivota,345
0.85,0.6,Passo de Torres,327
0.85,0.6,Garopaba,363
0.85,0.65,São Francisco do Sul,303
0.85,0.65,Itapoá,303
0.85,0.65,Balneário Piçarras,260
0.85,0.65,Balneário Barra do Sul,260
0.85,0.65,Barra Velha,260
0.85,0.65,Penha,260
0.85,0.65,Araquari,260
0.85,0.65,Balneário Camboriú,273
0.85,0.65,Navegantes,273
0.85,0.65,Itajaí,273
0.85,0.65,Itapema,273
0.85,0.65,Bombinhas,325
0.85,0.65,Porto Belo,325
0.85,0.65,Içara/Balneário Rincão,351
0.85,0.65,Balneário Rincão,351
0.85,0.65,Florianópolis,344
0.85,0.65,Palhoça,344
0.85,0.65,Araranguá,327
0.85,0.65,Balneário Arroio do Silva,327
0.85,0.65,Balneário Gaivota,327
0.85,0.65,Passo de Torres,314
0.85,0.65,Garopaba,347
0.85,0.7,São Francisco do Sul,287
0.85,0.7,Itapoá,287
0.85,0.7,Balneário Piçarras,241
0.85,0.7,Balneário Barra do Sul,241
0.85,0.7,Barra Velha,241
0.85,0.7,Penha,241
0.85,0.7,Araquari,241
0.85,0.7,Balneário Camboriú,248
0.85,0.7,Navegantes,248
0.85,0.7,Itajaí,248
0.85,0.7,Itapema,248
0.85,0.7,Bombinhas,295
0.85,0.7,Porto Belo,295
0.85,0.7,Içara/Balneário Rincão,331
0.85,0.7,Balneário Rincão,331
0.85,0.7,Florianópolis,321
0.85,0.7,Palhoça,321
0.85,0.7,Araranguá,315
0.85,0.7,Balneário Arroio do Silva,315
0.85,0.7,Balneário Gaivota,306
0.85,0.7,Passo de Torres,285
0.85,0.7,Garopaba,323
0.85,0.75,São Francisco do Sul,255
0.85,0.75,Itapoá,255
0.85,0.75,Balneário Piçarras,227
0.85,0.75,Balneário Barra do Sul,227
0.85,0.75,Barra Velha,227
0.85,0.75,Penha,227
0.85,0.75,Araquari,227
0.85,0.75,Balneário Camboriú,226
0.85,0.75,Navegantes,226
0.85,0.75,Itajaí,226
0.85,0.75,Itapema,226
0.85,0.75,Bombinhas,264
0.85,0.75,Porto Belo,264
0.85,0.75,Içara/Balneário Rincão,305
0.85,0.75,Balneário Rincão,305
0.85,0.75,Florianópolis,289
0.85,0.75,Palhoça,289
0.85,0.75,Araranguá,290
0.85,0.75,Balneário Arroio do Silva,290
0.85,0.75,Balneário Gaivota,281
0.85,0.75,Passo de Torres,265
0.85,0.75,Garopaba,291
0.85,0.8,São Francisco do Sul,228
0.85,0.8,Itapoá,228
0.85,0.8,Balneário Piçarras,194
0.85,0.8,Balneário Barra do Sul,194
0.85,0.8,Barra Velha,194
0.85,0.8,Penha,194
0.85,0.8,Araquari,194
0.85,0.8,Balneário Camboriú,196
0.85,0.8,Navegantes,196
0.85,0.8,Itajaí,196
0.85,0.8,Itapema,196
0.85,0.8,Bombinhas,231
0.85,0.8,Porto Belo,231
0.85,0.8,Içara/Balneário Rincão,279
0.85,0.8,Balneário Rincão,279
0.85,0.8,Florianópolis,256
0.85,0.8,Palhoça,256
0.85,0.8,Araranguá,266
0.85,0.8,Balneário Arroio do Silva,266
0.85,0.8,Balneário Gaivota,261
0.85,0.8,Passo de Torres,246
0.85,0.8,Garopaba,265
0.85,0.85,São Francisco do Sul,190
0.85,0.85,Itapoá,190
0.85,0.85,Balneário Piçarras,167
0.85,0.85,Balneário Barra do Sul,167
0.85,0.85,Barra Velha,167
0.85,0.85,Penha,167
0.85,0.85,Araquari,167
0.85,0.85,Balneário Camboriú,164
0.85,0.85,Navegantes,164
0.85,0.85,Itajaí,164
0.85,0.85,Itapema,164
0.85,0.85,Bombinhas,195
0.85,0.85,Porto Belo,195
0.85,0.85,Içara/Balneário Rincão,253
0.85,0.85,Balneário Rincão,253
0.85,0.85,Florianópolis,227
0.85,0.85,Palhoça,227
0.85,0.85,Araranguá,236
0.85,0.85,Balneário Arroio do Silva,236
0.85,0.85,Balneário Gaivota,236
0.85,0.85,Passo de Torres,219
0.85,0.85,Garopaba,236
