grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,n_hs_episodes,n_zos_episodes,n_candidate_events,hat_m,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-5.4,-35.0,2.21,0.227595,0.173118,401,173,54,1.520551,53,1,0.03,4.0,4.0,4.0,1.0,1.0,0.044,0.044,0.044,0.0574,0.0574,0.0574
-5.4,-34.8,2.34,0.210494,0.157498,400,173,55,1.516327,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.2,-35.4,1.87,0.223622,0.173969,422,178,48,1.73851,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.2,-35.2,2.06,0.221416,0.169999,421,172,47,1.594263,47,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.2,-35.0,2.27,0.218085,0.164647,416,173,55,1.530478,54,1,0.03,7.0,7.0,7.0,1.0,1.0,0.0432,0.0432,0.0432,0.0548,0.0548,0.0548
-5.0,-36.6,1.42,0.234444,0.180246,415,214,43,1.840329,43,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-36.2,1.36,0.221321,0.168888,410,218,42,1.97077,42,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.6,1.72,0.214166,0.164347,526,177,42,1.6972,42,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.4,1.93,0.210272,0.160162,493,174,48,1.64942,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.2,2.14,0.204157,0.15359,443,164,50,1.587488,50,0,0.0,,,,,,,,,0.0,0.0,0.0
-5.0,-35.0,2.29,0.186163,0.134739,420,163,46,1.545186,46,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-37.2,1.76,0.263642,0.20818,524,226,44,2.560722,44,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-37.0,1.79,0.248787,0.193824,526,220,36,1.806893,36,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.8,1.86,0.240327,0.186307,523,223,38,1.73733,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.6,1.9,0.233027,0.179867,491,227,40,1.683603,40,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.4,1.91,0.228019,0.175549,485,217,40,1.627938,40,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.2,1.91,0.223337,0.171709,499,213,40,1.615296,40,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-36.0,1.93,0.219111,0.167736,506,198,42,1.610028,42,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-35.8,1.98,0.21403,0.163059,506,190,44,1.612341,44,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-35.6,2.07,0.208027,0.157427,474,177,42,1.618963,42,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.8,-35.4,2.17,0.203751,0.15305,449,169,46,1.603576,46,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-37.4,1.52,0.26357,0.208166,553,226,43,1.853448,43,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-37.2,1.93,0.251917,0.197244,529,228,37,1.780435,37,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-37.0,2.06,0.242439,0.188369,525,230,38,1.678176,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-36.8,2.09,0.236958,0.183296,514,222,34,1.631472,34,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-36.6,2.09,0.231878,0.178935,517,220,39,1.626712,39,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.6,-36.0,2.12,0.215278,0.164376,477,202,40,1.61029,40,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.6,1.75,0.265067,0.210214,525,227,48,1.858766,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.4,2.0,0.25345,0.198773,537,232,49,1.779353,49,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.2,2.1,0.245987,0.191573,548,231,38,1.666838,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.4,-37.0,2.15,0.239814,0.185897,535,240,38,1.636325,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-37.8,1.63,0.264082,0.209607,539,216,55,1.854103,54,1,0.03,17.0,17.0,17.0,1.0,1.0,0.0647,0.0647,0.0647,0.0,0.0,0.0
-4.2,-37.6,1.91,0.255074,0.200578,559,223,54,1.782573,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-37.4,2.14,0.247978,0.193629,538,223,49,1.690868,49,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-32.6,2.43,0.145451,0.093624,421,117,26,1.490892,26,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-32.4,2.41,0.143615,0.092195,410,131,30,1.48497,30,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.2,-32.2,2.43,0.142424,0.090933,414,130,33,1.479976,33,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-38.0,1.71,0.261238,0.207565,546,206,61,1.836123,60,1,0.03,20.0,20.0,20.0,1.0,1.0,0.0709,0.0709,0.0709,0.0,0.0,0.0
-4.0,-37.8,1.87,0.25373,0.199599,557,212,55,1.772287,54,1,0.03,21.0,21.0,21.0,1.0,1.0,0.0617,0.0617,0.0617,0.0,0.0,0.0
-4.0,-37.6,2.11,0.247566,0.193576,553,214,53,1.693911,52,1,0.03,23.0,23.0,23.0,1.0,1.0,0.0647,0.0647,0.0647,0.0,0.0,0.0
-4.0,-32.8,2.44,0.142509,0.090554,437,116,29,1.500969,29,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.6,2.41,0.140678,0.088876,434,118,31,1.493792,31,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.4,2.39,0.138847,0.08732,403,120,33,1.487338,33,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.2,2.42,0.137883,0.086454,419,124,36,1.482734,36,0,0.0,,,,,,,,,0.0,0.0,0.0
-4.0,-32.0,2.44,0.136418,0.085138,444,128,41,1.477778,41,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-38.2,1.77,0.253524,0.200718,541,188,52,1.806007,51,1,0.03,30.0,30.0,30.0,1.0,1.0,0.074,0.074,0.074,0.0,0.0,0.0
-3.8,-38.0,1.95,0.25041,0.196824,556,203,53,1.755204,52,1,0.03,29.0,29.0,29.0,1.0,1.0,0.0809,0.0809,0.0809,0.0026,0.0026,0.0026
-3.8,-32.8,2.35,0.138156,0.086276,446,126,34,1.505154,34,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.6,2.26,0.136757,0.084839,457,131,42,1.501549,42,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.4,2.23,0.134885,0.083149,471,141,45,1.497121,45,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.2,2.4,0.134108,0.082305,432,143,39,1.486614,39,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.8,-32.0,2.43,0.132267,0.080699,446,144,41,1.481335,41,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.6,1.62,0.252108,0.199525,547,180,52,1.784805,52,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.4,1.81,0.243862,0.19141,554,179,51,1.769613,51,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.2,1.98,0.240195,0.187527,535,181,55,1.730015,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-38.0,2.08,0.238716,0.185679,541,181,50,1.678095,50,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.8,2.34,0.133908,0.081873,456,143,38,1.508328,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.6,2.28,0.132875,0.08054,463,138,44,1.503295,44,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.4,2.25,0.131779,0.079109,457,138,42,1.497304,42,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.2,2.35,0.13007,0.07764,441,141,41,1.490777,41,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.6,-32.0,2.42,0.128727,0.076329,442,144,41,1.484888,41,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.8,1.79,0.249709,0.196521,563,178,57,1.759959,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.6,1.93,0.240606,0.18748,540,177,52,1.73782,52,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.4,2.04,0.235771,0.182701,539,178,57,1.707105,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-38.2,2.12,0.229275,0.176086,533,181,52,1.671651,52,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.4,-32.4,2.3,0.1284,0.074882,447,139,43,1.499928,43,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-39.2,1.5,0.253238,0.199455,560,175,63,1.774932,63,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-39.0,1.83,0.246834,0.192811,542,180,56,1.737566,56,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-38.8,2.02,0.239775,0.185921,526,181,58,1.704213,58,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.2,-38.6,2.12,0.23283,0.1795,526,181,51,1.666362,51,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.0,-39.4,1.68,0.24731,0.192986,563,179,59,1.803254,59,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.0,-39.2,1.9,0.240901,0.186744,538,174,54,1.733309,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-3.0,-39.0,2.07,0.235298,0.180912,559,175,54,1.680708,53,1,0.03,29.0,29.0,29.0,1.0,1.0,0.1034,0.1034,0.1034,0.0263,0.0263,0.0263
-3.0,-38.8,2.14,0.232477,0.177409,534,180,57,1.646006,57,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-41.6,1.03,0.251285,0.1873,558,129,55,2.004612,55,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-41.4,1.17,0.240449,0.177714,503,130,47,2.015229,47,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-41.2,1.45,0.234543,0.172727,486,130,35,2.013555,35,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-41.0,1.39,0.230451,0.16873,486,129,28,2.007533,28,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.8,1.3,0.225507,0.164066,477,136,29,1.997641,29,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.6,1.29,0.219392,0.158599,484,135,30,1.984487,30,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.4,1.44,0.216093,0.155817,485,135,33,1.956,33,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.2,1.58,0.213964,0.15461,460,141,29,1.943465,29,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-40.0,1.67,0.216364,0.158541,487,140,33,1.948853,33,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-39.8,1.79,0.232234,0.175583,503,146,48,1.899586,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-39.6,1.9,0.238247,0.182589,525,157,57,1.832702,56,1,0.03,35.0,35.0,35.0,1.0,1.0,0.1342,0.1342,0.1342,0.0426,0.0426,0.0426
-2.8,-39.4,1.99,0.235351,0.180401,540,160,54,1.764647,54,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.8,-39.2,2.1,0.232619,0.177443,546,164,51,1.691989,50,1,0.03,35.0,35.0,35.0,1.0,1.0,0.1495,0.1495,0.1495,0.0392,0.0392,0.0392
-2.6,-42.4,1.49,0.266563,0.200274,526,147,64,1.975753,63,1,0.03,26.0,26.0,26.0,1.0,1.0,0.1137,0.1137,0.1137,0.0112,0.0112,0.0112
-2.6,-42.2,1.45,0.256585,0.191351,538,148,53,1.951352,52,1,0.03,35.0,35.0,35.0,1.0,1.0,0.0832,0.0832,0.0832,0.0,0.0,0.0
-2.6,-42.0,1.43,0.250618,0.186399,535,142,48,1.930328,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-41.8,1.45,0.247517,0.1837,530,139,50,1.928852,50,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-41.6,1.66,0.241326,0.177417,517,133,48,1.934676,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-41.4,1.46,0.234943,0.172047,528,131,48,1.938719,48,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-41.2,1.85,0.228535,0.16665,464,130,38,1.937048,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-41.0,1.74,0.225898,0.164323,487,135,44,1.940247,44,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-40.8,1.62,0.220583,0.159809,482,134,38,1.934839,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-40.6,1.94,0.216765,0.156351,445,135,38,1.928443,38,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-40.4,1.97,0.211921,0.152241,453,143,35,1.917338,35,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-40.2,1.98,0.209973,0.150663,480,146,34,1.902774,34,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-40.0,1.97,0.209284,0.150463,507,147,40,1.87312,40,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.6,-39.8,1.99,0.214602,0.156695,511,137,41,1.825626,40,1,0.03,38.0,38.0,38.0,1.0,1.0,0.1414,0.1414,0.1414,0.0535,0.0535,0.0535
-2.6,-39.6,2.04,0.225319,0.168318,528,147,53,1.768004,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-44.2,0.82,0.322811,0.251024,613,193,100,2.614275,97,3,0.09,9.33,22.7,25.0,1.33,1.9,0.1115,0.2282,0.244,0.1358,0.2784,0.2978
-2.4,-44.0,1.05,0.308298,0.238117,617,179,86,3.150891,84,2,0.06,9.0,15.3,16.0,1.0,1.0,0.1194,0.1795,0.1862,0.0979,0.126,0.1292
-2.4,-43.0,1.39,0.278329,0.211204,526,173,74,2.001206,73,1,0.03,34.0,34.0,34.0,1.0,1.0,0.1552,0.1552,0.1552,0.0524,0.0524,0.0524
-2.4,-42.8,1.7,0.269671,0.203345,508,171,73,1.955848,72,1,0.03,29.0,29.0,29.0,1.0,1.0,0.13,0.13,0.13,0.0321,0.0321,0.0321
-2.4,-42.6,1.82,0.262027,0.19587,512,159,63,1.913208,62,1,0.03,32.0,32.0,32.0,1.0,1.0,0.1254,0.1254,0.1254,0.0207,0.0207,0.0207
-2.4,-42.4,2.07,0.255493,0.189279,492,157,57,1.879237,56,1,0.03,36.0,36.0,36.0,1.0,1.0,0.1202,0.1202,0.1202,0.0377,0.0377,0.0377
-2.4,-42.2,2.08,0.248687,0.183461,516,156,59,1.852244,58,1,0.03,39.0,39.0,39.0,1.0,1.0,0.1202,0.1202,0.1202,0.0479,0.0479,0.0479
-2.4,-42.0,2.08,0.242964,0.178611,512,150,53,1.827438,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-41.8,2.1,0.239214,0.175131,499,152,51,1.811669,51,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-41.6,2.13,0.234678,0.170912,481,144,44,1.800203,44,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-40.8,2.16,0.217101,0.155964,447,134,36,1.826859,36,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-40.6,2.13,0.213713,0.152924,443,134,39,1.813602,39,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-40.4,2.12,0.210094,0.149721,459,140,34,1.802334,34,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-40.2,2.12,0.205341,0.145641,491,142,37,1.78946,37,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.4,-40.0,2.12,0.203375,0.143374,524,145,43,1.769113,43,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.2,-44.2,1.42,0.312313,0.242157,580,199,103,2.693342,101,2,0.06,14.5,25.75,27.0,1.0,1.0,0.1706,0.2619,0.2721,0.1362,0.1833,0.1886
-2.2,-44.0,1.66,0.299374,0.229476,580,186,94,2.664917,93,1,0.03,22.0,22.0,22.0,1.0,1.0,0.2526,0.2526,0.2526,0.1453,0.1453,0.1453
-2.2,-43.8,1.7,0.28952,0.221467,572,168,84,2.623215,83,1,0.03,34.0,34.0,34.0,1.0,1.0,0.2071,0.2071,0.2071,0.0936,0.0936,0.0936
-2.2,-43.6,1.78,0.28255,0.215362,548,164,75,2.320195,75,0,0.0,,,,,,,,,0.0,0.0,0.0
-2.2,-43.4,1.88,0.276405,0.209738,532,155,65,2.197052,64,1,0.03,31.0,31.0,31.0,1.0,1.0,0.2013,0.2013,0.2013,0.0633,0.0633,0.0633
-2.2,-43.2,2.0,0.27048,0.204223,543,163,66,2.034414,65,1,0.03,36.0,36.0,36.0,2.0,2.0,0.2629,0.2629,0.2629,0.1688,0.1688,0.1688
-2.2,-43.0,2.0,0.264034,0.198098,526,164,68,1.929457,67,1,0.03,39.0,39.0,39.0,2.0,2.0,0.2296,0.2296,0.2296,0.1683,0.1683,0.1683
-2.2,-42.8,2.07,0.25816,0.192179,518,160,65,1.845262,64,1,0.03,40.0,40.0,40.0,2.0,2.0,0.2395,0.2395,0.2395,0.1789,0.1789,0.1789
-2.2,-42.6,2.16,0.252327,0.186508,516,161,57,1.783193,56,1,0.03,41.0,41.0,41.0,2.0,2.0,0.2182,0.2182,0.2182,0.1378,0.1378,0.1378
-2.0,-44.4,1.05,0.324692,0.252914,615,237,136,2.759919,133,3,0.09,12.0,29.0,32.0,1.33,1.9,0.1186,0.2376,0.2571,0.1471,0.2938,0.3181
-2.0,-44.2,1.58,0.304075,0.234063,573,198,105,2.703656,104,1,0.03,35.0,35.0,35.0,2.0,2.0,0.2591,0.2591,0.2591,0.2721,0.2721,0.2721
-2.0,-44.0,1.83,0.292367,0.222854,562,182,92,2.60369,91,1,0.03,49.0,49.0,49.0,2.0,2.0,0.2726,0.2726,0.2726,0.2285,0.2285,0.2285
-2.0,-43.8,1.92,0.283211,0.21484,550,163,81,2.45852,80,1,0.03,49.0,49.0,49.0,2.0,2.0,0.2909,0.2909,0.2909,0.202,0.202,0.202
-2.0,-43.6,1.99,0.276303,0.208626,541,151,68,2.261335,67,1,0.03,46.0,46.0,46.0,2.0,2.0,0.328,0.328,0.328,0.2236,0.2236,0.2236
-2.0,-43.4,2.09,0.270076,0.202888,540,155,62,2.084741,61,1,0.03,41.0,41.0,41.0,2.0,2.0,0.3076,0.3076,0.3076,0.2253,0.2253,0.2253
-2.0,-43.2,2.12,0.264596,0.197471,531,158,63,1.924317,62,1,0.03,40.0,40.0,40.0,2.0,2.0,0.2798,0.2798,0.2798,0.2247,0.2247,0.2247
-2.0,-43.0,2.15,0.259102,0.192215,525,162,65,1.81563,64,1,0.03,42.0,42.0,42.0,2.0,2.0,0.2701,0.2701,0.2701,0.223,0.223,0.223
-1.8,-44.4,1.13,0.308835,0.238774,665,212,126,2.786406,125,1,0.03,32.0,32.0,32.0,2.0,2.0,0.2239,0.2239,0.2239,0.2333,0.2333,0.2333
-1.8,-44.2,1.71,0.295949,0.226238,583,183,102,2.659747,101,1,0.03,36.0,36.0,36.0,2.0,2.0,0.2469,0.2469,0.2469,0.2038,0.2038,0.2038
-1.6,-44.6,0.92,0.293217,0.224869,742,210,126,2.888404,125,1,0.03,41.0,41.0,41.0,2.0,2.0,0.2143,0.2143,0.2143,0.1636,0.1636,0.1636
-1.6,-44.4,1.2,0.287828,0.219024,715,187,104,2.736742,103,1,0.03,41.0,41.0,41.0,2.0,2.0,0.2098,0.2098,0.2098,0.1823,0.1823,0.1823
-1.6,-44.2,1.72,0.284091,0.214992,633,174,92,2.558309,90,2,0.06,27.0,45.9,48.0,1.5,1.95,0.2151,0.2818,0.2892,0.1179,0.2053,0.215
-1.4,-48.6,0.2,0.422303,0.328597,572,334,112,3.063851,111,1,0.03,13.0,13.0,13.0,1.0,1.0,0.0421,0.0421,0.0421,0.0399,0.0399,0.0399
-1.4,-45.2,0.94,0.26268,0.196257,729,156,77,4.057414,77,0,0.0,,,,,,,,,0.0,0.0,0.0
-1.4,-45.0,0.95,0.256038,0.189715,695,152,81,4.085818,81,0,0.0,,,,,,,,,0.0,0.0,0.0
-1.4,-44.8,1.1,0.251337,0.185901,765,152,78,2.990314,77,1,0.03,40.0,40.0,40.0,2.0,2.0,0.1832,0.1832,0.1832,0.1169,0.1169,0.1169
-1.4,-44.6,1.14,0.25635,0.190229,769,153,75,2.763478,74,1,0.03,46.0,46.0,46.0,2.0,2.0,0.1911,0.1911,0.1911,0.0795,0.0795,0.0795
-1.4,-44.4,1.51,0.265953,0.199139,687,162,88,2.615062,86,2,0.06,26.5,42.25,44.0,1.0,1.0,0.1931,0.2619,0.2695,0.0834,0.1364,0.1423
-1.2,-48.6,0.29,0.417965,0.325633,461,330,88,2.93269,87,1,0.03,5.0,5.0,5.0,1.0,1.0,0.104,0.104,0.104,0.0661,0.0661,0.0661
-1.2,-45.6,1.04,0.257562,0.188484,762,151,68,4.560236,68,0,0.0,,,,,,,,,0.0,0.0,0.0
-1.2,-45.4,1.5,0.256086,0.18836,692,146,71,2.918687,70,1,0.03,30.0,30.0,30.0,1.0,1.0,0.1808,0.1808,0.1808,0.0683,0.0683,0.0683
-1.2,-45.2,1.49,0.25151,0.183768,685,147,75,2.954317,74,1,0.03,38.0,38.0,38.0,2.0,2.0,0.2017,0.2017,0.2017,0.1147,0.1147,0.1147
-1.2,-45.0,1.48,0.24554,0.177306,697,146,72,2.84069,71,1,0.03,43.0,43.0,43.0,1.0,1.0,0.2549,0.2549,0.2549,0.0899,0.0899,0.0899
-1.2,-44.8,1.65,0.241658,0.174952,649,140,64,2.736868,63,1,0.03,44.0,44.0,44.0,1.0,1.0,0.2831,0.2831,0.2831,0.1207,0.1207,0.1207
-1.2,-44.6,1.67,0.244229,0.177657,654,142,66,2.608679,64,2,0.06,33.5,46.55,48.0,1.0,1.0,0.2214,0.2815,0.2882,0.0774,0.1362,0.1427
-1.0,-48.4,0.54,0.401977,0.308084,480,282,69,3.092678,67,2,0.06,2.5,3.85,4.0,1.5,1.95,0.0618,0.0907,0.0939,0.0747,0.1055,0.1089
-1.0,-46.0,1.2,0.252693,0.182353,781,135,53,3.031009,52,1,0.03,32.0,32.0,32.0,1.0,1.0,0.1301,0.1301,0.1301,0.0591,0.0591,0.0591
-1.0,-45.8,1.41,0.247871,0.178646,762,134,57,2.968626,56,1,0.03,29.0,29.0,29.0,1.0,1.0,0.1266,0.1266,0.1266,0.0561,0.0561,0.0561
-1.0,-45.6,1.56,0.2425,0.17422,731,136,57,2.928292,56,1,0.03,26.0,26.0,26.0,1.0,1.0,0.1418,0.1418,0.1418,0.0445,0.0445,0.0445
-1.0,-45.4,1.65,0.2378,0.169282,734,129,53,2.860276,53,0,0.0,,,,,,,,,0.0,0.0,0.0
-1.0,-45.2,1.62,0.23614,0.167455,664,137,60,2.797509,59,1,0.03,41.0,41.0,41.0,1.0,1.0,0.2591,0.2591,0.2591,0.0904,0.0904,0.0904
-1.0,-45.0,1.61,0.236213,0.167379,675,140,64,2.715078,63,1,0.03,44.0,44.0,44.0,1.0,1.0,0.3043,0.3043,0.3043,0.1296,0.1296,0.1296
-1.0,-44.8,1.62,0.23426,0.166292,675,140,58,2.588355,57,1,0.03,46.0,46.0,46.0,1.0,1.0,0.3297,0.3297,0.3297,0.1504,0.1504,0.1504
-1.0,-44.6,1.63,0.232917,0.16552,649,134,55,2.451983,54,1,0.03,47.0,47.0,47.0,2.0,2.0,0.3324,0.3324,0.3324,0.2456,0.2456,0.2456
-0.8,-48.4,0.72,0.395466,0.302229,544,283,81,3.195137,80,1,0.03,4.0,4.0,4.0,1.0,1.0,0.1379,0.1379,0.1379,0.158,0.158,0.158
-0.8,-48.2,0.61,0.381385,0.2845,572,241,86,3.260997,84,2,0.06,6.5,8.75,9.0,1.0,1.0,0.0972,0.1652,0.1728,0.1009,0.1873,0.1968
-0.8,-46.6,1.3,0.265004,0.189535,751,148,68,3.11249,67,1,0.03,10.0,10.0,10.0,1.0,1.0,0.103,0.103,0.103,0.1079,0.1079,0.1079
-0.8,-46.4,1.37,0.252666,0.179902,755,134,54,3.022545,51,3,0.09,7.67,11.7,12.0,1.0,1.0,0.1502,0.2797,0.3005,0.0857,0.1136,0.1141
-0.8,-46.2,1.23,0.244168,0.17353,807,130,54,2.966771,53,1,0.03,31.0,31.0,31.0,1.0,1.0,0.1252,0.1252,0.1252,0.0202,0.0202,0.0202
-0.8,-46.0,1.41,0.239387,0.16916,770,121,51,2.918617,50,1,0.03,30.0,30.0,30.0,1.0,1.0,0.1127,0.1127,0.1127,0.0477,0.0477,0.0477
-0.8,-45.8,1.54,0.234074,0.164391,747,127,55,2.858238,53,2,0.06,15.0,27.6,29.0,1.0,1.0,0.0539,0.1025,0.1079,0.0257,0.0488,0.0514
-0.8,-45.6,1.6,0.230229,0.160677,732,124,50,2.774863,50,0,0.0,,,,,,,,,0.0,0.0,0.0
-0.8,-45.4,1.6,0.228322,0.158807,720,119,50,2.70845,50,0,0.0,,,,,,,,,0.0,0.0,0.0
-0.6,-48.4,0.91,0.384833,0.293061,584,271,83,3.257537,83,0,0.0,,,,,,,,,0.0,0.0,0.0
-0.6,-48.2,0.938,0.369094,0.267368,598,214,86,3.184237,84,2,0.06,6.5,7.85,8.0,1.0,1.0,0.1012,0.1105,0.1115,0.1085,0.1297,0.1321
-0.6,-48.0,0.78,0.348338,0.244063,656,186,85,3.23461,84,1,0.03,3.0,3.0,3.0,2.0,2.0,0.09,0.09,0.09,0.1057,0.1057,0.1057
-0.6,-47.2,1.13,0.281838,0.197097,712,129,69,2.959708,67,2,0.06,14.5,20.35,21.0,2.0,2.9,0.171,0.1774,0.1781,0.1251,0.1553,0.1587
-0.6,-47.0,1.49,0.268123,0.185737,598,136,64,2.972664,60,4,0.12,12.0,19.8,21.0,1.5,2.7,0.2021,0.3284,0.3509,0.1348,0.1855,0.187
-0.6,-46.8,1.54,0.25583,0.177755,652,132,63,2.976737,60,3,0.09,9.0,12.0,12.0,1.0,1.0,0.2094,0.3489,0.3668,0.1246,0.1729,0.1744
-0.6,-46.6,1.52,0.247269,0.172401,733,133,59,2.950558,56,3,0.09,7.67,10.9,11.0,1.0,1.0,0.1734,0.3142,0.3345,0.1083,0.1398,0.1403
-0.6,-46.4,1.54,0.23987,0.167372,745,127,48,2.905302,44,4,0.12,10.75,19.5,21.0,1.0,1.0,0.1271,0.2648,0.2925,0.0542,0.1041,0.1062
-0.6,-46.2,1.51,0.234561,0.162845,782,124,53,2.835536,52,1,0.03,27.0,27.0,27.0,1.0,1.0,0.1381,0.1381,0.1381,0.0514,0.0514,0.0514
-0.6,-46.0,1.51,0.230952,0.159449,795,121,59,2.771571,58,1,0.03,28.0,28.0,28.0,1.0,1.0,0.117,0.117,0.117,0.0596,0.0596,0.0596
-0.4,-48.2,1.08,0.353369,0.25183,663,183,74,2.960708,73,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0622,0.0622,0.0622,0.0749,0.0749,0.0749
-0.4,-48.0,1.23,0.331761,0.231063,643,155,69,2.72851,64,5,0.15,6.4,11.4,12.0,1.6,2.0,0.0952,0.1438,0.146,0.0694,0.1442,0.155
