grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,n_hs_episodes,n_zos_episodes,n_candidate_events,hat_m,n_rejected_by_hat,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
-25.2,-47.8,1.85,0.295915,0.100738,591,617,294,0.953431,178,116,3.52,1.58,3.0,5.0,1.25,2.0,0.2705,0.5872,0.7127,0.3263,0.8837,1.4572
-25.2,-47.6,2.18,0.276937,0.100392,591,606,303,0.909957,183,120,3.64,1.61,3.0,5.0,1.21,2.0,0.2788,0.6204,0.7597,0.3327,0.9639,1.5862
-25.0,-47.8,1.29,0.3108,0.102003,573,631,267,0.960678,150,117,3.55,1.44,3.0,4.0,1.21,2.0,0.244,0.516,0.6356,0.2913,0.7495,1.3437
-25.0,-47.6,2.04,0.293015,0.101287,568,614,300,0.92836,176,124,3.76,1.61,3.0,5.0,1.26,2.0,0.2848,0.6163,0.7682,0.347,1.0373,1.6091
-25.0,-47.4,2.2,0.277156,0.098849,588,603,316,0.886895,191,125,3.79,1.65,3.0,5.0,1.3,2.0,0.2953,0.6476,0.7918,0.3638,1.0138,1.7079
-25.0,-47.2,2.34,0.260433,0.096849,589,575,308,0.842559,190,118,3.58,1.73,3.15,5.0,1.31,2.0,0.3001,0.6625,0.7852,0.3654,1.0117,1.7559
-24.8,-47.4,2.04,0.297006,0.099977,569,619,307,0.90016,172,135,4.09,1.62,3.0,4.0,1.3,3.0,0.2991,0.6219,0.8052,0.3746,1.0979,1.6784
-24.8,-47.2,2.25,0.279124,0.097118,579,600,313,0.861248,181,132,4.0,1.67,3.0,5.0,1.3,2.45,0.3051,0.6706,0.8189,0.3838,1.1083,1.7997
-24.8,-47.0,2.36,0.262459,0.094113,581,581,308,0.823436,183,125,3.79,1.73,3.0,5.0,1.34,2.8,0.3024,0.6565,0.8113,0.3877,1.1057,1.8389
-24.8,-46.8,2.45,0.245756,0.092133,579,558,308,0.791171,194,114,3.45,1.84,4.0,5.0,1.38,3.0,0.3024,0.6434,0.8151,0.3932,1.1146,1.8189
-24.6,-47.2,1.99,0.304334,0.098852,570,617,305,0.864213,160,145,4.39,1.67,3.0,5.0,1.35,2.0,0.3131,0.663,0.7713,0.4023,0.986,1.7306
-24.6,-47.0,2.21,0.285336,0.095993,585,594,311,0.835846,166,145,4.39,1.76,3.0,5.0,1.38,3.0,0.3137,0.6591,0.8329,0.407,1.096,1.8343
-24.6,-46.8,2.31,0.265091,0.092933,566,575,303,0.807554,167,136,4.12,1.79,3.0,5.0,1.39,3.0,0.3025,0.6622,0.8272,0.3987,1.151,1.8036
-24.6,-46.6,2.44,0.247735,0.089954,573,569,319,0.779478,194,125,3.79,1.9,4.0,5.0,1.4,3.0,0.3087,0.6742,0.8683,0.4162,1.2478,1.7922
-24.4,-46.8,2.14,0.284283,0.093872,565,592,316,0.818604,164,152,4.61,1.78,3.0,6.0,1.41,3.0,0.3083,0.6481,0.8268,0.4184,1.11,2.6048
-24.4,-46.6,2.25,0.268549,0.090568,560,573,319,0.793456,167,152,4.61,1.84,3.45,6.0,1.41,3.0,0.3065,0.6537,0.8866,0.4189,1.1454,2.8056
-24.4,-46.4,2.36,0.253914,0.087318,556,561,316,0.766807,175,141,4.27,1.88,4.0,5.0,1.43,3.0,0.3245,0.6991,0.8977,0.4443,1.2835,1.8722
-24.4,-46.2,2.43,0.241483,0.084103,558,548,305,0.740575,169,136,4.12,2.01,4.0,5.0,1.46,3.0,0.3254,0.719,0.9344,0.4506,1.308,1.8961
-24.4,-46.0,2.5,0.226557,0.080115,562,541,303,0.718592,176,127,3.85,2.03,4.0,5.0,1.47,3.0,0.3201,0.7255,0.9246,0.4475,1.3021,1.8976
-24.4,-45.2,2.75,0.193941,0.100415,556,443,257,0.628043,201,56,1.7,2.21,4.0,7.0,1.48,3.0,0.3135,0.671,0.7368,0.4422,1.1819,2.6978
-24.2,-46.6,2.13,0.288781,0.090908,555,600,318,0.800581,148,170,5.15,1.86,3.0,6.0,1.48,3.0,0.3161,0.6291,0.8668,0.4437,1.1827,2.9264
-24.2,-46.4,2.22,0.275237,0.088211,551,578,322,0.77656,153,169,5.12,1.88,4.0,6.0,1.51,3.0,0.319,0.6597,0.9346,0.4564,1.229,3.1425
-24.2,-46.2,2.27,0.261151,0.085181,560,562,316,0.750144,150,166,5.03,1.92,4.0,6.0,1.54,3.0,0.3192,0.6542,0.9706,0.4596,1.2517,3.1928
-24.2,-46.0,2.37,0.246321,0.080917,554,544,302,0.728185,147,155,4.7,2.0,4.0,6.0,1.55,3.0,0.3263,0.6827,0.9592,0.4697,1.2554,3.1013
-24.2,-45.8,2.48,0.232944,0.077208,555,535,305,0.706449,152,153,4.64,2.08,4.0,6.0,1.53,3.0,0.3289,0.6958,0.9388,0.468,1.2976,3.1038
-24.2,-45.6,2.52,0.221916,0.078832,542,519,294,0.682859,157,137,4.15,2.09,4.0,6.0,1.5,3.0,0.3235,0.6793,0.8832,0.4643,1.2589,2.99
-24.2,-45.4,2.61,0.211505,0.083446,546,509,293,0.65938,177,116,3.52,2.09,4.0,6.0,1.53,3.0,0.3244,0.6938,0.839,0.4708,1.1902,2.9235
-24.2,-45.2,2.67,0.201581,0.087915,540,499,275,0.638479,183,92,2.79,2.08,4.0,6.0,1.55,2.45,0.3115,0.6746,0.7971,0.4606,1.0732,2.7886
-24.2,-45.0,2.718,0.19306,0.096161,531,459,257,0.622446,196,61,1.85,2.2,4.0,7.0,1.51,3.0,0.3184,0.6638,0.7528,0.4501,1.0416,2.8324
-24.0,-46.4,1.83,0.295822,0.088691,577,611,355,0.774999,154,201,6.09,1.94,4.0,6.0,1.54,3.0,0.3254,0.651,0.8822,0.4843,1.2981,3.2445
-24.0,-46.2,1.92,0.28569,0.084999,569,597,339,0.749386,140,199,6.03,1.92,4.0,7.0,1.54,3.0,0.316,0.6421,0.8946,0.4678,1.2447,3.2867
-24.0,-46.0,2.22,0.270699,0.082989,552,581,331,0.732638,143,188,5.7,2.01,4.0,6.0,1.56,3.0,0.3372,0.7015,0.9963,0.5021,1.3509,3.5057
-24.0,-45.8,2.23,0.258003,0.079571,571,556,331,0.713567,145,186,5.64,1.98,4.0,6.0,1.59,3.0,0.3379,0.6926,1.0,0.5092,1.3615,3.3029
-24.0,-45.6,2.29,0.245552,0.076269,558,548,325,0.691409,145,180,5.46,2.03,4.0,6.0,1.59,3.0,0.3337,0.6934,0.9789,0.4989,1.3092,3.2279
-24.0,-45.4,2.43,0.239448,0.074367,540,540,303,0.665422,127,176,5.33,2.09,4.0,6.0,1.61,3.0,0.3349,0.7154,0.9586,0.504,1.3268,3.2925
-24.0,-45.2,2.53,0.226985,0.074887,539,515,292,0.643223,136,156,4.73,2.08,4.0,6.0,1.56,3.0,0.3148,0.6759,0.8907,0.4636,1.2755,3.1245
-24.0,-45.0,2.61,0.208136,0.083797,530,511,283,0.632645,178,105,3.18,2.12,4.0,6.0,1.55,3.0,0.3123,0.614,0.8106,0.4611,1.1262,2.8782
-24.0,-44.8,2.68,0.195671,0.092953,531,485,267,0.622273,191,76,2.3,2.14,4.0,6.0,1.54,3.0,0.3087,0.6037,0.7748,0.4538,1.0448,2.86
-23.8,-45.8,1.89,0.279764,0.079724,573,595,360,0.716081,131,229,6.94,2.06,4.0,7.0,1.65,3.0,0.3483,0.7113,0.9994,0.5497,1.4458,3.7122
-23.8,-45.6,1.698,0.275761,0.076551,571,588,362,0.700519,128,234,7.09,2.11,4.0,7.0,1.66,3.0,0.3432,0.7084,1.0,0.5481,1.4755,3.5936
-23.8,-45.4,1.3,0.262622,0.07688,576,576,341,0.679261,126,215,6.52,2.08,4.0,7.0,1.66,3.0,0.2925,0.6223,0.9162,0.4653,1.2073,3.3801
-23.8,-45.2,1.65,0.24495,0.079159,571,541,269,0.64868,109,160,4.85,1.86,4.0,6.0,1.5,3.0,0.2435,0.5698,0.8208,0.3582,1.0496,2.7376
-23.8,-45.0,2.4,0.227094,0.0797,529,515,264,0.641958,120,144,4.36,2.06,4.0,6.0,1.58,3.0,0.2933,0.6458,0.9047,0.428,1.206,3.0007
-23.8,-44.8,2.54,0.211581,0.083346,534,510,279,0.633815,169,110,3.33,2.13,4.0,6.0,1.57,3.0,0.3185,0.6337,0.8491,0.4772,1.1751,2.9924
-23.8,-44.6,2.63,0.200707,0.089246,529,486,275,0.626118,184,91,2.76,2.2,4.0,6.0,1.52,2.5,0.3141,0.6066,0.8041,0.4539,1.1004,2.9711
-23.6,-45.2,1.39,0.256151,0.076362,574,564,206,0.657104,74,132,4.0,1.52,3.0,3.0,1.34,2.45,0.2299,0.5184,0.6765,0.2931,0.8389,1.3498
-23.6,-45.0,1.97,0.238276,0.076185,530,532,253,0.649852,101,152,4.61,1.95,3.45,6.0,1.52,3.0,0.2569,0.589,0.8046,0.375,1.0741,2.7969
-23.6,-44.8,2.32,0.227238,0.077235,528,518,276,0.643862,124,152,4.61,2.09,4.0,6.0,1.59,3.0,0.2964,0.6686,0.9013,0.4394,1.2257,3.103
-23.6,-44.6,2.48,0.217073,0.080236,526,501,283,0.638136,144,139,4.21,2.15,4.0,6.0,1.55,3.0,0.3078,0.6424,0.8736,0.4541,1.2332,3.1039
-23.6,-44.4,2.58,0.206476,0.083608,518,497,283,0.632744,169,114,3.45,2.2,4.35,6.0,1.59,3.0,0.3189,0.6216,0.8348,0.479,1.2421,3.0627
-23.6,-44.2,2.64,0.198908,0.088367,524,481,280,0.627519,188,92,2.79,2.25,5.0,6.0,1.55,3.0,0.3237,0.6358,0.8217,0.4774,1.1946,3.045
-23.6,-44.0,2.68,0.193658,0.093444,526,474,277,0.623142,200,77,2.33,2.26,4.2,7.0,1.58,3.0,0.3184,0.6337,0.811,0.4748,1.1425,3.2053
-23.4,-44.4,2.4,0.223759,0.076993,532,514,294,0.647998,135,159,4.82,2.13,4.0,6.0,1.58,3.0,0.303,0.6696,0.9004,0.4611,1.3085,3.3985
-23.4,-44.2,2.49,0.21393,0.079425,523,500,295,0.644203,161,134,4.06,2.28,5.0,6.0,1.63,3.0,0.3217,0.6432,0.8822,0.5033,1.324,3.2311
-23.4,-44.0,2.548,0.205939,0.081787,516,496,288,0.638865,168,120,3.64,2.33,5.0,6.0,1.62,3.0,0.3293,0.6264,0.8987,0.4963,1.2812,3.2204
-23.4,-43.8,2.59,0.19983,0.083449,524,487,289,0.631576,192,97,2.94,2.35,5.0,6.0,1.66,3.0,0.335,0.6783,0.8877,0.5163,1.3416,3.2008
-23.4,-43.6,2.63,0.194967,0.085872,518,478,283,0.625777,196,87,2.64,2.37,5.0,7.0,1.61,3.0,0.3282,0.6616,0.8787,0.4932,1.2547,3.3034
-23.4,-43.4,2.668,0.191715,0.088391,517,472,277,0.622132,205,72,2.18,2.33,5.0,7.0,1.6,3.0,0.3407,0.6481,0.8494,0.5023,1.2209,3.2106
-23.4,-43.2,2.7,0.189242,0.092378,523,458,269,0.620257,208,61,1.85,2.33,5.0,7.0,1.62,3.0,0.338,0.6363,0.8059,0.5067,1.218,3.1004
-23.4,-43.0,2.73,0.1914,0.101685,537,454,259,0.619911,208,51,1.55,2.29,4.5,7.0,1.63,2.5,0.3282,0.6195,0.7577,0.5065,1.2213,3.0079
-23.4,-42.8,2.76,0.197937,0.115117,537,443,242,0.620806,203,39,1.18,2.38,4.1,7.0,1.64,3.0,0.3454,0.606,0.7096,0.5147,1.2152,2.9503
-23.4,-42.6,2.79,0.205333,0.125938,540,432,224,0.62258,191,33,1.0,2.33,4.4,7.0,1.67,2.4,0.312,0.604,0.667,0.4928,1.2617,2.915
-23.4,-42.2,2.84,0.20612,0.126278,547,408,209,0.631304,180,29,0.88,2.31,4.0,7.0,1.59,2.0,0.3152,0.589,0.6454,0.4405,1.0494,2.3223
-23.4,-42.0,2.87,0.201215,0.116984,557,414,214,0.63872,181,33,1.0,2.27,4.4,7.0,1.52,2.4,0.3075,0.5805,0.6604,0.4097,1.0642,2.3081
-23.2,-44.4,1.88,0.238935,0.076103,536,521,302,0.671855,129,173,5.24,2.17,4.0,6.0,1.65,3.0,0.2906,0.6025,0.8725,0.4609,1.2985,3.4381
-23.2,-44.2,2.08,0.232202,0.073048,533,518,305,0.654414,132,173,5.24,2.28,4.4,7.0,1.71,3.0,0.3111,0.6634,0.9256,0.504,1.3961,3.5861
-23.2,-44.0,2.13,0.225776,0.071939,532,510,296,0.655431,137,159,4.82,2.21,4.1,6.0,1.65,3.0,0.3031,0.647,0.8782,0.4779,1.3464,3.3889
-23.2,-43.8,2.34,0.21996,0.072611,521,499,294,0.642301,146,148,4.49,2.22,4.0,6.0,1.65,3.0,0.3189,0.6712,0.8901,0.5015,1.3772,3.2753
-23.2,-43.6,2.45,0.213783,0.07345,519,486,292,0.635576,154,138,4.18,2.24,5.0,6.0,1.64,3.0,0.3237,0.6665,0.947,0.5111,1.3533,3.2876
-23.2,-43.4,2.51,0.206644,0.074073,518,472,286,0.633069,161,125,3.79,2.38,5.0,6.0,1.69,3.0,0.3326,0.6718,0.9817,0.5178,1.3731,3.2804
-23.2,-43.2,2.56,0.200856,0.073207,527,462,284,0.632665,174,110,3.33,2.41,5.0,6.0,1.66,3.0,0.3364,0.7024,0.953,0.5152,1.3791,3.2443
-23.2,-43.0,2.59,0.196588,0.07587,531,458,281,0.633021,182,99,3.0,2.51,5.0,7.0,1.6,3.0,0.3428,0.7033,0.9134,0.5049,1.4176,3.3366
-23.2,-42.8,2.63,0.195469,0.085791,535,452,276,0.63375,202,74,2.24,2.41,5.0,7.0,1.61,3.0,0.3519,0.6772,0.8668,0.5267,1.3482,3.2305
-23.2,-42.6,2.67,0.198072,0.097424,541,460,275,0.635982,214,61,1.85,2.28,4.0,7.0,1.61,3.0,0.3317,0.6442,0.8202,0.4988,1.2707,3.1483
-23.2,-42.4,2.7,0.200248,0.10425,547,472,270,0.640332,220,50,1.52,2.34,4.0,7.0,1.66,3.0,0.3453,0.6265,0.7791,0.5153,1.2228,2.5789
-23.2,-42.2,2.748,0.200646,0.104448,540,478,265,0.647502,218,47,1.42,2.34,4.0,7.0,1.66,3.0,0.3322,0.6049,0.7636,0.5013,1.2016,2.4662
-23.2,-42.0,2.77,0.198236,0.100016,552,487,271,0.65814,223,48,1.45,2.23,4.0,7.0,1.58,3.0,0.3256,0.603,0.7589,0.4902,1.1915,2.4294
-23.2,-41.8,2.81,0.194796,0.094509,549,495,264,0.669163,220,44,1.33,2.16,4.85,7.0,1.57,3.0,0.3225,0.5972,0.7551,0.4845,1.1759,2.4331
-23.0,-44.4,0.77,0.248897,0.074324,603,542,331,0.697688,130,201,6.09,2.05,4.0,6.0,1.62,3.0,0.2109,0.4739,0.6824,0.3282,0.9217,2.4704
-23.0,-44.0,1.01,0.248421,0.070787,602,535,309,0.752706,144,165,5.0,1.95,4.0,5.0,1.5,3.0,0.2257,0.5245,0.7337,0.3327,0.9987,2.2381
-23.0,-43.4,1.79,0.233271,0.067241,540,502,310,0.637959,140,170,5.15,2.26,4.55,6.0,1.74,3.0,0.3044,0.6352,0.9037,0.4911,1.3088,3.3547
-23.0,-43.2,1.93,0.228156,0.066532,540,495,301,0.647089,145,156,4.73,2.27,4.0,6.0,1.77,4.0,0.3113,0.6797,0.9162,0.5074,1.392,3.3975
-23.0,-43.0,2.19,0.223334,0.0645,544,486,296,0.643499,147,149,4.52,2.32,4.6,6.0,1.75,3.0,0.3276,0.6866,0.9778,0.5317,1.3615,3.4624
-23.0,-42.8,2.34,0.216791,0.06449,541,472,297,0.641843,150,147,4.46,2.26,4.7,6.0,1.65,3.0,0.3254,0.6678,1.0,0.5088,1.3299,3.4496
-23.0,-42.6,2.42,0.211555,0.06902,546,465,299,0.643954,169,130,3.94,2.32,5.0,7.0,1.66,3.0,0.3247,0.6971,0.9939,0.4928,1.4093,3.5705
-23.0,-42.4,2.48,0.210004,0.073523,539,471,299,0.648192,184,115,3.49,2.37,5.0,7.0,1.65,3.0,0.3261,0.705,0.9611,0.4928,1.4826,3.5284
-23.0,-42.2,2.52,0.20899,0.077186,543,470,304,0.656045,197,107,3.24,2.34,5.0,7.0,1.56,3.0,0.324,0.7037,0.946,0.473,1.4957,2.9423
-23.0,-42.0,2.57,0.20661,0.080343,544,479,291,0.677808,203,88,2.67,2.28,5.0,6.0,1.47,3.0,0.3022,0.6689,0.9186,0.426,1.3058,2.2571
-23.0,-41.8,2.65,0.205499,0.086782,547,491,283,0.697625,220,63,1.91,2.19,4.9,7.0,1.56,3.0,0.3,0.6331,0.8771,0.4353,1.2058,2.4738
-23.0,-41.6,2.73,0.20152,0.088549,555,493,280,0.706657,227,53,1.61,2.26,4.4,7.0,1.58,3.0,0.315,0.6363,0.8433,0.4454,1.2107,2.4519
-22.8,-41.8,2.04,0.212426,0.081481,550,492,228,0.739432,172,56,1.7,1.98,4.0,5.0,1.39,3.0,0.2224,0.5124,0.7707,0.3177,1.1712,1.4566
-22.8,-41.6,2.5,0.207346,0.084002,541,493,264,0.741352,214,50,1.52,2.22,5.0,6.0,1.64,3.55,0.292,0.6419,0.8988,0.448,1.4559,1.9616
-22.6,-41.8,1.81,0.214863,0.077958,503,489,177,0.776155,136,41,1.24,1.88,3.0,4.0,1.44,3.0,0.2073,0.4234,0.5686,0.2885,0.6628,1.0191
-22.6,-41.6,2.31,0.211413,0.079104,525,495,252,0.773195,197,55,1.67,2.15,4.0,6.0,1.53,3.0,0.2732,0.5876,0.8171,0.4086,1.3201,1.846
-22.6,-41.4,2.48,0.205978,0.078402,544,483,265,0.769919,207,58,1.76,2.09,4.15,6.0,1.57,3.0,0.2764,0.6304,0.871,0.4206,1.2892,1.9878
-22.4,-41.6,1.78,0.216784,0.074417,519,494,239,0.796984,180,59,1.79,2.25,4.0,5.0,1.54,3.0,0.2407,0.5176,0.7172,0.3544,0.9778,1.3847
-22.4,-41.4,2.19,0.213051,0.073609,527,495,252,0.795288,196,56,1.7,2.36,4.25,7.0,1.62,3.0,0.279,0.5917,0.802,0.4373,1.3291,1.9297
-22.4,-41.2,2.42,0.207227,0.075151,536,486,257,0.790209,199,58,1.76,2.21,4.15,6.0,1.59,3.0,0.2779,0.6145,0.8259,0.4247,1.2883,2.0132
-22.4,-41.0,2.55,0.203314,0.090727,553,458,255,0.78413,212,43,1.3,2.23,4.0,7.0,1.56,3.0,0.2728,0.6156,0.7792,0.4202,1.2983,2.0163
-22.4,-40.8,2.66,0.205397,0.109212,553,387,215,0.775374,188,27,0.82,2.37,4.7,7.0,1.48,3.0,0.3048,0.6524,0.7215,0.4091,1.5674,1.9667
-22.2,-41.4,1.35,0.223718,0.06814,545,521,266,0.813512,199,67,2.03,2.18,4.0,5.0,1.6,3.0,0.2254,0.4986,0.6702,0.346,0.9333,1.3358
-22.2,-41.2,2.13,0.219858,0.066784,515,517,255,0.813636,195,60,1.82,2.33,4.0,5.0,1.6,3.0,0.2869,0.5756,0.7678,0.4309,1.0725,1.7016
-22.2,-41.0,2.38,0.211982,0.076442,543,489,252,0.810288,199,53,1.61,2.19,4.0,5.0,1.55,3.0,0.2789,0.5961,0.7652,0.4106,1.1,1.7467
-22.2,-40.8,2.54,0.207457,0.090461,543,465,244,0.806583,206,38,1.15,2.34,4.15,6.0,1.58,3.0,0.2781,0.6232,0.7242,0.4285,1.2956,1.7957
-22.2,-40.6,2.62,0.204931,0.100495,556,418,219,0.798453,194,25,0.76,2.44,4.8,6.0,1.6,3.0,0.3137,0.6127,0.6889,0.4457,1.633,1.7669
-22.0,-40.8,2.27,0.219477,0.082928,536,503,242,0.854338,200,42,1.27,2.02,4.0,4.0,1.52,3.0,0.2448,0.5219,0.6155,0.3515,0.949,1.4418
-22.0,-40.6,2.48,0.212702,0.090093,545,476,235,0.83564,198,37,1.12,2.08,4.0,4.0,1.51,3.0,0.2683,0.5531,0.6345,0.3745,0.9554,1.5774
-21.8,-40.8,1.928,0.224021,0.088736,528,501,185,0.903909,157,28,0.85,1.82,3.0,3.0,1.5,3.0,0.2371,0.4483,0.5941,0.2957,0.7232,0.9782
-21.8,-40.6,2.28,0.219633,0.097986,548,473,216,0.879408,186,30,0.91,2.23,4.0,4.0,1.5,3.0,0.2645,0.5115,0.5552,0.3174,0.7913,1.2399
-21.6,-40.8,1.81,0.226347,0.093247,533,495,136,0.934757,115,21,0.64,1.95,3.0,4.0,1.48,3.0,0.2151,0.344,0.5871,0.2251,0.5535,0.7172
-21.6,-40.6,2.16,0.221039,0.107174,529,444,181,0.907387,158,23,0.7,2.35,4.0,4.0,1.52,2.9,0.2475,0.4143,0.5322,0.2803,0.6347,0.8957
-21.4,-40.8,1.73,0.228933,0.090808,499,501,123,0.948337,103,20,0.61,1.65,2.0,2.0,1.4,2.0,0.1788,0.305,0.3132,0.1979,0.455,0.4815
-21.4,-40.6,2.02,0.220727,0.103684,528,449,167,0.920794,146,21,0.64,2.29,4.0,4.0,1.48,3.0,0.2211,0.3482,0.378,0.2656,0.542,0.7501
-21.2,-40.8,1.658,0.235542,0.085202,460,525,122,0.95555,101,21,0.64,1.71,3.0,3.0,1.38,2.0,0.1861,0.314,0.3398,0.2278,0.485,0.5012
-21.2,-40.6,1.86,0.224314,0.100793,498,463,148,0.928676,128,20,0.61,2.25,4.0,4.0,1.35,3.0,0.2104,0.3082,0.3384,0.2311,0.5373,0.6164
-21.2,-40.4,2.13,0.222954,0.131564,507,371,150,0.886068,136,14,0.42,2.43,4.0,4.0,1.5,2.0,0.1875,0.3087,0.3347,0.269,0.5755,0.5776
-21.0,-40.8,1.47,0.243586,0.087034,446,535,146,0.951343,119,27,0.82,1.81,3.0,4.0,1.37,2.0,0.1864,0.3584,0.5911,0.2154,0.529,0.5551
-21.0,-40.6,1.68,0.23033,0.103195,483,475,161,0.932945,141,20,0.61,2.3,4.05,5.0,1.5,3.0,0.2113,0.3469,0.4836,0.2336,0.5287,0.55
-21.0,-40.4,2.02,0.224311,0.126646,507,388,167,0.898775,151,16,0.48,2.56,4.0,4.0,1.44,2.25,0.1833,0.2954,0.3032,0.2395,0.5228,0.5894
-21.0,-40.2,2.29,0.236394,0.158401,511,290,120,0.871251,110,10,0.3,2.8,5.0,5.0,1.3,2.0,0.196,0.2696,0.3013,0.2227,0.4781,0.5871
-21.0,-29.4,2.93,0.25865,0.19255,515,62,24,0.770816,23,1,0.03,6.0,6.0,6.0,1.0,1.0,0.185,0.185,0.185,0.0137,0.0137,0.0137
-21.0,-29.2,2.93,0.256112,0.189978,513,65,23,0.764102,22,1,0.03,6.0,6.0,6.0,1.0,1.0,0.1695,0.1695,0.1695,0.0,0.0,0.0
-20.8,-40.4,1.86,0.228063,0.116691,486,425,174,0.910979,158,16,0.48,2.69,5.0,5.0,1.38,2.25,0.2002,0.2989,0.3091,0.2431,0.535,0.6218
-20.8,-40.2,2.16,0.228763,0.142521,513,331,149,0.890282,137,12,0.36,2.5,4.45,5.0,1.42,2.0,0.188,0.2768,0.2885,0.2249,0.4836,0.5891
-20.8,-40.0,2.39,0.250423,0.176918,522,242,100,0.875556,93,7,0.21,2.57,4.7,5.0,1.43,2.0,0.203,0.2559,0.2718,0.2555,0.4883,0.5531
-20.8,-29.6,2.92,0.261644,0.194201,516,58,24,0.790647,24,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.8,-29.4,2.92,0.259664,0.192634,516,58,19,0.782981,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.8,-29.2,2.92,0.255782,0.189812,510,60,18,0.774233,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.8,-29.0,2.92,0.252327,0.186499,512,75,22,0.769028,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.8,-28.8,2.92,0.248789,0.184031,515,68,18,0.765312,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.8,-28.6,2.92,0.247071,0.18235,516,62,18,0.762137,18,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.6,-40.4,1.57,0.237372,0.107236,444,474,172,0.91261,152,20,0.61,2.2,5.05,6.0,1.45,3.05,0.1592,0.298,0.3427,0.2059,0.4612,0.5869
-20.6,-40.2,1.94,0.228375,0.129715,491,389,178,0.907403,162,16,0.48,2.19,4.0,4.0,1.5,3.0,0.1686,0.2698,0.2749,0.2107,0.4871,0.5817
-20.6,-40.0,2.27,0.241462,0.163419,520,279,128,0.89504,119,9,0.27,2.44,4.6,5.0,1.44,2.0,0.1803,0.2532,0.2684,0.2181,0.4724,0.5554
-20.6,-29.8,2.91,0.260855,0.193309,512,55,17,0.810998,17,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.6,-29.6,2.91,0.260665,0.193038,508,59,21,0.804873,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.6,-29.4,2.91,0.258951,0.192132,516,64,22,0.79752,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.6,-29.2,2.91,0.254461,0.189232,510,66,22,0.794126,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.6,-29.0,2.91,0.25074,0.185154,510,68,21,0.78518,20,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0154,0.0154,0.0154,0.0034,0.0034,0.0034
-20.6,-28.8,2.91,0.246485,0.182085,513,70,21,0.777077,20,1,0.03,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0068,0.0068,0.0068
-20.6,-28.6,2.92,0.244529,0.179973,510,66,23,0.775593,22,1,0.03,2.0,2.0,2.0,1.0,1.0,0.003,0.003,0.003,0.0049,0.0049,0.0049
-20.4,-40.2,1.65,0.232371,0.121862,477,422,183,0.917585,165,18,0.55,2.22,4.3,6.0,1.44,3.0,0.1817,0.2876,0.295,0.2301,0.5025,0.569
-20.4,-40.0,2.17,0.235713,0.152222,494,322,146,0.907028,135,11,0.33,2.09,3.0,3.0,1.36,2.0,0.1792,0.273,0.2756,0.2111,0.4731,0.5655
-20.4,-39.8,2.4,0.253084,0.183255,505,220,99,0.894402,93,6,0.18,2.5,4.0,4.0,1.33,2.0,0.1736,0.247,0.2471,0.2223,0.4331,0.4834
-20.4,-29.6,2.9,0.256897,0.189982,505,63,19,0.820567,19,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.4,-29.4,2.9,0.254991,0.188882,509,68,22,0.819149,22,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.4,-29.2,2.9,0.251102,0.186187,507,68,20,0.815344,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.4,-29.0,2.9,0.246956,0.18256,509,70,20,0.813267,20,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.4,-28.8,2.91,0.243242,0.179635,508,73,18,0.802867,17,1,0.03,2.0,2.0,2.0,1.0,1.0,0.0005,0.0005,0.0005,0.0022,0.0022,0.0022
-20.4,-28.6,2.91,0.240405,0.177482,509,70,18,0.791805,17,1,0.03,2.0,2.0,2.0,1.0,1.0,0.006,0.006,0.006,0.0081,0.0081,0.0081
-20.2,-40.0,2.08,0.235969,0.144534,475,366,157,0.917964,141,16,0.48,2.12,4.25,5.0,1.44,3.0,0.1567,0.2909,0.2937,0.1885,0.4901,0.6072
-20.2,-39.8,2.32,0.24692,0.173014,501,262,120,0.902548,113,7,0.21,2.71,4.4,5.0,1.71,2.0,0.1796,0.2608,0.2629,0.2427,0.436,0.4847
-20.2,-29.6,2.89,0.251814,0.185897,500,61,21,0.833773,21,0,0.0,,,,,,,,,0.0,0.0,0.0
-20.2,-29.4,2.89,0.249102,0.184233,504,60,22,0.830219,22,0,0.0,,,,,,,,,0.0,0.0,0.0
