grid_lat,grid_lon,surge_q90_anomaly_cm,surge_q99_anomaly_cm,springneap_swing_cm,surge_q99_over_swing,zos_seasonal_amplitude_cm,zos_synoptic_residual_std_cm,seasonal_over_synoptic,latitude_band,hs_q99_m,wave_setup_proxy_cm,storm_component_cm,q_storm_over_tide,n_compound_zos,n_compound_ssh_total,rayleigh_R_compound_zos,rayleigh_p_compound_zos,rayleigh_R_compound_ssh_total,rayleigh_p_compound_ssh_total,branch,selected_R,selected_p,selected_locked
-34.6,-54.0,26.052185495737238,61.65192254388621,41.61398559808731,1.481519293521356,18.854610053747813,19.41463738032971,0.9711543761744786,RS,3.430000066757202,68.60000133514404,130.25192387903024,3.130003579494125,302,286,0.0348694503875518,0.693018265245446,0.0956117990180085,0.0731011080876927,keep_tide_SSH_total,0.0956117990180085,0.0731011080876927,False
-34.6,-53.8,23.03005860370071,55.123394232210174,43.61196309328079,1.2639512262795372,17.765519369468873,17.29364027769425,1.0272862788977553,RS,3.7200000286102295,74.40000057220459,129.52339480441475,2.969905173206252,299,274,0.033698769327219,0.7124289785648973,0.1163939098723457,0.0242858168465943,keep_tide_SSH_total,0.1163939098723457,0.0242858168465943,False
-34.6,-53.6,20.076775537176665,47.909833775206096,45.7632452249527,1.0469063882970204,16.359484904552435,15.09404741537004,1.0838368566335508,RS,4.059999942779541,81.19999885559082,129.10983263079692,2.8212560537642766,299,273,0.0423439494369662,0.5854037601714641,0.1378159179470914,0.0055142363933262,keep_tide_SSH_total,0.1378159179470914,0.0055142363933262,True
-34.6,-53.4,17.025474668655278,40.34530460945114,45.68012356758118,0.8832135611402742,14.885345257529195,12.757979742251582,1.1667478361195585,RS,4.2848000907897905,85.69600181579581,126.04130642524694,2.7592155314285853,293,253,0.0358065023336194,0.6871956754967,0.1540105966950582,0.0024175691805006,keep_tide_SSH_total,0.1540105966950582,0.0024175691805006,True
-34.4,-53.8,27.248446433144707,62.87072738845927,45.99733278155327,1.3668341963878587,18.962265731074734,20.08455201917921,0.9441219158369688,RS,2.4000000953674316,48.00000190734863,110.8707292958079,2.410373006242471,316,299,0.0378038505413484,0.6369576926542041,0.0877421525000776,0.1000095774794223,keep_tide_SSH_total,0.0877421525000776,0.1000095774794223,False
-34.4,-53.6,24.200550706086503,56.384509951768166,48.15605282783508,1.1708706723400073,18.08499253542327,17.978078616060966,1.0059469046523577,RS,3.304799947738643,66.09599895477287,122.48050890654103,2.5434083923868664,295,267,0.0421651848524005,0.5922507456537305,0.119313623965746,0.0222059199002615,keep_tide_SSH_total,0.119313623965746,0.0222059199002615,False
-34.4,-53.4,20.672948486438347,49.180752284160185,48.293936252594,1.0183628857032452,16.72696486205507,15.3936587967754,1.0866139806579944,RS,3.884800109863277,77.69600219726554,126.87675448142573,2.627177743760964,295,264,0.0540217619949203,0.4231276306623709,0.1268334562543245,0.0141788501639438,keep_tide_SSH_total,0.1268334562543245,0.0141788501639438,False
-34.2,-53.6,26.895816422117115,61.70737621845041,52.71440073847771,1.1705980785893386,18.667208256100988,19.766763566887214,0.9443735284703778,RS,2.819999933242798,56.39999866485596,118.10737488330636,2.2405144178580505,259,248,0.0490381999573256,0.5368694199070397,0.1066044642810898,0.0595621215257805,keep_tide_SSH_total,0.1066044642810898,0.0595621215257805,False
-34.2,-53.4,23.57911822643933,55.37415704575235,52.668989449739456,1.0513616764679783,17.675124095889544,17.374609910836156,1.0172961687540372,RS,3.574799928665157,71.49599857330314,126.87015561905548,2.408820768056014,288,265,0.0445588613637048,0.5648966996583082,0.1239053155578698,0.0169681296845341,keep_tide_SSH_total,0.1239053155578698,0.0169681296845341,False
-34.2,-53.2,20.024556708308328,48.03085727688895,51.010166108608246,0.9415938221926996,16.384525444794075,14.835341480830294,1.1044252311930658,RS,3.954800043106075,79.0960008621215,127.12685813901045,2.4921867117299406,290,257,0.0481519592433282,0.5108766690083255,0.1453985269073602,0.0042898193039655,keep_tide_SSH_total,0.1453985269073602,0.0042898193039655,True
