grid_lat,grid_lon,compound_count_total,mean_overlap_duration,mean_compound_intensity_norm,compound_count_annual_mean,Hazard_Frequency,Hazard_Duration,Hazard_Intensity,Hazard_Index_raw,Hazard_Index,frequency_minmax,duration_minmax,intensity_minmax,hazard_former_count_only,hazard_current_multimetric_raw,hazard_current_multimetric,hazard_count_only_minus_multimetric
-24.600000,-47.000000,232,1.550000,0.360200,7.030000,0.677419,0.232000,0.468109,0.459176,0.577656,0.677419,0.232000,0.468109,0.677419,0.459176,0.577656,0.099763
-24.600000,-46.800000,219,1.580000,0.376300,6.640000,0.630824,0.256000,0.493717,0.460181,0.579749,0.630824,0.256000,0.493717,0.630824,0.460181,0.579749,0.051075
-24.600000,-46.600000,217,1.610000,0.401200,6.580000,0.623656,0.280000,0.533323,0.478993,0.618946,0.623656,0.280000,0.533323,0.623656,0.478993,0.618946,0.004710
-24.400000,-46.800000,237,1.600000,0.341500,7.180000,0.695341,0.272000,0.438365,0.468568,0.597226,0.695341,0.272000,0.438365,0.695341,0.468568,0.597226,0.098114
-24.400000,-46.600000,239,1.590000,0.361100,7.240000,0.702509,0.264000,0.469540,0.478683,0.618301,0.702509,0.264000,0.469540,0.702509,0.478683,0.618301,0.084208
-24.400000,-46.400000,232,1.610000,0.383000,7.030000,0.677419,0.280000,0.504374,0.487264,0.636181,0.677419,0.280000,0.504374,0.677419,0.487264,0.636181,0.041238
-24.400000,-46.200000,233,1.630000,0.392000,7.060000,0.681004,0.296000,0.518689,0.498564,0.659725,0.681004,0.296000,0.518689,0.681004,0.498564,0.659725,0.021278
-24.400000,-46.000000,223,1.670000,0.405300,6.760000,0.645161,0.328000,0.539844,0.504335,0.671749,0.645161,0.328000,0.539844,0.645161,0.504335,0.671749,-0.026588
-24.400000,-45.200000,163,1.770000,0.435900,4.940000,0.430108,0.408000,0.588516,0.475541,0.611754,0.430108,0.408000,0.588516,0.430108,0.475541,0.611754,-0.181647
-24.200000,-46.600000,248,1.630000,0.338000,7.520000,0.734767,0.296000,0.432798,0.487855,0.637411,0.734767,0.296000,0.432798,0.734767,0.487855,0.637411,0.097356
-24.200000,-46.400000,249,1.650000,0.354600,7.550000,0.738351,0.312000,0.459202,0.503184,0.669351,0.738351,0.312000,0.459202,0.738351,0.503184,0.669351,0.069000
-24.200000,-46.200000,245,1.660000,0.361600,7.430000,0.724014,0.320000,0.470336,0.504783,0.672683,0.724014,0.320000,0.470336,0.724014,0.504783,0.672683,0.051331
-24.200000,-46.000000,239,1.660000,0.380200,7.240000,0.702509,0.320000,0.499920,0.507476,0.678294,0.702509,0.320000,0.499920,0.702509,0.507476,0.678294,0.024214
-24.200000,-45.800000,243,1.690000,0.399400,7.360000,0.716846,0.344000,0.530460,0.530435,0.726131,0.716846,0.344000,0.530460,0.716846,0.530435,0.726131,-0.009285
-24.200000,-45.600000,232,1.700000,0.403900,7.030000,0.677419,0.352000,0.537617,0.522346,0.709276,0.677419,0.352000,0.537617,0.677419,0.522346,0.709276,-0.031856
-24.200000,-45.400000,224,1.690000,0.415800,6.790000,0.648746,0.344000,0.556545,0.516430,0.696950,0.648746,0.344000,0.556545,0.648746,0.516430,0.696950,-0.048205
-24.200000,-45.200000,197,1.780000,0.425600,5.970000,0.551971,0.416000,0.572133,0.513368,0.690570,0.551971,0.416000,0.572133,0.551971,0.513368,0.690570,-0.138599
-24.200000,-45.000000,166,1.810000,0.430900,5.030000,0.440860,0.440000,0.580563,0.487141,0.635924,0.440860,0.440000,0.580563,0.440860,0.487141,0.635924,-0.195064
-24.000000,-46.400000,285,1.660000,0.279800,8.640000,0.867384,0.320000,0.340226,0.509203,0.681892,0.867384,0.320000,0.340226,0.867384,0.509203,0.681892,0.185491
-24.000000,-46.200000,273,1.680000,0.288600,8.270000,0.824373,0.336000,0.354223,0.504865,0.672854,0.824373,0.336000,0.354223,0.824373,0.504865,0.672854,0.151519
-24.000000,-46.000000,264,1.690000,0.352700,8.000000,0.792115,0.344000,0.456179,0.530765,0.726818,0.792115,0.344000,0.456179,0.792115,0.530765,0.726818,0.065297
-24.000000,-45.800000,271,1.680000,0.352000,8.210000,0.817204,0.336000,0.455066,0.536090,0.737914,0.817204,0.336000,0.455066,0.817204,0.536090,0.737914,0.079291
-24.000000,-45.600000,254,1.710000,0.361200,7.700000,0.756272,0.360000,0.469699,0.528657,0.722427,0.756272,0.360000,0.469699,0.756272,0.528657,0.722427,0.033846
-24.000000,-45.400000,244,1.770000,0.385900,7.390000,0.720430,0.408000,0.508987,0.545806,0.758157,0.720430,0.408000,0.508987,0.720430,0.545806,0.758157,-0.037727
-24.000000,-45.200000,230,1.740000,0.400100,6.970000,0.670251,0.384000,0.531573,0.528608,0.722324,0.670251,0.384000,0.531573,0.670251,0.528608,0.722324,-0.052073
-24.000000,-45.000000,206,1.750000,0.410200,6.240000,0.584229,0.392000,0.547638,0.507956,0.679293,0.584229,0.392000,0.547638,0.584229,0.507956,0.679293,-0.095064
-24.000000,-44.800000,177,1.820000,0.419100,5.360000,0.480287,0.448000,0.561794,0.496694,0.655827,0.480287,0.448000,0.561794,0.480287,0.496694,0.655827,-0.175541
-23.800000,-45.800000,298,1.720000,0.291300,9.030000,0.913978,0.368000,0.358518,0.546832,0.760295,0.913978,0.368000,0.358518,0.913978,0.546832,0.760295,0.153683
-23.800000,-45.600000,300,1.750000,0.248500,9.090000,0.921147,0.392000,0.290441,0.534529,0.734661,0.921147,0.392000,0.290441,0.921147,0.534529,0.734661,0.186486
-23.800000,-45.400000,289,1.730000,0.149900,8.760000,0.881720,0.376000,0.133609,0.463776,0.587242,0.881720,0.376000,0.133609,0.881720,0.463776,0.587242,0.294479
-23.800000,-45.200000,225,1.610000,0.194800,6.820000,0.652330,0.280000,0.205026,0.379119,0.410849,0.652330,0.280000,0.205026,0.652330,0.379119,0.410849,0.241481
-23.800000,-45.000000,217,1.730000,0.364400,6.580000,0.623656,0.376000,0.474789,0.491482,0.644968,0.623656,0.376000,0.474789,0.623656,0.491482,0.644968,-0.021312
-23.800000,-44.800000,216,1.730000,0.393800,6.550000,0.620072,0.376000,0.521552,0.505875,0.674957,0.620072,0.376000,0.521552,0.620072,0.505875,0.674957,-0.054885
-23.800000,-44.600000,200,1.800000,0.410300,6.060000,0.562724,0.432000,0.547797,0.514174,0.692249,0.562724,0.432000,0.547797,0.562724,0.514174,0.692249,-0.129525
-23.600000,-45.200000,181,1.400000,0.136500,5.490000,0.494624,0.112000,0.112295,0.239640,0.120232,0.494624,0.112000,0.112295,0.494624,0.239640,0.120232,0.374392
-23.600000,-45.000000,218,1.630000,0.258800,6.610000,0.627240,0.296000,0.306824,0.410021,0.475238,0.627240,0.296000,0.306824,0.627240,0.410021,0.475238,0.152003
-23.600000,-44.800000,221,1.790000,0.347900,6.700000,0.637993,0.424000,0.448545,0.503512,0.670035,0.637993,0.424000,0.448545,0.637993,0.503512,0.670035,-0.032042
-23.600000,-44.600000,218,1.830000,0.383400,6.610000,0.627240,0.456000,0.505010,0.529417,0.724009,0.627240,0.456000,0.505010,0.627240,0.529417,0.724009,-0.096769
-23.600000,-44.400000,214,1.810000,0.405200,6.490000,0.612903,0.440000,0.539685,0.530863,0.727022,0.612903,0.440000,0.539685,0.612903,0.530863,0.727022,-0.114119
-23.600000,-44.200000,197,1.860000,0.417100,5.970000,0.551971,0.480000,0.558613,0.530195,0.725630,0.551971,0.480000,0.558613,0.551971,0.530195,0.725630,-0.173659
-23.600000,-44.000000,181,1.870000,0.425900,5.490000,0.494624,0.488000,0.572610,0.518411,0.701078,0.494624,0.488000,0.572610,0.494624,0.518411,0.701078,-0.206454
-23.400000,-44.400000,232,1.790000,0.371900,7.030000,0.677419,0.424000,0.486719,0.529379,0.723931,0.677419,0.424000,0.486719,0.677419,0.529379,0.723931,-0.046512
-23.400000,-44.200000,227,1.840000,0.393400,6.880000,0.659498,0.464000,0.520916,0.548138,0.763017,0.659498,0.464000,0.520916,0.659498,0.548138,0.763017,-0.103519
-23.400000,-44.000000,215,1.840000,0.407200,6.520000,0.616487,0.464000,0.542866,0.541118,0.748389,0.616487,0.464000,0.542866,0.616487,0.541118,0.748389,-0.131902
-23.400000,-43.800000,207,1.840000,0.409900,6.270000,0.587814,0.464000,0.547161,0.532991,0.731457,0.587814,0.464000,0.547161,0.587814,0.532991,0.731457,-0.143644
-23.400000,-43.600000,196,1.850000,0.414200,5.940000,0.548387,0.472000,0.554000,0.524796,0.714381,0.548387,0.472000,0.554000,0.548387,0.524796,0.714381,-0.165994
-23.400000,-43.400000,187,1.790000,0.420600,5.670000,0.516129,0.424000,0.564180,0.501436,0.665709,0.516129,0.424000,0.564180,0.516129,0.501436,0.665709,-0.149580
-23.400000,-43.200000,177,1.830000,0.425800,5.360000,0.480287,0.456000,0.572451,0.502913,0.668785,0.480287,0.456000,0.572451,0.480287,0.502913,0.668785,-0.188498
-23.400000,-43.000000,166,1.780000,0.428700,5.030000,0.440860,0.416000,0.577064,0.477975,0.616825,0.440860,0.416000,0.577064,0.440860,0.477975,0.616825,-0.175965
-23.400000,-42.800000,146,1.740000,0.436600,4.420000,0.369176,0.384000,0.589629,0.447602,0.553540,0.369176,0.384000,0.589629,0.369176,0.447602,0.553540,-0.184364
-23.400000,-42.600000,134,1.750000,0.443000,4.060000,0.326165,0.392000,0.599809,0.439325,0.536294,0.326165,0.392000,0.599809,0.326165,0.439325,0.536294,-0.210129
-23.400000,-42.200000,127,1.710000,0.448500,3.850000,0.301075,0.360000,0.608557,0.423211,0.502719,0.301075,0.360000,0.608557,0.301075,0.423211,0.502719,-0.201644
-23.400000,-42.000000,130,1.730000,0.449400,3.940000,0.311828,0.376000,0.609989,0.432606,0.522294,0.311828,0.376000,0.609989,0.311828,0.432606,0.522294,-0.210466
-23.200000,-44.400000,243,1.810000,0.265400,7.360000,0.716846,0.440000,0.317321,0.491389,0.644775,0.716846,0.440000,0.317321,0.716846,0.491389,0.644775,0.072071
-23.200000,-44.200000,245,1.850000,0.313300,7.430000,0.724014,0.472000,0.393510,0.529842,0.724894,0.724014,0.472000,0.393510,0.724014,0.529842,0.724894,-0.000880
-23.200000,-44.000000,238,1.800000,0.316300,7.210000,0.698925,0.432000,0.398282,0.509736,0.683002,0.698925,0.432000,0.398282,0.698925,0.509736,0.683002,0.015923
-23.200000,-43.800000,228,1.820000,0.363600,6.910000,0.663082,0.448000,0.473517,0.528200,0.721473,0.663082,0.448000,0.473517,0.663082,0.528200,0.721473,-0.058391
-23.200000,-43.600000,227,1.820000,0.388800,6.880000,0.659498,0.448000,0.513599,0.540366,0.746823,0.659498,0.448000,0.513599,0.659498,0.540366,0.746823,-0.087324
-23.200000,-43.400000,218,1.850000,0.401800,6.610000,0.627240,0.472000,0.534277,0.544506,0.755448,0.627240,0.472000,0.534277,0.627240,0.544506,0.755448,-0.128208
-23.200000,-43.200000,213,1.860000,0.408800,6.460000,0.609319,0.480000,0.545411,0.544910,0.756291,0.609319,0.480000,0.545411,0.609319,0.544910,0.756291,-0.146972
-23.200000,-43.000000,203,1.860000,0.413300,6.150000,0.573477,0.480000,0.552569,0.535348,0.736368,0.573477,0.480000,0.552569,0.573477,0.535348,0.736368,-0.162892
-23.200000,-42.800000,190,1.810000,0.420100,5.760000,0.526882,0.440000,0.563385,0.510089,0.683738,0.526882,0.440000,0.563385,0.526882,0.510089,0.683738,-0.156856
-23.200000,-42.600000,179,1.790000,0.424500,5.420000,0.487455,0.424000,0.570383,0.493946,0.650103,0.487455,0.424000,0.570383,0.487455,0.493946,0.650103,-0.162648
-23.200000,-42.400000,166,1.800000,0.430900,5.030000,0.440860,0.432000,0.580563,0.484474,0.630368,0.440860,0.432000,0.580563,0.440860,0.484474,0.630368,-0.189507
-23.200000,-42.200000,160,1.790000,0.437600,4.850000,0.419355,0.424000,0.591220,0.478192,0.617277,0.419355,0.424000,0.591220,0.419355,0.478192,0.617277,-0.197922
-23.200000,-42.000000,158,1.750000,0.438000,4.790000,0.412186,0.392000,0.591856,0.465348,0.590515,0.412186,0.392000,0.591856,0.412186,0.465348,0.590515,-0.178329
-23.200000,-41.800000,154,1.730000,0.443100,4.670000,0.397849,0.376000,0.599968,0.457939,0.575079,0.397849,0.376000,0.599968,0.397849,0.457939,0.575079,-0.177230
-23.000000,-44.400000,269,1.720000,0.065900,8.150000,0.810036,0.368000,0.000000,0.392679,0.439103,0.810036,0.368000,0.000000,0.810036,0.392679,0.439103,0.370933
-23.000000,-44.000000,244,1.610000,0.092400,7.390000,0.720430,0.280000,0.042150,0.347527,0.345025,0.720430,0.280000,0.042150,0.720430,0.347527,0.345025,0.375405
-23.000000,-43.400000,245,1.810000,0.244000,7.430000,0.724014,0.440000,0.283283,0.482432,0.626113,0.724014,0.440000,0.283283,0.724014,0.482432,0.626113,0.097901
-23.000000,-43.200000,236,1.850000,0.280600,7.150000,0.691756,0.472000,0.341498,0.501752,0.666366,0.691756,0.472000,0.341498,0.691756,0.501752,0.666366,0.025390
-23.000000,-43.000000,229,1.860000,0.337000,6.940000,0.666667,0.480000,0.431207,0.525958,0.716802,0.666667,0.480000,0.431207,0.666667,0.525958,0.716802,-0.050136
-23.000000,-42.800000,230,1.850000,0.366500,6.970000,0.670251,0.472000,0.478129,0.540127,0.746324,0.670251,0.472000,0.478129,0.670251,0.540127,0.746324,-0.076073
-23.000000,-42.600000,227,1.890000,0.382300,6.880000,0.659498,0.504000,0.503261,0.555586,0.778536,0.659498,0.504000,0.503261,0.659498,0.555586,0.778536,-0.119037
-23.000000,-42.400000,218,1.910000,0.395700,6.610000,0.627240,0.520000,0.524575,0.557272,0.782047,0.627240,0.520000,0.524575,0.627240,0.557272,0.782047,-0.154807
-23.000000,-42.200000,217,1.880000,0.401800,6.580000,0.623656,0.496000,0.534277,0.551311,0.769628,0.623656,0.496000,0.534277,0.623656,0.551311,0.769628,-0.145972
-23.000000,-42.000000,201,1.850000,0.407800,6.090000,0.566308,0.472000,0.543821,0.527376,0.719758,0.566308,0.472000,0.543821,0.566308,0.527376,0.719758,-0.153449
-23.000000,-41.800000,183,1.730000,0.418200,5.550000,0.501792,0.376000,0.560363,0.479385,0.619763,0.501792,0.376000,0.560363,0.501792,0.479385,0.619763,-0.117971
-23.000000,-41.600000,172,1.730000,0.431600,5.210000,0.462366,0.376000,0.581676,0.473347,0.607183,0.462366,0.376000,0.581676,0.462366,0.473347,0.607183,-0.144818
-22.800000,-41.800000,163,1.650000,0.271200,4.940000,0.430108,0.312000,0.326547,0.356218,0.363134,0.430108,0.312000,0.326547,0.430108,0.356218,0.363134,0.066974
-22.800000,-41.600000,174,1.740000,0.387000,5.270000,0.469534,0.384000,0.510736,0.454757,0.568448,0.469534,0.384000,0.510736,0.469534,0.454757,0.568448,-0.098914
-22.600000,-41.800000,125,1.580000,0.225700,3.790000,0.293907,0.256000,0.254175,0.268027,0.179380,0.293907,0.256000,0.254175,0.293907,0.268027,0.179380,0.114527
-22.600000,-41.600000,170,1.780000,0.352500,5.150000,0.455197,0.416000,0.455861,0.442353,0.542603,0.455197,0.416000,0.455861,0.455197,0.442353,0.542603,-0.087406
-22.600000,-41.400000,177,1.760000,0.391700,5.360000,0.480287,0.400000,0.518212,0.466166,0.592221,0.480287,0.400000,0.518212,0.480287,0.466166,0.592221,-0.111934
-22.400000,-41.600000,167,1.810000,0.238800,5.060000,0.444444,0.440000,0.275012,0.386485,0.426199,0.444444,0.440000,0.275012,0.444444,0.386485,0.426199,0.018246
-22.400000,-41.400000,175,1.830000,0.332400,5.300000,0.473118,0.456000,0.423891,0.451003,0.560627,0.473118,0.456000,0.423891,0.473118,0.451003,0.560627,-0.087508
-22.400000,-41.200000,175,1.820000,0.381600,5.300000,0.473118,0.448000,0.502147,0.474422,0.609422,0.473118,0.448000,0.502147,0.473118,0.474422,0.609422,-0.136304
-22.400000,-41.000000,159,1.790000,0.405600,4.820000,0.415771,0.424000,0.540321,0.460031,0.579437,0.415771,0.424000,0.540321,0.415771,0.460031,0.579437,-0.163666
-22.400000,-40.800000,134,1.740000,0.426300,4.060000,0.326165,0.384000,0.573246,0.427804,0.512289,0.326165,0.384000,0.573246,0.326165,0.427804,0.512289,-0.186124
-22.200000,-41.400000,179,1.810000,0.148000,5.420000,0.487455,0.440000,0.130587,0.352681,0.355763,0.487455,0.440000,0.130587,0.487455,0.352681,0.355763,0.131692
-22.200000,-41.200000,177,1.850000,0.322300,5.360000,0.480287,0.472000,0.407826,0.453371,0.565560,0.480287,0.472000,0.407826,0.480287,0.453371,0.565560,-0.085274
-22.200000,-41.000000,174,1.770000,0.368600,5.270000,0.469534,0.408000,0.481470,0.453001,0.564790,0.469534,0.408000,0.481470,0.469534,0.453001,0.564790,-0.095256
-22.200000,-40.800000,159,1.670000,0.398800,4.820000,0.415771,0.328000,0.529505,0.424425,0.505250,0.415771,0.328000,0.529505,0.415771,0.424425,0.505250,-0.089479
-22.200000,-40.600000,139,1.710000,0.420500,4.210000,0.344086,0.360000,0.564021,0.422702,0.501660,0.344086,0.360000,0.564021,0.344086,0.422702,0.501660,-0.157574
-22.000000,-40.800000,163,1.630000,0.341600,4.940000,0.430108,0.296000,0.438524,0.388210,0.429793,0.430108,0.296000,0.438524,0.430108,0.388210,0.429793,0.000315
-22.000000,-40.600000,151,1.700000,0.387600,4.580000,0.387097,0.352000,0.511691,0.416929,0.489631,0.387097,0.352000,0.511691,0.387097,0.416929,0.489631,-0.102534
-21.800000,-40.800000,137,1.530000,0.266100,4.150000,0.336918,0.216000,0.318435,0.290451,0.226102,0.336918,0.216000,0.318435,0.336918,0.290451,0.226102,0.110816
-21.800000,-40.600000,135,1.650000,0.348900,4.090000,0.329749,0.312000,0.450135,0.363961,0.379268,0.329749,0.312000,0.450135,0.329749,0.363961,0.379268,-0.049519
-21.600000,-40.800000,110,1.500000,0.247200,3.330000,0.240143,0.192000,0.288373,0.240172,0.121341,0.240143,0.192000,0.288373,0.240143,0.240172,0.121341,0.118802
-21.600000,-40.600000,116,1.630000,0.323100,3.520000,0.261649,0.296000,0.409098,0.322249,0.292356,0.261649,0.296000,0.409098,0.261649,0.322249,0.292356,-0.030707
-21.400000,-40.800000,104,1.520000,0.228500,3.150000,0.218638,0.208000,0.258629,0.228422,0.096859,0.218638,0.208000,0.258629,0.218638,0.228422,0.096859,0.121779
-21.400000,-40.600000,113,1.620000,0.290400,3.420000,0.250896,0.288000,0.357086,0.298661,0.243208,0.250896,0.288000,0.357086,0.250896,0.298661,0.243208,0.007688
-21.200000,-40.800000,100,1.540000,0.220400,3.030000,0.204301,0.224000,0.245745,0.224682,0.089066,0.204301,0.224000,0.245745,0.204301,0.224682,0.089066,0.115235
-21.200000,-40.600000,116,1.570000,0.259000,3.520000,0.261649,0.248000,0.307142,0.272263,0.188207,0.261649,0.248000,0.307142,0.261649,0.272263,0.188207,0.073442
-21.200000,-40.400000,100,1.710000,0.312500,3.030000,0.204301,0.360000,0.392238,0.318846,0.285266,0.204301,0.360000,0.392238,0.204301,0.318846,0.285266,-0.080965
-21.000000,-40.800000,112,1.630000,0.186000,3.390000,0.247312,0.296000,0.191029,0.244780,0.130943,0.247312,0.296000,0.191029,0.247312,0.244780,0.130943,0.116369
-21.000000,-40.600000,121,1.600000,0.224000,3.670000,0.279570,0.272000,0.251471,0.267680,0.178657,0.279570,0.272000,0.251471,0.279570,0.267680,0.178657,0.100913
-21.000000,-40.400000,110,1.690000,0.296100,3.330000,0.240143,0.344000,0.366152,0.316765,0.280930,0.240143,0.344000,0.366152,0.240143,0.316765,0.280930,-0.040787
-21.000000,-40.200000,86,1.700000,0.357000,2.610000,0.154122,0.352000,0.463019,0.323047,0.294019,0.154122,0.352000,0.463019,0.154122,0.323047,0.294019,-0.139897
-21.000000,-29.400000,55,1.560000,0.459500,1.670000,0.043011,0.240000,0.626054,0.303022,0.252294,0.043011,0.240000,0.626054,0.043011,0.303022,0.252294,-0.209283
-21.000000,-29.200000,54,1.570000,0.458600,1.640000,0.039427,0.248000,0.624622,0.304016,0.254366,0.039427,0.248000,0.624622,0.039427,0.304016,0.254366,-0.214940
-20.800000,-40.400000,112,1.770000,0.266500,3.390000,0.247312,0.408000,0.319071,0.324794,0.297659,0.247312,0.408000,0.319071,0.247312,0.324794,0.297659,-0.050348
-20.800000,-40.200000,99,1.740000,0.329700,3.000000,0.200717,0.384000,0.419596,0.334771,0.318447,0.200717,0.384000,0.419596,0.200717,0.334771,0.318447,-0.117730
-20.800000,-40.000000,82,1.720000,0.384300,2.490000,0.139785,0.368000,0.506442,0.338076,0.325332,0.139785,0.368000,0.506442,0.139785,0.338076,0.325332,-0.185547
-20.800000,-29.600000,57,1.580000,0.457500,1.730000,0.050179,0.256000,0.622873,0.309684,0.266176,0.050179,0.256000,0.622873,0.050179,0.309684,0.266176,-0.215996
-20.800000,-29.400000,55,1.560000,0.458200,1.670000,0.043011,0.240000,0.623986,0.302332,0.250858,0.043011,0.240000,0.623986,0.043011,0.302332,0.250858,-0.207847
-20.800000,-29.200000,51,1.590000,0.460300,1.550000,0.028674,0.264000,0.627326,0.306667,0.259889,0.028674,0.264000,0.627326,0.028674,0.306667,0.259889,-0.231215
-20.800000,-29.000000,50,1.640000,0.460000,1.520000,0.025090,0.304000,0.626849,0.318646,0.284849,0.025090,0.304000,0.626849,0.025090,0.318646,0.284849,-0.259760
-20.800000,-28.800000,51,1.590000,0.451200,1.550000,0.028674,0.264000,0.612852,0.301842,0.249836,0.028674,0.264000,0.612852,0.028674,0.301842,0.249836,-0.221162
-20.800000,-28.600000,46,1.630000,0.455600,1.390000,0.010753,0.296000,0.619850,0.308868,0.264475,0.010753,0.296000,0.619850,0.010753,0.308868,0.264475,-0.253722
-20.600000,-40.400000,118,1.730000,0.203200,3.580000,0.268817,0.376000,0.218387,0.287735,0.220442,0.268817,0.376000,0.218387,0.268817,0.287735,0.220442,0.048375
-20.600000,-40.200000,109,1.790000,0.283700,3.300000,0.236559,0.424000,0.346429,0.335663,0.320305,0.236559,0.424000,0.346429,0.236559,0.335663,0.320305,-0.083746
-20.600000,-40.000000,88,1.740000,0.359300,2.670000,0.161290,0.384000,0.466677,0.337323,0.323763,0.161290,0.384000,0.466677,0.161290,0.337323,0.323763,-0.162473
-20.600000,-29.800000,55,1.560000,0.463200,1.670000,0.043011,0.240000,0.631939,0.304983,0.256381,0.043011,0.240000,0.631939,0.043011,0.304983,0.256381,-0.213370
-20.600000,-29.600000,56,1.550000,0.462500,1.700000,0.046595,0.232000,0.630826,0.303140,0.252541,0.046595,0.232000,0.630826,0.046595,0.303140,0.252541,-0.205946
-20.600000,-29.400000,53,1.600000,0.459100,1.610000,0.035842,0.272000,0.625418,0.311087,0.269098,0.035842,0.272000,0.625418,0.035842,0.311087,0.269098,-0.233256
-20.600000,-29.200000,49,1.610000,0.461000,1.490000,0.021505,0.280000,0.628440,0.309982,0.266796,0.021505,0.280000,0.628440,0.021505,0.309982,0.266796,-0.245291
-20.600000,-29.000000,46,1.670000,0.461500,1.390000,0.010753,0.328000,0.629235,0.322663,0.293218,0.010753,0.328000,0.629235,0.010753,0.322663,0.293218,-0.282465
-20.600000,-28.800000,48,1.620000,0.454600,1.450000,0.017921,0.288000,0.618260,0.308060,0.262793,0.017921,0.288000,0.618260,0.017921,0.308060,0.262793,-0.244872
-20.600000,-28.600000,46,1.630000,0.456600,1.390000,0.010753,0.296000,0.621441,0.309398,0.265580,0.010753,0.296000,0.621441,0.010753,0.309398,0.265580,-0.254827
-20.400000,-40.200000,114,1.780000,0.226700,3.450000,0.254480,0.416000,0.255766,0.308749,0.264227,0.254480,0.416000,0.255766,0.254480,0.308749,0.264227,-0.009747
-20.400000,-40.000000,102,1.690000,0.338200,3.090000,0.211470,0.344000,0.433116,0.329528,0.307524,0.211470,0.344000,0.433116,0.211470,0.329528,0.307524,-0.096054
-20.400000,-39.800000,80,1.730000,0.391800,2.420000,0.132616,0.376000,0.518371,0.342329,0.334195,0.132616,0.376000,0.518371,0.132616,0.342329,0.334195,-0.201579
-20.400000,-29.600000,53,1.600000,0.466900,1.610000,0.035842,0.272000,0.637824,0.315222,0.277715,0.035842,0.272000,0.637824,0.035842,0.315222,0.277715,-0.241873
-20.400000,-29.400000,52,1.600000,0.464800,1.580000,0.032258,0.272000,0.634484,0.312914,0.272906,0.032258,0.272000,0.634484,0.032258,0.312914,0.272906,-0.240648
-20.400000,-29.200000,47,1.660000,0.464000,1.420000,0.014337,0.320000,0.633211,0.322516,0.292913,0.014337,0.320000,0.633211,0.014337,0.322516,0.292913,-0.278576
-20.400000,-29.000000,46,1.630000,0.468200,1.390000,0.010753,0.296000,0.639892,0.315548,0.278394,0.010753,0.296000,0.639892,0.010753,0.315548,0.278394,-0.267642
-20.400000,-28.800000,49,1.590000,0.463300,1.490000,0.021505,0.264000,0.632098,0.305868,0.258224,0.021505,0.264000,0.632098,0.021505,0.305868,0.258224,-0.236719
-20.400000,-28.600000,46,1.590000,0.459100,1.390000,0.010753,0.264000,0.625418,0.300057,0.246116,0.010753,0.264000,0.625418,0.010753,0.300057,0.246116,-0.235364
-20.200000,-40.000000,105,1.810000,0.326200,3.180000,0.222222,0.440000,0.414029,0.358750,0.368410,0.222222,0.440000,0.414029,0.222222,0.358750,0.368410,-0.146188
-20.200000,-39.800000,88,1.780000,0.380200,2.670000,0.161290,0.416000,0.499920,0.359070,0.369076,0.161290,0.416000,0.499920,0.161290,0.359070,0.369076,-0.207786
-20.200000,-29.600000,51,1.630000,0.467500,1.550000,0.028674,0.296000,0.638778,0.321151,0.290068,0.028674,0.296000,0.638778,0.028674,0.321151,0.290068,-0.261394
-20.200000,-29.400000,52,1.560000,0.462800,1.580000,0.032258,0.240000,0.631303,0.301187,0.248471,0.032258,0.240000,0.631303,0.032258,0.301187,0.248471,-0.216213
-20.200000,-29.200000,47,1.660000,0.465400,1.420000,0.014337,0.320000,0.635438,0.323258,0.294459,0.014337,0.320000,0.635438,0.014337,0.323258,0.294459,-0.280122
-20.200000,-29.000000,48,1.690000,0.465300,1.450000,0.017921,0.344000,0.635279,0.332400,0.313507,0.017921,0.344000,0.635279,0.017921,0.332400,0.313507,-0.295586
-20.200000,-28.800000,46,1.630000,0.468800,1.390000,0.010753,0.296000,0.640846,0.315866,0.279057,0.010753,0.296000,0.640846,0.010753,0.315866,0.279057,-0.268304
-20.200000,-28.600000,46,1.630000,0.464200,1.390000,0.010753,0.296000,0.633530,0.313427,0.273975,0.010753,0.296000,0.633530,0.010753,0.313427,0.273975,-0.263223
-20.000000,-40.000000,112,1.900000,0.316500,3.390000,0.247312,0.512000,0.398600,0.385971,0.425126,0.247312,0.512000,0.398600,0.247312,0.385971,0.425126,-0.177814
-20.000000,-39.800000,100,1.790000,0.370200,3.030000,0.204301,0.424000,0.484015,0.370772,0.393458,0.204301,0.424000,0.484015,0.204301,0.370772,0.393458,-0.189157
-20.000000,-39.600000,73,1.960000,0.401800,2.210000,0.107527,0.560000,0.534277,0.400601,0.455610,0.107527,0.560000,0.534277,0.107527,0.400601,0.455610,-0.348083
-19.800000,-40.000000,125,1.890000,0.252200,3.790000,0.293907,0.504000,0.296326,0.364744,0.380899,0.293907,0.504000,0.296326,0.293907,0.364744,0.380899,-0.086992
-19.800000,-39.800000,118,1.820000,0.321700,3.580000,0.268817,0.448000,0.406871,0.374563,0.401357,0.268817,0.448000,0.406871,0.268817,0.374563,0.401357,-0.132539
-19.800000,-39.600000,97,1.790000,0.381200,2.940000,0.193548,0.424000,0.501511,0.373020,0.398142,0.193548,0.424000,0.501511,0.193548,0.373020,0.398142,-0.204593
-19.800000,-39.400000,77,1.920000,0.410400,2.330000,0.121864,0.528000,0.547956,0.399273,0.452843,0.121864,0.528000,0.547956,0.121864,0.399273,0.452843,-0.330979
