grid_lat,grid_lon,compound_count_total,mean_overlap_duration,mean_compound_intensity_norm,compound_count_annual_mean,Hazard_Frequency,Hazard_Duration,Hazard_Intensity,Hazard_Index_raw,Hazard_Index,frequency_minmax,duration_minmax,intensity_minmax,hazard_former_count_only,hazard_current_multimetric_raw,hazard_current_multimetric,hazard_count_only_minus_multimetric
-33.800000,-53.200000,252,1.520000,0.358700,7.640000,0.749104,0.208000,0.465723,0.474276,0.609117,0.749104,0.208000,0.465723,0.749104,0.474276,0.609117,0.139987
-33.800000,-53.000000,263,1.570000,0.425900,7.970000,0.788530,0.248000,0.572610,0.536380,0.738518,0.788530,0.248000,0.572610,0.788530,0.536380,0.738518,0.050012
-33.800000,-52.800000,264,1.570000,0.463600,8.000000,0.792115,0.248000,0.632575,0.557563,0.782655,0.792115,0.248000,0.632575,0.792115,0.557563,0.782655,0.009460
-33.600000,-53.000000,266,1.510000,0.251200,8.060000,0.799283,0.200000,0.294735,0.431339,0.519656,0.799283,0.200000,0.294735,0.799283,0.431339,0.519656,0.279627
-33.600000,-52.800000,258,1.570000,0.388100,7.820000,0.770609,0.248000,0.512486,0.510365,0.684313,0.770609,0.248000,0.512486,0.770609,0.510365,0.684313,0.086296
-33.600000,-52.600000,260,1.600000,0.451900,7.880000,0.777778,0.272000,0.613965,0.554581,0.776441,0.777778,0.272000,0.613965,0.777778,0.554581,0.776441,0.001337
-33.400000,-52.800000,258,1.510000,0.313200,7.820000,0.770609,0.200000,0.393351,0.454654,0.568233,0.770609,0.200000,0.393351,0.770609,0.454654,0.568233,0.202376
-33.400000,-52.600000,258,1.570000,0.376000,7.820000,0.770609,0.248000,0.493240,0.503950,0.670946,0.770609,0.248000,0.493240,0.770609,0.503950,0.670946,0.099663
-33.400000,-52.400000,252,1.600000,0.426400,7.640000,0.749104,0.272000,0.573405,0.531503,0.728356,0.749104,0.272000,0.573405,0.749104,0.531503,0.728356,0.020748
-33.200000,-52.600000,235,1.490000,0.293200,7.120000,0.688172,0.184000,0.361540,0.411237,0.477771,0.688172,0.184000,0.361540,0.688172,0.411237,0.477771,0.210401
-33.200000,-52.400000,240,1.560000,0.368500,7.270000,0.706093,0.240000,0.481311,0.475801,0.612296,0.706093,0.240000,0.481311,0.706093,0.475801,0.612296,0.093797
-33.200000,-52.200000,235,1.600000,0.426700,7.120000,0.688172,0.272000,0.573883,0.511352,0.686369,0.688172,0.272000,0.573883,0.688172,0.511352,0.686369,0.001803
-33.000000,-52.400000,202,1.450000,0.274500,6.120000,0.569892,0.152000,0.331796,0.351229,0.352739,0.569892,0.152000,0.331796,0.569892,0.351229,0.352739,0.217153
-33.000000,-52.200000,216,1.530000,0.393700,6.550000,0.620072,0.216000,0.521393,0.452488,0.563722,0.620072,0.216000,0.521393,0.620072,0.452488,0.563722,0.056350
-32.800000,-52.400000,186,1.380000,0.269700,5.640000,0.512545,0.096000,0.324161,0.310902,0.268713,0.512545,0.096000,0.324161,0.512545,0.310902,0.268713,0.243831
-32.800000,-52.200000,195,1.480000,0.330700,5.910000,0.544803,0.176000,0.421187,0.380663,0.414067,0.544803,0.176000,0.421187,0.544803,0.380663,0.414067,0.130736
-32.800000,-52.000000,218,1.500000,0.411400,6.610000,0.627240,0.192000,0.549547,0.456262,0.571585,0.627240,0.192000,0.549547,0.627240,0.456262,0.571585,0.055655
-32.600000,-52.200000,171,1.400000,0.306100,5.180000,0.458781,0.112000,0.382058,0.317613,0.282697,0.458781,0.112000,0.382058,0.458781,0.317613,0.282697,0.176084
-32.600000,-52.000000,199,1.500000,0.401400,6.030000,0.559140,0.192000,0.533641,0.428260,0.513240,0.559140,0.192000,0.533641,0.559140,0.428260,0.513240,0.045900
-32.400000,-52.200000,169,1.390000,0.273700,5.120000,0.451613,0.104000,0.330523,0.295379,0.236369,0.451613,0.104000,0.330523,0.451613,0.295379,0.236369,0.215244
-32.400000,-52.000000,201,1.460000,0.336200,6.090000,0.566308,0.160000,0.429935,0.385414,0.423967,0.566308,0.160000,0.429935,0.566308,0.385414,0.423967,0.142341
-32.400000,-51.800000,226,1.540000,0.404300,6.850000,0.655914,0.224000,0.538254,0.472723,0.605881,0.655914,0.224000,0.538254,0.655914,0.472723,0.605881,0.050033
-32.200000,-52.000000,226,1.420000,0.290700,6.850000,0.655914,0.128000,0.357563,0.380492,0.413711,0.655914,0.128000,0.357563,0.655914,0.380492,0.413711,0.242202
-32.200000,-51.800000,234,1.520000,0.330700,7.090000,0.684588,0.208000,0.421187,0.437925,0.533377,0.684588,0.208000,0.421187,0.684588,0.437925,0.533377,0.151211
-32.200000,-51.600000,242,1.590000,0.384000,7.330000,0.713262,0.264000,0.505965,0.494409,0.651067,0.713262,0.264000,0.505965,0.713262,0.494409,0.651067,0.062195
-32.000000,-51.800000,241,1.450000,0.181300,7.300000,0.709677,0.152000,0.183553,0.348410,0.346865,0.709677,0.152000,0.183553,0.709677,0.348410,0.346865,0.362812
-32.000000,-51.600000,229,1.570000,0.279500,6.940000,0.666667,0.248000,0.339749,0.418138,0.492150,0.666667,0.248000,0.339749,0.666667,0.418138,0.492150,0.174516
-32.000000,-51.400000,235,1.620000,0.385100,7.120000,0.688172,0.288000,0.507714,0.494629,0.651525,0.688172,0.288000,0.507714,0.688172,0.494629,0.651525,0.036647
-32.000000,-51.200000,233,1.670000,0.432000,7.060000,0.681004,0.328000,0.582313,0.530439,0.726139,0.681004,0.328000,0.582313,0.681004,0.530439,0.726139,-0.045135
-31.800000,-51.400000,238,1.550000,0.275200,7.210000,0.698925,0.232000,0.332909,0.421278,0.498692,0.698925,0.232000,0.332909,0.698925,0.421278,0.498692,0.200233
-31.800000,-51.200000,234,1.620000,0.392200,7.090000,0.684588,0.288000,0.519007,0.497198,0.656879,0.684588,0.288000,0.519007,0.684588,0.497198,0.656879,0.027709
-31.800000,-51.000000,221,1.690000,0.437800,6.700000,0.637993,0.344000,0.591538,0.524510,0.713786,0.637993,0.344000,0.591538,0.637993,0.524510,0.713786,-0.075793
-31.600000,-51.200000,228,1.570000,0.269800,6.910000,0.663082,0.248000,0.324320,0.411801,0.478945,0.663082,0.248000,0.324320,0.663082,0.411801,0.478945,0.184137
-31.600000,-51.000000,227,1.630000,0.385900,6.880000,0.659498,0.296000,0.508987,0.488162,0.638050,0.659498,0.296000,0.508987,0.659498,0.488162,0.638050,0.021448
-31.600000,-50.800000,220,1.640000,0.435800,6.670000,0.634409,0.304000,0.588357,0.508922,0.681306,0.634409,0.304000,0.588357,0.634409,0.508922,0.681306,-0.046897
-31.400000,-50.800000,201,1.650000,0.406400,6.090000,0.566308,0.312000,0.541594,0.473301,0.607086,0.566308,0.312000,0.541594,0.566308,0.473301,0.607086,-0.040778
-31.400000,-50.600000,210,1.620000,0.442300,6.360000,0.598566,0.288000,0.598696,0.495087,0.652481,0.598566,0.288000,0.598696,0.598566,0.495087,0.652481,-0.053914
-31.200000,-50.800000,211,1.570000,0.346400,6.390000,0.602151,0.248000,0.446159,0.432103,0.521247,0.602151,0.248000,0.446159,0.602151,0.432103,0.521247,0.080903
-31.200000,-50.600000,222,1.650000,0.376500,6.730000,0.641577,0.312000,0.494035,0.482537,0.626332,0.641577,0.312000,0.494035,0.641577,0.482537,0.626332,0.015245
-31.200000,-50.400000,209,1.610000,0.429500,6.330000,0.594982,0.280000,0.578336,0.484439,0.630295,0.594982,0.280000,0.578336,0.594982,0.484439,0.630295,-0.035313
-31.000000,-50.600000,195,1.560000,0.331700,5.910000,0.544803,0.240000,0.422777,0.402527,0.459622,0.544803,0.240000,0.422777,0.544803,0.402527,0.459622,0.085181
-31.000000,-50.400000,222,1.590000,0.394200,6.730000,0.641577,0.264000,0.522189,0.475922,0.612548,0.641577,0.264000,0.522189,0.641577,0.475922,0.612548,0.029029
-31.000000,-50.200000,205,1.590000,0.443300,6.210000,0.580645,0.264000,0.600286,0.481644,0.624470,0.580645,0.264000,0.600286,0.580645,0.481644,0.624470,-0.043825
-30.800000,-50.400000,207,1.560000,0.345100,6.270000,0.587814,0.240000,0.444091,0.423968,0.504297,0.587814,0.240000,0.444091,0.587814,0.423968,0.504297,0.083516
-30.800000,-50.200000,222,1.590000,0.414700,6.730000,0.641577,0.264000,0.554796,0.486791,0.635194,0.641577,0.264000,0.554796,0.641577,0.486791,0.635194,0.006383
-30.600000,-50.400000,122,1.410000,0.231000,3.700000,0.283154,0.120000,0.262605,0.221920,0.083311,0.283154,0.120000,0.262605,0.283154,0.221920,0.083311,0.199843
-30.600000,-50.200000,198,1.580000,0.354600,6.000000,0.555556,0.256000,0.459202,0.423586,0.503500,0.555556,0.256000,0.459202,0.555556,0.423586,0.503500,0.052055
-30.600000,-50.000000,216,1.590000,0.422900,6.550000,0.620072,0.264000,0.567838,0.483970,0.629317,0.620072,0.264000,0.567838,0.620072,0.483970,0.629317,-0.009245
-30.400000,-50.200000,152,1.430000,0.258000,4.610000,0.390681,0.136000,0.305551,0.277411,0.198931,0.390681,0.136000,0.305551,0.390681,0.277411,0.198931,0.191750
-30.400000,-50.000000,210,1.600000,0.371100,6.360000,0.598566,0.272000,0.485446,0.452004,0.562713,0.598566,0.272000,0.485446,0.598566,0.452004,0.562713,0.035854
-30.400000,-49.800000,214,1.640000,0.435300,6.490000,0.612903,0.304000,0.587562,0.501488,0.665818,0.612903,0.304000,0.587562,0.612903,0.501488,0.665818,-0.052914
-30.200000,-50.000000,165,1.580000,0.328900,5.000000,0.437276,0.256000,0.418324,0.370533,0.392961,0.437276,0.256000,0.418324,0.437276,0.370533,0.392961,0.044315
-30.200000,-49.800000,208,1.600000,0.406900,6.300000,0.591398,0.272000,0.542389,0.468596,0.597283,0.591398,0.272000,0.542389,0.591398,0.468596,0.597283,-0.005885
-30.000000,-50.000000,131,1.460000,0.262700,3.970000,0.315412,0.160000,0.313027,0.262813,0.168516,0.315412,0.160000,0.313027,0.315412,0.262813,0.168516,0.146896
-30.000000,-49.800000,200,1.590000,0.378300,6.060000,0.562724,0.264000,0.496898,0.441207,0.540217,0.562724,0.264000,0.496898,0.562724,0.441207,0.540217,0.022507
-29.800000,-49.800000,195,1.540000,0.339100,5.910000,0.544803,0.224000,0.434547,0.401117,0.456684,0.544803,0.224000,0.434547,0.544803,0.401117,0.456684,0.088119
-29.800000,-49.600000,226,1.620000,0.398400,6.850000,0.655914,0.288000,0.528869,0.490928,0.643814,0.655914,0.288000,0.528869,0.655914,0.490928,0.643814,0.012100
-29.600000,-49.800000,168,1.460000,0.276900,5.090000,0.448029,0.160000,0.335613,0.314547,0.276309,0.448029,0.160000,0.335613,0.448029,0.314547,0.276309,0.171720
-29.600000,-49.600000,215,1.610000,0.371300,6.520000,0.616487,0.280000,0.485764,0.460751,0.580937,0.616487,0.280000,0.485764,0.616487,0.460751,0.580937,0.035551
-29.600000,-49.400000,233,1.660000,0.414600,7.060000,0.681004,0.320000,0.554637,0.518547,0.701360,0.681004,0.320000,0.554637,0.681004,0.518547,0.701360,-0.020357
-29.400000,-49.600000,192,1.560000,0.322700,5.820000,0.534050,0.240000,0.408462,0.394171,0.442211,0.534050,0.240000,0.408462,0.534050,0.394171,0.442211,0.091839
-29.400000,-49.400000,231,1.630000,0.383400,7.000000,0.673835,0.296000,0.505010,0.491615,0.645246,0.673835,0.296000,0.505010,0.673835,0.491615,0.645246,0.028589
-29.400000,-49.200000,242,1.670000,0.421700,7.330000,0.713262,0.328000,0.565930,0.535730,0.737164,0.713262,0.328000,0.565930,0.713262,0.535730,0.737164,-0.023903
-29.200000,-49.400000,227,1.620000,0.344500,6.880000,0.659498,0.288000,0.443137,0.463545,0.586759,0.659498,0.288000,0.443137,0.659498,0.463545,0.586759,0.072739
-29.200000,-49.200000,248,1.680000,0.394300,7.520000,0.734767,0.336000,0.522348,0.531038,0.727388,0.734767,0.336000,0.522348,0.734767,0.531038,0.727388,0.007379
-29.200000,-49.000000,243,1.670000,0.430800,7.360000,0.716846,0.328000,0.580404,0.541750,0.749706,0.716846,0.328000,0.580404,0.716846,0.541750,0.749706,-0.032861
-29.000000,-49.400000,203,1.500000,0.274900,6.150000,0.573477,0.192000,0.332432,0.365970,0.383452,0.573477,0.192000,0.332432,0.573477,0.365970,0.383452,0.190025
-29.000000,-49.200000,254,1.670000,0.347900,7.700000,0.756272,0.328000,0.448545,0.510939,0.685509,0.756272,0.328000,0.448545,0.756272,0.510939,0.685509,0.070763
-29.000000,-49.000000,251,1.720000,0.402600,7.610000,0.745520,0.368000,0.535550,0.549690,0.766250,0.745520,0.368000,0.535550,0.745520,0.549690,0.766250,-0.020730
-29.000000,-48.800000,242,1.710000,0.434200,7.330000,0.713262,0.360000,0.585812,0.553025,0.773198,0.713262,0.360000,0.585812,0.713262,0.553025,0.773198,-0.059936
-29.000000,-48.600000,217,1.690000,0.453200,6.580000,0.623656,0.344000,0.616033,0.527896,0.720841,0.623656,0.344000,0.616033,0.623656,0.527896,0.720841,-0.097185
-28.800000,-49.000000,268,1.680000,0.349800,8.120000,0.806452,0.336000,0.451567,0.531339,0.728015,0.806452,0.336000,0.451567,0.806452,0.531339,0.728015,0.078436
-28.800000,-48.800000,258,1.710000,0.409800,7.820000,0.770609,0.360000,0.547002,0.559204,0.786073,0.770609,0.360000,0.547002,0.770609,0.559204,0.786073,-0.015464
-28.800000,-48.600000,243,1.680000,0.443300,7.360000,0.716846,0.336000,0.600286,0.551044,0.769072,0.716846,0.336000,0.600286,0.716846,0.551044,0.769072,-0.052226
-28.800000,-48.400000,206,1.670000,0.457700,6.240000,0.584229,0.328000,0.623191,0.511807,0.687317,0.584229,0.328000,0.623191,0.584229,0.511807,0.687317,-0.103087
-28.600000,-48.800000,277,1.700000,0.351700,8.390000,0.838710,0.352000,0.454589,0.548433,0.763631,0.838710,0.352000,0.454589,0.838710,0.548433,0.763631,0.075079
-28.600000,-48.600000,255,1.710000,0.399700,7.730000,0.759857,0.360000,0.530937,0.550264,0.767447,0.759857,0.360000,0.530937,0.759857,0.550264,0.767447,-0.007591
-28.600000,-48.400000,221,1.670000,0.442000,6.700000,0.637993,0.328000,0.598219,0.521404,0.707313,0.637993,0.328000,0.598219,0.637993,0.521404,0.707313,-0.069320
-28.400000,-48.600000,248,1.600000,0.314200,7.520000,0.734767,0.272000,0.394942,0.467236,0.594450,0.734767,0.272000,0.394942,0.734767,0.467236,0.594450,0.140317
-28.400000,-48.400000,241,1.630000,0.416200,7.300000,0.709677,0.296000,0.557181,0.520953,0.706374,0.709677,0.296000,0.557181,0.709677,0.520953,0.706374,0.003303
-28.200000,-48.600000,211,1.440000,0.268600,6.390000,0.602151,0.144000,0.322411,0.356187,0.363070,0.602151,0.144000,0.322411,0.602151,0.356187,0.363070,0.239081
-28.200000,-48.400000,245,1.580000,0.367300,7.430000,0.724014,0.256000,0.479402,0.486472,0.634530,0.724014,0.256000,0.479402,0.724014,0.486472,0.634530,0.089484
-28.200000,-48.200000,220,1.630000,0.430600,6.670000,0.634409,0.296000,0.580086,0.503498,0.670005,0.634409,0.296000,0.580086,0.634409,0.503498,0.670005,-0.035597
-28.000000,-48.400000,243,1.510000,0.337400,7.360000,0.716846,0.200000,0.431843,0.449563,0.557627,0.716846,0.200000,0.431843,0.716846,0.449563,0.557627,0.159219
-28.000000,-48.200000,229,1.580000,0.414000,6.940000,0.666667,0.256000,0.553682,0.492116,0.646290,0.666667,0.256000,0.553682,0.666667,0.492116,0.646290,0.020377
-27.800000,-48.400000,220,1.420000,0.289900,6.670000,0.634409,0.128000,0.356291,0.372900,0.397892,0.634409,0.128000,0.356291,0.634409,0.372900,0.397892,0.236517
-27.800000,-48.200000,231,1.550000,0.383800,7.000000,0.673835,0.232000,0.505647,0.470494,0.601238,0.673835,0.232000,0.505647,0.673835,0.470494,0.601238,0.072597
-27.600000,-48.400000,194,1.370000,0.221800,5.880000,0.541219,0.088000,0.247972,0.292397,0.230156,0.541219,0.088000,0.247972,0.541219,0.292397,0.230156,0.311062
-27.600000,-48.200000,220,1.490000,0.365800,6.670000,0.634409,0.184000,0.477016,0.431808,0.520633,0.634409,0.184000,0.477016,0.634409,0.431808,0.520633,0.113776
-27.600000,-48.000000,206,1.570000,0.417900,6.240000,0.584229,0.248000,0.559885,0.464038,0.587787,0.584229,0.248000,0.559885,0.584229,0.464038,0.587787,-0.003558
-27.400000,-48.400000,163,1.310000,0.141400,4.940000,0.430108,0.040000,0.120089,0.196732,0.030830,0.430108,0.040000,0.120089,0.430108,0.196732,0.030830,0.399277
-27.400000,-48.200000,197,1.480000,0.359700,5.970000,0.551971,0.176000,0.467314,0.398428,0.451083,0.551971,0.176000,0.467314,0.551971,0.398428,0.451083,0.100889
-27.400000,-48.000000,210,1.530000,0.410400,6.360000,0.598566,0.216000,0.547956,0.454174,0.567234,0.598566,0.216000,0.547956,0.598566,0.454174,0.567234,0.031332
-27.200000,-48.400000,149,1.280000,0.178300,4.520000,0.379928,0.016000,0.178782,0.191570,0.020074,0.379928,0.016000,0.178782,0.379928,0.191570,0.020074,0.359854
-27.200000,-48.200000,181,1.410000,0.316400,5.490000,0.494624,0.120000,0.398441,0.337688,0.324525,0.494624,0.120000,0.398441,0.494624,0.337688,0.324525,0.170098
-27.200000,-48.000000,201,1.480000,0.398600,6.090000,0.566308,0.176000,0.529187,0.423832,0.504013,0.566308,0.176000,0.529187,0.566308,0.423832,0.504013,0.062295
-27.000000,-48.400000,122,1.270000,0.226000,3.700000,0.283154,0.008000,0.254652,0.181936,0.000000,0.283154,0.008000,0.254652,0.283154,0.181936,0.000000,0.283154
-27.000000,-48.200000,172,1.430000,0.337000,5.210000,0.462366,0.136000,0.431207,0.343191,0.335990,0.462366,0.136000,0.431207,0.462366,0.343191,0.335990,0.126375
-26.800000,-48.400000,148,1.330000,0.257500,4.490000,0.376344,0.056000,0.304756,0.245700,0.132859,0.376344,0.056000,0.304756,0.376344,0.245700,0.132859,0.243485
-26.800000,-48.200000,182,1.420000,0.339600,5.520000,0.498208,0.128000,0.435343,0.353850,0.358200,0.498208,0.128000,0.435343,0.498208,0.353850,0.358200,0.140008
-26.600000,-48.600000,140,1.260000,0.222700,4.240000,0.347670,0.000000,0.249404,0.199025,0.035607,0.347670,0.000000,0.249404,0.347670,0.199025,0.035607,0.312064
-26.600000,-48.400000,161,1.330000,0.272200,4.880000,0.422939,0.056000,0.328137,0.269025,0.181460,0.422939,0.056000,0.328137,0.422939,0.269025,0.181460,0.241479
-26.600000,-48.200000,176,1.450000,0.342700,5.330000,0.476703,0.152000,0.440274,0.356325,0.363357,0.476703,0.152000,0.440274,0.476703,0.356325,0.363357,0.113345
-26.400000,-48.400000,166,1.380000,0.218700,5.030000,0.440860,0.096000,0.243041,0.259967,0.162586,0.440860,0.096000,0.243041,0.440860,0.259967,0.162586,0.278274
-26.400000,-48.200000,178,1.400000,0.345200,5.390000,0.483871,0.112000,0.444250,0.346707,0.343317,0.483871,0.112000,0.444250,0.483871,0.346707,0.343317,0.140554
-26.200000,-48.400000,160,1.320000,0.172500,4.850000,0.419355,0.048000,0.169556,0.212304,0.063275,0.419355,0.048000,0.169556,0.419355,0.212304,0.063275,0.356080
-26.200000,-48.200000,185,1.360000,0.307300,5.610000,0.508961,0.080000,0.383967,0.324309,0.296649,0.508961,0.080000,0.383967,0.508961,0.324309,0.296649,0.212312
-26.000000,-48.400000,152,1.300000,0.169300,4.610000,0.390681,0.032000,0.164466,0.195716,0.028712,0.390681,0.032000,0.164466,0.390681,0.195716,0.028712,0.361969
-26.000000,-48.200000,177,1.370000,0.285100,5.360000,0.480287,0.088000,0.348656,0.305648,0.257765,0.480287,0.088000,0.348656,0.480287,0.305648,0.257765,0.222521
-25.800000,-48.200000,187,1.320000,0.285200,5.670000,0.516129,0.048000,0.348815,0.304315,0.254988,0.516129,0.048000,0.348815,0.516129,0.304315,0.254988,0.261141
-25.800000,-48.000000,199,1.420000,0.353800,6.030000,0.559140,0.128000,0.457929,0.381690,0.416206,0.559140,0.128000,0.457929,0.559140,0.381690,0.416206,0.142934
-25.600000,-48.400000,186,1.360000,0.206000,5.640000,0.512545,0.080000,0.222841,0.271795,0.187231,0.512545,0.080000,0.222841,0.512545,0.271795,0.187231,0.325314
-25.600000,-48.200000,194,1.360000,0.269100,5.880000,0.541219,0.080000,0.323207,0.314808,0.276853,0.541219,0.080000,0.323207,0.541219,0.314808,0.276853,0.264366
-25.600000,-48.000000,196,1.430000,0.344600,5.940000,0.548387,0.136000,0.443296,0.375894,0.404131,0.548387,0.136000,0.443296,0.548387,0.375894,0.404131,0.144256
-25.600000,-47.800000,203,1.430000,0.382500,6.150000,0.573477,0.136000,0.503579,0.404352,0.463425,0.573477,0.136000,0.503579,0.573477,0.404352,0.463425,0.110052
-25.400000,-48.000000,204,1.430000,0.314600,6.180000,0.577061,0.136000,0.395578,0.369546,0.390904,0.577061,0.136000,0.395578,0.577061,0.369546,0.390904,0.186157
-25.400000,-47.800000,203,1.430000,0.342100,6.150000,0.573477,0.136000,0.439319,0.382932,0.418795,0.573477,0.136000,0.439319,0.573477,0.382932,0.418795,0.154682
-25.400000,-47.600000,204,1.450000,0.389700,6.180000,0.577061,0.152000,0.515031,0.414697,0.484981,0.577061,0.152000,0.515031,0.577061,0.414697,0.484981,0.092080
-25.200000,-47.800000,204,1.440000,0.302500,6.180000,0.577061,0.144000,0.376332,0.365798,0.383094,0.577061,0.144000,0.376332,0.577061,0.365798,0.383094,0.193967
-25.200000,-47.600000,205,1.450000,0.368800,6.210000,0.580645,0.152000,0.481788,0.404811,0.464382,0.580645,0.152000,0.481788,0.580645,0.404811,0.464382,0.116264
-25.000000,-47.800000,197,1.400000,0.182300,5.970000,0.551971,0.112000,0.185144,0.283038,0.210657,0.551971,0.112000,0.185144,0.551971,0.283038,0.210657,0.341314
-25.000000,-47.600000,212,1.460000,0.341200,6.420000,0.605735,0.160000,0.437888,0.401207,0.456873,0.605735,0.160000,0.437888,0.605735,0.401207,0.456873,0.148861
-25.000000,-47.400000,217,1.480000,0.367700,6.580000,0.623656,0.176000,0.480038,0.426565,0.509707,0.623656,0.176000,0.480038,0.623656,0.426565,0.509707,0.113949
-25.000000,-47.200000,206,1.520000,0.394200,6.240000,0.584229,0.208000,0.522189,0.438139,0.533824,0.584229,0.208000,0.522189,0.584229,0.438139,0.533824,0.050405
-24.800000,-47.400000,224,1.480000,0.337800,6.790000,0.648746,0.176000,0.432480,0.419075,0.494102,0.648746,0.176000,0.432480,0.648746,0.419075,0.494102,0.154643
-24.800000,-47.200000,219,1.510000,0.376100,6.640000,0.630824,0.200000,0.493399,0.441408,0.540634,0.630824,0.200000,0.493399,0.630824,0.441408,0.540634,0.090190
-24.800000,-47.000000,211,1.570000,0.390400,6.390000,0.602151,0.248000,0.516144,0.455432,0.569854,0.602151,0.248000,0.516144,0.602151,0.455432,0.569854,0.032296
-24.800000,-46.800000,208,1.600000,0.403500,6.300000,0.591398,0.272000,0.536981,0.466793,0.593527,0.591398,0.272000,0.536981,0.591398,0.466793,0.593527,-0.002129
-24.600000,-47.200000,234,1.520000,0.318800,7.090000,0.684588,0.208000,0.402259,0.431615,0.520231,0.684588,0.208000,0.402259,0.684588,0.431615,0.520231,0.164357
