grid_lat_legacy,grid_lon_legacy,compound_count_total_legacy,mean_overlap_duration_legacy,mean_compound_intensity_norm_legacy,compound_count_annual_mean_legacy,mean_compound_intensity_norm_abspeak,Hazard_Frequency_legacy,Hazard_Duration_legacy,Hazard_Intensity_legacy,Hazard_Index_raw_legacy,Hazard_Index_legacy,grid_lat_mhws,grid_lon_mhws,compound_count_total_mhws,mean_overlap_duration_mhws,mean_compound_intensity_norm_mhws,compound_count_annual_mean_mhws,Hazard_Frequency_mhws,Hazard_Duration_mhws,Hazard_Intensity_mhws,Hazard_Index_raw_mhws,Hazard_Index_mhws,band
-24.2,-45.2,197,1.78,0.3622,5.97,0.4256,0.5519713261648745,0.4160000000000001,0.5671071953010279,0.5116928404886342,0.6279985383713044,-24.2,-45.2,214,2.01,0.3319,6.49,0.6119402985074627,0.08481675392670154,0.4390196078431372,0.3785922200924338,0.5669912436659142,SP/RJ
-24.2,-45.0,166,1.81,0.3564,5.03,0.4309,0.44086021505376344,0.4400000000000001,0.5500734214390601,0.4769778788309413,0.568246565919034,-24.2,-45.0,188,2.11,0.3208,5.7,0.5343283582089552,0.09528795811518323,0.4172549019607843,0.3489570727616409,0.5174593963897822,SP/RJ
-24.0,-46.4,285,1.66,0.3558,8.64,0.2798,0.8673835125448028,0.32,0.5483113069016152,0.5785649398154727,0.7430999138589911,-24.0,-46.4,297,1.82,0.327,9.0,0.8597014925373134,0.06492146596858639,0.4294117647058824,0.4513449077372607,0.688589256091091,SP/RJ
-24.0,-46.2,273,1.68,0.3481,8.27,0.2886,0.8243727598566308,0.336,0.5256975036710719,0.5620234211759009,0.714628375396226,-24.0,-46.2,287,1.81,0.3185,8.7,0.8298507462686567,0.06387434554973823,0.4127450980392157,0.43549006328587025,0.6620896498908174,SP/RJ
-24.0,-46.0,264,1.69,0.37,8.0,0.3527,0.7921146953405018,0.34400000000000003,0.590014684287812,0.5753764598761046,0.7376118488747821,-24.0,-46.0,280,1.84,0.3342,8.49,0.808955223880597,0.06701570680628273,0.4435294117647059,0.4398334474838619,0.6693491327054328,SP/RJ
-24.0,-45.8,271,1.68,0.3683,8.21,0.352,0.8172043010752689,0.336,0.5850220264317181,0.5794087758356623,0.744552338526193,-24.0,-45.8,280,1.85,0.3383,8.49,0.808955223880597,0.06806282722513089,0.4515686274509804,0.4428622261855695,0.6744113988859117,SP/RJ
-24.0,-45.6,254,1.71,0.3758,7.7,0.3612,0.7562724014336918,0.36000000000000004,0.6070484581497798,0.5744402865278239,0.7360004916545553,-24.0,-45.6,274,1.88,0.3355,8.3,0.7910447761194029,0.07120418848167538,0.4460784313725491,0.43610913199120915,0.6631243542647828,SP/RJ
-24.0,-45.4,244,1.77,0.3822,7.39,0.3859,0.7204301075268817,0.4080000000000001,0.6258443465491923,0.5847581513586914,0.7537597731199757,-24.0,-45.4,261,1.95,0.3478,7.91,0.7522388059701492,0.07853403141361257,0.47019607843137257,0.4336563052717115,0.659024727658954,SP/RJ
-24.0,-45.2,230,1.74,0.3709,6.97,0.4001,0.6702508960573477,0.38400000000000006,0.5926578560939795,0.5489695840504424,0.6921598926708828,-24.0,-45.2,248,1.96,0.337,7.52,0.7134328358208956,0.07958115183246073,0.4490196078431373,0.4140111984988312,0.6261901202403994,SP/RJ
-24.0,-45.0,206,1.75,0.3551,6.24,0.4102,0.5842293906810035,0.39200000000000007,0.5462555066079295,0.5074949657629777,0.6207730862034803,-24.0,-45.0,222,1.99,0.3188,6.73,0.6358208955223881,0.08272251308900523,0.4133333333333333,0.3772922473149089,0.5648184839910336,SP/RJ
-24.0,-44.8,177,1.82,0.3464,5.36,0.4191,0.48028673835125446,0.4480000000000001,0.5207048458149779,0.48299719472207747,0.5786071130760543,-24.0,-44.8,199,2.07,0.3191,6.03,0.5671641791044776,0.09109947643979056,0.413921568627451,0.35739507472390636,0.5315625766387414,SP/RJ
-23.8,-45.8,298,1.72,0.3726,9.03,0.2913,0.9139784946236559,0.36800000000000005,0.5976505139500733,0.6265430028579098,0.8256805581786633,-23.8,-45.8,313,1.91,0.338,9.49,0.9074626865671642,0.07434554973821988,0.4509803921568628,0.4775962094874157,0.7324653824546424,SP/RJ
-23.8,-45.6,300,1.75,0.364,9.09,0.2485,0.921146953405018,0.39200000000000007,0.5723935389133626,0.6285134974394602,0.8290722063998289,-23.8,-45.6,323,1.95,0.329,9.79,0.9373134328358209,0.07853403141361257,0.4333333333333334,0.48306026586092227,0.7415979439627637,SP/RJ
-23.8,-45.4,289,1.73,0.3164,8.76,0.1499,0.8817204301075269,0.37600000000000006,0.4325991189427313,0.5634398496834194,0.7170663558265775,-23.8,-45.4,302,1.94,0.2851,9.15,0.8746268656716418,0.07748691099476439,0.3472549019607844,0.4331228928757302,0.6581331882635859,SP/RJ
-23.8,-45.2,225,1.61,0.2922,6.82,0.1948,0.6523297491039427,0.28000000000000014,0.3615271659324523,0.43128563834546507,0.4896003176042045,-23.8,-45.2,234,1.76,0.2544,7.09,0.6716417910447762,0.05863874345549738,0.2870588235294118,0.3391131193432284,0.501006324911122,SP/RJ
-23.8,-45.0,217,1.73,0.3489,6.58,0.3644,0.6236559139784946,0.37600000000000006,0.5280469897209985,0.5092343012331644,0.6237668594971005,-23.8,-45.0,223,1.97,0.3147,6.76,0.6388059701492538,0.08062827225130889,0.4052941176470588,0.37490945334920717,0.5608359093312143,SP/RJ
-23.8,-44.8,216,1.73,0.3488,6.55,0.3938,0.6200716845878136,0.37600000000000006,0.5277533039647576,0.5079416628508571,0.6215419487000794,-23.8,-44.8,223,1.99,0.3176,6.76,0.6388059701492538,0.08272251308900523,0.4109803921568628,0.3775029584650406,0.5651706642043189,SP/RJ
-23.8,-44.6,200,1.8,0.3438,6.06,0.4103,0.5627240143369175,0.4320000000000001,0.5130690161527165,0.502597676829878,0.6123437906073396,-23.8,-44.6,211,2.09,0.3193,6.39,0.6029850746268657,0.09319371727748689,0.41431372549019607,0.3701641724648496,0.5529047009784176,SP/RJ
-23.6,-45.2,181,1.4,0.2759,5.49,0.1365,0.4946236559139785,0.11199999999999995,0.31365638766519816,0.30676001452639223,0.27526473177214644,-23.6,-45.2,185,1.45,0.2292,5.61,0.5253731343283582,0.026178010471204185,0.23764705882352938,0.26306606787436393,0.3739021503608562,SP/RJ
-23.6,-45.0,218,1.63,0.2987,6.61,0.2588,0.6272401433691757,0.296,0.38061674008810575,0.43461896115242715,0.4953376885539428,-23.6,-45.0,218,1.83,0.2731,6.61,0.6238805970149254,0.06596858638743457,0.3237254901960785,0.3378582245328128,0.49890890803637833,SP/RJ
-23.6,-44.8,221,1.79,0.345,6.7,0.3479,0.6379928315412187,0.4240000000000001,0.5165932452276063,0.5261953589229417,0.6529605155879279,-23.6,-44.8,232,1.98,0.3107,7.03,0.6656716417910448,0.08167539267015707,0.3974509803921568,0.3815993382844529,0.5720173067175259,SP/RJ
-23.6,-44.6,218,1.83,0.3531,6.61,0.3834,0.6272401433691757,0.4560000000000001,0.540381791483113,0.5412073116174296,0.6787993395711039,-23.6,-44.6,233,2.02,0.3205,7.06,0.6686567164179105,0.08586387434554973,0.4166666666666667,0.390395752476709,0.5867195330801972,SP/RJ
-23.6,-44.4,214,1.81,0.3534,6.49,0.4052,0.6129032258064516,0.4400000000000001,0.5412628487518355,0.531388691519429,0.6618993664874513,-23.6,-44.4,222,2.09,0.3261,6.73,0.6358208955223881,0.09319371727748689,0.42764705882352944,0.3855538905411348,0.5786269002598508,SP/RJ
-23.6,-44.2,197,1.86,0.3532,5.97,0.4171,0.5519713261648745,0.48000000000000015,0.5406754772393539,0.5242156011347429,0.6495529233805947,-23.6,-44.2,211,2.13,0.3296,6.39,0.6029850746268657,0.09738219895287957,0.4345098039215687,0.37829235916710463,0.5664900595350679,SP/RJ
-23.6,-44.0,181,1.87,0.3556,5.49,0.4259,0.4946236559139785,0.48800000000000016,0.5477239353891337,0.5101158637677041,0.6252842196716032,-23.6,-44.0,203,2.15,0.3297,6.15,0.5791044776119403,0.09947643979057591,0.43470588235294116,0.3710955999184858,0.5544614782020073,SP/RJ
-23.4,-44.4,232,1.79,0.3572,7.03,0.3719,0.6774193548387096,0.4240000000000001,0.5524229074889868,0.5512807541092322,0.6961379172196934,-23.4,-44.4,248,2.01,0.3199,7.52,0.7134328358208956,0.08481675392670154,0.4154901960784314,0.4045799286086762,0.61042680330444,SP/RJ
-23.4,-44.2,227,1.84,0.3622,6.88,0.3934,0.6594982078853047,0.46400000000000013,0.5671071953010279,0.5635351343954443,0.7172303614661106,-23.4,-44.2,237,2.11,0.3323,7.18,0.6805970149253732,0.09528795811518323,0.43980392156862746,0.4052296315363946,0.6115127093683239,SP/RJ
-23.4,-44.0,215,1.84,0.3669,6.52,0.4072,0.6164874551971327,0.46400000000000013,0.5809104258443465,0.5537992936804931,0.7004728696406646,-23.4,-44.0,221,2.18,0.3412,6.7,0.6328358208955224,0.10261780104712043,0.45725490196078433,0.39756950796780904,0.5987096661952861,SP/RJ
-23.4,-43.8,207,1.84,0.3584,6.27,0.4099,0.5878136200716846,0.46400000000000013,0.5559471365638766,0.5359202522118538,0.6696991645206303,-23.4,-43.8,218,2.19,0.3433,6.61,0.6238805970149254,0.10366492146596858,0.46137254901960784,0.3963060225001673,0.5965978909940265,SP/RJ
-23.4,-43.6,196,1.85,0.3525,5.94,0.4142,0.5483870967741935,0.47200000000000014,0.538619676945668,0.5196689245732872,0.6417271076608968,-23.4,-43.6,211,2.23,0.3417,6.39,0.6029850746268657,0.10785340314136126,0.4582352941176471,0.3896912572952913,0.5855420478683557,SP/RJ
-23.4,-43.4,187,1.79,0.3511,5.67,0.4206,0.5161290322580645,0.4240000000000001,0.5345080763582967,0.4915457028721204,0.5933209482381387,-23.4,-43.4,205,2.21,0.3382,6.21,0.5850746268656717,0.10575916230366492,0.4513725490196079,0.3807354460629815,0.5705734071107742,SP/RJ
-23.4,-43.2,177,1.83,0.3499,5.36,0.4258,0.48028673835125446,0.4560000000000001,0.5309838472834066,0.4890901952115538,0.5890944873957717,-23.4,-43.2,193,2.21,0.3425,5.85,0.5492537313432836,0.10575916230366492,0.45980392156862754,0.37160560507185864,0.5553138949990264,SP/RJ
-23.4,-43.0,166,1.78,0.3409,5.03,0.4287,0.44086021505376344,0.4160000000000001,0.5045521292217326,0.45380411475849874,0.5283594957236055,-23.4,-43.0,176,2.2,0.3376,5.33,0.49850746268656715,0.10471204188481677,0.4501960784313726,0.3511385276675855,0.5211054552412847,SP/RJ
-23.4,-42.8,146,1.74,0.3438,4.42,0.4366,0.36917562724014336,0.38400000000000006,0.5130690161527165,0.4220815477976199,0.4737580830574419,-23.4,-42.8,158,2.21,0.3346,4.79,0.44477611940298506,0.10575916230366492,0.4443137254901961,0.33161633573228205,0.4884762862804799,SP/RJ
-23.4,-42.6,134,1.75,0.3443,4.06,0.443,0.32616487455197135,0.39200000000000007,0.5145374449339206,0.41090077316196405,0.4545135468078473,-23.4,-42.6,140,2.29,0.3395,4.24,0.39104477611940297,0.11413612565445026,0.45392156862745103,0.31970082346710144,0.4685608349703206,SP/RJ
-23.4,-42.2,127,1.71,0.3404,3.85,0.4485,0.3010752688172043,0.36000000000000004,0.5030837004405285,0.38805298975257757,0.4151875599801887,-23.4,-42.2,124,2.18,0.3282,3.76,0.34328358208955223,0.10261780104712043,0.43176470588235294,0.29255536300634183,0.42319022193525285,SP/RJ
-23.4,-42.0,130,1.73,0.3363,3.94,0.4494,0.3118279569892473,0.37600000000000006,0.49104258443465487,0.39295684714130075,0.4236281613119755,-23.4,-42.0,133,2.17,0.3266,4.03,0.3701492537313433,0.10157068062827224,0.4286274509803922,0.3001157951133359,0.43582664193631304,SP/RJ
-23.2,-44.4,243,1.81,0.3352,7.36,0.2654,0.7168458781362007,0.4400000000000001,0.48781204111600585,0.5482193064174022,0.6908685022639736,-23.2,-44.4,256,2.03,0.296,7.76,0.7373134328358208,0.08691099476439788,0.3686274509803921,0.3976172928602036,0.5987895333194739,SP/RJ
-23.2,-44.2,245,1.85,0.3601,7.43,0.3133,0.7240143369175627,0.47200000000000014,0.5609397944199705,0.5856513771125111,0.7552972082225166,-23.2,-44.2,258,2.14,0.3253,7.82,0.7432835820895523,0.09842931937172776,0.42607843137254897,0.4225971109446096,0.6405405163846644,SP/RJ
-23.2,-44.0,238,1.8,0.346,7.21,0.3163,0.6989247311827957,0.4320000000000001,0.5195301027900145,0.5501516113242702,0.6941944177785302,-23.2,-44.0,250,2.06,0.3138,7.58,0.7194029850746269,0.09005235602094241,0.40352941176470597,0.4043282509534251,0.6100061521416985,SP/RJ
-23.2,-43.8,228,1.82,0.3656,6.91,0.3636,0.6630824372759857,0.4480000000000001,0.5770925110132158,0.5627249827630671,0.7158359149304269,-23.2,-43.8,241,2.08,0.332,7.3,0.6925373134328359,0.09214659685863875,0.43921568627450985,0.40796653218866147,0.6160871339056763,SP/RJ
-23.2,-43.6,227,1.82,0.3746,6.88,0.3888,0.6594982078853047,0.4480000000000001,0.6035242290748898,0.5703408123200648,0.7289444081034294,-23.2,-43.6,237,2.13,0.345,7.18,0.6805970149253732,0.09738219895287957,0.46470588235294114,0.414228365410398,0.6265530905397229,SP/RJ
-23.2,-43.4,218,1.85,0.3786,6.61,0.4018,0.6272401433691757,0.47200000000000014,0.6152716593245227,0.5715039342312328,0.7309463929847619,-23.2,-43.4,219,2.23,0.3609,6.64,0.6268656716417911,0.10785340314136126,0.4958823529411765,0.41020047590810965,0.6198209219614625,SP/RJ
-23.2,-43.2,213,1.86,0.3743,6.46,0.4088,0.6093189964157706,0.48000000000000015,0.6026431718061674,0.5639873894073127,0.7180087903544102,-23.2,-43.2,216,2.22,0.3607,6.55,0.6179104477611941,0.10680628272251311,0.4954901960784314,0.40673564218737956,0.6140298383951571,SP/RJ
-23.2,-43.0,203,1.86,0.3713,6.15,0.4133,0.5734767025089605,0.48000000000000015,0.5938325991189427,0.5491031005426344,0.6923897034896892,-23.2,-43.0,210,2.23,0.3645,6.36,0.6,0.10785340314136126,0.5029411764705882,0.40359819320398316,0.6087859419451883,SP/RJ
-23.2,-42.8,190,1.81,0.3657,5.76,0.4201,0.5268817204301075,0.4400000000000001,0.5773861967694567,0.5147559723998548,0.6332708522336004,-23.2,-42.8,198,2.18,0.358,6.0,0.564179104477612,0.10261780104712043,0.49019607843137253,0.38566432798536837,0.5788114841446643,SP/RJ
-23.2,-42.6,179,1.79,0.3548,5.42,0.4245,0.4874551971326165,0.4240000000000001,0.545374449339207,0.4856098821572745,0.5831041143746195,-23.2,-42.6,194,2.16,0.3466,5.88,0.5522388059701493,0.1005235602094241,0.467843137254902,0.37353516781149176,0.5585389441564474,SP/RJ
-23.2,-42.4,166,1.8,0.3553,5.03,0.4309,0.44086021505376344,0.4320000000000001,0.5468428781204111,0.4732343643913916,0.5618031662727295,-23.2,-42.4,183,2.14,0.346,5.55,0.5194029850746269,0.09842931937172776,0.4666666666666666,0.3614996570376738,0.5384229287074687,SP/RJ
-23.2,-42.2,160,1.79,0.3535,4.85,0.4376,0.41935483870967744,0.4240000000000001,0.5415565345080763,0.4616371244059179,0.5418418028995733,-23.2,-42.2,178,2.13,0.3392,5.39,0.5044776119402985,0.09738219895287957,0.45333333333333337,0.3517310480755038,0.5220957870937101,SP/RJ
-23.2,-42.0,158,1.75,0.3483,4.79,0.438,0.4121863799283154,0.39200000000000007,0.5262848751835536,0.44349041837062303,0.5106073890519605,-23.2,-42.0,183,2.07,0.3342,5.55,0.5194029850746269,0.09109947643979056,0.4435294117647059,0.3513439577597078,0.5214488087544407,SP/RJ
-23.2,-41.8,154,1.73,0.3477,4.67,0.4431,0.3978494623655914,0.37600000000000006,0.5245227606461087,0.4327907410039,0.4921909254657781,-23.2,-41.8,177,2.0,0.3278,5.36,0.5014925373134328,0.08376963350785341,0.43098039215686273,0.33874752099271627,0.5003952679975241,SP/RJ
-23.0,-44.4,269,1.72,0.2463,8.15,0.0659,0.8100358422939068,0.36800000000000005,0.22672540381791478,0.4682537487039405,0.5532304472737449,-23.0,-44.4,283,1.89,0.2093,8.58,0.817910447761194,0.07225130890052354,0.1986274509803922,0.36292973588070326,0.5408131461764455,SP/RJ
-23.0,-44.0,244,1.61,0.27,7.39,0.0924,0.7204301075268817,0.28000000000000014,0.29632892804698974,0.4322530118579572,0.49126537706875045,-23.0,-44.0,252,1.83,0.239,7.64,0.7253731343283583,0.06596858638743457,0.25686274509803925,0.3494014886046107,0.5182021879614037,SP/RJ
-23.0,-43.4,245,1.81,0.3409,7.43,0.244,0.7240143369175627,0.4400000000000001,0.5045521292217326,0.5561888220464318,0.7045857658179199,-23.0,-43.4,262,2.08,0.3036,7.94,0.755223880597015,0.09214659685863875,0.38352941176470584,0.4102999630734532,0.6199872036750214,SP/RJ
-23.0,-43.2,236,1.85,0.3595,7.15,0.2806,0.6917562724014337,0.47200000000000014,0.5591776798825256,0.5743113174279865,0.7357785078835039,-23.0,-43.2,251,2.1,0.3206,7.61,0.7223880597014926,0.09424083769633508,0.4168627450980392,0.4111638808319556,0.6214311459640753,SP/RJ
-23.0,-43.0,229,1.86,0.3747,6.94,0.337,0.6666666666666666,0.48000000000000015,0.6038179148311306,0.5834948604992657,0.7515853757700399,-23.0,-43.0,245,2.12,0.3387,7.43,0.7044776119402985,0.09633507853403142,0.4523529411764706,0.41772187721693355,0.6323921063315858,SP/RJ
-23.0,-42.8,230,1.85,0.3784,6.97,0.3665,0.6702508960573477,0.47200000000000014,0.6146842878120411,0.5856450612897963,0.7552863373228569,-23.0,-42.8,242,2.1,0.3476,7.33,0.6955223880597015,0.09424083769633508,0.4698039215686275,0.41985571577488806,0.6359585797620959,SP/RJ
-23.0,-42.6,227,1.89,0.376,6.88,0.3823,0.6594982078853047,0.504,0.6076358296622614,0.5903780125158553,0.7634327721098516,-23.0,-42.6,244,2.12,0.345,7.39,0.7014925373134329,0.09633507853403142,0.46470588235294114,0.4208444994001352,0.6376112214368006,SP/RJ
-23.0,-42.4,218,1.91,0.3797,6.61,0.3957,0.6272401433691757,0.52,0.6185022026431717,0.5885807820041158,0.7603393489026841,-23.0,-42.4,234,2.17,0.3534,7.09,0.6716417910447762,0.10157068062827224,0.4811764705882353,0.4181296474204279,0.6330736487993114,SP/RJ
-23.0,-42.2,217,1.88,0.3741,6.58,0.4018,0.6236559139784946,0.496,0.6020558002936857,0.5739039047573934,0.7350772623827879,-23.0,-42.2,231,2.11,0.3517,7.0,0.6626865671641791,0.09528795811518323,0.477843137254902,0.41193922084475476,0.6227270404191415,SP/RJ
-23.0,-42.0,201,1.85,0.3621,6.09,0.4078,0.5663082437275986,0.47200000000000014,0.5668135095447869,0.5350405844241286,0.6681850656160256,-23.0,-42.0,213,2.05,0.3364,6.46,0.608955223880597,0.08900523560209422,0.44784313725490194,0.3819345322458643,0.5725775460819262,SP/RJ
-23.0,-41.8,183,1.73,0.346,5.55,0.4182,0.5017921146953405,0.37600000000000006,0.5195301027900145,0.4657740724951183,0.5489623871220133,-23.0,-41.8,201,2.0,0.3197,6.09,0.573134328358209,0.08376963350785341,0.4150980392156863,0.3573340003605829,0.5314604976444021,SP/RJ
-23.0,-41.6,172,1.73,0.3433,5.21,0.4316,0.46236559139784944,0.37600000000000006,0.5116005873715124,0.4499887262564539,0.5217923852391734,-23.0,-41.6,192,1.94,0.3192,5.82,0.5462686567164179,0.07748691099476439,0.41411764705882353,0.3459577382566686,0.5124463429039319,SP/RJ
-22.8,-41.8,163,1.65,0.2685,4.94,0.2712,0.43010752688172044,0.312,0.2919236417033774,0.3446770561950326,0.3405281778792265,-22.8,-41.8,173,1.82,0.2326,5.24,0.48955223880597015,0.06492146596858639,0.2443137254901961,0.26626247675491754,0.3792445917105284,SP/RJ
-22.8,-41.6,174,1.74,0.3262,5.27,0.387,0.46953405017921146,0.38400000000000006,0.4613803230543318,0.43830479107784776,0.5016818006500218,-22.8,-41.6,187,1.9,0.2926,5.67,0.5313432835820896,0.07329842931937172,0.3619607843137256,0.3222008324050623,0.4727393213980015,SP/RJ
-22.6,-41.8,125,1.58,0.2593,3.79,0.2257,0.2939068100358423,0.2560000000000001,0.26490455212922165,0.2716037873883547,0.21475324579698407,-22.6,-41.8,136,1.66,0.2016,4.12,0.37910447761194027,0.0481675392670157,0.18352941176470589,0.20360047621455393,0.2745120386330152,SP/RJ
-22.6,-41.6,170,1.78,0.3262,5.15,0.3525,0.4551971326164875,0.4160000000000001,0.4613803230543318,0.4441924852236065,0.5118157982581341,-22.6,-41.6,184,1.91,0.2763,5.58,0.5223880597014925,0.07434554973821988,0.33,0.30891120314657083,0.45052718661627095,SP/RJ
-22.6,-41.4,177,1.76,0.3418,5.36,0.3917,0.48028673835125446,0.4000000000000001,0.5071953010279001,0.46249401312638483,0.5433166940927384,-22.6,-41.4,184,1.96,0.3088,5.58,0.5223880597014925,0.07958115183246073,0.3937254901960785,0.33189823391001055,0.4889474476798416,SP/RJ
-22.4,-41.6,167,1.81,0.2961,5.06,0.2388,0.4444444444444444,0.4400000000000001,0.37298091042584425,0.4191417849567629,0.4686981141018324,-22.4,-41.6,180,1.98,0.2459,5.46,0.5104477611940299,0.08167539267015707,0.27039215686274515,0.287505103575644,0.41474927591821564,SP/RJ
-22.4,-41.4,175,1.83,0.3287,5.3,0.3324,0.4731182795698925,0.4560000000000001,0.46872246696035236,0.4659469155100817,0.5492598874093676,-22.4,-41.4,186,2.02,0.2761,5.64,0.5283582089552239,0.08586387434554973,0.32960784313725494,0.31460997547934283,0.46005204970190205,SP/RJ
-22.4,-41.2,175,1.82,0.3435,5.3,0.3816,0.4731182795698925,0.4480000000000001,0.5121879588839942,0.4777687461512956,0.569607819974423,-22.4,-41.2,180,2.01,0.3056,5.46,0.5104477611940299,0.08481675392670154,0.38745098039215686,0.32757183183762945,0.48171634859629986,SP/RJ
-22.4,-41.0,159,1.79,0.3348,4.82,0.4056,0.4157706093189964,0.4240000000000001,0.4866372980910425,0.4421359691366797,0.508276088383603,-22.4,-41.0,164,1.99,0.297,4.97,0.4626865671641791,0.08272251308900523,0.37058823529411766,0.30533243851576736,0.44454568022618823,SP/RJ
-22.4,-40.8,134,1.74,0.3297,4.06,0.4263,0.32616487455197135,0.38400000000000006,0.4716593245227606,0.3939413996915773,0.42532278962359577,-22.4,-40.8,133,2.08,0.3076,4.03,0.3701492537313433,0.09214659685863875,0.39137254901960783,0.2845561332031966,0.4098204004690921,SP/RJ
-22.2,-41.4,179,1.81,0.278,5.42,0.148,0.4874551971326165,0.4400000000000001,0.31982378854625554,0.4157596618929574,0.46287674733405687,-22.2,-41.4,204,1.89,0.2175,6.18,0.582089552238806,0.07225130890052354,0.21470588235294116,0.2896822478307569,0.41838812999707853,SP/RJ
-22.2,-41.2,177,1.85,0.334,5.36,0.3223,0.48028673835125446,0.47200000000000014,0.48428781204111604,0.4788581834641235,0.5714829776930589,-22.2,-41.2,192,1.99,0.2788,5.82,0.5462686567164179,0.08272251308900523,0.3349019607843137,0.321297710196579,0.47122985323835453,SP/RJ
-22.2,-41.0,174,1.77,0.3259,5.27,0.3686,0.46953405017921146,0.4080000000000001,0.46049926578560946,0.446011105321607,0.5149460375788159,-22.2,-41.0,177,1.95,0.292,5.36,0.5014925373134328,0.07853403141361257,0.3607843137254902,0.3136036274841785,0.4583700511396298,SP/RJ
-22.2,-40.8,159,1.67,0.3168,4.82,0.3988,0.4157706093189964,0.328,0.43377386196769463,0.3925148237622304,0.4228673432811246,-22.2,-40.8,154,1.96,0.2877,4.67,0.43283582089552236,0.07958115183246073,0.35235294117647065,0.2882566379681512,0.41600538193101577,SP/RJ
-22.2,-40.6,139,1.71,0.3273,4.21,0.4205,0.34408602150537637,0.36000000000000004,0.4646108663729808,0.38956562929278576,0.4177911404486898,-22.2,-40.6,135,2.07,0.3011,4.09,0.3761194029850746,0.09109947643979056,0.37862745098039213,0.2819487768017524,0.4054624947151839,SP/RJ
-22.0,-40.8,163,1.63,0.2979,4.94,0.3416,0.43010752688172044,0.296,0.3782672540381791,0.36812492697329985,0.3808870451198864,-22.0,-40.8,159,1.77,0.2451,4.82,0.44776119402985076,0.05968586387434555,0.2688235294117647,0.25875686243865365,0.3666997935397279,SP/RJ
-22.0,-40.6,151,1.7,0.31,4.58,0.3876,0.3870967741935484,0.35200000000000004,0.41380323054331863,0.38430000157895566,0.4087278539843948,-22.0,-40.6,150,1.89,0.2735,4.55,0.4208955223880597,0.07225130890052354,0.3245098039215687,0.27255221173671734,0.3897571830281406,SP/RJ
-21.8,-40.8,137,1.53,0.2546,4.15,0.2661,0.33691756272401435,0.21600000000000005,0.25110132158590304,0.26800629476997245,0.20856118135081209,-21.8,-40.8,109,1.61,0.2124,3.3,0.29850746268656714,0.04293193717277488,0.20470588235294118,0.1820484274040944,0.23849019004047572,SP/RJ
-21.8,-40.6,135,1.65,0.2938,4.09,0.3489,0.32974910394265233,0.312,0.3662261380323054,0.335991747324986,0.3255788790305129,-21.8,-40.6,127,1.87,0.244,3.85,0.3522388059701492,0.07015706806282723,0.26666666666666666,0.2296875135665477,0.3181136153548251,SP/RJ
-21.6,-40.8,110,1.5,0.2503,3.33,0.2472,0.24014336917562723,0.19200000000000003,0.23847283406754777,0.22353873441439168,0.13202287295266532,-21.6,-40.8,80,1.55,0.1964,2.42,0.21194029850746268,0.03664921465968587,0.1733333333333333,0.14064094883349396,0.16928220258709215,SP/RJ
-21.6,-40.6,116,1.63,0.2773,3.52,0.3231,0.2616487455197133,0.296,0.3177679882525697,0.2918055779240943,0.24952490544853825,-21.6,-40.6,105,1.85,0.2225,3.18,0.2865671641791045,0.06806282722513089,0.22450980392156863,0.1930465984419347,0.25687240768503056,SP/RJ
-21.4,-40.8,104,1.52,0.2427,3.15,0.2285,0.21863799283154123,0.20800000000000005,0.2161527165932452,0.21426356980826214,0.11605830454839883,-21.4,-40.8,73,1.45,0.1895,2.21,0.191044776119403,0.026178010471204185,0.15980392156862747,0.12567556938641156,0.1442692380511599,SP/RJ
-21.4,-40.6,113,1.62,0.2633,3.42,0.2904,0.25089605734767023,0.28800000000000014,0.2766519823788545,0.2718493465755083,0.21517590637575362,-21.4,-40.6,99,1.71,0.2055,3.0,0.26865671641791045,0.05340314136125654,0.19117647058823528,0.17107877612246744,0.22015563999120372,SP/RJ
-21.2,-40.8,100,1.54,0.2637,3.03,0.2204,0.20430107526881722,0.22400000000000006,0.27782672540381786,0.23537593355754505,0.15239725804022605,-21.2,-40.8,75,1.49,0.1991,2.27,0.19701492537313434,0.03036649214659686,0.17862745098039215,0.13533628950004112,0.16041605547388108,SP/RJ
-21.2,-40.6,116,1.57,0.2555,3.52,0.259,0.2616487455197133,0.24800000000000008,0.2537444933920705,0.25446441297059463,0.18525266797243084,-21.2,-40.6,89,1.72,0.2032,2.7,0.23880597014925373,0.05445026178010471,0.18666666666666665,0.15997429953200837,0.2015957444583582,SP/RJ
-21.2,-40.4,100,1.71,0.2586,3.03,0.3125,0.20430107526881722,0.36000000000000004,0.26284875183553597,0.2757166090347844,0.22183230318272398,-21.2,-40.4,77,1.92,0.2114,2.33,0.20298507462686566,0.07539267015706805,0.2027450980392157,0.1603742809410498,0.2022642688238621,SP/RJ
-21.0,-40.8,112,1.63,0.2675,3.39,0.186,0.24731182795698925,0.296,0.2889867841409692,0.2774328706993195,0.2247863614562541,-21.0,-40.8,94,1.61,0.205,2.85,0.2537313432835821,0.04293193717277488,0.1901960784313725,0.1622864529625765,0.20546025133337165,SP/RJ
-21.0,-40.6,121,1.6,0.2485,3.67,0.224,0.27956989247311825,0.27200000000000013,0.2331864904552129,0.2615854609761104,0.1975095348660915,-21.0,-40.6,99,1.73,0.1984,3.0,0.26865671641791045,0.05549738219895288,0.1772549019607843,0.16713633352588256,0.21356628639666111,SP/RJ
