municipality_code,municipality_name,state,grid_lat,grid_lon,Hazard_Index_legacy,Hazard_Index_mun_legacy,Risk_Hazard_legacy,Hazard_Index_mhws,Hazard_Index_mun_mhws,Risk_Hazard_mhws,Exposure_Index,SVI_Coast_2022,rank_legacy,rank_mhws,rank_change
2105104,Icatu,MA,-2.4,-44.0,0.4601333670959319,0.5531444719619548,1.0,0.36305541637093874,0.362163911238553,0.8545852449648695,0.7312769723521118,91.701862,1.0,11.0,-10.0
1504307,Maracanã,PA,-0.4,-47.6,0.3774485070848552,0.4529972853694176,0.8188096377588621,0.4826535239093581,0.4932447464703467,0.852060854682263,0.662014675444576,73.862817,20.0,12.0,8.0
1502509,Chaves,PA,0.0,-50.4,0.3254517619771587,0.39001927786226936,0.8859527139972573,0.3476313554471082,0.34525897160217706,0.8500643603633972,0.6947460228603537,100.0,8.0,13.0,-5.0
2106201,Luís Domingues,MA,-1.0,-45.8,0.31493134012247576,0.37727703399353696,0.7444436327455137,0.5020341915802482,0.5144861704187483,0.8465526463077828,0.6487718034731769,71.17047,54.0,14.0,40.0
4109500,Guaraqueçaba,PR,-25.4,-48.0,0.4537757026116103,0.5454441237806941,0.7750298121769194,0.6135656768933834,0.6367258993776025,0.8270697800998761,0.6547415098773727,53.971081,39.0,15.0,24.0
2205706,Luís Correia,PI,-2.8,-41.6,0.1670186180825385,0.19812642562872504,0.5637707051407757,0.4787774159845614,0.4889964897488287,0.8159313851331599,0.6089697340236981,73.215984,172.0,16.0,156.0
2103109,Cedral,MA,-1.8,-44.4,0.383143553998585,0.459895076885859,0.808980771660376,0.4576066696253469,0.46579311996009826,0.8151990902353446,0.6657911914469613,70.157168,23.0,17.0,6.0
2104909,Guimarães,MA,-2.0,-44.4,0.44255265827558826,0.5318508696455918,0.8587179143468029,0.4410818235870273,0.4476817077867584,0.8036791212652371,0.6986401705988795,67.308972,14.0,18.0,-4.0
2204659,Ilha Grande,PI,-2.8,-41.6,0.1670186180825385,0.19812642562872504,0.5534487633321428,0.4787774159845614,0.4889964897488287,0.8006130890505566,0.6681444782305551,63.868282,177.0,19.0,158.0
1502905,Curuçá,PA,-0.4,-47.8,0.36227881886370683,0.4346238903291352,0.7840315974246901,0.44904861190707673,0.45641339500657097,0.8001471235274011,0.7041987935650708,64.837156,35.0,20.0,15.0
1504406,Marapanim,PA,-0.4,-47.6,0.3774485070848552,0.4529972853694176,0.7704284123244473,0.4826535239093581,0.4932447464703467,0.7974020124740124,0.6409451414037299,65.395821,44.0,21.0,23.0
1507474,São João de Pirabas,PA,-0.6,-47.2,0.3169879693927645,0.37976800556022633,0.7571748438105486,0.42044539989821633,0.4250639614945978,0.7918612210395791,0.7212086372948864,66.364867,48.0,22.0,26.0
3302502,Magé,RJ,-23.0,-43.0,0.7515853757700399,0.9061486215915918,0.8952559162793248,0.6323921063315858,0.6573598721551338,0.7892824422209219,0.765403576106481,40.132702,6.0,23.0,-17.0
2100204,Alcântara,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.8316367322352649,0.35890687584659814,0.3576170654053209,0.7885832614998164,0.7508957830217249,75.042712,18.0,24.0,-6.0
3302700,Maricá,RJ,-23.0,-42.8,0.7552863373228569,0.9106311941828995,0.8885230115249849,0.6359585797620959,0.6612687660810104,0.7829777218360859,0.9018539919058961,33.24067,7.0,25.0,-18.0
2101103,Axixá,MA,-2.4,-44.0,0.4601333670959319,0.5531444719619548,0.9241441462900076,0.36305541637093874,0.362163911238553,0.7822517849422944,0.7059184616110156,77.374716,5.0,26.0,-21.0
2109056,Porto Rico do Maranhão,MA,-1.8,-44.4,0.383143553998585,0.459895076885859,0.777778414215317,0.4576066696253469,0.46579311996009826,0.7807883946524292,0.6344730724668505,66.647732,38.0,27.0,11.0
1506203,Salinópolis,PA,-0.6,-47.2,0.3169879693927645,0.37976800556022633,0.7474538761567053,0.42044539989821633,0.4250639614945978,0.7807775725787818,0.8140762210953454,56.919158,51.0,28.0,23.0
3305505,Saquarema,RJ,-23.0,-42.6,0.7634327721098516,0.9204980854682909,0.8845340967881016,0.6376112214368006,0.6630800794497406,0.7763135595796866,0.8487545260584812,34.539612,9.0,29.0,-20.0
2100907,Araioses,MA,-2.6,-41.8,0.19791603404070032,0.23554910833961976,0.5940200654671415,0.439078999230788,0.4454865903652383,0.7673824406468632,0.5089822011530564,83.487999,157.0,30.0,127.0
2306553,Itarema,CE,-2.8,-39.8,0.19860300242652973,0.23638115850103525,0.6389489626608867,0.3727238797946514,0.3727606530020561,0.7656118197261472,0.7254182996333064,69.63857,124.0,31.0,93.0
4321352,Tavares,RS,-31.2,-50.8,0.6559390696220245,0.7903026436530786,0.772082399291072,0.7386835792842675,0.7738564901988549,0.7631540100064658,0.6498582726947408,37.170627,43.0,32.0,11.0
2101301,Bacuri,MA,-1.4,-45.2,0.5067401752070145,0.6095942344427513,0.7920211315059744,0.5370208833664174,0.5528319676535011,0.7590317702668671,0.42570486749655617,78.453129,31.0,33.0,-2.0
1507102,São Caetano de Odivelas,PA,-0.6,-48.0,0.28449919866974976,0.3404178877354631,0.692097825546121,0.42610975117233557,0.43127215250480516,0.7580210363185816,0.6740287686624367,63.323204,88.0,34.0,54.0
3301702,Duque de Caxias,RJ,-23.0,-43.0,0.7515853757700399,0.9061486215915918,0.8607003345136391,0.6323921063315858,0.6573598721551338,0.7551856071887205,0.8755686950256317,31.709625,12.0,35.0,-23.0
3550704,São Sebastião,SP,-23.8,-45.6,0.8290722063998289,1.0,0.8350955950752318,0.7415979439627637,0.7770506657931853,0.7523869072739395,0.8529838105934214,27.303847,17.0,36.0,-19.0
2105005,Humberto de Campos,MA,-2.2,-43.6,0.28824110727795144,0.3449500550457493,0.7652545915074596,0.3341628610343368,0.33049735427162114,0.7485112694564092,0.6082351865690823,88.976296,45.0,37.0,8.0
1600303,Macapá,AP,0.8,-50.2,0.50356210392783,0.6057449820238895,0.931570501758384,0.3492695790400735,0.3470544825954705,0.74456312294207,0.9345781011384873,54.48594,4.0,38.0,-34.0
2102408,Cajapió,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.7888390785632684,0.35890687584659814,0.3576170654053209,0.7436404776136301,0.5814395686926416,84.752576,32.0,39.0,-7.0
1508209,Vigia,PA,-1.4,-48.6,0.43389159509870256,0.5213606649098139,0.869979332094742,0.35175711215844574,0.34978084612691884,0.7385213016314955,0.8113258136964477,61.134098,11.0,40.0,-29.0
4312500,Mostardas,RS,-31.0,-50.6,0.5638529106399004,0.678768685139544,0.7380745631547916,0.6614338277784976,0.6891899168120478,0.7378140525226481,0.7077484820212753,35.490701,58.0,41.0,17.0
3518701,Guarujá,SP,-24.0,-46.2,0.714628375396226,0.8613866226979492,0.8031006445244842,0.6620896498908174,0.6899087050271435,0.7298162665229153,0.9298680297383769,26.327825,27.0,42.0,-15.0
2109452,Raposa,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.773111804769976,0.35890687584659814,0.3576170654053209,0.7271249117691102,0.788857524300174,59.373007,41.0,43.0,-2.0
2111789,Serrano do Maranhão,MA,-1.4,-44.8,0.3977952800872802,0.4776411206756258,0.6651691200258175,0.5860310504701067,0.60654764736639,0.7267823941175197,0.32282637007217174,85.44964,107.0,44.0,63.0
1502608,Colares,PA,-1.4,-48.6,0.43389159509870256,0.5213606649098139,0.8571988612385121,0.35175711215844574,0.34978084612691884,0.7262348243305033,0.7264860694371785,65.732844,15.0,45.0,-30.0
1507904,Soure,PA,-0.2,-48.4,0.265088627546019,0.31690797203946297,0.7057426871396286,0.34748604781693215,0.34509971284866453,0.7243560824626513,0.7666141346215635,62.769339,75.0,46.0,29.0
3303807,Paraty,RJ,-23.2,-44.4,0.6908685022639736,0.8326088700637676,0.818535501127693,0.5987895333194739,0.6205310842501913,0.7221928257591003,0.812395799789206,32.719805,21.0,47.0,-26.0
3506359,Bertioga,SP,-23.8,-45.8,0.8256805581786633,0.9958920650380756,0.8077455270772473,0.7324653824546424,0.7670412783962676,0.7219342645175646,0.8377678695115731,25.647745,24.0,48.0,-24.0
4315602,Rio Grande,RS,-32.4,-52.2,0.4547680708052132,0.5466460715452538,0.6451574934323531,0.7047037117921581,0.7366141834131849,0.7218151039170015,0.9005744797291246,24.835359,122.0,49.0,73.0
2207702,Parnaíba,PI,-2.8,-41.6,0.1670186180825385,0.19812642562872504,0.4978596105054589,0.4787774159845614,0.4889964897488287,0.7181159080193645,0.7260708994150139,45.869374,195.0,50.0,145.0
2112506,Tutóia,MA,-2.6,-42.4,0.16649507555492674,0.1974923154519062,0.6180791677705609,0.2940367676108524,0.286518716575789,0.71211072060432,0.6952926842165729,80.221717,134.0,51.0,83.0
2109403,Primeira Cruz,MA,-2.2,-43.4,0.27130670967870985,0.3244392592848776,0.6975449109558224,0.34998980021020343,0.3478438528829721,0.710153193914089,0.5001859606838183,91.28812,83.0,52.0,31.0
2111201,São José de Ribamar,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.750379232338719,0.35890687584659814,0.3576170654053209,0.7032529234170115,0.9202044541377077,47.220152,49.0,53.0,-4.0
3300209,Araruama,RJ,-23.0,-42.4,0.7603393489026841,0.9167513580614066,0.8090996890592876,0.6330736487993114,0.6581068501613427,0.7009729787342724,0.6770545984073242,34.622273,22.0,54.0,-32.0
2107506,Paço do Lumiar,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.7481875782969423,0.35890687584659814,0.3576170654053209,0.7009514179487968,0.8891732977292722,48.511105,50.0,55.0,-5.0
2101905,Bequimão,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.7466040626261669,0.35890687584659814,0.3576170654053209,0.699288532335546,0.5536795814655656,77.493204,52.0,56.0,-4.0
3304904,São Gonçalo,RJ,-23.0,-43.0,0.7515853757700399,0.9061486215915918,0.7977989210683627,0.6323921063315858,0.6573598721551338,0.6931192489349687,0.9577576597011417,23.894201,29.0,57.0,-28.0
4118204,Paranaguá,PR,-25.6,-48.2,0.3668769195291074,0.4401930700465278,0.6212405957872641,0.5603769892161712,0.5784305153693537,0.6850187466368068,0.8884190456206027,28.517923,132.0,58.0,74.0
3300100,Angra dos Reis,RJ,-23.2,-44.2,0.7552972082225166,0.9106443609224514,0.7845786519882133,0.6405405163846644,0.6662906187827555,0.682697908554347,0.8971806793453304,24.331508,34.0,59.0,-25.0
3300704,Cabo Frio,RJ,-23.0,-42.0,0.6681850656160256,0.8051348879800134,0.7830886305185737,0.5725775460819262,0.5918024592668977,0.6826333229825213,0.9135059354227837,26.898822,36.0,60.0,-24.0
4202073,Balneário Gaivota,SC,-29.2,-49.4,0.6128823349764818,0.7381526994186095,0.709494404652285,0.64659043396898,0.672921394690149,0.6728957257345227,0.7409983780943111,28.249471,70.0,61.0,9.0
2109601,Rosário,MA,-2.4,-44.0,0.4601333670959319,0.5531444719619548,0.8063782299211584,0.36305541637093874,0.362163911238553,0.6699543710043387,0.5561793796736186,69.257286,26.0,62.0,-36.0
1504109,Magalhães Barata,PA,-0.4,-47.6,0.3774485070848552,0.4529972853694176,0.6576134407511252,0.4826535239093581,0.4932447464703467,0.6699489421024584,0.4647643497244788,60.853067,113.0,63.0,50.0
3300258,Arraial do Cabo,RJ,-23.0,-42.2,0.7350772623827879,0.8861541375776815,0.772357140613048,0.6227270404191415,0.6467668541011771,0.6698525450704957,0.7890580017267456,27.326435,42.0,64.0,-22.0
3302601,Mangaratiba,RJ,-23.0,-44.0,0.49126537706875045,0.5908512929123795,0.7046408718808748,0.5182021879614037,0.5322064714610176,0.6641023063583901,0.8064305708554615,31.880772,78.0,65.0,13.0
2302057,Barroquinha,CE,-2.8,-41.2,0.2113744977100812,0.25184988301790806,0.5748236476568551,0.36995050329733165,0.369721001997845,0.6618793010168351,0.5204091535696558,70.590803,165.0,66.0,99.0
3520301,Iguape,SP,-24.6,-47.2,0.574132650776117,0.6912194173945974,0.694568338362425,0.6150963837666876,0.6384035708690458,0.6609069698905173,0.7195819516339925,29.470371,86.0,67.0,19.0
3522109,Itanhaém,SP,-24.2,-46.6,0.6593089035712063,0.7943841573576355,0.7230406125360869,0.6379300838448587,0.6634295561399035,0.6606374839851289,0.8707150904599299,23.415333,65.0,68.0,-3.0
2102606,Cândido Mendes,MA,-1.4,-45.2,0.5067401752070145,0.6095942344427513,0.6987773749729416,0.5370208833664174,0.5528319676535011,0.6599185009591064,0.2998448843629223,81.403015,81.0,69.0,12.0
4208807,Jaguaruna,SC,-28.8,-49.0,0.7412475850296405,0.8936275789473316,0.7222754900211178,0.7136664318827033,0.7464374227570018,0.6598963564586363,0.7130407515146059,25.350729,66.0,70.0,-4.0
2111300,São Luís,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.7081388278003405,0.35890687584659814,0.3576170654053209,0.6588953194468763,1.0,37.603585,73.0,71.0,2.0
4212254,Passo de Torres,SC,-29.4,-49.6,0.5248263808615349,0.6315000901482771,0.670124541850828,0.606840687478381,0.6293552373530358,0.6572254542121391,0.7262948793004312,29.256007,103.0,72.0,31.0
4212304,Paulo Lopes,SC,-28.0,-48.4,0.535984272272263,0.6450144316243317,0.6844203653663608,0.5848564932642077,0.6052603198095781,0.6547740471430312,0.6626531170207797,33.06963,94.0,73.0,21.0
1600105,Amapá,AP,1.4,-49.8,0.4749739569480486,0.5711192659068699,0.8519145035142732,0.313760344898954,0.30813597321885644,0.6538374826681732,0.6303938146865269,68.067284,16.0,74.0,-58.0
2511905,Pitimbu,PB,-7.4,-34.6,0.23825171002875264,0.2844033298859882,0.6671310619589511,0.29093136548342474,0.2831151618459364,0.6536031640155837,0.7439592676478948,62.724722,105.0,75.0,30.0
2108058,Paulino Neves,MA,-2.6,-42.4,0.16649507555492674,0.1974923154519062,0.5689383206628724,0.2940367676108524,0.286518716575789,0.6510205255905991,0.501773877620427,91.099805,169.0,76.0,93.0
3551009,São Vicente,SP,-24.0,-46.4,0.7430999138589911,0.8958711035887091,0.7248319683349337,0.688589256091091,0.7189525635424602,0.6505841277974737,0.9377071420543162,19.398694,64.0,77.0,-13.0
2607604,Ilha de Itamaracá,PE,-7.8,-34.8,0.3004179643501166,0.35969855890913394,0.7437422468428737,0.276622985797609,0.2674330210609924,0.6470134764406452,0.7714318399385386,62.631235,55.0,78.0,-23.0
4209409,Laguna,SC,-28.6,-48.8,0.7878069960182068,0.9500199344436817,0.7140657504754383,0.7455459203482847,0.7813776911344789,0.6468296506280282,0.8110753253756267,20.375638,68.0,79.0,-11.0
1506302,Salvaterra,PA,-0.8,-48.4,0.4236434530441635,0.5089482039777248,0.878911318849436,0.2578624919801021,0.24687131444561192,0.6459919691825822,0.7666802427591155,68.032548,10.0,80.0,-70.0
3302007,Itaguaí,RJ,-23.0,-44.0,0.49126537706875045,0.5908512929123795,0.68633859556699,0.5182021879614037,0.5322064714610176,0.6446919413501611,0.8356705674957089,28.825207,92.0,81.0,11.0
2104305,Godofredo Viana,MA,-1.2,-45.6,0.4307143934914907,0.5175124658301162,0.6116519780066693,0.5923262034908984,0.6134472039970185,0.6426542234326957,0.3321648118505448,62.481466,145.0,82.0,63.0
2703601,Japaratinga,AL,-9.2,-35.2,0.34416289941678346,0.41268204553550103,0.7596765316495312,0.29404550894637704,0.2865282971752248,0.6425088626405109,0.6984861828523075,63.583146,47.0,83.0,-36.0
4220000,Balneário Rincão,SC,-29.0,-49.2,0.6937139964862352,0.8360553080306051,0.6945839250489504,0.6907205797868344,0.7212885176468979,0.6406911724002812,0.74242811742802,23.616552,85.0,84.0,1.0
3555406,Ubatuba,SP,-23.6,-45.0,0.4953376885539428,0.5957836413267791,0.6952957103819165,0.49890890803637833,0.5110608254388117,0.6397530507715036,0.8611746545384382,28.643555,84.0,85.0,-1.0
4313656,Palmares do Sul,RS,-30.4,-50.2,0.34650528840279365,0.4155191267958774,0.5791191664715625,0.5357703772716875,0.5514613992830361,0.6372547145284586,0.6590708503100801,34.390362,162.0,86.0,76.0
1508035,Tracuateua,PA,-0.6,-46.8,0.39282380025490077,0.47161970734375774,0.6035821127378485,0.5477545690102872,0.5645962046324349,0.6361541422120623,0.27053609892978187,81.52382,151.0,87.0,64.0
3531100,Mongaguá,SP,-24.2,-46.6,0.6593089035712063,0.7943841573576355,0.6986985756541322,0.6379300838448587,0.6634295561399035,0.6354642157105753,0.8351957450558318,22.420114,82.0,88.0,-6.0
3509908,Cananéia,SP,-25.2,-47.8,0.46274658642879773,0.5563095805937005,0.6172237616103433,0.5987956368887124,0.620537773828899,0.6312991455500141,0.7139173954532836,27.643227,138.0,89.0,49.0
3537602,Peruíbe,SP,-24.4,-46.8,0.6160101826992385,0.7419411215007415,0.6801302726592772,0.6239553687895618,0.6481131154429953,0.6291795460251758,0.8397112120137076,22.338265,98.0,90.0,8.0
4201406,Araranguá,SC,-29.0,-49.2,0.6937139964862352,0.8360553080306051,0.6828826931423327,0.6907205797868344,0.7212885176468979,0.6284586074321491,0.7455967240711979,22.549432,96.0,91.0,5.0
4301057,Arroio do Sal,RS,-29.6,-49.8,0.41204949361175197,0.49490570068911205,0.6028720837756556,0.5524141532773209,0.5697031600026066,0.62397084237888,0.7148684530874758,29.317089,152.0,92.0,60.0
4207304,Imbituba,SC,-28.2,-48.6,0.4282767754244614,0.5145600439312654,0.6247536687981989,0.520144335156599,0.534335086049735,0.6191466431624953,0.8245950395997951,26.646654,130.0,93.0,37.0
3520400,Ilhabela,SP,-23.8,-45.4,0.7170663558265775,0.8643394834881187,0.6932662878372244,0.6581331882635859,0.6855723797680381,0.6150287272085335,0.7967475596202028,21.186565,87.0,94.0,-7.0
2707404,Porto de Pedras,AL,-9.2,-35.2,0.34416289941678346,0.41268204553550103,0.7310141319753272,0.29404550894637704,0.2865282971752248,0.6146375255904573,0.639435426786381,63.077415,61.0,95.0,-34.0
4205704,Garopaba,SC,-28.0,-48.4,0.535984272272263,0.6450144316243317,0.6446696037645486,0.5848564932642077,0.6052603198095781,0.6120376750532682,0.7868953459848554,24.044055,123.0,96.0,27.0
3300936,Carapebus,RJ,-22.4,-41.6,0.4686981141018324,0.5635180193853028,0.7084734988629863,0.41474927591821564,0.41882094725089425,0.6118249152431813,0.6850165438621179,39.885213,72.0,97.0,-25.0
2606804,Igarassu,PE,-7.8,-34.8,0.3004179643501166,0.35969855890913394,0.7056963545517465,0.276622985797609,0.2674330210609924,0.6091638882061274,0.859423456774042,49.322024,76.0,98.0,-22.0
2933208,Vera Cruz,BA,-13.2,-38.6,0.43270840637973973,0.519927596976987,0.7811028432281372,0.3058955331357183,0.29951605342175935,0.6088669904264773,0.8106736176216804,46.638134,37.0,99.0,-62.0
4301636,Balneário Pinhal,RS,-30.2,-50.0,0.48640253376030357,0.5849614591977664,0.6186552587217831,0.5794779170773523,0.5993653414237005,0.6085719748034774,0.6908026735780745,27.321755,133.0,100.0,33.0
2300754,Amontada,CE,-2.8,-39.6,0.19076276464661668,0.22688513037968838,0.5271634424421449,0.34166313178952185,0.3387177331328705,0.6071268225634744,0.46125117850092184,72.037242,185.0,101.0,84.0
2101350,Bacurituba,MA,-2.4,-44.2,0.3410907831729488,0.4089611249381382,0.658189855640922,0.35890687584659814,0.3576170654053209,0.6064427743073111,0.4074158162302456,77.05901,112.0,102.0,10.0
4201950,Balneário Arroio do Silva,SC,-29.0,-49.4,0.4799731938108923,0.5771742983137268,0.600807838436747,0.5923305229398979,0.6134519381604115,0.5989911925381283,0.7412310663827986,24.044719,155.0,103.0,52.0
2606200,Goiana,PE,-7.6,-34.8,0.21140573342843677,0.2518877154495538,0.6037048731746943,0.27325731552681176,0.26374420959657024,0.5980498510016741,0.8049383604237782,51.326897,150.0,104.0,46.0
2704500,Maragogi,AL,-9.0,-35.0,0.3378198744106704,0.4049994285635035,0.7734186387019123,0.240584516716528,0.22793446439607395,0.5953338695036563,0.7571551530420145,62.526558,40.0,105.0,-65.0
4211900,Palhoça,SC,-27.8,-48.4,0.42058626616919487,0.5052453657026799,0.5933885655016288,0.5254658451051906,0.5401675192137098,0.5923047835239618,0.9143610263299126,21.611157,158.0,106.0,52.0
2917805,Jaguaripe,BA,-13.2,-38.6,0.43270840637973973,0.519927596976987,0.7610769206364713,0.3058955331357183,0.29951605342175935,0.5905686001722426,0.4886257052387048,72.477952,46.0,107.0,-61.0
2700508,Barra de Santo Antônio,AL,-9.6,-35.6,0.3186230251742496,0.3817483709670936,0.7014358735080696,0.2751865043750085,0.2658586216951083,0.5867134021532044,0.7425786682489758,52.984007,80.0,108.0,-28.0
3541000,Praia Grande,SP,-24.0,-46.4,0.7430999138589911,0.8958711035887091,0.6473562277526768,0.688589256091091,0.7189525635424602,0.5715201646545144,0.9412674615191136,14.61998,120.0,109.0,11.0
2906907,Caravelas,BA,-17.8,-39.0,0.4837836615596145,0.5817895038614536,0.7094110447433609,0.3720171633049901,0.3719860839921984,0.5710519965384123,0.4998786317183651,53.114928,71.0,110.0,-39.0
2708709,São Miguel dos Milagres,AL,-9.6,-35.6,0.3186230251742496,0.3817483709670936,0.6838734700722916,0.2751865043750085,0.2658586216951083,0.5696183770676411,0.691772390301335,53.418023,95.0,111.0,-16.0
2613404,São José da Coroa Grande,PE,-9.0,-35.0,0.3378198744106704,0.4049994285635035,0.7445608774712615,0.240584516716528,0.22793446439607395,0.5691695703863866,0.7476551525616344,57.552962,53.0,112.0,-59.0
4305454,Cidreira,RS,-30.2,-50.0,0.48640253376030357,0.5849614591977664,0.5824494955037266,0.5794779170773523,0.5993653414237005,0.5684889544930954,0.7436402091158298,21.949653,161.0,113.0,48.0
2706448,Paripueira,AL,-9.6,-35.6,0.3186230251742496,0.3817483709670936,0.6818106696941516,0.2751865043750085,0.2658586216951083,0.5676104728340455,0.7245920272282171,50.619838,97.0,114.0,-17.0
2805307,Pirambu,SE,-10.8,-36.6,0.3881187299368488,0.4659209669091748,0.7312076510130978,0.28024063530865634,0.2713980045314177,0.5662500764455679,0.6878682711604927,51.970344,60.0,115.0,-55.0
2614204,Sirinhaém,PE,-8.8,-35.0,0.32963227515029736,0.3950826792243421,0.7275690820838763,0.2436038030307013,0.23124363525179695,0.5641998875107553,0.6912738807009726,60.232206,63.0,116.0,-53.0
2401859,Caiçara do Norte,RN,-5.0,-36.2,0.2809768097620098,0.33615160078586115,0.647502700820103,0.27172881959676987,0.2620689613231481,0.5638773558643717,0.6320050855165841,58.061689,119.0,117.0,2.0
2927408,Salvador,BA,-13.0,-38.4,0.5097790989705548,0.6132749525953489,0.7411029679016401,0.34190826478847236,0.33898640158345605,0.5612079969746344,0.9972744184605425,28.163933,56.0,118.0,-62.0
2908606,Conde,BA,-12.0,-37.4,0.30274948243646727,0.36252247342995864,0.7353894058971535,0.21789744741990644,0.2030691880671201,0.5595977641009741,0.6914372012757128,67.401747,59.0,119.0,-60.0
2704302,Maceió,AL,-9.6,-35.6,0.3186230251742496,0.3817483709670936,0.6730281999498325,0.2751865043750085,0.2658586216951083,0.5590617260101067,0.9975425136727826,35.613252,101.0,120.0,-19.0
2804904,Pacatuba,SE,-10.6,-36.6,0.4086493660888518,0.49078749567033725,0.7390290051431121,0.2777551594772582,0.26867389580901635,0.5567704705698944,0.4658444516511877,74.814255,57.0,121.0,-64.0
3520426,Ilha Comprida,SP,-25.0,-47.8,0.3619184847763196,0.43418745680212206,0.5232213463843933,0.520020402823448,0.5341992548557805,0.5496148239235153,0.7293076000571762,23.392542,187.0,122.0,65.0
2803203,Itaporanga d'Ajuda,SE,-11.2,-37.0,0.34433813831929805,0.41289429337707745,0.7189759595551195,0.24673322675790074,0.23467351791798982,0.5485513196041443,0.6741567227810642,57.373278,67.0,123.0,-56.0
2408953,Rio do Fogo,RN,-5.4,-35.2,0.13140149232811618,0.15498727127398393,0.5002848428342218,0.22495979775281255,0.21080960135116383,0.5485458754257393,0.6913123451950304,62.281766,194.0,124.0,70.0
2704708,Marechal Deodoro,AL,-9.8,-35.8,0.34013240465894873,0.4078003451792442,0.7120778114712102,0.24731107684025752,0.23530684793460196,0.5462243643432194,0.833717415899016,45.859463,69.0,125.0,-56.0
4119954,Pontal do Paraná,PR,-25.6,-48.4,0.32060131149432397,0.38414445423074556,0.4787269843121148,0.5530940311352541,0.5704483135782588,0.5449427507899529,0.7871098589437513,19.939038,203.0,126.0,77.0
2504603,Conde,PB,-7.4,-34.6,0.23825171002875264,0.2844033298859882,0.5673527160333701,0.29093136548342474,0.2831151618459364,0.5441973526020526,0.5038735697798323,62.579592,170.0,127.0,43.0
2601409,Barreiros,PE,-8.8,-35.0,0.32963227515029736,0.3950826792243421,0.7048290073695866,0.2436038030307013,0.23124363525179695,0.5433110745703115,0.7687005070912585,50.051427,77.0,128.0,-51.0
2610707,Paulista,PE,-8.0,-34.8,0.3097566469391243,0.3710094904103126,0.6596822901120079,0.2638687967878597,0.2534542902724216,0.5410462959732028,0.938977103418571,37.060776,110.0,129.0,-19.0
3304557,Rio de Janeiro,RJ,-23.0,-43.4,0.7045857658179199,0.8492231009216543,0.629707970441525,0.6199872036750214,0.6437639630336687,0.5385857024453146,0.8404582983489088,16.147798,127.0,130.0,-3.0
2302602,Camocim,CE,-2.8,-40.8,0.21927445296545822,0.26141824042852657,0.6152778233602939,0.2222460996506616,0.20783535852142163,0.5363556318421977,0.7863978526532446,52.997508,142.0,131.0,11.0
