grid_lat,grid_lon,production_compound_count,n_episodes_hs,n_compound_zos,n_compound_ssh_total,rayleigh_R_hs,rayleigh_p_hs,rayleigh_R_compound_zos,rayleigh_p_compound_zos,rayleigh_R_compound_ssh_total,rayleigh_p_compound_ssh_total,latitude_band,sig_hs,sig_compound_zos,sig_compound_ssh
-30.2,-50.0,165,555,178,169,0.04369956412150572,0.34666111899700425,0.10171345124106497,0.15864153640895765,0.053126073904666476,0.6213213832198587,RS,False,False,False
-30.2,-49.8,208,572,224,212,0.03096274321806135,0.5780912754071199,0.060903663519503555,0.4361418993146558,0.057426849407614604,0.49754516334915067,RS,False,False,False
-30.0,-50.0,131,535,133,133,0.032266642375139654,0.5731360422836975,0.10559826890374265,0.22726639967571788,0.12102243139105483,0.14259023397349188,SC/PR,False,False,False
-30.0,-49.8,200,574,210,204,0.028945473483714748,0.6184108987297375,0.06177334995554115,0.44923748706490885,0.045943035390572734,0.650660658787068,SC/PR,False,False,False
-29.8,-49.8,195,548,203,199,0.04092036530142682,0.3996526116436287,0.0795564295157163,0.2770111402114071,0.08372726811907914,0.24808677844057647,SC/PR,False,False,False
-29.8,-49.6,226,567,236,229,0.02643751600072175,0.6729932356304954,0.05502066958466648,0.489944739958283,0.07773402986035255,0.25087090458394645,SC/PR,False,False,False
-29.6,-49.8,168,513,177,173,0.037637910325411694,0.4837094147895697,0.09605953494271424,0.19545890678322475,0.10745194529516996,0.1356828657265084,SC/PR,False,False,False
-29.6,-49.6,215,562,222,220,0.011355551452342898,0.9301522839248101,0.02966369888822161,0.8228768906562097,0.06168210823447247,0.43347451954146676,SC/PR,False,False,False
-29.6,-49.4,233,557,241,235,0.024724316080592345,0.7116024295161862,0.02955139516344611,0.8105266558200593,0.08764649431555119,0.1644954767338718,SC/PR,False,False,False
-29.4,-49.6,192,525,204,198,0.034528417314274355,0.5349931269048295,0.07520565811951836,0.3158139378016931,0.08874100125329995,0.21047856287760572,SC/PR,False,False,False
-29.4,-49.4,231,557,238,236,0.03087604535718984,0.5882197326276514,0.055852970396303346,0.47641210558232777,0.10038590614519553,0.09262408185622907,SC/PR,False,False,False
-29.4,-49.2,242,562,259,247,0.01918412288476288,0.8132894472790887,0.006370069212720839,0.9895653469832695,0.10588267335153523,0.06257948804604876,SC/PR,False,False,False
-29.2,-49.4,227,540,229,233,0.029107814310933934,0.6330560990883629,0.07758195101771818,0.2522326866345038,0.08130662172383162,0.21447843754275803,SC/PR,False,False,False
-29.2,-49.2,248,558,259,257,0.02432256880207563,0.7190252823196756,0.01172155747042014,0.965105512320091,0.11756887465199563,0.028502406576423812,SC/PR,False,False,False
-29.2,-49.0,243,562,265,247,0.007965791005170692,0.9649973755512682,0.02513635685385833,0.8460750088856499,0.11495092998583457,0.03808296305876381,SC/PR,False,False,False
-29.0,-49.4,203,507,210,208,0.02023977859640801,0.8126064797492158,0.0766741512166639,0.2912870359854609,0.10344861595651852,0.10790089111774176,SC/PR,False,False,False
-29.0,-49.2,254,546,256,260,0.020297405732444044,0.7987072286452453,0.04163644207067931,0.6420268328772606,0.09289092501133114,0.10603409566248023,SC/PR,False,False,False
-29.0,-49.0,251,546,271,259,0.019190314926047745,0.8179870096722468,0.031673524213278924,0.7622832449888063,0.10204931788172696,0.06726834480779069,SC/PR,False,False,False
-29.0,-48.8,242,555,276,248,0.004712824260111514,0.987759618743296,0.027233200597696083,0.815167376667992,0.14000589744858907,0.0076322693274805675,SC/PR,False,False,True
-29.0,-48.6,217,561,272,223,0.012243928675191727,0.9194038151610453,0.012405961898726808,0.9590734254238824,0.22863000256677174,7.607153913366844e-06,SC/PR,False,False,True
-28.8,-49.0,268,529,269,274,0.016794971602066628,0.861495795907045,0.031452299951853245,0.7666854287864278,0.10129773141198495,0.05998455125983343,SC/PR,False,False,False
-28.8,-48.8,258,551,279,265,0.024055637910044465,0.7271619958644394,0.041044404056261106,0.6253956439115346,0.12744315485739488,0.013386657815431744,SC/PR,False,False,False
-28.8,-48.6,243,557,283,248,0.01655464461306701,0.8585393328527274,0.04171822668105604,0.61147576139197,0.16496272815608534,0.0011345464031314863,SC/PR,False,False,True
-28.8,-48.4,206,555,264,211,0.007275797825859525,0.9710725544560328,0.020971908614907688,0.890559230030362,0.28312784157539433,3.306019678408494e-08,SC/PR,False,False,True
-28.6,-48.8,277,532,285,284,0.03038764352974833,0.612072129386658,0.036947714894736895,0.6780642856363948,0.12021572442578557,0.016375420597495423,SC/PR,False,False,False
-28.6,-48.6,255,555,276,260,0.016922685509437447,0.8531604903372415,0.041195225962642065,0.6264196233450228,0.15986469706277454,0.0012622942139093503,SC/PR,False,False,True
-28.6,-48.4,221,553,281,227,0.014417751577452358,0.8914953758036844,0.03479341523858548,0.7120044832227888,0.20836288846400902,4.808598951859383e-05,SC/PR,False,False,True
-28.4,-48.6,248,550,257,252,0.021422289267562865,0.7770873853160734,0.05084838755632624,0.5149813946407032,0.11939669383875956,0.027375208336162533,SC/PR,False,False,False
-28.4,-48.4,241,556,282,249,0.0329504236824616,0.5470106690240153,0.036823051474301385,0.6826139516881439,0.1939576826938798,7.964045260845461e-05,SC/PR,False,False,True
-28.2,-48.6,211,566,209,216,0.019671449754614212,0.8034418745920792,0.05652700743468922,0.5133728599725536,0.18744786554895007,0.0004810420246090238,SC/PR,False,False,True
-28.2,-48.4,245,568,272,252,0.012275512442911734,0.9180358875371841,0.054411155529994086,0.4473603818729566,0.19388298170980095,7.159369307644e-05,SC/PR,False,False,True
-28.2,-48.2,220,564,292,225,0.027829186936441284,0.6462978676004059,0.03779489992185399,0.6593219792639158,0.3193820808084579,6.236246851763199e-11,SC/PR,False,False,True
-28.0,-48.4,243,560,254,249,0.022116429100417466,0.7605561524430916,0.04431805031395597,0.6076590689013217,0.20874933291822745,1.757162767193188e-05,SC/PR,False,False,True
-28.0,-48.2,229,567,289,233,0.02316436021536752,0.7378478248426392,0.022639110960508954,0.862531369105741,0.30337010906820044,3.0662239231382416e-10,SC/PR,False,False,True
-27.8,-48.4,220,563,237,225,0.022490180200225317,0.7523503857727226,0.03774866743830428,0.7138205238450867,0.25689827973284146,2.8557240824581037e-07,SC/PR,False,False,True
-27.8,-48.2,231,578,286,236,0.020700792751158464,0.780751414938906,0.01707852055554825,0.9200938532569566,0.32156480035400453,1.4019247050169925e-11,SC/PR,False,False,True
-27.6,-48.4,194,560,222,198,0.018966561373273537,0.817677464500242,0.022395039079744224,0.8948450662661076,0.311748512637355,2.841403089524162e-09,SC/PR,False,False,True
-27.6,-48.2,220,569,273,225,0.008037692887503176,0.963938036420475,0.021621948821702135,0.8803716742846588,0.3564286085011504,1.7476411381501988e-13,SC/PR,False,False,True
-27.6,-48.0,206,572,288,211,0.025075097697235454,0.6980998373912846,0.023020906469385854,0.8586581479900732,0.42972275867398835,6.9017446494857795e-18,SC/PR,False,False,True
-27.4,-48.4,163,602,186,167,0.028925279729660126,0.6044940954607649,0.05674754375035152,0.5499963175055107,0.4546005583203387,5.548467271881999e-16,SC/PR,False,False,True
-27.4,-48.2,197,576,256,203,0.009872139639601284,0.9454548784516973,0.01905896572722156,0.9113598929262373,0.42875780903592037,3.291306379959939e-17,SC/PR,False,False,True
-27.4,-48.0,210,583,297,215,0.018849198164971645,0.813039033529209,0.031202978205635803,0.7491991487892917,0.49374669350195166,3.8561330332006525e-23,SC/PR,False,False,True
-27.2,-48.4,149,597,162,153,0.02699630354943599,0.6473885183153643,0.050955882020208294,0.657304705036776,0.5631960847204807,2.9128162298589538e-21,SC/PR,False,False,True
-27.2,-48.2,181,580,238,186,0.014435983030896958,0.8862353547860148,0.010949604077527545,0.9719259339908268,0.5048305421278447,4.881760124344623e-21,SC/PR,False,False,True
-27.2,-48.0,201,581,292,205,0.005837452866284066,0.9804131568378551,0.030743764611698452,0.7591279653793843,0.5243386924752471,1.2254927788918705e-24,SC/PR,False,False,True
-27.0,-48.4,122,543,146,130,0.0297094829584951,0.6194364631089796,0.05244335269850912,0.6700218358190043,0.5972594662098606,2.9684956682026155e-20,SC/PR,False,False,True
-27.0,-48.2,172,584,230,176,0.016416274266250128,0.8544815195672102,0.01733396476947252,0.9333618722672441,0.5883009957311571,2.782796498818719e-26,SC/PR,False,False,True
-26.8,-48.4,148,568,183,155,0.04411530936350387,0.33121633708912274,0.07208053225178451,0.38696172324074407,0.6151140571222932,3.0091659937425105e-25,SC/PR,False,False,True
-26.8,-48.2,182,580,247,187,0.021103335066788964,0.7725106189677916,0.03332787992585015,0.7604267624457788,0.5602189963884128,1.8430334648803262e-25,SC/PR,False,False,True
-26.6,-48.6,140,565,169,144,0.021917758787822074,0.7624550598660729,0.07200491742878051,0.41696377819702957,0.5806543866962683,3.3230853018258396e-21,SC/PR,False,False,True
-26.6,-48.4,161,570,205,166,0.04871938812439134,0.25857862568520357,0.0882636775019019,0.2026531583292589,0.6041030340937205,4.3439390096644373e-26,SC/PR,False,False,True
-26.6,-48.2,176,588,260,181,0.03827509615001938,0.4227422005376639,0.025091308685968716,0.8492512194867388,0.5778298605413421,4.040519511776227e-26,SC/PR,False,False,True
-26.4,-48.4,166,598,218,173,0.043905677558196805,0.31589006614460075,0.07790940985430775,0.2665474932529969,0.613904767811534,5.571858248533342e-28,SC/PR,False,False,True
-26.4,-48.2,178,573,256,183,0.0446679439464576,0.3189132045697828,0.04350367385154128,0.6164485329007624,0.5944607921976954,7.97520936727879e-28,SC/PR,False,False,True
-26.2,-48.4,160,592,208,167,0.05658621899533379,0.15024315647224737,0.10675044006756466,0.0933540971740844,0.6303895347295346,2.057728297839475e-28,SC/PR,False,False,True
-26.2,-48.2,185,590,261,189,0.03573721201972741,0.47089538024637884,0.036560018756629495,0.7058800878563386,0.6143191957905242,1.5286865422015211e-30,SC/PR,False,False,True
-26.0,-48.4,152,609,205,157,0.036016113795114074,0.454036305257572,0.08370982662360793,0.2379932850827477,0.65385660566937,1.174692465049843e-28,SC/PR,False,False,True
-26.0,-48.2,177,595,251,183,0.05146633455893635,0.20685337867123058,0.06161207048121623,0.38604072014693713,0.6008835035706666,2.1743290758209223e-28,SC/PR,False,False,True
-25.8,-48.2,187,623,266,192,0.05434182268388142,0.15887756677565354,0.0839929374275323,0.15314634403779856,0.6497784727541589,1.5889141699792689e-34,SC/PR,False,False,True
-25.8,-48.0,199,601,289,202,0.026817873664920097,0.6492377590878895,0.047507893202941305,0.5212570734755448,0.6321670763552659,1.9493482160130866e-34,SC/PR,False,False,True
-25.6,-48.4,186,631,276,190,0.045755422433797724,0.26695376904378004,0.06619227878315624,0.2986737834854988,0.6310772596535225,2.5998549008529684e-32,SC/PR,False,False,True
-25.6,-48.2,194,619,279,200,0.04382824431476681,0.30463023572564524,0.06650512654264637,0.29137355263705483,0.6393230667935872,7.61794658672093e-35,SC/PR,False,False,True
-25.6,-48.0,196,604,287,200,0.024607403716631567,0.6938570834663937,0.047217821654965526,0.527759635935951,0.6261814197863262,1.7465086945888916e-33,SC/PR,False,False,True
-25.6,-47.8,203,604,301,208,0.023887232902189404,0.7086410294636198,0.03002416931603659,0.7626568346998648,0.6335641994587553,1.343093004882567e-35,SC/PR,False,False,True
-25.4,-48.0,204,605,307,210,0.01898964582462708,0.8041202973476581,0.04925555500703427,0.47518376316829936,0.6156181221095954,5.217758792823981e-34,SC/PR,False,False,True
-25.4,-47.8,203,608,306,208,0.021447640906633467,0.756174617346957,0.02431353444247514,0.8347504279101567,0.6286959597435625,4.488253206543339e-35,SC/PR,False,False,True
-25.4,-47.6,204,602,312,210,0.015327127231044015,0.8682173436919863,0.043352495052844185,0.5567047085337358,0.636624832356815,2.8454540892733e-36,SC/PR,False,False,True
-25.2,-47.8,204,591,304,210,0.017001135740507822,0.8430831740970532,0.03489776145564299,0.6909199897062959,0.5973672534205655,4.098277222956801e-32,SC/PR,False,False,True
-25.2,-47.6,205,591,316,211,0.018709798080157054,0.8132420358998507,0.03742412483492462,0.6427283630684734,0.620829184706451,1.0040699337967016e-34,SC/PR,False,False,True
-25.0,-47.8,197,573,275,202,0.03920379932135397,0.4146854308208476,0.050323973571944305,0.4987690733467647,0.5747213496920524,9.454256608611675e-29,SP/RJ,False,False,True
-25.0,-47.6,212,568,313,220,0.0297536529972421,0.6050116674766706,0.031624603353144806,0.7315319735980439,0.5713927608032378,6.720619870587348e-31,SP/RJ,False,False,True
-25.0,-47.4,217,588,327,222,0.02771402767470334,0.6367830737874224,0.0457398854048317,0.5048771826604704,0.5849488806190046,1.3827017748218525e-32,SP/RJ,False,False,True
-25.0,-47.2,206,589,319,212,0.02448851695616847,0.702598967133386,0.035824854452850496,0.6643802856006041,0.5685435814318207,1.5803816151646017e-29,SP/RJ,False,False,True
-24.8,-47.4,224,569,319,228,0.021602825432373716,0.7669453439937424,0.04110444367466066,0.5837064404237612,0.5484967552092547,1.2498164571006291e-29,SP/RJ,False,False,True
-24.8,-47.2,219,579,325,225,0.026024059781353772,0.6758011092890344,0.029160907956088167,0.7588128489473028,0.5547837677851886,7.003007159453689e-30,SP/RJ,False,False,True
-24.8,-47.0,211,581,320,219,0.023852280101473132,0.7186997492271444,0.019691515362046524,0.8834681367796198,0.5402958012333655,1.0257649218704594e-27,SP/RJ,False,False,True
-24.8,-46.8,208,579,323,216,0.02312179010516023,0.7339477757945096,0.017392744606168343,0.9070423587035654,0.5336584526721513,9.767150105806923e-27,SP/RJ,False,False,True
-24.6,-47.2,234,570,316,239,0.0199140831968705,0.797822258277112,0.020265494020681635,0.8784589033054163,0.49383317632238455,1.45676687753946e-25,SP/RJ,False,False,True
-24.6,-47.0,232,585,324,237,0.023511132169806607,0.7238720032152333,0.027552075161089904,0.7822186301214393,0.4977105324512206,1.0113127380448072e-25,SP/RJ,False,False,True
-24.6,-46.8,219,566,317,224,0.015856503576462025,0.8674547799571644,0.013159228978750338,0.9466657243260881,0.4953475037660199,3.492592120262234e-24,SP/RJ,False,False,True
-24.6,-46.6,217,573,331,222,0.03308397200025898,0.5342983425650933,0.03531076996492967,0.6621834721480783,0.5070188415146589,5.2879091163393785e-25,SP/RJ,False,False,True
-24.4,-46.8,237,565,331,242,0.01692706075794347,0.8506494237701361,0.02339155244550382,0.8345498829432058,0.45327584171189,3.2514336362030485e-22,SP/RJ,False,False,True
-24.4,-46.6,239,560,333,242,0.024696093026248412,0.7108531302703106,0.014565058274499741,0.9318898650437059,0.4482557497933411,8.69992151836798e-22,SP/RJ,False,False,True
-24.4,-46.4,232,556,329,237,0.022975793866844355,0.7458132701896445,0.020063437047493613,0.876123458640248,0.4365323116451631,2.048371652558769e-20,SP/RJ,False,False,True
-24.4,-46.2,233,558,320,236,0.03124459084748778,0.5802025683450784,0.0304398473416607,0.7437038600261018,0.4258839959387226,1.7397285432906637e-19,SP/RJ,False,False,True
-24.4,-46.0,223,562,319,227,0.031162771378322206,0.5796010022761617,0.043463651596050236,0.5477375374304985,0.42077185022742436,2.015383747477374e-18,SP/RJ,False,False,True
-24.4,-45.2,163,556,264,168,0.031005940199787266,0.5861564892639978,0.02532623047230066,0.8444743988790957,0.5508032667579462,2.6081970038427783e-22,SP/RJ,False,False,True
-24.2,-46.6,248,555,336,252,0.004192523305190623,0.9903007130183087,0.015117562474477113,0.9261863428096654,0.41709290034835195,6.044704136258099e-20,SP/RJ,False,False,True
