grid_lat,grid_lon,production_compound_count,n_episodes_hs,n_compound_zos,n_compound_ssh_total,rayleigh_R_hs,rayleigh_p_hs,rayleigh_R_compound_zos,rayleigh_p_compound_zos,rayleigh_R_compound_ssh_total,rayleigh_p_compound_ssh_total,latitude_band,sig_hs,sig_compound_zos,sig_compound_ssh
-35.0,-54.8,322,609,357,335,0.016230920897447505,0.8518749624763835,0.012366833192548974,0.9469351065452065,0.054175841741071935,0.3743795002517597,RS,False,False,False
-35.0,-54.6,294,592,337,308,0.018408381795535004,0.8183560750565487,0.01758776382638319,0.901137465792917,0.05355080171421027,0.4137694119189722,RS,False,False,False
-35.0,-54.4,291,595,329,301,0.013205394984861724,0.9015183256333174,0.008349632971005822,0.9773580220948163,0.08228757551327498,0.13026181237266904,RS,False,False,False
-35.0,-54.2,276,600,317,288,0.01619889920352853,0.8544291084494614,0.011508932987800691,0.9589430435035403,0.11126743032588518,0.02814343575144502,RS,False,False,False
-35.0,-54.0,252,596,311,263,0.020584917883805277,0.7769624621045303,0.03289604300895343,0.7145527415339418,0.14685257282631164,0.0033735466556593166,RS,False,False,True
-34.8,-54.4,302,606,336,314,0.024452121384840694,0.6962222328613374,0.01859210106262426,0.8904920516311549,0.06474482956118935,0.2683303765235683,RS,False,False,False
-34.8,-54.2,288,596,330,301,0.014242471721942623,0.886209295829721,0.010459514805856015,0.9645932309134916,0.085258293336791,0.11210672263890574,RS,False,False,False
-34.8,-54.0,270,597,311,281,0.010515792936380788,0.9361646212660514,0.01954541564586237,0.8881366796721645,0.09112613982418592,0.09689663273708246,RS,False,False,False
-34.8,-53.8,247,591,302,259,0.017997374338343763,0.8258998973948165,0.023664909733538554,0.8446168687188894,0.11391801947307961,0.03454241385639941,RS,False,False,False
-34.8,-53.6,235,577,295,245,0.022255169176006142,0.7515845677866686,0.03369515957050577,0.715724722797858,0.14036783570221933,0.007896526978423062,RS,False,False,True
-34.6,-54.0,270,582,302,286,0.028670480081887276,0.6199669111291182,0.03486945038755183,0.693018265245446,0.09561179901800856,0.07310110808769278,RS,False,False,False
-34.6,-53.8,259,586,299,274,0.032701655499999004,0.5345659882494551,0.03369876932721905,0.7124289785648973,0.11639390987234577,0.024285816846594307,RS,False,False,False
-34.6,-53.6,258,595,299,273,0.017152674877915258,0.8395214386120096,0.04234394943696625,0.5854037601714641,0.1378159179470914,0.005514236393326292,RS,False,False,True
-34.6,-53.4,240,584,293,253,0.019798439751210185,0.7955339683972827,0.03580650233361942,0.6871956754967,0.1540105966950582,0.0024175691805006093,RS,False,False,True
-34.4,-53.8,287,628,316,299,0.02291112646274857,0.719333369195013,0.03780385054134849,0.6369576926542041,0.08774215250007764,0.10000957747942235,RS,False,False,False
-34.4,-53.6,253,585,295,267,0.025901029255464027,0.6755788503676394,0.04216518485240052,0.5922507456537305,0.11931362396574607,0.022205919900261575,RS,False,False,False
-34.4,-53.4,249,584,295,264,0.0308683132042735,0.573428486617188,0.05402176199492038,0.42312763066237097,0.1268334562543245,0.014178850163943893,RS,False,False,False
-34.2,-53.6,237,595,259,248,0.03408100497362051,0.5012144970349668,0.049038199957325695,0.5368694199070397,0.10660446428108981,0.059562121525780526,RS,False,False,False
-34.2,-53.4,251,595,288,265,0.018738708889886286,0.8115813803481234,0.04455886136370481,0.5648966996583082,0.12390531555786984,0.016968129684534126,RS,False,False,False
-34.2,-53.2,244,579,290,257,0.01870802664666567,0.8166970098594316,0.048151959243328234,0.5108766690083255,0.14539852690736027,0.004289819303965576,RS,False,False,True
-34.0,-53.4,238,589,269,248,0.029962769640546037,0.5895151787400538,0.03842586029696557,0.6726035050794111,0.10810462373922498,0.054972783056970946,RS,False,False,False
-34.0,-53.2,252,595,289,263,0.019059428770018486,0.8057523878643279,0.03435829275949353,0.7112917114561643,0.11733394265001398,0.026611736145821886,RS,False,False,False
-34.0,-53.0,247,576,295,258,0.02065889110606596,0.7822008295193369,0.03757965867692558,0.6596480187726099,0.11664865947391424,0.029725369399541134,RS,False,False,False
-33.8,-53.4,241,616,266,251,0.028710940308652604,0.6020153338397122,0.014193492771595978,0.9479162598022772,0.09678877189312032,0.09515861711458563,RS,False,False,False
-33.8,-53.2,252,589,287,261,0.029356423372744852,0.6021321438324038,0.02187239701830272,0.8719017006659643,0.10522716208147959,0.055439397801216296,RS,False,False,False
-33.8,-53.0,263,576,304,274,0.030407594859166706,0.5872862777504183,0.030304387194737114,0.756702493100704,0.10102930621565265,0.06088684784948112,RS,False,False,False
-33.8,-52.8,264,574,307,274,0.013229190533263437,0.9044995280646634,0.03924293246058028,0.6236324040305934,0.1260474851436038,0.012743619775912646,RS,False,False,False
-33.6,-53.0,266,606,309,275,0.024946766545198163,0.6859941170398778,0.017769991089484946,0.9071716486386244,0.10010298785517195,0.06344586090082108,RS,False,False,False
-33.6,-52.8,258,580,302,269,0.022107401635281573,0.75332552025021,0.02523505632994702,0.8252835118443943,0.10365294340840374,0.055436340063883593,RS,False,False,False
-33.6,-52.6,260,583,303,270,0.009196191473395997,0.9519307001231482,0.030165524129216463,0.7593250899476434,0.10555105380594976,0.049247412638171735,RS,False,False,False
-33.4,-52.8,258,609,304,269,0.01941073789556507,0.7950977053983636,0.04127420199149712,0.5961573399690033,0.11240620033980606,0.03326327820150609,RS,False,False,False
-33.4,-52.6,258,591,306,269,0.01120668291214129,0.9285202531826036,0.03275178280277325,0.7205132280712037,0.0940220264805485,0.09265837424574556,RS,False,False,False
-33.4,-52.4,252,586,298,262,0.00850257294793243,0.9585545915309249,0.044040801527419696,0.5614073402054957,0.11357963062976285,0.03389918788843161,RS,False,False,False
-33.2,-52.6,235,601,278,243,0.0005845139232704057,0.9997948562358258,0.04462947895585628,0.5752232019091903,0.11329951339839697,0.044027071145082,RS,False,False,False
-33.2,-52.4,240,595,279,252,0.01622579794368461,0.8551073893938615,0.03278893395232971,0.7411887907344674,0.10843489598071553,0.05151441705787914,RS,False,False,False
-33.2,-52.2,235,598,286,245,0.03075633762765713,0.5681668336694744,0.023906201117162882,0.8494310467702572,0.09318034212741783,0.11913387362150811,RS,False,False,False
-33.0,-52.4,202,600,235,208,0.010518585750876363,0.93582113579873,0.05129351120614235,0.5393551057367756,0.12961385027398012,0.030177034026483116,RS,False,False,False
-33.0,-52.2,216,584,254,226,0.009719637093747643,0.9463665195859522,0.02873796899903852,0.8110694139169842,0.08817396478778958,0.1726315437652233,RS,False,False,False
-32.8,-52.4,186,604,207,192,0.031911211221267805,0.5407945411561879,0.036536928642865375,0.7589959617490897,0.12948732656185127,0.03977932134568632,RS,False,False,False
-32.8,-52.2,195,594,226,200,0.014883584271438568,0.8767967546251307,0.04061354192273063,0.689280661367461,0.10066862393329075,0.13174312770136004,RS,False,False,False
-32.8,-52.0,218,593,256,229,0.006732429969031678,0.973501672511482,0.044963603921044204,0.5964188487103247,0.09636338350450181,0.11922233250951318,RS,False,False,False
-32.6,-52.2,171,604,196,177,0.03717904658074771,0.4340935654347599,0.01120068111238265,0.9757710283679961,0.1031448467438327,0.1521689259325145,RS,False,False,False
-32.6,-52.0,199,583,238,208,0.0058500451162302935,0.9802623011078613,0.04794300132775042,0.5791377029578598,0.08869389427351973,0.19484801005719932,RS,False,False,False
-32.4,-52.2,169,583,185,173,0.010262569459363343,0.9404933306938867,0.04134835673984431,0.7293713406872305,0.08649896003246735,0.2744260922921723,RS,False,False,False
-32.4,-52.0,201,593,229,208,0.016581930176230317,0.8496546847414451,0.05542359619816338,0.49537526803661946,0.1211327549579385,0.04708039661501108,RS,False,False,False
-32.4,-51.8,226,594,257,234,0.00639410215872771,0.9760268044867259,0.06474897706689602,0.34079105754132705,0.0780384700908649,0.24070516833283198,RS,False,False,False
-32.2,-52.0,226,619,254,234,0.02212487574016999,0.7387475027900726,0.04297894220885153,0.6259536878348465,0.11441367118047231,0.046575803768952755,RS,False,False,False
-32.2,-51.8,234,601,268,245,0.0009542937136713092,0.9994532880174672,0.049887256902811844,0.5136815326038878,0.08488456733964765,0.17120465416350353,RS,False,False,False
-32.2,-51.6,242,603,280,253,0.01903289905454993,0.8039033981446055,0.044676643836398244,0.5722603936822043,0.07908538344935435,0.2056185360544886,RS,False,False,False
-32.0,-51.8,241,617,279,253,0.024381453540185952,0.6931310675411823,0.04885134569131453,0.5142611793522697,0.08272891145640927,0.17709145224938524,RS,False,False,False
-32.0,-51.6,229,588,263,240,0.014909844155318859,0.877559465507571,0.06095804913737495,0.3766926038574855,0.057799326328230705,0.4489782406250177,RS,False,False,False
-32.0,-51.4,235,586,270,247,0.019140485946995068,0.8069267349301975,0.0640492122248756,0.33064682274535667,0.04935968317598904,0.5482997562799072,RS,False,False,False
-32.0,-51.2,233,594,268,247,0.013939874453901019,0.8910679409856715,0.03799749337759888,0.6795268203029635,0.02764599630882289,0.8282532000605333,RS,False,False,False
-31.8,-51.4,238,600,264,246,0.007284659343111881,0.9686870774203236,0.06482010275581171,0.3301206902337639,0.05288122025374769,0.5030820624756891,RS,False,False,False
-31.8,-51.2,234,587,262,244,0.007501757772354756,0.9675322101148611,0.05300505514435168,0.4794049055548085,0.02315658558306937,0.8775783692598507,RS,False,False,False
-31.8,-51.0,221,582,258,236,0.018749626578950924,0.8151008383297126,0.02845475943573727,0.8117740590237843,0.010489169033207488,0.9744217243883029,RS,False,False,False
-31.6,-51.2,228,598,260,239,0.013183502594359712,0.9013579105503925,0.03175458598346997,0.7697158139862259,0.032530290510333196,0.7768932174871306,RS,False,False,False
-31.6,-51.0,227,580,258,237,0.01008783057706311,0.942731336751699,0.04857066824712492,0.5445316980875237,0.019968948799893492,0.9099951635935289,RS,False,False,False
-31.6,-50.8,220,593,255,234,0.02128179825760751,0.7646152491574867,0.04878792925570406,0.5454537608441382,0.029936484956783603,0.8111452378414387,RS,False,False,False
-31.4,-50.8,201,571,229,212,0.023838152771637387,0.7230788482802964,0.04350638219471253,0.6487480632088678,0.030920530740569586,0.8168830837052563,RS,False,False,False
-31.4,-50.6,210,585,254,220,0.025830259790211023,0.6770265214869652,0.033113647142331656,0.7572645926474872,0.022659215278206978,0.8934055141512587,RS,False,False,False
-31.2,-50.8,211,586,235,219,0.03347865605481443,0.518702776410503,0.06590774811969971,0.36069054460193023,0.03897114570233926,0.7175066089694415,RS,False,False,False
-31.2,-50.6,222,589,249,230,0.03842107251984974,0.41934896628795904,0.055971197099204055,0.4588167692104031,0.03247009360418881,0.7850346552235233,RS,False,False,False
-31.2,-50.4,209,600,260,217,0.029846691149945894,0.5861564622658553,0.036273579888548145,0.7106640617227876,0.057228148672109985,0.49182548236996815,RS,False,False,False
-31.0,-50.6,195,575,214,204,0.026424046684580867,0.6695139200336354,0.045684236615251374,0.6403004700808219,0.018113652791746076,0.9354057951279282,RS,False,False,False
-31.0,-50.4,222,597,246,229,0.04600728304688824,0.2827302594101156,0.04731852385339714,0.5769539800767718,0.05015597326609534,0.5626029388602631,RS,False,False,False
-31.0,-50.2,205,594,253,212,0.028561889285760443,0.6161498414215477,0.021750044574071543,0.8873968315941025,0.0717053900427299,0.33659997347859144,RS,False,False,False
-30.8,-50.4,207,577,220,210,0.049422244387114525,0.24438877875641488,0.07482509383338132,0.2921007432926898,0.015320932230483999,0.9520106046906865,RS,False,False,False
-30.8,-50.2,222,585,248,225,0.05047620447962568,0.22533533061061106,0.05826206631301846,0.4313463306740144,0.06254743782206225,0.4151381218778791,RS,False,False,False
-30.6,-50.4,122,571,132,124,0.034920907929357155,0.4986156913385229,0.07147539380825522,0.5103510304408397,0.050573244057788805,0.7290064032416723,RS,False,False,False
-30.6,-50.2,198,569,218,202,0.038570917250881784,0.42909328616856296,0.059855767636653304,0.4584343884378275,0.009740666076404168,0.9810626806919984,RS,False,False,False
-30.6,-50.0,216,580,240,218,0.035342624081761274,0.4847702908601841,0.04778986610297485,0.5785099152469322,0.06375765040173123,0.4126958364768844,RS,False,False,False
-30.4,-50.2,152,556,161,154,0.04843816603640945,0.27141402232435863,0.07667445168049354,0.3886942875432715,0.0448649144173616,0.7340853371804019,RS,False,False,False
-30.4,-50.0,210,579,223,214,0.025236229451018874,0.6917806125467052,0.05216967615136395,0.5455368877167238,0.04114222206314472,0.6966021495068957,RS,False,False,False
-30.4,-49.8,214,587,246,217,0.031522062652852983,0.5582686974455708,0.038610477936246425,0.6934193461349253,0.05093157723333164,0.5700843992600653,RS,False,False,False
