grid_lat,grid_lon,hs_q90_m,zos_q90_m,fes_tide_daily_max_q90_m,VHM0_valid_fraction,zos_valid_fraction,tide_daily_max_valid_fraction,zos_to_fes_q90_ratio,wave_setup_proxy_q90_m,zos_plus_wave_setup_to_fes_q90_ratio,ssh_total_q90_m,hs_q90_ge_0p5_m,conditional_uses_ssh_total,conditional_ssh_q90_m
-24.6000000,-46.8000000,2.3099999,0.2650905,0.6623235,1.0000000,1.0000000,1.0000000,0.4002432,0.4620000,1.0977875,0.8046730,2.3099999,1,0.8046730
-24.6000000,-46.6000000,2.4400001,0.2477350,0.6395244,1.0000000,1.0000000,1.0000000,0.3873738,0.4880000,1.1504409,0.7713030,2.4400001,1,0.7713030
-24.4000000,-46.8000000,2.1400001,0.2842832,0.6713730,1.0000000,1.0000000,1.0000000,0.4234356,0.4280000,1.0609352,0.8259830,2.1400001,1,0.8259830
-24.4000000,-46.6000000,2.2500000,0.2685489,0.6523975,1.0000000,1.0000000,1.0000000,0.4116339,0.4500000,1.1013974,0.7961510,2.2500000,1,0.7961510
-24.4000000,-46.4000000,2.3599999,0.2539136,0.6315355,1.0000000,1.0000000,1.0000000,0.4020575,0.4720000,1.1494422,0.7669070,2.3599999,1,0.7669070
-24.4000000,-46.2000000,2.4300001,0.2414830,0.6093175,1.0000000,1.0000000,1.0000000,0.3963172,0.4860000,1.1939309,0.7383250,2.4300001,1,0.7383250
-24.4000000,-46.0000000,2.5000000,0.2265572,0.5886512,1.0000000,1.0000000,1.0000000,0.3848751,0.5000000,1.2342746,0.7091940,2.5000000,1,0.7091940
-24.4000000,-45.2000000,2.7500000,0.1939410,0.5102848,1.0000000,1.0000000,1.0000000,0.3800642,0.5500000,1.4578937,0.6281800,2.7500000,1,0.6281800
-24.2000000,-46.6000000,2.1300001,0.2887809,0.6610961,1.0000000,1.0000000,1.0000000,0.4368214,0.4260000,1.0812058,0.8179980,2.1300001,1,0.8179980
-24.2000000,-46.4000000,2.2200000,0.2752372,0.6431027,1.0000000,1.0000000,1.0000000,0.4279833,0.4440000,1.1183862,0.7926740,2.2200000,1,0.7926740
-24.2000000,-46.2000000,2.2700000,0.2611511,0.6227188,1.0000000,1.0000000,1.0000000,0.4193724,0.4540000,1.1484335,0.7636480,2.2700000,1,0.7636480
-24.2000000,-46.0000000,2.3699999,0.2463207,0.6028370,1.0000000,1.0000000,1.0000000,0.4086025,0.4740000,1.1948847,0.7340100,2.3699999,1,0.7340100
-24.2000000,-45.8000000,2.4800000,0.2329437,0.5825795,1.0000000,1.0000000,1.0000000,0.3998488,0.4960000,1.2512347,0.7055420,2.4800000,1,0.7055420
-24.2000000,-45.6000000,2.5200000,0.2219160,0.5611055,1.0000000,1.0000000,1.0000000,0.3954978,0.5040000,1.2937246,0.6792740,2.5200000,1,0.6792740
-24.2000000,-45.4000000,2.6099999,0.2115052,0.5409963,1.0000000,1.0000000,1.0000000,0.3909550,0.5220000,1.3558414,0.6579610,2.6099999,1,0.6579610
-24.2000000,-45.2000000,2.6700001,0.2015808,0.5226839,1.0000000,1.0000000,1.0000000,0.3856648,0.5340000,1.4073149,0.6385050,2.6700001,1,0.6385050
-24.2000000,-45.0000000,2.7179980,0.1930600,0.5089098,1.0000000,1.0000000,1.0000000,0.3793600,0.5435996,1.4475249,0.6237680,2.7179980,1,0.6237680
-24.0000000,-46.4000000,1.8300000,0.2958217,0.6464795,1.0000000,1.0000000,1.0000000,0.4575887,0.3660000,1.0237319,0.8097320,1.8300000,1,0.8097320
-24.0000000,-46.2000000,1.9200000,0.2856901,0.6272323,1.0000000,1.0000000,1.0000000,0.4554773,0.3840000,1.0676907,0.7851140,1.9200000,1,0.7851140
-24.0000000,-46.0000000,2.2200000,0.2706992,0.6143278,1.0000000,1.0000000,1.0000000,0.4406429,0.4440000,1.1633841,0.7629760,2.2200000,1,0.7629760
-24.0000000,-45.8000000,2.2300000,0.2580026,0.5966702,1.0000000,1.0000000,1.0000000,0.4324040,0.4460000,1.1798856,0.7363830,2.2300000,1,0.7363830
-24.0000000,-45.6000000,2.2900000,0.2455523,0.5756136,1.0000000,1.0000000,1.0000000,0.4265922,0.4580000,1.2222649,0.7074280,2.2900000,1,0.7074280
-24.0000000,-45.4000000,2.4300001,0.2394479,0.5506896,1.0000000,1.0000000,1.0000000,0.4348146,0.4860000,1.3173445,0.6805800,2.4300001,1,0.6805800
-24.0000000,-45.2000000,2.5300000,0.2269853,0.5293787,1.0000000,1.0000000,1.0000000,0.4287768,0.5060000,1.3846143,0.6538750,2.5300000,1,0.6538750
-24.0000000,-45.0000000,2.6099999,0.2081362,0.5202967,1.0000000,1.0000000,1.0000000,0.4000337,0.5220000,1.4033073,0.6372670,2.6099999,1,0.6372670
-24.0000000,-44.8000000,2.6800001,0.1956711,0.5114682,1.0000000,1.0000000,1.0000000,0.3825675,0.5360000,1.4305310,0.6262900,2.6800001,1,0.6262900
-23.8000000,-45.8000000,1.8900000,0.2797641,0.6074634,1.0000000,1.0000000,1.0000000,0.4605448,0.3780000,1.0828045,0.7627360,1.8900000,1,0.7627360
-23.8000000,-45.6000000,1.6979980,0.2757605,0.5913718,1.0000000,1.0000000,1.0000000,0.4663065,0.3395996,1.0405638,0.7453410,1.6979980,1,0.7453410
-23.8000000,-45.4000000,1.3000000,0.2626219,0.5739159,1.0000000,1.0000000,1.0000000,0.4575965,0.2600000,0.9106245,0.7185770,1.3000000,0,0.2626219
-23.8000000,-45.2000000,1.6500000,0.2449505,0.5366787,1.0000000,1.0000000,1.0000000,0.4564193,0.3300000,1.0713123,0.6739760,1.6500000,1,0.6739760
-23.8000000,-45.0000000,2.4000001,0.2270944,0.5311819,1.0000000,1.0000000,1.0000000,0.4275266,0.4800000,1.3311719,0.6561320,2.4000001,1,0.6561320
-23.8000000,-44.8000000,2.5400000,0.2115806,0.5242986,1.0000000,1.0000000,1.0000000,0.4035498,0.5080000,1.3724633,0.6415420,2.5400000,1,0.6415420
-23.8000000,-44.6000000,2.6300001,0.2007068,0.5180803,1.0000000,1.0000000,1.0000000,0.3874048,0.5260000,1.4026915,0.6331040,2.6300001,1,0.6331040
-23.6000000,-45.2000000,1.3900000,0.2561507,0.5483269,1.0000000,1.0000000,1.0000000,0.4671496,0.2780000,0.9741464,0.6918850,1.3900000,0,0.2561507
-23.6000000,-45.0000000,1.9700000,0.2382763,0.5413009,1.0000000,1.0000000,1.0000000,0.4401920,0.3940000,1.1680681,0.6723000,1.9700000,1,0.6723000
-23.6000000,-44.8000000,2.3199999,0.2272378,0.5366750,1.0000000,1.0000000,1.0000000,0.4234179,0.4640000,1.2880007,0.6608240,2.3199999,1,0.6608240
-23.6000000,-44.6000000,2.4800000,0.2170726,0.5318164,1.0000000,1.0000000,1.0000000,0.4081721,0.4960000,1.3408248,0.6503020,2.4800000,1,0.6503020
-23.6000000,-44.4000000,2.5799999,0.2064757,0.5284242,1.0000000,1.0000000,1.0000000,0.3907385,0.5160000,1.3672267,0.6428020,2.5799999,1,0.6428020
-23.6000000,-44.2000000,2.6400001,0.1989077,0.5251639,1.0000000,1.0000000,1.0000000,0.3787536,0.5280000,1.3841540,0.6380870,2.6400001,1,0.6380870
-23.6000000,-44.0000000,2.6800001,0.1936582,0.5209958,1.0000000,1.0000000,1.0000000,0.3717078,0.5360000,1.4005069,0.6338940,2.6800001,1,0.6338940
-23.4000000,-44.4000000,2.4000001,0.2237589,0.5443458,1.0000000,1.0000000,1.0000000,0.4110602,0.4800000,1.2928527,0.6638750,2.4000001,1,0.6638750
-23.4000000,-44.2000000,2.4900000,0.2139304,0.5396773,1.0000000,1.0000000,1.0000000,0.3964043,0.4980000,1.3191780,0.6544190,2.4900000,1,0.6544190
-23.4000000,-44.0000000,2.5479980,0.2059389,0.5342397,1.0000000,1.0000000,1.0000000,0.3854803,0.5095996,1.3393585,0.6471900,2.5479980,1,0.6471900
-23.4000000,-43.8000000,2.5899999,0.1998298,0.5267770,1.0000000,1.0000000,1.0000000,0.3793442,0.5180000,1.3626825,0.6373330,2.5899999,1,0.6373330
-23.4000000,-43.6000000,2.6300001,0.1949674,0.5208098,1.0000000,1.0000000,1.0000000,0.3743543,0.5260000,1.3843200,0.6301570,2.6300001,1,0.6301570
-23.4000000,-43.4000000,2.6679981,0.1917150,0.5165601,1.0000000,1.0000000,1.0000000,0.3711378,0.5335996,1.4041244,0.6254570,2.6679981,1,0.6254570
-23.4000000,-43.2000000,2.7000000,0.1892417,0.5136945,1.0000000,1.0000000,1.0000000,0.3683935,0.5400000,1.4196019,0.6239770,2.7000000,1,0.6239770
-23.4000000,-43.0000000,2.7300000,0.1913999,0.5113075,1.0000000,1.0000000,1.0000000,0.3743342,0.5460000,1.4421848,0.6286650,2.7300000,1,0.6286650
-23.4000000,-42.8000000,2.7600000,0.1979369,0.5095125,1.0000000,1.0000000,1.0000000,0.3884829,0.5520000,1.4718714,0.6382920,2.7600000,1,0.6382920
-23.4000000,-42.6000000,2.7900000,0.2053332,0.5084574,1.0000000,1.0000000,1.0000000,0.4038356,0.5580000,1.5012727,0.6475020,2.7900000,1,0.6475020
-23.4000000,-42.2000000,2.8399999,0.2061198,0.5113161,1.0000000,1.0000000,1.0000000,0.4031162,0.5680000,1.5139750,0.6515740,2.8399999,1,0.6515740
-23.4000000,-42.0000000,2.8699999,0.2012146,0.5153391,1.0000000,1.0000000,1.0000000,0.3904509,0.5740000,1.5042805,0.6473230,2.8699999,1,0.6473230
-23.2000000,-44.4000000,1.8800000,0.2389351,0.5679307,1.0000000,1.0000000,1.0000000,0.4207117,0.3760000,1.0827643,0.6977090,1.8800000,1,0.6977090
-23.2000000,-44.2000000,2.0799999,0.2322020,0.5481493,1.0000000,1.0000000,1.0000000,0.4236109,0.4160000,1.1825282,0.6724570,2.0799999,1,0.6724570
-23.2000000,-44.0000000,2.1300001,0.2257757,0.5487068,1.0000000,1.0000000,1.0000000,0.4114687,0.4260000,1.1878397,0.6678940,2.1300001,1,0.6678940
-23.2000000,-43.8000000,2.3399999,0.2199597,0.5358143,1.0000000,1.0000000,1.0000000,0.4105148,0.4680000,1.2839517,0.6520430,2.3399999,1,0.6520430
-23.2000000,-43.6000000,2.4500000,0.2137834,0.5289347,1.0000000,1.0000000,1.0000000,0.4041773,0.4900000,1.3305676,0.6426290,2.4500000,1,0.6426290
-23.2000000,-43.4000000,2.5100000,0.2066439,0.5257064,1.0000000,1.0000000,1.0000000,0.3930785,0.5020000,1.3479842,0.6363720,2.5100000,1,0.6363720
-23.2000000,-43.2000000,2.5599999,0.2008559,0.5236713,1.0000000,1.0000000,1.0000000,0.3835534,0.5120000,1.3612659,0.6306470,2.5599999,1,0.6306470
-23.2000000,-43.0000000,2.5899999,0.1965878,0.5210963,1.0000000,1.0000000,1.0000000,0.3772581,0.5180000,1.3713162,0.6270550,2.5899999,1,0.6270550
-23.2000000,-42.8000000,2.6300001,0.1954689,0.5189966,1.0000000,1.0000000,1.0000000,0.3766285,0.5260000,1.3901226,0.6294420,2.6300001,1,0.6294420
-23.2000000,-42.6000000,2.6700001,0.1980723,0.5186784,1.0000000,1.0000000,1.0000000,0.3818788,0.5340000,1.4114186,0.6357590,2.6700001,1,0.6357590
-23.2000000,-42.4000000,2.7000000,0.2002476,0.5196030,1.0000000,1.0000000,1.0000000,0.3853858,0.5400000,1.4246407,0.6427500,2.7000000,1,0.6427500
-23.2000000,-42.2000000,2.7479980,0.2006464,0.5230947,1.0000000,1.0000000,1.0000000,0.3835757,0.5495996,1.4342451,0.6469880,2.7479980,1,0.6469880
-23.2000000,-42.0000000,2.7700000,0.1982358,0.5293313,1.0000000,1.0000000,1.0000000,0.3745023,0.5540000,1.4211058,0.6495160,2.7700000,1,0.6495160
-23.2000000,-41.8000000,2.8099999,0.1947956,0.5361570,1.0000000,1.0000000,1.0000000,0.3633182,0.5620000,1.4115186,0.6524220,2.8099999,1,0.6524220
-23.0000000,-44.4000000,0.7700000,0.2488967,0.5930204,1.0000000,1.0000000,1.0000000,0.4197102,0.1540000,0.6793977,0.7276570,0.7700000,0,0.2488967
-23.0000000,-44.0000000,1.0100000,0.2484207,0.6379995,1.0000000,1.0000000,1.0000000,0.3893744,0.2020000,0.7059891,0.7649420,1.0100000,0,0.2484207
-23.0000000,-43.4000000,1.7900000,0.2332712,0.5289605,1.0000000,1.0000000,1.0000000,0.4409993,0.3580000,1.1177984,0.6527420,1.7900000,1,0.6527420
-23.0000000,-43.2000000,1.9299999,0.2281564,0.5332428,1.0000000,1.0000000,1.0000000,0.4278659,0.3860000,1.1517387,0.6527920,1.9299999,1,0.6527920
-23.0000000,-43.0000000,2.1900001,0.2233344,0.5278521,1.0000000,1.0000000,1.0000000,0.4231003,0.4380000,1.2528783,0.6441260,2.1900001,1,0.6441260
-23.0000000,-42.8000000,2.3399999,0.2167908,0.5236167,1.0000000,1.0000000,1.0000000,0.4140258,0.4680000,1.3078093,0.6368370,2.3399999,1,0.6368370
-23.0000000,-42.6000000,2.4200001,0.2115545,0.5234670,1.0000000,1.0000000,1.0000000,0.4041410,0.4840000,1.3287457,0.6358610,2.4200001,1,0.6358610
-23.0000000,-42.4000000,2.4800000,0.2100039,0.5242054,1.0000000,1.0000000,1.0000000,0.4006138,0.4960000,1.3468078,0.6363210,2.4800000,1,0.6363210
-23.0000000,-42.2000000,2.5200000,0.2089904,0.5280741,1.0000000,1.0000000,1.0000000,0.3957596,0.5040000,1.3501711,0.6415390,2.5200000,1,0.6415390
-23.0000000,-42.0000000,2.5699999,0.2066103,0.5421308,1.0000000,1.0000000,1.0000000,0.3811078,0.5140000,1.3292185,0.6559360,2.5699999,1,0.6559360
-23.0000000,-41.8000000,2.6500001,0.2054990,0.5559832,1.0000000,1.0000000,1.0000000,0.3696137,0.5300000,1.3228799,0.6717920,2.6500001,1,0.6717920
-23.0000000,-41.6000000,2.7300000,0.2015204,0.5618262,1.0000000,1.0000000,1.0000000,0.3586881,0.5460000,1.3305189,0.6780310,2.7300000,1,0.6780310
-22.8000000,-41.8000000,2.0400000,0.2124258,0.5865582,1.0000000,1.0000000,1.0000000,0.3621564,0.4080000,1.0577395,0.7018560,2.0400000,1,0.7018560
-22.8000000,-41.6000000,2.5000000,0.2073456,0.5878094,1.0000000,1.0000000,1.0000000,0.3527429,0.5000000,1.2033588,0.7025980,2.5000000,1,0.7025980
-22.6000000,-41.8000000,1.8099999,0.2148626,0.6143155,1.0000000,1.0000000,1.0000000,0.3497594,0.3620000,0.9390331,0.7283870,1.8099999,0,0.2148626
-22.6000000,-41.6000000,2.3099999,0.2114125,0.6119008,1.0000000,1.0000000,1.0000000,0.3455013,0.4620000,1.1005256,0.7245590,2.3099999,1,0.7245590
-22.6000000,-41.4000000,2.4800000,0.2059775,0.6093575,1.0000000,1.0000000,1.0000000,0.3380241,0.4960000,1.1519962,0.7192170,2.4800000,1,0.7192170
-22.4000000,-41.6000000,1.7800000,0.2167842,0.6294200,1.0000000,1.0000000,1.0000000,0.3444190,0.3560000,0.9100191,0.7426750,1.7800000,0,0.2167842
-22.4000000,-41.4000000,2.1900001,0.2130511,0.6281675,1.0000000,1.0000000,1.0000000,0.3391629,0.4380000,1.0364292,0.7389820,2.1900001,1,0.7389820
-22.4000000,-41.2000000,2.4200001,0.2072267,0.6239782,1.0000000,1.0000000,1.0000000,0.3321057,0.4840000,1.1077738,0.7321750,2.4200001,1,0.7321750
-22.4000000,-41.0000000,2.5500000,0.2033143,0.6184359,1.0000000,1.0000000,1.0000000,0.3287557,0.5100000,1.1534167,0.7334150,2.5500000,1,0.7334150
-22.4000000,-40.8000000,2.6600001,0.2053968,0.6112372,1.0000000,1.0000000,1.0000000,0.3360345,0.5320000,1.2064004,0.7373620,2.6600001,1,0.7373620
-22.2000000,-41.4000000,1.3500000,0.2237175,0.6409568,1.0000000,1.0000000,1.0000000,0.3490368,0.2700000,0.7702820,0.7541090,1.3500000,0,0.2237175
-22.2000000,-41.2000000,2.1300001,0.2198581,0.6405512,1.0000000,1.0000000,1.0000000,0.3432327,0.4260000,1.0082849,0.7515310,2.1300001,1,0.7515310
-22.2000000,-41.0000000,2.3800001,0.2119815,0.6371515,1.0000000,1.0000000,1.0000000,0.3327019,0.4760000,1.0797770,0.7495240,2.3800001,1,0.7495240
-22.2000000,-40.8000000,2.5400000,0.2074575,0.6340176,1.0000000,1.0000000,1.0000000,0.3272109,0.5080000,1.1284505,0.7513000,2.5400000,1,0.7513000
-22.2000000,-40.6000000,2.6199999,0.2049308,0.6277893,1.0000000,1.0000000,1.0000000,0.3264325,0.5240000,1.1611074,0.7483000,2.6199999,1,0.7483000
-22.0000000,-40.8000000,2.2700000,0.2194767,0.6694821,1.0000000,1.0000000,1.0000000,0.3278306,0.4540000,1.0059667,0.7869720,2.2700000,1,0.7869720
-22.0000000,-40.6000000,2.4800000,0.2127020,0.6561293,1.0000000,1.0000000,1.0000000,0.3241770,0.4960000,1.0801255,0.7736100,2.4800000,1,0.7736100
-21.8000000,-40.8000000,1.9279979,0.2240211,0.7071065,1.0000000,1.0000000,1.0000000,0.3168138,0.3855996,0.8621342,0.8286300,1.9279979,0,0.2240211
-21.8000000,-40.6000000,2.2800000,0.2196333,0.6893421,1.0000000,1.0000000,1.0000000,0.3186129,0.4560000,0.9801132,0.8128910,2.2800000,0,0.2196333
-21.6000000,-40.8000000,1.8099999,0.2263466,0.7307513,1.0000000,1.0000000,1.0000000,0.3097451,0.3620000,0.8051256,0.8543610,1.8099999,0,0.2263466
-21.6000000,-40.6000000,2.1600001,0.2210392,0.7110151,1.0000000,1.0000000,1.0000000,0.3108783,0.4320000,0.9184604,0.8388660,2.1600001,0,0.2210392
-21.4000000,-40.8000000,1.7300000,0.2289329,0.7410428,1.0000000,1.0000000,1.0000000,0.3089334,0.3460000,0.7758430,0.8643150,1.7300000,0,0.2289329
-21.4000000,-40.6000000,2.0200000,0.2207269,0.7213636,1.0000000,1.0000000,1.0000000,0.3059856,0.4040000,0.8660361,0.8469020,2.0200000,0,0.2207269
-21.2000000,-40.8000000,1.6579980,0.2355417,0.7457154,1.0000000,1.0000000,1.0000000,0.3158600,0.3315996,0.7605332,0.8679810,1.6579980,0,0.2355417
-21.2000000,-40.6000000,1.8600000,0.2243145,0.7269065,1.0000000,1.0000000,1.0000000,0.3085878,0.3720000,0.8203455,0.8522140,1.8600000,0,0.2243145
-21.2000000,-40.4000000,2.1300001,0.2229544,0.6955079,1.0000000,1.0000000,1.0000000,0.3205634,0.4260000,0.9330655,0.8396790,2.1300001,0,0.2229544
-21.0000000,-40.8000000,1.4700000,0.2435863,0.7419758,1.0000000,1.0000000,1.0000000,0.3282941,0.2940000,0.7245335,0.8687700,1.4700000,0,0.2435863
-21.0000000,-40.6000000,1.6799999,0.2303297,0.7303554,1.0000000,1.0000000,1.0000000,0.3153666,0.3360000,0.7754166,0.8593580,1.6799999,0,0.2303297
-21.0000000,-40.4000000,2.0200000,0.2243114,0.7049136,1.0000000,1.0000000,1.0000000,0.3182112,0.4040000,0.8913311,0.8467740,2.0200000,0,0.2243114
-21.0000000,-40.2000000,2.2900000,0.2363939,0.6846611,1.0000000,1.0000000,1.0000000,0.3452714,0.4580000,1.0142155,0.8523340,2.2900000,1,0.8523340
-21.0000000,-29.4000000,2.9300001,0.2586501,0.5949707,1.0000000,1.0000000,1.0000000,0.4347275,0.5860000,1.4196499,0.7974080,2.9300001,1,0.7974080
-21.0000000,-29.2000000,2.9300001,0.2561117,0.5894854,1.0000000,1.0000000,1.0000000,0.4344666,0.5860000,1.4285540,0.7895740,2.9300001,1,0.7895740
-20.8000000,-40.4000000,1.8600000,0.2280634,0.7142725,1.0000000,1.0000000,1.0000000,0.3192947,0.3720000,0.8401043,0.8494580,1.8600000,0,0.2280634
-20.8000000,-40.2000000,2.1600001,0.2287627,0.6987586,1.0000000,1.0000000,1.0000000,0.3273845,0.4320000,0.9456237,0.8529720,2.1600001,0,0.2287627
-20.8000000,-40.0000000,2.3900001,0.2504227,0.6877317,1.0000000,1.0000000,1.0000000,0.3641285,0.4780000,1.0591670,0.8723730,2.3900001,1,0.8723730
-20.8000000,-29.6000000,2.9200001,0.2616436,0.6103112,1.0000000,1.0000000,1.0000000,0.4287052,0.5840000,1.3855941,0.8144610,2.9200001,1,0.8144610
-20.8000000,-29.4000000,2.9200001,0.2596636,0.6040623,1.0000000,1.0000000,1.0000000,0.4298623,0.5840000,1.3966500,0.8064960,2.9200001,1,0.8064960
-20.8000000,-29.2000000,2.9200001,0.2557819,0.5970479,1.0000000,1.0000000,1.0000000,0.4284110,0.5840000,1.4065570,0.7974100,2.9200001,1,0.7974100
-20.8000000,-29.0000000,2.9200001,0.2523271,0.5925360,1.0000000,1.0000000,1.0000000,0.4258426,0.5840000,1.4114368,0.7889560,2.9200001,1,0.7889560
-20.8000000,-28.8000000,2.9200001,0.2487894,0.5895339,1.0000000,1.0000000,1.0000000,0.4220103,0.5840000,1.4126235,0.7838720,2.9200001,1,0.7838720
-20.8000000,-28.6000000,2.9200001,0.2470708,0.5869268,1.0000000,1.0000000,1.0000000,0.4209568,0.5840000,1.4159701,0.7804790,2.9200001,1,0.7804790
-20.6000000,-40.4000000,1.5700001,0.2373716,0.7149441,1.0000000,1.0000000,1.0000000,0.3320142,0.3140000,0.7712094,0.8500570,1.5700001,0,0.2373716
-20.6000000,-40.2000000,1.9400001,0.2283749,0.7118725,1.0000000,1.0000000,1.0000000,0.3208087,0.3880000,0.8658502,0.8561960,1.9400001,0,0.2283749
-20.6000000,-40.0000000,2.2700000,0.2414624,0.7024980,1.0000000,1.0000000,1.0000000,0.3437197,0.4540000,0.9899849,0.8745470,2.2700000,0,0.2414624
-20.6000000,-29.8000000,2.9100001,0.2608545,0.6258981,1.0000000,1.0000000,1.0000000,0.4167683,0.5820000,1.3466322,0.8295950,2.9100001,1,0.8295950
-20.6000000,-29.6000000,2.9100001,0.2606648,0.6210175,1.0000000,1.0000000,1.0000000,0.4197383,0.5820000,1.3569099,0.8240550,2.9100001,1,0.8240550
-20.6000000,-29.4000000,2.9100001,0.2589507,0.6150576,1.0000000,1.0000000,1.0000000,0.4210186,0.5820000,1.3672715,0.8174430,2.9100001,1,0.8174430
-20.6000000,-29.2000000,2.9100001,0.2544608,0.6120861,1.0000000,1.0000000,1.0000000,0.4157271,0.5820000,1.3665738,0.8108390,2.9100001,1,0.8108390
-20.6000000,-29.0000000,2.9100001,0.2507401,0.6047015,1.0000000,1.0000000,1.0000000,0.4146510,0.5820000,1.3771094,0.7999210,2.9100001,1,0.7999210
-20.6000000,-28.8000000,2.9100001,0.2464851,0.5979880,1.0000000,1.0000000,1.0000000,0.4121907,0.5820000,1.3854544,0.7908230,2.9100001,1,0.7908230
-20.6000000,-28.6000000,2.9200001,0.2445288,0.5967522,1.0000000,1.0000000,1.0000000,0.4097661,0.5840000,1.3883968,0.7885120,2.9200001,1,0.7885120
-20.4000000,-40.2000000,1.6500000,0.2323707,0.7193040,1.0000000,1.0000000,1.0000000,0.3230494,0.3300000,0.7818262,0.8604080,1.6500000,0,0.2323707
-20.4000000,-40.0000000,2.1700001,0.2357128,0.7117907,1.0000000,1.0000000,1.0000000,0.3311546,0.4340000,0.9408845,0.8756360,2.1700001,0,0.2357128
-20.4000000,-39.8000000,2.4000001,0.2530844,0.7022985,1.0000000,1.0000000,1.0000000,0.3603659,0.4800000,1.0438359,0.8929300,2.4000001,1,0.8929300
-20.4000000,-29.6000000,2.9000001,0.2568973,0.6328794,1.0000000,1.0000000,1.0000000,0.4059183,0.5800000,1.3223646,0.8328270,2.9000001,1,0.8328270
-20.4000000,-29.4000000,2.9000001,0.2549905,0.6315071,1.0000000,1.0000000,1.0000000,0.4037809,0.5800000,1.3222187,0.8303510,2.9000001,1,0.8303510
-20.4000000,-29.2000000,2.9000001,0.2511017,0.6280033,1.0000000,1.0000000,1.0000000,0.3998414,0.5800000,1.3234034,0.8244430,2.9000001,1,0.8244430
-20.4000000,-29.0000000,2.9000001,0.2469558,0.6257377,1.0000000,1.0000000,1.0000000,0.3946635,0.5800000,1.3215694,0.8191360,2.9000001,1,0.8191360
-20.4000000,-28.8000000,2.9100001,0.2432419,0.6174623,1.0000000,1.0000000,1.0000000,0.3939381,0.5820000,1.3365058,0.8083430,2.9100001,1,0.8083430
-20.4000000,-28.6000000,2.9100001,0.2404055,0.6087137,1.0000000,1.0000000,1.0000000,0.3949402,0.5820000,1.3510547,0.7970010,2.9100001,1,0.7970010
-20.2000000,-40.0000000,2.0799999,0.2359691,0.7197496,1.0000000,1.0000000,1.0000000,0.3278489,0.4160000,0.9058276,0.8791230,2.0799999,0,0.2359691
-20.2000000,-39.8000000,2.3199999,0.2469198,0.7088320,1.0000000,1.0000000,1.0000000,0.3483474,0.4640000,1.0029454,0.8896810,2.3199999,1,0.8896810
-20.2000000,-29.6000000,2.8900001,0.2518143,0.6423625,1.0000000,1.0000000,1.0000000,0.3920128,0.5780000,1.2918163,0.8371100,2.8900001,1,0.8371100
-20.2000000,-29.4000000,2.8900001,0.2491018,0.6393729,1.0000000,1.0000000,1.0000000,0.3896033,0.5780000,1.2936141,0.8320960,2.8900001,1,0.8320960
-20.2000000,-29.2000000,2.8900001,0.2464678,0.6358784,1.0000000,1.0000000,1.0000000,0.3876021,0.5780000,1.2965810,0.8269550,2.8900001,1,0.8269550
-20.2000000,-29.0000000,2.8900001,0.2425367,0.6314375,1.0000000,1.0000000,1.0000000,0.3841025,0.5780000,1.2994742,0.8202030,2.8900001,1,0.8202030
-20.2000000,-28.8000000,2.8900001,0.2391255,0.6254530,1.0000000,1.0000000,1.0000000,0.3823237,0.5780000,1.3064539,0.8127120,2.8900001,1,0.8127120
-20.2000000,-28.6000000,2.8900001,0.2375218,0.6184311,1.0000000,1.0000000,1.0000000,0.3840716,0.5780000,1.3186947,0.8035030,2.8900001,1,0.8035030
-20.0000000,-40.0000000,2.0100000,0.2389599,0.7271022,1.0000000,1.0000000,1.0000000,0.3286469,0.4020000,0.8815266,0.8805430,2.0100000,0,0.2389599
-20.0000000,-39.8000000,2.2400000,0.2401184,0.7168844,1.0000000,1.0000000,1.0000000,0.3349472,0.4480000,0.9598736,0.8846060,2.2400000,0,0.2401184
-20.0000000,-39.6000000,2.4000001,0.2491526,0.7142107,1.0000000,1.0000000,1.0000000,0.3488503,0.4800000,1.0209209,0.9000510,2.4000001,1,0.9000510
-19.8000000,-40.0000000,1.7179980,0.2466384,0.7335584,1.0000000,1.0000000,1.0000000,0.3362219,0.3435996,0.8046231,0.8844810,1.7179980,0,0.2466384
-19.8000000,-39.8000000,2.0400000,0.2401766,0.7314718,1.0000000,1.0000000,1.0000000,0.3283470,0.4080000,0.8861266,0.8887620,2.0400000,0,0.2401766
-19.8000000,-39.6000000,2.2900000,0.2411494,0.7225146,1.0000000,1.0000000,1.0000000,0.3337641,0.4580000,0.9676613,0.8920820,2.2900000,0,0.2411494
-19.8000000,-39.4000000,2.4200001,0.2469561,0.7229953,1.0000000,1.0000000,1.0000000,0.3415736,0.4840000,1.0110109,0.9045300,2.4200001,1,0.9045300
-19.6000000,-39.6000000,2.0899999,0.2433743,0.7727373,1.0000000,1.0000000,1.0000000,0.3149509,0.4180000,0.8558850,0.9339070,2.0899999,0,0.2433743
-19.6000000,-39.4000000,2.2500000,0.2419243,0.7609280,1.0000000,1.0000000,1.0000000,0.3179332,0.4500000,0.9093164,0.9301490,2.2500000,0,0.2419243
-19.4000000,-39.6000000,1.7000000,0.2483432,0.8804725,1.0000000,1.0000000,1.0000000,0.2820567,0.3400000,0.6682130,1.0388490,1.7000000,0,0.2483432
