grid_lat,grid_lon,hs_q90_m,zos_q90_m,fes_tide_daily_max_q90_m,VHM0_valid_fraction,zos_valid_fraction,tide_daily_max_valid_fraction,zos_to_fes_q90_ratio,wave_setup_proxy_q90_m,zos_plus_wave_setup_to_fes_q90_ratio,ssh_total_q90_m,hs_q90_ge_0p5_m,conditional_uses_ssh_total,conditional_ssh_q90_m
-34.0000000,-53.2000000,2.4500000,0.3511853,0.4739620,1.0000000,1.0000000,1.0000000,0.7409567,0.4900000,1.7747948,0.7162690,2.4500000,1,0.7162690
-34.0000000,-53.0000000,2.7200000,0.3103732,0.4482617,1.0000000,1.0000000,1.0000000,0.6923929,0.5440000,1.9059697,0.6612320,2.7200000,1,0.6612320
-33.8000000,-53.4000000,1.7000000,0.4120598,0.5214570,1.0000000,1.0000000,1.0000000,0.7902086,0.3400000,1.4422278,0.8088100,1.7000000,1,0.8088100
-33.8000000,-53.2000000,2.1199999,0.3831529,0.5079927,1.0000000,1.0000000,1.0000000,0.7542488,0.4240000,1.5889065,0.7720890,2.1199999,1,0.7720890
-33.8000000,-53.0000000,2.4900000,0.3509628,0.4831905,1.0000000,1.0000000,1.0000000,0.7263446,0.4980000,1.7569940,0.7231740,2.4900000,1,0.7231740
-33.8000000,-52.8000000,2.7400000,0.3178136,0.4565683,1.0000000,1.0000000,1.0000000,0.6960921,0.5480000,1.8963507,0.6702620,2.7400000,1,0.6702620
-33.6000000,-53.0000000,1.6300000,0.3887205,0.5118396,1.0000000,1.0000000,1.0000000,0.7594577,0.3260000,1.3963759,0.7790940,1.6300000,1,0.7790940
-33.6000000,-52.8000000,2.3199999,0.3597369,0.4861947,1.0000000,1.0000000,1.0000000,0.7399030,0.4640000,1.6942531,0.7301910,2.3199999,1,0.7301910
-33.6000000,-52.6000000,2.6800001,0.3224671,0.4518090,1.0000000,1.0000000,1.0000000,0.7137244,0.5360000,1.9000664,0.6717250,2.6800001,1,0.6717250
-33.4000000,-52.8000000,1.9100000,0.3973100,0.5066323,1.0000000,1.0000000,1.0000000,0.7842177,0.3820000,1.5382162,0.7781920,1.9100000,1,0.7781920
-33.4000000,-52.6000000,2.2700000,0.3586553,0.4764761,1.0000000,1.0000000,1.0000000,0.7527246,0.4540000,1.7055531,0.7198280,2.2700000,1,0.7198280
-33.4000000,-52.4000000,2.6099999,0.3125812,0.4351080,1.0000000,1.0000000,1.0000000,0.7183991,0.5220000,1.9181012,0.6464010,2.6099999,1,0.6464010
-33.2000000,-52.6000000,1.8700000,0.3932338,0.4916405,1.0000000,1.0000000,1.0000000,0.7998401,0.3740000,1.5605586,0.7599260,1.8700000,1,0.7599260
-33.2000000,-52.4000000,2.3000000,0.3478644,0.4539784,1.0000000,1.0000000,1.0000000,0.7662576,0.4600000,1.7795217,0.6931460,2.3000000,1,0.6931460
-33.2000000,-52.2000000,2.6800001,0.2984959,0.4116852,1.0000000,1.0000000,1.0000000,0.7250586,0.5360000,2.0270243,0.6109240,2.6800001,1,0.6109240
-33.0000000,-52.4000000,1.8600000,0.3706026,0.4658854,1.0000000,1.0000000,1.0000000,0.7954802,0.3720000,1.5939598,0.7194030,1.8600000,1,0.7194030
-33.0000000,-52.2000000,2.4700000,0.3259507,0.4299412,1.0000000,1.0000000,1.0000000,0.7581286,0.4940000,1.9071229,0.6502820,2.4700000,1,0.6502820
-32.8000000,-52.4000000,1.8400000,0.3902198,0.4726174,1.0000000,1.0000000,1.0000000,0.8256569,0.3680000,1.6042994,0.7390720,1.8400000,1,0.7390720
-32.8000000,-52.2000000,2.1600001,0.3506091,0.4418417,1.0000000,1.0000000,1.0000000,0.7935175,0.4320000,1.7712432,0.6794380,2.1600001,1,0.6794380
-32.8000000,-52.0000000,2.5999999,0.3107394,0.4048375,1.0000000,1.0000000,1.0000000,0.7675658,0.5200000,2.0520317,0.6128530,2.5999999,1,0.6128530
-32.6000000,-52.2000000,2.0400000,0.3637581,0.4456747,1.0000000,1.0000000,1.0000000,0.8161964,0.4080000,1.7316624,0.6918410,2.0400000,1,0.6918410
-32.6000000,-52.0000000,2.5100000,0.3276468,0.4123579,1.0000000,1.0000000,1.0000000,0.7945690,0.5020000,2.0119581,0.6317780,2.5100000,1,0.6317780
-32.4000000,-52.2000000,1.8800000,0.3854896,0.4423724,1.0000000,1.0000000,1.0000000,0.8714142,0.3760000,1.7213768,0.7063310,1.8800000,1,0.7063310
-32.4000000,-52.0000000,2.2200000,0.3476666,0.4112765,1.0000000,1.0000000,1.0000000,0.8453354,0.4440000,1.9249011,0.6496310,2.2200000,1,0.6496310
-32.4000000,-51.8000000,2.5699999,0.3141334,0.3785116,1.0000000,1.0000000,1.0000000,0.8299175,0.5140000,2.1878679,0.5897200,2.5699999,1,0.5897200
-32.2000000,-52.0000000,1.9900000,0.3832392,0.4020697,1.0000000,1.0000000,1.0000000,0.9531661,0.3980000,1.9430442,0.6702910,1.9900000,1,0.6702910
-32.2000000,-51.8000000,2.2100000,0.3466487,0.3719964,1.0000000,1.0000000,1.0000000,0.9318604,0.4420000,2.1200439,0.6130930,2.2100000,1,0.6130930
-32.2000000,-51.6000000,2.5200000,0.3112310,0.3385593,1.0000000,1.0000000,1.0000000,0.9192806,0.5040000,2.4079415,0.5519760,2.5200000,1,0.5519760
-32.0000000,-51.8000000,1.5200000,0.3838224,0.3568487,1.0000000,1.0000000,1.0000000,1.0755886,0.3040000,1.9274903,0.6342630,1.5200000,1,0.6342630
-32.0000000,-51.6000000,2.0000000,0.3461305,0.3289799,1.0000000,1.0000000,1.0000000,1.0521327,0.4000000,2.2680124,0.5768890,2.0000000,1,0.5768890
-32.0000000,-51.4000000,2.5599999,0.3030838,0.3045790,1.0000000,1.0000000,1.0000000,0.9950909,0.5120000,2.6760997,0.5166910,2.5599999,1,0.5166910
-32.0000000,-51.2000000,2.8800001,0.2543207,0.2888303,1.0000000,1.0000000,1.0000000,0.8805195,0.5760000,2.8747701,0.4608720,2.8800001,1,0.4608720
-31.8000000,-51.4000000,2.0200000,0.3520655,0.2925464,1.0000000,1.0000000,1.0000000,1.2034518,0.4040000,2.5844293,0.5536260,2.0200000,1,0.5536260
-31.8000000,-51.2000000,2.6300001,0.2981268,0.2797452,1.0000000,1.0000000,1.0000000,1.0657084,0.5260000,2.9459909,0.4909650,2.6300001,1,0.4909650
-31.8000000,-51.0000000,2.9200001,0.2404616,0.2722450,1.0000000,1.0000000,1.0000000,0.8832544,0.5840000,3.0283811,0.4390480,2.9200001,1,0.4390480
-31.6000000,-51.2000000,2.0300000,0.3457275,0.2685224,1.0000000,1.0000000,1.0000000,1.2875183,0.4060000,2.7994964,0.5304730,2.0300000,1,0.5304730
-31.6000000,-51.0000000,2.6300001,0.2837733,0.2651956,1.0000000,1.0000000,1.0000000,1.0700528,0.5260000,3.0534946,0.4716280,2.6300001,1,0.4716280
-31.6000000,-50.8000000,2.9700000,0.2272007,0.2642710,1.0000000,1.0000000,1.0000000,0.8597262,0.5940000,3.1074189,0.4248930,2.9700000,1,0.4248930
-31.4000000,-50.8000000,2.7300000,0.2725760,0.2614565,1.0000000,1.0000000,1.0000000,1.0425291,0.5460000,3.1308306,0.4606760,2.7300000,1,0.4606760
-31.4000000,-50.6000000,3.0000000,0.2240501,0.2637039,1.0000000,1.0000000,1.0000000,0.8496276,0.6000000,3.1249068,0.4228480,3.0000000,1,0.4228480
-31.2000000,-50.8000000,2.4100001,0.3208749,0.2593830,1.0000000,1.0000000,1.0000000,1.2370699,0.4820000,3.0953259,0.5050360,2.4100001,1,0.5050360
-31.2000000,-50.6000000,2.6099999,0.2597845,0.2627833,1.0000000,1.0000000,1.0000000,0.9885883,0.5220000,2.9750158,0.4530470,2.6099999,1,0.4530470
-31.2000000,-50.4000000,2.9300001,0.2204427,0.2649042,1.0000000,1.0000000,1.0000000,0.8321601,0.5860000,3.0442806,0.4233460,2.9300001,1,0.4233460
-31.0000000,-50.6000000,2.4000001,0.3004748,0.2635763,1.0000000,1.0000000,1.0000000,1.1399917,0.4800000,2.9610964,0.4889780,2.4000001,1,0.4889780
-31.0000000,-50.4000000,2.7300000,0.2510921,0.2659115,1.0000000,1.0000000,1.0000000,0.9442694,0.5460000,2.9975842,0.4484150,2.7300000,1,0.4484150
-31.0000000,-50.2000000,3.0279980,0.2186855,0.2671587,1.0000000,1.0000000,1.0000000,0.8185603,0.6055996,3.0853762,0.4240280,3.0279980,1,0.4240280
-30.8000000,-50.4000000,2.4800000,0.2908334,0.2671191,1.0000000,1.0000000,1.0000000,1.0887780,0.4960000,2.9456276,0.4845300,2.4800000,1,0.4845300
-30.8000000,-50.2000000,2.8499999,0.2477416,0.2685871,1.0000000,1.0000000,1.0000000,0.9223883,0.5700000,3.0446048,0.4477750,2.8499999,1,0.4477750
-30.6000000,-50.4000000,1.9400001,0.3221033,0.2681303,1.0000000,1.0000000,1.0000000,1.2012939,0.3880000,2.6483516,0.5144210,1.9400001,1,0.5144210
-30.6000000,-50.2000000,2.5300000,0.2825511,0.2713017,1.0000000,1.0000000,1.0000000,1.0414645,0.5060000,2.9065468,0.4825180,2.5300000,1,0.4825180
-30.6000000,-50.0000000,2.8900001,0.2448683,0.2712596,1.0000000,1.0000000,1.0000000,0.9027083,0.5780000,3.0335086,0.4487790,2.8900001,1,0.4487790
-30.4000000,-50.2000000,2.0999999,0.3049903,0.2762332,1.0000000,1.0000000,1.0000000,1.1041044,0.4200000,2.6245588,0.5078960,2.0999999,1,0.5078960
-30.4000000,-50.0000000,2.6199999,0.2669637,0.2756746,1.0000000,1.0000000,1.0000000,0.9684015,0.5240000,2.8691932,0.4757190,2.6199999,1,0.4757190
-30.4000000,-49.8000000,2.9700000,0.2357410,0.2744432,1.0000000,1.0000000,1.0000000,0.8589792,0.5940000,3.0233615,0.4466080,2.9700000,1,0.4466080
-30.2000000,-50.0000000,2.4000001,0.2812952,0.2810730,1.0000000,1.0000000,1.0000000,1.0007905,0.4800000,2.7085320,0.4949760,2.4000001,1,0.4949760
-30.2000000,-49.8000000,2.8000000,0.2506725,0.2793424,1.0000000,1.0000000,1.0000000,0.8973665,0.5600000,2.9020747,0.4648960,2.8000000,1,0.4648960
-30.0000000,-50.0000000,2.0999999,0.2963347,0.2875687,1.0000000,1.0000000,1.0000000,1.0304832,0.4200000,2.4910036,0.5178440,2.0999999,1,0.5178440
-30.0000000,-49.8000000,2.6400001,0.2619814,0.2845877,1.0000000,1.0000000,1.0000000,0.9205647,0.5280000,2.7758804,0.4847450,2.6400001,1,0.4847450
-29.8000000,-49.8000000,2.4300001,0.2794541,0.2916228,1.0000000,1.0000000,1.0000000,0.9582725,0.4860000,2.6248089,0.5073950,2.4300001,1,0.5073950
-29.8000000,-49.6000000,2.7400000,0.2500347,0.2875406,1.0000000,1.0000000,1.0000000,0.8695631,0.5480000,2.7753809,0.4755720,2.7400000,1,0.4755720
-29.6000000,-49.8000000,2.1400001,0.2997684,0.2989673,1.0000000,1.0000000,1.0000000,1.0026796,0.4280000,2.4342743,0.5320950,2.1400001,1,0.5320950
-29.6000000,-49.6000000,2.5799999,0.2671189,0.2945026,1.0000000,1.0000000,1.0000000,0.9070171,0.5160000,2.6591238,0.4975670,2.5799999,1,0.4975670
-29.6000000,-49.4000000,2.8299999,0.2403751,0.2903600,1.0000000,1.0000000,1.0000000,0.8278520,0.5660000,2.7771562,0.4687650,2.8299999,1,0.4687650
-29.4000000,-49.6000000,2.3479979,0.2907690,0.3027727,1.0000000,1.0000000,1.0000000,0.9603541,0.4695996,2.5113512,0.5269440,2.3479979,1,0.5269440
-29.4000000,-49.4000000,2.6600001,0.2576606,0.2968681,1.0000000,1.0000000,1.0000000,0.8679296,0.5320000,2.6599713,0.4904450,2.6600001,1,0.4904450
-29.4000000,-49.2000000,2.8599999,0.2316664,0.2918066,1.0000000,1.0000000,1.0000000,0.7939039,0.5720000,2.7541062,0.4634020,2.8599999,1,0.4634020
-29.2000000,-49.4000000,2.4700000,0.2796291,0.3031888,1.0000000,1.0000000,1.0000000,0.9222936,0.4940000,2.5516414,0.5180300,2.4700000,1,0.5180300
-29.2000000,-49.2000000,2.7000000,0.2477353,0.2975343,1.0000000,1.0000000,1.0000000,0.8326277,0.5400000,2.6475445,0.4839300,2.7000000,1,0.4839300
-29.2000000,-49.0000000,2.9000001,0.2245428,0.2924385,1.0000000,1.0000000,1.0000000,0.7678291,0.5800000,2.7511522,0.4597140,2.9000001,1,0.4597140
-29.0000000,-49.4000000,2.1199999,0.3103114,0.3055613,1.0000000,1.0000000,1.0000000,1.0155455,0.4240000,2.4031557,0.5499900,2.1199999,1,0.5499900
-29.0000000,-49.2000000,2.4800000,0.2711157,0.3013192,1.0000000,1.0000000,1.0000000,0.8997624,0.4960000,2.5458573,0.5089420,2.4800000,1,0.5089420
-29.0000000,-49.0000000,2.7200000,0.2398755,0.2970731,1.0000000,1.0000000,1.0000000,0.8074629,0.5440000,2.6386620,0.4772050,2.7200000,1,0.4772050
-29.0000000,-48.8000000,2.9200001,0.2186826,0.2929958,1.0000000,1.0000000,1.0000000,0.7463677,0.5840000,2.7395704,0.4582070,2.9200001,1,0.4582070
-29.0000000,-48.6000000,3.0599999,0.2039258,0.2906707,1.0000000,1.0000000,1.0000000,0.7015699,0.6120000,2.8070452,0.4474480,3.0599999,1,0.4474480
-28.8000000,-49.0000000,2.4679980,0.2720912,0.3008434,1.0000000,1.0000000,1.0000000,0.9044280,0.4935996,2.5451474,0.5101400,2.4679980,1,0.5101400
-28.8000000,-48.8000000,2.7400000,0.2394487,0.2982461,1.0000000,1.0000000,1.0000000,0.8028561,0.5480000,2.6402649,0.4777250,2.7400000,1,0.4777250
-28.8000000,-48.6000000,2.9600000,0.2158256,0.2964306,1.0000000,1.0000000,1.0000000,0.7280814,0.5920000,2.7251761,0.4594670,2.9600000,1,0.4594670
-28.8000000,-48.4000000,3.0799999,0.2007759,0.2952494,1.0000000,1.0000000,1.0000000,0.6800214,0.6160000,2.7663930,0.4495420,3.0799999,1,0.4495420
-28.6000000,-48.8000000,2.4500000,0.2797905,0.3033936,1.0000000,1.0000000,1.0000000,0.9222030,0.4900000,2.5372668,0.5160350,2.4500000,1,0.5160350
-28.6000000,-48.6000000,2.7100000,0.2360725,0.3048509,1.0000000,1.0000000,1.0000000,0.7743868,0.5420000,2.5523051,0.4800040,2.7100000,1,0.4800040
-28.6000000,-48.4000000,2.9500000,0.2120268,0.3045153,1.0000000,1.0000000,1.0000000,0.6962763,0.5900000,2.6337816,0.4617860,2.9500000,1,0.4617860
-28.4000000,-48.6000000,2.3399999,0.2564451,0.3160323,1.0000000,1.0000000,1.0000000,0.8114522,0.4680000,2.2923134,0.5045720,2.3399999,1,0.5045720
-28.4000000,-48.4000000,2.8099999,0.2240889,0.3168338,1.0000000,1.0000000,1.0000000,0.7072759,0.5620000,2.4810765,0.4800160,2.8099999,1,0.4800160
-28.2000000,-48.6000000,2.1400001,0.2713380,0.3312280,1.0000000,1.0000000,1.0000000,0.8191880,0.4280000,2.1113493,0.5274000,2.1400001,1,0.5274000
-28.2000000,-48.4000000,2.5799999,0.2359242,0.3316557,1.0000000,1.0000000,1.0000000,0.7113528,0.5160000,2.2671830,0.4994770,2.5799999,1,0.4994770
-28.2000000,-48.2000000,2.8699999,0.2130641,0.3310370,1.0000000,1.0000000,1.0000000,0.6436262,0.5740000,2.3775713,0.4838430,2.8699999,1,0.4838430
-28.0000000,-48.4000000,2.4600000,0.2479080,0.3498186,1.0000000,1.0000000,1.0000000,0.7086759,0.4920000,2.1151191,0.5208570,2.4600000,1,0.5208570
-28.0000000,-48.2000000,2.7800000,0.2205145,0.3492471,1.0000000,1.0000000,1.0000000,0.6313997,0.5560000,2.2233957,0.5029510,2.7800000,1,0.5029510
-27.8000000,-48.4000000,2.2300000,0.2579786,0.3704174,1.0000000,1.0000000,1.0000000,0.6964538,0.4460000,1.9005009,0.5441380,2.2300000,1,0.5441380
-27.8000000,-48.2000000,2.6400001,0.2276083,0.3703446,1.0000000,1.0000000,1.0000000,0.6145852,0.5280000,2.0402844,0.5237930,2.6400001,1,0.5237930
-27.6000000,-48.4000000,1.9000000,0.2699959,0.3949050,1.0000000,1.0000000,1.0000000,0.6836984,0.3800000,1.6459551,0.5721240,1.9000000,1,0.5721240
-27.6000000,-48.2000000,2.5500000,0.2354805,0.3963984,1.0000000,1.0000000,1.0000000,0.5940501,0.5100000,1.8806345,0.5510460,2.5500000,1,0.5510460
-27.6000000,-48.0000000,2.8099999,0.2108219,0.3900816,1.0000000,1.0000000,1.0000000,0.5404559,0.5620000,1.9811800,0.5314720,2.8099999,1,0.5314720
-27.4000000,-48.4000000,1.5000000,0.2729492,0.4581670,1.0000000,1.0000000,1.0000000,0.5957417,0.3000000,1.2505248,0.6278940,1.5000000,1,0.6278940
-27.4000000,-48.2000000,2.5000000,0.2429176,0.4322717,1.0000000,1.0000000,1.0000000,0.5619558,0.5000000,1.7186358,0.5872430,2.5000000,1,0.5872430
-27.4000000,-48.0000000,2.7700000,0.2143498,0.4193727,1.0000000,1.0000000,1.0000000,0.5111201,0.5540000,1.8321407,0.5587430,2.7700000,1,0.5587430
-27.2000000,-48.4000000,1.6400000,0.2733938,0.4965511,1.0000000,1.0000000,1.0000000,0.5505854,0.3280000,1.2111418,0.6637060,1.6400000,1,0.6637060
-27.2000000,-48.2000000,2.2900000,0.2471064,0.4736189,1.0000000,1.0000000,1.0000000,0.5217410,0.4580000,1.4887632,0.6278040,2.2900000,1,0.6278040
-27.2000000,-48.0000000,2.6800001,0.2200994,0.4527130,1.0000000,1.0000000,1.0000000,0.4861787,0.5360000,1.6701518,0.5929900,2.6800001,1,0.5929900
-27.0000000,-48.4000000,1.8200001,0.2693429,0.5385512,1.0000000,1.0000000,1.0000000,0.5001250,0.3640000,1.1760125,0.7012330,1.8200001,1,0.7012330
-27.0000000,-48.2000000,2.3299999,0.2498259,0.5149432,1.0000000,1.0000000,1.0000000,0.4851523,0.4660000,1.3901065,0.6682020,2.3299999,1,0.6682020
-26.8000000,-48.4000000,1.9299999,0.2699296,0.5790060,1.0000000,1.0000000,1.0000000,0.4661948,0.3860000,1.1328545,0.7381050,1.9299999,1,0.7381050
-26.8000000,-48.2000000,2.3199999,0.2531163,0.5560143,1.0000000,1.0000000,1.0000000,0.4552334,0.4640000,1.2897443,0.7080050,2.3199999,1,0.7080050
-26.6000000,-48.6000000,1.6900001,0.2929102,0.6357844,1.0000000,1.0000000,1.0000000,0.4607068,0.3380000,0.9923336,0.8045960,1.6900001,0,0.2929102
-26.6000000,-48.4000000,1.9400001,0.2728445,0.6183015,1.0000000,1.0000000,1.0000000,0.4412807,0.3880000,1.0688063,0.7773640,1.9400001,1,0.7773640
-26.6000000,-48.2000000,2.2900000,0.2554332,0.5957185,1.0000000,1.0000000,1.0000000,0.4287817,0.4580000,1.1976012,0.7467060,2.2900000,1,0.7467060
-26.4000000,-48.4000000,1.6300000,0.2793677,0.6641475,1.0000000,1.0000000,1.0000000,0.4206410,0.3260000,0.9114959,0.8225340,1.6300000,0,0.2793677
-26.4000000,-48.2000000,2.2400000,0.2606562,0.6396629,1.0000000,1.0000000,1.0000000,0.4074899,0.4480000,1.1078588,0.7905780,2.2400000,1,0.7905780
-26.2000000,-48.4000000,1.3400000,0.2865119,0.7305264,1.0000000,1.0000000,1.0000000,0.3921992,0.2680000,0.7590580,0.8872950,1.3400000,0,0.2865119
-26.2000000,-48.2000000,2.0000000,0.2694158,0.6894032,1.0000000,1.0000000,1.0000000,0.3907957,0.4000000,0.9710077,0.8390950,2.0000000,0,0.2694158
-26.0000000,-48.4000000,1.2600000,0.2952229,0.7896993,1.0000000,1.0000000,1.0000000,0.3738422,0.2520000,0.6929510,0.9466720,1.2600000,0,0.2952229
-26.0000000,-48.2000000,1.8500000,0.2791480,0.7429799,1.0000000,1.0000000,1.0000000,0.3757141,0.3700000,0.8737087,0.8941020,1.8500000,0,0.2791480
-25.8000000,-48.2000000,1.8000000,0.2884797,0.7937478,1.0000000,1.0000000,1.0000000,0.3634400,0.3600000,0.8169846,0.9465180,1.8000000,0,0.2884797
-25.8000000,-48.0000000,2.1500001,0.2714317,0.7418857,1.0000000,1.0000000,1.0000000,0.3658673,0.4300000,0.9454714,0.8897510,2.1500001,0,0.2714317
-25.6000000,-48.4000000,1.3300000,0.3133490,0.8812097,1.0000000,1.0000000,1.0000000,0.3555896,0.2660000,0.6574474,1.0427990,1.3300000,0,0.3133490
-25.6000000,-48.2000000,1.6700000,0.2994263,0.8318937,1.0000000,1.0000000,1.0000000,0.3599334,0.3340000,0.7614270,0.9906140,1.6700000,0,0.2994263
-25.6000000,-48.0000000,2.0599999,0.2813807,0.7805665,1.0000000,1.0000000,1.0000000,0.3604827,0.4120000,0.8883044,0.9310260,2.0599999,0,0.2813807
-25.6000000,-47.8000000,2.2700000,0.2647220,0.7342554,1.0000000,1.0000000,1.0000000,0.3605312,0.4540000,0.9788447,0.8786880,2.2700000,0,0.2647220
-25.4000000,-48.0000000,1.8900000,0.2956266,0.8032112,1.0000000,1.0000000,1.0000000,0.3680559,0.3780000,0.8386668,0.9609320,1.8900000,0,0.2956266
-25.4000000,-47.8000000,2.0599999,0.2788790,0.7662722,1.0000000,1.0000000,1.0000000,0.3639425,0.4120000,0.9016104,0.9157690,2.0599999,0,0.2788790
-25.4000000,-47.6000000,2.3099999,0.2627307,0.7220340,1.0000000,1.0000000,1.0000000,0.3638758,0.4620000,1.0037348,0.8651900,2.3099999,1,0.8651900
-25.2000000,-47.8000000,1.8500000,0.2959148,0.7880266,1.0000000,1.0000000,1.0000000,0.3755137,0.3700000,0.8450410,0.9464310,1.8500000,0,0.2959148
-25.2000000,-47.6000000,2.1800001,0.2769372,0.7514774,1.0000000,1.0000000,1.0000000,0.3685237,0.4360000,0.9487141,0.9006100,2.1800001,0,0.2769372
-25.0000000,-47.8000000,1.2900000,0.3107999,0.7962284,1.0000000,1.0000000,1.0000000,0.3903401,0.2580000,0.7143678,0.9627280,1.2900000,0,0.3107999
-25.0000000,-47.6000000,2.0400000,0.2930146,0.7694612,1.0000000,1.0000000,1.0000000,0.3808049,0.4080000,0.9110461,0.9263540,2.0400000,0,0.2930146
-25.0000000,-47.4000000,2.2000000,0.2771562,0.7319168,1.0000000,1.0000000,1.0000000,0.3786717,0.4400000,0.9798330,0.8806170,2.2000000,0,0.2771562
-25.0000000,-47.2000000,2.3399999,0.2604333,0.6937519,1.0000000,1.0000000,1.0000000,0.3753983,0.4680000,1.0499910,0.8343190,2.3399999,1,0.8343190
-24.8000000,-47.4000000,2.0400000,0.2970056,0.7419059,1.0000000,1.0000000,1.0000000,0.4003279,0.4080000,0.9502628,0.9016530,2.0400000,0,0.2970056
-24.8000000,-47.2000000,2.2500000,0.2791238,0.7078031,1.0000000,1.0000000,1.0000000,0.3943523,0.4500000,1.0301224,0.8582280,2.2500000,1,0.8582280
-24.8000000,-47.0000000,2.3599999,0.2624593,0.6769674,1.0000000,1.0000000,1.0000000,0.3876986,0.4720000,1.0849256,0.8175960,2.3599999,1,0.8175960
-24.8000000,-46.8000000,2.4500000,0.2457561,0.6479903,1.0000000,1.0000000,1.0000000,0.3792589,0.4900000,1.1354431,0.7809110,2.4500000,1,0.7809110
-24.6000000,-47.2000000,1.9900000,0.3043338,0.7076601,1.0000000,1.0000000,1.0000000,0.4300565,0.3980000,0.9924734,0.8732610,1.9900000,0,0.3043338
-24.6000000,-47.0000000,2.2100000,0.2853358,0.6850518,1.0000000,1.0000000,1.0000000,0.4165171,0.4420000,1.0617238,0.8390260,2.2100000,1,0.8390260
