municipality_code,municipality_name,state,pop_10km,dom_10km,residents_per_household_10km,ratio_minus_national,Risk_Hazard,risk_rank
2100907,Araioses,MA,17715,5400,3.2805555555555554,0.5754925055566655,0.315286,165.0
2404101,Galinhos,RN,1290,392,3.2908163265306123,0.5857532765317224,0.171654,252.0
1501709,Bragança,PA,107114,32527,3.2930795954130416,0.5880165454141517,0.472571,122.0
2408953,Rio do Fogo,RN,9533,2891,3.297474922172259,0.5924118721733689,0.196187,205.0
2501401,Baía da Traição,PB,9242,2801,3.299535880042842,0.5944728300439519,0.311058,167.0
1506203,Salinópolis,PA,44759,13524,3.309597752144336,0.6045347021454459,0.519203,113.0
2205706,Luís Correia,PI,19723,5946,3.317019845274134,0.611956795275244,0.27281,178.0
2706505,Passo de Camaragibe,AL,5034,1517,3.3183915622940012,0.6133285122951113,0.155293,268.0
2408201,Nísia Floresta,RN,21251,6403,3.3189130095267845,0.6138499595278946,0.315221,166.0
2204659,Ilha Grande,PI,8680,2606,3.330775134305449,0.6257120843065591,0.267865,180.0
2104305,Godofredo Viana,MA,3039,912,3.3322368421052633,0.6271737921063734,0.13916,274.0
2101301,Bacuri,MA,6520,1944,3.353909465020576,0.6488464150216862,0.319724,161.0
1508035,Tracuateua,PA,4977,1483,3.356035064059339,0.6509720140604491,0.410919,142.0
1504307,Maracanã,PA,19480,5781,3.3696592285071785,0.6645961785082886,0.580012,90.0
2306553,Itarema,CE,35392,10503,3.3697038941254878,0.6646408441265979,0.29271,173.0
2102606,Cândido Mendes,MA,4371,1285,3.401556420233463,0.696493370234573,0.281252,174.0
2106201,Luís Domingues,MA,6627,1945,3.40719794344473,0.70213489344584,0.202412,199.0
2300754,Amontada,CE,16088,4719,3.4091968637423182,0.7041338137434283,0.309313,169.0
2102903,Carutapera,MA,21233,6202,3.4235730409545306,0.7185099909556407,0.214699,191.0
1507904,Soure,PA,23871,6960,3.429741379310345,0.7246783293114549,0.310214,168.0
1502905,Curuçá,PA,32395,9417,3.440055219284273,0.7349921692853831,0.580373,88.0
2111789,Serrano do Maranhão,MA,2892,836,3.45933014354067,0.7542670935417801,0.403278,144.0
2306405,Itapipoca,CE,9574,2767,3.460065052403325,0.755002002404435,0.098901,278.0
2100832,Apicum-Açu,MA,17525,5056,3.4661787974683542,0.7611157474694643,0.341188,158.0
2605459,Fernando de Noronha,PE,3161,909,3.4774477447744774,0.7723846947755875,,
2101103,Axixá,MA,11670,3344,3.4898325358851676,0.7847694858862777,0.617065,76.0
2112506,Tutóia,MA,38971,10946,3.5602959985382787,0.8552329485393888,0.414819,141.0
1500909,Augusto Corrêa,PA,31267,8755,3.571330668189606,0.8662676181907161,0.481885,120.0
1600303,Macapá,AP,425062,118923,3.574262337815225,0.8691992878163353,0.295798,172.0
2105104,Icatu,MA,22405,6262,3.5779303736825296,0.8728673236836397,0.665551,60.0
2109403,Primeira Cruz,MA,7269,2019,3.600297176820208,0.8952341268213182,0.547127,105.0
2112407,Turiaçu,MA,25437,7065,3.600424628450106,0.8953615784512161,0.388211,146.0
1508308,Viseu,PA,33687,9223,3.65249918681557,0.9474361368166799,0.212503,193.0
2105005,Humberto de Campos,MA,17154,4676,3.668520102651839,0.9634570526529491,0.437273,132.0
2108058,Paulino Neves,MA,8954,2432,3.6817434210526314,0.9766803710537415,0.383834,148.0
2101707,Barreirinhas,MA,2711,728,3.723901098901099,1.018838048902209,0.228995,186.0
1600105,Amapá,AP,6958,1770,3.9310734463276837,1.2260103963287938,0.342643,157.0
2110278,Santo Amaro do Maranhão,MA,1060,269,3.940520446096654,1.2354573960977642,0.253781,182.0
1502509,Chaves,PA,17151,3954,4.33763277693475,1.6325697269358597,0.575728,94.0
1600501,Oiapoque,AP,518,118,4.389830508474576,1.6847674584756862,0.141437,272.0
