episode_id,municipality,date_start,date_end,hs_peak,ssh_peak,n_days,E_i,I_i,C_season,C_multi,C_exposure,C_i,alpha_E,alpha_I,alpha_C,contrib_E,contrib_I,contrib_C,q_i_raw,q_i,penalty_component
hs90_ssh90_POR_20090821,Porto Belo,2009-08-21,2009-08-21,1.7799999713897705,0.7162382751703262,1,0,0.4209,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1263,0.0667,0.1929,0.1929,0.8071
hs90_ssh90_IÇA_20170313,Içara/Balneário Rincão,2017-03-13,2017-03-13,2.7100000381469727,0.6148893237113953,1,0,0.5321,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1596,0.0333,0.193,0.193,0.807
hs90_ssh90_BAL_20170313,Balneário Rincão,2017-03-13,2017-03-13,2.7100000381469727,0.6148893237113953,1,0,0.5321,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1596,0.0333,0.193,0.193,0.807
hs90_ssh90_BAL_20050621,Balneário Camboriú,2005-06-21,2005-06-21,1.8399999141693115,0.8396283388137817,1,0,0.4217,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1265,0.0667,0.1932,0.1932,0.8068
hs90_ssh90_ITA_20050621,Itapema,2005-06-21,2005-06-21,1.8399999141693115,0.8396283388137817,1,0,0.4217,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1265,0.0667,0.1932,0.1932,0.8068
hs90_ssh90_ITA_20050621,Itajaí,2005-06-21,2005-06-21,1.8399999141693115,0.8396283388137817,1,0,0.4217,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1265,0.0667,0.1932,0.1932,0.8068
hs90_ssh90_NAV_20050621,Navegantes,2005-06-21,2005-06-21,1.8399999141693115,0.8396283388137817,1,0,0.4217,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1265,0.0667,0.1932,0.1932,0.8068
hs90_ssh90_BIG_20111225,Biguaçu,2011-12-25,2011-12-25,1.919999957084656,0.6546394526958466,1,0,0.5333,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.16,0.0333,0.1933,0.1933,0.8067
hs90_ssh90_PAL_20171023,Palhoça,2017-10-23,2017-10-23,1.899999976158142,0.7329478859901428,1,0,0.4226,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1268,0.0667,0.1934,0.1934,0.8066
hs90_ssh90_BAL_20170428,Balneário Gaivota,2017-04-28,2017-04-28,2.470000028610229,0.6978908330202103,1,0,0.4226,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1268,0.0667,0.1934,0.1934,0.8066
hs90_ssh90_FLO_20171023,Florianópolis,2017-10-23,2017-10-23,1.899999976158142,0.7329478859901428,1,0,0.4226,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1268,0.0667,0.1934,0.1934,0.8066
hs90_ssh90_LAG_20190923,Laguna,2019-09-23,2019-09-24,2.5999999046325684,0.6024332046508789,2,0,0.4226,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1268,0.0667,0.1934,0.1934,0.8066
hs90_ssh90_PAS_20110507,Passo de Torres,2011-05-07,2011-05-07,2.429999828338623,0.6375425159931183,1,0,0.4242,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1273,0.0667,0.1939,0.1939,0.8061
hs90_ssh90_BAL_20140215,Balneário Camboriú,2014-02-15,2014-02-15,2.819999933242798,0.711354449391365,1,0,0.5358,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1607,0.0333,0.1941,0.1941,0.8059
hs90_ssh90_ITA_20140215,Itapema,2014-02-15,2014-02-15,2.819999933242798,0.711354449391365,1,0,0.5358,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1607,0.0333,0.1941,0.1941,0.8059
hs90_ssh90_ITA_20140215,Itajaí,2014-02-15,2014-02-15,2.819999933242798,0.711354449391365,1,0,0.5358,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1607,0.0333,0.1941,0.1941,0.8059
hs90_ssh90_NAV_20140215,Navegantes,2014-02-15,2014-02-15,2.819999933242798,0.711354449391365,1,0,0.5358,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1607,0.0333,0.1941,0.1941,0.8059
hs90_ssh90_BAL_20160427,Balneário Piçarras,2016-04-27,2016-04-27,1.8799999952316284,0.8472593724727631,1,0,0.425,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1275,0.0667,0.1942,0.1942,0.8058
hs90_ssh90_PEN_20160427,Penha,2016-04-27,2016-04-27,1.8799999952316284,0.8472593724727631,1,0,0.425,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1275,0.0667,0.1942,0.1942,0.8058
hs90_ssh90_JOI_20160427,Joinville,2016-04-27,2016-04-27,1.8799999952316284,0.8472593724727631,1,0,0.425,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1275,0.0667,0.1942,0.1942,0.8058
hs90_ssh90_BIG_20100814,Biguaçu,2010-08-14,2010-08-15,1.569999933242798,0.7145008146762848,2,0,0.4255,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1276,0.0667,0.1943,0.1943,0.8057
hs90_ssh90_FLO_20190120,Florianópolis,2019-01-20,2019-01-20,2.169999837875366,0.6386782377958298,1,0,0.537,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1611,0.0333,0.1944,0.1944,0.8056
hs90_ssh90_GAR_20000914,Garopaba,2000-09-14,2000-09-14,2.690000057220459,0.5339918732643127,1,0,0.4259,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1278,0.0667,0.1944,0.1944,0.8056
hs90_ssh90_PAL_20190120,Palhoça,2019-01-20,2019-01-20,2.169999837875366,0.6386782377958298,1,0,0.537,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1611,0.0333,0.1944,0.1944,0.8056
hs90_ssh90_IMB_20000914,Imbituba,2000-09-14,2000-09-14,2.690000057220459,0.5339918732643127,1,0,0.4259,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1278,0.0667,0.1944,0.1944,0.8056
hs90_ssh90_LAG_20090719,Laguna,2009-07-19,2009-07-20,2.799999952316284,0.5565179586410522,2,0,0.4259,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1278,0.0667,0.1944,0.1944,0.8056
hs90_ssh90_IÇA_20080830,Içara/Balneário Rincão,2008-08-30,2008-08-30,2.8399999141693115,0.5403687953948975,1,0,0.4275,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1282,0.0667,0.1949,0.1949,0.8051
hs90_ssh90_BAL_20040827,Balneário Gaivota,2004-08-27,2004-08-27,2.490000009536743,0.6786690652370453,1,0,0.4275,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1282,0.0667,0.1949,0.1949,0.8051
hs90_ssh90_BAL_20080830,Balneário Rincão,2008-08-30,2008-08-30,2.8399999141693115,0.5403687953948975,1,0,0.4275,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1282,0.0667,0.1949,0.1949,0.8051
hs90_ssh90_LAG_20151017,Laguna,2015-10-17,2015-10-18,2.5299999713897705,0.6319201737642288,2,0,0.4279,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1284,0.0667,0.195,0.195,0.805
hs90_ssh90_FLO_20040912,Florianópolis,2004-09-12,2004-09-13,2.109999895095825,0.6187610626220703,2,0,0.4284,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1285,0.0667,0.1952,0.1952,0.8048
hs90_ssh90_PAS_20010912,Passo de Torres,2001-09-12,2001-09-12,2.5899999141693115,0.5786091089248657,1,0,0.4284,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1285,0.0667,0.1952,0.1952,0.8048
hs90_ssh90_PAL_20040912,Palhoça,2004-09-12,2004-09-13,2.109999895095825,0.6187610626220703,2,0,0.4284,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1285,0.0667,0.1952,0.1952,0.8048
hs90_ssh90_IMB_20070427,Imbituba,2007-04-27,2007-04-27,2.369999885559082,0.5764661431312561,1,0,0.4288,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1286,0.0667,0.1953,0.1953,0.8047
hs90_ssh90_GAR_20070427,Garopaba,2007-04-27,2007-04-27,2.369999885559082,0.5764661431312561,1,0,0.4288,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1286,0.0667,0.1953,0.1953,0.8047
hs90_ssh90_LAG_20031102,Laguna,2003-11-02,2003-11-02,2.8999998569488525,0.5753075182437897,1,0,0.5408,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1622,0.0333,0.1956,0.1956,0.8044
hs90_ssh90_ARA_20091016,Araquari,2009-10-16,2009-10-16,1.7400000095367432,0.8739937245845795,1,0,0.3193,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0958,0.1,0.1958,0.1958,0.8042
hs90_ssh90_BAL_20091016,Balneário Barra do Sul,2009-10-16,2009-10-16,1.7400000095367432,0.8739937245845795,1,0,0.3193,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0958,0.1,0.1958,0.1958,0.8042
hs90_ssh90_BAR_20091016,Barra Velha,2009-10-16,2009-10-16,1.7400000095367432,0.8739937245845795,1,0,0.3193,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0958,0.1,0.1958,0.1958,0.8042
hs90_ssh90_SÃO_20190717,São Francisco do Sul,2019-07-17,2019-07-17,1.409999966621399,0.9347341656684875,1,0,0.3197,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0959,0.1,0.1959,0.1959,0.8041
hs90_ssh90_ARA_20150902,Araranguá,2015-09-02,2015-09-02,2.3999998569488525,0.5982197225093842,1,0,0.4308,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1292,0.0667,0.1959,0.1959,0.8041
hs90_ssh90_ITA_20190717,Itapoá,2019-07-17,2019-07-17,1.409999966621399,0.9347341656684875,1,0,0.3197,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0959,0.1,0.1959,0.1959,0.8041
hs90_ssh90_PAL_20100601,Palhoça,2010-06-01,2010-06-01,2.2699999809265137,0.5889259278774261,1,0,0.4308,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1292,0.0667,0.1959,0.1959,0.8041
hs90_ssh90_BAL_20150902,Balneário Arroio do Silva,2015-09-02,2015-09-02,2.3999998569488525,0.5982197225093842,1,0,0.4308,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1292,0.0667,0.1959,0.1959,0.8041
hs90_ssh90_FLO_20100601,Florianópolis,2010-06-01,2010-06-01,2.2699999809265137,0.5889259278774261,1,0,0.4308,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1292,0.0667,0.1959,0.1959,0.8041
hs90_ssh90_NAV_20101009,Navegantes,2010-10-09,2010-10-09,2.220000028610229,0.7115243971347809,1,0,0.4317,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1295,0.0667,0.1962,0.1962,0.8038
hs90_ssh90_IMB_20110315,Imbituba,2011-03-15,2011-03-15,2.25,0.6900024712085724,1,0,0.5429,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1629,0.0333,0.1962,0.1962,0.8038
hs90_ssh90_ITA_20101009,Itajaí,2010-10-09,2010-10-09,2.220000028610229,0.7115243971347809,1,0,0.4317,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1295,0.0667,0.1962,0.1962,0.8038
hs90_ssh90_BAL_20101009,Balneário Camboriú,2010-10-09,2010-10-09,2.220000028610229,0.7115243971347809,1,0,0.4317,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1295,0.0667,0.1962,0.1962,0.8038
hs90_ssh90_GAR_20110315,Garopaba,2011-03-15,2011-03-15,2.25,0.6900024712085724,1,0,0.5429,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1629,0.0333,0.1962,0.1962,0.8038
hs90_ssh90_ITA_20101009,Itapema,2010-10-09,2010-10-09,2.220000028610229,0.7115243971347809,1,0,0.4317,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1295,0.0667,0.1962,0.1962,0.8038
hs90_ssh90_LAG_20191202,Laguna,2019-12-02,2019-12-02,3.1599998474121094,0.5533996224403381,1,0,0.5453,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1636,0.0333,0.1969,0.1969,0.8031
hs90_ssh90_BAL_20110901,Balneário Rincão,2011-09-01,2011-09-01,2.5799999237060547,0.6173182427883148,1,0,0.4346,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1304,0.0667,0.197,0.197,0.803
hs90_ssh90_IÇA_20110901,Içara/Balneário Rincão,2011-09-01,2011-09-01,2.5799999237060547,0.6173182427883148,1,0,0.4346,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1304,0.0667,0.197,0.197,0.803
hs90_ssh90_ITA_20111225,Itapema,2011-12-25,2011-12-25,2.190000057220459,0.7457572221755981,1,0,0.5462,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1639,0.0333,0.1972,0.1972,0.8028
hs90_ssh90_BAL_20111225,Balneário Camboriú,2011-12-25,2011-12-25,2.190000057220459,0.7457572221755981,1,0,0.5462,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1639,0.0333,0.1972,0.1972,0.8028
hs90_ssh90_ITA_20111225,Itajaí,2011-12-25,2011-12-25,2.190000057220459,0.7457572221755981,1,0,0.5462,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1639,0.0333,0.1972,0.1972,0.8028
hs90_ssh90_NAV_20111225,Navegantes,2011-12-25,2011-12-25,2.190000057220459,0.7457572221755981,1,0,0.5462,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1639,0.0333,0.1972,0.1972,0.8028
hs90_ssh90_IMB_20181203,Imbituba,2018-12-03,2018-12-03,2.359999895095825,0.624872662127018,1,0,0.5466,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.164,0.0333,0.1973,0.1973,0.8027
hs90_ssh90_GAR_20181203,Garopaba,2018-12-03,2018-12-03,2.359999895095825,0.624872662127018,1,0,0.5466,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.164,0.0333,0.1973,0.1973,0.8027
hs90_ssh90_BAL_20000914,Balneário Camboriú,2000-09-14,2000-09-15,1.9900000095367432,0.7597416341304779,2,0,0.4358,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1307,0.0667,0.1974,0.1974,0.8026
hs90_ssh90_ITA_20000914,Itajaí,2000-09-14,2000-09-15,1.9900000095367432,0.7597416341304779,2,0,0.4358,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1307,0.0667,0.1974,0.1974,0.8026
hs90_ssh90_NAV_20000914,Navegantes,2000-09-14,2000-09-15,1.9900000095367432,0.7597416341304779,2,0,0.4358,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1307,0.0667,0.1974,0.1974,0.8026
hs90_ssh90_ITA_20000914,Itapema,2000-09-14,2000-09-15,1.9900000095367432,0.7597416341304779,2,0,0.4358,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1307,0.0667,0.1974,0.1974,0.8026
hs90_ssh90_BAL_20191015,Balneário Rincão,2019-10-15,2019-10-15,2.7799999713897705,0.5545869171619415,1,0,0.4362,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1309,0.0667,0.1975,0.1975,0.8025
hs90_ssh90_IÇA_20191015,Içara/Balneário Rincão,2019-10-15,2019-10-15,2.7799999713897705,0.5545869171619415,1,0,0.4362,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1309,0.0667,0.1975,0.1975,0.8025
hs90_ssh90_LAG_20130815,Laguna,2013-08-15,2013-08-15,2.7799999713897705,0.5629073232412338,1,0,0.4362,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1309,0.0667,0.1975,0.1975,0.8025
hs90_ssh90_PAS_20160717,Passo de Torres,2016-07-17,2016-07-17,2.740000009536743,0.5569498389959335,1,0,0.4367,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.131,0.0667,0.1977,0.1977,0.8023
hs90_ssh90_BIG_20050913,Biguaçu,2005-09-13,2005-09-13,1.5299999713897705,0.762487143278122,1,0,0.4367,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.131,0.0667,0.1977,0.1977,0.8023
hs90_ssh90_PAS_20140524,Passo de Torres,2014-05-24,2014-05-24,2.619999885559082,0.5772812515497208,1,0,0.4379,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1314,0.0667,0.198,0.198,0.802
hs90_ssh90_PAS_20020622,Passo de Torres,2002-06-22,2002-06-22,2.3999998569488525,0.6692045480012894,1,0,0.4379,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1314,0.0667,0.198,0.198,0.802
hs90_ssh90_PEN_20040930,Penha,2004-09-30,2004-09-30,1.7300000190734863,0.9372507631778716,1,0,0.4383,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1315,0.0667,0.1982,0.1982,0.8018
hs90_ssh90_JOI_20040930,Joinville,2004-09-30,2004-09-30,1.7300000190734863,0.9372507631778716,1,0,0.4383,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1315,0.0667,0.1982,0.1982,0.8018
hs90_ssh90_BAL_20040930,Balneário Piçarras,2004-09-30,2004-09-30,1.7300000190734863,0.9372507631778716,1,0,0.4383,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1315,0.0667,0.1982,0.1982,0.8018
hs90_ssh90_BIG_20140922,Biguaçu,2014-09-22,2014-09-22,1.6299999952316284,0.6877992749214172,1,0,0.4391,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1317,0.0667,0.1984,0.1984,0.8016
hs90_ssh90_PAL_20180213,Palhoça,2018-02-13,2018-02-13,2.139999866485596,0.6531344950199127,1,0,0.5511,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1653,0.0333,0.1987,0.1987,0.8013
hs90_ssh90_FLO_20180213,Florianópolis,2018-02-13,2018-02-13,2.139999866485596,0.6531344950199127,1,0,0.5511,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1653,0.0333,0.1987,0.1987,0.8013
hs90_ssh90_PAS_20030816,Passo de Torres,2003-08-16,2003-08-17,2.450000047683716,0.6326725780963898,2,0,0.44,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.132,0.0667,0.1987,0.1987,0.8013
hs90_ssh90_BAL_20200601,Balneário Gaivota,2020-06-01,2020-06-01,2.4800000190734863,0.7074978053569794,1,0,0.4408,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1322,0.0667,0.1989,0.1989,0.8011
hs90_ssh90_IMB_20190310,Imbituba,2019-03-10,2019-03-10,2.5,0.587285965681076,1,0,0.552,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1656,0.0333,0.1989,0.1989,0.8011
hs90_ssh90_FLO_20070121,Florianópolis,2007-01-21,2007-01-21,2.0999999046325684,0.666555792093277,1,0,0.552,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1656,0.0333,0.1989,0.1989,0.8011
hs90_ssh90_GAR_20190310,Garopaba,2019-03-10,2019-03-10,2.5,0.587285965681076,1,0,0.552,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1656,0.0333,0.1989,0.1989,0.8011
hs90_ssh90_PAL_20070121,Palhoça,2007-01-21,2007-01-21,2.0999999046325684,0.666555792093277,1,0,0.552,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1656,0.0333,0.1989,0.1989,0.8011
hs90_ssh90_FLO_20060829,Florianópolis,2006-08-29,2006-08-29,2.0799999237060547,0.6285820156335831,1,0,0.4412,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1324,0.0667,0.199,0.199,0.801
hs90_ssh90_ITA_20010723,Itapoá,2001-07-23,2001-07-23,1.3700000047683716,0.9634861946105956,1,0,0.33,1,1,1,1.0,0.6,0.3,0.1,0.0,0.099,0.1,0.199,0.199,0.801
hs90_ssh90_PAL_20060829,Palhoça,2006-08-29,2006-08-29,2.0799999237060547,0.6285820156335831,1,0,0.4412,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1324,0.0667,0.199,0.199,0.801
hs90_ssh90_SÃO_20010723,São Francisco do Sul,2001-07-23,2001-07-23,1.3700000047683716,0.9634861946105956,1,0,0.33,1,1,1,1.0,0.6,0.3,0.1,0.0,0.099,0.1,0.199,0.199,0.801
hs90_ssh90_POR_20140215,Porto Belo,2014-02-15,2014-02-15,2.4600000381469727,0.6789478659629822,1,0,0.5528,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1658,0.0333,0.1992,0.1992,0.8008
hs90_ssh90_BOM_20140215,Bombinhas,2014-02-15,2014-02-15,2.4600000381469727,0.6789478659629822,1,0,0.5528,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1658,0.0333,0.1992,0.1992,0.8008
hs90_ssh90_TIJ_20140215,Tijucas,2014-02-15,2014-02-15,2.4600000381469727,0.6789478659629822,1,0,0.5528,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1658,0.0333,0.1992,0.1992,0.8008
hs90_ssh90_IMB_20140414,Imbituba,2014-04-14,2014-04-14,2.139999866485596,0.7401506304740906,1,0,0.4425,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1328,0.0667,0.1994,0.1994,0.8006
hs90_ssh90_GAR_20140414,Garopaba,2014-04-14,2014-04-14,2.139999866485596,0.7401506304740906,1,0,0.4425,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1328,0.0667,0.1994,0.1994,0.8006
hs90_ssh90_ARA_20180711,Araquari,2018-07-11,2018-07-11,1.7599999904632568,0.8670472204685211,1,0,0.3317,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0995,0.1,0.1995,0.1995,0.8005
hs90_ssh90_BAL_20180711,Balneário Barra do Sul,2018-07-11,2018-07-11,1.7599999904632568,0.8670472204685211,1,0,0.3317,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0995,0.1,0.1995,0.1995,0.8005
hs90_ssh90_BAR_20180711,Barra Velha,2018-07-11,2018-07-11,1.7599999904632568,0.8670472204685211,1,0,0.3317,1,1,1,1.0,0.6,0.3,0.1,0.0,0.0995,0.1,0.1995,0.1995,0.8005
hs90_ssh90_POR_20140922,Porto Belo,2014-09-22,2014-09-22,1.7699999809265137,0.726269394159317,1,0,0.4437,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1331,0.0667,0.1998,0.1998,0.8002
hs90_ssh90_TIJ_20140922,Tijucas,2014-09-22,2014-09-22,1.7699999809265137,0.726269394159317,1,0,0.4437,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1331,0.0667,0.1998,0.1998,0.8002
hs90_ssh90_BOM_20140922,Bombinhas,2014-09-22,2014-09-22,1.7699999809265137,0.726269394159317,1,0,0.4437,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1331,0.0667,0.1998,0.1998,0.8002
hs90_ssh90_ITA_20170510,Itapoá,2017-05-10,2017-05-10,1.3899999856948853,0.9518173933029176,1,0,0.3334,1,1,1,1.0,0.6,0.3,0.1,0.0,0.1,0.1,0.2,0.2,0.8
hs90_ssh90_SÃO_20170510,São Francisco do Sul,2017-05-10,2017-05-10,1.3899999856948853,0.9518173933029176,1,0,0.3334,1,1,1,1.0,0.6,0.3,0.1,0.0,0.1,0.1,0.2,0.2,0.8
hs90_ssh90_BAL_20000713,Balneário Gaivota,2000-07-13,2000-07-14,2.789999961853028,0.5648272335529327,2,0,0.445,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1335,0.0667,0.2002,0.2002,0.7998
hs90_ssh90_BAL_20030322,Balneário Barra do Sul,2003-03-22,2003-03-22,2.0999999046325684,0.8167454600334167,1,0,0.445,0,1,1,0.6667,0.6,0.3,0.1,0.0,0.1335,0.0667,0.2002,0.2002,0.7998
hs90_ssh90_ARA_20030322,Araquari,2003-03-22,2003-03-22,2.0999999046325684,0.8167454600334167,1,0,0.445,0,1,1,0.6667,0.6,0.3,0.1,0.0,0.1335,0.0667,0.2002,0.2002,0.7998
hs90_ssh90_BAR_20030322,Barra Velha,2003-03-22,2003-03-22,2.0999999046325684,0.8167454600334167,1,0,0.445,0,1,1,0.6667,0.6,0.3,0.1,0.0,0.1335,0.0667,0.2002,0.2002,0.7998
hs90_ssh90_BIG_20000914,Biguaçu,2000-09-14,2000-09-14,1.659999966621399,0.6762700974941254,1,0,0.4454,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1336,0.0667,0.2003,0.2003,0.7997
hs90_ssh90_NAV_20200210,Navegantes,2020-02-10,2020-02-10,1.899999976158142,0.8994860053062439,1,0,0.557,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1671,0.0333,0.2004,0.2004,0.7996
hs90_ssh90_ITA_20200210,Itajaí,2020-02-10,2020-02-10,1.899999976158142,0.8994860053062439,1,0,0.557,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1671,0.0333,0.2004,0.2004,0.7996
hs90_ssh90_ITA_20200210,Itapema,2020-02-10,2020-02-10,1.899999976158142,0.8994860053062439,1,0,0.557,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1671,0.0333,0.2004,0.2004,0.7996
hs90_ssh90_BAL_20200210,Balneário Camboriú,2020-02-10,2020-02-10,1.899999976158142,0.8994860053062439,1,0,0.557,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1671,0.0333,0.2004,0.2004,0.7996
hs90_ssh90_ARA_20080803,Araranguá,2008-08-03,2008-08-04,2.1599998474121094,0.7115063369274139,2,0,0.4462,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1339,0.0667,0.2005,0.2005,0.7995
hs90_ssh90_BAL_20080803,Balneário Arroio do Silva,2008-08-03,2008-08-04,2.1599998474121094,0.7115063369274139,2,0,0.4462,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1339,0.0667,0.2005,0.2005,0.7995
hs90_ssh90_LAG_20150705,Laguna,2015-07-05,2015-07-05,2.809999942779541,0.5603208839893341,1,0,0.4462,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1339,0.0667,0.2005,0.2005,0.7995
hs90_ssh90_IMB_20020116,Imbituba,2002-01-16,2002-01-16,2.639999866485596,0.5719850957393646,1,0,0.5578,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1673,0.0333,0.2007,0.2007,0.7993
hs90_ssh90_GAR_20020116,Garopaba,2002-01-16,2002-01-16,2.639999866485596,0.5719850957393646,1,0,0.5578,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1673,0.0333,0.2007,0.2007,0.7993
hs90_ssh90_PEN_20181028,Penha,2018-10-28,2018-10-28,2.1599998474121094,0.809982031583786,1,0,0.447,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1341,0.0667,0.2008,0.2008,0.7992
hs90_ssh90_BAL_20181028,Balneário Piçarras,2018-10-28,2018-10-28,2.1599998474121094,0.809982031583786,1,0,0.447,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1341,0.0667,0.2008,0.2008,0.7992
hs90_ssh90_JOI_20181028,Joinville,2018-10-28,2018-10-28,2.1599998474121094,0.809982031583786,1,0,0.447,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1341,0.0667,0.2008,0.2008,0.7992
hs90_ssh90_BIG_20021105,Biguaçu,2002-11-05,2002-11-05,1.659999966621399,0.7159503996372223,1,0,0.5586,0,1,0,0.3333,0.6,0.3,0.1,0.0,0.1676,0.0333,0.2009,0.2009,0.7991
hs90_ssh90_BAL_20181011,Balneário Camboriú,2018-10-11,2018-10-11,1.8899999856948853,0.8105322122573853,1,0,0.4483,1,1,0,0.6667,0.6,0.3,0.1,0.0,0.1345,0.0667,0.2012,0.2011,0.7989
