latitude_band,excess_q90_permissive_m,excess_q95_MHWS_proxy_m,excess_q99_high_springs_m,excess_max_HAT_estimate_m,pct_events_above_datum_q90_permissive,pct_events_above_datum_q95_MHWS_proxy,pct_events_above_datum_q99_high_springs,pct_events_above_datum_max_HAT_estimate
RS,0.9609093799507694,0.9256657934322217,0.8752292963570047,0.8226734556449156,100.0,100.0,100.0,99.99494668755369
SC/PR,0.7681301531829864,0.7392765982260379,0.6903900978247546,0.6342384803084219,99.9218464618736,99.79627357903992,99.55483081977107,99.1188657427294
SP/RJ,0.6757300727919574,0.6406379168127276,0.5860744403083041,0.5270395441210107,99.96398222015908,99.91824987810699,99.70268450184197,99.01418026361249
ES/BA-S,0.4043621204769183,0.32100252240914956,0.19816260795340132,0.10447418473810388,90.5956384061378,85.61472531637895,76.49345110612315,67.4350166736019
BA-N,0.4648578324803334,0.3789202158386288,0.2586028699993485,0.16280934775144704,98.90715109023557,96.69494378296987,87.71962244275193,76.56464454035158
NE,0.3539866205809422,0.26386289987351047,0.13625892237788648,0.036695852265227175,92.37185962057276,85.1704747365055,71.33531194289846,58.39997201375586
N_equatorial,0.12015038686375641,0.0012081089852338386,-0.14912807266035807,-0.2755596216034805,65.64411407169699,54.81868237540394,40.03427838248482,27.325315506529886
AP,0.19455984217431396,0.07633442301422268,-0.0716365830035199,-0.19043417427795495,70.31485983108978,61.067477353913134,47.655222517816036,37.127493891705775
