grid_lat,grid_lon,springneap_swing_m,datum_q90_permissive_m,excess_q90_permissive_m,pct_events_above_datum_q90_permissive,datum_q95_MHWS_proxy_m,excess_q95_MHWS_proxy_m,pct_events_above_datum_q95_MHWS_proxy,datum_q99_high_springs_m,excess_q99_high_springs_m,pct_events_above_datum_q99_high_springs,datum_max_HAT_estimate_m,excess_max_HAT_estimate_m,pct_events_above_datum_max_HAT_estimate,latitude_band,abs_lat
-34.6,-54.0,0.4161398559808731,0.36629990339279184,1.0633816678549652,100.0,0.398766028881073,1.0309155423666843,100.0,0.4440784204006195,0.9856031508471377,100.0,0.4873233139514923,0.9423582572962648,100.0,RS,34.6
-34.6,-53.8,0.4361196309328079,0.38418865203857433,1.0454699990577279,100.0,0.4168284356594086,1.0128302154368936,100.0,0.4656455242633819,0.9640131268329203,100.0,0.5111011266708374,0.9185575244254648,100.0,RS,34.6
-34.6,-53.6,0.457632452249527,0.3941640615463257,1.0306072632197465,100.0,0.4283580422401428,0.9964132825259295,100.0,0.4781409883499143,0.946630336416158,100.0,0.5264624953269958,0.8983088294390765,100.0,RS,34.6
-34.6,-53.4,0.45680123567581177,0.39262366294860845,0.9997053330744733,100.0,0.42757977247238155,0.9647492235506999,100.0,0.47604843139648434,0.9162805646265972,100.0,0.5267625451087952,0.8655664509142865,100.0,RS,34.6
-34.4,-53.8,0.4599733278155327,0.40445166826248174,0.8811475069153334,100.0,0.44033870100975037,0.8452604741680647,100.0,0.48922825932502745,0.7963709158527876,100.0,0.5352188348770142,0.7503803403008009,100.0,RS,34.4
-34.4,-53.6,0.48156052827835083,0.4200645983219147,0.9890177361634189,100.0,0.4570219397544861,0.9520603947308475,100.0,0.5087443804740905,0.9003379540112432,100.0,0.5575417876243591,0.8515405468609745,100.0,RS,34.4
-34.4,-53.4,0.48293936252593994,0.42002763152122496,1.0174587137663542,100.0,0.4568706750869751,0.9806156702006043,100.0,0.5084366512298583,0.9290496940577209,100.0,0.5580827593803406,0.8794035859072388,100.0,RS,34.4
-34.2,-53.6,0.5271440073847771,0.4530544042587281,0.940828056945916,100.0,0.49559051394462583,0.8982919472600183,100.0,0.5497066855430602,0.8441757756615841,100.0,0.6035946011543274,0.7902878600503167,100.0,RS,34.2
-34.2,-53.4,0.5266898944973946,0.45323018431663514,1.018341341355133,100.0,0.49478158354759216,0.9767899421241758,100.0,0.5498800015449524,0.9216915241268155,100.0,0.6032260060310364,0.8683455196407316,100.0,RS,34.2
-34.2,-53.2,0.5101016610860825,0.43693225383758555,1.0269816319894427,100.0,0.47732956409454347,0.9865843217324848,100.0,0.5309094142913816,0.9330044715356466,100.0,0.5814787745475769,0.8824351112794512,100.0,RS,34.2
-34.0,-53.4,0.5639993026852608,0.4888998627662659,0.9726257438236906,100.0,0.5348259687423705,0.9266996378475861,100.0,0.5945913219451903,0.8669342846447664,100.0,0.6505677103996277,0.8109578961903291,100.0,RS,34.0
-34.0,-53.2,0.5501849874854088,0.47396200895309454,1.0092242337156476,100.0,0.5170581221580505,0.9661281205106914,100.0,0.5762063169479369,0.9069799257208052,100.0,0.6297830939292908,0.8534031487394512,100.0,RS,34.0
-34.0,-53.0,0.5270839855074883,0.4482617139816285,1.0323819222212849,100.0,0.4878566384315491,0.9927869977713641,100.0,0.5461166501045227,0.9345269860983906,100.0,0.5985592007637024,0.8820844354392109,100.0,RS,34.0
-33.8,-53.4,0.6049729138612747,0.5214569926261903,0.8693694458693586,100.0,0.5699841380119324,0.8208423004836166,100.0,0.6349669218063353,0.7558595166892136,100.0,0.6891875863075256,0.7016388521880231,100.0,RS,33.8
-33.8,-53.2,0.586341492831707,0.507992720603943,0.9568916450196545,100.0,0.5548454284667969,0.9100389371568005,100.0,0.6164815115928644,0.8484028540307333,100.0,0.6728142499923706,0.7920701156312269,100.0,RS,33.8
-33.8,-53.0,0.5628429651260376,0.48319052457809447,1.009444649098929,100.0,0.527068269252777,0.9655669044242466,100.0,0.5877421283721923,0.9048930453048313,100.0,0.6429051756858826,0.8497299979911411,100.0,RS,33.8
-33.8,-52.8,0.5380574017763138,0.4565682768821717,1.0345141486862535,100.0,0.49600031375885006,0.9950821118095752,100.0,0.5542172074317933,0.9368652181366319,100.0,0.6071557402610779,0.8839266853073473,100.0,RS,33.8
-33.6,-53.0,0.5920295789837837,0.5118395566940308,0.8341620651224995,100.0,0.5595044374465942,0.786497184369936,100.0,0.6218155002593991,0.724186121557131,100.0,0.67714923620224,0.6688523856142902,100.0,RS,33.6
-33.6,-52.8,0.5718988105654716,0.48619470000267034,0.9679611103161226,100.0,0.5301602005958557,0.9239956097229373,100.0,0.5911509823799133,0.8630048279388798,100.0,0.6469354033470154,0.8072204069717775,100.0,RS,33.6
-33.6,-52.6,0.5425610542297363,0.45180897712707524,1.0239923291613537,100.0,0.49268740415573115,0.9831139021326976,100.0,0.5498294281959533,0.9259718780924756,100.0,0.6066288948059082,0.8691724114825206,100.0,RS,33.6
-33.4,-52.8,0.6037219613790512,0.5066322565078736,0.9083155911480602,100.0,0.5536641836166382,0.8612836640392956,100.0,0.6164473271369934,0.7985005205189405,100.0,0.6800578236579895,0.7348900239979443,100.0,RS,33.4
-33.4,-52.6,0.5787986665964127,0.4764760971069337,0.9559299612114595,100.0,0.5201052069664002,0.912300851351993,100.0,0.5805950498580932,0.8518110084603,100.0,0.6422058939933777,0.7902001643250155,100.0,RS,33.4
-33.4,-52.4,0.532644659280777,0.4351080417633057,0.9866132561799059,100.0,0.4744315862655639,0.9472897116776477,100.0,0.5298193240165711,0.8919019739266406,100.0,0.5877142548561096,0.834007043087102,100.0,RS,33.4
-33.2,-52.6,0.6030004397034645,0.49164055585861216,0.886530177804208,100.0,0.5365572094917297,0.8416135241710904,100.0,0.5992931795120238,0.7788775541507963,100.0,0.6631734371185303,0.7149972965442898,100.0,RS,33.2
-33.2,-52.4,0.5631073564291,0.45397840738296513,0.9485102173982639,100.0,0.4963955402374267,0.9060930845438021,100.0,0.5552361631393432,0.8472524616418858,100.0,0.6137919425964355,0.7886966821847933,100.0,RS,33.2
-33.2,-52.2,0.5182038396596909,0.41168521046638495,0.9785065890722472,100.0,0.44895728826522824,0.9412345112734039,100.0,0.5027212285995483,0.8874705709390838,100.0,0.5599279999732971,0.830263799565335,100.0,RS,33.2
-33.0,-52.4,0.5886615142226219,0.4658854007720948,0.8591928572388444,100.0,0.5097434997558594,0.8153347582550796,100.0,0.5710824871063233,0.7539957709046157,100.0,0.6335652470588684,0.6915130109520706,100.0,RS,33.0
-33.0,-52.2,0.5463690645992756,0.42994120717048645,0.9549955922473281,100.0,0.46884264945983883,0.9160941499579758,100.0,0.5252837204933164,0.859653078924498,100.0,0.5861886143684387,0.7987481850493758,100.0,RS,33.0
-32.8,-52.4,0.5960876233875751,0.47261741757392883,0.8572506849299854,100.0,0.5175521731376648,0.8123159293662496,100.0,0.5779105591773986,0.7519575433265155,100.0,0.6421133875846863,0.6877547149192279,100.0,RS,32.8
-32.8,-52.2,0.5643955245614052,0.44184166789054874,0.9010552961828119,100.0,0.48382623195648194,0.8590707321168787,100.0,0.5410252809524535,0.8018716831209073,100.0,0.6028672456741333,0.7400297183992274,100.0,RS,32.8
-32.8,-52.0,0.5271204728633165,0.4048374652862549,0.9701826438076138,100.0,0.4426359891891479,0.9323841199047207,100.0,0.4955100858211517,0.8795100232727171,100.0,0.5555410981178284,0.8194790109760404,100.0,RS,32.8
-32.6,-52.2,0.5825765933841467,0.4456747233867646,0.871064502279182,100.0,0.4902959167957306,0.8264433088702161,100.0,0.5490487432479858,0.7676904824179608,100.0,0.6130800247192383,0.7036592009467083,100.0,RS,32.6
-32.6,-52.0,0.5514350086450577,0.41235786676406866,0.9635500860010279,100.0,0.4518264651298523,0.9240814876352443,100.0,0.508790578842163,0.8671173739229335,100.0,0.570540726184845,0.8053672265802515,100.0,RS,32.6
-32.4,-52.2,0.5852934420108795,0.4423724293708801,0.8680410136160682,100.0,0.48708466887474056,0.823328774112208,100.0,0.5472858572006223,0.7631275857863262,100.0,0.6121791005134583,0.6982343424734903,99.61089494163424,RS,32.4
-32.4,-52.0,0.5501067098230124,0.4112765312194826,0.9186910188861619,100.0,0.4527444720268249,0.8772230780788196,100.0,0.5108232522010803,0.8191442979045642,100.0,0.5728134512901306,0.757154098815514,100.0,RS,32.4
-32.4,-51.8,0.517127700150013,0.37851165533065817,0.9784895679913458,100.0,0.41504648327827454,0.9419547400437296,100.0,0.4692222261428833,0.8877789971791208,100.0,0.5301487445831299,0.8268524787388742,100.0,RS,32.4
-32.2,-52.0,0.5418990235775709,0.4020697355270386,0.908499629099814,100.0,0.4430643260478973,0.8675050385789553,100.0,0.5016763830184936,0.8088929816083589,100.0,0.5627106428146362,0.7478587218122165,100.0,RS,32.2
-32.2,-51.8,0.508338799700141,0.37199640870094314,0.9333915991835956,100.0,0.4076878666877746,0.897700141196764,100.0,0.46323859214782714,0.8421494157367116,100.0,0.5226086974143982,0.7827793104701405,100.0,RS,32.2
-32.2,-51.6,0.4641580656170845,0.33855925798416137,0.9659917001744296,100.0,0.37097688913345334,0.9335740690251377,100.0,0.4169202184677123,0.8876307396908787,100.0,0.4753868579864502,0.8291641001721408,100.0,RS,32.2
-32.0,-51.8,0.48845090717077255,0.356848680973053,0.8144539388873235,100.0,0.3930867552757263,0.7782158645846503,100.0,0.4446987414360046,0.7266038784243719,100.0,0.5021799206733704,0.6691226991870063,100.0,RS,32.0
-32.0,-51.6,0.445168424397707,0.32897992134094245,0.8959823974891554,100.0,0.3611263155937195,0.8638360032363783,100.0,0.40620493412017816,0.8187573847099198,100.0,0.460965633392334,0.7639966854377638,100.0,RS,32.0
-32.0,-51.4,0.410128996707499,0.30457906723022465,0.9776638097559603,100.0,0.33331549167633057,0.9489273853098545,100.0,0.37387475967407224,0.9083681173121128,100.0,0.4217914342880249,0.8604514426981602,100.0,RS,32.0
-32.0,-51.2,0.37625535763800144,0.2888303637504579,0.9939175437833345,100.0,0.31399128437042234,0.96875662316337,100.0,0.3548552083969116,0.9278926991368805,100.0,0.38871386647224426,0.8940340410615479,100.0,RS,32.0
-31.8,-51.4,0.39049778413027525,0.292546433210373,0.9149561696222528,100.0,0.3195990800857544,0.8879035227468715,100.0,0.35961999416351315,0.8478826086691126,100.0,0.4023551046848297,0.8051474981477961,100.0,RS,31.8
-31.8,-51.2,0.3673845883458853,0.2797451913356781,0.9934161300353296,100.0,0.30471378564834595,0.9684475357226617,100.0,0.3451715230941771,0.9279897982768305,100.0,0.3815547823905945,0.8916065389804132,100.0,RS,31.8
-31.8,-51.0,0.36907794047147036,0.27224497795104985,0.9913506739228122,100.0,0.2983757078647613,0.9652199440091005,100.0,0.3368190670013428,0.9267765848725191,100.0,0.3831753432750702,0.8804203085987916,100.0,RS,31.8
-31.6,-51.2,0.3627539128065109,0.2685223519802094,0.9094895498784005,100.0,0.29251991510391234,0.8854919867546975,100.0,0.3319038689136505,0.8461080329449596,100.0,0.37649425864219666,0.8015176432164132,100.0,RS,31.6
-31.6,-51.0,0.36449909768998623,0.26519556641578673,0.9813756529721293,100.0,0.2921731472015381,0.9543980721863781,100.0,0.3322247004508972,0.914346518937019,100.0,0.3806237280368805,0.8659474913510357,100.0,RS,31.6
-31.6,-50.8,0.3657492585480213,0.26427099704742435,0.977322421194269,100.0,0.29186617136001586,0.9497272468816775,100.0,0.3331174862384796,0.908475932003214,100.0,0.3821437656879425,0.859449652553751,100.0,RS,31.6
-31.4,-50.8,0.3665903089568019,0.26145647168159497,0.9924594978750731,100.0,0.28961815834045407,0.9642978112162143,100.0,0.33171078085899347,0.922205188697675,100.0,0.3819834589958191,0.8719325105608494,100.0,RS,31.4
-31.4,-50.6,0.3705907613039017,0.2637038826942444,0.9710024148483622,100.0,0.2915895879268646,0.943116709615742,100.0,0.3343623983860015,0.9003438991566048,100.0,0.3864399194717407,0.8482663780708658,100.0,RS,31.4
-31.2,-50.8,0.36435454711318016,0.25938300490379335,0.9685327796187222,100.0,0.2878268718719482,0.940088912650567,100.0,0.33066639184951774,0.8972493926729976,100.0,0.38095763325691223,0.8469581512656033,100.0,RS,31.2
-31.2,-50.6,0.3706061374396086,0.26278330683708195,0.9310381917296945,100.0,0.2917154788970947,0.9021060196696816,100.0,0.3344209849834442,0.8594005135833321,100.0,0.3871222138404846,0.8066992847262918,100.0,RS,31.2
-31.2,-50.4,0.37660437263548374,0.2649041712284088,0.9350628204891489,100.0,0.29400135874748223,0.9059656329700755,100.0,0.33818111062049866,0.8617858810970591,100.0,0.3910404443740845,0.8089265473434734,100.0,RS,31.2
-31.0,-50.6,0.3741476899012923,0.26357628703117375,0.9290896420422189,100.0,0.2926680684089661,0.8999978606644264,100.0,0.3369206738471985,0.8557452552261939,100.0,0.38865506649017334,0.8040108625832191,100.0,RS,31.0
-31.0,-50.4,0.3778007784858346,0.2659115016460419,0.9424457896500826,100.0,0.2948934555053711,0.9134638357907534,100.0,0.33995804071426367,0.8683992505818607,100.0,0.3929517865180969,0.8154055047780275,100.0,RS,31.0
-31.0,-50.2,0.3817964568734169,0.2671587646007539,0.9529026666485169,100.0,0.29625121951103206,0.9238102117382385,100.0,0.342632782459259,0.8774286487900117,100.0,0.39587998390197754,0.8241814473472932,100.0,RS,31.0
-30.8,-50.4,0.3822125745937228,0.26711906194686896,0.9389528400765333,100.0,0.29616999030113217,0.9099019117222701,100.0,0.3424714326858518,0.8636004693375505,100.0,0.3953007459640503,0.8107711560593519,100.0,RS,30.8
-30.8,-50.2,0.38759931921958923,0.2685871660709382,0.9637217530334864,100.0,0.29796448945999143,0.9343444296444331,100.0,0.3451086652278899,0.8872002538765347,100.0,0.39887872338294983,0.8334301957214747,100.0,RS,30.8
-30.6,-50.4,0.3844032296910882,0.26813030242919933,0.839826166271207,100.0,0.2978067815303802,0.8101496871700262,100.0,0.34466547250747676,0.7632909961929296,100.0,0.39740973711013794,0.7105467315902685,100.0,RS,30.6
-30.6,-50.2,0.39382399804890156,0.27130168080329903,0.9349440817396306,100.0,0.3012142777442932,0.9050314847986367,100.0,0.3494200754165649,0.856825687126365,100.0,0.4040662348270416,0.8021795277158882,100.0,RS,30.6
-30.6,-50.0,0.39646117482334375,0.27125961780548097,0.9650776865063235,100.0,0.30193765163421626,0.9343996526775882,100.0,0.35050529360771165,0.8858320107040929,100.0,0.4060588777065277,0.8302784266052768,100.0,RS,30.6
-30.4,-50.2,0.39922833256423473,0.27623319029808047,0.8522025363481145,100.0,0.3073608875274658,0.8210748391187291,100.0,0.35685794949531513,0.7715777771508797,100.0,0.4125569462776184,0.7158787803685766,100.0,RS,30.4
-30.4,-50.0,0.401898262090981,0.2756746590137482,0.9354792024300452,100.0,0.3071007013320923,0.9040531601117011,100.0,0.35723747730255095,0.8539163841412423,100.0,0.41387689113616943,0.7972769703076239,100.0,RS,30.4
-30.4,-49.8,0.402721812017262,0.2744432091712952,0.9723294449052569,100.0,0.3061995446681976,0.9405731094083544,100.0,0.35602772235870356,0.8907449317178484,100.0,0.41327470541000366,0.8334979486665484,100.0,RS,30.4
-30.2,-50.0,0.40762438252568245,0.28107305169105534,0.9013883063503614,100.0,0.3141394793987274,0.8683218786426894,100.0,0.36571002483367915,0.8167513332077375,100.0,0.42329761385917664,0.75916374418224,100.0,RS,30.2
-30.2,-49.8,0.4082221193239093,0.27934237718582156,0.9562205477042822,100.0,0.3117107927799225,0.9238521321101811,100.0,0.3633573651313782,0.8722055597587255,100.0,0.4216267168521881,0.8139362080379156,100.0,RS,30.2
-30.0,-50.0,0.4144969303160906,0.2875687003135681,0.8503996801967122,100.0,0.3198511302471161,0.8181172502631641,100.0,0.3736492443084716,0.7643191362018087,100.0,0.4316917657852173,0.7062766147250629,100.0,SC/PR,30.0
-30.0,-49.8,0.41442962922155857,0.28458771705627445,0.9429050845760797,100.0,0.31755301356315613,0.9099397880691982,100.0,0.37082069635391235,0.856672105278442,100.0,0.4302220046520233,0.797270796980331,100.0,SC/PR,30.0
-29.8,-49.8,0.41779046319425106,0.2916227996349335,0.9131266908668557,100.0,0.3232000708580017,0.8815494196437874,100.0,0.378303370475769,0.8264461200260201,100.0,0.43805330991744995,0.7666961805843389,100.0,SC/PR,29.8
-29.8,-49.6,0.4162571355700493,0.28754061460495,0.9496963282580263,100.0,0.31991980671882625,0.9173171361441501,100.0,0.37515899538993835,0.8620779474730379,100.0,0.43505555391311646,0.8021813889498598,100.0,SC/PR,29.8
-29.6,-49.8,0.42851496301591396,0.2989673554897309,0.862848560216275,100.0,0.3278548657894135,0.8339610499165925,100.0,0.3854147028923034,0.7764012128137026,100.0,0.44440948963165283,0.7174064260743531,100.0,SC/PR,29.6
-29.6,-49.6,0.42584287747740746,0.2945026516914368,0.9376010886979689,100.0,0.3256148397922516,0.906488900597154,100.0,0.3818724644184112,0.8502312759709945,100.0,0.4424496293067932,0.7896541110826124,100.0,SC/PR,29.6
-29.6,-49.4,0.42147532664239407,0.29036005139350896,0.9608335299354992,100.0,0.3228817701339721,0.9283118111950359,100.0,0.37795560598373396,0.8732379753452743,100.0,0.43925344944000244,0.8119401318890057,100.0,SC/PR,29.6
-29.4,-49.6,0.43355477042496204,0.3027726769447327,0.9030954673817311,100.0,0.33136067390441887,0.8745074704220451,100.0,0.38832012534141513,0.8175480189850488,100.0,0.4489898085594177,0.7568783357670461,100.0,SC/PR,29.4
-29.4,-49.4,0.428466372191906,0.29686806797981263,0.9358873486464077,100.0,0.32808238863945005,0.9046730279867701,100.0,0.38409340858459473,0.8486620080416254,100.0,0.4455210864543915,0.7872343301718289,100.0,SC/PR,29.4
-29.4,-49.2,0.4229264799505472,0.2918065786361695,0.9511743750726129,100.0,0.3250258922576904,0.9179550614510918,100.0,0.38028666973114006,0.8626942839776423,100.0,0.4417966604232788,0.8011842932855036,100.0,SC/PR,29.4
-29.2,-49.4,0.43317889608442783,0.3031888067722321,0.923045604998142,100.0,0.33226413726806636,0.8939702745023077,100.0,0.38875247001647945,0.8374819417538947,100.0,0.4496725797653198,0.7765618320050542,100.0,SC/PR,29.2
-29.2,-49.2,0.42730812914669514,0.29753434658050554,0.9375154386640391,100.0,0.3281934320926666,0.9068563531518781,100.0,0.38460750460624693,0.8504422806382979,100.0,0.4460824131965637,0.7889673720479811,100.0,SC/PR,29.2
-29.2,-49.0,0.4235648177564144,0.2924384713172913,0.9516517323058552,100.0,0.3253015697002411,0.9187886339229053,100.0,0.38115741014480586,0.8629327934783406,100.0,0.4433494210243225,0.8007407825988239,100.0,SC/PR,29.2
-29.0,-49.4,0.43103757686913013,0.30556132793426516,0.8720721972335105,100.0,0.3327229142189026,0.8449106109488732,100.0,0.3885549676418304,0.7890785575259454,100.0,0.44926923513412476,0.728364290033651,100.0,SC/PR,29.0
-29.0,-49.2,0.429184228181839,0.30131924152374273,0.9162924682350672,100.0,0.33007904291152956,0.8875326668472802,100.0,0.38701620340347276,0.8305955063553371,100.0,0.4475608766078949,0.7700508331509149,100.0,SC/PR,29.0
-29.0,-49.0,0.4264155086129904,0.2970730900764466,0.9331272827961479,100.0,0.3269196271896362,0.9032807456829584,100.0,0.38377240419387804,0.8464279686787165,100.0,0.44567686319351196,0.7845235096790826,100.0,SC/PR,29.0
-29.0,-48.8,0.4238116927444935,0.29299580454826357,0.9491260855217651,100.0,0.3248120844364165,0.9173098056336122,100.0,0.3808762896060944,0.8612456004639343,100.0,0.4437778890132904,0.7983440010567384,100.0,SC/PR,29.0
-29.0,-48.6,0.42193676717579365,0.2906706631183624,0.9552685378773794,100.0,0.323338371515274,0.9226008294804676,100.0,0.37914666175842276,0.866792539237319,100.0,0.4424525499343872,0.8034866510613545,100.0,SC/PR,29.0
-28.8,-49.0,0.42482065223157406,0.30084337592124943,0.9155009443466324,100.0,0.32675681114196775,0.8895875091259141,100.0,0.38386976838111875,0.8324745518867631,100.0,0.4452284276485443,0.7711158926193374,100.0,SC/PR,28.8
-28.8,-48.8,0.4233168102800846,0.2982460856437683,0.9369732501901321,100.0,0.32514588832855223,0.910073447505348,100.0,0.3813525414466857,0.8538667943872148,100.0,0.44472813606262207,0.7904911997712784,100.0,SC/PR,28.8
-28.8,-48.6,0.4237916860729456,0.29643059968948365,0.9459386859661687,100.0,0.325281274318695,0.9170880113369573,100.0,0.3811061370372772,0.861263148618375,100.0,0.44477578997612,0.7975934956795323,100.0,SC/PR,28.8
-28.8,-48.4,0.4240131601691246,0.29524938464164735,0.9515618130126421,100.0,0.32578105926513673,0.9210301383891527,100.0,0.3807726144790649,0.8660385831752246,100.0,0.4448428750038147,0.8019683226504748,100.0,SC/PR,28.8
-28.6,-48.8,0.4186662510037422,0.3033936500549317,0.9117933063203247,100.0,0.3249775111675262,0.8902094452077303,100.0,0.3799409306049346,0.8352460257703218,100.0,0.44185376167297363,0.7733331947022829,100.0,SC/PR,28.6
-28.6,-48.6,0.42262045107781887,0.3048509359359742,0.9129390334679944,100.0,0.3277664184570312,0.8900235509469373,100.0,0.3828174376487732,0.8349725317551954,100.0,0.44628289341926575,0.7715070759847028,100.0,SC/PR,28.6
-28.6,-48.4,0.42414957098662853,0.30451529026031493,0.9243944925727391,100.0,0.32958503961563107,0.899324743217423,100.0,0.3846957731246948,0.8442140097083594,100.0,0.44827717542648315,0.7806326074065709,100.0,SC/PR,28.6
-28.4,-48.6,0.420238109305501,0.31603228449821485,0.8385022370977897,100.0,0.33480024337768555,0.8197342782183191,100.0,0.38618348121643054,0.768351040379574,100.0,0.4474782347679138,0.7070562868280909,100.0,SC/PR,28.4
-28.4,-48.4,0.42537132650613785,0.316833770275116,0.8984956277203896,100.0,0.33711845278739927,0.8782109452081064,100.0,0.39083108186721793,0.8244983161282876,100.0,0.4519573748111725,0.7633720231843332,100.0,SC/PR,28.4
-28.2,-48.6,0.41891579143702984,0.3312280476093292,0.7995329839138748,100.0,0.3484503209590912,0.7823107105641129,100.0,0.3915573346614838,0.7392036968617203,100.0,0.44955679774284363,0.6812042337803604,100.0,SC/PR,28.2
-28.2,-48.4,0.4245272036641836,0.33165571689605716,0.8524223097527767,100.0,0.34999858140945433,0.8340794452393796,100.0,0.3964467489719391,0.7876312776768948,100.0,0.45568808913230896,0.7283899375165249,100.0,SC/PR,28.2
-28.2,-48.2,0.4296147972345352,0.33103705048561094,0.8851579986572746,100.0,0.3500391602516174,0.8661558888912682,100.0,0.3995947587490082,0.8166002903938775,100.0,0.4591752886772156,0.7570197604656701,100.0,SC/PR,28.2
-28.0,-48.4,0.428765919059515,0.34981854557991027,0.830897189459683,100.0,0.36724285483360286,0.8134728802059904,100.0,0.40496371626853933,0.7757520187710539,100.0,0.4638904929161072,0.716825242123486,100.0,SC/PR,28.0
-28.0,-48.2,0.4346730597317219,0.34924710392951963,0.8667699555457262,100.0,0.3671880662441253,0.8488289932311205,100.0,0.4096720921993255,0.8063449672759204,100.0,0.4681049883365631,0.7479120711386827,100.0,SC/PR,28.0
-27.8,-48.4,0.4369272217154503,0.37041740417480473,0.7679453869576507,100.0,0.3864232003688812,0.7519395907635743,100.0,0.41884816408157344,0.7195146270508821,100.0,0.4760855734348297,0.6622772176976257,100.0,SC/PR,27.8
-27.8,-48.2,0.444208238273859,0.37034465074539186,0.8295375259331705,100.0,0.386708390712738,0.8131737859658243,100.0,0.4238405632972717,0.7760416133812909,100.0,0.48156651854515076,0.7183156581334117,100.0,SC/PR,27.8
-27.6,-48.4,0.4508454278111458,0.3949050307273865,0.6882499751482719,100.0,0.41107713580131533,0.6720778700743429,100.0,0.43841121196746824,0.6447437939081901,100.0,0.49260473251342773,0.5905502733622306,100.0,SC/PR,27.6
-27.6,-48.2,0.45919105783104897,0.39639838337898253,0.7983465303737178,100.0,0.41275960206985474,0.7819853116828457,100.0,0.44463249921798703,0.7501124145347133,100.0,0.5007050037384033,0.6940399100142971,100.0,SC/PR,27.6
-27.6,-48.0,0.46247146278619766,0.390081650018692,0.8330618238226065,100.0,0.40781397819519044,0.8153294956461081,100.0,0.4438149237632751,0.7793285500780233,100.0,0.5011590123176575,0.7219844615236409,100.0,SC/PR,27.6
-27.4,-48.4,0.49136916920542717,0.45816700458526616,0.5651162519740561,100.0,0.47622401714324947,0.5470592394160728,100.0,0.5040419435501097,0.5192413130092126,100.0,0.5373011231422424,0.48598213341707985,100.0,SC/PR,27.4
-27.4,-48.2,0.48263657465577126,0.4322717130184174,0.7759847938426231,100.0,0.4492418169975281,0.7590146898635124,100.0,0.4795697796344756,0.728686727226565,100.0,0.5282355546951294,0.6800209521659111,100.0,SC/PR,27.4
-27.4,-48.0,0.4810876026749611,0.4193727433681488,0.8091007808125333,100.0,0.43764954805374146,0.7908239761269408,100.0,0.4706117069721222,0.7578618172085599,100.0,0.5244455933570862,0.704027930823596,100.0,SC/PR,27.4
-27.2,-48.4,0.5390768088400364,0.4965510785579682,0.5764683810903609,100.0,0.5159041523933411,0.557115307254988,100.0,0.5481050038337707,0.5249144558145584,100.0,0.582978367805481,0.49004109184284805,100.0,SC/PR,27.2
