municipality_code,municipality_name,state,assigned_lat,assigned_lon,assigned_resolved,distance_assigned_km,assigned_compound_count,assigned_thr_hs,nearest_lat,nearest_lon,distance_nearest_km,assigned_is_nearest,assigned_is_maxcount_30km,n_candidates_30km,assigned_is_maxcount_50km,n_candidates_50km
4206009,Governador Celso Ramos,SC,-27.4,-48.4,True,12.521552834022556,172.0,1.5,-27.4,-48.4,12.521552834022556,True,False,3,False,9
4202453,Bombinhas,SC,-27.2,-48.4,True,1.55859103601176,147.0,1.64,-27.2,-48.4,1.55859103601176,True,False,5,False,11
4202008,Balneário Camboriú,SC,-27.0,-48.4,True,16.811900158624955,127.0,1.82,-27.0,-48.4,16.811900158624955,True,False,3,False,9
4212502,Penha,SC,-26.8,-48.4,True,18.301220581441175,161.0,1.93,-26.6,-48.6,16.31782858134508,False,False,4,False,9
4202057,Balneário Barra do Sul,SC,-26.6,-48.6,True,7.738287740840559,151.0,1.69,-26.6,-48.6,7.738287740840559,True,False,3,False,10
4216206,São Francisco do Sul,SC,-26.4,-48.4,True,12.412560171244664,187.0,1.63,-26.2,-48.4,8.391278548325518,False,False,6,False,11
4208450,Itapoá,SC,-26.2,-48.4,True,17.306273930058357,179.0,1.34,-26.2,-48.4,17.306273930058357,True,True,2,False,10
4109609,Guaratuba,PR,-26.0,-48.4,True,19.610901897124695,176.0,1.26,-26.0,-48.4,19.610901897124695,True,False,2,False,7
4119954,Pontal do Paraná,PR,-25.6,-48.4,True,0.0,236.0,1.33,-25.6,-48.4,0.0,True,True,3,False,8
4118204,Paranaguá,PR,-25.6,-48.2,True,10.586139876754183,233.0,1.67,-25.6,-48.4,4.97654008484748,False,False,4,False,10
4109500,Guaraqueçaba,PR,-25.4,-48.0,True,13.687992792718452,256.0,1.89,-25.4,-48.0,13.687992792718452,True,True,6,True,13
3509908,Cananéia,SP,-25.2,-47.8,True,9.597318434831903,249.0,1.85,-25.4,-48.0,5.968870922651721,False,False,7,False,14
3520426,Ilha Comprida,SP,-25.0,-47.8,True,4.9711426352501995,231.0,1.29,-25.0,-47.8,4.9711426352501995,True,False,6,False,14
3520301,Iguape,SP,-24.6,-47.2,True,4.213474209283623,263.0,1.99,-24.6,-47.2,4.213474209283623,True,False,7,False,15
3537602,Peruíbe,SP,-24.4,-46.8,True,18.69742648552977,266.0,2.14,-24.6,-47.0,18.66891779916224,False,True,4,False,10
3531100,Mongaguá,SP,-24.2,-46.6,True,11.031320728785634,267.0,2.13,-24.2,-46.6,11.031320728785634,True,False,3,False,8
3541000,Praia Grande,SP,-24.0,-46.4,True,0.0,297.0,1.83,-24.0,-46.4,0.0,True,True,5,True,11
3518701,Guarujá,SP,-24.0,-46.2,True,0.08880594856419848,287.0,1.92,-24.0,-46.2,0.08880594856419848,True,False,6,False,13
3506359,Bertioga,SP,-23.8,-45.8,True,6.363267695132873,313.0,1.89,-23.8,-45.8,6.363267695132873,True,False,6,False,12
3550704,São Sebastião,SP,-23.8,-45.6,True,0.2747907699552541,323.0,1.698,-23.8,-45.4,0.0,False,True,13,True,20
3520400,Ilhabela,SP,-23.8,-45.4,True,3.1374715982360804,302.0,1.3,-23.8,-45.2,2.966556232673016,False,False,14,False,23
3510500,Caraguatatuba,SP,-23.6,-45.2,True,7.471721252659896,185.0,1.39,-23.8,-45.6,7.2151438730039175,False,False,8,False,14
3555406,Ubatuba,SP,-23.6,-45.0,True,6.1222249288154496,218.0,1.97,-23.6,-45.2,2.232118930640284,False,False,7,False,16
3303807,Paraty,RJ,-23.2,-44.4,True,14.803339125131483,256.0,1.88,-23.0,-44.4,12.757650864498059,False,False,5,False,12
3300100,Angra dos Reis,RJ,-23.2,-44.2,True,0.22767999914658565,258.0,2.08,-23.2,-44.2,0.22767999914658565,True,False,9,False,14
3302601,Mangaratiba,RJ,-23.0,-44.0,True,2.9798524452755157,252.0,1.01,-23.0,-44.0,2.9798524452755157,True,False,6,False,14
3304557,Rio de Janeiro,RJ,-23.0,-43.4,True,0.0,262.0,1.79,-23.0,-43.4,0.0,True,True,9,True,17
3303302,Niterói,RJ,-23.0,-43.0,True,2.9532346822781714,245.0,2.19,-23.0,-43.0,2.9532346822781714,True,False,6,False,12
3302700,Maricá,RJ,-23.0,-42.8,True,4.391298638406696,242.0,2.34,-23.0,-43.0,2.968905836106967,False,False,8,False,15
3305505,Saquarema,RJ,-23.0,-42.6,True,7.4654406678326195,244.0,2.42,-23.0,-42.4,7.211615986927836,False,True,6,False,12
3300209,Araruama,RJ,-23.0,-42.4,True,7.486786491917022,234.0,2.48,-23.0,-42.4,7.486786491917022,True,False,5,False,12
3300258,Arraial do Cabo,RJ,-23.0,-42.2,True,6.322517338253418,231.0,2.52,-23.0,-42.0,0.0,False,False,8,False,16
3300704,Cabo Frio,RJ,-23.0,-42.0,True,8.45877472591958,213.0,2.57,-23.0,-42.0,8.45877472591958,True,False,5,False,14
3300233,Armação dos Búzios,RJ,-22.8,-41.8,True,3.2527873914215943,173.0,2.04,-22.8,-41.8,3.2527873914215943,True,False,6,False,14
3301306,Casimiro de Abreu,RJ,-22.6,-41.8,True,18.738908439864193,136.0,1.81,-22.6,-41.8,18.738908439864193,True,False,2,False,8
3302403,Macaé,RJ,-22.4,-41.6,True,8.779204644963785,180.0,1.78,-22.4,-41.6,8.779204644963785,True,False,4,False,9
3304151,Quissamã,RJ,-22.2,-41.4,True,1.205337349988181,204.0,1.35,-22.2,-41.4,1.205337349988181,True,True,6,True,14
3301009,Campos dos Goytacazes,RJ,-22.0,-40.8,True,18.426864173391724,159.0,2.27,-22.2,-41.2,10.835211303843774,False,False,6,False,17
3305000,São João da Barra,RJ,-21.8,-40.8,True,20.79553128536502,109.0,1.928,-21.8,-40.8,20.79553128536502,True,False,3,False,12
3304755,São Francisco de Itabapoana,RJ,-21.6,-40.8,True,22.101160483905993,80.0,1.81,-21.4,-40.8,17.319899306155666,False,True,3,False,10
3204302,Presidente Kennedy,ES,-21.2,-40.8,True,13.13880727976251,75.0,1.658,-21.2,-40.8,13.13880727976251,True,False,3,False,7
3203320,Marataízes,ES,-21.0,-40.8,True,0.32760664321940497,94.0,1.47,-21.0,-40.8,0.32760664321940497,True,False,5,False,10
3202405,Guarapari,ES,-20.6,-40.4,True,0.4710553366556088,109.0,1.57,-20.6,-40.4,0.4710553366556088,True,True,6,True,13
3205309,Vitória,ES,-20.4,-40.2,True,11.946896931801003,103.0,1.65,-20.4,-28.8,9.973194038571778,False,True,15,False,34
3202207,Fundão,ES,-20.0,-40.0,True,16.220492875467652,101.0,2.01,-20.0,-40.0,16.220492875467652,True,False,3,False,8
3200607,Aracruz,ES,-19.8,-40.0,True,3.6204136964048557,130.0,1.718,-19.8,-40.0,3.6204136964048557,True,True,4,True,12
3203205,Linhares,ES,-19.4,-39.6,True,10.711111583578695,101.0,1.7,-19.4,-39.6,10.711111583578695,True,False,7,False,17
3204906,São Mateus,ES,-18.8,-39.6,True,15.653406252620364,81.0,1.33,-19.0,-39.6,13.804862134998082,False,False,4,False,11
3201605,Conceição da Barra,ES,-18.6,-39.6,True,13.508301806116705,87.0,1.34,-18.4,-39.6,9.079391308247807,False,False,4,False,10
2922003,Mucuri,BA,-18.2,-39.4,True,19.329910951065933,107.0,1.62,-18.4,-39.6,9.401139143242844,False,False,5,False,8
2923001,Nova Viçosa,BA,-18.0,-39.4,True,7.533266304557829,125.0,1.34,-18.0,-39.2,3.723568116749842,False,True,6,True,12
2906907,Caravelas,BA,-17.8,-39.0,True,19.049524586344447,117.0,1.65,-18.0,-38.8,9.643046657060406,False,False,6,False,13
2900801,Alcobaça,BA,-17.6,-39.0,True,17.433405908286502,97.0,1.208,-17.6,-39.0,17.433405908286502,True,False,3,False,10
2925501,Prado,BA,-17.2,-39.0,True,21.79866419994597,66.0,1.56,-16.8,-39.0,15.832401481161869,False,False,5,False,13
2925303,Porto Seguro,BA,-16.6,-39.0,True,9.40192929938131,75.0,1.25,-16.6,-39.0,9.40192929938131,True,True,5,True,13
2927705,Santa Cruz Cabrália,BA,-16.2,-38.8,True,12.948208662359445,71.0,1.54,-16.2,-38.8,12.948208662359445,True,False,4,False,9
2903409,Belmonte,BA,-16.0,-38.8,True,11.739716500850603,68.0,1.46,-15.8,-38.8,6.960748283926789,False,False,5,False,11
2906303,Canavieiras,BA,-15.6,-38.8,True,15.032209622993083,50.0,1.62,-15.8,-38.8,10.730922609331314,False,False,5,False,11
2932507,Una,BA,-15.2,-38.8,True,21.1165102912811,41.0,1.76,-15.4,-38.8,18.67013271045595,False,False,3,False,9
2913606,Ilhéus,BA,-15.0,-38.8,True,21.12510090933922,33.0,1.87,-15.0,-38.8,21.12510090933922,True,False,5,False,12
2932705,Uruçuca,BA,-14.4,-38.8,True,23.57115875467672,29.0,1.95,-14.4,-38.8,23.57115875467672,True,False,2,False,6
2920700,Maraú,BA,-14.0,-38.8,True,14.882857112104844,34.0,1.8,-14.0,-38.8,14.882857112104844,True,False,4,False,11
2905800,Camamu,BA,-13.8,-38.8,True,15.472191370691641,37.0,1.73,-13.8,-38.8,15.472191370691641,True,True,3,False,9
2905404,Cairu,BA,-13.6,-38.8,True,10.89238697905977,42.0,1.71,-13.6,-38.8,10.89238697905977,True,False,3,False,8
2932903,Valença,BA,-13.4,-38.8,True,16.369633755719185,44.0,1.71,-13.4,-38.8,16.369633755719185,True,True,2,False,6
2917805,Jaguaripe,BA,-13.2,-38.6,True,22.583363538438057,45.0,1.99,-13.2,-38.6,22.583363538438057,True,True,2,False,6
2927408,Salvador,BA,-13.0,-38.4,True,3.265089223325556,55.0,1.96,-13.0,-38.4,3.265089223325556,True,True,4,True,10
2919207,Lauro de Freitas,BA,-13.0,-38.2,True,15.254064941738374,37.0,2.1,-13.0,-38.4,12.437273836154677,False,False,2,False,8
2905701,Camaçari,BA,-12.8,-38.0,True,16.958805871844557,35.0,2.1,-13.0,-38.2,16.053216817125573,False,False,4,False,12
2921005,Mata de São João,BA,-12.6,-37.8,True,20.64448161311323,32.0,2.12,-12.4,-37.8,10.006767514864064,False,False,3,False,10
2910503,Entre Rios,BA,-12.4,-37.8,True,7.980628558610642,38.0,1.78,-12.4,-37.8,7.980628558610642,True,True,4,True,10
2910602,Esplanada,BA,-12.2,-37.6,True,13.848855408977713,37.0,1.97,-12.2,-37.6,13.848855408977713,True,False,3,False,10
2908606,Conde,BA,-12.0,-37.4,True,23.082786401598742,29.0,2.12,-11.8,-37.4,13.937067979250402,False,False,4,False,11
2917904,Jandaíra,BA,-11.6,-37.4,True,3.9101522005785068,43.0,1.84,-11.6,-37.4,3.9101522005785068,True,True,4,True,11
2802106,Estância,SE,-11.4,-37.2,True,11.644753557208036,31.0,1.86,-11.4,-37.2,11.644753557208036,True,False,3,False,9
2803203,Itaporanga d'Ajuda,SE,-11.2,-37.0,True,17.44979804328123,28.0,2.0,-11.4,-37.2,14.319931624673833,False,False,3,False,10
2800308,Aracaju,SE,-11.0,-37.0,True,4.511967544038847,30.0,1.45,-11.0,-37.0,4.511967544038847,True,False,5,False,10
2800605,Barra dos Coqueiros,SE,-10.8,-36.8,True,8.648284442865847,30.0,1.66,-11.0,-37.0,6.207471207233993,False,False,5,False,9
2805307,Pirambu,SE,-10.8,-36.6,True,20.961697437990786,27.0,2.11,-10.8,-36.8,8.570214643288823,False,False,3,False,8
2804904,Pacatuba,SE,-10.6,-36.6,True,1.8725350533249534,34.0,1.86,-10.6,-36.6,1.8725350533249534,True,True,4,True,10
2706802,Piaçabuçu,AL,-10.4,-36.2,True,11.495744635581431,30.0,1.9,-10.4,-36.2,11.495744635581431,True,False,4,False,10
2702306,Coruripe,AL,-10.2,-36.0,True,14.46428041895232,30.0,2.0,-10.2,-36.0,14.46428041895232,True,False,3,False,12
2703759,Jequiá da Praia,AL,-10.0,-35.8,True,19.132118915114347,33.0,2.01,-10.2,-36.0,17.638556819658472,False,False,3,False,10
2704708,Marechal Deodoro,AL,-9.8,-35.8,True,5.513077787258987,35.0,2.13,-9.8,-35.8,5.513077787258987,True,False,4,False,9
2704302,Maceió,AL,-9.6,-35.6,True,6.320001182882791,47.0,1.6,-9.6,-35.6,6.320001182882791,True,True,5,True,10
2707404,Porto de Pedras,AL,-9.2,-35.2,True,10.94512235147838,32.0,1.83,-9.2,-35.2,10.94512235147838,True,False,3,False,9
2704500,Maragogi,AL,-9.0,-35.0,True,19.388726692217336,22.0,2.11,-9.2,-35.2,15.81769727563719,False,False,3,False,10
2601409,Barreiros,PE,-8.800000000000002,-35.0,True,11.396013556275292,22.0,1.96,-8.8,-35.0,11.396013556275292,True,False,2,False,7
2602902,Cabo de Santo Agostinho,PE,-8.4,-34.8,True,16.38655595460213,27.0,1.97,-8.2,-34.8,14.124242330234539,False,False,3,False,8
2611606,Recife,PE,-8.2,-34.8,True,13.085632685786937,29.0,2.08,-8.0,-34.8,8.284471551568762,False,False,4,False,9
2609600,Olinda,PE,-8.0,-34.8,True,4.1060049369268175,31.0,1.93,-8.0,-34.8,4.1060049369268175,True,False,4,False,10
2606804,Igarassu,PE,-7.8,-34.8,True,5.326708746501735,32.0,1.75,-7.8,-34.8,5.326708746501735,True,False,4,False,10
2606200,Goiana,PE,-7.6,-34.8,True,1.9602383954547866,43.0,1.4,-7.6,-34.8,1.9602383954547866,True,True,4,True,10
2511905,Pitimbu,PB,-7.4,-34.6,True,22.426544282936053,23.0,1.91,-7.6,-34.8,6.430138501747969,False,False,5,False,11
2503209,Cabedelo,PB,-7.0,-34.8,True,2.7888904972705366,32.0,1.38,-7.0,-34.8,2.7888904972705366,True,True,4,True,9
2512903,Rio Tinto,PB,-6.8,-34.8,True,12.586701937957306,25.0,1.43,-6.8,-34.8,12.586701937957306,True,False,3,False,8
2509305,Mataraca,PB,-6.6,-34.8,True,18.2462374941098,26.0,1.86,-6.6,-34.8,18.2462374941098,True,True,3,False,9
2401404,Baía Formosa,RN,-6.4,-34.8,True,19.39074712739961,22.0,2.038,-6.2,-35.0,13.397021645519931,False,False,4,False,10
2414209,Tibau do Sul,RN,-6.2,-35.0,True,5.599076908730025,25.0,1.47,-6.2,-35.0,5.599076908730025,True,False,4,False,9
2408102,Natal,RN,-5.8,-35.0,True,19.593153550451934,26.0,1.9,-5.8,-35.0,19.593153550451934,True,False,3,False,9
2403608,Extremoz,RN,-5.6,-35.0,True,24.018576283152875,27.0,2.03,-5.8,-35.0,23.508209007143105,False,False,3,False,8
2407500,Maxaranguape,RN,-5.4,-35.2,True,10.701170222830386,29.0,2.01,-5.4,-35.2,10.701170222830386,True,False,4,False,9
2414407,Touros,RN,-5.2,-35.4,True,3.064261026265507,30.0,1.87,-5.2,-35.4,3.064261026265507,True,True,5,True,11
2407203,Macau,RN,-5.0,-36.6,True,9.135714334989855,20.0,1.42,-5.0,-36.6,9.135714334989855,True,False,2,False,7
2404101,Galinhos,RN,-5.0,-36.2,True,11.018253856699534,24.0,1.36,-5.0,-36.2,11.018253856699534,True,True,1,True,7
2412559,São Miguel do Gostoso,RN,-5.0,-35.6,True,13.372755567292,13.0,1.72,-5.0,-35.6,13.372755567292,True,False,3,False,10
2404408,Grossos,RN,-4.8,-37.2,True,9.671777472484195,25.0,1.76,-4.8,-37.2,9.671777472484195,True,True,2,True,6
2401107,Areia Branca,RN,-4.8,-37.0,True,5.318757619063681,17.0,1.79,-4.8,-37.0,5.318757619063681,True,False,5,False,10
2410256,Porto do Mangue,RN,-4.8,-36.8,True,20.84402745336091,16.0,1.86,-5.0,-36.6,15.866034806791182,False,False,3,False,8
2411601,São Bento do Norte,RN,-4.8,-36.0,True,28.119383622385456,16.0,1.93,-5.0,-36.2,18.88661583517038,False,False,2,False,7
2409506,Pedra Grande,RN,-4.8,-35.8,True,31.70476729263433,15.0,1.98,-5.0,-35.6,22.99968690891915,False,False,1,False,8
2305357,Icapuí,CE,-4.6,-37.4,True,8.171470094154293,15.0,1.52,-4.8,-37.2,6.867628058097871,False,False,6,False,8
2301109,Aracati,CE,-4.400000000000001,-37.6,True,17.560529986166504,16.0,1.75,-4.6,-37.4,16.4248405763261,False,False,5,False,12
2302206,Beberibe,CE,-4.2,-37.8,True,19.76619678537611,19.0,1.63,-4.2,-37.8,19.76619678537611,True,False,3,False,8
2303501,Cascavel,CE,-4.0,-38.0,True,19.96807804699124,25.0,1.71,-4.0,-38.0,19.96807804699124,True,True,2,False,6
2301000,Aquiraz,CE,-3.8,-38.2,True,18.407909868780216,24.0,1.77,-3.8,-38.2,18.407909868780216,True,False,3,False,9
2303709,Caucaia,CE,-3.6,-38.6,True,10.24530589460878,19.0,1.62,-3.6,-38.6,10.24530589460878,True,False,4,False,10
2313500,Trairi,CE,-3.2,-39.2,True,5.548966231232616,24.0,1.5,-3.2,-39.2,5.548966231232616,True,False,4,False,10
2310258,Paraipaba,CE,-3.2,-39.0,True,20.974481188334323,25.0,1.83,-3.2,-39.2,14.942520892125899,False,False,3,False,7
2306405,Itapipoca,CE,-3.0,-39.4,True,16.68081642404604,23.0,1.68,-3.0,-39.4,16.68081642404604,True,False,3,False,9
2205706,Luís Correia,PI,-2.8,-41.6,True,9.141363484043772,23.0,1.03,-2.8,-41.6,9.141363484043772,True,True,3,True,9
2202083,Cajueiro da Praia,PI,-2.8,-41.4,True,11.780672844385531,17.0,1.17,-2.8,-41.4,11.780672844385531,True,False,3,False,7
2302057,Barroquinha,CE,-2.8,-41.2,True,9.992794427286315,14.0,1.45,-2.8,-41.2,9.992794427286315,True,False,3,False,10
2302602,Camocim,CE,-2.8,-40.8,True,6.635159268267459,11.0,1.3,-2.8,-40.6,4.84539251228342,False,False,7,False,14
2307254,Jijoca de Jericoacoara,CE,-2.8,-40.6,True,4.4102375852815365,11.0,1.29,-2.8,-40.6,4.4102375852815365,True,False,6,False,12
2304251,Cruz,CE,-2.8,-40.4,True,1.5434841706616274,14.0,1.44,-2.8,-40.4,1.5434841706616274,True,True,6,False,13
2300200,Acaraú,CE,-2.8,-40.2,True,1.2511448619130012,12.0,1.58,-2.8,-40.2,1.2511448619130012,True,False,8,False,16
2306553,Itarema,CE,-2.8,-39.8,True,13.303798773062766,18.0,1.79,-2.8,-40.0,9.905597759637509,False,False,4,False,10
2300754,Amontada,CE,-2.8,-39.6,True,24.441635333924474,24.0,1.9,-3.0,-39.4,19.03167919251048,False,True,3,False,9
2112506,Tutóia,MA,-2.6,-42.4,True,12.617955354915667,29.0,1.49,-2.6,-42.2,10.329588883950139,False,True,3,False,9
2100907,Araioses,MA,-2.6,-41.8,True,14.471626067501061,22.0,1.45,-2.6,-42.2,9.89302966778256,False,False,6,False,13
2109452,Raposa,MA,-2.4,-44.2,True,6.483132982130029,39.0,0.82,-2.4,-44.0,3.4744518691395023,False,False,4,False,7
2105104,Icatu,MA,-2.4,-44.0,True,15.264110490526368,54.0,1.05,-2.4,-44.0,15.264110490526368,True,True,4,True,10
2101707,Barreirinhas,MA,-2.4,-42.8,True,15.792180252410663,30.0,1.7,-2.4,-43.0,6.591203443178081,False,False,5,False,10
2105005,Humberto de Campos,MA,-2.2,-43.6,True,6.066870248561725,31.0,1.78,-2.2,-43.6,6.066870248561725,True,False,5,False,11
2109403,Primeira Cruz,MA,-2.2,-43.4,True,15.242052009871403,30.0,1.88,-2.2,-43.4,15.242052009871403,True,False,3,False,9
2104909,Guimarães,MA,-2.0,-44.4,True,10.4943475634125,48.0,1.05,-2.0,-44.4,10.4943475634125,True,True,2,True,8
2103109,Cedral,MA,-1.8,-44.4,True,15.964561507576278,46.0,1.13,-2.0,-44.4,9.158279834815637,False,False,2,False,8
1508209,Vigia,PA,-1.4,-48.6,True,61.10830919330247,76.0,0.2,-0.8,-48.2,3.6539427404534752,False,False,5,False,9
2101301,Bacuri,MA,-1.4,-45.2,True,9.868641176429456,38.0,0.94,-1.4,-45.2,9.868641176429456,True,False,3,False,9
2100832,Apicum-Açu,MA,-1.4,-45.0,True,8.242636044026538,49.0,0.95,-1.4,-45.0,8.242636044026538,True,True,5,True,11
2103703,Cururupu,MA,-1.4,-44.8,True,4.603266741535779,31.0,1.1,-1.4,-45.0,0.0,False,False,11,False,20
2104305,Godofredo Viana,MA,-1.2,-45.6,True,2.9512050985699996,41.0,1.04,-1.2,-45.6,2.9512050985699996,True,True,5,True,13
1508308,Viseu,PA,-1.0,-46.0,True,8.736752791065252,26.0,1.2,-1.0,-46.0,8.736752791065252,True,True,4,False,11
2106201,Luís Domingues,MA,-1.0,-45.8,True,13.83246657822376,24.0,1.41,-1.0,-45.8,13.83246657822376,True,False,4,False,9
1506302,Salvaterra,PA,-0.8,-48.4,True,11.284020575959016,46.0,0.72,-1.0,-48.4,4.905484535286157,False,False,5,False,7
1501709,Bragança,PA,-0.8,-46.6,True,2.185114591768309,24.0,1.3,-0.8,-46.6,2.185114591768309,True,True,4,True,9
1500909,Augusto Corrêa,PA,-0.8,-46.4,True,7.871825637039548,20.0,1.37,-0.8,-46.4,7.871825637039548,True,False,4,False,9
1507102,São Caetano de Odivelas,PA,-0.6,-48.0,True,6.989389337669803,42.0,0.78,-0.6,-48.0,6.989389337669803,True,False,5,False,9
1507474,São João de Pirabas,PA,-0.6,-47.2,True,4.162278702881575,24.0,1.13,-0.6,-47.2,4.162278702881575,True,False,4,False,10
1506112,Quatipuru,PA,-0.6,-47.0,True,11.927364222912924,23.0,1.49,-0.6,-47.0,11.927364222912924,True,False,3,False,8
1508035,Tracuateua,PA,-0.6,-46.8,True,16.48654752025024,21.0,1.54,-0.6,-46.8,16.48654752025024,True,False,3,False,9
1502905,Curuçá,PA,-0.4,-47.8,True,17.306890618754817,34.0,1.37,-0.6,-48.0,5.924136234084925,False,False,6,False,13
1504307,Maracanã,PA,-0.4,-47.6,True,19.58593465312157,31.0,1.47,-0.4,-47.6,19.58593465312157,True,True,3,False,12
1507904,Soure,PA,-0.2,-48.4,True,4.323541847385508,41.0,0.85,-0.8,-48.4,3.111023228427022,False,False,11,False,20
1502509,Chaves,PA,0.0,-50.4,True,3.5284822180651014,158.0,0.24,-0.2,-49.6,0.0,False,False,23,False,32
1600303,Macapá,AP,0.8,-50.2,True,0.0,119.0,0.51,0.8,-50.2,0.0,True,False,11,False,19
1600105,Amapá,AP,1.4,-49.8,True,8.71425739267286,49.0,1.36,1.8,-50.0,5.596354221305689,False,False,14,False,28
1600204,Calçoene,AP,2.6,-50.8,True,4.890456091007995,55.0,1.22,2.6,-50.8,4.890456091007995,True,False,10,False,23
1600501,Oiapoque,AP,4.2,-51.2,True,4.60934847314774,37.0,1.0,4.4,-51.6,0.0,False,False,10,False,22
4310330,Imbé,RS,-30.0,-50.0,True,11.619329883772949,129.0,2.1,-30.0,-50.0,11.619329883772949,True,False,4,False,9
4313508,Osório,RS,-30.0,-50.0,True,13.689918791077819,129.0,2.1,-30.0,-50.0,13.689918791077819,True,False,4,False,9
4301636,Balneário Pinhal,RS,-30.2,-50.0,True,21.947489246151196,172.0,2.4,-30.4,-50.2,11.681714994300542,False,False,3,False,10
4323804,Xangri-lá,RS,-30.0,-50.0,True,16.713510933323672,129.0,2.1,-30.0,-50.0,16.713510933323672,True,False,4,False,8
4321436,Terra de Areia,RS,-29.6,-49.8,True,11.860578759254764,172.0,2.14,-29.6,-49.8,11.860578759254764,True,False,2,False,7
4304630,Capão da Canoa,RS,-29.6,-49.8,True,13.24571525754958,172.0,2.14,-29.6,-49.8,13.24571525754958,True,False,3,False,8
4212254,Passo de Torres,SC,-29.4,-49.6,True,13.732837818985573,198.0,2.348,-29.4,-49.6,13.732837818985573,True,False,3,False,9
4220000,Balneário Rincão,SC,-29.0,-49.2,True,15.676654512583276,249.0,2.48,-29.0,-49.2,15.676654512583276,True,False,4,False,10
4212304,Paulo Lopes,SC,-28.0,-48.4,True,15.322565989105197,243.0,2.46,-28.0,-48.4,15.322565989105197,True,True,3,False,10
4205407,Florianópolis,SC,-27.8,-48.4,True,5.321457461412376,227.0,2.23,-27.4,-48.4,0.8038631113057201,False,False,10,False,18
4218004,Tijucas,SC,-27.2,-48.4,True,20.1302623964394,147.0,1.64,-27.2,-48.4,20.1302623964394,True,False,2,False,8
4213500,Porto Belo,SC,-27.2,-48.4,True,13.391988805989484,147.0,1.64,-27.2,-48.4,13.391988805989484,True,False,3,False,9
4208302,Itapema,SC,-27.2,-48.4,True,19.379718004242093,147.0,1.64,-27.2,-48.4,19.379718004242093,True,True,2,False,9
4208203,Itajaí,SC,-27.0,-48.4,True,23.090992250202838,127.0,1.82,-27.0,-48.4,23.090992250202838,True,False,3,False,7
4211306,Navegantes,SC,-27.0,-48.4,True,25.35067793437217,127.0,1.82,-26.8,-48.4,22.034061778412486,False,False,3,False,8
4212809,Balneário Piçarras,SC,-26.8,-48.4,True,26.18577673492574,161.0,1.93,-26.6,-48.6,15.484067873419102,False,True,2,False,7
4216602,São José,SC,-27.8,-48.4,True,25.15771154204614,227.0,2.23,-27.6,-48.4,17.674501603496974,False,True,3,False,8
