grid_lat,grid_lon,municipality,event_id,date_start,date_end,duration_days,peak_value,peak_date,integrated_intensity
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19970627,1997-06-27,1997-06-29,3,0.6625,1997-06-28,0.1581
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19970705,1997-07-05,1997-07-05,1,0.5572,1997-07-05,0.0303
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19970718,1997-07-18,1997-07-19,2,0.6065,1997-07-18,0.1116
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19970804,1997-08-04,1997-08-06,3,0.7035,1997-08-05,0.2346
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19971216,1997-12-16,1997-12-17,2,0.5682,1997-12-17,0.0523
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19980211,1998-02-11,1998-02-12,2,0.6768,1998-02-12,0.2225
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19980325,1998-03-25,1998-03-27,3,0.9347,1998-03-26,0.6079
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19980402,1998-04-02,1998-04-02,1,0.5433,1998-04-02,0.0164
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19980409,1998-04-09,1998-04-09,1,0.5956,1998-04-09,0.0687
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19980618,1998-06-18,1998-06-18,1,0.6587,1998-06-18,0.1318
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19980625,1998-06-25,1998-06-25,1,0.5312,1998-06-25,0.0043
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19980822,1998-08-22,1998-08-22,1,0.5352,1998-08-22,0.0082
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19981219,1998-12-19,1998-12-19,1,0.5457,1998-12-19,0.0188
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19981231,1998-12-31,1998-12-31,1,0.6096,1998-12-31,0.0827
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990212,1999-02-12,1999-02-12,1,0.5312,1999-02-12,0.0042
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990417,1999-04-17,1999-04-18,2,0.7986,1999-04-18,0.3175
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990508,1999-05-08,1999-05-08,1,0.5819,1999-05-08,0.055
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990520,1999-05-20,1999-05-20,1,0.583,1999-05-20,0.0561
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990531,1999-05-31,1999-05-31,1,0.6264,1999-05-31,0.0995
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990605,1999-06-05,1999-06-06,2,0.5997,1999-06-05,0.086
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990611,1999-06-11,1999-06-11,1,0.5475,1999-06-11,0.0205
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990630,1999-06-30,1999-06-30,1,0.5344,1999-06-30,0.0074
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990808,1999-08-08,1999-08-09,2,0.6304,1999-08-09,0.1931
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19990814,1999-08-14,1999-08-16,3,0.9069,1999-08-15,0.6474
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19991003,1999-10-03,1999-10-04,2,0.7002,1999-10-03,0.2219
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_19991207,1999-12-07,1999-12-07,1,0.5389,1999-12-07,0.012
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000507,2000-05-07,2000-05-07,1,0.5915,2000-05-07,0.0645
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000528,2000-05-28,2000-05-28,1,0.5926,2000-05-28,0.0657
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000704,2000-07-04,2000-07-04,1,0.5272,2000-07-04,0.0002
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000713,2000-07-13,2000-07-14,2,0.5676,2000-07-14,0.0639
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000717,2000-07-17,2000-07-17,1,0.8357,2000-07-17,0.3088
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000720,2000-07-20,2000-07-21,2,0.771,2000-07-20,0.282
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000727,2000-07-27,2000-07-27,1,0.5306,2000-07-27,0.0036
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000804,2000-08-04,2000-08-04,1,0.5635,2000-08-04,0.0366
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000811,2000-08-11,2000-08-12,2,0.5431,2000-08-11,0.0309
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000902,2000-09-02,2000-09-02,1,0.5593,2000-09-02,0.0323
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20000925,2000-09-25,2000-09-25,1,0.6276,2000-09-25,0.1007
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20001115,2000-11-15,2000-11-16,2,0.6041,2000-11-15,0.1017
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010112,2001-01-12,2001-01-12,1,0.5824,2001-01-12,0.0554
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010421,2001-04-21,2001-04-21,1,0.5525,2001-04-21,0.0255
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010425,2001-04-25,2001-04-25,1,0.5779,2001-04-25,0.051
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010430,2001-04-30,2001-04-30,1,0.5728,2001-04-30,0.0459
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010503,2001-05-03,2001-05-04,2,0.6625,2001-05-04,0.1914
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010621,2001-06-21,2001-06-24,4,0.6239,2001-06-22,0.2029
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010721,2001-07-21,2001-07-23,3,0.6548,2001-07-22,0.2732
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010728,2001-07-28,2001-07-28,1,0.5293,2001-07-28,0.0024
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010912,2001-09-12,2001-09-12,1,0.5786,2001-09-12,0.0517
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20010915,2001-09-15,2001-09-17,3,0.7179,2001-09-16,0.4521
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020202,2002-02-02,2002-02-02,1,0.6397,2002-02-02,0.1127
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020224,2002-02-24,2002-02-25,2,0.7342,2002-02-25,0.3165
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020302,2002-03-02,2002-03-02,1,0.5711,2002-03-02,0.0442
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020421,2002-04-21,2002-04-22,2,0.6614,2002-04-22,0.2265
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020611,2002-06-11,2002-06-16,6,0.665,2002-06-13,0.6034
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020622,2002-06-22,2002-06-25,4,0.6778,2002-06-23,0.4774
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020708,2002-07-08,2002-07-12,5,0.7396,2002-07-10,0.7035
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020806,2002-08-06,2002-08-07,2,0.6488,2002-08-07,0.1574
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020901,2002-09-01,2002-09-04,3,0.7191,2002-09-01,0.3214
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020907,2002-09-07,2002-09-07,1,0.5338,2002-09-07,0.0068
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20020914,2002-09-14,2002-09-14,1,0.5404,2002-09-14,0.0135
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20021022,2002-10-22,2002-10-22,1,0.6305,2002-10-22,0.1036
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030221,2003-02-21,2003-02-22,2,0.7237,2003-02-22,0.3508
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030322,2003-03-22,2003-03-22,1,0.5315,2003-03-22,0.0046
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030411,2003-04-11,2003-04-14,4,1.0951,2003-04-12,1.1964
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030421,2003-04-21,2003-04-21,1,0.5313,2003-04-21,0.0044
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030502,2003-05-02,2003-05-03,2,0.6152,2003-05-03,0.1364
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030507,2003-05-07,2003-05-08,2,0.6202,2003-05-08,0.1505
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030525,2003-05-25,2003-05-25,1,0.6408,2003-05-25,0.1139
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030529,2003-05-29,2003-05-29,1,0.5592,2003-05-29,0.0323
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030604,2003-06-04,2003-06-04,1,0.6284,2003-06-04,0.1014
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030608,2003-06-08,2003-06-09,2,0.6556,2003-06-08,0.2524
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030710,2003-07-10,2003-07-13,4,0.9379,2003-07-12,0.9872
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030717,2003-07-17,2003-07-18,2,0.5911,2003-07-17,0.0781
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030731,2003-07-31,2003-07-31,1,0.5307,2003-07-31,0.0037
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030808,2003-08-08,2003-08-11,4,0.8773,2003-08-10,0.6206
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030815,2003-08-15,2003-08-17,3,0.6327,2003-08-17,0.2559
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030825,2003-08-25,2003-08-27,3,0.765,2003-08-26,0.4942
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030911,2003-09-11,2003-09-11,1,0.547,2003-09-11,0.02
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20030914,2003-09-14,2003-09-15,2,0.7203,2003-09-14,0.2824
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20031011,2003-10-11,2003-10-12,2,0.5771,2003-10-11,0.0554
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20031102,2003-11-02,2003-11-02,1,0.5856,2003-11-02,0.0586
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20031210,2003-12-10,2003-12-10,1,0.5382,2003-12-10,0.0113
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20031224,2003-12-24,2003-12-24,1,0.5272,2003-12-24,0.0002
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040216,2004-02-16,2004-02-16,1,0.6375,2004-02-16,0.1105
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040421,2004-04-21,2004-04-21,1,0.574,2004-04-21,0.0471
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040518,2004-05-18,2004-05-18,1,0.5896,2004-05-18,0.0627
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040527,2004-05-27,2004-05-28,2,0.7419,2004-05-27,0.3279
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040702,2004-07-02,2004-07-05,3,0.7065,2004-07-05,0.3316
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040709,2004-07-09,2004-07-11,2,0.6763,2004-07-11,0.2688
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040716,2004-07-16,2004-07-17,2,0.5939,2004-07-17,0.0826
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040826,2004-08-26,2004-08-28,3,0.6997,2004-08-27,0.3137
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040831,2004-08-31,2004-08-31,1,0.5804,2004-08-31,0.0535
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040912,2004-09-12,2004-09-12,1,0.5605,2004-09-12,0.0335
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040916,2004-09-16,2004-09-17,2,0.5612,2004-09-16,0.0648
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20040930,2004-09-30,2004-09-30,1,0.6379,2004-09-30,0.111
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20041119,2004-11-19,2004-11-19,1,0.5371,2004-11-19,0.0101
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050126,2005-01-26,2005-01-27,2,0.707,2005-01-26,0.2928
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050312,2005-03-12,2005-03-12,1,0.5399,2005-03-12,0.013
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050323,2005-03-23,2005-03-23,1,0.5673,2005-03-23,0.0403
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050403,2005-04-03,2005-04-05,3,0.746,2005-04-04,0.3164
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050421,2005-04-21,2005-04-21,1,0.553,2005-04-21,0.0261
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050425,2005-04-25,2005-05-02,7,0.7568,2005-04-26,0.4648
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050522,2005-05-22,2005-05-23,2,0.6949,2005-05-23,0.3253
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050526,2005-05-26,2005-05-26,1,0.6048,2005-05-26,0.0779
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050620,2005-06-20,2005-06-21,2,0.621,2005-06-21,0.096
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050705,2005-07-05,2005-07-07,3,0.5863,2005-07-06,0.1367
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050718,2005-07-18,2005-07-21,4,0.9477,2005-07-19,0.9868
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050726,2005-07-26,2005-07-26,1,0.5801,2005-07-26,0.0531
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050816,2005-08-16,2005-08-16,1,0.5427,2005-08-16,0.0158
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050819,2005-08-19,2005-08-19,1,0.5321,2005-08-19,0.0051
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050825,2005-08-25,2005-08-25,1,0.7292,2005-08-25,0.2023
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20050912,2005-09-12,2005-09-17,5,0.7822,2005-09-13,0.68
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060208,2006-02-08,2006-02-08,1,0.5785,2006-02-08,0.0515
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060311,2006-03-11,2006-03-11,1,0.5574,2006-03-11,0.0304
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060325,2006-03-25,2006-03-27,3,0.6934,2006-03-26,0.2687
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060330,2006-03-30,2006-03-30,1,0.6327,2006-03-30,0.1058
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060416,2006-04-16,2006-04-17,2,0.7371,2006-04-17,0.274
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060422,2006-04-22,2006-04-25,4,0.7488,2006-04-24,0.5627
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060501,2006-05-01,2006-05-04,4,0.8833,2006-05-02,0.7676
-29.399999618530273,-49.600006103515625,Passo de Torres,ssh_total_-29.40_-49.60_20060520,2006-05-20,2006-05-23,4,0.6297,2006-05-20,0.3885
