grid_lat,grid_lon,municipality,event_id,date_start,date_end,duration_days,peak_value,peak_date,integrated_intensity
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20151010,2015-10-10,2015-10-11,2,3.64,2015-10-10,1.05
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20151017,2015-10-17,2015-10-18,2,3.46,2015-10-17,0.62
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20151115,2015-11-15,2015-11-15,1,3.09,2015-11-15,0.01
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160303,2016-03-03,2016-03-05,3,4.85,2016-03-04,3.11
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160326,2016-03-26,2016-03-26,1,3.76,2016-03-26,0.68
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160426,2016-04-26,2016-05-01,5,4.49,2016-04-27,4.8
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160516,2016-05-16,2016-05-19,4,4.15,2016-05-17,2.46
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160523,2016-05-23,2016-05-24,2,4.0,2016-05-23,1.42
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160529,2016-05-29,2016-05-29,1,3.1,2016-05-29,0.02
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160609,2016-06-09,2016-06-13,5,4.9,2016-06-11,4.54
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160707,2016-07-07,2016-07-08,2,3.22,2016-07-07,0.27
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160717,2016-07-17,2016-07-18,2,5.09,2016-07-17,3.65
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160727,2016-07-27,2016-07-30,4,4.11,2016-07-28,2.58
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160821,2016-08-21,2016-08-22,2,5.01,2016-08-21,3.39
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160914,2016-09-14,2016-09-16,3,4.3,2016-09-15,1.75
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160920,2016-09-20,2016-09-21,2,3.4,2016-09-20,0.33
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20160924,2016-09-24,2016-09-25,2,4.4,2016-09-25,1.98
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20161013,2016-10-13,2016-10-13,1,3.12,2016-10-13,0.04
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20161021,2016-10-21,2016-10-21,1,3.45,2016-10-21,0.37
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20161028,2016-10-28,2016-10-30,3,6.04,2016-10-28,5.63
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20161118,2016-11-18,2016-11-19,2,4.84,2016-11-18,1.83
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20161204,2016-12-04,2016-12-06,3,4.16,2016-12-05,1.89
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20161215,2016-12-15,2016-12-15,1,3.92,2016-12-15,0.84
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170313,2017-03-13,2017-03-14,2,3.51,2017-03-13,0.55
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170426,2017-04-26,2017-04-29,4,3.93,2017-04-28,1.99
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170514,2017-05-14,2017-05-16,3,3.66,2017-05-15,0.84
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170519,2017-05-19,2017-05-22,4,4.35,2017-05-21,3.52
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170601,2017-06-01,2017-06-02,2,3.56,2017-06-01,0.69
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170619,2017-06-19,2017-06-20,2,3.82,2017-06-19,1.29
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170717,2017-07-17,2017-07-18,2,3.99,2017-07-18,1.3
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170804,2017-08-04,2017-08-04,1,3.85,2017-08-04,0.77
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170809,2017-08-09,2017-08-15,7,4.9,2017-08-11,7.65
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170820,2017-08-20,2017-08-21,2,3.61,2017-08-21,0.72
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20170831,2017-08-31,2017-09-04,5,3.33,2017-09-03,1.07
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20171001,2017-10-01,2017-10-01,1,3.14,2017-10-01,0.06
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20171022,2017-10-22,2017-10-24,3,4.13,2017-10-23,1.58
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20171112,2017-11-12,2017-11-13,2,4.33,2017-11-12,2.32
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20171122,2017-11-22,2017-11-22,1,3.23,2017-11-22,0.15
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180127,2018-01-27,2018-01-27,1,3.22,2018-01-27,0.14
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180312,2018-03-12,2018-03-13,2,3.45,2018-03-12,0.65
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180519,2018-05-19,2018-05-22,4,4.53,2018-05-20,3.26
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180602,2018-06-02,2018-06-03,2,4.63,2018-06-03,1.87
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180613,2018-06-13,2018-06-14,2,4.03,2018-06-14,1.84
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180703,2018-07-03,2018-07-06,4,3.79,2018-07-04,1.99
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180709,2018-07-09,2018-07-11,3,4.18,2018-07-10,2.09
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180810,2018-08-10,2018-08-12,3,3.99,2018-08-11,2.28
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180826,2018-08-26,2018-08-27,2,4.72,2018-08-26,1.83
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180904,2018-09-04,2018-09-05,2,3.49,2018-09-05,0.75
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20180916,2018-09-16,2018-09-18,3,3.37,2018-09-17,0.69
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20181006,2018-10-06,2018-10-06,1,3.16,2018-10-06,0.08
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20181027,2018-10-27,2018-10-29,3,4.67,2018-10-28,3.28
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20181118,2018-11-18,2018-11-18,1,3.17,2018-11-18,0.09
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20181202,2018-12-02,2018-12-03,2,3.59,2018-12-02,0.96
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20181207,2018-12-07,2018-12-09,3,3.87,2018-12-08,1.24
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190119,2019-01-19,2019-01-20,2,3.9,2019-01-19,1.55
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190309,2019-03-09,2019-03-10,2,3.85,2019-03-10,0.82
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190417,2019-04-17,2019-04-18,2,4.26,2019-04-17,1.59
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190525,2019-05-25,2019-05-25,1,3.87,2019-05-25,0.79
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190704,2019-07-04,2019-07-07,4,5.65,2019-07-06,4.61
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190716,2019-07-16,2019-07-17,2,3.66,2019-07-16,0.98
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190721,2019-07-21,2019-07-23,3,3.45,2019-07-22,0.62
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190802,2019-08-02,2019-08-04,3,3.68,2019-08-04,1.02
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190810,2019-08-10,2019-08-14,4,4.7,2019-08-14,2.52
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190905,2019-09-05,2019-09-06,2,3.71,2019-09-05,0.78
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20190923,2019-09-23,2019-09-23,1,3.28,2019-09-23,0.2
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20191001,2019-10-01,2019-10-02,2,3.34,2019-10-02,0.29
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20191014,2019-10-14,2019-10-17,4,3.47,2019-10-17,1.1
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20191202,2019-12-02,2019-12-03,2,3.96,2019-12-02,1.22
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200104,2020-01-04,2020-01-04,1,3.27,2020-01-04,0.19
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200117,2020-01-17,2020-01-18,2,3.23,2020-01-17,0.28
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200221,2020-02-21,2020-02-23,3,4.64,2020-02-22,2.67
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200403,2020-04-03,2020-04-11,8,6.04,2020-04-03,10.25
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200501,2020-05-01,2020-05-03,3,3.7,2020-05-01,0.81
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200506,2020-05-06,2020-05-07,2,4.17,2020-05-06,2.15
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200524,2020-05-24,2020-05-28,5,4.91,2020-05-25,5.58
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200601,2020-06-01,2020-06-01,1,3.49,2020-06-01,0.41
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200614,2020-06-14,2020-06-14,1,3.52,2020-06-14,0.44
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200701,2020-07-01,2020-07-03,3,5.41,2020-07-02,5.3
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200707,2020-07-07,2020-07-09,2,3.33,2020-07-09,0.36
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200714,2020-07-14,2020-07-15,2,3.89,2020-07-14,1.51
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200819,2020-08-19,2020-08-21,3,3.69,2020-08-20,1.27
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200908,2020-09-08,2020-09-08,1,4.3,2020-09-08,1.22
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200914,2020-09-14,2020-09-15,2,3.34,2020-09-15,0.34
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20200920,2020-09-20,2020-09-22,3,3.49,2020-09-21,0.65
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20201003,2020-10-03,2020-10-05,3,3.42,2020-10-03,0.68
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20201017,2020-10-17,2020-10-19,2,3.33,2020-10-19,0.46
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20201105,2020-11-05,2020-11-05,1,3.1,2020-11-05,0.02
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210205,2021-02-05,2021-02-07,3,5.1,2021-02-05,4.76
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210401,2021-04-01,2021-04-01,1,3.73,2021-04-01,0.65
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210412,2021-04-12,2021-04-13,2,3.46,2021-04-13,0.58
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210421,2021-04-21,2021-04-23,3,3.75,2021-04-21,1.51
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210507,2021-05-07,2021-05-08,2,3.61,2021-05-07,0.99
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210524,2021-05-24,2021-05-25,2,3.24,2021-05-25,0.3
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210609,2021-06-09,2021-06-10,2,3.8,2021-06-09,1.08
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210620,2021-06-20,2021-06-20,1,3.17,2021-06-20,0.09
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210628,2021-06-28,2021-06-30,2,3.26,2021-06-30,0.26
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210718,2021-07-18,2021-07-20,3,4.89,2021-07-19,2.75
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210727,2021-07-27,2021-07-30,4,5.48,2021-07-29,5.36
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210826,2021-08-26,2021-08-27,2,3.1,2021-08-27,0.02
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210908,2021-09-08,2021-09-09,2,3.22,2021-09-09,0.15
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20210921,2021-09-21,2021-09-23,3,4.25,2021-09-22,2.28
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20211007,2021-10-07,2021-10-07,1,3.1,2021-10-07,0.02
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20211014,2021-10-14,2021-10-17,3,3.41,2021-10-16,0.39
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220324,2022-03-24,2022-03-24,1,3.28,2022-03-24,0.2
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220414,2022-04-14,2022-04-17,4,3.61,2022-04-15,0.82
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220503,2022-05-03,2022-05-05,3,4.66,2022-05-05,2.96
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220513,2022-05-13,2022-05-20,7,5.29,2022-05-18,6.29
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220610,2022-06-10,2022-06-13,4,5.02,2022-06-12,4.84
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220629,2022-06-29,2022-06-30,2,3.31,2022-06-30,0.45
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220712,2022-07-12,2022-07-13,2,3.49,2022-07-12,0.57
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220717,2022-07-17,2022-07-17,1,3.31,2022-07-17,0.23
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220729,2022-07-29,2022-07-30,2,4.69,2022-07-30,3.1
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220806,2022-08-06,2022-08-06,1,3.18,2022-08-06,0.1
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220810,2022-08-10,2022-08-12,3,3.84,2022-08-10,1.95
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220816,2022-08-16,2022-08-20,4,3.87,2022-08-19,1.54
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220828,2022-08-28,2022-08-30,3,4.31,2022-08-29,1.77
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220903,2022-09-03,2022-09-04,2,3.39,2022-09-04,0.58
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220910,2022-09-10,2022-09-11,2,3.58,2022-09-11,0.87
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220918,2022-09-18,2022-09-18,1,3.21,2022-09-18,0.13
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20220923,2022-09-23,2022-09-24,2,4.47,2022-09-23,2.19
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20221010,2022-10-10,2022-10-10,1,3.64,2022-10-10,0.56
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20221101,2022-11-01,2022-11-01,1,4.09,2022-11-01,1.01
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20221201,2022-12-01,2022-12-01,1,3.56,2022-12-01,0.48
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230218,2023-02-18,2023-02-19,2,3.84,2023-02-18,1.47
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230328,2023-03-28,2023-03-29,2,3.39,2023-03-28,0.45
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230401,2023-04-01,2023-04-03,3,5.14,2023-04-02,4.45
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230420,2023-04-20,2023-04-20,1,3.14,2023-04-20,0.06
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230613,2023-06-13,2023-06-18,6,4.64,2023-06-17,4.39
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230713,2023-07-13,2023-07-15,3,5.3,2023-07-13,4.66
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230808,2023-08-08,2023-08-10,3,3.93,2023-08-09,1.66
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230813,2023-08-13,2023-08-14,2,3.69,2023-08-13,0.88
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230905,2023-09-05,2023-09-06,2,3.56,2023-09-05,0.71
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230914,2023-09-14,2023-09-15,2,4.29,2023-09-14,2.18
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20230927,2023-09-27,2023-09-28,2,3.89,2023-09-27,1.62
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20231002,2023-10-02,2023-10-03,2,3.32,2023-10-03,0.43
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20231104,2023-11-04,2023-11-06,3,6.06,2023-11-05,6.11
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20231129,2023-11-29,2023-11-29,1,3.91,2023-11-29,0.83
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20231208,2023-12-08,2023-12-08,1,3.17,2023-12-08,0.09
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20231226,2023-12-26,2023-12-27,2,3.4,2023-12-26,0.42
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20231230,2023-12-30,2023-12-31,2,3.6,2023-12-31,0.71
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240305,2024-03-05,2024-03-06,2,3.65,2024-03-05,0.93
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240322,2024-03-22,2024-03-22,1,3.14,2024-03-22,0.06
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240414,2024-04-14,2024-04-14,1,3.09,2024-04-14,0.01
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240419,2024-04-19,2024-04-19,1,3.09,2024-04-19,0.01
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240513,2024-05-13,2024-05-17,5,4.45,2024-05-16,2.76
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240525,2024-05-25,2024-05-30,5,4.69,2024-05-29,4.14
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240626,2024-06-26,2024-07-01,5,4.62,2024-06-30,4.5
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240810,2024-08-10,2024-08-14,4,5.34,2024-08-13,5.4
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240826,2024-08-26,2024-08-26,1,3.81,2024-08-26,0.73
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20240928,2024-09-28,2024-09-28,1,3.16,2024-09-28,0.08
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20241011,2024-10-11,2024-10-12,2,3.21,2024-10-11,0.18
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20241026,2024-10-26,2024-10-27,2,3.37,2024-10-26,0.52
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20241108,2024-11-08,2024-11-09,2,4.27,2024-11-08,2.11
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20241204,2024-12-04,2024-12-05,2,3.2,2024-12-05,0.15
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20241215,2024-12-15,2024-12-15,1,3.19,2024-12-15,0.11
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250404,2025-04-04,2025-04-06,3,4.39,2025-04-04,2.69
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250410,2025-04-10,2025-04-11,2,3.65,2025-04-10,1.01
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250429,2025-04-29,2025-04-29,1,3.95,2025-04-29,0.87
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250522,2025-05-22,2025-05-22,1,3.56,2025-05-22,0.48
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250529,2025-05-29,2025-05-30,2,4.64,2025-05-29,2.93
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250611,2025-06-11,2025-06-11,1,3.63,2025-06-11,0.55
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250614,2025-06-14,2025-06-15,2,3.35,2025-06-15,0.3
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250624,2025-06-24,2025-06-24,1,3.78,2025-06-24,0.7
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250630,2025-06-30,2025-07-02,3,3.68,2025-07-02,1.33
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250728,2025-07-28,2025-07-31,4,7.06,2025-07-29,9.56
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250808,2025-08-08,2025-08-10,3,4.23,2025-08-09,1.98
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250820,2025-08-20,2025-08-20,1,3.36,2025-08-20,0.28
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250910,2025-09-10,2025-09-10,1,3.3,2025-09-10,0.22
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250914,2025-09-14,2025-09-14,1,3.09,2025-09-14,0.01
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20250923,2025-09-23,2025-09-25,3,3.48,2025-09-25,0.58
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20251005,2025-10-05,2025-10-06,2,3.33,2025-10-06,0.4
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20251018,2025-10-18,2025-10-19,2,3.49,2025-10-18,0.78
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20251025,2025-10-25,2025-10-25,1,3.16,2025-10-25,0.08
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20251029,2025-10-29,2025-10-30,2,3.89,2025-10-29,1.24
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20251106,2025-11-06,2025-11-09,3,4.12,2025-11-08,1.64
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20251120,2025-11-20,2025-11-20,1,3.16,2025-11-20,0.08
-28.799999237060547,-48.399993896484375,,hs_-28.80_-48.40_20251211,2025-12-11,2025-12-12,2,4.37,2025-12-11,1.49
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930118,1993-01-18,1993-01-18,1,2.56,1993-01-18,0.11
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930221,1993-02-21,1993-02-23,3,3.41,1993-02-21,2.34
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930409,1993-04-09,1993-04-10,2,2.63,1993-04-09,0.35
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930514,1993-05-14,1993-05-16,3,3.06,1993-05-15,0.91
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930527,1993-05-27,1993-05-28,2,3.3,1993-05-28,1.28
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930609,1993-06-09,1993-06-12,4,3.15,1993-06-10,1.31
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930701,1993-07-01,1993-07-01,1,2.45,1993-07-01,0.0
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930707,1993-07-07,1993-07-07,1,3.05,1993-07-07,0.6
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930713,1993-07-13,1993-07-14,2,3.03,1993-07-13,0.75
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930724,1993-07-24,1993-07-29,6,3.26,1993-07-25,2.53
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930811,1993-08-11,1993-08-12,2,2.5,1993-08-12,0.07
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930901,1993-09-01,1993-09-03,2,2.68,1993-09-01,0.31
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19930924,1993-09-24,1993-09-25,2,2.83,1993-09-25,0.73
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19931217,1993-12-17,1993-12-17,1,2.61,1993-12-17,0.16
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940110,1994-01-10,1994-01-11,2,2.62,1994-01-11,0.32
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940213,1994-02-13,1994-02-13,1,2.73,1994-02-13,0.28
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940307,1994-03-07,1994-03-09,3,2.65,1994-03-08,0.43
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940407,1994-04-07,1994-04-09,3,4.82,1994-04-08,5.03
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940424,1994-04-24,1994-04-24,1,2.57,1994-04-24,0.12
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940512,1994-05-12,1994-05-14,3,3.23,1994-05-13,1.84
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940626,1994-06-26,1994-06-29,3,2.83,1994-06-29,0.85
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940709,1994-07-09,1994-07-10,2,2.78,1994-07-10,0.52
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940723,1994-07-23,1994-07-23,1,3.08,1994-07-23,0.63
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940804,1994-08-04,1994-08-04,1,2.55,1994-08-04,0.1
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19940927,1994-09-27,1994-09-27,1,2.58,1994-09-27,0.13
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19941029,1994-10-29,1994-10-30,2,3.2,1994-10-29,1.15
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19941218,1994-12-18,1994-12-19,2,2.63,1994-12-19,0.21
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19950219,1995-02-19,1995-02-20,2,2.62,1995-02-20,0.22
-28.600000381469727,-48.79998779296875,Laguna,hs_-28.60_-48.80_19950331,1995-03-31,1995-03-31,1,2.56,1995-03-31,0.11
