municipality_code,municipality_name,state,delivered,nearest,distance_nearest_km,distance_delivered_km,n_points_in_radius,radius_fallback,maxcount,exposed,idw,coastline,n_coastal_segments,delivered_mun,delivered_rank,nearest_mun,nearest_rank,maxcount_mun,maxcount_rank,idw_mun,idw_rank,exposed_mun,exposed_rank,coastline_mun,coastline_rank
4202073,Balneário Gaivota,SC,0.6684271501866529,0.5921127641185014,15.574908528103268,16.041608714531836,4,False,0.6994290075212857,0.6994290075212857,0.6332445284067151,0.6560747255374317,4,0.7173798798031208,25.0,0.7205769590920172,41.0,0.7431640904025828,22.5,0.7592680318629159,26.0,0.713751824651898,13.5,0.7687483812723859,25.0
4201950,Balneário Arroio do Silva,SC,0.5921127641185014,0.5921127641185014,1.689662466765886,1.689662466765886,3,False,0.7175803159307821,0.7175803159307821,0.5940256436350282,0.5921127641185014,5,0.6325202287789524,41.0,0.7205769590920172,41.0,0.7640546343652146,14.0,0.7092579803087363,38.0,0.7324152718636787,9.5,0.6887134065290107,38.0
4201406,Araranguá,SC,0.7175803159307821,0.5921127641185014,5.334787772942189,15.446815573194208,4,False,0.7459065080269957,0.7175803159307821,0.6122503611205032,0.6339352813892617,3,0.7720369465330418,8.5,0.7205769590920172,41.0,0.796655565820399,11.5,0.732497270928926,32.0,0.7324152718636787,9.5,0.7410455120369417,30.0
4208807,Jaguaruna,SC,0.7459065080269957,0.7776724470843525,5.933867748879642,10.472516732060162,6,False,0.7776724470843525,0.7558579598742161,0.7647033942560717,0.7574577585933073,11,0.8035349497271133,6.0,0.9582804772185731,3.5,0.8332153405441214,6.5,0.9268981084612802,4.0,0.7717729187623378,3.0,0.895607975788077,3.0
4209409,Laguna,SC,0.7776724470843525,0.7776724470843525,1.1914366521386788,1.1914366521386788,7,False,0.7776724470843525,0.7381323672741316,0.774840174043189,0.7497827215539936,39,0.8388578638164043,3.0,0.9582804772185731,3.5,0.8332153405441214,6.5,0.9398240466336238,2.0,0.7535471989229828,6.0,0.8860042772464913,4.0
4207304,Imbituba,SC,0.5184685264532265,0.6417100351238529,5.276214124595375,5.601691937576054,6,False,0.7004836425826145,0.7004836425826145,0.5918810679112664,0.5431168281873517,10,0.5506297146806645,58.0,0.7841114813493004,28.0,0.7443778816960906,21.0,0.7065233196183183,39.0,0.7148362162203045,11.0,0.6274052726352772,47.0
4205704,Garopaba,SC,0.5990281174718181,0.5184685264532265,10.212076795888692,19.737139301419486,4,False,0.6470843524154546,0.6470843524154546,0.5471913777418933,0.5318951249563251,12,0.640209925342156,38.5,0.6262380698301422,58.0,0.6829200411017036,47.0,0.6495371579178685,50.0,0.6599302661533692,36.0,0.6133636654870782,52.0
4211900,Palhoça,SC,0.5314432041780834,0.5314432041780834,17.672933848539284,17.672933848539284,3,False,0.5990281174718181,0.5990281174718181,0.5330648248652219,0.520172868842432,23,0.565057225411068,54.0,0.6428587413707608,53.0,0.6276115825531522,54.5,0.6315236513697374,57.0,0.6105181255057973,51.5,0.598695721427859,56.0
4206009,Governador Celso Ramos,SC,0.359061402379595,0.359061402379595,12.521552834022556,12.521552834022556,3,False,0.46663877599808745,0.46663877599808745,0.36450287997812647,0.359061402379595,12,0.3733730581496878,93.5,0.42203620010765575,89.0,0.47524320800700115,75.5,0.41658149778861137,86.0,0.47439342142084606,73.5,0.39709852423176106,87.5
4202453,Bombinhas,SC,0.31709759282075806,0.31709759282075806,1.55859103601176,1.55859103601176,5,False,0.4639033450412844,0.4504854815277957,0.3182997086971844,0.31709759282075806,21,0.32671037214409726,103.5,0.36828020631258096,101.5,0.4720949699091932,77.0,0.3576654171509845,104.0,0.4577843620714433,75.0,0.3445896210700874,103.5
4202008,Balneário Camboriú,SC,0.2828858566726125,0.2828858566726125,16.811900158624955,16.811900158624955,3,False,0.3597859467809265,0.3597859467809265,0.3070125731971663,0.2828858566726125,9,0.2886677940662248,117.0,0.3244546839057106,114.5,0.35226509117191707,105.5,0.34327260023278344,109.0,0.3645257417729945,96.5,0.301780811305641,116.5
4212502,Penha,SC,0.3597859467809265,0.34126317144485924,16.31782858134508,18.301220581441175,4,False,0.39164015520697326,0.39164015520697326,0.3462717239300898,0.3523768366464996,10,0.37417873304555344,91.5,0.3992365162431701,95.0,0.3889264560998038,93.5,0.39333399702049127,92.0,0.39727871605012977,84.5,0.38873419271736853,90.0
4202057,Balneário Barra do Sul,SC,0.34126317144485924,0.34126317144485924,7.738287740840559,7.738287740840559,3,False,0.4184179554607477,0.39164015520697326,0.3584503236537702,0.37212508505121467,10,0.35358187926736756,98.0,0.3992365162431701,95.0,0.41974532605693493,86.5,0.408863566603731,87.0,0.39727871605012977,84.5,0.4134449821808931,83.0
4216206,São Francisco do Sul,SC,0.4184179554607477,0.40304529321980914,8.391278548325518,12.412560171244664,6,False,0.49814542378491694,0.49814542378491694,0.40194692016587924,0.40414740650217584,55,0.439376031376334,71.0,0.47837993505323323,75.5,0.51150456150599,72.0,0.46432835216979834,79.0,0.5067890286423078,68.0,0.4535141988167888,76.0
4208450,Itapoá,SC,0.40304529321980914,0.40304529321980914,17.306273930058357,17.306273930058357,2,False,0.40304529321980914,0.40304529321980914,0.4029982422089748,0.4029881187423621,11,0.4222820230210355,72.0,0.47837993505323323,75.5,0.40205275706290017,88.0,0.46566894790272984,78.0,0.4090056498029755,79.0,0.45206359341760016,77.0
4109609,Guaratuba,PR,0.4029404733444896,0.4029404733444896,19.610901897124695,19.610901897124695,2,False,0.5326201290939517,0.5326201290939517,0.45472150902809727,0.4064453289052859,37,0.42216546599295346,73.5,0.4782456599093291,77.0,0.5511818856200124,67.5,0.531623991123191,66.0,0.5422364370693633,62.0,0.45638956657311147,75.0
4119954,Pontal do Paraná,PR,0.5326201290939517,0.5326201290939517,0.0,0.0,3,False,0.5326201290939517,0.5147667298037846,0.5326258316887805,0.5326201290939517,11,0.5663659359018139,52.0,0.6443663921093331,51.0,0.5511818856200124,67.5,0.6309638682062545,58.0,0.5238793044767316,66.0,0.6142708560509158,50.5
4118204,Paranaguá,PR,0.5389221942293901,0.5326201290939517,4.97654008484748,10.586139876754183,4,False,0.5326201290939517,0.5693365085786792,0.534036201112276,0.5326201290939517,51,0.5733736716077305,51.0,0.6443663921093331,51.0,0.5511818856200124,67.5,0.6327623040360864,56.0,0.5799887684639646,56.5,0.6142708560509158,50.5
4109500,Guaraqueçaba,PR,0.5944307545192078,0.5944307545192078,13.687992792718452,13.687992792718452,6,False,0.5944307545192078,0.5693365085786792,0.5628940462658079,0.555019249114048,103,0.6350977749876797,40.0,0.723546324335721,38.5,0.6223204260862479,56.5,0.6695604519760942,42.0,0.5799887684639646,56.5,0.6422986551570211,43.0
3509908,Cananéia,SP,0.5865471965280715,0.5944307545192078,5.968870922651721,9.597318434831903,7,False,0.5944307545192078,0.6033036650177457,0.5706204528928966,0.5310456911006756,55,0.6263314595598234,42.0,0.723546324335721,38.5,0.6223204260862479,56.5,0.6794127972428881,41.0,0.6149143075398775,50.0,0.6123007772379547,54.0
3520426,Ilha Comprida,SP,0.5144568675407786,0.5144568675407786,4.9711426352501995,4.9711426352501995,6,False,0.6122942680078707,0.6164668346236598,0.5391035117729701,0.5625091181031894,30,0.5461688522813481,59.0,0.621099100945462,59.0,0.6428797436540514,52.0,0.6392238969359768,52.0,0.6284488757118979,44.5,0.6516706547342527,42.0
3520301,Iguape,SP,0.6122942680078707,0.6122942680078707,4.213474209283623,4.213474209283623,7,False,0.6272458118023502,0.6164668346236598,0.6075136168184289,0.6055591906031088,31,0.6549615464050336,36.0,0.7464296357021118,33.0,0.6600876427157177,50.5,0.7264572004851912,36.0,0.6284488757118979,44.5,0.7055387880559395,35.0
3537602,Peruíbe,SP,0.6272458118023502,0.6174258445355744,18.66891779916224,18.69742648552977,4,False,0.6272458118023502,0.6034535390500009,0.6173741284647583,0.6230372544023034,14,0.6715872817878621,33.0,0.7530032284927145,32.0,0.6600876427157177,50.5,0.7390308546993346,31.0,0.6150684102649433,49.0,0.7274089177971083,33.0
3531100,Mongaguá,SP,0.6456389415031538,0.6456389415031538,11.031320728785634,11.031320728785634,3,False,0.711372036999577,0.6596930800492837,0.6615722530388699,0.6456389415031538,3,0.6920399729260517,30.5,0.7891444435414247,27.0,0.7569094566723069,17.5,0.7953901953949446,24.0,0.6728947487841958,27.0,0.7556901871038194,26.0
3541000,Praia Grande,SP,0.711372036999577,0.711372036999577,0.0,0.0,5,False,0.711372036999577,0.6553991430515457,0.7106482679464063,0.7053963010453567,11,0.7651334986943567,11.0,0.87334909299496,11.0,0.7569094566723069,17.5,0.8579695892223641,10.0,0.6684796584402914,33.5,0.8304639847734372,12.0
3518701,Guarujá,SP,0.6847790507364976,0.6847790507364976,0.08880594856419848,0.08880594856419848,6,False,0.711372036999577,0.6479302671987348,0.685057382166589,0.687125490700887,34,0.7355627761839229,14.0,0.8392832534160659,14.0,0.7569094566723069,17.5,0.8253373120779179,12.0,0.6608000484052733,35.0,0.8076018990584135,13.0
3506359,Bertioga,SP,0.7673136688795307,0.7673136688795307,6.363267695132873,6.363267695132873,6,False,0.7777046286250207,0.6995044042737085,0.7444080219244825,0.7163555243535837,17,0.8273391666376977,5.0,0.9450107950148587,6.0,0.8332523786393896,3.5,0.901018417528641,5.0,0.7138293487221764,12.0,0.8441771533696298,9.0
3550704,São Sebastião,SP,0.7777046286250207,0.6901083138711633,0.0,0.2747907699552541,13,False,0.7777046286250207,0.6216204784935361,0.7342571749338146,0.734649134668119,34,0.8388936488688855,2.0,0.8461100844166628,13.0,0.8332523786393896,3.5,0.8880745415291793,6.0,0.6337479295400743,43.0,0.8670677684634887,7.0
3520400,Ilhabela,SP,0.6901083138711633,0.5247264569043197,2.966556232673016,3.1374715982360804,14,False,0.7777046286250207,0.5747899005130657,0.6081931864992516,0.6384421192004266,50,0.7414887808748318,13.0,0.6342545314916439,57.0,0.8332523786393896,3.5,0.7273237553342251,34.0,0.5855960277422723,55.0,0.7466848739699907,28.0
3510500,Caraguatatuba,SP,0.38076923076923075,0.7777046286250207,7.2151438730039175,7.471721252659896,8,False,0.7777046286250207,0.6846098677798415,0.6254833540162905,0.535438772320197,16,0.397511609693455,85.0,0.9583217020434558,2.0,0.8332523786393896,3.5,0.7493713524023536,30.0,0.6985145631802265,15.0,0.617797796664034,49.0
3555406,Ubatuba,SP,0.5212719983817282,0.38076923076923075,2.232118930640284,6.1222249288154496,7,False,0.6901083138711633,0.606933742805127,0.40419398392839356,0.497677634178001,58,0.5537471039668241,57.0,0.449844111269336,83.0,0.7324367997815808,24.0,0.4671937007196887,77.0,0.6186468078991356,47.5,0.5705476550103525,59.0
3303807,Paraty,RJ,0.6386629029588627,0.5789256882252339,12.757650864498059,14.803339125131483,5,False,0.5789256882252339,0.606933742805127,0.6116622741421126,0.6260424441230166,58,0.684282795978169,32.0,0.7036842037071719,43.0,0.6044754717859663,60.0,0.7317473704593215,33.0,0.6186468078991356,47.5,0.7311692822084027,31.0
3300100,Angra dos Reis,RJ,0.6841354199231321,0.6841354199231321,0.22767999914658565,0.22767999914658565,9,False,0.5789256882252339,0.6253038856911675,0.6317871973668409,0.6408319677596709,127,0.7348470751342961,15.0,0.8384587569184092,15.0,0.6044754717859663,60.0,0.7574097128194271,27.0,0.6375352639978218,42.0,0.7496752680235258,27.0
3302601,Mangaratiba,RJ,0.5453152871512901,0.5453152871512901,2.9798524452755157,2.9798524452755157,6,False,0.5789256882252339,0.6583901873885138,0.5603530964530564,0.5529620152737533,42,0.5804826278906654,46.5,0.6606289965995411,46.0,0.6044754717859663,60.0,0.666320353950053,44.0,0.6715550950331651,31.5,0.6397244586377682,44.0
3304557,Rio de Janeiro,RJ,0.6624671288548889,0.6624671288548889,0.0,0.0,9,False,0.6624671288548889,0.6337290130381213,0.6634034605996953,0.6562233776390073,57,0.7107524880835775,26.0,0.8107014933987279,25.0,0.7006242506399654,40.5,0.7977252639481789,22.0,0.6461981061436881,37.5,0.768934388188547,24.0
3303302,Niterói,RJ,0.6754877802092718,0.6754877802092718,2.9532346822781714,2.9532346822781714,6,False,0.6624671288548889,0.6337290130381213,0.6737429953643428,0.6700612828481582,16,0.7252311203175257,19.5,0.827381057546322,18.5,0.7006242506399654,40.5,0.810909745598701,17.0,0.6461981061436881,37.5,0.7862496232023974,21.0
3302700,Maricá,RJ,0.6756909836517773,0.6754877802092718,2.968905836106967,4.391298638406696,8,False,0.6658406737895143,0.5775409625039077,0.6734579019823888,0.6753058559895757,14,0.7254570773631936,16.0,0.827381057546322,18.5,0.7045069012553797,36.0,0.8105462081138317,18.0,0.5884247108919428,54.0,0.7928121061157013,16.0
3305505,Saquarema,RJ,0.6747751889516174,0.6725776494602697,7.211615986927836,7.4654406678326195,6,False,0.6747751889516174,0.5560262233582817,0.6678661495487977,0.6736764192059436,6,0.724438737012582,23.0,0.8236531555247746,21.5,0.7147897347331617,29.5,0.8034158720752105,19.0,0.5663029338133524,58.5,0.7907732078560034,18.0
3300209,Araruama,RJ,0.6725776494602697,0.6725776494602697,7.486786491917022,7.486786491917022,5,False,0.6747751889516174,0.5560262233582817,0.6626678057945555,0.6725776494602697,2,0.7219951291431422,24.0,0.8236531555247746,21.5,0.7147897347331617,29.5,0.7967871920232555,23.0,0.5663029338133524,58.5,0.789398328054119,19.0
3300258,Arraial do Cabo,RJ,0.6613223854796888,0.6069125949355448,0.0,6.322517338253418,8,False,0.6725776494602697,0.516327994262491,0.6077778903532512,0.6250491917835928,15,0.7094795626453128,27.0,0.7395356671295625,34.5,0.7122605619419815,34.0,0.7267941894938745,35.0,0.5254846199807892,65.0,0.7299264353016464,32.0
3300704,Cabo Frio,RJ,0.6069125949355448,0.6069125949355448,8.45877472591958,8.45877472591958,5,False,0.6613223854796888,0.5547453980396845,0.5343565884997001,0.5038682211883263,20,0.6489772632000832,37.0,0.7395356671295625,34.5,0.6993067526797061,43.0,0.6331708467535977,55.0,0.5649859700341108,60.5,0.5782938757957492,57.0
3300233,Armação dos Búzios,RJ,0.3995706063002262,0.3995706063002262,3.2527873914215943,3.2527873914215943,6,False,0.6069125949355448,0.5547453980396845,0.4068053448131582,0.3995706063002262,16,0.4184182597831222,75.0,0.4739288318180267,78.0,0.6366859158938931,53.0,0.47052358358693247,76.0,0.5649859700341108,60.5,0.44778729363060576,79.0
3301306,Casimiro de Abreu,RJ,0.29903271483477073,0.29903271483477073,18.738908439864193,18.738908439864193,2,False,0.3995706063002262,0.3995706063002262,0.32775985967415805,0.29903271483477073,1,0.3066226885412172,114.5,0.3451389453276373,109.5,0.39805370100521387,89.0,0.36972855053233755,101.0,0.4054329246617304,80.0,0.3219852164946714,109.5
3302403,Macaé,RJ,0.44207598521488084,0.44207598521488084,8.779204644963785,8.779204644963785,4,False,0.4886123319663841,0.4736957281303444,0.43022011330336885,0.42164123230343653,7,0.46568315710047026,69.5,0.5283785805232729,73.0,0.5005328194562172,73.0,0.5003809797403787,72.0,0.4816494853158066,71.5,0.4754040513964897,74.0
3304151,Quissamã,RJ,0.4525864763971386,0.4525864763971386,1.205337349988181,1.205337349988181,6,False,0.4525864763971386,0.5023869508449954,0.45397679253543066,0.4720813850266396,11,0.47737055524087435,65.0,0.5418426083300061,69.5,0.4590702591502614,84.0,0.5306743641664757,67.0,0.5111502303032138,67.0,0.5385193195917949,65.0
3301009,Campos dos Goytacazes,RJ,0.3834338623365638,0.4954752753820409,10.835211303843774,18.426864173391724,6,False,0.4525864763971386,0.43285091671417275,0.4436084646157146,0.4379130073846785,7,0.40047461203890966,84.0,0.5967835213774276,60.0,0.4590702591502614,84.0,0.5174531668577249,70.0,0.43965223836571704,77.0,0.49576476390071333,72.0
3305000,São João da Barra,RJ,0.25410360617149996,0.25410360617149996,20.79553128536502,20.79553128536502,3,False,0.3834338623365638,0.3834338623365638,0.2737200211833608,0.23504546791960126,8,0.25666266555698913,128.0,0.2875843783826441,130.0,0.3794817418063796,98.0,0.3008195255909824,121.0,0.3888408827911692,92.0,0.24191860225794765,138.0
3304755,São Francisco de Itabapoana,RJ,0.1778710531639052,0.16050037698376213,17.319899306155666,22.101160483905993,3,False,0.1778710531639052,0.1778710531639052,0.16893537507280565,0.16629060237714313,12,0.17189401080913072,189.0,0.16767785272843566,196.0,0.14289720447039228,197.0,0.16720314193852281,194.0,0.17747812308553365,179.0,0.1558863136116808,196.0
3204302,Presidente Kennedy,ES,0.1729527942772026,0.1729527942772026,13.13880727976251,13.13880727976251,3,False,0.21242759153349638,0.16050037698376213,0.18013355068425302,0.1729527942772026,6,0.16642503235991174,193.0,0.18362950425381303,188.0,0.18266871116952546,165.0,0.18148252144922047,183.0,0.1596173336257819,188.0,0.16422264896832245,190.0
3203320,Marataízes,ES,0.21242759153349638,0.21242759153349638,0.32760664321940497,0.32760664321940497,5,False,0.2212885488883576,0.20677007668401404,0.21195069011864007,0.19926932578139844,9,0.21032000016358882,151.5,0.23419705230723573,151.0,0.19286688614383687,153.0,0.22205422033059524,152.0,0.20719253197395193,143.0,0.19715226662773624,162.0
3202405,Guarapari,ES,0.2338356718586219,0.2338356718586219,0.4710553366556088,0.4710553366556088,6,False,0.2338356718586219,0.22560639217344927,0.23384153516305467,0.2329889083314119,13,0.2341252395042441,140.0,0.2616209836714358,140.0,0.20730751037331224,147.0,0.2499683819802418,137.0,0.2265603137266766,134.0,0.23934524942373842,140.0
3205309,Vitória,ES,0.250875337906177,0.21067139888559921,9.973194038571778,11.946896931801003,15,False,0.250875337906177,0.1805549936556391,0.17958514109593998,0.20117723140673177,30,0.2530729135780758,132.0,0.23194735472077252,153.0,0.22691865270224648,142.5,0.1807832156952705,185.0,0.18023779090434663,175.0,0.19953961021678232,161.0
3202207,Fundão,ES,0.3062496551977786,0.3062496551977786,16.220492875467652,16.220492875467652,3,False,0.33621710586807413,0.2631668474962761,0.3013053162297714,0.3062496551977786,5,0.3146477421676745,111.0,0.3543839067706475,107.0,0.32513944842868525,111.0,0.3359949783209431,110.0,0.2651805365421996,119.5,0.33101570315993534,108.0
3200607,Aracruz,ES,0.33621710586807413,0.33621710586807413,3.6204136964048557,3.6204136964048557,4,False,0.33621710586807413,0.2631668474962761,0.33262526758287886,0.3212333805329264,16,0.3479707830382942,100.0,0.3927724637015419,98.0,0.32513944842868525,111.0,0.37593268667143803,98.0,0.2651805365421996,119.5,0.34976469165492075,102.0
3203205,Linhares,ES,0.27513930009746407,0.27513930009746407,10.711111583578695,10.711111583578695,7,False,0.33621710586807413,0.27158186064473416,0.2804379874956624,0.28329548171169017,18,0.2800538207189319,122.0,0.31453127963034294,120.0,0.32513944842868525,111.0,0.3093859558597999,116.0,0.2738329791176627,117.0,0.3022933710978917,115.0
3204906,São Mateus,ES,0.23710807480828996,0.23444252376836647,13.804862134998082,15.653406252620364,4,False,0.25339653174938853,0.25339653174938853,0.24455036067856306,0.23577529928832824,10,0.23776406812656048,138.0,0.26239836608351214,138.0,0.22982032290869683,141.0,0.26362376558518086,133.0,0.2551345515327076,124.0,0.24283183308869724,136.0
3201605,Conceição da Barra,ES,0.26072748671362106,0.28541072840618614,9.079391308247807,13.508301806116705,4,False,0.28541072840618614,0.3387254270950183,0.27575833466313354,0.2707071663693705,10,0.26402825178771894,124.0,0.32768906588080376,112.5,0.26666582008163187,128.0,0.30341868573539843,119.0,0.3428709999470568,100.5,0.28654173562371726,123.0
2922003,Mucuri,BA,0.3617186781662039,0.28541072840618614,9.401139143242844,19.329910951065933,5,False,0.39308832453704556,0.3387254270950183,0.3369524416824981,0.3406063921734493,10,0.3763278810545753,89.0,0.32768906588080376,112.5,0.39059317038687874,91.0,0.381450492724967,95.0,0.3428709999470568,100.5,0.374005951037149,96.0
2923001,Nova Viçosa,BA,0.39308832453704556,0.41799499806910756,3.723568116749842,7.533266304557829,6,False,0.39308832453704556,0.40593059820886745,0.41110898062121864,0.40214529673052263,11,0.4112101277833103,79.0,0.4975306329895184,74.0,0.39059317038687874,91.0,0.4760113747335816,75.0,0.41197236361436135,78.0,0.45100897850376215,78.0
2906907,Caravelas,BA,0.3851082219239044,0.3584186910388201,9.643046657060406,19.049524586344447,6,False,0.39308832453704556,0.3584186910388201,0.35713478219482353,0.38261907826813396,7,0.4023364571980099,83.0,0.42121288146213864,91.0,0.39059317038687874,91.0,0.40718605087204757,88.0,0.36311990893757995,99.0,0.42657601292856356,81.0
2900801,Alcobaça,BA,0.26902388789790177,0.26902388789790177,17.433405908286502,17.433405908286502,3,False,0.3851082219239044,0.3851082219239044,0.28142634097872793,0.2563243951840653,7,0.2732536383174073,123.0,0.3066973850504652,121.0,0.3814087809916261,97.0,0.31064625708788435,115.0,0.39056248440064445,91.0,0.2685447151600053,130.0
2925501,Prado,BA,0.20066845657330956,0.20919472590522076,15.832401481161869,21.79866419994597,5,False,0.26902388789790177,0.20066845657330956,0.21174516508662006,0.20147294400820578,18,0.19724414198690882,159.0,0.23005572418472026,154.0,0.2478060219709981,134.0,0.22179214461103233,153.0,0.20091875477434826,150.0,0.1999096324935424,159.0
2925303,Porto Seguro,BA,0.20196859081630777,0.20196859081630777,9.40192929938131,9.40192929938131,5,False,0.20196859081630777,0.24402986446974015,0.21139182200065998,0.2069621085345446,20,0.19868985810715475,158.0,0.22079898422031496,159.0,0.17063133020731808,173.5,0.22134157835836996,154.0,0.24550360392385248,130.5,0.2067781702069236,155.0
2927705,Santa Cruz Cabrália,BA,0.23287758141929785,0.23287758141929785,12.948208662359445,12.948208662359445,4,False,0.20196859081630777,0.24402986446974015,0.23007231998683333,0.23535586654161836,9,0.23305986737037115,141.0,0.2603936617420669,141.0,0.17063133020731808,173.5,0.24516205853736545,139.0,0.24550360392385248,130.5,0.24230700100811736,137.0
2903409,Belmonte,BA,0.2269819231688703,0.1603624560951838,6.960748283926789,11.739716500850603,5,False,0.23287758141929785,0.1936878206660659,0.17979123265136468,0.19589283853448328,15,0.2265040457557905,142.0,0.16750117490750918,197.5,0.20620483336560932,149.0,0.1810460138184622,184.0,0.19374116036515726,154.0,0.19292730126499172,164.0
2906303,Canavieiras,BA,0.13733426506555838,0.1603624560951838,10.730922609331314,15.032209622993083,5,False,0.2269819231688703,0.14240423692969711,0.154531330579629,0.14435880578899943,12,0.12681813627356955,215.0,0.16750117490750918,197.5,0.1994194543124512,150.0,0.1488357913143027,207.0,0.14101061134347323,202.0,0.12844327173070716,217.0
2932507,Una,BA,0.1344940142334357,0.14240423692969711,18.67013271045595,21.1165102912811,3,False,0.14240423692969711,0.12731477224663934,0.13584378011566653,0.136754077860939,7,0.12365984978457399,216.0,0.14449654477074877,220.0,0.10207804879081199,224.0,0.12500631815195562,225.0,0.12549539771738888,225.0,0.11892755029017575,223.0
2913606,Ilhéus,BA,0.12731477224663934,0.12731477224663934,21.12510090933922,21.12510090933922,5,False,0.1344940142334357,0.20337998124275913,0.15072670857083909,0.14856683646260505,25,0.11567671579102348,231.0,0.12516681330925808,234.0,0.0929740849738564,227.0,0.14398431876704887,212.0,0.20370678505789724,146.5,0.1337087392243556,215.0
2932705,Uruçuca,BA,0.20337998124275913,0.20337998124275913,23.57115875467672,23.57115875467672,2,False,0.16044153073796869,0.20337998124275913,0.18484982397056537,0.20337998124275913,3,0.20025928826597902,156.5,0.22260698725446204,158.0,0.1228373720730645,203.0,0.18749648822989637,172.0,0.20370678505789724,146.5,0.2022958894737259,158.0
2920700,Maraú,BA,0.19000165505066288,0.19000165505066288,14.882857112104844,14.882857112104844,4,False,0.18825833501903308,0.20337998124275913,0.19429201245864933,0.1942221452119891,58,0.18538293073445233,167.0,0.20546923862459848,163.0,0.15485204339171593,180.0,0.19953671670202913,163.0,0.20370678505789724,146.5,0.19083677910301539,165.0
2905800,Camamu,BA,0.18825833501903308,0.18825833501903308,15.472191370691641,15.472191370691641,3,False,0.18825833501903308,0.20470861913606356,0.19211099065030382,0.19220769966347298,20,0.18344440332003492,169.5,0.2032360309680885,165.0,0.15485204339171593,180.0,0.1967555817026247,164.0,0.2050729104426814,144.0,0.18831612315343604,166.0
