grid_lat,grid_lon,municipality,thr_hs_abs,thr_ssh_total_abs,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_peak_lag_days,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_compound_intensity_norm_abspeak,p95_compound_intensity_norm_abspeak,max_compound_intensity_norm_abspeak
-2.6,-39.6,,2.04,1.606823,92,2.79,1.53,3.0,4,-0.11,0.2574,0.4547,0.8407,0.4319,0.4843,0.7696
-2.4,-44.2,,0.82,2.460296,93,2.82,1.76,4.0,5,0.25,0.3243,0.5992,0.6324,0.4311,0.4697,0.4887
-2.4,-44.0,,1.05,2.82713,95,2.88,1.68,4.0,5,-0.14,0.4143,0.6176,0.6949,0.5044,0.5376,0.5659
-2.4,-43.0,,1.39,1.852884,88,2.67,1.78,3.0,5,-0.51,0.2991,0.4933,0.6215,0.3657,0.4183,0.5056
-2.4,-42.8,,1.7,1.809439,88,2.67,1.66,3.0,5,-0.23,0.2933,0.5018,0.6251,0.4168,0.4746,0.5533
-2.4,-42.6,,1.82,1.766124,91,2.76,1.58,3.0,4,0.03,0.29,0.5309,0.6722,0.4327,0.5237,0.568
-2.4,-42.4,,2.07,1.729517,92,2.79,1.62,3.0,5,0.03,0.3053,0.5226,0.715,0.4774,0.5547,0.627
-2.4,-42.2,,2.08,1.699527,91,2.76,1.64,3.0,5,-0.04,0.3066,0.5144,0.7835,0.4741,0.5431,0.6574
-2.4,-42.0,,2.08,1.673647,90,2.73,1.62,3.0,5,-0.12,0.2988,0.4925,0.8299,0.4671,0.5431,0.6769
-2.4,-41.8,,2.1,1.656974,94,2.85,1.63,3.35,5,0.04,0.2898,0.4802,0.8383,0.4621,0.5213,0.6835
-2.4,-41.6,,2.13,1.642839,87,2.64,1.7,3.7,5,-0.23,0.2831,0.4664,0.8247,0.4619,0.5221,0.6814
-2.4,-40.8,,2.16,1.64629,76,2.3,1.84,3.0,5,-0.68,0.2782,0.46,0.6925,0.466,0.5246,0.6205
-2.4,-40.6,,2.13,1.632103,76,2.3,1.82,3.0,5,-0.64,0.2728,0.4284,0.7071,0.4551,0.5079,0.6182
-2.4,-40.4,,2.12,1.618726,78,2.36,1.79,3.0,5,-0.05,0.2723,0.4422,0.7559,0.4506,0.5178,0.6389
-2.4,-40.2,,2.12,1.603954,80,2.42,1.73,3.0,5,0.04,0.2771,0.4586,0.8397,0.4499,0.5267,0.6791
-2.4,-40.0,,2.12,1.584558,88,2.67,1.6,3.0,4,0.0,0.2752,0.4899,0.8471,0.4459,0.4983,0.7167
-2.2,-44.2,,1.42,2.517594,87,2.64,1.8,4.0,5,-0.13,0.3931,0.6419,0.7656,0.5248,0.5988,0.6572
-2.2,-44.0,,1.66,2.45755,93,2.82,1.83,4.0,5,-0.08,0.39,0.602,0.7358,0.5563,0.6202,0.6804
-2.2,-43.8,,1.7,2.390021,95,2.88,1.72,3.3,5,-0.37,0.3774,0.6015,0.683,0.5476,0.6148,0.6507
-2.2,-43.6,,1.78,2.125359,100,3.03,1.59,3.0,5,-0.41,0.3307,0.5621,0.6176,0.5013,0.5754,0.6176
-2.2,-43.4,,1.88,2.01248,95,2.88,1.57,3.0,5,-0.17,0.3322,0.5483,0.6713,0.501,0.5722,0.675
-2.2,-43.2,,2.0,1.875409,93,2.82,1.62,3.0,5,-0.25,0.3277,0.5279,0.6576,0.4975,0.5637,0.6439
-2.2,-43.0,,2.0,1.783313,86,2.61,1.77,3.0,5,-0.38,0.333,0.5548,0.6905,0.4811,0.5489,0.6476
-2.2,-42.8,,2.07,1.709989,93,2.82,1.69,3.0,5,-0.16,0.3079,0.5215,0.6779,0.4748,0.5345,0.6424
-2.2,-42.6,,2.16,1.649236,93,2.82,1.63,3.0,5,-0.19,0.3031,0.5195,0.6786,0.4801,0.5665,0.6644
-2.0,-44.4,,1.05,2.568114,91,2.76,1.7,4.0,4,0.09,0.4033,0.636,0.761,0.4774,0.5382,0.5909
-2.0,-44.2,,1.58,2.498634,86,2.61,1.76,3.75,5,-0.15,0.4203,0.6781,0.7844,0.5592,0.6326,0.6895
-2.0,-44.0,,1.83,2.393951,94,2.85,1.72,3.35,5,-0.23,0.4028,0.6526,0.7757,0.5836,0.6597,0.7161
-2.0,-43.8,,1.92,2.254024,94,2.85,1.71,3.35,5,-0.49,0.3826,0.6219,0.7868,0.5697,0.647,0.7086
-2.0,-43.6,,1.99,2.076241,91,2.76,1.68,3.0,4,-0.44,0.3596,0.588,0.7794,0.5435,0.6166,0.684
-2.0,-43.4,,2.09,1.914966,92,2.79,1.63,3.0,5,-0.22,0.3357,0.551,0.7684,0.5258,0.5997,0.6696
-2.0,-43.2,,2.12,1.782821,87,2.64,1.63,3.0,5,-0.3,0.3313,0.5522,0.7405,0.5056,0.5729,0.6663
-2.0,-43.0,,2.15,1.687697,89,2.7,1.67,3.0,5,-0.24,0.3165,0.533,0.7172,0.491,0.5725,0.6726
-1.8,-44.4,,1.13,2.557262,96,2.91,1.55,3.0,4,0.21,0.4028,0.6293,0.7463,0.4837,0.5572,0.5959
-1.8,-44.2,,1.71,2.441425,90,2.73,1.64,4.0,4,0.01,0.4121,0.6471,0.7604,0.5695,0.6456,0.6977
-1.6,-44.6,,0.92,2.623687,102,3.09,1.51,3.0,4,0.09,0.4042,0.6608,0.7574,0.4818,0.5283,0.5734
-1.6,-44.4,,1.2,2.491871,103,3.12,1.51,3.0,4,-0.13,0.3829,0.6577,0.7426,0.4747,0.557,0.594
-1.6,-44.2,,1.72,2.341338,96,2.91,1.59,3.25,4,-0.2,0.3894,0.6177,0.6927,0.5454,0.6281,0.6596
-1.4,-48.6,,0.2,2.916728,100,3.03,1.94,4.0,5,-0.32,0.3218,0.5261,0.6838,0.4977,0.5,0.5
-1.4,-45.2,,0.94,3.366449,95,2.88,1.58,3.0,4,0.37,0.4692,0.6213,0.6838,0.505,0.5385,0.5769
-1.4,-45.0,,0.95,3.435941,93,2.82,1.47,3.0,4,0.24,0.467,0.6235,0.7059,0.5042,0.5315,0.5549
-1.4,-44.8,,1.1,2.636255,104,3.15,1.48,3.0,4,0.24,0.4208,0.6569,0.7647,0.4957,0.5663,0.6099
-1.4,-44.6,,1.14,2.481574,102,3.09,1.49,3.0,4,0.02,0.3787,0.6509,0.7647,0.4653,0.5451,0.7002
-1.4,-44.4,,1.51,2.368085,104,3.15,1.52,3.0,4,-0.28,0.3677,0.6266,0.6911,0.5054,0.5865,0.6274
-1.2,-48.6,,0.29,2.780554,85,2.58,1.87,4.0,5,-0.49,0.3221,0.5382,0.642,0.4895,0.5,0.5
-1.2,-45.6,,1.04,3.88673,87,2.64,1.39,2.7,4,0.24,0.4856,0.6213,0.7096,0.5079,0.541,0.5714
-1.2,-45.4,,1.5,2.599361,95,2.88,1.56,3.0,4,0.13,0.3941,0.6324,0.7022,0.5547,0.62,0.652
-1.2,-45.2,,1.49,2.629602,91,2.76,1.68,3.0,4,0.1,0.4003,0.6077,0.7353,0.5611,0.6269,0.6667
-1.2,-45.0,,1.48,2.534763,91,2.76,1.68,3.0,4,0.07,0.4045,0.6084,0.7574,0.543,0.6115,0.6631
-1.2,-44.8,,1.65,2.450218,93,2.82,1.67,3.0,4,-0.09,0.3901,0.6287,0.7727,0.5557,0.6436,0.682
-1.2,-44.6,,1.67,2.340531,98,2.97,1.58,3.0,4,-0.27,0.3778,0.6419,0.7257,0.534,0.6237,0.6484
-1.0,-48.4,,0.54,2.892058,89,2.7,1.9,4.0,4,-0.61,0.3416,0.5533,0.6066,0.4972,0.5,0.5
-1.0,-46.0,,1.2,2.705077,98,2.97,1.29,2.0,3,-0.01,0.4023,0.6116,0.6728,0.5111,0.5574,0.5989
-1.0,-45.8,,1.41,2.65022,100,3.03,1.44,3.0,4,-0.01,0.3874,0.629,0.6765,0.5449,0.6023,0.6475
-1.0,-45.6,,1.56,2.605506,97,2.94,1.52,3.0,4,-0.01,0.3875,0.6234,0.6728,0.5647,0.6299,0.6503
-1.0,-45.4,,1.65,2.548465,92,2.79,1.6,3.0,4,-0.15,0.3924,0.6082,0.6985,0.5743,0.6349,0.6675
-1.0,-45.2,,1.62,2.492702,91,2.76,1.63,3.0,4,-0.26,0.3905,0.6133,0.7353,0.5598,0.6308,0.6677
-1.0,-45.0,,1.61,2.422189,94,2.85,1.59,3.0,4,-0.21,0.3869,0.636,0.7619,0.5429,0.6234,0.6636
-1.0,-44.8,,1.62,2.314189,100,3.03,1.55,3.0,4,-0.16,0.3673,0.6423,0.7509,0.518,0.6038,0.6479
-1.0,-44.6,,1.63,2.200717,94,2.85,1.57,3.0,4,-0.28,0.3605,0.6379,0.7043,0.4974,0.5805,0.6166
-0.8,-48.4,,0.72,2.969755,86,2.61,1.9,4.0,5,-0.42,0.3437,0.5616,0.5956,0.4993,0.5,0.5
-0.8,-48.2,,0.61,3.01526,84,2.55,1.67,3.85,5,-0.73,0.3371,0.5568,0.636,0.4999,0.5,0.5
-0.8,-46.6,,1.3,2.778663,104,3.15,1.44,3.0,5,0.21,0.3795,0.6097,0.6949,0.5333,0.5855,0.6227
-0.8,-46.4,,1.37,2.698204,95,2.88,1.46,3.0,5,0.27,0.3843,0.6058,0.75,0.5422,0.5998,0.652
-0.8,-46.2,,1.23,2.653313,98,2.97,1.31,2.15,3,0.08,0.3834,0.6216,0.739,0.5101,0.5689,0.6209
-0.8,-46.0,,1.41,2.605238,96,2.91,1.36,2.0,3,-0.01,0.3789,0.6252,0.7132,0.5346,0.6,0.641
-0.8,-45.8,,1.54,2.545061,95,2.88,1.46,3.0,4,-0.18,0.381,0.621,0.7132,0.5489,0.623,0.6599
-0.8,-45.6,,1.6,2.475964,96,2.91,1.45,3.0,4,-0.17,0.371,0.6031,0.6927,0.5436,0.6113,0.6416
-0.8,-45.4,,1.6,2.413469,90,2.73,1.46,3.0,4,0.08,0.3689,0.5953,0.6544,0.5315,0.5958,0.607
-0.6,-48.4,,0.91,3.022492,90,2.73,1.83,4.0,5,-0.36,0.3672,0.5809,0.6213,0.5003,0.5,0.511
-0.6,-48.2,,0.938,2.910733,86,2.61,1.55,3.0,5,-0.37,0.3659,0.5895,0.6368,0.4986,0.5032,0.5165
-0.6,-48.0,,0.78,2.920796,89,2.7,1.55,3.0,5,-0.26,0.3528,0.5849,0.625,0.4974,0.5,0.5
-0.6,-47.2,,1.13,2.673391,92,2.79,1.6,3.0,5,0.09,0.3548,0.5973,0.6514,0.4907,0.5409,0.5678
-0.6,-47.0,,1.49,2.670555,88,2.67,1.7,3.65,6,0.26,0.3723,0.6121,0.6875,0.5596,0.6159,0.6683
-0.6,-46.8,,1.54,2.665459,89,2.7,1.67,3.6,5,0.51,0.3844,0.6092,0.7169,0.5724,0.6311,0.6748
-0.6,-46.6,,1.52,2.635919,103,3.12,1.5,3.0,4,0.31,0.376,0.6041,0.7353,0.5603,0.6255,0.6722
-0.6,-46.4,,1.54,2.593947,94,2.85,1.5,3.0,5,0.21,0.3815,0.6129,0.7684,0.5589,0.6311,0.6923
-0.6,-46.2,,1.51,2.536277,102,3.09,1.39,2.0,3,0.0,0.3729,0.6219,0.7647,0.5401,0.6195,0.685
-0.6,-46.0,,1.51,2.474071,104,3.15,1.36,2.85,3,-0.22,0.3617,0.6246,0.7206,0.5251,0.6076,0.6446
-0.4,-48.2,,1.08,2.721826,102,3.09,1.57,3.0,5,-0.36,0.3483,0.5879,0.6434,0.49,0.5311,0.5934
-0.4,-48.0,,1.23,2.524225,99,3.0,1.68,3.0,5,0.02,0.3265,0.5706,0.6581,0.4708,0.5462,0.5806
-0.4,-47.8,,1.37,2.552003,99,3.0,1.74,4.0,5,-0.03,0.335,0.596,0.6838,0.5083,0.5776,0.619
-0.4,-47.6,,1.47,2.581524,87,2.64,1.76,4.0,5,0.07,0.3532,0.6055,0.6838,0.5393,0.6088,0.6388
-0.4,-47.4,,1.57,2.582648,84,2.55,1.81,4.0,6,0.05,0.3589,0.6267,0.6976,0.5611,0.6378,0.6633
-0.4,-47.2,,1.61,2.58381,80,2.42,1.81,3.0,6,0.11,0.3731,0.6226,0.6801,0.571,0.6449,0.6733
-0.4,-47.0,,1.63,2.57116,85,2.58,1.75,3.0,6,0.18,0.3689,0.6147,0.7022,0.571,0.6343,0.6758
-0.4,-46.8,,1.6,2.551132,95,2.88,1.59,3.3,5,0.33,0.3703,0.5945,0.7353,0.5609,0.6277,0.6847
-0.4,-46.6,,1.53,2.514834,97,2.94,1.52,3.0,5,0.14,0.3686,0.598,0.7647,0.54,0.5999,0.6837
-0.2,-49.6,,0.31,2.582039,106,3.21,1.7,4.0,5,0.04,0.2676,0.5028,0.5522,0.4518,0.494,0.5
-0.2,-48.4,,0.85,2.564017,99,3.0,1.54,3.0,5,-0.22,0.3318,0.5831,0.6287,0.4555,0.5,0.5
-0.2,-48.2,,1.0,2.478498,107,3.24,1.55,3.0,5,-0.06,0.3187,0.5761,0.6507,0.4396,0.4911,0.5334
-0.2,-48.0,,1.37,2.496535,89,2.7,1.71,3.0,5,-0.09,0.3477,0.6032,0.6654,0.4967,0.5653,0.6099
-0.2,-47.8,,1.54,2.517968,90,2.73,1.73,3.55,5,-0.03,0.3439,0.6066,0.6801,0.5369,0.6076,0.6484
-0.2,-47.6,,1.6,2.519788,86,2.61,1.77,4.0,6,0.15,0.3482,0.612,0.6728,0.5495,0.629,0.6557
-0.2,-47.4,,1.68,2.508843,83,2.52,1.82,4.0,6,-0.01,0.3589,0.6351,0.6728,0.5666,0.6478,0.6703
-0.2,-47.2,,1.72,2.487865,82,2.49,1.84,4.0,6,0.0,0.3713,0.6382,0.6912,0.5737,0.6504,0.6815
-0.0,-50.4,,0.24,2.338264,127,3.85,2.02,5.0,9,0.0,0.2027,0.4118,0.5184,0.3926,0.4261,0.4468
-0.0,-50.2,,0.21,2.175593,114,3.45,1.97,4.0,6,-0.19,0.1877,0.3594,0.502,0.3572,0.3857,0.4095
-0.0,-50.0,,0.24,2.172607,100,3.03,1.71,4.0,4,-0.4,0.1818,0.3561,0.511,0.3554,0.3853,0.4091
-0.0,-49.2,,0.77,2.792452,111,3.36,1.54,3.0,4,-0.3,0.3424,0.568,0.6287,0.4884,0.5,0.5
-0.0,-49.0,,0.79,2.492086,114,3.45,1.54,3.0,5,-0.37,0.3415,0.5684,0.6234,0.4441,0.4928,0.5
-0.0,-48.8,,0.82,2.361672,109,3.3,1.55,3.0,4,-0.08,0.3309,0.5397,0.5993,0.4152,0.4601,0.4723
-0.0,-48.6,,0.9,2.320034,109,3.3,1.54,3.0,5,-0.38,0.3221,0.5691,0.6103,0.4057,0.4557,0.4636
-0.0,-48.4,,1.07,2.295277,107,3.24,1.52,3.0,5,-0.42,0.3245,0.5878,0.6434,0.406,0.4612,0.5038
-0.0,-48.2,,1.35,2.295095,96,2.91,1.75,4.0,5,-0.36,0.3427,0.6142,0.6654,0.4518,0.5294,0.5682
0.2,-50.6,,0.37,2.937865,101,3.06,2.2,4.0,6,-0.46,0.2704,0.5074,0.5453,0.4981,0.5,0.5
0.2,-49.6,,0.65,3.445564,100,3.03,1.47,3.0,4,0.01,0.2627,0.5188,0.5441,0.5005,0.5,0.5385
0.2,-49.4,,0.94,3.171699,103,3.12,1.69,3.0,4,-0.29,0.3823,0.6033,0.8897,0.5048,0.509,0.6429
0.2,-49.2,,1.23,2.707837,103,3.12,1.61,3.0,5,-0.42,0.3633,0.6132,0.9081,0.5105,0.5748,0.7051
0.2,-49.0,,1.18,2.482836,106,3.21,1.59,3.0,5,-0.58,0.3434,0.5904,0.8202,0.4592,0.5299,0.6275
0.2,-48.8,,1.18,2.248204,99,3.0,1.66,3.0,5,-0.21,0.3353,0.5731,0.7031,0.4081,0.4738,0.5363
0.2,-48.6,,1.33,2.107701,100,3.03,1.73,4.0,5,-0.51,0.3154,0.5799,0.6666,0.4052,0.4816,0.5232
0.4,-50.0,,0.59,3.43986,147,4.46,1.51,3.0,4,0.44,0.1691,0.3889,0.7546,0.5038,0.5,0.7839
0.4,-49.8,,0.71,3.713023,104,3.15,1.56,3.0,4,-0.13,0.3253,0.5314,0.9815,0.5053,0.5,0.7784
0.4,-49.6,,0.91,3.883468,97,2.94,1.69,3.2,4,0.13,0.4279,0.5993,1.0,0.5096,0.526,0.8095
0.4,-49.4,,1.36,3.02954,94,2.85,1.66,3.0,5,-0.17,0.4021,0.6276,1.0,0.5591,0.6142,0.8004
0.4,-49.2,,1.41,2.625571,97,2.94,1.67,4.0,5,-0.3,0.3728,0.6274,0.9926,0.538,0.6109,0.7802
0.4,-29.4,,2.3,1.178218,69,2.09,1.74,3.6,4,-0.54,0.2651,0.509,0.6972,0.4063,0.5313,0.5807
0.6,-50.4,,0.37,3.191443,121,3.67,1.92,4.0,5,-0.03,0.3063,0.5543,0.6324,0.5,0.5,0.5
0.6,-50.2,,0.62,3.40569,121,3.67,1.78,4.0,5,0.24,0.359,0.5625,1.0,0.5028,0.5,0.7363
0.6,-50.0,,1.03,3.569979,106,3.21,1.61,3.0,5,0.11,0.3741,0.6371,1.0,0.5148,0.5728,0.9579
0.6,-49.8,,1.19,3.676377,99,3.0,1.6,3.0,5,-0.16,0.4132,0.6221,1.0,0.5294,0.5846,0.9505
0.6,-49.6,,1.31,3.505059,95,2.88,1.67,3.3,5,-0.07,0.4182,0.6638,1.0,0.5485,0.5993,0.8901
0.6,-49.4,,1.42,2.857055,92,2.79,1.86,4.0,5,-0.51,0.4064,0.648,1.0,0.5689,0.6299,0.8626
0.6,-49.2,,1.47,2.460285,92,2.79,1.78,4.0,5,-0.51,0.3682,0.5898,0.9736,0.5167,0.5863,0.7937
0.6,-29.8,,2.29,1.190634,71,2.15,1.65,3.0,4,-0.14,0.2673,0.4978,0.7911,0.4081,0.5256,0.6053
0.6,-29.6,,2.29,1.185216,72,2.18,1.67,3.0,4,-0.19,0.2637,0.505,0.7405,0.4054,0.5299,0.5885
0.6,-29.4,,2.29,1.179491,70,2.12,1.73,3.55,4,-0.26,0.2622,0.5075,0.6933,0.403,0.5215,0.5838
0.6,-29.2,,2.29,1.172143,72,2.18,1.72,3.0,4,-0.14,0.2605,0.5063,0.667,0.3998,0.5134,0.5809
0.6,-29.0,,2.29,1.164805,70,2.12,1.74,3.0,4,-0.19,0.2603,0.5158,0.6688,0.3979,0.5097,0.5798
0.8,-50.2,,0.51,3.38087,118,3.58,1.89,4.0,5,-0.07,0.3548,0.5599,1.0,0.5013,0.5,0.652
0.8,-50.0,,0.73,3.360577,115,3.49,1.63,3.0,5,-0.1,0.3666,0.5772,1.0,0.5082,0.5,1.0
0.8,-49.8,,1.16,3.13093,108,3.27,1.62,3.0,5,-0.1,0.3854,0.5825,1.0,0.5233,0.5696,0.978
0.8,-49.6,,1.31,2.847937,99,3.0,1.82,4.0,5,-0.18,0.3612,0.6035,1.0,0.5436,0.5943,0.9176
0.8,-49.4,,1.42,2.508051,91,2.76,1.85,4.0,5,-0.34,0.3732,0.5994,1.0,0.5182,0.5839,0.8481
0.8,-29.8,,2.29,1.189774,68,2.06,1.68,3.0,4,-0.21,0.2702,0.5048,0.7785,0.4077,0.5313,0.5994
0.8,-29.6,,2.29,1.185459,70,2.12,1.67,3.0,4,-0.16,0.2594,0.5021,0.7289,0.4038,0.5258,0.5893
0.8,-29.4,,2.28,1.179945,70,2.12,1.7,3.0,4,-0.14,0.2623,0.5127,0.6871,0.4015,0.523,0.5847
0.8,-29.2,,2.29,1.172748,68,2.06,1.69,3.0,4,-0.15,0.2628,0.5177,0.6667,0.4016,0.5209,0.5835
0.8,-29.0,,2.29,1.164953,67,2.03,1.73,3.0,4,-0.22,0.2625,0.5216,0.6694,0.4002,0.5077,0.5823
1.0,-50.0,,0.57,3.254018,117,3.55,1.67,3.0,5,-0.09,0.3549,0.5545,1.0,0.5062,0.5,1.0
1.0,-49.8,,1.03,2.652983,97,2.94,1.84,4.0,5,-0.3,0.342,0.5596,1.0,0.4848,0.5277,0.9468
1.0,-49.6,,1.31,2.396328,92,2.79,1.92,4.0,5,-0.23,0.3258,0.5852,0.9853,0.4677,0.5236,0.8611
1.0,-29.8,,2.288,1.186765,68,2.06,1.63,3.0,4,-0.24,0.2687,0.5073,0.7672,0.4068,0.5343,0.5973
1.0,-29.6,,2.28,1.180222,72,2.18,1.62,3.0,4,-0.35,0.2597,0.5036,0.7237,0.4017,0.5217,0.5886
1.0,-29.4,,2.28,1.172966,71,2.15,1.65,3.0,4,-0.21,0.2584,0.5106,0.6823,0.3997,0.5227,0.5855
1.0,-29.2,,2.28,1.168074,70,2.12,1.7,3.0,4,-0.19,0.2604,0.5157,0.6697,0.3988,0.5156,0.5848
1.0,-29.0,,2.28,1.162712,69,2.09,1.72,3.0,4,-0.22,0.2637,0.5192,0.6753,0.3987,0.5033,0.5859
1.2,-49.8,,0.93,2.184619,85,2.58,1.87,4.0,5,-0.41,0.2932,0.5377,0.9376,0.3795,0.4109,0.7563
1.2,-49.6,,1.44,2.110416,75,2.27,2.17,4.0,5,-0.27,0.3404,0.5608,0.9689,0.4415,0.4973,0.8181
1.2,-29.6,,2.28,1.178697,71,2.15,1.69,3.0,4,-0.34,0.2665,0.5102,0.7257,0.4033,0.5282,0.5909
1.2,-29.4,,2.28,1.172248,71,2.15,1.69,3.0,4,-0.28,0.2651,0.5117,0.6759,0.402,0.5217,0.5878
1.2,-29.2,,2.28,1.166572,68,2.06,1.72,3.0,4,-0.29,0.2687,0.5172,0.6731,0.4022,0.5158,0.5888
1.4,-49.8,,1.36,2.37206,66,2.0,2.18,4.0,5,-0.23,0.3223,0.5516,0.986,0.4752,0.5205,0.8639
1.4,-49.6,,1.56,2.229506,70,2.12,2.16,5.0,5,-0.23,0.3372,0.5679,0.9926,0.4871,0.5438,0.8429
1.6,-49.8,,1.56,2.822708,56,1.7,2.41,4.0,5,-0.39,0.3925,0.6221,0.9261,0.6009,0.6433,0.8553
1.6,-49.6,,1.68,2.563276,57,1.73,2.42,5.0,5,-0.32,0.3823,0.6312,0.9037,0.5866,0.6597,0.8432
1.8,-50.0,,1.57,4.469534,62,1.88,2.34,4.95,6,-0.65,0.4351,0.654,0.9559,0.6061,0.641,0.7912
1.8,-49.8,,1.8,3.335715,66,2.0,2.36,5.0,5,-0.3,0.4064,0.6305,0.6797,0.6566,0.7193,0.7601
1.8,-49.6,,1.81,2.800962,63,1.91,2.33,4.9,5,-0.83,0.3693,0.6098,0.8605,0.6455,0.7014,0.8407
2.0,-50.2,,1.71,4.840381,60,1.82,2.3,4.05,5,-0.63,0.4562,0.6545,0.7316,0.6381,0.6982,0.8333
2.0,-50.0,,1.86,4.163719,61,1.85,2.38,5.0,6,-0.52,0.4443,0.6618,0.8235,0.6692,0.7381,0.8022
2.0,-49.8,,1.93,3.451926,62,1.88,2.42,5.0,6,-0.71,0.4099,0.6642,0.844,0.6848,0.7704,0.804
2.0,-49.6,,1.91,2.87164,64,1.94,2.34,4.85,6,-0.7,0.3609,0.6191,0.6581,0.6713,0.7266,0.7661
2.2,-50.6,,0.91,5.114398,64,1.94,2.41,5.0,5,-1.0,0.4219,0.5803,0.6029,0.5,0.5,0.5018
2.2,-50.4,,1.42,4.72716,61,1.85,2.38,5.0,5,-0.52,0.4298,0.6029,0.6397,0.5738,0.6099,0.6172
2.2,-50.2,,1.89,4.292613,61,1.85,2.25,5.0,6,-0.61,0.4437,0.6471,0.7684,0.6733,0.7234,0.7564
2.2,-50.0,,1.98,3.779945,58,1.76,2.43,5.0,6,-0.69,0.4357,0.6756,0.7794,0.692,0.7392,0.7784
2.4,-50.6,,1.69,4.826052,65,1.97,2.28,5.0,6,-0.11,0.4305,0.6272,0.6618,0.6275,0.674,0.6941
2.4,-50.4,,1.89,4.463787,61,1.85,2.26,5.0,6,-0.38,0.4464,0.6434,0.7463,0.6724,0.7216,0.7509
2.4,-50.2,,1.98,3.950745,64,1.94,2.2,5.0,5,-0.97,0.4384,0.6667,0.7757,0.6946,0.7625,0.7894
2.6,-50.8,,1.22,4.341881,65,1.97,2.17,5.0,6,-0.63,0.3945,0.5801,0.5993,0.5258,0.5491,0.5623
2.6,-50.6,,1.75,4.294597,65,1.97,2.26,5.0,6,-0.48,0.4194,0.6316,0.6544,0.6389,0.6853,0.7051
2.6,-50.4,,1.94,3.974536,62,1.88,2.31,5.0,6,-0.56,0.4167,0.6434,0.6728,0.6816,0.7288,0.7564
2.8,-50.8,,1.52,3.799896,62,1.88,2.39,4.95,6,-0.53,0.4039,0.6066,0.6213,0.5907,0.6245,0.6502
2.8,-50.6,,1.88,3.71825,60,1.82,2.3,5.05,6,-0.32,0.413,0.6436,0.6581,0.666,0.7167,0.7399
3.0,-50.8,,1.8,3.254374,60,1.82,2.3,4.05,6,0.25,0.4035,0.6399,0.6507,0.6506,0.7132,0.7454
3.0,-50.6,,1.98,3.089202,59,1.79,2.36,5.0,6,-0.08,0.3957,0.6548,0.6654,0.6875,0.7383,0.7875
3.2,-50.8,,1.95,2.739565,62,1.88,2.29,5.0,6,-0.19,0.3973,0.6217,0.6949,0.6728,0.7334,0.7564
3.2,-50.6,,2.07,2.541008,65,1.97,2.26,5.0,6,-0.35,0.3821,0.6087,0.6985,0.6608,0.7355,0.75
3.4,-50.8,,2.0,2.299516,59,1.79,2.51,5.1,6,-0.14,0.3755,0.6528,0.7279,0.5977,0.6734,0.6963
3.6,-51.0,,1.56,2.118012,66,2.0,2.24,5.0,6,-0.18,0.3595,0.5893,0.6765,0.4685,0.5279,0.5509
3.6,-50.8,,1.99,2.005435,63,1.91,2.21,5.0,6,-0.14,0.3658,0.5799,0.7249,0.533,0.6092,0.6307
3.8,-51.0,,1.29,1.907991,66,2.0,2.17,5.0,6,-1.06,0.3039,0.5026,0.6524,0.3584,0.4051,0.4512
3.8,-50.8,,1.9,1.80338,68,2.06,2.03,5.0,5,-0.19,0.3136,0.528,0.6765,0.4615,0.5379,0.5605
4.0,-51.0,,1.46,1.754551,70,2.12,2.1,4.0,5,-0.66,0.3001,0.4793,0.6664,0.3635,0.4167,0.4696
4.0,-50.8,,2.01,1.625797,65,1.97,2.0,4.8,5,-0.23,0.2962,0.5132,0.6419,0.4444,0.5267,0.5439
4.2,-51.2,,1.0,1.77256,75,2.27,1.79,4.0,4,-0.61,0.2988,0.5161,0.6562,0.293,0.3285,0.3812
4.2,-51.0,,1.39,1.56369,70,2.12,1.9,4.0,6,-0.61,0.2791,0.4528,0.6194,0.3071,0.356,0.4195
4.2,-50.8,,2.01,1.484009,60,1.82,1.98,4.05,6,-0.78,0.2905,0.5065,0.6034,0.4202,0.5053,0.5324
4.4,-51.6,,1.0,1.352993,73,2.21,1.85,4.4,5,-0.64,0.2353,0.4387,0.7185,0.1999,0.235,0.3617
4.4,-51.4,,1.33,1.566257,69,2.09,2.0,4.0,5,-0.61,0.2655,0.4654,0.5571,0.2983,0.3633,0.4002
4.4,-51.2,,1.35,1.50269,72,2.18,1.86,4.0,4,-0.5,0.2561,0.4733,0.5382,0.2857,0.3615,0.4136
4.4,-51.0,,1.38,1.418333,68,2.06,1.75,4.0,5,-0.41,0.2668,0.4632,0.5568,0.2807,0.3719,0.4074
4.6,-51.6,,1.92,1.469634,62,1.88,2.13,5.0,5,-0.19,0.2955,0.5578,0.6326,0.4019,0.4749,0.5212
4.6,-51.4,,1.99,1.41873,65,1.97,2.08,4.8,6,-0.58,0.2748,0.5173,0.6118,0.4011,0.4722,0.5256
4.6,-51.2,,1.76,1.353872,63,1.91,1.84,4.0,5,-0.41,0.2665,0.459,0.6297,0.3444,0.4241,0.5302
4.6,-51.0,,2.13,1.339174,58,1.76,1.81,4.0,5,-0.57,0.2845,0.519,0.6165,0.4171,0.5068,0.6252
