grid_lat,grid_lon,municipality,thr_hs_abs,thr_ssh_total_abs,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_peak_lag_days,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_compound_intensity_norm_abspeak,p95_compound_intensity_norm_abspeak,max_compound_intensity_norm_abspeak
-23.6,-45.2,,1.39,0.691885,181,5.49,1.4,3.0,5,-0.01,0.2759,0.5787,0.7647,0.1365,0.2207,0.2769
-23.6,-45.0,,1.97,0.6723,218,6.61,1.63,3.0,7,-0.19,0.2987,0.6578,0.9228,0.2588,0.3647,0.5145
-23.6,-44.8,,2.32,0.660824,221,6.7,1.79,3.0,7,-0.2,0.345,0.7061,0.9909,0.3479,0.4843,0.5981
-23.6,-44.6,,2.48,0.650302,218,6.61,1.83,4.0,7,-0.18,0.3531,0.7263,0.9561,0.3834,0.5357,0.5957
-23.6,-44.4,,2.58,0.642802,214,6.49,1.81,4.0,7,-0.32,0.3534,0.713,0.9375,0.4052,0.5482,0.5887
-23.6,-44.2,,2.64,0.638087,197,5.97,1.86,4.0,7,-0.2,0.3532,0.7067,0.9963,0.4171,0.5476,0.6021
-23.6,-44.0,,2.68,0.633894,181,5.49,1.87,4.0,7,-0.3,0.3556,0.6886,0.9609,0.4259,0.5479,0.5932
-23.4,-44.4,,2.4,0.663875,232,7.03,1.79,4.0,7,-0.23,0.3572,0.7286,0.9753,0.3719,0.5247,0.6016
-23.4,-44.2,,2.49,0.654419,227,6.88,1.84,4.0,7,-0.23,0.3622,0.7244,0.9669,0.3934,0.5471,0.5946
-23.4,-44.0,,2.548,0.64719,215,6.52,1.84,4.0,7,-0.28,0.3669,0.7345,1.0,0.4072,0.5528,0.6128
-23.4,-43.8,,2.59,0.637333,207,6.27,1.84,4.0,7,-0.19,0.3584,0.7142,1.0,0.4099,0.5479,0.6053
-23.4,-43.6,,2.63,0.630157,196,5.94,1.85,4.0,7,-0.22,0.3525,0.6979,0.9906,0.4142,0.5458,0.5974
-23.4,-43.4,,2.668,0.625457,187,5.67,1.79,3.7,7,-0.28,0.3511,0.6957,0.9522,0.4206,0.5445,0.59
-23.4,-43.2,,2.7,0.623977,177,5.36,1.83,4.0,7,-0.32,0.3499,0.6828,0.9125,0.4258,0.5446,0.5831
-23.4,-43.0,,2.73,0.628665,166,5.03,1.78,3.75,7,-0.28,0.3409,0.6704,0.869,0.4287,0.5442,0.5768
-23.4,-42.8,,2.76,0.638292,146,4.42,1.74,3.0,7,-0.21,0.3438,0.6593,0.826,0.4366,0.5485,0.5716
-23.4,-42.6,,2.79,0.647502,134,4.06,1.75,3.0,7,-0.16,0.3443,0.6495,0.787,0.443,0.5478,0.567
-23.4,-42.2,,2.84,0.651574,127,3.85,1.71,3.0,7,-0.07,0.3404,0.6335,0.7711,0.4485,0.544,0.5652
-23.4,-42.0,,2.87,0.647323,130,3.94,1.73,3.0,7,-0.12,0.3363,0.6307,0.7892,0.4494,0.5425,0.5673
-23.2,-44.4,,1.88,0.697709,243,7.36,1.81,3.0,7,-0.22,0.3352,0.6906,0.9559,0.2654,0.3958,0.5429
-23.2,-44.2,,2.08,0.672457,245,7.43,1.85,4.0,7,-0.26,0.3601,0.7564,1.0,0.3133,0.4743,0.5951
-23.2,-44.0,,2.13,0.667894,238,7.21,1.8,4.0,7,-0.24,0.346,0.7336,0.9883,0.3163,0.4658,0.5907
-23.2,-43.8,,2.34,0.652043,228,6.91,1.82,4.0,7,-0.21,0.3656,0.7405,0.9743,0.3636,0.5286,0.5978
-23.2,-43.6,,2.45,0.642629,227,6.88,1.82,4.0,7,-0.24,0.3746,0.7298,1.0,0.3888,0.5492,0.6143
-23.2,-43.4,,2.51,0.636372,218,6.61,1.85,4.0,7,-0.28,0.3786,0.7237,1.0,0.4018,0.5517,0.6122
-23.2,-43.2,,2.56,0.630647,213,6.46,1.86,4.0,7,-0.21,0.3743,0.7353,1.0,0.4088,0.5493,0.6065
-23.2,-43.0,,2.59,0.627055,203,6.15,1.86,4.0,7,-0.19,0.3713,0.746,1.0,0.4133,0.5465,0.6005
-23.2,-42.8,,2.63,0.629442,190,5.76,1.81,4.0,7,-0.13,0.3657,0.734,0.9759,0.4201,0.5545,0.5948
-23.2,-42.6,,2.67,0.635759,179,5.42,1.79,3.0,7,-0.28,0.3548,0.709,0.9378,0.4245,0.5516,0.5897
-23.2,-42.4,,2.7,0.64275,166,5.03,1.8,3.0,7,-0.23,0.3553,0.6883,0.9014,0.4309,0.5496,0.5851
-23.2,-42.2,,2.748,0.646988,160,4.85,1.79,3.0,7,-0.15,0.3535,0.6717,0.8896,0.4376,0.5494,0.584
-23.2,-42.0,,2.77,0.649516,158,4.79,1.75,3.0,7,-0.26,0.3483,0.6735,0.8893,0.438,0.5523,0.5844
-23.2,-41.8,,2.81,0.652422,154,4.67,1.73,3.0,7,-0.2,0.3477,0.6779,0.8886,0.4431,0.5537,0.5849
-23.0,-44.4,,0.77,0.727657,269,8.15,1.72,3.0,7,-0.22,0.2463,0.5329,0.7976,0.0659,0.1084,0.2103
-23.0,-44.0,,1.01,0.764942,244,7.39,1.61,3.0,6,-0.17,0.27,0.5824,0.8299,0.0924,0.1752,0.2902
-23.0,-43.4,,1.79,0.652742,245,7.43,1.81,4.0,7,-0.21,0.3409,0.6951,1.0,0.244,0.3752,0.5008
-23.0,-43.2,,1.93,0.652792,236,7.15,1.85,4.0,7,-0.19,0.3595,0.7113,1.0,0.2806,0.4339,0.543
-23.0,-43.0,,2.19,0.644126,229,6.94,1.86,4.0,7,-0.24,0.3747,0.7473,1.0,0.337,0.51,0.5954
-23.0,-42.8,,2.34,0.636837,230,6.97,1.85,4.0,7,-0.27,0.3784,0.7436,1.0,0.3665,0.5356,0.6193
-23.0,-42.6,,2.42,0.635861,227,6.88,1.89,4.0,7,-0.22,0.376,0.7388,1.0,0.3823,0.5399,0.6148
-23.0,-42.4,,2.48,0.636321,218,6.61,1.91,4.0,7,-0.29,0.3797,0.7539,1.0,0.3957,0.5498,0.6111
-23.0,-42.2,,2.52,0.641539,217,6.58,1.88,4.0,7,-0.35,0.3741,0.7552,1.0,0.4018,0.5483,0.6109
-23.0,-42.0,,2.57,0.655936,201,6.09,1.85,4.0,7,-0.37,0.3621,0.6989,1.0,0.4078,0.5482,0.6113
-23.0,-41.8,,2.65,0.671792,183,5.55,1.73,3.9,7,-0.38,0.346,0.6893,1.0,0.4182,0.5479,0.6096
-23.0,-41.6,,2.73,0.678031,172,5.21,1.73,3.0,7,-0.45,0.3433,0.6811,0.9849,0.4316,0.5534,0.6061
-22.8,-41.8,,2.04,0.701856,163,4.94,1.65,3.0,6,-0.21,0.2685,0.5645,0.9044,0.2712,0.3882,0.5374
-22.8,-41.6,,2.5,0.702598,174,5.27,1.74,3.0,7,-0.38,0.3262,0.6627,1.0,0.387,0.535,0.6242
-22.6,-41.8,,1.81,0.728387,125,3.79,1.58,3.0,5,-0.06,0.2593,0.5426,0.7934,0.2257,0.3236,0.4305
-22.6,-41.6,,2.31,0.724559,170,5.15,1.78,3.0,7,-0.21,0.3262,0.6769,0.9559,0.3525,0.5085,0.5873
-22.6,-41.4,,2.48,0.719217,177,5.36,1.76,3.0,7,-0.37,0.3418,0.6783,1.0,0.3917,0.5414,0.6299
-22.4,-41.6,,1.78,0.742675,167,5.06,1.81,3.0,6,-0.09,0.2961,0.6361,0.8497,0.2388,0.3532,0.4666
-22.4,-41.4,,2.19,0.738982,175,5.3,1.83,3.3,7,-0.18,0.3287,0.6765,0.9228,0.3324,0.4824,0.5945
-22.4,-41.2,,2.42,0.732175,175,5.3,1.82,3.0,7,-0.39,0.3435,0.6733,0.9853,0.3816,0.5356,0.5961
-22.4,-41.0,,2.55,0.733415,159,4.82,1.79,3.0,6,-0.45,0.3348,0.6702,1.0,0.4056,0.5482,0.6232
-22.4,-40.8,,2.66,0.737362,134,4.06,1.74,3.35,6,-0.48,0.3297,0.6921,0.958,0.4263,0.5694,0.6136
-22.2,-41.4,,1.35,0.754109,179,5.42,1.81,3.0,6,-0.12,0.278,0.6025,0.8754,0.148,0.2499,0.37
-22.2,-41.2,,2.13,0.751531,177,5.36,1.85,3.2,6,-0.06,0.334,0.6768,0.8814,0.3223,0.4658,0.589
-22.2,-41.0,,2.38,0.749524,174,5.27,1.77,3.0,5,-0.34,0.3259,0.6701,0.9081,0.3686,0.5203,0.5969
-22.2,-40.8,,2.54,0.7513,159,4.82,1.67,3.0,5,-0.3,0.3168,0.6426,0.9485,0.3988,0.5469,0.5942
-22.2,-40.6,,2.62,0.7483,139,4.21,1.71,4.0,5,-0.35,0.3273,0.6868,0.9604,0.4205,0.5667,0.6162
-22.0,-40.8,,2.27,0.786972,163,4.94,1.63,3.0,5,-0.1,0.2979,0.6089,0.8106,0.3416,0.4724,0.5205
-22.0,-40.6,,2.48,0.77361,151,4.58,1.7,3.5,5,-0.43,0.31,0.67,0.8713,0.3876,0.5406,0.5657
-21.8,-40.8,,1.928,0.82863,137,4.15,1.53,3.0,4,0.05,0.2546,0.5809,0.7896,0.2661,0.374,0.604
-21.8,-40.6,,2.28,0.812891,135,4.09,1.65,4.0,5,-0.44,0.2938,0.6474,0.7749,0.3489,0.4837,0.5944
-21.6,-40.8,,1.81,0.854361,110,3.33,1.5,3.0,4,-0.15,0.2503,0.5449,0.7942,0.2472,0.3407,0.61
-21.6,-40.6,,2.16,0.838866,116,3.52,1.63,3.0,4,-0.17,0.2773,0.5968,0.7413,0.3231,0.4409,0.598
-21.4,-40.8,,1.73,0.864315,104,3.15,1.52,3.0,4,0.2,0.2427,0.5339,0.5522,0.2285,0.3097,0.4419
-21.4,-40.6,,2.02,0.846902,113,3.42,1.62,3.0,4,-0.2,0.2633,0.5701,0.6356,0.2904,0.3963,0.4584
-21.2,-40.8,,1.658,0.867981,100,3.03,1.54,3.0,5,0.42,0.2637,0.5357,0.5767,0.2204,0.3009,0.379
-21.2,-40.6,,1.86,0.852214,116,3.52,1.57,3.0,4,-0.12,0.2555,0.5559,0.6176,0.259,0.3532,0.43
-21.2,-40.4,,2.13,0.839679,100,3.03,1.71,4.0,4,-0.05,0.2586,0.571,0.6588,0.3125,0.4287,0.5117
-21.0,-40.8,,1.47,0.86877,112,3.39,1.63,3.0,5,0.43,0.2675,0.5597,0.8501,0.186,0.27,0.4372
-21.0,-40.6,,1.68,0.859358,121,3.67,1.6,3.0,5,0.07,0.2485,0.5535,0.7782,0.224,0.329,0.4453
-21.0,-40.4,,2.02,0.846774,110,3.33,1.69,4.0,5,-0.04,0.2639,0.5672,0.6645,0.2961,0.4234,0.4941
-21.0,-40.2,,2.29,0.852334,86,2.61,1.7,3.0,5,-0.2,0.276,0.5644,0.6656,0.357,0.4854,0.5583
-21.0,-29.4,,2.93,0.797408,55,1.67,1.56,3.0,4,-0.18,0.2575,0.5002,0.559,0.4595,0.5568,0.5597
-21.0,-29.2,,2.93,0.789574,54,1.64,1.57,3.0,4,-0.26,0.2576,0.5046,0.5578,0.4586,0.5566,0.5623
-20.8,-40.4,,1.86,0.849458,112,3.39,1.77,4.0,5,0.29,0.2665,0.5648,0.6801,0.2665,0.3862,0.4702
-20.8,-40.2,,2.16,0.852972,99,3.0,1.74,3.1,5,0.02,0.2698,0.5654,0.6934,0.3297,0.4546,0.5234
-20.8,-40.0,,2.39,0.872373,82,2.49,1.72,3.0,4,-0.17,0.2811,0.5719,0.6896,0.3843,0.5228,0.5833
-20.8,-29.6,,2.92,0.814461,57,1.73,1.58,3.2,4,-0.12,0.2471,0.4649,0.5618,0.4575,0.556,0.5632
-20.8,-29.4,,2.92,0.806496,55,1.67,1.56,3.0,4,-0.36,0.2556,0.4914,0.5673,0.4582,0.5578,0.5626
-20.8,-29.2,,2.92,0.79741,51,1.55,1.59,3.0,3,-0.51,0.2631,0.5045,0.5676,0.4603,0.5588,0.5608
-20.8,-29.0,,2.92,0.788956,50,1.52,1.64,3.0,3,-0.52,0.2661,0.5017,0.5661,0.46,0.5577,0.5612
-20.8,-28.8,,2.92,0.783872,51,1.55,1.59,3.0,3,-0.2,0.2475,0.4889,0.5666,0.4512,0.5568,0.564
-20.8,-28.6,,2.92,0.780479,46,1.39,1.63,3.0,3,-0.11,0.2594,0.4908,0.5783,0.4556,0.5581,0.5651
-20.6,-40.4,,1.57,0.850057,118,3.58,1.73,4.0,5,0.42,0.2554,0.5308,0.6103,0.2032,0.2941,0.3998
-20.6,-40.2,,1.94,0.856196,109,3.3,1.79,3.6,5,0.14,0.264,0.5509,0.6861,0.2837,0.3979,0.4764
-20.6,-40.0,,2.27,0.874547,88,2.67,1.74,3.65,5,0.05,0.2777,0.5642,0.6992,0.3593,0.5029,0.5671
-20.6,-29.8,,2.91,0.829595,55,1.67,1.56,3.3,4,-0.13,0.2563,0.4804,0.5644,0.4632,0.5556,0.5667
-20.6,-29.6,,2.91,0.824055,56,1.7,1.55,3.25,4,-0.38,0.2565,0.4685,0.5732,0.4625,0.5552,0.5671
-20.6,-29.4,,2.91,0.817443,53,1.61,1.6,3.0,4,-0.4,0.254,0.4607,0.5791,0.4591,0.5568,0.5667
-20.6,-29.2,,2.91,0.810839,49,1.49,1.61,3.0,4,-0.59,0.2636,0.4833,0.5802,0.461,0.5613,0.5656
-20.6,-29.0,,2.91,0.799921,46,1.39,1.67,3.0,3,-0.43,0.2686,0.4948,0.5775,0.4615,0.5599,0.5629
-20.6,-28.8,,2.91,0.790823,48,1.45,1.62,3.0,3,-0.19,0.2561,0.4947,0.5848,0.4546,0.5578,0.5623
-20.6,-28.6,,2.92,0.788512,46,1.39,1.63,2.75,3,-0.15,0.2591,0.4806,0.5981,0.4566,0.5576,0.564
-20.4,-40.2,,1.65,0.860408,114,3.45,1.78,3.35,5,0.22,0.2644,0.5537,0.6654,0.2267,0.3323,0.4035
-20.4,-40.0,,2.17,0.875636,102,3.09,1.69,3.0,4,-0.07,0.2695,0.5582,0.6884,0.3382,0.472,0.5354
-20.4,-39.8,,2.4,0.89293,80,2.42,1.73,3.0,4,-0.3,0.2862,0.5716,0.683,0.3918,0.5454,0.5899
-20.4,-29.6,,2.9,0.832827,53,1.61,1.6,3.0,4,-0.58,0.2686,0.4751,0.5821,0.4669,0.557,0.5703
-20.4,-29.4,,2.9,0.830351,52,1.58,1.6,3.0,4,-0.62,0.2669,0.4664,0.5903,0.4648,0.5569,0.5712
-20.4,-29.2,,2.9,0.824443,47,1.42,1.66,3.0,4,-0.6,0.2689,0.4727,0.5931,0.464,0.5611,0.5705
-20.4,-29.0,,2.9,0.819136,46,1.39,1.63,3.0,3,-0.57,0.2777,0.463,0.5961,0.4682,0.5615,0.5699
-20.4,-28.8,,2.91,0.808343,49,1.49,1.59,3.0,3,-0.33,0.2651,0.4476,0.6021,0.4633,0.5593,0.5687
-20.4,-28.6,,2.91,0.797001,46,1.39,1.59,3.0,3,-0.13,0.2638,0.452,0.6092,0.4591,0.5569,0.5676
-20.2,-40.0,,2.08,0.879123,105,3.18,1.81,4.0,5,0.02,0.2848,0.5854,0.6946,0.3262,0.4587,0.5054
-20.2,-39.8,,2.32,0.889681,88,2.67,1.78,3.0,4,-0.11,0.2951,0.5657,0.7126,0.3802,0.5244,0.5914
-20.2,-29.6,,2.89,0.83711,51,1.55,1.63,3.0,4,-0.59,0.2757,0.4863,0.59,0.4675,0.5633,0.5725
-20.2,-29.4,,2.89,0.832096,52,1.58,1.56,3.0,4,-0.4,0.2656,0.4771,0.5993,0.4628,0.5618,0.573
-20.2,-29.2,,2.89,0.826955,47,1.42,1.66,3.0,4,-0.4,0.2715,0.4609,0.6057,0.4654,0.5589,0.5731
-20.2,-29.0,,2.89,0.820203,48,1.45,1.69,3.0,4,-0.4,0.2752,0.4579,0.6101,0.4653,0.5622,0.5724
-20.2,-28.8,,2.89,0.812712,46,1.39,1.63,3.0,3,-0.22,0.2823,0.4574,0.6119,0.4688,0.561,0.5712
-20.2,-28.6,,2.89,0.803503,46,1.39,1.63,3.0,3,-0.15,0.2791,0.4516,0.6158,0.4642,0.5591,0.57
-20.0,-40.0,,2.01,0.880543,112,3.39,1.9,4.0,5,0.04,0.2983,0.5809,0.724,0.3165,0.4378,0.5178
-20.0,-39.8,,2.24,0.884606,100,3.03,1.79,3.05,4,-0.18,0.309,0.5848,0.7516,0.3702,0.5032,0.5936
-20.0,-39.6,,2.4,0.900051,73,2.21,1.96,4.0,4,-0.16,0.3081,0.6035,0.7744,0.4018,0.5555,0.5963
-19.8,-40.0,,1.718,0.884481,125,3.79,1.89,4.0,4,-0.1,0.2867,0.5524,0.7029,0.2522,0.3534,0.4055
-19.8,-39.8,,2.04,0.888762,118,3.58,1.82,4.0,4,-0.03,0.2916,0.5778,0.763,0.3217,0.4421,0.53
-19.8,-39.6,,2.29,0.892082,97,2.94,1.79,3.0,5,-0.23,0.3103,0.5876,0.8097,0.3812,0.5165,0.5955
-19.8,-39.4,,2.42,0.90453,77,2.33,1.92,3.2,4,-0.35,0.3159,0.6045,0.8105,0.4104,0.5533,0.6016
-19.6,-39.6,,2.09,0.933907,108,3.27,1.86,3.0,5,-0.27,0.3063,0.5797,0.8054,0.3441,0.4665,0.5609
-19.6,-39.4,,2.25,0.930149,90,2.73,1.87,4.0,4,-0.34,0.3157,0.6068,0.8258,0.3828,0.5277,0.6058
-19.4,-39.6,,1.7,1.038849,106,3.21,1.8,3.0,4,-0.34,0.2782,0.5683,0.7417,0.2736,0.3689,0.4186
-19.4,-39.4,,2.1,1.02769,89,2.7,1.84,3.0,4,-0.42,0.3217,0.5955,0.8328,0.3683,0.4976,0.5811
-19.2,-39.6,,1.66,1.202045,94,2.85,1.77,3.0,4,-0.39,0.2989,0.5897,0.8045,0.3017,0.3999,0.4469
-19.2,-39.4,,2.06,1.165301,92,2.79,1.68,3.0,4,-0.39,0.3292,0.6342,0.8901,0.389,0.5324,0.6122
-19.0,-39.6,,1.56,1.328167,90,2.73,1.7,3.0,4,-0.24,0.2967,0.5701,0.7794,0.3058,0.3977,0.4473
-19.0,-39.4,,2.02,1.289257,93,2.82,1.71,3.0,4,-0.34,0.3317,0.6639,0.9118,0.4058,0.5487,0.6245
-18.8,-39.6,,1.33,1.435257,94,2.85,1.69,3.0,4,-0.37,0.2867,0.5655,0.7316,0.2773,0.3548,0.4077
-18.8,-39.4,,1.88,1.398173,89,2.7,1.73,3.0,4,-0.45,0.3328,0.6656,0.864,0.3996,0.5169,0.5876
-18.6,-39.6,,1.34,1.53088,98,2.97,1.66,3.0,4,-0.22,0.2947,0.6064,0.7243,0.3005,0.3901,0.4292
-18.6,-39.4,,1.8,1.486701,92,2.79,1.73,3.0,4,-0.17,0.3404,0.6944,0.864,0.4016,0.5292,0.5819
-18.4,-39.6,,1.45,1.603276,98,2.97,1.67,3.0,4,-0.29,0.321,0.6456,0.7721,0.3456,0.4462,0.498
-18.4,-39.4,,1.79,1.559896,98,2.97,1.74,3.0,4,-0.12,0.3673,0.744,0.9154,0.4242,0.5568,0.6195
-18.2,-39.4,,1.62,1.613519,104,3.15,1.77,3.0,4,-0.23,0.3586,0.7168,0.8676,0.3968,0.5116,0.5762
-18.2,-39.2,,1.85,1.551174,97,2.94,1.84,3.0,5,-0.25,0.3742,0.7325,0.9118,0.438,0.5761,0.6576
-18.2,-39.0,,2.0,1.481262,91,2.76,1.81,3.0,5,0.01,0.3731,0.7423,0.9485,0.4559,0.6041,0.7104
-18.0,-39.4,,1.34,1.640337,108,3.27,1.86,3.0,4,-0.24,0.3645,0.6871,0.8051,0.3471,0.4473,0.5021
-18.0,-39.2,,1.71,1.578768,106,3.21,1.88,4.0,4,-0.11,0.3876,0.7363,0.9118,0.4182,0.5583,0.6372
-18.0,-39.0,,1.86,1.506297,103,3.12,1.84,4.0,4,-0.14,0.3791,0.7697,0.9559,0.4338,0.5823,0.7042
-18.0,-38.8,,1.87,1.436191,99,3.0,1.83,4.0,5,-0.02,0.3411,0.6931,0.9154,0.4072,0.5455,0.6625
-17.8,-39.0,,1.65,1.492605,104,3.15,1.91,4.0,4,-0.19,0.3547,0.6996,0.8897,0.3797,0.5096,0.5966
-17.8,-38.8,,1.72,1.423886,87,2.64,1.83,4.0,4,-0.54,0.3314,0.6442,0.8529,0.3702,0.4937,0.5705
-17.6,-39.0,,1.208,1.440744,92,2.79,1.75,3.0,4,-0.41,0.2998,0.5709,0.8316,0.2622,0.3671,0.4369
-17.6,-38.8,,1.72,1.37235,72,2.18,1.81,3.0,4,-0.51,0.323,0.6471,0.8125,0.3582,0.4601,0.5311
-17.4,-39.0,,1.41,1.378398,74,2.24,1.54,3.0,4,-0.28,0.2607,0.5701,0.7206,0.2766,0.3579,0.4001
-17.4,-38.8,,1.82,1.313713,66,2.0,1.8,3.0,4,-0.24,0.3247,0.6472,0.7852,0.371,0.4878,0.5529
-17.2,-39.0,,1.56,1.326453,76,2.3,1.64,3.0,4,-0.13,0.2719,0.5671,0.7279,0.3036,0.3935,0.4321
-17.2,-38.8,,1.83,1.255339,69,2.09,1.8,3.0,4,-0.13,0.3188,0.6266,0.7566,0.3619,0.4868,0.545
-17.0,-39.0,,1.5,1.282712,76,2.3,1.74,3.0,4,-0.11,0.282,0.5611,0.6827,0.2863,0.3693,0.4041
-17.0,-38.8,,1.81,1.209959,69,2.09,1.84,3.0,4,-0.09,0.3113,0.5985,0.7321,0.3483,0.4753,0.5283
-16.8,-39.0,,1.5,1.248092,76,2.3,1.8,3.25,5,-0.26,0.2729,0.5388,0.6524,0.278,0.3674,0.3914
-16.8,-38.8,,1.83,1.20537,70,2.12,1.81,3.0,4,-0.01,0.3176,0.6217,0.7366,0.3548,0.4789,0.546
-16.6,-39.0,,1.25,1.244775,82,2.49,1.8,4.0,4,-0.22,0.2506,0.4763,0.6244,0.2199,0.2998,0.3245
-16.6,-38.8,,1.88,1.219513,72,2.18,1.86,4.0,4,-0.11,0.3252,0.63,0.7346,0.3714,0.4881,0.5758
-16.4,-38.8,,1.8,1.230149,77,2.33,1.84,4.0,5,-0.09,0.3115,0.5974,0.725,0.3505,0.4559,0.5461
-16.4,-38.6,,1.98,1.196776,67,2.03,1.88,4.0,4,-0.13,0.3265,0.6263,0.7124,0.3866,0.4986,0.6068
-16.2,-38.8,,1.54,1.243806,80,2.42,1.88,4.0,5,-0.11,0.2921,0.5829,0.6724,0.2939,0.3848,0.449
-16.2,-38.6,,1.92,1.217879,73,2.21,1.9,4.0,5,-0.23,0.3314,0.6252,0.7146,0.3802,0.4875,0.584
-16.0,-38.8,,1.46,1.242706,83,2.52,1.9,4.0,5,-0.05,0.2723,0.5515,0.6477,0.2703,0.356,0.4064
-16.0,-38.6,,1.94,1.221901,71,2.15,1.85,3.5,5,-0.11,0.3267,0.6327,0.7086,0.3804,0.5014,0.585
-15.8,-38.8,,1.4,1.214102,73,2.21,1.81,3.4,5,-0.05,0.2615,0.5173,0.5787,0.2456,0.3205,0.3753
-15.8,-38.6,,2.01,1.201281,61,1.85,1.97,4.0,5,-0.11,0.3255,0.6068,0.7072,0.3889,0.5306,0.6035
-15.8,-38.4,,2.07,1.212892,53,1.61,1.94,3.0,4,0.02,0.3148,0.6066,0.7059,0.402,0.533,0.6391
-15.6,-38.8,,1.62,1.211194,67,2.03,1.75,3.7,5,-0.15,0.2717,0.5071,0.6105,0.2895,0.378,0.4341
-15.6,-38.6,,2.01,1.206438,57,1.73,1.89,4.0,5,-0.18,0.3216,0.6065,0.6987,0.3894,0.5243,0.6143
-15.4,-38.8,,1.76,1.209872,62,1.88,1.84,3.0,5,-0.03,0.2856,0.5431,0.6586,0.3246,0.4228,0.4876
-15.4,-38.6,,2.02,1.213569,54,1.64,1.89,3.35,4,-0.13,0.3248,0.5887,0.702,0.3955,0.5141,0.6163
-15.2,-38.8,,1.76,1.210033,60,1.82,1.83,3.05,5,0.08,0.2922,0.5201,0.6764,0.3279,0.4304,0.4943
-15.2,-38.6,,2.04,1.219622,53,1.61,1.91,3.0,4,-0.06,0.3311,0.5762,0.7157,0.4028,0.5201,0.622
-15.0,-38.8,,1.87,1.215267,61,1.85,1.77,4.0,5,-0.11,0.2863,0.508,0.7226,0.3475,0.458,0.5378
-15.0,-38.6,,2.06,1.226109,53,1.61,1.85,3.0,4,0.02,0.3229,0.5654,0.7162,0.4056,0.5212,0.6208
-14.8,-38.8,,1.9,1.223076,60,1.82,1.83,4.0,5,-0.03,0.2915,0.5269,0.729,0.3598,0.4597,0.5582
-14.8,-38.6,,2.07,1.230982,53,1.61,1.94,3.4,4,-0.28,0.3199,0.5865,0.7159,0.4105,0.532,0.6363
-14.6,-38.8,,1.938,1.228504,58,1.76,1.86,4.0,5,0.21,0.3121,0.556,0.7325,0.3762,0.4837,0.5818
-14.6,-38.6,,2.08,1.235726,53,1.61,1.89,3.4,4,-0.19,0.326,0.594,0.7162,0.4189,0.5471,0.6447
-14.4,-38.8,,1.95,1.234657,58,1.76,1.88,4.0,5,0.19,0.3258,0.5769,0.735,0.3879,0.5062,0.6055
-14.4,-38.6,,2.1,1.240616,50,1.52,1.92,3.55,4,-0.06,0.3345,0.5875,0.7176,0.4269,0.541,0.6532
-14.2,-38.8,,1.87,1.239166,60,1.82,1.83,3.05,5,0.18,0.3207,0.5611,0.7409,0.3698,0.4912,0.5726
-14.2,-38.6,,2.1,1.245747,48,1.45,1.92,3.65,4,-0.12,0.3447,0.5923,0.721,0.4314,0.5421,0.6567
-14.0,-38.8,,1.8,1.245473,65,1.97,1.83,3.8,5,0.09,0.3058,0.5736,0.7481,0.3527,0.4585,0.5439
-14.0,-38.6,,2.08,1.251505,55,1.67,1.87,3.3,4,-0.09,0.3416,0.6036,0.7267,0.4277,0.5518,0.6551
-13.8,-38.8,,1.73,1.253493,63,1.91,1.92,4.0,5,0.02,0.3095,0.5764,0.7452,0.3422,0.4402,0.5251
-13.8,-38.6,,2.08,1.256198,59,1.79,1.83,4.0,4,0.17,0.3461,0.598,0.7353,0.4315,0.549,0.6557
-13.6,-38.8,,1.71,1.258362,64,1.94,1.94,4.0,5,-0.22,0.2962,0.5596,0.718,0.3327,0.4361,0.5175
-13.6,-38.6,,2.07,1.259701,60,1.82,1.85,4.0,4,0.0,0.3527,0.595,0.7449,0.4291,0.5421,0.6585
-13.4,-38.8,,1.71,1.261148,66,2.0,1.89,4.0,5,-0.09,0.3004,0.5332,0.6966,0.3305,0.4286,0.5073
-13.4,-38.6,,2.05,1.262119,64,1.94,1.89,3.85,5,-0.31,0.3538,0.6152,0.7526,0.4277,0.5431,0.6637
-13.4,-38.4,,2.14,1.261568,57,1.73,1.84,3.2,4,-0.07,0.3595,0.5949,0.739,0.4464,0.5677,0.6812
-13.2,-38.6,,1.99,1.262069,67,2.03,1.97,4.0,5,-0.54,0.3532,0.6305,0.7633,0.4133,0.5356,0.6695
-13.2,-38.4,,2.11,1.260646,62,1.88,1.92,4.0,5,-0.27,0.3614,0.6153,0.753,0.4418,0.5628,0.6796
-13.2,-38.2,,2.17,1.257143,55,1.67,1.91,4.0,4,-0.15,0.3468,0.5953,0.734,0.4465,0.5824,0.6813
-13.2,-38.0,,2.2,1.252796,49,1.49,2.0,4.0,4,-0.39,0.3408,0.6225,0.7376,0.4479,0.5981,0.6761
-13.0,-38.4,,1.96,1.257779,66,2.0,2.12,4.0,5,-0.39,0.3593,0.6242,0.7657,0.4108,0.5336,0.6718
-13.0,-38.2,,2.1,1.257023,63,1.91,1.98,4.0,5,-0.41,0.3428,0.6229,0.7531,0.4332,0.5574,0.6753
-13.0,-38.0,,2.17,1.253253,56,1.7,1.93,4.0,4,-0.34,0.3396,0.622,0.7305,0.4457,0.6047,0.6799
