grid_lat,grid_lon,compound_count_total,mean_overlap_duration,mean_compound_intensity_norm,compound_count_annual_mean,mean_compound_intensity_norm_abspeak,Hazard_Frequency,Hazard_Duration,Hazard_Intensity,Hazard_Index_raw,Hazard_Index
-34.2,-53.4,251,1.55,0.4794,7.61,0.4136,0.7455197132616488,0.23200000000000007,0.9113069016152716,0.6296088716256402,0.8309575827641451
-34.2,-53.2,244,1.58,0.4906,7.39,0.4537,0.7204301075268817,0.2560000000000001,0.9441997063142437,0.6402099379470418,0.849204315370307
-34.0,-53.4,238,1.49,0.4594,7.21,0.3602,0.6989247311827957,0.18400000000000002,0.8525697503671071,0.5784981605166343,0.7429849722132557
-34.0,-53.2,252,1.54,0.4758,7.64,0.4159,0.7491039426523297,0.22400000000000006,0.9007342143906019,0.6246127190143106,0.8223581213519978
-34.0,-53.0,247,1.61,0.4983,7.49,0.4626,0.7311827956989247,0.28000000000000014,0.9668135095447872,0.659332101747904,0.8821177034340303
-33.8,-53.4,241,1.39,0.4098,7.3,0.2619,0.7096774193548387,0.10399999999999994,0.7069016152716593,0.5068596782088327,0.6196796186430421
-33.8,-53.2,252,1.52,0.4671,7.64,0.3587,0.7491039426523297,0.20800000000000005,0.8751835535976505,0.6107624987499934,0.7985188906522294
-33.8,-53.0,263,1.57,0.4788,7.97,0.4259,0.7885304659498208,0.24800000000000008,0.9095447870778266,0.6486917510092158,0.8638033538319848
-33.8,-52.8,264,1.57,0.486,8.0,0.4636,0.7921146953405018,0.24800000000000008,0.9306901615271658,0.6569349522892226,0.8779916897045188
-33.6,-53.0,266,1.51,0.4308,8.06,0.2512,0.7992831541218638,0.20000000000000004,0.7685756240822321,0.5892862594013654,0.761553628394674
-33.6,-52.8,258,1.57,0.4649,7.82,0.3881,0.7706093189964157,0.24800000000000008,0.8687224669603523,0.6291105953189228,0.8300999412536583
-33.6,-52.6,260,1.6,0.4787,7.88,0.4519,0.7777777777777778,0.27200000000000013,0.9092511013215858,0.6530096263664545,0.8712353530933434
-33.4,-52.8,258,1.51,0.4539,7.82,0.3132,0.7706093189964157,0.20000000000000004,0.8364170337738621,0.6023421175900926,0.7840255898079083
-33.4,-52.6,258,1.57,0.4618,7.82,0.376,0.7706093189964157,0.24800000000000008,0.8596182085168868,0.6260758425044343,0.8248764739671667
-33.4,-52.4,252,1.6,0.4558,7.64,0.4264,0.7491039426523297,0.27200000000000013,0.8419970631424374,0.6210336685982557,0.8161977999328321
-33.2,-52.6,235,1.49,0.4333,7.12,0.2932,0.6881720430107527,0.18400000000000002,0.7759177679882525,0.5493632703330018,0.692837512083005
-33.2,-52.4,240,1.56,0.4388,7.27,0.3685,0.7060931899641577,0.24000000000000007,0.7920704845814979,0.5793878915152185,0.7445163920846515
-33.2,-52.2,235,1.6,0.4447,7.12,0.4267,0.6881720430107527,0.27200000000000013,0.8093979441997061,0.5898566624034863,0.7625354155792746
-33.0,-52.4,202,1.45,0.4076,6.12,0.2745,0.5698924731182796,0.152,0.7004405286343612,0.47411100058421357,0.5633120471454974
-33.0,-52.2,216,1.53,0.4408,6.55,0.3937,0.6200716845878136,0.21600000000000005,0.7979441997063144,0.544671961431376,0.6847627527610998
-32.8,-52.4,186,1.38,0.3967,5.64,0.2697,0.5125448028673835,0.09599999999999992,0.6684287812041115,0.42565786135716505,0.47991369375342163
-32.8,-52.2,195,1.48,0.419,5.91,0.3307,0.5448028673835126,0.17600000000000002,0.7339207048458148,0.4849078574097758,0.5818957776411103
-32.8,-52.0,218,1.5,0.4381,6.61,0.4114,0.6272401433691757,0.19200000000000003,0.7900146842878121,0.5364182758856626,0.6705563711951308
-32.6,-52.2,171,1.4,0.4091,5.18,0.3061,0.45878136200716846,0.11199999999999995,0.7048458149779736,0.4252090589950474,0.4791412076236026
-32.6,-52.0,199,1.5,0.4489,6.03,0.4014,0.5591397849462365,0.19200000000000003,0.8217327459618209,0.5242908436360191,0.6496824320318739
-32.4,-52.2,169,1.39,0.3998,5.12,0.2737,0.45161290322580644,0.10399999999999994,0.677533039647577,0.4110486476244611,0.4547680708052132
-32.4,-52.0,201,1.46,0.4221,6.09,0.3362,0.5663082437275986,0.16,0.7430249632892805,0.489777735672293,0.5902778935327277
-32.4,-51.8,226,1.54,0.4485,6.85,0.4043,0.6559139784946236,0.22400000000000006,0.8205580029368574,0.5668239938104938,0.7228912012822443
-32.2,-52.0,226,1.42,0.4136,6.85,0.2907,0.6559139784946236,0.12799999999999995,0.7180616740088106,0.5006585508344781,0.6090061345211506
-32.2,-51.8,234,1.52,0.4287,7.09,0.3307,0.6845878136200717,0.20800000000000005,0.7624082232011749,0.5516653456070822,0.6967998825363056
-32.2,-51.6,242,1.59,0.4377,7.33,0.384,0.7132616487455197,0.2640000000000001,0.7888399412628485,0.5887005300027894,0.7605454611602321
-32.0,-51.8,241,1.45,0.384,7.3,0.1813,0.7096774193548387,0.152,0.6311306901615271,0.49760270317212196,0.6037463584297956
-32.0,-51.6,229,1.57,0.4215,6.94,0.2795,0.6666666666666666,0.24800000000000008,0.7412628487518353,0.5519765051395007,0.6973354555262072
-32.0,-51.4,235,1.62,0.438,7.12,0.3851,0.6881720430107527,0.28800000000000014,0.7897209985315713,0.5886310138474414,0.7604258087913112
-32.0,-51.2,233,1.67,0.4326,7.06,0.432,0.6810035842293907,0.328,0.7738619676945666,0.5942885173079858,0.7701635983431588
-31.8,-51.4,238,1.55,0.4142,7.21,0.2752,0.6989247311827957,0.23200000000000007,0.7198237885462555,0.5502495065763505,0.6943629167232559
-31.8,-51.2,234,1.62,0.4399,7.09,0.3922,0.6845878136200717,0.28800000000000014,0.7953010279001469,0.5892962805067395,0.7615708768888007
-31.8,-51.0,221,1.69,0.4313,6.7,0.4378,0.6379928315412187,0.34400000000000003,0.770044052863436,0.5840122948015516,0.7524759923428281
-31.6,-51.2,228,1.57,0.4072,6.91,0.2698,0.6630824372759857,0.24800000000000008,0.6992657856093979,0.5367827409617946,0.6711836945781605
-31.6,-51.0,227,1.63,0.4254,6.88,0.3859,0.6594982078853047,0.296,0.7527165932452274,0.5694049337101773,0.7273335581918532
-31.6,-50.8,220,1.64,0.3994,6.67,0.4358,0.6344086021505376,0.304,0.6763582966226137,0.5382556329243838,0.6737188608514697
-31.4,-50.8,201,1.65,0.4365,6.09,0.4064,0.5663082437275986,0.312,0.7853157121879587,0.5545413186385191,0.7017500554053517
-31.4,-50.6,210,1.62,0.3981,6.36,0.4423,0.5985663082437276,0.28800000000000014,0.6725403817914831,0.519702230011737,0.6417844335384358
-31.2,-50.8,211,1.57,0.4189,6.39,0.3464,0.6021505376344086,0.24800000000000008,0.7336270190895741,0.5279258522413276,0.6559390696220245
-31.2,-50.6,222,1.65,0.3904,6.73,0.3765,0.6415770609318996,0.312,0.6499265785609398,0.5345012131642798,0.6672566907850861
-31.2,-50.4,209,1.61,0.3718,6.33,0.4295,0.5949820788530465,0.28000000000000014,0.5953010279001468,0.4900943689177312,0.5908228879690016
-31.0,-50.6,195,1.56,0.3865,5.91,0.3317,0.5448028673835126,0.24000000000000007,0.6384728340675477,0.4744252338170201,0.5638529106399004
-31.0,-50.4,222,1.59,0.3768,6.73,0.3942,0.6415770609318996,0.2640000000000001,0.609985315712188,0.5051874588813625,0.6168013667764723
-31.0,-50.2,205,1.59,0.3757,6.21,0.4433,0.5806451612903226,0.2640000000000001,0.6067547723935388,0.48379997789462054,0.5799888768954683
-30.8,-50.4,207,1.56,0.3772,6.27,0.3451,0.5878136200716846,0.24000000000000007,0.6111600587371512,0.47965789293627864,0.5728594510079716
-30.8,-50.2,222,1.59,0.3783,6.73,0.4147,0.6415770609318996,0.2640000000000001,0.6143906020558003,0.5066558876625668,0.6193288509473556
-30.6,-50.4,122,1.41,0.3556,3.7,0.231,0.2831541218637993,0.11999999999999995,0.5477239353891337,0.31695935241764434,0.2928200026872864
-30.6,-50.2,198,1.58,0.3758,6.0,0.3546,0.5555555555555556,0.2560000000000001,0.6070484581497798,0.4728680045684452,0.5611725816198019
-30.6,-50.0,216,1.59,0.3771,6.55,0.4229,0.6200716845878136,0.2640000000000001,0.6108663729809104,0.4983126858562414,0.6049683924968762
-30.4,-50.2,152,1.43,0.3454,4.61,0.258,0.3906810035842294,0.13599999999999995,0.5177679882525696,0.34814966394559965,0.34650528840279365
-30.4,-50.0,210,1.6,0.3689,6.36,0.3711,0.5985663082437276,0.27200000000000013,0.586784140969163,0.4857834830709636,0.583402919169933
-30.4,-49.8,214,1.64,0.3778,6.49,0.4353,0.6129032258064516,0.304,0.6129221732745962,0.5099417996936826,0.6249846176769814
-30.2,-50.0,165,1.58,0.3717,5.0,0.3289,0.43727598566308246,0.2560000000000001,0.5950073421439059,0.42942777593566284,0.48640253376030357
-30.2,-49.8,208,1.6,0.3742,6.3,0.4069,0.5913978494623656,0.27200000000000013,0.6023494860499264,0.48858244517076405,0.5882205395357952
-30.0,-50.0,131,1.46,0.346,3.97,0.2627,0.3154121863799283,0.16,0.5195301027900145,0.3316474297233143,0.3181013669359122
-30.0,-49.8,200,1.59,0.3736,6.06,0.3783,0.5627240143369175,0.2640000000000001,0.6005873715124815,0.4757704619497997,0.5661683397947544
-29.8,-49.8,195,1.54,0.37,5.91,0.3391,0.5448028673835126,0.22400000000000006,0.590014684287812,0.4529391838904416,0.5268707622515403
-29.8,-49.6,226,1.62,0.3734,6.85,0.3984,0.6559139784946236,0.28800000000000014,0.6,0.5146379928315413,0.6330677838279569
-29.6,-49.8,168,1.46,0.3566,5.09,0.2769,0.44802867383512546,0.16,0.5506607929515417,0.3862298222622224,0.41204949361175197
-29.6,-49.6,215,1.61,0.3769,6.52,0.3713,0.6164874551971327,0.28000000000000014,0.6102790014684287,0.5022554855551872,0.6117548052637766
-29.6,-49.4,233,1.66,0.3749,7.06,0.4146,0.6810035842293907,0.32,0.6044052863436123,0.5351362901910011,0.6683497959822025
-29.4,-49.6,192,1.56,0.367,5.82,0.3227,0.5340501792114696,0.24000000000000007,0.5812041116005873,0.4517514302706857,0.5248263808615349
-29.4,-49.4,231,1.63,0.3688,7.0,0.3834,0.6738351254480287,0.296,0.5864904552129222,0.5187751935536503,0.6401888028863832
-29.4,-49.2,242,1.67,0.3767,7.33,0.4217,0.7132616487455197,0.328,0.6096916299559471,0.5503177595671556,0.6944803949122449
-29.2,-49.4,227,1.62,0.3602,6.88,0.3445,0.6594982078853047,0.28800000000000014,0.5612334801762114,0.502910562687172,0.6128823349764818
-29.2,-49.2,248,1.68,0.3735,7.52,0.3943,0.7347670250896058,0.336,0.6002936857562408,0.5570202369486155,0.7060168110491243
-29.2,-49.0,243,1.67,0.3819,7.36,0.4308,0.7168458781362007,0.328,0.6249632892804698,0.5566030558055569,0.7052987518902682
-29.0,-49.4,203,1.5,0.3433,6.15,0.2749,0.5734767025089605,0.19200000000000003,0.5116005873715124,0.42569242996015766,0.4799731938108923
-29.0,-49.2,254,1.67,0.3616,7.7,0.3479,0.7562724014336918,0.328,0.5653450807635828,0.5498724940657582,0.6937139964862352
-29.0,-49.0,251,1.72,0.3855,7.61,0.4026,0.7455197132616488,0.36800000000000005,0.6355359765051395,0.5830185632555961,0.7507655649903691
-29.0,-48.8,242,1.71,0.3777,7.33,0.4342,0.7132616487455197,0.36000000000000004,0.6126284875183553,0.561963378754625,0.7145250293767944
-29.0,-48.6,217,1.69,0.377,6.58,0.4532,0.6236559139784946,0.34400000000000003,0.6105726872246695,0.5260762004010547,0.6527554179476813
-28.8,-49.0,268,1.68,0.37,8.12,0.3498,0.8064516129032258,0.336,0.590014684287812,0.5774887657303459,0.7412475850296405
-28.8,-48.8,258,1.71,0.3912,7.82,0.4098,0.7706093189964157,0.36000000000000004,0.6522760646108663,0.594295127869094,0.7701749765514693
-28.8,-48.6,243,1.68,0.3836,7.36,0.4433,0.7168458781362007,0.336,0.6299559471365638,0.5609339417575882,0.7127531452049257
-28.8,-48.4,206,1.67,0.3771,6.24,0.4577,0.5842293906810035,0.328,0.6108663729809104,0.5076985878873046,0.6211235640085092
-28.6,-48.8,277,1.7,0.3812,8.39,0.3517,0.8387096774193549,0.35200000000000004,0.622907488986784,0.604539055468713,0.7878069960182068
-28.6,-48.6,255,1.71,0.3712,7.73,0.3997,0.7598566308243727,0.36000000000000004,0.5935389133627018,0.5711318480623582,0.730305952049476
-28.6,-48.4,221,1.67,0.3795,6.7,0.442,0.6379928315412187,0.328,0.6179148311306901,0.5279692208906362,0.6560137164663545
-28.4,-48.6,248,1.6,0.3339,7.52,0.3142,0.7347670250896058,0.27200000000000013,0.4839941262848751,0.49692038379149367,0.6025719389032248
-28.4,-48.4,241,1.63,0.3623,7.3,0.4162,0.7096774193548387,0.296,0.5674008810572687,0.5243594334707025,0.6498004900021784
-28.2,-48.6,211,1.44,0.3192,6.39,0.2686,0.6021505376344086,0.144,0.44082232011747424,0.3956576192506276,0.4282767754244614
-28.2,-48.4,245,1.58,0.341,7.43,0.3673,0.7240143369175627,0.2560000000000001,0.5048458149779737,0.4949533839651788,0.5991863059132042
-28.2,-48.2,220,1.63,0.3632,6.67,0.4306,0.6344086021505376,0.296,0.5700440528634362,0.500150885004658,0.608132331606503
-28.0,-48.4,243,1.51,0.325,7.36,0.3374,0.7168458781362007,0.20000000000000004,0.457856093979442,0.45823399070521426,0.535984272272263
-28.0,-48.2,229,1.58,0.3561,6.94,0.414,0.6666666666666666,0.2560000000000001,0.5491923641703378,0.49061967694566816,0.5917270569300319
-27.8,-48.4,220,1.42,0.3091,6.67,0.2899,0.6344086021505376,0.12799999999999995,0.41116005873715117,0.3911895536292296,0.42058626616919487
-27.8,-48.2,231,1.55,0.3395,7.0,0.3838,0.6738351254480287,0.23200000000000007,0.5004405286343613,0.46875855136079664,0.5540993220472137
-27.6,-48.4,194,1.37,0.2928,5.88,0.2218,0.5412186379928315,0.08800000000000009,0.36328928046989717,0.3308359728209096,0.31670467374763245
-27.6,-48.2,220,1.49,0.3288,6.67,0.3658,0.6344086021505376,0.18400000000000002,0.46901615271659314,0.42914158495571025,0.4859099370603898
-27.6,-48.0,206,1.57,0.3422,6.24,0.4179,0.5842293906810035,0.24800000000000008,0.5083700440528635,0.4468664782446224,0.5164183197560629
-27.4,-48.4,163,1.31,0.2528,4.94,0.1414,0.43010752688172044,0.04000000000000004,0.24581497797356833,0.23864083495176294,0.15801686091031755
-27.4,-48.2,197,1.48,0.3237,5.97,0.3597,0.5519713261648745,0.17600000000000002,0.45403817914831124,0.3940031684377286,0.4254291070222677
-27.4,-48.0,210,1.53,0.3326,6.36,0.4104,0.5985663082437276,0.21600000000000005,0.48017621145374445,0.43158083989915735,0.4901084234542994
-27.2,-48.4,149,1.28,0.2611,4.52,0.1783,0.37992831541218636,0.016000000000000018,0.2701908957415565,0.2220397370512476,0.1294427736274292
-27.2,-48.2,181,1.41,0.2967,5.49,0.3164,0.4946236559139785,0.11999999999999995,0.3747430249632893,0.329788893625756,0.3149024235293811
-27.2,-48.0,201,1.48,0.3254,6.09,0.3986,0.5663082437275986,0.17600000000000002,0.45903083700440533,0.4004463602440013,0.4365192364917839
-27.0,-48.4,122,1.27,0.2656,3.7,0.226,0.2831541218637993,0.008000000000000009,0.2834067547723935,0.19152029221206426,0.07691219487377644
-27.0,-48.2,172,1.43,0.311,5.21,0.337,0.46236559139784944,0.13599999999999995,0.4167400881057268,0.3383685598345254,0.3296698884631199
-26.8,-48.4,148,1.33,0.275,4.49,0.2575,0.3763440860215054,0.05600000000000006,0.31101321585903086,0.2477857672935121,0.1737572713636007
-26.8,-48.2,182,1.42,0.3037,5.52,0.3396,0.4982078853046595,0.12799999999999995,0.3953010279001469,0.34050297106826877,0.3333436727667874
-26.6,-48.6,140,1.26,0.2731,4.24,0.2227,0.34767025089605735,0.0,0.3054331864904552,0.21770114579550418,0.12197511781518679
-26.6,-48.4,161,1.33,0.287,4.88,0.2722,0.4229390681003584,0.05600000000000006,0.3462555066079294,0.27506485823609594,0.22071049881050603
-26.6,-48.2,176,1.45,0.3108,5.33,0.3427,0.4767025089605735,0.152,0.41615271659324526,0.3482850751846063,0.34673836049149803
-26.4,-48.4,166,1.38,0.283,5.03,0.2187,0.44086021505376344,0.09599999999999992,0.33450807635829655,0.2904560971373533,0.24720215655457983
-26.4,-48.2,178,1.4,0.3182,5.39,0.3452,0.4838709677419355,0.11199999999999995,0.437885462555066,0.34458547676566714,0.34037054983416065
-26.2,-48.4,160,1.32,0.2786,4.85,0.1725,0.41935483870967744,0.04800000000000005,0.32158590308370044,0.2629802472644593,0.19991026434694223
-26.2,-48.2,185,1.36,0.3208,5.61,0.3073,0.5089605734767025,0.08000000000000008,0.44552129221732734,0.34482728856467665,0.3407867603457989
-26.0,-48.4,152,1.3,0.2803,4.61,0.1693,0.3906810035842294,0.032000000000000035,0.32657856093979437,0.24975318817467462,0.17714362908026532
-26.0,-48.2,177,1.37,0.3153,5.36,0.2851,0.48028673835125446,0.08800000000000009,0.42936857562408226,0.33255177132511227,0.31965793482185423
-25.8,-48.2,187,1.32,0.3195,5.67,0.2852,0.5161290322580645,0.04800000000000005,0.44170337738619675,0.33527746988142043,0.3243494527516638
-25.8,-48.0,199,1.42,0.3469,6.03,0.3538,0.5591397849462365,0.12799999999999995,0.522173274596182,0.4031043531808061,0.4410942183772412
-25.6,-48.4,186,1.36,0.3076,5.64,0.206,0.5125448028673835,0.08000000000000008,0.40675477239353885,0.3330998584203075,0.32060131149432397
-25.6,-48.2,194,1.36,0.3253,5.88,0.2691,0.5412186379928315,0.08000000000000008,0.4587371512481644,0.359985263080332,0.3668769195291074
-25.6,-48.0,196,1.43,0.346,5.94,0.3446,0.5483870967741935,0.13599999999999995,0.5195301027900145,0.40130573318806934,0.43799840357214853
-25.6,-47.8,203,1.43,0.3637,6.15,0.3825,0.5734767025089605,0.13599999999999995,0.5715124816446403,0.42699639471786693,0.48221759975463657
-25.4,-48.0,204,1.43,0.3456,6.18,0.3146,0.5770609318996416,0.13599999999999995,0.5183553597650514,0.4104720972215643,0.4537757026116103
-25.4,-47.8,203,1.43,0.3564,6.15,0.3421,0.5734767025089605,0.13599999999999995,0.5500734214390601,0.4198500413160069,0.46991717678967243
-25.4,-47.6,204,1.45,0.3694,6.18,0.3897,0.5770609318996416,0.152,0.5882525697503671,0.4391045005500029,0.5030582739649345
-25.2,-47.8,204,1.44,0.3482,6.18,0.3025,0.5770609318996416,0.144,0.5259911894273127,0.4156840404423181,0.46274658642879773
-25.2,-47.6,205,1.45,0.37,6.21,0.3688,0.5806451612903226,0.152,0.590014684287812,0.44088661519271155,0.5061256794855832
-25.0,-47.8,197,1.4,0.3078,5.97,0.1823,0.5519713261648745,0.11199999999999995,0.4073421439060206,0.3571044900236317,0.3619184847763196
-25.0,-47.6,212,1.46,0.3576,6.42,0.3412,0.6057347670250897,0.16,0.5535976505139499,0.4397774725130132,0.5042166045600089
-25.0,-47.4,217,1.48,0.3649,6.58,0.3677,0.6236559139784946,0.17600000000000002,0.5750367107195301,0.4582308748993416,0.5359789092950976
-25.0,-47.2,206,1.52,0.3767,6.24,0.3942,0.5842293906810035,0.20800000000000005,0.6096916299559471,0.4673070068789835,0.5516008994147541
-24.8,-47.4,224,1.48,0.3623,6.79,0.3378,0.6487455197132617,0.17600000000000002,0.5674008810572687,0.4640488002568435,0.545992819698302
-24.8,-47.2,219,1.51,0.3718,6.64,0.3761,0.6308243727598566,0.20000000000000004,0.5953010279001468,0.4753751335533345,0.5654878939487209
-24.8,-47.0,211,1.57,0.3694,6.39,0.3904,0.6021505376344086,0.24800000000000008,0.5882525697503671,0.4794677024615919,0.5725320919828855
-24.8,-46.8,208,1.6,0.3699,6.3,0.4035,0.5913978494623656,0.27200000000000013,0.5897209985315712,0.4843729493313123,0.5809750849125973
-24.6,-47.2,234,1.52,0.3559,7.09,0.3188,0.6845878136200717,0.20800000000000005,0.548604992657856,0.4803976020926426,0.574132650776117
-24.6,-47.0,232,1.55,0.3623,7.03,0.3602,0.6774193548387096,0.23200000000000007,0.5674008810572687,0.4922734119653261,0.5945734932969308
-24.6,-46.8,219,1.58,0.362,6.64,0.3763,0.6308243727598566,0.2560000000000001,0.5665198237885462,0.4844480655161343,0.5811043761458833
-24.6,-46.6,217,1.61,0.3715,6.58,0.4012,0.6236559139784946,0.28000000000000014,0.5944199706314244,0.4993586282033064,0.6067686859531889
-24.4,-46.8,237,1.6,0.3553,7.18,0.3415,0.6953405017921147,0.27200000000000013,0.5468428781204111,0.5047277933041753,0.6160101826992385
-24.4,-46.6,239,1.59,0.3574,7.24,0.3611,0.7025089605734767,0.2640000000000001,0.5530102790014684,0.5065064131916484,0.6190715729887422
-24.4,-46.4,232,1.61,0.3677,7.03,0.383,0.6774193548387096,0.28000000000000014,0.5832599118942732,0.513559755577661,0.6312119038380508
-24.4,-46.2,233,1.63,0.3658,7.06,0.392,0.6810035842293907,0.296,0.5776798825256975,0.5182278222516961,0.6392466582492082
-24.4,-46.0,223,1.67,0.3746,6.76,0.4053,0.6451612903225806,0.328,0.6035242290748898,0.5255618397991567,0.6518700918793942
-24.4,-45.2,163,1.77,0.3549,4.94,0.4359,0.43010752688172044,0.4080000000000001,0.5456681350954478,0.4612585539923894,0.5411902011739702
-24.2,-46.6,248,1.63,0.3594,7.52,0.338,0.7347670250896058,0.296,0.5588839941262849,0.5298836730719635,0.6593089035712063
-24.2,-46.4,249,1.65,0.361,7.55,0.3546,0.7383512544802867,0.312,0.5635829662261379,0.5379780735688082,0.6732411210477575
-24.2,-46.2,245,1.66,0.364,7.43,0.3616,0.7240143369175627,0.32,0.5723935389133626,0.5388026252769751,0.674660353234665
-24.2,-46.0,239,1.66,0.3728,7.24,0.3802,0.7025089605734767,0.32,0.5982378854625551,0.5402489486786773,0.6771497892567393
-24.2,-45.8,243,1.69,0.3757,7.36,0.3994,0.7168458781362007,0.34400000000000003,0.6067547723935388,0.5558668835099132,0.7040316398259322
-24.2,-45.6,232,1.7,0.3739,7.03,0.4039,0.6774193548387096,0.35200000000000004,0.6014684287812041,0.5436292612066379,0.6829680396999457
-24.2,-45.4,224,1.69,0.3646,6.79,0.4158,0.6487455197132617,0.34400000000000003,0.5741556534508075,0.5223003910546898,0.6462564317677837
-24.2,-45.2,197,1.78,0.3622,5.97,0.4256,0.5519713261648745,0.4160000000000001,0.5671071953010279,0.5116928404886342,0.6279985383713044
-24.2,-45.0,166,1.81,0.3564,5.03,0.4309,0.44086021505376344,0.4400000000000001,0.5500734214390601,0.4769778788309413,0.568246565919034
-24.0,-46.4,285,1.66,0.3558,8.64,0.2798,0.8673835125448028,0.32,0.5483113069016152,0.5785649398154727,0.7430999138589911
-24.0,-46.2,273,1.68,0.3481,8.27,0.2886,0.8243727598566308,0.336,0.5256975036710719,0.5620234211759009,0.714628375396226
-24.0,-46.0,264,1.69,0.37,8.0,0.3527,0.7921146953405018,0.34400000000000003,0.590014684287812,0.5753764598761046,0.7376118488747821
-24.0,-45.8,271,1.68,0.3683,8.21,0.352,0.8172043010752689,0.336,0.5850220264317181,0.5794087758356623,0.744552338526193
-24.0,-45.6,254,1.71,0.3758,7.7,0.3612,0.7562724014336918,0.36000000000000004,0.6070484581497798,0.5744402865278239,0.7360004916545553
-24.0,-45.4,244,1.77,0.3822,7.39,0.3859,0.7204301075268817,0.4080000000000001,0.6258443465491923,0.5847581513586914,0.7537597731199757
-24.0,-45.2,230,1.74,0.3709,6.97,0.4001,0.6702508960573477,0.38400000000000006,0.5926578560939795,0.5489695840504424,0.6921598926708828
-24.0,-45.0,206,1.75,0.3551,6.24,0.4102,0.5842293906810035,0.39200000000000007,0.5462555066079295,0.5074949657629777,0.6207730862034803
-24.0,-44.8,177,1.82,0.3464,5.36,0.4191,0.48028673835125446,0.4480000000000001,0.5207048458149779,0.48299719472207747,0.5786071130760543
-23.8,-45.8,298,1.72,0.3726,9.03,0.2913,0.9139784946236559,0.36800000000000005,0.5976505139500733,0.6265430028579098,0.8256805581786633
-23.8,-45.6,300,1.75,0.364,9.09,0.2485,0.921146953405018,0.39200000000000007,0.5723935389133626,0.6285134974394602,0.8290722063998289
-23.8,-45.4,289,1.73,0.3164,8.76,0.1499,0.8817204301075269,0.37600000000000006,0.4325991189427313,0.5634398496834194,0.7170663558265775
-23.8,-45.2,225,1.61,0.2922,6.82,0.1948,0.6523297491039427,0.28000000000000014,0.3615271659324523,0.43128563834546507,0.4896003176042045
-23.8,-45.0,217,1.73,0.3489,6.58,0.3644,0.6236559139784946,0.37600000000000006,0.5280469897209985,0.5092343012331644,0.6237668594971005
-23.8,-44.8,216,1.73,0.3488,6.55,0.3938,0.6200716845878136,0.37600000000000006,0.5277533039647576,0.5079416628508571,0.6215419487000794
-23.8,-44.6,200,1.8,0.3438,6.06,0.4103,0.5627240143369175,0.4320000000000001,0.5130690161527165,0.502597676829878,0.6123437906073396
