grid_lat,grid_lon,Hazard_Frequency_mhws,Hazard_Severity_mhws,Hazard_Index_mhws,Hazard_Frequency_hat_q90,Hazard_Severity_hat_q90,Hazard_Index_hat_q90,Hazard_Frequency_hat_final,Hazard_Severity_hat_final,Hazard_Index_hat_final
-33.6,-53.0,0.8626865671641791,0.8408988764044943,0.9225877636587654,0.688953488372093,0.6980273141122915,0.6934904012421923,0.9795918367346939,0.6618158810503005,0.8378018559527576
-33.6,-52.8,0.835820895522388,0.9391011235955055,0.9617002887143934,0.6598837209302325,0.7665655032878098,0.7132246121090211,0.9489795918367347,0.755457133818412,0.8699729120531479
-33.6,-52.6,0.835820895522388,0.9870786516853932,0.9880054800566396,0.6366279069767442,0.8090541224076885,0.7228410146922164,0.9387755102040817,0.7835073289043551,0.8790818657949313
-33.4,-52.8,0.8507462686567164,0.876067415730337,0.9353233785100866,0.6598837209302325,0.7582195245321195,0.7090516227311761,0.9897959183673469,0.6751028155646946,0.8497920621111462
-33.4,-52.6,0.844776119402985,0.9206741573033707,0.9565071075231246,0.6686046511627907,0.7460799190692969,0.7073422851160438,0.9591836734693877,0.7173890119160603,0.8557506414988225
-33.4,-52.4,0.817910447761194,0.9277528089887639,0.9456582504275547,0.6075581395348837,0.7518968133535661,0.6797274764442249,0.9183673469387755,0.7526099335653273,0.8528946535906358
-33.2,-52.6,0.7731343283582089,0.8110112359550561,0.8571010868166019,0.6046511627906976,0.7067526555386949,0.6557019091646963,0.9795918367346939,0.6193187809764843,0.8161106277900806
-33.2,-52.4,0.764179104477612,0.8773033707865168,0.8885378546865518,0.6046511627906976,0.7262266059686394,0.6654388843796686,0.9489795918367347,0.6786881788463566,0.8307887579528279
-33.2,-52.2,0.7820895522388059,0.8475280898876403,0.882032586108608,0.5494186046511628,0.7352048558421852,0.642311730246674,0.8877551020408163,0.7163344933038068,0.8187540642904847
-33.0,-52.4,0.6507462686567164,0.7540449438202247,0.7587644127328564,0.5203488372093024,0.6269600404653516,0.573654438837327,0.9795918367346939,0.5387535590003164,0.7749887957397448
-33.0,-52.2,0.7074626865671642,0.825505617977528,0.8290415417716397,0.5261627906976745,0.6954982296408702,0.6108305101692724,0.9285714285714286,0.6545397026257513,0.8080463065485606
-32.8,-52.4,0.5582089552238806,0.7183146067415729,0.6884376321741847,0.44476744186046513,0.6191198786039454,0.5319436602322052,0.9387755102040817,0.5408625962248234,0.7552319501564203
-32.8,-52.2,0.6238805970149254,0.7721348314606741,0.7539528126666544,0.47674418604651164,0.657814871016692,0.5672795285316018,0.9387755102040817,0.5635347463882737,0.7668041934690147
-32.8,-52.0,0.6955223880597015,0.8305617977528088,0.8252671067875466,0.5,0.7226858877086495,0.6113429438543247,0.9183673469387755,0.6543287989033006,0.8027303244402264
-32.6,-52.2,0.5283582089552239,0.7125842696629212,0.6689291822210779,0.3953488372093023,0.6143146181082448,0.5048317276587736,0.8877551020408163,0.517874090477697,0.7174565670146579
-32.6,-52.0,0.6477611940298508,0.8188764044943819,0.7926736423987202,0.47093023255813954,0.7210419828022256,0.5959861076801826,0.9387755102040817,0.6130971211641886,0.7921016555942213
-32.4,-52.2,0.5104477611940299,0.7008988764044943,0.6527023299435444,0.41569767441860467,0.5885179564997471,0.5021078154591759,0.826530612244898,0.5199831277022039,0.6872830547646666
-32.4,-52.0,0.6328358208955224,0.7429213483146067,0.7428455837731477,0.5058139534883721,0.6356853818917553,0.5707496676900636,0.8979591836734694,0.6139407360539914,0.7716989173608915
-32.4,-51.8,0.7044776119402985,0.8276404494382021,0.828575369168245,0.5494186046511628,0.7353313100657562,0.6423749573584595,0.9285714285714286,0.6780554676790045,0.8200491449611585
-32.2,-52.0,0.7044776119402985,0.7279775280898876,0.7739320325861087,0.5901162790697675,0.6584471421345474,0.6242817106021574,0.9285714285714286,0.627965833596963,0.7944825608984498
-32.2,-51.8,0.7373134328358208,0.7762921348314606,0.8184253112414719,0.622093023255814,0.7038442083965605,0.6629686158261872,0.9489795918367347,0.672782874617737,0.8277745922528034
-32.2,-51.6,0.7671641791044777,0.7992134831460673,0.8473592747200206,0.627906976744186,0.7391249367728883,0.6835159567585372,0.9183673469387755,0.7299377834018771,0.8413224102780414
-32.0,-51.8,0.7731343283582089,0.66438202247191,0.7767070008643042,0.6744186046511628,0.6506069802731411,0.6625127924621519,0.9489795918367347,0.6411473162501318,0.8116272760026715
-32.0,-51.6,0.7223880597014926,0.7413483146067416,0.7910829548171169,0.6482558139534884,0.7193980778958017,0.6838269459246451,0.9285714285714286,0.7017821364547083,0.8321596321487574
-32.0,-51.4,0.7373134328358208,0.7775280898876404,0.8191029625406866,0.6540697674418605,0.7714972180070815,0.712783492724471,0.9183673469387755,0.7592534008225245,0.8562855900031636
-32.0,-51.2,0.7313432835820896,0.7785393258426965,0.8163840820905127,0.5959302325581395,0.7917298937784523,0.6938300631682959,0.8367346938775511,0.8078667088474112,0.8394319659741994
-31.8,-51.4,0.7343283582089553,0.7248314606741572,0.7885737141175821,0.7209302325581395,0.750126454223571,0.7355283433908553,0.9387755102040817,0.7583043340714963,0.8662178371823263
-31.8,-51.2,0.7253731343283583,0.7807865168539324,0.8143428529395538,0.6715116279069767,0.8069044006069803,0.7392080142569786,0.8979591836734694,0.8040704418432985,0.8687442880241836
-31.8,-51.0,0.7044776119402985,0.7739325842696628,0.7991283399841851,0.5436046511627907,0.7759231158320689,0.6597638834974298,0.8367346938775511,0.7573552673204681,0.813650084361489
-31.6,-51.2,0.7164179104477612,0.699438202247191,0.7648310928851211,0.7063953488372093,0.7474709155285787,0.726933132182894,0.9081632653061225,0.7737003058103975,0.8584511977573904
-31.6,-51.0,0.7074626865671642,0.7426966292134831,0.7836389047242501,0.6308139534883721,0.7655538694992414,0.6981839114938068,0.8673469387755102,0.7767584097859327,0.8391787716615698
-31.6,-50.8,0.6925373134328359,0.7130337078651685,0.7591919674874492,0.47674418604651164,0.7064997470915528,0.5916219665690322,0.8367346938775511,0.6554887693767795,0.7616557260360646
-31.4,-50.8,0.6328358208955224,0.7270786516853932,0.7341593262104856,0.5494186046511628,0.7383662114314619,0.6438924080413123,0.8469387755102041,0.7224507012548772,0.8010425454321769
-31.4,-50.6,0.6985074626865672,0.683258426966292,0.7461400540649882,0.4186046511627907,0.6599645928174002,0.5392846219900954,0.7857142857142857,0.6206896551724138,0.7178520114942529
-31.2,-50.8,0.6567164179104478,0.6857303370786516,0.7245820997076078,0.6366279069767442,0.7094081942336875,0.6730180506052159,0.8979591836734694,0.7205525677528208,0.8261153731238358
-31.2,-50.6,0.6895522388059702,0.6686516853932583,0.733221464168153,0.5377906976744186,0.6557916034395549,0.5967911505569867,0.8571428571428571,0.6388273753031741,0.7635681394776618
-31.2,-50.4,0.7194029850746269,0.6143820224719101,0.7198330237775612,0.34593023255813954,0.610900354071826,0.4784152933149828,0.7448979591836735,0.5576294421596542,0.6648316944356568
-31.0,-50.6,0.5880597014925373,0.6297752808988764,0.6562597693962743,0.5377906976744186,0.636949924127466,0.5873703109009423,0.8163265306122449,0.639987345776653,0.7433268744068333
-31.0,-50.4,0.6716417910447762,0.6558426966292134,0.7163785652549697,0.4738372093023256,0.6325240263024785,0.553180617802402,0.8469387755102041,0.585890540968048,0.7313399636191079
-31.0,-50.2,0.7044776119402985,0.6180898876404494,0.7136826716195589,0.2877906976744186,0.6310065756196257,0.4593986366470222,0.673469387755102,0.5555204049351471,0.6272968733523147
-30.8,-50.4,0.6179104477611941,0.6415730337078651,0.67909487118189,0.5290697674418605,0.6402377339403136,0.584653750691087,0.8469387755102041,0.6066645576294422,0.7419433679566945
-30.8,-50.2,0.6895522388059702,0.6468539325842696,0.7212701594365472,0.4563953488372093,0.6167172483560952,0.5365562985966522,0.7959183673469388,0.5916903933354424,0.7082586382649655
-30.6,-50.4,0.3582089552238806,0.5234831460674156,0.4719588444068482,0.3372093023255814,0.5440060698027315,0.44060768606415646,0.6938775510204082,0.4953073921754719,0.6069798147562305
-30.6,-50.2,0.6119402985074627,0.6299999999999999,0.6694762684124386,0.5058139534883721,0.597622660596864,0.551718307042618,0.8163265306122449,0.590108615417062,0.7178679391191255
-30.6,-50.0,0.6746268656716418,0.6558426966292134,0.7180152264660989,0.4011627906976744,0.6273394031360647,0.5142510969168695,0.826530612244898,0.5584730570494568,0.706928956202327
-30.4,-50.2,0.4417910447761194,0.547752808988764,0.531091965648504,0.3866279069767442,0.5386949924127467,0.46266144969474543,0.7653061224489796,0.5130233048613307,0.6524806451896376
-30.4,-50.0,0.6208955223880597,0.6288764044943819,0.6737702054101765,0.45930232558139533,0.597749114820435,0.5285257202009152,0.8469387755102041,0.5567858272698514,0.7164844326689868
-30.4,-49.8,0.6835820895522388,0.6425842696629213,0.7156558597988193,0.37209302325581395,0.6356853818917553,0.5038892025737847,0.7959183673469388,0.5629020352209216,0.6935645804773455
-30.2,-50.0,0.48656716417910445,0.5965168539325842,0.5823783078026444,0.3953488372093023,0.563859382903389,0.4796041100563456,0.8469387755102041,0.5134451123062321,0.694362609406306
-30.2,-49.8,0.6298507462686567,0.6295505617977527,0.6790498170249544,0.40988372093023256,0.6244309559939303,0.5171573384620815,0.8163265306122449,0.5757671622904145,0.7105478224190657
-30.0,-50.0,0.3582089552238806,0.525505617977528,0.4730677283510179,0.29069767441860467,0.546914516944866,0.4188060956817353,0.7244897959183674,0.4939365179795423,0.6219050977187247
-30.0,-49.8,0.5880597014925373,0.6348314606741573,0.6590319792566983,0.4418604651162791,0.5986342943854325,0.5202473797508558,0.8061224489795918,0.5818833702414847,0.7084613035607578
-29.8,-49.8,0.5671641791044776,0.602696629213483,0.6299564169992091,0.4738372093023256,0.5738492665655033,0.5238432379339144,0.8367346938775511,0.565749235474006,0.7158511722731906
-29.8,-49.6,0.6597014925373135,0.6606741573033706,0.7124809209437467,0.436046511627907,0.6734951947395043,0.5547708531837057,0.8163265306122449,0.6064536539069914,0.7262107191816936
-29.6,-49.8,0.48656716417910445,0.527752808988764,0.5446762537008772,0.43023255813953487,0.5316135558927668,0.48092305701615085,0.8163265306122449,0.5267320468206264,0.6855194822313615
-29.6,-49.6,0.6179104477611941,0.6384269662921348,0.6773699406020706,0.48546511627906974,0.6222812341932221,0.5538731752361459,0.8163265306122449,0.6106717283560054,0.728363694681711
-29.6,-49.4,0.6716417910447762,0.6670786516853932,0.7225390316114676,0.42151162790697677,0.6943601416287305,0.5579358847678536,0.7959183673469388,0.6179479067805547,0.7216609107525748
-29.4,-49.6,0.564179104477612,0.5857303370786516,0.6190174515897681,0.4883720930232558,0.5920586747597371,0.5402153838914965,0.7959183673469388,0.5870505114415269,0.705890365214946
-29.4,-49.4,0.6656716417910448,0.6308988764044943,0.6994290075212857,0.47674418604651164,0.6478249873545776,0.5622845867005446,0.7959183673469388,0.619529684698935,0.7224682765650815
-29.4,-49.2,0.7164179104477612,0.6450561797752808,0.7350144357196712,0.42151162790697677,0.6746332827516439,0.5480724553293104,0.8163265306122449,0.5881050300537805,0.7168452757566172
-29.2,-49.4,0.6328358208955224,0.607191011235955,0.6684271501866529,0.5377906976744186,0.61848760748609,0.5781391525802543,0.8163265306122449,0.6019192238743013,0.7238962705191747
-29.2,-49.2,0.7194029850746269,0.6356179775280898,0.7314763051913422,0.49127906976744184,0.6628730399595347,0.5770760548634883,0.8163265306122449,0.6207951070336392,0.7335308358817533
-29.2,-49.0,0.7343283582089553,0.6247191011235955,0.7336839588811858,0.39244186046511625,0.6549064238745574,0.5236741421698369,0.7857142857142857,0.5823051776863861,0.698259934444093
-29.0,-49.4,0.5761194029850746,0.5247191011235954,0.5921127641185014,0.5348837209302325,0.5696762771876581,0.5522799990589453,0.7857142857142857,0.5971738901191606,0.705849173081655
-29.0,-49.2,0.7164179104477612,0.6132584269662921,0.7175803159307821,0.6046511627906976,0.6302478502781993,0.6174495065344485,0.8061224489795918,0.6425181904460613,0.7394103263735105
-29.0,-49.0,0.7492537313432835,0.6294382022471909,0.7444546608065613,0.4796511627906977,0.6743803743045018,0.5770157685475997,0.7857142857142857,0.6482125909522303,0.7319001766318675
-29.0,-48.8,0.7492537313432835,0.6139325842696628,0.7359532172345941,0.3313953488372093,0.6932220536165908,0.5123087012269001,0.7653061224489796,0.5898977116946114,0.691718623677458
-29.0,-48.6,0.7582089552238805,0.5701123595505617,0.7168373820776403,0.20930232558139536,0.6674253920080931,0.43836385879474427,0.5714285714285714,0.5384372034166404,0.5664939892439101
-28.8,-49.0,0.7522388059701492,0.6291011235955056,0.7459065080269957,0.6482558139534884,0.6707132018209409,0.6594845078872147,0.8163265306122449,0.693240535695455,0.7705081900945552
-28.8,-48.8,0.7761194029850746,0.6233707865168538,0.7558579598742161,0.5087209302325582,0.670966110268083,0.5898435202503205,0.7857142857142857,0.6799536011810609,0.7481013172694998
-28.8,-48.6,0.7880597014925373,0.5791011235955055,0.7381323672741316,0.3168604651162791,0.6793120890237735,0.4980862770700263,0.7244897959183674,0.5846251186333439,0.6681940709691027
-28.8,-48.4,0.7313432835820896,0.5692134831460673,0.7016145938689566,0.17732558139534885,0.6203844208396561,0.39885500111750244,0.4897959183673469,0.5019508594326689,0.5062040845020914
-28.6,-48.8,0.8029850746268656,0.6362921348314606,0.7776724470843525,0.7034883720930233,0.6982802225594336,0.7008842973262284,0.8061224489795918,0.7561952968469893,0.7974330160989841
-28.6,-48.6,0.764179104477612,0.5878651685393258,0.7298442413431655,0.49127906976744184,0.6158320687910976,0.5535555692792697,0.7755102040816326,0.6415691236950333,0.7233009068860067
-28.6,-48.4,0.7701492537313432,0.5461797752808988,0.7102622335828168,0.2558139534883721,0.6762771876580679,0.46604557057322,0.6122448979591837,0.5992829273436676,0.618383994164997
-28.4,-48.6,0.7134328358208956,0.4778651685393258,0.6417100351238529,0.5494186046511628,0.5565250379362671,0.5529718212937149,0.7346938775510204,0.6156279658335969,0.6892267742275652
-28.4,-48.4,0.7820895522388059,0.5164044943820224,0.7004836425826145,0.38372093023255816,0.5866211431461811,0.4851710366893696,0.7244897959183674,0.5801961404618792,0.6659334466940842
-28.2,-48.6,0.5791044776119403,0.3874157303370786,0.5184685264532265,0.4883720930232558,0.4984825493171472,0.4934273211702015,0.6938775510204082,0.5679637245597384,0.6440648177440332
-28.2,-48.4,0.746268656716418,0.4548314606741573,0.6470843524154546,0.45930232558139533,0.5319929185634801,0.49564762207243773,0.7142857142857143,0.5924285563640198,0.6669687423108018
-28.2,-48.2,0.7820895522388059,0.47831460674157295,0.6795996616340867,0.29651162790697677,0.5728376327769348,0.43467463034195575,0.6428571428571429,0.5260993356532743,0.5966548692396921
-28.0,-48.4,0.6985074626865672,0.414943820224719,0.5990281174718181,0.49127906976744184,0.5084724329792616,0.4998757513733517,0.7346938775510204,0.5621638721923442,0.6619378097648424
-28.0,-48.2,0.7820895522388059,0.44955056179775277,0.663828867761452,0.3372093023255814,0.5557663125948407,0.446487807460211,0.6224489795918368,0.5658546873352314,0.6065299966606911
-27.8,-48.4,0.6507462686567164,0.339438202247191,0.5314432041780834,0.47093023255813954,0.44777440566514926,0.4593523191116444,0.7142857142857143,0.4906675102815564,0.6150282083728777
-27.8,-48.2,0.7701492537313432,0.40348314606741564,0.6320243108552934,0.4069767441860465,0.4812847749114821,0.4441307595487643,0.6530612244897959,0.5117578825266266,0.5945430858729657
-27.6,-48.4,0.608955223880597,0.2630337078651685,0.46663877599808745,0.438953488372093,0.4147698533131007,0.42686167084259685,0.7244897959183674,0.42855636401982494,0.5885339774684523
-27.6,-48.2,0.7223880597014926,0.3689887640449438,0.5869250997627761,0.3953488372093023,0.47129489124936774,0.43332186422933505,0.6530612244897959,0.48254771696720444,0.579633730535344
-27.6,-48.0,0.7223880597014926,0.403820224719101,0.6060225454679196,0.26744186046511625,0.5418563480020233,0.4046491042335698,0.5612244897959183,0.4864494358325424,0.5347502328728602
-27.4,-48.4,0.48656716417910445,0.18921348314606734,0.359061402379595,0.3372093023255814,0.3435761254425898,0.3403927138840856,0.5714285714285714,0.3448275862068966,0.4676724137931035
-27.4,-48.2,0.6686567164179105,0.33449438202247184,0.5385525662480002,0.375,0.46914516944865964,0.42207258472432985,0.6326530612244898,0.4424760097015712,0.5487637966185104
-27.4,-48.0,0.7343283582089553,0.3648314606741572,0.591192372055389,0.2936046511627907,0.4934243803743045,0.3935145157685476,0.5510204081632653,0.4846567541917115,0.5286268849520194
-27.2,-48.4,0.41194029850746267,0.18730337078651682,0.31709759282075806,0.2761627906976744,0.325113808801214,0.3006382997494442,0.37755102040816324,0.3429294527048402,0.3677452414847622
-27.2,-48.2,0.591044776119403,0.2759550561797753,0.4639033450412844,0.3313953488372093,0.3882144663631765,0.3598049076001929,0.5816326530612245,0.38068121902351576,0.49118103887658615
-27.2,-48.0,0.6925373134328359,0.35910112359550556,0.5651372772577649,0.31976744186046513,0.44309559939301973,0.38143152062674246,0.5714285714285714,0.44753769904038804,0.5200973672185314
-27.0,-48.4,0.3522388059701492,0.18460674157303364,0.2828858566726125,0.21220930232558138,0.2962822458270106,0.254245774076296,0.32653061224489793,0.34514394179057256,0.34283388695560474
-27.0,-48.2,0.5552238805970149,0.28730337078651685,0.4504854815277957,0.2936046511627907,0.39592817400101166,0.3447664125819012,0.5714285714285714,0.3614889802805019,0.47617666701817285
-26.8,-48.4,0.4537313432835821,0.2233707865168539,0.3597859467809265,0.24709302325581395,0.3368740515933233,0.2919835374245686,0.37755102040816324,0.35568912791310764,0.3742579923723154
-26.8,-48.2,0.5970149253731343,0.2935955056179775,0.47684859964324466,0.29651162790697677,0.3901112797167426,0.3433114538118597,0.5612244897959183,0.36254349889275544,0.47150657755984393
-26.6,-48.6,0.42388059701492536,0.219438202247191,0.34126317144485924,0.23837209302325582,0.3010875063227112,0.2697297996729835,0.35714285714285715,0.2960033744595592,0.3333767223804
-26.6,-48.4,0.5014925373134328,0.23370786516853928,0.39164015520697326,0.2558139534883721,0.3319423368740516,0.29387814518121186,0.4489795918367347,0.327217125382263,0.39618374108053006
-26.6,-48.2,0.6208955223880597,0.29168539325842685,0.48889461005167434,0.28488372093023256,0.3854324734446131,0.33515809718742284,0.4897959183673469,0.3634925656437836,0.43553266371401456
-26.4,-48.4,0.5313432835820896,0.25269662921348307,0.4184179554607477,0.2616279069767442,0.3220789074355083,0.2918534072061263,0.4387755102040816,0.3232099546556997,0.38893008102218
-26.4,-48.2,0.5970149253731343,0.3189887640449438,0.4907712536089299,0.25290697674418605,0.38947900859888723,0.32119299267153667,0.5,0.3582199725825161,0.43804977767232595
-26.2,-48.4,0.5074626865671642,0.24853932584269658,0.40304529321980914,0.2441860465116279,0.2790844714213455,0.2616352589664867,0.40816326530612246,0.3080248866392492,0.3655543692221168
-26.2,-48.2,0.6059701492537314,0.32348314606741563,0.49814542378491694,0.25872093023255816,0.3731664137582195,0.31594367199538886,0.4489795918367347,0.35094379415796684,0.4082942282681289
-26.0,-48.4,0.49850746268656715,0.2573033707865168,0.4029404733444896,0.22674418604651161,0.2816135558927669,0.25417887096963926,0.37755102040816324,0.3090794052515027,0.35046761309712116
-26.0,-48.2,0.5970149253731343,0.32247191011235954,0.4926809981794443,0.2558139534883721,0.3515427415275671,0.3036783475079696,0.42857142857142855,0.3329115258884319,0.3886735913388871
-25.8,-48.2,0.6417910447761194,0.3179775280898876,0.5147667298037846,0.25290697674418605,0.3495194739504299,0.301213225347308,0.40816326530612246,0.3492565643783613,0.3865997047347886
-25.8,-48.0,0.6835820895522388,0.3797752808988763,0.5715625517203331,0.2761627906976744,0.40452706120384424,0.3403449259507593,0.42857142857142855,0.3953390277338395,0.42053762873914724
-25.6,-48.4,0.6776119402985075,0.31471910112359547,0.5326201290939517,0.26453488372093026,0.3225847243297926,0.2935598040253614,0.37755102040816324,0.3471475271538542,0.36989821698477976
-25.6,-48.2,0.6686567164179105,0.3351685393258427,0.5389221942293901,0.27906976744186046,0.33143651997976736,0.3052531437108139,0.3877551020408163,0.37329958873774116,0.38845499841822206
-25.6,-48.0,0.6776119402985075,0.38168539325842693,0.5693365085786792,0.26453488372093026,0.40440060698027314,0.3344677453506017,0.41836734693877553,0.37899398924391015,0.4069865153432458
-25.6,-47.8,0.6835820895522388,0.4184269662921348,0.592754555986686,0.2761627906976744,0.42931208902377344,0.3527374398607239,0.4897959183673469,0.3872192344194875,0.4476431509016134
-25.4,-48.0,0.7373134328358208,0.36775280898876406,0.5944307545192078,0.32558139534883723,0.37696004046535153,0.3512707179070944,0.45918367346938777,0.39270273120320576,0.43481701905163633
-25.4,-47.8,0.7104477611940299,0.38865168539325834,0.5911592710421303,0.3023255813953488,0.4088265048052605,0.35557604310030466,0.46938775510204084,0.3982916798481493,0.4428780449224929
-25.4,-47.6,0.7074626865671642,0.4161797752808989,0.6046157524044209,0.3081395348837209,0.430450177035913,0.3692948559598169,0.4897959183673469,0.4069387324686281,0.4577083113641956
-25.2,-47.8,0.7164179104477612,0.3742696629213482,0.5865471965280715,0.3372093023255814,0.4126201315123925,0.3749147169189869,0.5102040816326531,0.39333544237055784,0.4611816320433056
-25.2,-47.6,0.7164179104477612,0.4048314606741572,0.6033036650177457,0.3488372093023256,0.42071320182094085,0.38477520556163325,0.5102040816326531,0.402404302435938,0.46581052936834333
-25.0,-47.8,0.6626865671641791,0.29651685393258426,0.5144568675407786,0.34011627906976744,0.368361153262519,0.3542387161661432,0.4897959183673469,0.33322788147210797,0.4200850645013885
-25.0,-47.6,0.7134328358208956,0.40067415730337075,0.5993876312547124,0.36046511627906974,0.4387961557916034,0.39963063603533655,0.5408163265306123,0.40957502899926185,0.4850955877183733
-25.0,-47.4,0.7373134328358208,0.3993258426966291,0.6117416649809668,0.3633720930232558,0.4600404653515428,0.4117062791873993,0.5204081632653061,0.4536539069914584,0.4971775150268903
-25.0,-47.2,0.7223880597014926,0.4025842696629212,0.6053448941687047,0.3430232558139535,0.46206373292867986,0.40254349437131665,0.5102040816326531,0.46873352314668354,0.4996660691061197
-24.8,-47.4,0.7283582089552239,0.39831460674157304,0.6062772393754942,0.39244186046511625,0.473697521497218,0.4330696909811671,0.5612244897959183,0.45375935885268376,0.5180646727477239
-24.8,-47.2,0.746268656716418,0.3989887640449437,0.6164668346236598,0.38372093023255816,0.4853313100657562,0.43452612014915715,0.5306122448979592,0.47674786459981017,0.5141733892228197
-24.8,-47.0,0.7134328358208956,0.40988764044943815,0.6044392136670406,0.3633720930232558,0.4902630247850278,0.4268175589041418,0.5204081632653061,0.486027628387641,0.5137016019895251
-24.8,-46.8,0.6955223880597015,0.4270786516853932,0.6040447599257066,0.3313953488372093,0.49721800708143654,0.4143066779593229,0.4489795918367347,0.5104924601919223,0.48973052655629373
