municipality_code,municipality_name,state,grid_lat,grid_lon,Risk_Hazard_mhws,Hazard_Index_mhws,Risk_Hazard_hat_q90,Hazard_Index_hat_q90,Risk_Hazard_hat_final,Hazard_Index_hat_final,compound_count_mhws,compound_count_hat_q90,compound_count_hat_final,rank_mhws,rank_hat_q90,rank_hat_final
3518701,Guarujá,SP,-24.0,-46.2,0.7584099341398537,0.6847790507364976,0.8933417538899,0.5850206149792381,0.869568828888744,0.6590565573482372,287.0,199.0,70.0,18.0,11.0,11.0
4315602,Rio Grande,RS,-32.4,-52.2,0.7132482749814247,0.6527023299435444,0.8162524639821793,0.5021078154591759,0.854555959817214,0.6872830547646666,180.0,143.0,81.0,32.0,21.0,12.0
4109500,Guaraqueçaba,PR,-25.4,-48.0,0.8337955145945329,0.5944307545192078,0.8472366408558423,0.3512707179070944,0.8544227284233422,0.43481701905163633,256.0,112.0,45.0,5.0,14.0,13.0
4202073,Balneário Gaivota,SC,-29.2,-49.4,0.7002519833220651,0.6684271501866529,0.8392917139796139,0.5781391525802543,0.8501612924448325,0.7238962705191747,221.0,185.0,80.0,34.0,15.0,14.0
3304904,São Gonçalo,RJ,-23.0,-43.0,0.7318502045792445,0.6754877802092718,0.8531979348678747,0.5527483208055428,0.850107313868835,0.6620322770571901,245.0,149.0,56.0,26.0,12.0,15.0
4212254,Passo de Torres,SC,-29.4,-49.6,0.6803671172328271,0.6190174515897681,0.8229389061501731,0.5402153838914965,0.847038939816677,0.705890365214946,198.0,168.0,78.0,40.0,19.0,16.0
4313656,Palmares do Sul,RS,-30.4,-50.2,0.6519045342379624,0.531091965648504,0.7956398733945871,0.46266144969474543,0.8427450810646872,0.6524806451896376,157.0,133.0,75.0,51.0,29.0,17.0
3300100,Angra dos Reis,RJ,-23.2,-44.2,0.7209836843627657,0.6841354199231321,0.8480635130821996,0.5701181317711825,0.8372709046082305,0.6653221554360434,258.0,173.0,64.0,28.0,13.0,18.0
4212304,Paulo Lopes,SC,-28.0,-48.4,0.6793632490115155,0.5990281174718181,0.8087097873603667,0.4998757513733517,0.836890151323865,0.6619378097648424,243.0,169.0,72.0,41.0,23.0,19.0
4301057,Arroio do Sal,RS,-29.6,-49.8,0.6367404131245684,0.5446762537008772,0.7839311115925913,0.48092305701615085,0.8340016465705143,0.6855194822313615,172.0,148.0,80.0,62.0,32.0,20.0
3555406,Ubatuba,SP,-23.6,-45.0,0.6712830030164408,0.5212719983817282,0.8180949024902983,0.4580319017538907,0.8323164539567254,0.5791778709269219,218.0,152.0,66.0,46.0,20.0,21.0
3300209,Araruama,RJ,-23.0,-42.4,0.7381479615636448,0.6725776494602697,0.8160330471732246,0.4787343696698074,0.8300486564684918,0.6048735236739429,234.0,115.0,43.0,24.0,22.0,22.0
4207304,Imbituba,SC,-28.2,-48.6,0.635500878970346,0.5184685264532265,0.8056081856166325,0.4934273211702015,0.8294761959317052,0.6440648177440332,203.0,168.0,68.0,64.0,26.0,23.0
4208807,Jaguaruna,SC,-28.8,-49.0,0.689962142396951,0.7459065080269957,0.8345978003423022,0.6594845078872147,0.8247150490287457,0.7705081900945552,261.0,223.0,80.0,38.0,16.0,24.0
3302601,Mangaratiba,RJ,-23.0,-44.0,0.698328819928698,0.5453152871512901,0.8254756763669494,0.4501821823058193,0.8163635640918502,0.5266705332349115,252.0,165.0,64.0,35.0,18.0,25.0
4209409,Laguna,SC,-28.6,-48.8,0.6757506541419577,0.7776724470843525,0.8257125402523466,0.7008842973262284,0.8084123453502394,0.7974330160989841,278.0,242.0,79.0,45.0,17.0,26.0
4301636,Balneário Pinhal,RS,-30.2,-50.0,0.6266929325906256,0.5823783078026444,0.7529414787819506,0.4796041100563456,0.8067877024266056,0.694362609406306,172.0,136.0,83.0,68.0,41.0,27.0
4220000,Balneário Rincão,SC,-29.0,-49.2,0.6685701819725389,0.7175803159307821,0.8051690683705898,0.6174495065344485,0.8036430098675732,0.7394103263735105,249.0,208.0,79.0,47.0,27.0,28.0
3302007,Itaguaí,RJ,-23.0,-44.0,0.6783561415792589,0.5453152871512901,0.8056699947682485,0.4501821823058193,0.7973710157769394,0.5266705332349115,252.0,165.0,64.0,42.0,25.0,29.0
3522109,Itanhaém,SP,-24.2,-46.6,0.681091578244592,0.6456389415031538,0.8032571889069335,0.5276317182482266,0.795700136931791,0.6186597068438258,267.0,170.0,68.0,39.0,28.0,30.0
4201950,Balneário Arroio do Silva,SC,-29.0,-49.4,0.6153115654380598,0.5921127641185014,0.7770037457253531,0.5522799990589453,0.7949428257255264,0.705849173081655,202.0,184.0,77.0,72.0,35.0,31.0
4205704,Garopaba,SC,-28.0,-48.4,0.6358363929880393,0.5990281174718181,0.7654493424873778,0.4998757513733517,0.7936567675329944,0.6619378097648424,243.0,169.0,72.0,63.0,38.0,32.0
3300704,Cabo Frio,RJ,-23.0,-42.0,0.7191052455212661,0.6069125949355448,0.7745802118481941,0.3972544729505594,0.7916973680403364,0.5062101260149742,213.0,88.0,39.0,30.0,37.0,33.0
4201406,Araranguá,SC,-29.0,-49.2,0.6560620208593633,0.7175803159307821,0.7926376071522865,0.6174495065344485,0.7915322067753858,0.7394103263735105,249.0,208.0,79.0,49.0,30.0,34.0
3300258,Arraial do Cabo,RJ,-23.0,-42.2,0.7060308608534174,0.6613223854796888,0.7757820019230109,0.45458749455952757,0.7883461497611718,0.5701567937361594,231.0,107.0,43.0,33.0,36.0,35.0
4211900,Palhoça,SC,-27.8,-48.4,0.6126120851638494,0.5314432041780834,0.7537218320897588,0.4593523191116444,0.7850694067546995,0.6150282083728777,227.0,162.0,70.0,73.0,40.0,36.0
3551009,São Vicente,SP,-24.0,-46.4,0.6769465733575342,0.711372036999577,0.8067832674110732,0.5983600651680372,0.7849832595591985,0.667912316777391,297.0,201.0,72.0,43.0,24.0,37.0
3520301,Iguape,SP,-24.6,-47.2,0.6763224999460136,0.6122942680078707,0.7776053330934102,0.46511848466669026,0.7727610639892869,0.5486402202186369,263.0,145.0,59.0,44.0,34.0,38.0
3531100,Mongaguá,SP,-24.2,-46.6,0.6555713449949905,0.6456389415031538,0.7780936527644797,0.5276317182482266,0.7715517278772784,0.6186597068438258,267.0,170.0,68.0,50.0,33.0,39.0
4305454,Cidreira,RS,-30.2,-50.0,0.586133788717699,0.5823783078026444,0.7127922165602529,0.4796041100563456,0.7654523238034694,0.694362609406306,172.0,136.0,83.0,79.0,44.0,40.0
3520400,Ilhabela,SP,-23.8,-45.4,0.6453681205217734,0.6901083138711633,0.7886272076349432,0.606695751138088,0.7635176746920032,0.6667567401314634,302.0,215.0,74.0,55.0,31.0,41.0
3537602,Peruíbe,SP,-24.4,-46.8,0.6472520710117238,0.6272458118023502,0.7546376337498698,0.4854724682688123,0.7503980689358101,0.5720664610355373,266.0,152.0,58.0,54.0,39.0,42.0
3300936,Carapebus,RJ,-22.4,-41.6,0.6501719982534844,0.44207598521488084,0.734172533579106,0.3098326981214196,0.7471779357655218,0.38812875672255615,180.0,59.0,34.0,52.0,42.0,43.0
4304630,Capão da Canoa,RS,-29.6,-49.8,0.5467489670726308,0.5446762537008772,0.6926681689337072,0.48092305701615085,0.7405287409626844,0.6855194822313615,172.0,148.0,80.0,91.0,48.0,44.0
4323804,Xangri-lá,RS,-30.0,-50.0,0.5257070195810601,0.4730677283510179,0.6737486392398127,0.4188060956817353,0.7319849450486988,0.6219050977187247,129.0,100.0,71.0,102.0,51.0,45.0
4321600,Tramandaí,RS,-30.0,-50.0,0.5254148347813861,0.4730677283510179,0.673451392536817,0.4188060956817353,0.731676320386335,0.6219050977187247,129.0,100.0,71.0,103.0,52.0,46.0
4310330,Imbé,RS,-30.0,-50.0,0.5249318314199677,0.4730677283510179,0.672960021470021,0.4188060956817353,0.7311661407003808,0.6219050977187247,129.0,100.0,71.0,104.0,53.0,47.0
4118204,Paranaguá,PR,-25.6,-48.2,0.6900073578586491,0.5389221942293901,0.7095200398275489,0.3052531437108139,0.7271507277955301,0.38845499841822206,233.0,96.0,38.0,37.0,45.0,48.0
3541000,Praia Grande,SP,-24.0,-46.4,0.5962558107159627,0.711372036999577,0.726544162576145,0.5983600651680372,0.7092334463594138,0.667912316777391,297.0,201.0,72.0,78.0,43.0,49.0
3509908,Cananéia,SP,-25.2,-47.8,0.6417108585722672,0.5865471965280715,0.6977105489328368,0.3749147169189869,0.7066902952994145,0.4611816320433056,249.0,116.0,50.0,57.0,47.0,50.0
4321501,Torres,RS,-29.4,-49.6,0.5393029220368832,0.6190174515897681,0.6806914235028632,0.5402153838914965,0.7055102241013447,0.705890365214946,198.0,168.0,78.0,93.0,50.0,51.0
3304557,Rio de Janeiro,RJ,-23.0,-43.4,0.5724293668940494,0.6624671288548889,0.7036984034255149,0.5576013692345696,0.7014477158114975,0.6570996564026855,262.0,170.0,63.0,83.0,46.0,52.0
3304755,São Francisco de Itabapoana,RJ,-21.6,-40.8,0.4682097230339218,0.1778710531639052,0.6600395106077307,0.1728474844431897,0.6905226871395187,0.23089783472178282,80.0,21.0,22.0,144.0,56.0,53.0
4202305,Biguaçu,SC,-27.4,-48.4,0.4783903608351516,0.359061402379595,0.6463723689918789,0.3403927138840856,0.6838332599500316,0.4676724137931035,172.0,116.0,56.0,138.0,61.0,54.0
3300233,Armação dos Búzios,RJ,-22.8,-41.8,0.5645081956481334,0.3995706063002262,0.6569263832694097,0.28226788297984967,0.6801835569762112,0.3663584396639601,173.0,56.0,36.0,85.0,57.0,55.0
4206009,Governador Celso Ramos,SC,-27.4,-48.4,0.474490897387505,0.359061402379595,0.6422913269081653,0.3403927138840856,0.6797043560010583,0.4676724137931035,172.0,116.0,56.0,141.0,63.0,56.0
3301850,Guapimirim,RJ,-23.0,-43.0,0.5484725222037915,0.6754877802092718,0.6724039656162857,0.5527483208055428,0.6753731909689964,0.6620322770571901,245.0,149.0,56.0,90.0,54.0,57.0
3302403,Macaé,RJ,-22.4,-41.6,0.5719989161792102,0.44207598521488084,0.6605139662156948,0.3098326981214196,0.6749149337986529,0.38812875672255615,180.0,59.0,34.0,84.0,55.0,58.0
3510500,Caraguatatuba,SP,-23.6,-45.2,0.45740719633477717,0.38076923076923075,0.6340845142928049,0.37717912975967816,0.6732246083623626,0.5220575635347464,185.0,132.0,67.0,150.0,65.0,59.0
2105104,Icatu,MA,-2.4,-44.0,0.8169661900236368,0.3102135015355193,0.5686016209655226,0.06480631918222349,0.6655515761900861,0.11522538138423143,54.0,2.0,1.0,9.0,89.0,60.0
3301900,Itaboraí,RJ,-23.0,-43.0,0.5319820144262779,0.6754877802092718,0.6561458020412507,0.5527483208055428,0.6596599679892381,0.6620322770571901,245.0,149.0,56.0,98.0,59.0,61.0
4216206,São Francisco do Sul,SC,-26.4,-48.4,0.5386793325363479,0.4184179554607477,0.6287241341444296,0.2918534072061263,0.6585497348331644,0.38893008102218,187.0,90.0,43.0,94.0,67.0,62.0
2100204,Alcântara,MA,-2.4,-44.2,0.5852160239512698,0.18469353978557898,0.6043135825792944,0.09022288292103375,0.6579991384520167,0.132933604871876,39.0,3.0,1.0,80.0,73.0,63.0
3303302,Niterói,RJ,-23.0,-43.0,0.5274967899905135,0.6754877802092718,0.6517237724996962,0.5527483208055428,0.655386155889314,0.6620322770571901,245.0,149.0,56.0,100.0,60.0,64.0
4208450,Itapoá,SC,-26.2,-48.4,0.5408039288168879,0.40304529321980914,0.6140395767487979,0.2616352589664867,0.655158091323204,0.3655543692221168,179.0,84.0,40.0,92.0,69.0,65.0
2104909,Guimarães,MA,-2.0,-44.4,0.6415609085619226,0.25954964232516226,0.5802749239810395,0.09736754655279906,0.655066148774643,0.15736987679707548,48.0,3.0,1.0,58.0,82.0,66.0
3202801,Itapemirim,ES,-21.0,-40.8,0.4527246488726218,0.21242759153349638,0.5986046615742953,0.1754353848325511,0.6501707781872845,0.2564265220218637,94.0,27.0,25.0,152.0,75.0,67.0
3520426,Ilha Comprida,SP,-25.0,-47.8,0.5632059195022253,0.5144568675407786,0.6458941095078116,0.3542387161661432,0.6473814580179589,0.4200850645013885,231.0,117.0,48.0,86.0,62.0,68.0
3203320,Marataízes,ES,-21.0,-40.8,0.43944182366344997,0.21242759153349638,0.5851091363523417,0.1754353848325511,0.6362323142858934,0.2564265220218637,94.0,27.0,25.0,161.0,79.0,69.0
4216602,São José,SC,-27.8,-48.4,0.4601582021356011,0.5314432041780834,0.6001505144182899,0.4593523191116444,0.6310283963337047,0.6150282083728777,227.0,162.0,70.0,148.0,74.0,70.0
4109609,Guaratuba,PR,-26.0,-48.4,0.5242323830042409,0.4029404733444896,0.592184518883096,0.25417887096963926,0.6298378694811347,0.35046761309712116,176.0,78.0,37.0,105.0,78.0,71.0
3305000,São João da Barra,RJ,-21.8,-40.8,0.46452124710554393,0.25410360617149996,0.6252266687442957,0.22766024396842766,0.6297861374188856,0.27268148704699635,109.0,28.0,25.0,147.0,68.0,72.0
3304524,Rio das Ostras,RJ,-22.6,-41.8,0.4716959270024565,0.29903271483477073,0.6048272772338519,0.2420032407570785,0.6289662969644935,0.3147787488136666,136.0,41.0,33.0,143.0,72.0,73.0
2102408,Cajapió,MA,-2.4,-44.2,0.5495140264085923,0.18469353978557898,0.5736742360112173,0.09022288292103375,0.6262697232987955,0.132933604871876,39.0,3.0,1.0,89.0,86.0,74.0
3200409,Anchieta,ES,-21.0,-40.8,0.4212013786602714,0.21242759153349638,0.5665766041746182,0.1754353848325511,0.61709152305975,0.2564265220218637,94.0,27.0,25.0,174.0,93.0,75.0
2101103,Axixá,MA,-2.4,-44.0,0.7476514157396867,0.3102135015355193,0.5246241745615663,0.06480631918222349,0.6170655250697066,0.11522538138423143,54.0,2.0,1.0,22.0,109.0,76.0
2109452,Raposa,MA,-2.4,-44.2,0.5363942630069706,0.18469353978557898,0.5624148946459914,0.09022288292103375,0.6146098037331051,0.132933604871876,39.0,3.0,1.0,96.0,94.0,77.0
4205407,Florianópolis,SC,-27.8,-48.4,0.43674623809753477,0.5314432041780834,0.5765669487183813,0.4593523191116444,0.6073727010852242,0.6150282083728777,227.0,162.0,70.0,165.0,83.0,78.0
4119954,Pontal do Paraná,PR,-25.6,-48.4,0.550811285857271,0.5326201290939517,0.5816768175582668,0.2935598040253614,0.5988686139299824,0.36989821698477976,236.0,91.0,37.0,88.0,80.0,79.0
2111201,São José de Ribamar,MA,-2.4,-44.2,0.5174306475877796,0.18469353978557898,0.5461403771118458,0.09022288292103375,0.5977562810213221,0.132933604871876,39.0,3.0,1.0,109.0,101.0,80.0
2107506,Paço do Lumiar,MA,-2.4,-44.2,0.5156023598079494,0.18469353978557898,0.5445713460556583,0.09022288292103375,0.5961314279044495,0.132933604871876,39.0,3.0,1.0,111.0,103.0,81.0
2103109,Cedral,MA,-1.8,-44.4,0.631882422744168,0.2533192960517847,0.6816075505034714,0.148962340167743,0.595843934064008,0.12259932247179163,46.0,1.0,1.0,66.0,49.0,82.0
2101905,Bequimão,MA,-2.4,-44.2,0.5142813838259457,0.18469353978557898,0.5434376884536618,0.09022288292103375,0.5949574377015113,0.132933604871876,39.0,3.0,1.0,113.0,104.0,83.0
4201307,Araquari,SC,-26.6,-48.6,0.4559679272008934,0.34126317144485924,0.5814045828139437,0.2697297996729835,0.5943281768298911,0.3333767223804,151.0,82.0,35.0,151.0,81.0,84.0
4202107,Barra Velha,SC,-26.6,-48.6,0.4495497966794089,0.34126317144485924,0.5750749966704026,0.2697297996729835,0.5881462958901774,0.3333767223804,151.0,82.0,35.0,153.0,85.0,85.0
3548500,Santos,SP,-24.0,-46.4,0.46688991803022195,0.711372036999577,0.5979023814668981,0.5983600651680372,0.5877890345759068,0.667912316777391,297.0,201.0,72.0,145.0,76.0,86.0
4218004,Tijucas,SC,-27.2,-48.4,0.4088304645436707,0.31709759282075806,0.575657029741185,0.3006382997494442,0.5864489419225388,0.3677452414847622,147.0,95.0,37.0,184.0,84.0,87.0
1502905,Curuçá,PA,-0.4,-47.8,0.7450935998077167,0.3638500156310341,0.5473843662823774,0.08636308830621921,0.5803727391679652,0.1168560406341172,34.0,7.0,4.0,23.0,99.0,88.0
3304151,Quissamã,RJ,-22.2,-41.4,0.4737430032362979,0.4525864763971386,0.5669130484431691,0.31614952770817895,0.580281854908022,0.39094355249745155,204.0,67.0,37.0,142.0,91.0,89.0
1504307,Maracanã,PA,-0.4,-47.6,0.7888657576949516,0.385984479302672,0.5457843563955701,0.08004111232664009,0.5800123260454777,0.1089312234173433,31.0,6.0,5.0,12.0,102.0,90.0
4202057,Balneário Barra do Sul,SC,-26.6,-48.6,0.44104170583965535,0.34126317144485924,0.5666842832520601,0.2697297996729835,0.5799513854844818,0.3333767223804,151.0,82.0,35.0,157.0,92.0,91.0
4202453,Bombinhas,SC,-27.2,-48.4,0.4022237403459409,0.31709759282075806,0.5687211679258354,0.3006382997494442,0.5796983079938974,0.3677452414847622,147.0,95.0,37.0,189.0,88.0,92.0
4213500,Porto Belo,SC,-27.2,-48.4,0.4005736415385717,0.31709759282075806,0.5669888635391138,0.3006382997494442,0.5780122662186914,0.3677452414847622,147.0,95.0,37.0,190.0,90.0,93.0
1502509,Chaves,PA,0.0,-50.4,0.8782962069607748,0.3517341253057246,0.6319793788748668,0.08218862853042547,0.5757277846077884,0.07515806794614925,158.0,9.0,7.0,3.0,66.0,94.0
1506112,Quatipuru,PA,-0.6,-47.0,0.7278906520849711,0.32668769193990327,0.5725558749631436,0.09104410017527144,0.5754624529127675,0.10732912404653942,23.0,4.0,4.0,27.0,87.0,95.0
2109056,Porto Rico do Maranhão,MA,-1.8,-44.4,0.6037143696346317,0.2533192960517847,0.6562188017670698,0.148962340167743,0.5741907533943553,0.12259932247179163,46.0,1.0,1.0,74.0,58.0,96.0
2111300,São Luís,MA,-2.4,-44.2,0.48219350980941444,0.18469353978557898,0.5158999717908881,0.09022288292103375,0.5664400004114065,0.132933604871876,39.0,3.0,1.0,133.0,113.0,97.0
4212809,Balneário Piçarras,SC,-26.8,-48.4,0.4081462963347356,0.3597859467809265,0.5390257848922869,0.2919835374245686,0.560516272476034,0.3742579923723154,161.0,85.0,37.0,185.0,106.0,98.0
3202405,Guarapari,ES,-20.6,-40.4,0.4284646506019569,0.2338356718586219,0.5298714171132543,0.15925439060827423,0.5553513073133666,0.20799391015501423,109.0,20.0,20.0,172.0,108.0,99.0
3204203,Piúma,ES,-21.0,-40.8,0.36207637505277185,0.21242759153349638,0.5065048223911658,0.1754353848325511,0.5550481162185835,0.2564265220218637,94.0,27.0,25.0,213.0,117.0,100.0
4212502,Penha,SC,-26.8,-48.4,0.4003644031518821,0.3597859467809265,0.531293067343475,0.2919835374245686,0.5528718221937974,0.3742579923723154,161.0,85.0,37.0,191.0,107.0,101.0
4115705,Matinhos,PR,-26.0,-48.4,0.4401242379364049,0.4029404733444896,0.5155288820898309,0.25417887096963926,0.5521910892946617,0.35046761309712116,176.0,78.0,37.0,159.0,114.0,102.0
3301306,Casimiro de Abreu,RJ,-22.6,-41.8,0.39108897232797507,0.29903271483477073,0.5244255697353497,0.2420032407570785,0.549092704068503,0.3147787488136666,136.0,41.0,33.0,196.0,110.0,103.0
1504406,Marapanim,PA,-0.4,-47.6,0.737773807335742,0.385984479302672,0.5136183346775853,0.08004111232664009,0.5475718678058084,0.1089312234173433,31.0,6.0,5.0,25.0,115.0,104.0
2109403,Primeira Cruz,MA,-2.2,-43.4,0.49701612336801443,0.1646655878188271,0.40770887628899843,0.041476250132335815,0.5471262556493067,0.09977778217160532,30.0,1.0,1.0,121.0,142.0,105.0
2109601,Rosário,MA,-2.4,-44.0,0.6400404996110877,0.3102135015355193,0.45634936092458533,0.06480631918222349,0.5417911202343396,0.11522538138423143,54.0,2.0,1.0,59.0,131.0,106.0
4211306,Navegantes,SC,-27.0,-48.4,0.3509980058239543,0.2828858566726125,0.5060770956551043,0.254245774076296,0.5380985783779001,0.34283388695560474,127.0,73.0,32.0,216.0,118.0,107.0
2927705,Santa Cruz Cabrália,BA,-16.2,-38.8,0.5242041975090094,0.23287758141929785,0.612712271516709,0.15326104857018505,0.5350364718257665,0.12485994674681009,71.0,2.0,1.0,106.0,71.0,108.0
2101350,Bacurituba,MA,-2.4,-44.2,0.44052584982595006,0.18469353978557898,0.4801409117162225,0.09022288292103375,0.5294087256067347,0.132933604871876,39.0,3.0,1.0,158.0,124.0,109.0
1507474,São João de Pirabas,PA,-0.6,-47.2,0.6478911154121747,0.2604976185659906,0.5463902022329138,0.08200409358788863,0.5255804096652965,0.08553024710886147,24.0,2.0,4.0,53.0,100.0,110.0
2925501,Prado,BA,-17.2,-39.0,0.5100164131849688,0.20066845657330956,0.5950147765096828,0.12727470562633073,0.5231403917211889,0.10536288621744173,66.0,2.0,2.0,118.0,77.0,111.0
3204302,Presidente Kennedy,ES,-21.2,-40.8,0.30436893136841425,0.1729527942772026,0.49107718906997405,0.1745546164613991,0.5202372770327502,0.23206933899258322,75.0,21.0,23.0,236.0,122.0,112.0
1506203,Salinópolis,PA,-0.6,-47.2,0.6384409194907723,0.2604976185659906,0.5394804384811055,0.08200409358788863,0.5192031445615344,0.08553024710886147,24.0,2.0,4.0,60.0,105.0,113.0
4208302,Itapema,SC,-27.2,-48.4,0.3409792199352523,0.31709759282075806,0.5044255324788657,0.3006382997494442,0.5171197403022371,0.3677452414847622,147.0,95.0,37.0,220.0,119.0,114.0
2103703,Cururupu,MA,-1.4,-44.8,0.8207158896578838,0.39325382960333954,0.5483970160385288,0.07536598204938186,0.5162634329258666,0.07426502249639706,31.0,1.0,1.0,8.0,97.0,115.0
2925303,Porto Seguro,BA,-16.6,-39.0,0.47529528114362923,0.20196859081630777,0.551972232112111,0.12208934726094271,0.5110019141165009,0.1151589247425217,75.0,3.0,2.0,140.0,95.0,116.0
4208203,Itajaí,SC,-27.0,-48.4,0.3187073659919242,0.2828858566726125,0.47266921590678374,0.254245774076296,0.5045091880590172,0.34283388695560474,127.0,73.0,32.0,230.0,126.0,117.0
2900801,Alcobaça,BA,-17.6,-39.0,0.535062496234019,0.26902388789790177,0.4912320663039188,0.09799761207373164,0.49018316199550566,0.11122974445498962,97.0,6.0,2.0,97.0,121.0,118.0
3205002,Serra,ES,-20.4,-40.2,0.420420017202575,0.250875337906177,0.5216421806615488,0.1716483749161873,0.4893352200049329,0.16670730957151395,103.0,18.0,16.0,175.0,111.0,119.0
1500909,Augusto Corrêa,PA,-0.8,-46.4,0.6322361963481954,0.21674175692822592,0.5075440430923489,0.0585460999164814,0.4818846158084312,0.058523036837850186,20.0,3.0,3.0,65.0,116.0,120.0
2906907,Caravelas,BA,-17.8,-39.0,0.6002515495979148,0.3851082219239044,0.548570728305705,0.1493358212466622,0.4797841755216855,0.12117462388836163,117.0,9.0,3.0,77.0,96.0,121.0
1501709,Bragança,PA,-0.8,-46.6,0.6369757442376804,0.21638867945346546,0.547536832624105,0.06967554198868382,0.4725707147084358,0.054593856550318114,24.0,1.0,3.0,61.0,98.0,122.0
1504109,Magalhães Barata,PA,-0.4,-47.6,0.6186379881074061,0.385984479302672,0.4386138511582393,0.08004111232664009,0.4719274553033798,0.1089312234173433,31.0,6.0,5.0,70.0,135.0,123.0
4317301,Santa Vitória do Palmar,RS,-33.6,-53.0,0.34792396204478987,0.9225877636587654,0.4569771570554819,0.6934904012421923,0.4687089990198459,0.8378018559527576,298.0,237.0,96.0,218.0,129.0,124.0
2923001,Nova Viçosa,BA,-18.0,-39.4,0.5156012837856353,0.39308832453704556,0.5172435788477855,0.18139343731987626,0.46550698535069973,0.157870223909452,125.0,7.0,4.0,112.0,112.0,125.0
4321436,Terra de Areia,RS,-29.6,-49.8,0.2801804568154833,0.5446762537008772,0.42233329008064685,0.48092305701615085,0.46364761180619046,0.6855194822313615,172.0,148.0,80.0,242.0,138.0,126.0
2101251,Bacabeira,MA,-2.4,-44.0,0.5116645090838216,0.3102135015355193,0.3748999397688579,0.06480631918222349,0.4519914360597109,0.11522538138423143,54.0,2.0,1.0,115.0,148.0,127.0
3205200,Vila Velha,ES,-20.4,-40.2,0.3754567659866469,0.250875337906177,0.4790029352408674,0.1716483749161873,0.45090634240966065,0.16670730957151395,103.0,18.0,16.0,204.0,125.0,128.0
2919207,Lauro de Freitas,BA,-13.0,-38.2,0.48079733800903474,0.2340922047113775,0.14198598143947844,0.0,0.4472433106591081,0.09353415322155437,37.0,0.0,1.0,135.0,258.0,129.0
2905800,Camamu,BA,-13.8,-38.8,0.4934687370558832,0.18825833501903308,0.16691376350664588,0.0,0.4434737179077537,0.06791374477134522,37.0,0.0,1.0,123.0,204.0,130.0
2906303,Canavieiras,BA,-15.6,-38.8,0.3951833996870081,0.13733426506555838,0.44958294239418184,0.06676709484654927,0.4430211616514225,0.07248881770888256,50.0,1.0,1.0,195.0,132.0,131.0
2105005,Humberto de Campos,MA,-2.2,-43.6,0.5543711104017698,0.17301715735853912,0.19843613922957343,0.0,0.43727339680154503,0.04665311170867165,31.0,0.0,1.0,87.0,170.0,132.0
2917300,Ituberá,BA,-13.8,-38.8,0.4829692719304205,0.18825833501903308,0.16309694429188457,0.0,0.43606831691426373,0.06791374477134522,37.0,0.0,1.0,131.0,211.0,133.0
3200607,Aracruz,ES,-19.8,-40.0,0.3650544941617492,0.33621710586807413,0.4378249454011721,0.19895660561574385,0.4355119072023164,0.2205602569510352,130.0,26.0,18.0,210.0,136.0,134.0
