municipality_code,municipality_name,state,grid_lat,grid_lon,Risk_Hazard_mhws,Hazard_Index_mhws,Risk_Hazard_hat_q90,Hazard_Index_hat_q90,Risk_Hazard_hat_final,Hazard_Index_hat_final,compound_count_mhws,compound_count_hat_q90,compound_count_hat_final,rank_mhws,rank_hat_q90,rank_hat_final
2913457,Igrapiúna,BA,-13.8,-38.8,0.48189323211919805,0.18825833501903308,0.1627057768011367,0.0,0.4353093728926548,0.06791374477134522,37.0,0.0,1.0,134.0,213.0,135.0
2922003,Mucuri,BA,-18.2,-39.4,0.48308129248725057,0.3617186781662039,0.45648768124470995,0.13877909917540082,0.4347701417041308,0.13818313033850047,107.0,6.0,3.0,129.0,130.0,136.0
4313508,Osório,RS,-30.0,-50.0,0.2395320752148201,0.4730677283510179,0.38261590821580443,0.4188060956817353,0.429708284248708,0.6219050977187247,129.0,100.0,71.0,249.0,147.0,137.0
2933208,Vera Cruz,BA,-13.2,-38.6,0.6025920589834547,0.279527942772026,0.38523630948320486,0.0436891990448295,0.42604301067493655,0.0624236572463004,45.0,1.0,1.0,76.0,145.0,138.0
3202207,Fundão,ES,-20.0,-40.0,0.37573784648525227,0.3062496551977786,0.44324789100940903,0.1758206290950583,0.4154368086032889,0.1673658344757285,101.0,19.0,15.0,203.0,133.0,139.0
2917805,Jaguaripe,BA,-13.2,-38.6,0.5846025022856222,0.279527942772026,0.37484386805761394,0.0436891990448295,0.4153904871578936,0.0624236572463004,45.0,1.0,1.0,81.0,149.0,140.0
2112506,Tutóia,MA,-2.6,-42.4,0.47908416667037157,0.1306864782360838,0.22165172720248522,0.00853492489207279,0.41482121073092004,0.039494468171113226,29.0,1.0,1.0,136.0,165.0,141.0
1508035,Tracuateua,PA,-0.6,-46.8,0.48872255470906517,0.3061034590558856,0.4023113744202589,0.08314144640105398,0.410919295539134,0.09747926113395901,21.0,3.0,4.0,125.0,143.0,142.0
2922607,Nilo Peçanha,BA,-13.8,-38.8,0.4455428443022962,0.18825833501903308,0.14949149807115583,0.0,0.4096710003816392,0.06791374477134522,37.0,0.0,1.0,155.0,247.0,143.0
2111789,Serrano do Maranhão,MA,-1.4,-44.8,0.6171919536006862,0.39325382960333954,0.4236371122016643,0.07536598204938186,0.40327832011617404,0.07426502249639706,31.0,1.0,1.0,71.0,137.0,144.0
2903409,Belmonte,BA,-16.0,-38.8,0.43270738377685736,0.2269819231688703,0.4583841205740276,0.10508125419063415,0.40326880840388724,0.08528638967977784,68.0,3.0,2.0,168.0,128.0,145.0
2112407,Turiaçu,MA,-1.4,-45.2,0.8837049695310023,0.4488193971937697,0.1989682210116553,0.0,0.38821241745231544,0.03415322155436043,38.0,0.0,2.0,2.0,169.0,146.0
3205309,Vitória,ES,-20.4,-40.2,0.3004477112587751,0.250875337906177,0.4078708572255205,0.1716483749161873,0.3867981272623242,0.16670730957151395,103.0,18.0,16.0,238.0,141.0,147.0
2108058,Paulino Neves,MA,-2.6,-42.4,0.43346790602787855,0.1306864782360838,0.20121990406154666,0.00853492489207279,0.38383542474930005,0.039494468171113226,29.0,1.0,1.0,166.0,168.0,148.0
3201605,Conceição da Barra,ES,-18.6,-39.6,0.47609207236616846,0.26072748671362106,0.49642369420994265,0.12360532754584701,0.3819151356717115,0.07154853861295651,87.0,5.0,3.0,139.0,120.0,149.0
2927408,Salvador,BA,-13.0,-38.4,0.5261845837265156,0.2818486915905037,0.32406439071862553,0.039136846996271075,0.37816226203400394,0.06188541337129601,55.0,1.0,1.0,101.0,154.0,150.0
2403608,Extremoz,RN,-5.6,-35.0,0.35836914240694684,0.122053550083672,0.3535571564780914,0.038820711437343405,0.3780114364704293,0.050044048121199336,27.0,1.0,1.0,214.0,150.0,151.0
2932903,Valença,BA,-13.4,-38.8,0.4648823507316035,0.18172640173596424,0.35314317296192227,0.03774585053698933,0.35959254344930175,0.04299305335864178,44.0,1.0,1.0,146.0,151.0,152.0
2401404,Baía Formosa,RN,-6.4,-34.8,0.33238365117559543,0.10370547453980396,0.2538265334735975,0.017070584983119832,0.35869314861033014,0.040840077858624195,22.0,1.0,1.0,224.0,159.0,153.0
2111003,São João Batista,MA,-2.4,-44.2,0.24555998986646968,0.18469353978557898,0.3128217989662724,0.09022288292103375,0.356136832235381,0.132933604871876,39.0,3.0,1.0,246.0,155.0,154.0
2905404,Cairu,BA,-13.6,-38.8,0.429202078878264,0.17678975339745123,0.1493903916151496,0.0,0.3458906216990392,0.044231014271151885,42.0,0.0,1.0,171.0,248.0,155.0
2920700,Maraú,BA,-14.0,-38.8,0.49092065674883234,0.19000165505066288,0.1650687691076115,0.0,0.34365809941960973,0.03615735614608598,34.0,0.0,1.0,124.0,208.0,156.0
1600105,Amapá,AP,1.4,-49.8,0.6034809596438897,0.24978944077677043,0.6354587626711192,0.13498767806519157,0.34264444297022184,0.03158228320854863,49.0,3.0,1.0,75.0,64.0,157.0
2100832,Apicum-Açu,MA,-1.4,-45.0,1.0,0.5661909928465031,0.2043349076477471,0.0,0.3411888929296283,0.023347151920981406,49.0,0.0,1.0,1.0,167.0,158.0
3301009,Campos dos Goytacazes,RJ,-22.0,-40.8,0.1939181553158867,0.3834338623365638,0.31254308667602937,0.2832898095540577,0.3305233579488781,0.34694650954339346,159.0,42.0,26.0,262.0,156.0,159.0
2408102,Natal,RN,-5.8,-35.0,0.29008545589245033,0.11487246915169459,0.29925357890120047,0.03540644740092459,0.3255731796953803,0.046114867833667264,26.0,1.0,1.0,241.0,158.0,160.0
2101301,Bacuri,MA,-1.4,-45.2,0.716243867644094,0.4488193971937697,0.154579372386328,0.0,0.3197247771995621,0.03415322155436043,38.0,0.0,2.0,31.0,234.0,161.0
2509057,Marcação,PB,-6.8,-34.8,0.3258591535379958,0.07750510307287739,0.19698345478783758,0.0014534883720930232,0.3175473307062099,0.02103270325846251,25.0,1.0,1.0,226.0,171.0,162.0
2413201,Senador Georgino Avelino,RN,-6.2,-35.0,0.2539232606001157,0.07541054451166809,0.2489476935220088,0.016627995200621096,0.3162202221269371,0.030290497908538085,25.0,1.0,1.0,243.0,161.0,163.0
2511905,Pitimbu,PB,-7.4,-34.6,0.4036167567601904,0.11495246326707001,0.1842135384153969,0.0,0.3155927538124189,0.02367009824598404,23.0,0.0,1.0,187.0,178.0,164.0
2100907,Araioses,MA,-2.6,-41.8,0.5224546401763503,0.19167693411059417,0.17558320034331,0.0,0.31528477952642014,0.02593072252100249,22.0,0.0,1.0,107.0,189.0,165.0
2408201,Nísia Floresta,RN,-6.2,-35.0,0.2526623584416044,0.07541054451166809,0.2480501179835813,0.016627995200621096,0.31522259161582394,0.030290497908538085,25.0,1.0,1.0,244.0,162.0,166.0
2501401,Baía da Traição,PB,-6.8,-34.8,0.3164713136399587,0.07750510307287739,0.19203821491744616,0.0014534883720930232,0.3110558043562728,0.02103270325846251,25.0,1.0,1.0,231.0,172.0,167.0
1507904,Soure,PA,-0.2,-48.4,0.6980373339102316,0.3019354898030489,0.4706835753306635,0.056016280246085806,0.31021170072431037,0.02200154223347042,41.0,4.0,1.0,36.0,127.0,168.0
2300754,Amontada,CE,-2.8,-39.6,0.36548775639361814,0.1302037551260597,0.30314116067593566,0.028388237992730353,0.30931311270979855,0.03163610759604907,24.0,1.0,1.0,209.0,157.0,169.0
3204906,São Mateus,ES,-18.8,-39.6,0.34320919131462546,0.23710807480828996,0.38299390813694656,0.10988504428838622,0.3085278998624405,0.07047205086294774,81.0,5.0,3.0,219.0,146.0,170.0
2414209,Tibau do Sul,RN,-6.2,-35.0,0.23411745630857664,0.07541054451166809,0.23484889503001785,0.016627995200621096,0.30054979557956435,0.030290497908538085,25.0,1.0,1.0,251.0,163.0,171.0
1600303,Macapá,AP,0.8,-50.2,0.7665925383638931,0.3492625829824013,0.44109658191622325,0.045077254708214234,0.2957978309004497,0.01850295704594186,119.0,5.0,1.0,16.0,134.0,172.0
2306553,Itarema,CE,-2.8,-39.8,0.4093624490327655,0.11028062303462734,0.191739388143727,0.0,0.29270991830667187,0.018180010720939225,18.0,0.0,1.0,183.0,173.0,173.0
2102606,Cândido Mendes,MA,-1.4,-45.2,0.6221756388060615,0.4488193971937697,0.12964474384695548,0.0,0.2812530906808405,0.03415322155436043,38.0,0.0,2.0,69.0,267.0,174.0
2509305,Mataraca,PB,-6.6,-34.8,0.18490995584999906,0.07328932124533367,0.17495696326072793,0.012265324487419276,0.28007605863061763,0.034219678196070163,26.0,1.0,1.0,264.0,193.0,175.0
2403251,Parnamirim,RN,-5.8,-35.0,0.22410185682216038,0.11487246915169459,0.24917606579414767,0.03540644740092459,0.27580266111519275,0.046114867833667264,26.0,1.0,1.0,256.0,160.0,176.0
2606200,Goiana,PE,-7.6,-34.8,0.5369190288131963,0.20664135052134092,0.17304191310497005,0.0,0.273926577819378,0.018933552145945377,43.0,0.0,1.0,95.0,196.0,177.0
2205706,Luís Correia,PI,-2.8,-41.6,0.5278045256761806,0.18721473362879051,0.1799802570965906,0.0,0.272807512020235,0.017372644908432634,23.0,0.0,1.0,99.0,183.0,178.0
2504603,Conde,PB,-7.4,-34.6,0.32581552474338416,0.11495246326707001,0.14981118399048718,0.0,0.2686196472283839,0.02367009824598404,23.0,0.0,1.0,227.0,246.0,179.0
2204659,Ilha Grande,PI,-2.8,-41.6,0.5167842887248973,0.18721473362879051,0.17596564092716224,0.0,0.267862958207207,0.017372644908432634,23.0,0.0,1.0,110.0,188.0,180.0
2402600,Ceará-Mirim,RN,-5.6,-35.0,0.19876278933674973,0.122053550083672,0.23175464218276082,0.038820711437343405,0.25737020130330795,0.050044048121199336,27.0,1.0,1.0,259.0,164.0,181.0
2110278,Santo Amaro do Maranhão,MA,-2.4,-42.8,0.2336343041765311,0.15061972452601188,0.17225308878637377,0.021749391255249318,0.25378088386669556,0.04939815547119407,30.0,1.0,1.0,252.0,197.0,182.0
2202083,Cajueiro da Praia,PI,-2.8,-41.4,0.6275068869717741,0.241525221133158,0.1878283868586978,0.0,0.24448991423710817,0.012313152483391333,17.0,0.0,1.0,67.0,174.0,183.0
2207702,Parnaíba,PI,-2.8,-41.6,0.4574344447295753,0.18721473362879051,0.15434479516767755,0.0,0.24123390306737966,0.017372644908432634,23.0,0.0,1.0,149.0,235.0,184.0
1508209,Vigia,PA,-1.4,-48.6,0.7703518689690918,0.3617444233987385,0.350909691238592,0.026681105974520943,0.22978650327613961,0.010416666666666666,76.0,1.0,2.0,15.0,152.0,185.0
2101707,Barreirinhas,MA,-2.4,-42.8,0.19779128042764396,0.15061972452601188,0.1515344118379339,0.021749391255249318,0.2289956453962855,0.04939815547119407,30.0,1.0,1.0,260.0,239.0,186.0
2507507,João Pessoa,PB,-7.6,-34.8,0.4331969953403323,0.20664135052134092,0.13664108765318728,0.0,0.22778954121299735,0.018933552145945377,43.0,0.0,1.0,167.0,260.0,187.0
1502608,Colares,PA,-1.4,-48.6,0.7577666309911255,0.3617444233987385,0.3452877881153173,0.026681105974520943,0.22604710653931476,0.010416666666666666,76.0,1.0,2.0,19.0,153.0,188.0
2905701,Camaçari,BA,-12.8,-38.0,0.3886354291383345,0.22422718328766622,0.11445780067187578,0.0,0.22294647022519587,0.02431599089598931,35.0,0.0,1.0,199.0,273.0,189.0
3203205,Linhares,ES,-19.4,-39.6,0.13376940686386435,0.27513930009746407,0.20550201906558183,0.1259991354060063,0.21845507695815572,0.142296302154733,101.0,17.0,14.0,271.0,166.0,190.0
2102903,Carutapera,MA,-1.0,-45.8,0.5109779990263492,0.15281266665440701,0.41247977302319877,0.0369238980837774,0.21469899654894048,0.0,24.0,1.0,0.0,117.0,140.0,191.0
1506302,Salvaterra,PA,-0.8,-48.4,0.6610222772695165,0.25085510950918555,0.613497921331361,0.10135232499323618,0.21362236053820743,0.0,46.0,1.0,0.0,48.0,70.0,192.0
1508308,Viseu,PA,-1.0,-46.0,0.6418488079614532,0.23906747089869246,0.41702947117902406,0.038820711437343405,0.21250264121731488,0.0,26.0,1.0,0.0,56.0,139.0,193.0
2607604,Ilha de Itamaracá,PE,-7.8,-34.8,0.44007769757403936,0.12795748358741424,0.1874878544843732,0.0,0.20652995533914215,0.0,32.0,0.0,0.0,160.0,175.0,194.0
2704500,Maragogi,AL,-9.0,-35.0,0.43149771322745434,0.1260679674138914,0.18556663479697855,0.0,0.20467435163073383,0.0,22.0,0.0,0.0,170.0,176.0,195.0
2300200,Acaraú,CE,-2.8,-40.2,0.32990218749987626,0.08579874583938654,0.18540757745418623,0.0,0.20452072661998077,0.0,12.0,0.0,0.0,225.0,177.0,196.0
2302206,Beberibe,CE,-4.2,-37.8,0.23677591861558206,0.06004615752404421,0.18417954852877083,0.0014534883720930232,0.20333463892632214,0.0,19.0,1.0,0.0,250.0,179.0,197.0
2908606,Conde,BA,-12.0,-37.4,0.48469772369353575,0.15489711101712056,0.18409197648816095,0.0,0.20325005775927768,0.0,29.0,0.0,0.0,127.0,180.0,198.0
2106201,Luís Domingues,MA,-1.0,-45.8,0.4786945719181003,0.15281266665440701,0.3903444823114963,0.0369238980837774,0.2024121708976026,0.0,24.0,1.0,0.0,137.0,144.0,199.0
2914901,Itacaré,BA,-14.4,-38.8,0.4455620972473908,0.20337998124275913,0.1424065035753476,0.0,0.20168666950432304,0.013335815845899681,29.0,0.0,1.0,154.0,256.0,200.0
2508604,Lucena,PB,-7.0,-34.8,0.3036848443144263,0.08021386932455545,0.18075759509370537,0.0,0.20002955646970885,0.0,32.0,0.0,0.0,237.0,181.0,201.0
2313500,Trairi,CE,-3.2,-39.2,0.11609048442636369,0.03890564372276062,0.1806439313741549,0.0,0.19991977474048073,0.0,24.0,0.0,0.0,274.0,182.0,202.0
2703601,Japaratinga,AL,-9.2,-35.2,0.5217544141376753,0.18395612276798026,0.1796191544028836,0.0,0.19892999727741442,0.0,32.0,0.0,0.0,108.0,184.0,203.0
2513703,Santa Rita,PB,-7.0,-34.8,0.2984503954794125,0.08021386932455545,0.17804468724743072,0.0,0.1974093033601106,0.0,32.0,0.0,0.0,239.0,185.0,204.0
2408953,Rio do Fogo,RN,-5.4,-35.2,0.41327644744878017,0.12723661707644493,0.176778653687359,0.0,0.19618650901522008,0.0,29.0,0.0,0.0,179.0,186.0,205.0
2613404,São José da Coroa Grande,PE,-9.0,-35.0,0.4107194866128036,0.1260679674138914,0.17672278705836864,0.0,0.196132550415581,0.0,22.0,0.0,0.0,181.0,187.0,206.0
1507102,São Caetano de Odivelas,PA,-0.6,-48.0,0.7200705092138412,0.36031004615752404,0.48565036257726785,0.06828454552940208,0.19541858332147063,0.0,42.0,1.0,0.0,29.0,123.0,207.0
2606804,Igarassu,PE,-7.8,-34.8,0.4114053873805527,0.12795748358741424,0.17535792435085362,0.0,0.1948143022640812,0.0,32.0,0.0,0.0,180.0,190.0,208.0
2310209,Paracuru,CE,-3.8,-38.2,0.32366488929198683,0.09083837510803804,0.17515763393362277,0.0014534883720930232,0.19462085242416402,0.0,24.0,1.0,0.0,228.0,191.0,209.0
2304459,Fortim,CE,-4.4,-37.6,0.22559518836073922,0.061050221592894305,0.17502384639120927,0.0,0.19449163416689225,0.0,16.0,0.0,0.0,254.0,192.0,210.0
2302602,Camocim,CE,-2.8,-40.8,0.308162613772739,0.0862566431894665,0.17382762964360743,0.0,0.1933362721604159,0.0,11.0,0.0,0.0,235.0,194.0,211.0
2614204,Sirinhaém,PE,-8.8,-35.0,0.41542699769128555,0.13185880578899942,0.1737406870645502,0.0,0.19325229895673926,0.0,22.0,0.0,0.0,178.0,195.0,212.0
2305357,Icapuí,CE,-4.6,-37.4,0.25052040535618997,0.0692087018885967,0.17175235273575343,0.0,0.1913318727929442,0.0,15.0,0.0,0.0,245.0,198.0,213.0
2707404,Porto de Pedras,AL,-9.2,-35.2,0.4979525473099779,0.18395612276798026,0.17089002803355288,0.0,0.19049899931899736,0.0,32.0,0.0,0.0,120.0,199.0,214.0
2402204,Canguaretama,RN,-6.2,-35.0,0.09352651461718901,0.07541054451166809,0.13476897262298396,0.016627995200621096,0.18931371586418422,0.030290497908538085,25.0,1.0,1.0,275.0,265.0,215.0
2414407,Touros,RN,-5.2,-35.4,0.4066304504391377,0.13244634877434303,0.16958499026986643,0.0,0.18923853289248813,0.0,30.0,0.0,0.0,186.0,200.0,216.0
2700508,Barra de Santo Antônio,AL,-9.6,-35.6,0.5136162406424303,0.19883410875521798,0.1686847837630779,0.0,0.1883690714023265,0.0,47.0,0.0,0.0,114.0,201.0,217.0
2301000,Aquiraz,CE,-3.8,-38.2,0.3103236858358545,0.09083837510803804,0.16862652440834558,0.0014534883720930232,0.1883128017964089,0.0,24.0,1.0,0.0,232.0,202.0,218.0
2803203,Itaporanga d'Ajuda,SE,-11.2,-37.0,0.48262107532445064,0.18048971110171208,0.1671785815000984,0.0,0.1869143109066187,0.0,28.0,0.0,0.0,132.0,203.0,219.0
2601409,Barreiros,PE,-8.8,-35.0,0.3986133752596984,0.13185880578899942,0.16671385919457143,0.0,0.18646546039817669,0.0,22.0,0.0,0.0,192.0,205.0,220.0
2704708,Marechal Deodoro,AL,-9.8,-35.8,0.4382659341165308,0.1544907041321098,0.16616342321845312,0.0,0.18593382362325295,0.0,35.0,0.0,0.0,163.0,206.0,221.0
2407500,Maxaranguape,RN,-5.4,-35.2,0.3863890965271276,0.12723661707644493,0.16537762417708515,0.0,0.18517486220681886,0.0,29.0,0.0,0.0,202.0,207.0,222.0
2404408,Grossos,RN,-4.8,-37.2,0.3682251370252295,0.11939627429706318,0.16441158954266166,0.0,0.1842418208363559,0.0,25.0,0.0,0.0,205.0,209.0,223.0
2708709,São Miguel dos Milagres,AL,-9.6,-35.6,0.49819986551253403,0.19883410875521798,0.16319542465051098,0.0,0.1830671919801572,0.0,47.0,0.0,0.0,119.0,210.0,224.0
2706802,Piaçabuçu,AL,-10.4,-36.2,0.43935717267552526,0.1599220287243237,0.16305618456493387,0.0,0.18293270740202633,0.0,30.0,0.0,0.0,162.0,212.0,225.0
2302057,Barroquinha,CE,-2.8,-41.2,0.38926390630088603,0.13201051876643555,0.16268574266611843,0.0,0.18257491731393707,0.0,14.0,0.0,0.0,198.0,214.0,226.0
2401859,Caiçara do Norte,RN,-5.0,-36.2,0.43160575653404365,0.15595450449622095,0.16258965419278412,0.0,0.18248211057839073,0.0,24.0,0.0,0.0,169.0,215.0,227.0
2706448,Paripueira,AL,-9.6,-35.6,0.4963891279011482,0.19883410875521798,0.16255066938711232,0.0,0.1824444572322113,0.0,47.0,0.0,0.0,122.0,216.0,228.0
2614857,Tamandaré,PE,-8.8,-35.0,0.3881019745806586,0.13185880578899942,0.16232088536965497,0.0,0.1822225210956391,0.0,22.0,0.0,0.0,200.0,217.0,229.0
2412559,São Miguel do Gostoso,RN,-5.0,-35.6,0.18177186828471434,0.055709005314551564,0.161790516457846,0.0,0.18171026602869683,0.0,13.0,0.0,0.0,265.0,218.0,230.0
2410256,Porto do Mangue,RN,-4.8,-36.8,0.03780129932421689,0.02328656282756211,0.16160962678678575,0.0,0.181535554335581,0.0,16.0,0.0,0.0,276.0,219.0,231.0
2802106,Estância,SE,-11.4,-37.2,0.41922450550371615,0.15028503650306183,0.1614804557906402,0.0,0.18141079495431964,0.0,31.0,0.0,0.0,176.0,220.0,232.0
4202008,Balneário Camboriú,SC,-27.0,-48.4,0.008097705083593894,0.2828858566726125,0.1513126167724723,0.254245774076296,0.18140660503999803,0.34283388695560474,127.0,73.0,32.0,279.0,242.0,233.0
2805307,Pirambu,SE,-10.8,-36.6,0.4830774949714337,0.1936997738097427,0.1603411419788378,0.0,0.1803103924610013,0.0,27.0,0.0,0.0,130.0,221.0,234.0
2303709,Caucaia,CE,-3.6,-38.6,0.1924415155107843,0.05906048290700453,0.1599095099961962,0.0,0.1798935021319502,0.0,19.0,0.0,0.0,263.0,222.0,235.0
2704302,Maceió,AL,-9.6,-35.6,0.4886798272555678,0.19883410875521798,0.15980559349256768,0.0,0.17979313471912228,0.0,47.0,0.0,0.0,126.0,223.0,236.0
2804904,Pacatuba,SE,-10.6,-36.6,0.5113909903515822,0.21969510288898286,0.15817349759730184,0.0,0.17821678027324409,0.0,34.0,0.0,0.0,116.0,224.0,237.0
2409506,Pedra Grande,RN,-4.8,-35.8,0.1455398995607617,0.04900237223928354,0.15807329892294306,0.0,0.17812000371357334,0.0,15.0,0.0,0.0,269.0,225.0,238.0
2610707,Paulista,PE,-8.0,-34.8,0.39860986028408535,0.1433237095202192,0.1580452658280121,0.0,0.17809292804114848,0.0,31.0,0.0,0.0,193.0,226.0,239.0
2607901,Jaboatão dos Guararapes,PE,-8.2,-34.8,0.4103636255510349,0.15095441254896189,0.1575200181337858,0.0,0.177585619285344,0.0,29.0,0.0,0.0,182.0,227.0,240.0
2304251,Cruz,CE,-2.8,-40.4,0.1663882717827007,0.05371099137534711,0.15750386594811197,0.0,0.1775700187500008,0.0,14.0,0.0,0.0,267.0,228.0,241.0
2702702,Feliz Deserto,AL,-10.4,-36.2,0.42488886388543634,0.1599220287243237,0.15745558851707928,0.0,0.1775233901522176,0.0,30.0,0.0,0.0,173.0,229.0,242.0
2512903,Rio Tinto,PB,-6.8,-34.8,0.1231799330781824,0.07750510307287739,0.09021796104232842,0.0014534883720930232,0.17739821072870735,0.02103270325846251,25.0,1.0,1.0,272.0,275.0,243.0
2702306,Coruripe,AL,-10.2,-36.0,0.43740137907102267,0.16916272825907058,0.15671136714717446,0.0,0.17680458639284907,0.0,30.0,0.0,0.0,164.0,230.0,244.0
2301109,Aracati,CE,-4.4,-37.6,0.19463743676924639,0.061050221592894305,0.15662676128915928,0.0,0.17672287010349597,0.0,16.0,0.0,0.0,261.0,231.0,245.0
2707800,Roteiro,AL,-10.0,-35.8,0.3680715963804748,0.1292245168171537,0.15600996585046945,0.0,0.17612714026017218,0.0,33.0,0.0,0.0,206.0,232.0,246.0
2703759,Jequiá da Praia,AL,-10.0,-35.8,0.36787264900671074,0.1292245168171537,0.15592613729586266,0.0,0.17604617472675635,0.0,33.0,0.0,0.0,207.0,233.0,247.0
2411601,São Bento do Norte,RN,-4.8,-36.0,0.21667423111618417,0.0685043858842568,0.15419744730296567,0.0,0.17437652518976976,0.0,16.0,0.0,0.0,258.0,236.0,248.0
2609600,Olinda,PE,-8.0,-34.8,0.3880166447244982,0.1433237095202192,0.15376378947524433,0.0,0.17395767820491959,0.0,31.0,0.0,0.0,201.0,237.0,249.0
2913606,Ilhéus,BA,-15.0,-38.8,0.3552403943925611,0.12731477224663934,0.15210732607429273,0.0,0.17235778848391808,0.0,33.0,0.0,0.0,215.0,238.0,250.0
2607208,Ipojuca,PE,-8.8,-35.0,0.36211005964118964,0.13185880578899942,0.15145822248817756,0.0,0.1717308539227957,0.0,22.0,0.0,0.0,212.0,240.0,251.0
2404101,Galinhos,RN,-5.0,-36.2,0.40292650596047996,0.15595450449622095,0.15137850593243224,0.0,0.17165385994993923,0.0,24.0,0.0,0.0,188.0,241.0,252.0
2401107,Areia Branca,RN,-4.8,-37.0,0.0261803991550413,0.029605178469629817,0.1504681607593047,0.0,0.17077460606228112,0.0,17.0,0.0,0.0,277.0,243.0,253.0
2411056,Tibau,RN,-4.8,-37.2,0.33612209564809636,0.11939627429706318,0.1504384268657523,0.0,0.17074588767910856,0.0,25.0,0.0,0.0,222.0,244.0,254.0
2602902,Cabo de Santo Agostinho,PE,-8.4,-34.8,0.3409230441906216,0.1224231780650619,0.14996569706341195,0.0,0.1702893031562384,0.0,27.0,0.0,0.0,221.0,245.0,255.0
2503209,Cabedelo,PB,-7.0,-34.8,0.2425978052476167,0.08021386932455545,0.14909743128018446,0.0,0.16945069150874592,0.0,32.0,0.0,0.0,248.0,249.0,256.0
2800704,Brejo Grande,SE,-10.6,-36.6,0.48352627338084486,0.21969510288898286,0.14861611860269236,0.0,0.1689858172441742,0.0,34.0,0.0,0.0,128.0,250.0,257.0
2404507,Guamaré,RN,-5.0,-36.2,0.39539747886375265,0.15595450449622095,0.1484352965615631,0.0,0.16881117087120454,0.0,24.0,0.0,0.0,194.0,251.0,258.0
2407203,Macau,RN,-5.0,-36.6,0.3197564375469776,0.11361555012045091,0.1483288252990737,0.0,0.16870833595294374,0.0,20.0,0.0,0.0,229.0,252.0,259.0
2303501,Cascavel,CE,-4.0,-38.0,0.22483015329796271,0.07565696316592802,0.1465598784398786,0.0014534883720930232,0.16699980445421075,0.0,25.0,1.0,0.0,255.0,254.0,260.0
2932507,Una,BA,-15.2,-38.8,0.348289537221805,0.1344940142334357,0.14375275006004176,0.0,0.1642885487525438,0.0,41.0,0.0,0.0,217.0,255.0,261.0
2700607,Barra de São Miguel,AL,-10.0,-35.8,0.3354061880785287,0.1292245168171537,0.14224605476290886,0.0,0.1628333120614226,0.0,33.0,0.0,0.0,223.0,257.0,262.0
2611606,Recife,PE,-8.2,-34.8,0.36270508878284285,0.15095441254896189,0.13864947135137834,0.0,0.15935956381710478,0.0,29.0,0.0,0.0,211.0,259.0,263.0
2310258,Paraipaba,CE,-3.2,-39.0,0.16389742076936448,0.06216554184519758,0.13608989484661413,0.0,0.15688740527877745,0.0,25.0,0.0,0.0,268.0,261.0,264.0
2312403,São Gonçalo do Amarante,CE,-3.8,-38.2,0.24309633439672976,0.09083837510803804,0.13571576063902438,0.0014534883720930232,0.15652604898641745,0.0,24.0,1.0,0.0,247.0,262.0,265.0
2917904,Jandaíra,BA,-11.6,-37.4,0.4440991212532232,0.21853105058938194,0.13555257633832468,0.0,0.15636843796695982,0.0,43.0,0.0,0.0,156.0,263.0,266.0
2800605,Barra dos Coqueiros,SE,-10.8,-36.8,0.3895589432132439,0.1760624505783482,0.13499524457652387,0.0,0.15583014092014277,0.0,30.0,0.0,0.0,197.0,264.0,267.0
2706505,Passo de Camaragibe,AL,-9.6,-35.6,0.41744077920163697,0.19883410875521798,0.13443927266095493,0.0,0.15529315727633072,0.0,47.0,0.0,0.0,177.0,266.0,268.0
2800308,Aracaju,SE,-11.0,-37.0,0.3082583817598827,0.13743632652310633,0.12521615865315516,0.0,0.14638504298402155,0.0,30.0,0.0,0.0,234.0,268.0,269.0
2304400,Fortaleza,CE,-3.8,-38.2,0.22045632719559988,0.09083837510803804,0.12463247514908783,0.0014534883720930232,0.14582129419371384,0.0,24.0,1.0,0.0,257.0,269.0,270.0
2921005,Mata de São João,BA,-12.6,-37.8,0.365521502119313,0.18605068132918953,0.12137870338482709,0.0,0.1426786494500176,0.0,32.0,0.0,0.0,208.0,270.0,271.0
1600501,Oiapoque,AP,4.2,-51.2,0.1406683389037172,0.22639162176575514,0.1469254328005525,0.050327310583336275,0.1414378182095707,0.04238835284192766,37.0,2.0,2.0,270.0,253.0,272.0
2932705,Uruçuca,BA,-14.4,-38.8,0.2915157958854979,0.20337998124275913,0.0880201899641492,0.0,0.14035418139905004,0.013335815845899681,29.0,0.0,1.0,240.0,276.0,273.0
2104305,Godofredo Viana,MA,-1.2,-45.6,0.5800368067604885,0.4532365435186377,0.11773574132491216,0.0,0.1391601065408847,0.0,41.0,0.0,0.0,82.0,271.0,274.0
2307254,Jijoca de Jericoacoara,CE,-2.8,-40.6,0.17523023886594363,0.07769359495393442,0.11738877970575151,0.0,0.1388249948035784,0.0,11.0,0.0,0.0,266.0,272.0,275.0
2910503,Entre Rios,BA,-12.4,-37.8,0.3090583245133443,0.15859982713915297,0.11329771944442907,0.0,0.13487365772222337,0.0,38.0,0.0,0.0,233.0,274.0,276.0
2910602,Esplanada,BA,-12.2,-37.6,0.23247303247030318,0.1637396789201714,0.0813300605703295,0.0,0.10399779966959542,0.0,37.0,0.0,0.0,253.0,277.0,277.0
2306405,Itapipoca,CE,-3.0,-39.4,0.11867547078556837,0.08938652788760366,0.07605255088682635,0.0,0.09890053432085778,0.0,23.0,0.0,0.0,273.0,278.0,278.0
