grid_lat,grid_lon,surge_q90_anomaly_cm,surge_q99_anomaly_cm,springneap_swing_cm,surge_q99_over_swing,zos_seasonal_amplitude_cm,zos_synoptic_residual_std_cm,seasonal_over_synoptic,latitude_band
-35.0,-54.8,26.70471222341516,63.385493587856025,30.098847299814224,2.1059109990649794,18.509886778042862,20.035065505946744,0.9238745325064606,RS
-35.0,-54.6,23.500297090702716,56.83478870122962,33.54601636528969,1.6942336187505411,17.607706656943016,17.663669097383632,0.9968317771278389,RS
-35.0,-54.4,20.523804686948115,49.747928999348865,36.422547698020935,1.3658552776650488,16.48336301296088,15.574377400700378,1.0583641701285358,RS
-35.0,-54.2,18.443464564964714,44.22215073077433,38.768020272254944,1.1406863290984899,15.533355899676096,13.964833821210904,1.112319423098526,RS
-35.0,-54.0,16.65911945235981,39.82267054450764,40.94554781913757,0.9725763279663555,14.881190713407866,12.631303928233867,1.1781199152484159,RS
-34.8,-54.4,27.11002901893137,64.56925073962681,35.60515306890011,1.8134804985861965,18.965528404121933,20.17361342220085,0.9401155859986177,RS
-34.8,-54.2,23.98511675873885,57.49310223141798,38.50049898028374,1.4933079766280544,18.054147072907746,18.03341663866595,1.0011495566623434,RS
-34.8,-54.0,20.748349623386055,50.08420439213898,41.11306890845299,1.2182064176153362,16.672505606024014,15.763068093935594,1.0576941942183387,RS
-34.8,-53.8,18.056293876359103,43.46456626195628,42.78350919485092,1.015918681751971,15.299851315901403,13.734350035812138,1.113984373196201,RS
-34.8,-53.6,15.730945004930225,37.21870340298623,43.98342818021774,0.8461983283905538,14.340842365744713,11.888129537237552,1.2063161257474908,RS
-34.6,-54.0,26.052185495737234,61.65192254388621,41.61398559808731,1.4815192935213561,18.854610053747813,19.41463738032971,0.9711543761744786,RS
-34.6,-53.8,23.03005860370071,55.123394232210174,43.61196309328079,1.2639512262795372,17.765519369468873,17.29364027769425,1.0272862788977553,RS
-34.6,-53.6,20.076775537176665,47.909833775206096,45.7632452249527,1.0469063882970204,16.359484904552435,15.094047415370039,1.0838368566335508,RS
-34.6,-53.4,17.025474668655278,40.34530460945114,45.68012356758118,0.8832135611402742,14.885345257529195,12.757979742251582,1.1667478361195585,RS
-34.4,-53.8,27.248446433144707,62.87072738845927,45.99733278155327,1.3668341963878587,18.962265731074734,20.08455201917921,0.9441219158369687,RS
