grid_lat_mhws,grid_lon_mhws,compound_count_total_mhws,mean_integrated_severity_mhws,compound_count_annual_mean_mhws,mean_overlap_duration_mhws,mean_full_criterion_duration_mhws,mean_compound_intensity_norm_mhws,thr_hs_abs_mhws,thr_zos_abs_mhws,mhws_m,Hazard_Frequency_mhws,Hazard_Severity_mhws,Hazard_Index_raw_mhws,Hazard_Index_mhws,Hazard_Duration_mhws,Hazard_Peak_Intensity_mhws,grid_lat_hat,grid_lon_hat,compound_count_total_hat,mean_integrated_severity_hat,compound_count_annual_mean_hat,mean_overlap_duration_hat,mean_full_criterion_duration_hat,mean_compound_intensity_norm_hat,thr_hs_abs_hat,thr_zos_abs_hat,Hazard_Frequency_hat,Hazard_Severity_hat,Hazard_Index_raw_hat,Hazard_Index_hat,Hazard_Duration_hat,Hazard_Peak_Intensity_hat,latitude_band
-23.4,-44.2,237,0.5802,7.18,2.11,1.85,0.3323,2.49,0.21393,0.483881,0.6805970149253732,0.5022471910112359,0.5914221029683046,0.6370749737950312,0.09528795811518323,0.43980392156862746,-23.4,-44.2,134,0.5033,4.06,2.28,1.63,0.3217,2.49,0.21393,0.38953488372093026,0.6364441072331816,0.512989495477056,0.512989495477056,0.046530612244897955,0.628688684776236,SP/RJ
-23.4,-44.0,221,0.6036,6.7,2.18,1.87,0.3412,2.548,0.205939,0.476982,0.6328358208955224,0.5285393258426966,0.5806875733691095,0.6253038856911675,0.10261780104712043,0.45725490196078433,-23.4,-44.0,120,0.4963,3.64,2.33,1.62,0.3293,2.548,0.205939,0.3488372093023256,0.6275923115832069,0.48821476044276624,0.48821476044276624,0.047551020408163266,0.6435411373851866,SP/RJ
-23.4,-43.8,218,0.5966,6.61,2.19,1.86,0.3433,2.59,0.19983,0.468939,0.6238805970149254,0.5206741573033707,0.5722773771591481,0.6160815756082311,0.10366492146596858,0.46137254901960784,-23.4,-43.8,97,0.5163,2.94,2.35,1.66,0.335,2.59,0.19983,0.2819767441860465,0.6528831562974203,0.4674299502417334,0.4674299502417334,0.04795918367346939,0.6546804768418996,SP/RJ
-23.4,-43.6,211,0.5865,6.39,2.23,1.87,0.3417,2.63,0.194967,0.462076,0.6029850746268657,0.5093258426966292,0.5561554586617474,0.5984028761102631,0.10785340314136126,0.4582352941176471,-23.4,-43.6,87,0.4932,2.64,2.37,1.61,0.3282,2.63,0.194967,0.25290697674418605,0.6236722306525039,0.43828960369834497,0.43828960369834497,0.048367346938775514,0.641391440297049,SP/RJ
-23.4,-43.4,205,0.5745,6.21,2.21,1.82,0.3382,2.668,0.191715,0.457397,0.5850746268656717,0.49584269662921343,0.5404586617474425,0.5811903492156898,0.10575916230366492,0.4513725490196079,-23.4,-43.4,72,0.5023,2.18,2.33,1.6,0.3407,2.668,0.191715,0.20930232558139536,0.635179564997471,0.4222409452894332,0.4222409452894332,0.047551020408163266,0.6658198162986124,SP/RJ
-23.4,-43.2,193,0.5876,5.85,2.21,1.84,0.3425,2.7,0.189242,0.454234,0.5492537313432836,0.510561797752809,0.5299077645480463,0.5696206256091506,0.10575916230366492,0.45980392156862754,-23.4,-43.2,61,0.5067,1.85,2.33,1.62,0.338,2.7,0.189242,0.17732558139534885,0.640743550834598,0.4090345661149734,0.4090345661149734,0.047551020408163266,0.6605432870822747,SP/RJ
-23.4,-43.0,176,0.5748,5.33,2.2,1.82,0.3376,2.73,0.1914,0.452049,0.49850746268656715,0.4961797752808988,0.49734361898373297,0.5339119880836353,0.10471204188481677,0.4501960784313726,-23.4,-43.0,51,0.5065,1.55,2.29,1.63,0.3282,2.73,0.1914,0.14825581395348839,0.6404906423874557,0.39437322817047205,0.39437322817047205,0.04673469387755102,0.641391440297049,SP/RJ
-23.4,-42.8,158,0.5449,4.79,2.21,1.77,0.3346,2.76,0.197937,0.450378,0.44477611940298506,0.4625842696629214,0.4536801945329532,0.4860322918773792,0.10575916230366492,0.4443137254901961,-23.4,-42.8,39,0.5147,1.18,2.38,1.64,0.3454,2.76,0.197937,0.11337209302325581,0.6508598887202833,0.38211599087176956,0.38211599087176956,0.04857142857142857,0.6750048856752002,SP/RJ
-23.4,-42.6,140,0.5568,4.24,2.29,1.81,0.3395,2.79,0.205333,0.449289,0.39104477611940297,0.4759550561797752,0.43349991614958905,0.4639033450412843,0.11413612565445026,0.45392156862745103,-23.4,-42.6,33,0.4928,1.0,2.33,1.67,0.312,2.79,0.205333,0.09593023255813954,0.6231664137582196,0.35954832315817953,0.35954832315817953,0.047551020408163266,0.6097322649990228,SP/RJ
-23.4,-42.2,124,0.5638,3.76,2.18,1.84,0.3282,2.84,0.20612,0.452048,0.34328358208955223,0.483820224719101,0.4135519034043266,0.4420290921127641,0.10261780104712043,0.43176470588235294,-23.4,-42.2,29,0.4405,0.88,2.31,1.59,0.3152,2.84,0.20612,0.08430232558139535,0.5570308548305514,0.3206665902059734,0.3206665902059734,0.047142857142857146,0.6159859292554231,SP/RJ
-23.4,-42.0,133,0.5479,4.03,2.17,1.8,0.3266,2.87,0.201215,0.456463,0.3701492537313433,0.4659550561797753,0.41805215495555925,0.4469639015060961,0.10157068062827224,0.4286274509803922,-23.4,-42.0,33,0.4097,1.0,2.27,1.52,0.3075,2.87,0.201215,0.09593023255813954,0.5180829539706626,0.30700659326440105,0.30700659326440105,0.0463265306122449,0.60093804963846,SP/RJ
-23.2,-44.4,256,0.5323,7.76,2.03,1.86,0.296,1.88,0.238935,0.512626,0.7373134328358208,0.4484269662921348,0.5928701995639778,0.6386629029588627,0.08691099476439788,0.3686274509803921,-23.2,-44.4,173,0.4609,5.24,2.17,1.65,0.2906,1.88,0.238935,0.502906976744186,0.5828275164390491,0.5428672465916176,0.5428672465916176,0.04428571428571428,0.5679108852843463,SP/RJ
-23.2,-44.2,258,0.6008,7.82,2.14,1.95,0.3253,2.08,0.232202,0.490792,0.7432835820895523,0.5253932584269663,0.6343384202582593,0.6841354199231321,0.09842931937172776,0.42607843137254897,-23.2,-44.2,173,0.504,5.24,2.28,1.71,0.3111,2.08,0.232202,0.502906976744186,0.6373292867981791,0.5701181317711825,0.5701181317711825,0.046530612244897955,0.6079734219269102,SP/RJ
-23.2,-44.0,250,0.5617,7.58,2.06,1.87,0.3138,2.13,0.225776,0.490087,0.7194029850746269,0.4814606741573033,0.6004318296159651,0.6469547067801908,0.09005235602094241,0.40352941176470597,-23.2,-44.0,159,0.4779,4.82,2.21,1.65,0.3031,2.13,0.225776,0.4622093023255814,0.6043247344461306,0.533267018385856,0.533267018385856,0.04510204081632653,0.5923392612859096,SP/RJ
-23.2,-43.8,241,0.5944,7.3,2.08,1.89,0.332,2.34,0.21996,0.477846,0.6925373134328359,0.5182022471910113,0.6053697803119236,0.6523694808657754,0.09214659685863875,0.43921568627450985,-23.2,-43.8,148,0.5015,4.49,2.22,1.65,0.3189,2.34,0.21996,0.43023255813953487,0.6341679312089024,0.5322002446742187,0.5322002446742187,0.045306122448979594,0.6232167285518858,SP/RJ
-23.2,-43.6,237,0.6148,7.18,2.13,1.9,0.345,2.45,0.213783,0.470074,0.6805970149253732,0.541123595505618,0.6108603052154955,0.6583901873885138,0.09738219895287957,0.46470588235294114,-23.2,-43.6,138,0.5111,4.18,2.24,1.64,0.3237,2.45,0.213783,0.4011627906976744,0.6463075366717249,0.5237351636846996,0.5237351636846996,0.04571428571428572,0.6325972249364862,SP/RJ
-23.2,-43.4,219,0.6545,6.64,2.23,1.97,0.3609,2.51,0.206644,0.465678,0.6268656716417911,0.5857303370786516,0.6062980043602213,0.6533873370234833,0.10785340314136126,0.4958823529411765,-23.2,-43.4,125,0.5178,3.79,2.38,1.69,0.3326,2.51,0.206644,0.3633720930232558,0.6547799696509864,0.5090760313371211,0.5090760313371211,0.04857142857142857,0.6499902286495993,SP/RJ
-23.2,-43.2,216,0.65,6.55,2.22,1.94,0.3607,2.56,0.200856,0.462916,0.6179104477611941,0.5806741573033708,0.5992923025322825,0.6457051435296715,0.10680628272251311,0.4954901960784314,-23.2,-43.2,110,0.5152,3.33,2.41,1.66,0.3364,2.56,0.200856,0.31976744186046513,0.6514921598381386,0.48562980084930185,0.48562980084930185,0.049183673469387755,0.6574164549540745,SP/RJ
-23.2,-43.0,210,0.6465,6.36,2.23,1.91,0.3645,2.59,0.196588,0.460574,0.6,0.5767415730337078,0.5883707865168539,0.6337290130381213,0.10785340314136126,0.5029411764705882,-23.2,-43.0,99,0.5049,3.0,2.51,1.6,0.3428,2.59,0.196588,0.2877906976744186,0.6384673748103187,0.4631290362423687,0.4631290362423687,0.051224489795918364,0.6699237834668751,SP/RJ
-23.2,-42.8,198,0.6228,6.0,2.18,1.88,0.358,2.63,0.195469,0.45922,0.564179104477612,0.5501123595505618,0.5571457320140869,0.5994887732396698,0.10261780104712043,0.49019607843137253,-23.2,-42.8,74,0.5267,2.24,2.41,1.61,0.3519,2.63,0.195469,0.21511627906976744,0.6660343955488113,0.4405753373092893,0.4405753373092893,0.049183673469387755,0.6877076411960132,SP/RJ
-23.2,-42.6,194,0.5978,5.88,2.16,1.86,0.3466,2.67,0.198072,0.458588,0.5522388059701493,0.5220224719101123,0.5371306389401308,0.5775409625039077,0.1005235602094241,0.467843137254902,-23.2,-42.6,61,0.4988,1.85,2.28,1.61,0.3317,2.67,0.198072,0.17732558139534885,0.6307536671724836,0.4040396242839162,0.4040396242839162,0.046530612244897955,0.6482313855774867,SP/RJ
-23.2,-42.4,183,0.5921,5.55,2.14,1.83,0.346,2.7,0.200248,0.459627,0.5194029850746269,0.5156179775280898,0.5175104813013583,0.5560262233582817,0.09842931937172776,0.4666666666666666,-23.2,-42.4,50,0.5153,1.52,2.34,1.66,0.3453,2.7,0.200248,0.14534883720930233,0.6516186140617097,0.39848372563550605,0.39848372563550605,0.04775510204081632,0.6748094586671878,SP/RJ
-23.2,-42.2,178,0.5845,5.39,2.13,1.81,0.3392,2.748,0.200646,0.4631,0.5044776119402985,0.5070786516853932,0.5057781318128458,0.5431609628716968,0.09738219895287957,0.45333333333333337,-23.2,-42.2,47,0.5013,1.42,2.34,1.66,0.3322,2.748,0.200646,0.13662790697674418,0.6339150227617603,0.38527146486925223,0.38527146486925223,0.04775510204081632,0.6492085206175493,SP/RJ
-23.2,-42.0,183,0.5663,5.55,2.07,1.75,0.3342,2.77,0.198236,0.469734,0.5194029850746269,0.48662921348314603,0.5030160992788865,0.5401322201585171,0.09109947643979056,0.4435294117647059,-23.2,-42.0,48,0.4902,1.45,2.23,1.58,0.3256,2.77,0.198236,0.13953488372093023,0.6198786039453719,0.37970674383315106,0.37970674383315106,0.04551020408163265,0.6363103380887238,SP/RJ
-23.2,-41.8,177,0.5436,5.36,2.0,1.71,0.3278,2.81,0.194796,0.477401,0.5014925373134328,0.4611235955056179,0.48130806640952534,0.516327994262491,0.08376963350785341,0.43098039215686273,-23.2,-41.8,44,0.4845,1.33,2.16,1.57,0.3225,2.81,0.194796,0.12790697674418605,0.612670713201821,0.3702888449730035,0.3702888449730035,0.044081632653061226,0.6302521008403361,SP/RJ
-23.0,-44.4,283,0.3636,8.58,1.89,1.77,0.2093,0.77,0.248897,0.534082,0.817910447761194,0.25887640449438193,0.538393426127788,0.5789256882252339,0.07225130890052354,0.1986274509803922,-23.0,-44.4,201,0.3282,6.09,2.05,1.62,0.2109,0.77,0.248897,0.5843023255813954,0.41502276176024283,0.4996625436708191,0.4996625436708191,0.041836734693877546,0.41215555989837793,SP/RJ
-23.0,-44.0,252,0.3914,7.64,1.83,1.68,0.239,1.01,0.248421,0.557472,0.7253731343283583,0.29011235955056175,0.50774274693946,0.5453152871512901,0.06596858638743457,0.25686274509803925,-23.0,-44.0,165,0.3327,5.0,1.95,1.5,0.2257,1.01,0.248421,0.4796511627906977,0.42071320182094085,0.4501821823058193,0.4501821823058193,0.03979591836734694,0.441078757084229,SP/RJ
-23.0,-43.4,262,0.555,7.94,2.08,1.91,0.3036,1.79,0.233271,0.467955,0.755223880597015,0.47393258426966295,0.614578232433339,0.6624671288548889,0.09214659685863875,0.38352941176470584,-23.0,-43.4,170,0.4911,5.15,2.26,1.74,0.3044,1.79,0.233271,0.4941860465116279,0.6210166919575114,0.5576013692345696,0.5576013692345696,0.046122448979591835,0.5948798123900723,SP/RJ
-23.0,-43.2,251,0.5897,7.61,2.1,1.93,0.3206,1.93,0.228156,0.469624,0.7223880597014926,0.5129213483146067,0.6176547040080496,0.6658406737895143,0.09424083769633508,0.4168627450980392,-23.0,-43.2,156,0.5074,4.73,2.27,1.77,0.3113,1.93,0.228156,0.45348837209302323,0.6416287303995953,0.5475585512463093,0.5475585512463093,0.0463265306122449,0.6083642759429353,SP/RJ
-23.0,-43.0,245,0.6213,7.43,2.12,1.92,0.3387,2.19,0.223334,0.46555,0.7044776119402985,0.5484269662921347,0.6264522891162165,0.6754877802092718,0.09633507853403142,0.4523529411764706,-23.0,-43.0,149,0.5317,4.52,2.32,1.75,0.3276,2.19,0.223334,0.4331395348837209,0.6723571067273647,0.5527483208055428,0.5527483208055428,0.0473469387755102,0.6402188782489739,SP/RJ
-23.0,-42.8,242,0.6296,7.33,2.1,1.89,0.3476,2.34,0.216791,0.462843,0.6955223880597015,0.557752808988764,0.6266375985242327,0.6756909836517773,0.09424083769633508,0.4698039215686275,-23.0,-42.8,147,0.5088,4.46,2.26,1.65,0.3254,2.34,0.216791,0.4273255813953488,0.6433990895295904,0.5353623354624696,0.5353623354624696,0.046122448979591835,0.6359194840726988,SP/RJ
-23.0,-42.6,244,0.6228,7.39,2.12,1.89,0.345,2.42,0.211555,0.462791,0.7014925373134329,0.5501123595505618,0.6258024484319973,0.6747751889516174,0.09633507853403142,0.46470588235294114,-23.0,-42.6,130,0.4928,3.94,2.32,1.66,0.3247,2.42,0.211555,0.37790697674418605,0.6231664137582196,0.5005366952512028,0.5005366952512028,0.0473469387755102,0.6345514950166112,SP/RJ
-23.0,-42.4,234,0.6458,7.09,2.17,1.93,0.3534,2.48,0.210004,0.464063,0.6716417910447762,0.5759550561797753,0.6237984236122758,0.6725776494602697,0.10157068062827224,0.4811764705882353,-23.0,-42.4,115,0.4928,3.49,2.37,1.65,0.3261,2.48,0.210004,0.33430232558139533,0.6231664137582196,0.4787343696698074,0.4787343696698074,0.048367346938775514,0.6372874731287863,SP/RJ
-23.0,-42.2,231,0.6355,7.0,2.11,1.88,0.3517,2.52,0.20899,0.468064,0.6626865671641791,0.56438202247191,0.6135342948180446,0.6613223854796888,0.09528795811518323,0.477843137254902,-23.0,-42.2,107,0.473,3.24,2.34,1.56,0.324,2.52,0.20899,0.311046511627907,0.5981284774911482,0.45458749455952757,0.45458749455952757,0.04775510204081632,0.6331835059605238,SP/RJ
-23.0,-42.0,213,0.595,6.46,2.05,1.82,0.3364,2.57,0.20661,0.481843,0.608955223880597,0.5188764044943819,0.5639158141874894,0.6069125949355448,0.08900523560209422,0.44784313725490194,-23.0,-42.0,88,0.426,2.67,2.28,1.47,0.3022,2.57,0.20661,0.2558139534883721,0.5386949924127467,0.3972544729505594,0.3972544729505594,0.046530612244897955,0.5905804182137971,SP/RJ
-23.0,-41.8,201,0.5422,6.09,2.0,1.76,0.3197,2.65,0.205499,0.49653,0.573134328358209,0.4595505617977528,0.5163424450779809,0.5547453980396845,0.08376963350785341,0.4150980392156863,-23.0,-41.8,63,0.4353,1.91,2.19,1.56,0.3,2.65,0.205499,0.18313953488372092,0.550455235204856,0.36679738504428844,0.36679738504428844,0.04469387755102041,0.5862810240375219,SP/RJ
-23.0,-41.6,192,0.5287,5.82,1.94,1.73,0.3192,2.73,0.20152,0.503546,0.5462686567164179,0.44438202247191,0.4953253395941639,0.5316988175582485,0.07748691099476439,0.41411764705882353,-23.0,-41.6,53,0.4454,1.61,2.26,1.58,0.315,2.73,0.20152,0.15406976744186046,0.5632271117855338,0.3586484396136971,0.3586484396136971,0.046122448979591835,0.615595075239398,SP/RJ
-22.8,-41.8,173,0.3647,5.24,1.82,1.59,0.2326,2.04,0.212426,0.524895,0.48955223880597015,0.2601123595505618,0.374832299178266,0.3995706063002262,0.06492146596858639,0.2443137254901961,-22.8,-41.8,56,0.3177,1.7,1.98,1.39,0.2224,2.04,0.212426,0.16279069767441862,0.4017450682852807,0.28226788297984967,0.28226788297984967,0.04040816326530612,0.4346296658198162,SP/RJ
-22.8,-41.6,187,0.4837,5.67,1.9,1.69,0.2926,2.5,0.207346,0.527439,0.5313432835820896,0.3938202247191011,0.4625817541505953,0.49579341289836154,0.07329842931937172,0.3619607843137256,-22.8,-41.6,50,0.448,1.52,2.22,1.64,0.292,2.5,0.207346,0.14534883720930233,0.5665149215983815,0.3559318794038419,0.3559318794038419,0.045306122448979594,0.5706468633965213,SP/RJ
-22.6,-41.8,136,0.2998,4.12,1.66,1.49,0.2016,1.81,0.214863,0.54993,0.37910447761194027,0.18719101123595502,0.28314774442394763,0.29903271483477073,0.0481675392670157,0.18352941176470589,-22.6,-41.8,41,0.2885,1.24,1.88,1.44,0.2073,1.81,0.214863,0.11918604651162791,0.3648204350025291,0.2420032407570785,0.2420032407570785,0.038367346938775505,0.4051201876099277,SP/RJ
-22.6,-41.6,184,0.4558,5.58,1.91,1.66,0.2763,2.31,0.211413,0.549095,0.5223880597014925,0.3624719101123595,0.442429984906926,0.4736957281303444,0.07434554973821988,0.33,-22.6,-41.6,55,0.4086,1.67,2.15,1.53,0.2732,2.31,0.211413,0.15988372093023256,0.516691957511381,0.33828783922080674,0.33828783922080674,0.04387755102040816,0.5339065858901699,SP/RJ
-22.6,-41.4,184,0.513,5.58,1.96,1.72,0.3088,2.48,0.205978,0.547916,0.5223880597014925,0.42674157303370785,0.4745648163676002,0.5089335956895125,0.07958115183246073,0.3937254901960785,-22.6,-41.4,58,0.4206,1.76,2.09,1.57,0.2764,2.48,0.205978,0.1686046511627907,0.5318664643399089,0.3502355577513498,0.3502355577513498,0.042653061224489794,0.5401602501465702,SP/RJ
-22.4,-41.6,180,0.4151,5.46,1.98,1.75,0.2459,1.78,0.216784,0.564705,0.5104477611940299,0.31674157303370787,0.4135946671138689,0.44207598521488084,0.08167539267015707,0.27039215686274515,-22.4,-41.6,59,0.3544,1.79,2.25,1.54,0.2407,1.78,0.216784,0.17151162790697674,0.44815376833586246,0.3098326981214196,0.3098326981214196,0.04591836734693878,0.4703928082861051,SP/RJ
-22.4,-41.4,186,0.4747,5.64,2.02,1.75,0.2761,2.19,0.213051,0.564918,0.5283582089552239,0.3837078651685393,0.4560330370618816,0.4886123319663841,0.08586387434554973,0.32960784313725494,-22.4,-41.4,56,0.4373,1.7,2.36,1.62,0.279,2.19,0.213051,0.16279069767441862,0.5529843196762773,0.3578875086753479,0.3578875086753479,0.048163265306122444,0.5452413523548955,SP/RJ
-22.4,-41.2,180,0.513,5.46,2.01,1.77,0.3056,2.42,0.207227,0.562775,0.5104477611940299,0.42674157303370785,0.4685946671138689,0.5023869508449954,0.08481675392670154,0.38745098039215686,-22.4,-41.2,58,0.4247,1.76,2.21,1.59,0.2779,2.42,0.207227,0.1686046511627907,0.5370510875063228,0.35282786933455673,0.35282786933455673,0.04510204081632653,0.5430916552667577,SP/RJ
-22.4,-41.0,164,0.4979,4.97,1.99,1.76,0.297,2.55,0.203314,0.559406,0.4626865671641791,0.4097752808988764,0.43623092403152774,0.46689806726861477,0.08272251308900523,0.37058823529411766,-22.4,-41.0,43,0.4202,1.3,2.23,1.56,0.2728,2.55,0.203314,0.125,0.5313606474456247,0.32818032372281236,0.32818032372281236,0.04551020408163265,0.5331248778581199,SP/RJ
-22.4,-40.8,133,0.4958,4.03,2.08,1.74,0.3076,2.66,0.205397,0.552765,0.3701492537313433,0.4074157303370786,0.38878249203421095,0.414867871788742,0.09214659685863875,0.39137254901960783,-22.4,-40.8,27,0.4091,0.82,2.37,1.48,0.3048,2.66,0.205397,0.07848837209302326,0.5173242286292363,0.2979063003611298,0.2979063003611298,0.048367346938775514,0.5956615204221223,SP/RJ
-22.2,-41.4,204,0.3684,6.18,1.89,1.7,0.2175,1.35,0.223718,0.576342,0.582089552238806,0.2642696629213483,0.4231796075800771,0.4525864763971386,0.07225130890052354,0.21470588235294116,-22.2,-41.4,67,0.346,2.03,2.18,1.6,0.2254,1.35,0.223718,0.19476744186046513,0.43753161355589276,0.31614952770817895,0.31614952770817895,0.04448979591836735,0.4404924760601915,SP/RJ
-22.2,-41.2,192,0.4699,5.82,1.99,1.77,0.2788,2.13,0.219858,0.578723,0.5462686567164179,0.37831460674157297,0.46229163172899546,0.4954752753820409,0.08272251308900523,0.3349019607843137,-22.2,-41.2,60,0.4309,1.82,2.33,1.6,0.2869,2.13,0.219858,0.1744186046511628,0.5448912493677289,0.35965492700944585,0.35965492700944585,0.047551020408163266,0.5606800859878834,SP/RJ
-22.2,-41.0,177,0.4736,5.36,1.95,1.71,0.292,2.38,0.211982,0.578729,0.5014925373134328,0.38247191011235954,0.4419822237128962,0.47320472976700567,0.07853403141361257,0.3607843137254902,-22.2,-41.0,53,0.4106,1.61,2.19,1.55,0.2789,2.38,0.211982,0.15406976744186046,0.5192210419828023,0.3366454047123314,0.3366454047123314,0.04469387755102041,0.5450459253468829,SP/RJ
-22.2,-40.8,154,0.4692,4.67,1.96,1.7,0.2877,2.54,0.207457,0.577013,0.43283582089552236,0.37752808988764036,0.40518195539158136,0.43285091671417275,0.07958115183246073,0.35235294117647065,-22.2,-40.8,38,0.4285,1.15,2.34,1.58,0.2781,2.54,0.207457,0.11046511627906977,0.5418563480020233,0.3261607321405465,0.3261607321405465,0.04775510204081632,0.5434825092827829,SP/RJ
-22.2,-40.6,135,0.483,4.09,2.07,1.76,0.3011,2.62,0.204931,0.570299,0.3761194029850746,0.3930337078651685,0.3845765554251216,0.4102557972746833,0.09109947643979056,0.37862745098039213,-22.2,-40.6,25,0.4457,0.76,2.44,1.6,0.3137,2.62,0.204931,0.07267441860465117,0.5636064744562469,0.31814044653044904,0.31814044653044904,0.04979591836734694,0.6130545241352354,SP/RJ
-22.0,-40.8,159,0.3757,4.82,1.77,1.58,0.2451,2.27,0.219477,0.617009,0.44776119402985076,0.2724719101123595,0.36011655207110516,0.3834338623365638,0.05968586387434555,0.2688235294117647,-22.0,-40.8,42,0.3515,1.27,2.02,1.52,0.2448,2.27,0.219477,0.12209302325581395,0.4444865958523015,0.2832898095540577,0.2832898095540577,0.04122448979591837,0.47840531561461785,SP/RJ
-22.0,-40.6,150,0.4198,4.55,1.89,1.66,0.2735,2.48,0.212702,0.600748,0.4208955223880597,0.3220224719101123,0.37145899714908603,0.3958715680685559,0.07225130890052354,0.3245098039215687,-22.0,-40.6,37,0.3745,1.12,2.08,1.51,0.2683,2.48,0.212702,0.10755813953488372,0.47357106727364695,0.2905646034042653,0.2905646034042653,0.04244897959183674,0.5243306624975571,SP/RJ
-21.8,-40.8,109,0.2986,3.3,1.61,1.51,0.2124,1.928,0.224021,0.663555,0.29850746268656714,0.1858426966292134,0.24217507965789026,0.25410360617149996,0.04293193717277488,0.20470588235294118,-21.8,-40.8,28,0.2957,0.85,1.82,1.5,0.2371,1.928,0.224021,0.08139534883720931,0.373925139099646,0.22766024396842766,0.22766024396842766,0.037142857142857144,0.46335743599765483,SP/RJ
-21.8,-40.6,127,0.3665,3.85,1.87,1.68,0.244,2.28,0.219633,0.639461,0.3522388059701492,0.2621348314606741,0.30718681871541165,0.32539307453244815,0.07015706806282723,0.26666666666666666,-21.8,-40.6,30,0.3174,0.91,2.23,1.5,0.2645,2.28,0.219633,0.0872093023255814,0.4013657056145676,0.24428750397007448,0.24428750397007448,0.04551020408163265,0.5169044361930819,SP/RJ
-21.6,-40.8,80,0.2519,2.42,1.55,1.41,0.1964,1.81,0.226347,0.692761,0.21194029850746268,0.1333707865168539,0.1726555425121583,0.1778710531639052,0.03664921465968587,0.1733333333333333,-21.6,-40.8,21,0.2251,0.64,1.95,1.48,0.2151,1.81,0.226347,0.061046511627906974,0.28464845725847243,0.1728474844431897,0.1728474844431897,0.03979591836734694,0.42036349423490327,SP/RJ
-21.6,-40.6,105,0.3081,3.18,1.85,1.57,0.2225,2.16,0.221039,0.66473,0.2865671641791045,0.19651685393258422,0.24154200905584436,0.25340940436565584,0.06806282722513089,0.22450980392156863,-21.6,-40.6,23,0.2803,0.7,2.35,1.52,0.2475,2.16,0.221039,0.06686046511627906,0.3544511886697016,0.21065582689299034,0.21065582689299034,0.04795918367346939,0.4836818448309556,SP/RJ
-21.4,-40.8,73,0.2423,2.21,1.45,1.37,0.1895,1.73,0.228933,0.704077,0.191044776119403,0.1225842696629213,0.15681452289116216,0.16050037698376213,0.026178010471204185,0.15980392156862747,-21.4,-40.8,20,0.1979,0.61,1.65,1.4,0.1788,1.73,0.228933,0.05813953488372093,0.25025290844714215,0.15419622166543154,0.15419622166543154,0.0336734693877551,0.34942349032636305,SP/RJ
-21.4,-40.6,99,0.28,3.0,1.71,1.47,0.2055,2.02,0.220727,0.676114,0.26865671641791045,0.1649438202247191,0.21680026832131477,0.22627852663712097,0.05340314136125654,0.19117647058823528,-21.4,-40.6,21,0.2656,0.64,2.29,1.48,0.2211,2.02,0.220727,0.061046511627906974,0.33586241780475473,0.19845446471633085,0.19845446471633085,0.04673469387755102,0.43208911471565364,SP/RJ
-21.2,-40.8,75,0.2572,2.27,1.49,1.35,0.1991,1.658,0.235542,0.707869,0.19701492537313434,0.13932584269662915,0.16817038403488174,0.1729527942772026,0.03036649214659686,0.17862745098039215,-21.2,-40.8,21,0.2278,0.64,1.71,1.38,0.1861,1.658,0.235542,0.061046511627906974,0.28806272129489124,0.1745546164613991,0.1745546164613991,0.03489795918367347,0.3636896619112761,SP/RJ
-21.2,-40.6,89,0.2749,2.7,1.72,1.47,0.2032,1.86,0.224314,0.680733,0.23880597014925373,0.15921348314606734,0.19900972664766053,0.20677007668401404,0.05445026178010471,0.18666666666666665,-21.2,-40.6,20,0.2311,0.61,2.25,1.35,0.2104,1.86,0.224314,0.05813953488372093,0.2922357106727365,0.17518762277822872,0.17518762277822872,0.04591836734693878,0.4111784248583154,SP/RJ
-21.2,-40.4,77,0.3083,2.33,1.92,1.55,0.2114,2.13,0.222954,0.63702,0.20298507462686566,0.19674157303370784,0.19986332383028677,0.20770609978116555,0.07539267015706805,0.2027450980392157,-21.2,-40.4,14,0.269,0.42,2.43,1.5,0.1875,2.13,0.222954,0.040697674418604654,0.340161861406171,0.19042976791238783,0.19042976791238783,0.04959183673469388,0.3664256400234512,SP/RJ
-21.0,-40.8,94,0.2708,2.85,1.61,1.45,0.205,1.47,0.243586,0.69954,0.2537313432835821,0.15460674157303367,0.20416904242830788,0.21242759153349638,0.04293193717277488,0.1901960784313725,-21.0,-40.8,27,0.2154,0.82,1.81,1.37,0.1864,1.47,0.243586,0.07848837209302326,0.27238239757207894,0.1754353848325511,0.1754353848325511,0.03693877551020408,0.3642759429353136,SP/RJ
-21.0,-40.6,99,0.2719,3.0,1.73,1.51,0.1984,1.68,0.23033,0.680894,0.26865671641791045,0.1558426966292134,0.21224970652356193,0.2212885488883576,0.05549738219895288,0.1772549019607843,-21.0,-40.6,20,0.2336,0.61,2.3,1.5,0.2113,1.68,0.23033,0.05813953488372093,0.2953970662620132,0.17676830057286705,0.17676830057286705,0.046938775510204075,0.41293726793042795,SP/RJ
-21.0,-40.4,87,0.3055,2.64,1.9,1.56,0.2168,2.02,0.224311,0.646736,0.23283582089552238,0.19359550561797748,0.21321566325674993,0.22234778131263905,0.07329842931937172,0.21333333333333332,-21.0,-40.4,16,0.2395,0.48,2.56,1.44,0.1833,2.02,0.224311,0.046511627906976744,0.30285786545270615,0.17468474667984146,0.17468474667984146,0.052244897959183675,0.3582177056869259,SP/RJ
