grid_lat_mhws,grid_lon_mhws,compound_count_total_mhws,mean_integrated_severity_mhws,compound_count_annual_mean_mhws,mean_overlap_duration_mhws,mean_full_criterion_duration_mhws,mean_compound_intensity_norm_mhws,thr_hs_abs_mhws,thr_zos_abs_mhws,mhws_m,Hazard_Frequency_mhws,Hazard_Severity_mhws,Hazard_Index_raw_mhws,Hazard_Index_mhws,Hazard_Duration_mhws,Hazard_Peak_Intensity_mhws,grid_lat_hat,grid_lon_hat,compound_count_total_hat,mean_integrated_severity_hat,compound_count_annual_mean_hat,mean_overlap_duration_hat,mean_full_criterion_duration_hat,mean_compound_intensity_norm_hat,thr_hs_abs_hat,thr_zos_abs_hat,Hazard_Frequency_hat,Hazard_Severity_hat,Hazard_Index_raw_hat,Hazard_Index_hat,Hazard_Duration_hat,Hazard_Peak_Intensity_hat,latitude_band
-34.4,-53.6,282,0.9163,8.55,1.57,1.57,0.58,2.25,0.363076,0.131326,0.8149253731343283,0.8798876404494381,0.8474065067918832,0.9177780025377443,0.03874345549738221,0.9254901960784313,-34.4,-53.6,243,0.6447,7.36,1.63,1.52,0.4436,2.25,0.363076,0.7063953488372093,0.8152503793626709,0.7608228640999402,0.7608228640999402,0.033265306122448976,0.8669142075434825,RS
-34.4,-53.4,282,0.9482,8.55,1.61,1.61,0.5888,2.63,0.320465,0.128846,0.8149253731343283,0.9157303370786516,0.86532785510649,0.9374298902149727,0.04293193717277488,0.9427450980392157,-34.4,-53.4,217,0.6561,6.58,1.72,1.53,0.4492,2.63,0.320465,0.6308139534883721,0.8296661608497724,0.7302400571690723,0.7302400571690723,0.03510204081632653,0.8778581199921828,RS
-34.2,-53.6,254,0.8317,7.7,1.44,1.44,0.5698,1.95,0.393752,0.132874,0.7313432835820896,0.7848314606741572,0.7580873721281234,0.8198339432501517,0.02513089005235602,0.9054901960784313,-34.2,-53.6,218,0.5734,6.61,1.49,1.4,0.4174,1.95,0.393752,0.6337209302325582,0.7250885179564999,0.679404724094529,0.679404724094529,0.030408163265306123,0.8157123314442055,RS
-34.2,-53.4,276,0.9549,8.36,1.57,1.57,0.6027,2.44,0.355605,0.130505,0.7970149253731343,0.923258426966292,0.8601366761697131,0.9317374354070505,0.03874345549738221,0.9700000000000001,-34.2,-53.4,224,0.6381,6.79,1.67,1.5,0.4417,2.44,0.355605,0.6511627906976745,0.8069044006069803,0.7290335956523274,0.7290335956523274,0.034081632653061224,0.8632010943912447,RS
-34.2,-53.2,277,0.9672,8.39,1.62,1.62,0.6008,2.69,0.314323,0.126515,0.8,0.9370786516853931,0.8685393258426966,0.9409514702366721,0.04397905759162305,0.9662745098039216,-34.2,-53.2,211,0.6376,6.39,1.73,1.51,0.4382,2.69,0.314323,0.6133720930232558,0.806272129489125,0.7098221112561904,0.7098221112561904,0.03530612244897959,0.856361149110807,RS
-34.0,-53.4,261,0.9149,7.91,1.51,1.51,0.6015,2.15,0.385741,0.131838,0.7522388059701492,0.878314606741573,0.8152767063558611,0.8825456518141195,0.032460732984293195,0.9676470588235295,-34.0,-53.4,216,0.5895,6.55,1.58,1.43,0.4189,2.15,0.385741,0.627906976744186,0.7454476479514417,0.6866773123478138,0.6866773123478138,0.03224489795918367,0.8186437365643932,RS
-34.0,-53.2,278,0.9598,8.43,1.56,1.56,0.6091,2.45,0.351185,0.128437,0.8029850746268656,0.9287640449438201,0.8658745597853429,0.938029386343993,0.03769633507853404,0.9825490196078431,-34.0,-53.2,217,0.6212,6.58,1.68,1.49,0.4294,2.45,0.351185,0.6308139534883721,0.7855336368234699,0.708173795155921,0.708173795155921,0.03428571428571429,0.8391635724057064,RS
-34.0,-53.0,281,0.9969,8.52,1.64,1.64,0.6118,2.72,0.310373,0.123686,0.8119402985074626,0.970449438202247,0.8911948683548548,0.9657947001599881,0.04607329842931936,0.987843137254902,-34.0,-53.0,214,0.6215,6.49,1.77,1.51,0.4305,2.72,0.310373,0.622093023255814,0.7859129994941833,0.7040030113749987,0.7040030113749987,0.03612244897959184,0.841313269493844,RS
-33.8,-53.4,258,0.8055,7.82,1.41,1.41,0.5681,1.7,0.41206,0.133062,0.7432835820895523,0.7553932584269661,0.7493384202582591,0.8102401662406442,0.02198952879581151,0.9021568627450981,-33.8,-53.4,216,0.5,6.55,1.48,1.36,0.3805,1.7,0.41206,0.627906976744186,0.6322711178553364,0.6300890472997612,0.6300890472997612,0.030204081632653063,0.7435997654875903,RS
-33.8,-53.2,278,0.9355,8.43,1.53,1.53,0.6065,2.12,0.383153,0.129908,0.8029850746268656,0.9014606741573032,0.8522228743920844,0.9230594530977031,0.034554973821989535,0.9774509803921569,-33.8,-53.2,221,0.602,6.7,1.63,1.46,0.421,2.12,0.383153,0.6424418604651163,0.761254425897825,0.7018481431814707,0.7018481431814707,0.033265306122448976,0.8227477037326557,RS
-33.8,-53.0,292,0.9872,8.85,1.6,1.6,0.6145,2.49,0.350963,0.125771,0.844776119402985,0.9595505617977527,0.9021633406003688,0.9778223211166074,0.04188481675392671,0.9931372549019609,-33.8,-53.0,228,0.6214,6.91,1.72,1.5,0.4258,2.49,0.350963,0.6627906976744186,0.785786545270612,0.7242886214725153,0.7242886214725153,0.03510204081632653,0.8321282001172562,RS
-33.8,-52.8,292,1.0232,8.85,1.66,1.66,0.618,2.74,0.317814,0.120912,0.844776119402985,1.0,0.9223880597014925,1.0,0.0481675392670157,1.0,-33.8,-52.8,220,0.6476,6.67,1.8,1.54,0.4376,2.74,0.317814,0.6395348837209303,0.8189175518462316,0.7292262177835809,0.7292262177835809,0.036734693877551024,0.8551885870627319,RS
-33.6,-53.0,298,0.8816,9.03,1.53,1.53,0.5757,1.63,0.388721,0.126795,0.8626865671641791,0.8408988764044943,0.8517927217843367,0.9225877636587654,0.034554973821989535,0.9170588235294117,-33.6,-53.0,237,0.552,7.18,1.64,1.44,0.3906,1.63,0.388721,0.688953488372093,0.6980273141122915,0.6934904012421923,0.6934904012421923,0.03346938775510204,0.7633378932968535,RS
-33.6,-52.8,289,0.969,8.76,1.6,1.6,0.6026,2.32,0.359737,0.122539,0.835820895522388,0.9391011235955055,0.8874610095589468,0.9617002887143934,0.04188481675392671,0.9698039215686275,-33.6,-52.8,227,0.6062,6.88,1.73,1.52,0.4156,2.32,0.359737,0.6598837209302325,0.7665655032878098,0.7132246121090211,0.7132246121090211,0.03530612244897959,0.8121946452999804,RS
-33.6,-52.6,289,1.0117,8.76,1.66,1.66,0.6135,2.68,0.322467,0.117234,0.835820895522388,0.9870786516853932,0.9114497736038907,0.9880054800566396,0.0481675392670157,0.9911764705882354,-33.6,-52.6,219,0.6398,6.64,1.81,1.55,0.4308,2.68,0.322467,0.6366279069767442,0.8090541224076885,0.7228410146922164,0.7228410146922164,0.03693877551020408,0.8418995505178816,RS
-33.4,-52.8,294,0.9129,8.91,1.53,1.53,0.5934,1.91,0.39731,0.122588,0.8507462686567164,0.876067415730337,0.8634068421935267,0.9353233785100866,0.034554973821989535,0.9517647058823531,-33.4,-52.8,227,0.5996,6.88,1.66,1.47,0.4244,1.91,0.39731,0.6598837209302325,0.7582195245321195,0.7090516227311761,0.7090516227311761,0.03387755102040816,0.829392222005081,RS
-33.4,-52.6,292,0.9526,8.85,1.59,1.59,0.5967,2.27,0.358655,0.118178,0.844776119402985,0.9206741573033707,0.8827251383531778,0.9565071075231246,0.04083769633507854,0.9582352941176471,-33.4,-52.6,230,0.59,6.97,1.7,1.49,0.404,2.27,0.358655,0.6686046511627907,0.7460799190692969,0.7073422851160438,0.7073422851160438,0.03469387755102041,0.7895251123705296,RS
-33.4,-52.4,283,0.9589,8.58,1.64,1.64,0.5839,2.61,0.312581,0.112311,0.817910447761194,0.9277528089887639,0.872831628374979,0.9456582504275547,0.04607329842931936,0.9331372549019608,-33.4,-52.4,209,0.5946,6.33,1.79,1.53,0.4039,2.61,0.312581,0.6075581395348837,0.7518968133535661,0.6797274764442249,0.6797274764442249,0.03653061224489796,0.789329685362517,RS
-33.2,-52.6,268,0.855,8.12,1.48,1.48,0.5714,1.87,0.393234,0.117468,0.7731343283582089,0.8110112359550561,0.7920727821566325,0.8571010868166019,0.02931937172774869,0.9086274509803922,-33.2,-52.6,208,0.5589,6.3,1.59,1.43,0.3979,1.87,0.393234,0.6046511627906976,0.7067526555386949,0.6557019091646963,0.6557019091646963,0.032448979591836735,0.7776040648817666,RS
-33.2,-52.4,265,0.914,8.03,1.57,1.57,0.5801,2.3,0.347864,0.112971,0.764179104477612,0.8773033707865168,0.8207412376320644,0.8885378546865518,0.03874345549738221,0.9256862745098038,-33.2,-52.4,208,0.5743,6.3,1.68,1.49,0.3933,2.3,0.347864,0.6046511627906976,0.7262266059686394,0.6654388843796686,0.6654388843796686,0.03428571428571429,0.7686144225131912,RS
-33.2,-52.2,271,0.8875,8.21,1.59,1.59,0.552,2.68,0.298496,0.107193,0.7820895522388059,0.8475280898876403,0.8148088210632232,0.882032586108608,0.04083769633507854,0.8705882352941178,-33.2,-52.2,189,0.5814,5.73,1.78,1.52,0.3912,2.68,0.298496,0.5494186046511628,0.7352048558421852,0.642311730246674,0.642311730246674,0.036326530612244896,0.7645104553449286,RS
-33.0,-52.4,227,0.8043,6.88,1.46,1.46,0.5464,1.86,0.370603,0.112674,0.6507462686567164,0.7540449438202247,0.7023956062384705,0.7587644127328564,0.027225130890052355,0.8596078431372549,-33.0,-52.4,179,0.4958,5.42,1.55,1.4,0.3606,1.86,0.370603,0.5203488372093024,0.6269600404653516,0.573654438837327,0.573654438837327,0.03163265306122449,0.7047097908931014,RS
-33.0,-52.2,246,0.8679,7.46,1.54,1.54,0.5629,2.47,0.325951,0.108007,0.7074626865671642,0.825505617977528,0.766484152272346,0.8290415417716397,0.035602094240837705,0.8919607843137254,-33.0,-52.2,181,0.55,5.49,1.69,1.45,0.3853,2.47,0.325951,0.5261627906976745,0.6954982296408702,0.6108305101692724,0.6108305101692724,0.034489795918367344,0.7529802618721906,RS
-32.8,-52.4,196,0.7725,5.94,1.4,1.4,0.5493,1.84,0.39022,0.111675,0.5582089552238806,0.7183146067415729,0.6382617809827267,0.6884376321741847,0.020942408376963345,0.8652941176470589,-32.8,-52.4,153,0.4896,4.64,1.48,1.35,0.3713,1.84,0.39022,0.44476744186046513,0.6191198786039454,0.5319436602322052,0.5319436602322052,0.030204081632653063,0.7256204807504397,RS
-32.8,-52.2,218,0.8204,6.61,1.49,1.49,0.5513,2.16,0.350609,0.108258,0.6238805970149254,0.7721348314606741,0.6980077142377997,0.7539528126666544,0.03036649214659686,0.8692156862745098,-32.8,-52.2,164,0.5202,4.97,1.6,1.41,0.3767,2.16,0.350609,0.47674418604651164,0.657814871016692,0.5672795285316018,0.5672795285316018,0.0326530612244898,0.736173539183115,RS
-32.8,-52.0,242,0.8724,7.33,1.57,1.57,0.5556,2.6,0.310739,0.102791,0.6955223880597015,0.8305617977528088,0.7630420929062551,0.8252671067875466,0.03874345549738221,0.8776470588235294,-32.8,-52.0,172,0.5715,5.21,1.72,1.48,0.3928,2.6,0.310739,0.5,0.7226858877086495,0.6113429438543247,0.6113429438543247,0.03510204081632653,0.7676372874731286,RS
-32.6,-52.2,186,0.7674,5.64,1.42,1.42,0.5432,2.04,0.363758,0.107091,0.5283582089552239,0.7125842696629212,0.6204712393090726,0.6689291822210779,0.02303664921465968,0.8533333333333334,-32.6,-52.2,136,0.4858,4.12,1.53,1.32,0.3715,2.04,0.363758,0.3953488372093023,0.6143146181082448,0.5048317276587736,0.5048317276587736,0.031224489795918367,0.7260113347664646,RS
-32.6,-52.0,226,0.862,6.85,1.54,1.54,0.5608,2.51,0.327647,0.102432,0.6477611940298508,0.8188764044943819,0.7333187992621164,0.7926736423987202,0.035602094240837705,0.8878431372549019,-32.6,-52.0,162,0.5702,4.91,1.7,1.44,0.4023,2.51,0.327647,0.47093023255813954,0.7210419828022256,0.5959861076801826,0.5959861076801826,0.03469387755102041,0.7862028532343169,RS
-32.4,-52.2,180,0.757,5.46,1.4,1.4,0.5423,1.88,0.38549,0.105269,0.5104477611940299,0.7008988764044943,0.6056733187992621,0.6527023299435444,0.020942408376963345,0.8515686274509804,-32.4,-52.2,143,0.4654,4.33,1.49,1.31,0.3638,1.88,0.38549,0.41569767441860467,0.5885179564997471,0.5021078154591759,0.5021078154591759,0.030408163265306123,0.7109634551495017,RS
-32.4,-52.0,221,0.7944,6.7,1.46,1.46,0.5426,2.22,0.347667,0.101058,0.6328358208955224,0.7429213483146067,0.6878785846050646,0.7428455837731477,0.027225130890052355,0.8521568627450979,-32.4,-52.0,174,0.5027,5.27,1.55,1.34,0.3704,2.22,0.347667,0.5058139534883721,0.6356853818917553,0.5707496676900636,0.5707496676900636,0.03163265306122449,0.7238616376783271,RS
-32.4,-51.8,245,0.8698,7.43,1.57,1.57,0.5585,2.57,0.314133,0.096108,0.7044776119402985,0.8276404494382021,0.7660590306892503,0.828575369168245,0.03874345549738221,0.8833333333333333,-32.4,-51.8,189,0.5815,5.73,1.66,1.46,0.4018,2.57,0.314133,0.5494186046511628,0.7353313100657562,0.6423749573584595,0.6423749573584595,0.03387755102040816,0.7852257181942544,RS
-32.2,-52.0,245,0.7811,7.43,1.43,1.43,0.5424,1.99,0.383239,0.098656,0.7044776119402985,0.7279775280898876,0.7162275700150931,0.7739320325861087,0.02408376963350785,0.851764705882353,-32.2,-52.0,203,0.5207,6.15,1.49,1.35,0.3854,1.99,0.383239,0.5901162790697675,0.6584471421345474,0.6242817106021574,0.6242817106021574,0.030408163265306123,0.7531756888802033,RS
-32.2,-51.8,256,0.8241,7.76,1.52,1.52,0.5385,2.21,0.346649,0.094181,0.7373134328358208,0.7762921348314606,0.7568027838336407,0.8184253112414719,0.033507853403141365,0.8441176470588235,-32.2,-51.8,214,0.5566,6.49,1.59,1.44,0.3906,2.21,0.346649,0.622093023255814,0.7038442083965605,0.6629686158261872,0.6629686158261872,0.032448979591836735,0.7633378932968535,RS
-32.2,-51.6,266,0.8445,8.06,1.59,1.59,0.5307,2.52,0.311231,0.088906,0.7671641791044777,0.7992134831460673,0.7831888311252725,0.8473592747200206,0.04083769633507854,0.8288235294117646,-32.2,-51.6,216,0.5845,6.55,1.69,1.51,0.3976,2.52,0.311231,0.627906976744186,0.7391249367728883,0.6835159567585372,0.6835159567585372,0.034489795918367344,0.7770177838577291,RS
-32.0,-51.8,268,0.7245,8.12,1.42,1.42,0.4999,1.52,0.383822,0.090927,0.7731343283582089,0.66438202247191,0.7187581754150595,0.7767070008643042,0.02303664921465968,0.7684313725490196,-32.0,-51.8,232,0.5145,7.03,1.47,1.4,0.3733,1.52,0.383822,0.6744186046511628,0.6506069802731411,0.6625127924621519,0.6625127924621519,0.03,0.7295290209106898,RS
-32.0,-51.6,251,0.793,7.61,1.53,1.53,0.5152,2.0,0.346131,0.086617,0.7223880597014926,0.7413483146067416,0.7318681871541171,0.7910829548171169,0.034554973821989535,0.7984313725490196,-32.0,-51.6,223,0.5689,6.76,1.59,1.5,0.3951,2.0,0.346131,0.6482558139534884,0.7193980778958017,0.6838269459246451,0.6838269459246451,0.032448979591836735,0.7721321086574164,RS
-32.0,-51.4,256,0.8252,7.76,1.59,1.59,0.5197,2.56,0.303084,0.082813,0.7373134328358208,0.7775280898876404,0.7574207613617306,0.8191029625406866,0.04083769633507854,0.8072549019607844,-32.0,-51.4,225,0.6101,6.82,1.67,1.56,0.4074,2.56,0.303084,0.6540697674418605,0.7714972180070815,0.712783492724471,0.712783492724471,0.034081632653061224,0.7961696306429548,RS
-32.0,-51.2,254,0.8261,7.7,1.67,1.67,0.4985,2.88,0.254321,0.080147,0.7313432835820896,0.7785393258426965,0.754941304712393,0.8163840820905127,0.04921465968586387,0.765686274509804,-32.0,-51.2,205,0.6261,6.21,1.79,1.62,0.4068,2.88,0.254321,0.5959302325581395,0.7917298937784523,0.6938300631682959,0.6938300631682959,0.03653061224489796,0.7949970685948797,RS
-31.8,-51.4,255,0.7783,7.73,1.53,1.53,0.5097,2.02,0.352066,0.079844,0.7343283582089553,0.7248314606741572,0.7295799094415563,0.7885737141175821,0.034554973821989535,0.7876470588235295,-31.8,-51.4,248,0.5932,7.52,1.54,1.51,0.4069,2.02,0.352066,0.7209302325581395,0.750126454223571,0.7355283433908553,0.7355283433908553,0.03142857142857143,0.7951924956028922,RS
-31.8,-51.2,252,0.8281,7.64,1.63,1.63,0.515,2.63,0.298127,0.078539,0.7253731343283583,0.7807865168539324,0.7530798255911453,0.8143428529395538,0.04502617801047119,0.7980392156862746,-31.8,-51.2,231,0.6381,7.0,1.68,1.59,0.4222,2.63,0.298127,0.6715116279069767,0.8069044006069803,0.7392080142569786,0.7392080142569786,0.03428571428571429,0.8250928278288059,RS
-31.8,-51.0,245,0.822,7.43,1.7,1.7,0.4889,2.92,0.240462,0.078346,0.7044776119402985,0.7739325842696628,0.7392050981049807,0.7991283399841851,0.05235602094240837,0.7468627450980392,-31.8,-51.0,187,0.6136,5.67,1.85,1.61,0.4001,2.92,0.240462,0.5436046511627907,0.7759231158320689,0.6597638834974298,0.6597638834974298,0.03775510204081633,0.7819034590580418,RS
-31.6,-51.2,249,0.7557,7.55,1.53,1.53,0.4902,2.03,0.345728,0.077377,0.7164179104477612,0.699438202247191,0.7079280563474761,0.7648310928851211,0.034554973821989535,0.7494117647058824,-31.6,-51.2,243,0.5911,7.36,1.54,1.52,0.4014,2.03,0.345728,0.7063953488372093,0.7474709155285787,0.726933132182894,0.726933132182894,0.03142857142857143,0.7844440101622043,RS
-31.6,-51.0,246,0.7942,7.46,1.61,1.61,0.4961,2.63,0.283773,0.078725,0.7074626865671642,0.7426966292134831,0.7250796578903236,0.7836389047242501,0.04293193717277488,0.7609803921568628,-31.6,-51.0,217,0.6054,6.58,1.69,1.59,0.398,2.63,0.283773,0.6308139534883721,0.7655538694992414,0.6981839114938068,0.6981839114938068,0.034489795918367344,0.7777994918897791,RS
-31.6,-50.8,241,0.7678,7.3,1.69,1.69,0.4562,2.97,0.227201,0.079862,0.6925373134328359,0.7130337078651685,0.7027855106490022,0.7591919674874492,0.05130890052356021,0.6827450980392157,-31.6,-50.8,164,0.5587,4.97,1.9,1.6,0.3632,2.97,0.227201,0.47674418604651164,0.7064997470915528,0.5916219665690322,0.5916219665690322,0.03877551020408163,0.7097908931014266,RS
-31.4,-50.8,221,0.7803,6.7,1.61,1.61,0.4892,2.73,0.272576,0.081762,0.6328358208955224,0.7270786516853932,0.6799572362904578,0.7341593262104856,0.04293193717277488,0.747450980392157,-31.4,-50.8,189,0.5839,5.73,1.7,1.57,0.3916,2.73,0.272576,0.5494186046511628,0.7383662114314619,0.6438924080413123,0.6438924080413123,0.03469387755102041,0.7652921633769786,RS
-31.4,-50.6,243,0.7413,7.36,1.68,1.68,0.4458,3.0,0.22405,0.083168,0.6985074626865672,0.683258426966292,0.6908829448264295,0.7461400540649882,0.05026178010471204,0.6623529411764706,-31.4,-50.6,144,0.5219,4.36,1.97,1.58,0.3493,3.0,0.22405,0.4186046511627907,0.6599645928174002,0.5392846219900954,0.5392846219900954,0.04020408163265306,0.682626538987688,RS
-31.2,-50.8,229,0.7435,6.94,1.52,1.52,0.4924,2.41,0.320875,0.084032,0.6567164179104478,0.6857303370786516,0.6712233774945497,0.7245820997076078,0.033507853403141365,0.7537254901960785,-31.2,-50.8,219,0.561,6.64,1.53,1.51,0.3882,2.41,0.320875,0.6366279069767442,0.7094081942336875,0.6730180506052159,0.6730180506052159,0.031224489795918367,0.7586476451045534,RS
-31.2,-50.6,240,0.7283,7.27,1.62,1.62,0.4491,2.61,0.259785,0.085774,0.6895522388059702,0.6686516853932583,0.6791019620996142,0.733221464168153,0.04397905759162305,0.6688235294117647,-31.2,-50.6,185,0.5186,5.61,1.78,1.56,0.3503,2.61,0.259785,0.5377906976744186,0.6557916034395549,0.5967911505569867,0.5967911505569867,0.036326530612244896,0.6845808090678132,RS
-31.2,-50.4,250,0.68,7.58,1.63,1.63,0.4168,2.93,0.220443,0.087101,0.7194029850746269,0.6143820224719101,0.6668925037732685,0.7198330237775612,0.04502617801047119,0.6054901960784314,-31.2,-50.4,119,0.4831,3.61,1.94,1.51,0.3277,2.93,0.220443,0.34593023255813954,0.610900354071826,0.4784152933149828,0.4784152933149828,0.039591836734693873,0.6404143052569864,RS
-31.0,-50.6,206,0.6937,6.24,1.52,1.52,0.4567,2.4,0.300475,0.088716,0.5880597014925373,0.6297752808988764,0.6089174911957068,0.6562597693962743,0.033507853403141365,0.6837254901960784,-31.0,-50.6,185,0.5037,5.61,1.57,1.5,0.3515,2.4,0.300475,0.5377906976744186,0.636949924127466,0.5873703109009423,0.5873703109009423,0.032040816326530615,0.6869259331639631,RS
