grid_lat,grid_lon,n_compound_ssh_total,n_storm_corroborated,storm_corroborated_fraction,latitude_band,q_storm_over_tide,branch,selected_locked
-31.8,-51.4,246,234,0.9512195121951219,RS,2.868007237589367,keep_tide_SSH_total,False
-31.8,-51.2,244,233,0.9549180327868853,RS,3.308866977861932,keep_tide_SSH_total,False
-31.8,-51.0,236,219,0.9279661016949152,RS,3.301503122826277,keep_tide_SSH_total,False
-31.6,-51.2,239,228,0.9539748953974896,RS,3.047190484077675,keep_tide_SSH_total,False
-31.6,-51.0,237,225,0.9493670886075949,RS,3.283027210073108,keep_tide_SSH_total,False
-31.6,-50.8,234,213,0.9102564102564102,RS,3.244513113494797,keep_tide_SSH_total,False
-31.4,-50.8,212,200,0.9433962264150944,RS,3.243273520175733,keep_tide_SSH_total,False
-31.4,-50.6,220,197,0.8954545454545455,RS,3.119317053564468,keep_tide_SSH_total,False
-31.2,-50.8,219,209,0.954337899543379,RS,3.157024827135367,keep_tide_SSH_total,False
-31.2,-50.6,230,213,0.9260869565217391,RS,2.984208229286345,keep_tide_SSH_total,False
-31.2,-50.4,217,197,0.9078341013824884,RS,2.9076601975630942,keep_tide_SSH_total,False
-31.0,-50.6,204,191,0.9362745098039216,RS,2.9794716427809145,keep_tide_SSH_total,False
-31.0,-50.4,229,206,0.8995633187772926,RS,2.920622231301812,keep_tide_SSH_total,False
-31.0,-50.2,212,187,0.8820754716981132,RS,2.910063666054732,keep_tide_SSH_total,False
-30.8,-50.4,210,195,0.9285714285714286,RS,2.8872840521018843,keep_tide_SSH_total,False
-30.8,-50.2,225,207,0.92,RS,2.896893246879049,keep_tide_SSH_total,False
-30.6,-50.4,124,109,0.8790322580645161,RS,2.583941307799272,keep_tide_SSH_total,False
-30.6,-50.2,202,192,0.9504950495049505,RS,2.779766738106088,keep_tide_SSH_total,False
-30.6,-50.0,218,199,0.9128440366972477,RS,2.814374628462928,keep_tide_SSH_total,False
-30.4,-50.2,154,140,0.9090909090909091,RS,2.4860489733464517,keep_tide_SSH_total,False
-30.4,-50.0,214,195,0.9112149532710281,RS,2.6998455644150496,keep_tide_SSH_total,False
-30.4,-49.8,217,199,0.9170506912442397,RS,2.8117914835403512,keep_tide_SSH_total,False
-30.2,-50.0,169,157,0.9289940828402367,RS,2.571697552010096,keep_tide_SSH_total,False
-30.2,-49.8,212,192,0.9056603773584906,RS,2.716562995920857,keep_tide_SSH_total,False
-30.0,-50.0,133,114,0.8571428571428571,SC/PR,2.3731284069023246,keep_tide_SSH_total,False
-30.0,-49.8,204,185,0.9068627450980392,SC/PR,2.6400958003882105,keep_tide_SSH_total,False
-29.8,-49.8,199,181,0.9095477386934674,SC/PR,2.5428003198877724,keep_tide_SSH_total,False
-29.8,-49.6,229,206,0.8995633187772926,SC/PR,2.675873952667306,keep_tide_SSH_total,False
-29.6,-49.8,173,157,0.9075144508670521,SC/PR,2.377153011392874,keep_tide_SSH_total,False
-29.6,-49.6,220,195,0.8863636363636364,SC/PR,2.5642524455481643,keep_tide_SSH_total,False
-29.6,-49.4,235,206,0.8765957446808511,SC/PR,2.679705547871259,keep_tide_SSH_total,False
-29.4,-49.6,198,179,0.9040404040404041,SC/PR,2.4789859189844665,keep_tide_SSH_total,False
-29.4,-49.4,236,208,0.8813559322033898,SC/PR,2.6079917955041334,keep_tide_SSH_total,False
-29.4,-49.2,247,219,0.8866396761133604,SC/PR,2.678184577729102,keep_tide_SSH_total,False
-29.2,-49.4,233,204,0.8755364806866953,SC/PR,2.5495352140681287,keep_tide_SSH_total,False
-29.2,-49.2,257,227,0.8832684824902723,SC/PR,2.6260118530747776,keep_tide_SSH_total,False
-29.2,-49.0,247,216,0.8744939271255061,SC/PR,2.6544137722862926,keep_tide_SSH_total,False
-29.0,-49.4,208,188,0.9038461538461539,SC/PR,2.469418652258957,keep_tide_SSH_total,False
-29.0,-49.2,260,228,0.8769230769230769,SC/PR,2.5796547378840966,keep_tide_SSH_total,False
-29.0,-49.0,259,230,0.888030888030888,SC/PR,2.6144138811258464,keep_tide_SSH_total,False
-29.0,-48.8,248,218,0.8790322580645161,SC/PR,2.62569473354572,keep_tide_SSH_total,True
-29.0,-48.6,223,191,0.8565022421524664,SC/PR,2.619489062805582,keep_tide_SSH_total,True
-28.8,-49.0,274,242,0.8832116788321168,SC/PR,2.6167567653571018,keep_tide_SSH_total,False
-28.8,-48.8,265,232,0.8754716981132076,SC/PR,2.6514107613168085,keep_tide_SSH_total,False
-28.8,-48.6,248,218,0.8790322580645161,SC/PR,2.640226767186432,keep_tide_SSH_total,True
-28.8,-48.4,211,180,0.8530805687203792,SC/PR,2.601772094850318,keep_tide_SSH_total,True
-28.6,-48.8,284,253,0.8908450704225352,SC/PR,2.6763187094116745,keep_tide_SSH_total,False
-28.6,-48.6,260,226,0.8692307692307693,SC/PR,2.581588259338293,keep_tide_SSH_total,True
-28.6,-48.4,227,197,0.8678414096916299,SC/PR,2.57047773848622,keep_tide_SSH_total,True
-28.4,-48.6,252,220,0.873015873015873,SC/PR,2.407601505009126,keep_tide_SSH_total,False
-28.4,-48.4,249,215,0.8634538152610441,SC/PR,2.525413229703356,keep_tide_SSH_total,True
-28.2,-48.6,216,176,0.8148148148148148,SC/PR,2.3726515561631008,keep_tide_SSH_total,True
-28.2,-48.4,252,214,0.8492063492063492,SC/PR,2.4321833122809084,keep_tide_SSH_total,True
-28.2,-48.2,225,189,0.84,SC/PR,2.4478280499353597,keep_tide_SSH_total,True
-28.0,-48.4,249,205,0.8232931726907631,SC/PR,2.4001744267302976,keep_tide_SSH_total,True
-28.0,-48.2,233,197,0.8454935622317596,SC/PR,2.4019626232088465,keep_tide_SSH_total,True
-27.8,-48.4,225,184,0.8177777777777778,SC/PR,2.255216709049808,keep_tide_SSH_total,True
-27.8,-48.2,236,196,0.8305084745762712,SC/PR,2.310958582829404,keep_tide_SSH_total,True
-27.6,-48.4,198,161,0.8131313131313131,SC/PR,2.0093463623654104,keep_tide_SSH_total,True
-27.6,-48.2,225,184,0.8177777777777778,SC/PR,2.2101345631501648,keep_tide_SSH_total,True
-27.6,-48.0,211,169,0.8009478672985783,SC/PR,2.215035210911986,keep_tide_SSH_total,True
-27.4,-48.4,167,122,0.7305389221556886,SC/PR,1.6129928324519025,keep_tide_SSH_total,True
-27.4,-48.2,203,164,0.8078817733990148,SC/PR,2.083297788544213,keep_tide_SSH_total,True
-27.4,-48.0,215,170,0.7906976744186046,SC/PR,2.122309027917026,keep_tide_SSH_total,True
-27.2,-48.4,153,103,0.673202614379085,SC/PR,1.5212932053887978,keep_tide_SSH_total,True
-27.2,-48.2,186,144,0.7741935483870968,SC/PR,1.8106587519844977,keep_tide_SSH_total,True
-27.2,-48.0,205,163,0.7951219512195122,SC/PR,1.99222596461304,keep_tide_SSH_total,True
-27.0,-48.4,130,86,0.6615384615384615,SC/PR,1.4897247057757206,keep_tide_SSH_total,True
-27.0,-48.2,176,131,0.7443181818181818,SC/PR,1.697651456603359,keep_tide_SSH_total,True
-26.8,-48.4,155,100,0.6451612903225806,SC/PR,1.437990391881785,keep_tide_SSH_total,True
-26.8,-48.2,187,139,0.7433155080213903,SC/PR,1.5914849281144947,keep_tide_SSH_total,True
-26.6,-48.6,144,102,0.7083333333333334,SC/PR,1.2481477735316344,keep_tide_SSH_total,True
-26.6,-48.4,166,111,0.6686746987951807,SC/PR,1.3467899103314738,keep_tide_SSH_total,True
-26.6,-48.2,181,136,0.7513812154696132,SC/PR,1.470205720413868,keep_tide_SSH_total,True
-26.4,-48.4,173,119,0.6878612716763006,SC/PR,1.142663247632106,keep_tide_SSH_total,True
-26.4,-48.2,183,134,0.73224043715847,SC/PR,1.365619787065643,keep_tide_SSH_total,True
-26.2,-48.4,167,114,0.6826347305389222,SC/PR,0.9553994133100452,zos_only,False
-26.2,-48.2,189,135,0.7142857142857143,SC/PR,1.2078376133994375,keep_tide_SSH_total,True
-26.0,-48.4,157,107,0.6815286624203821,SC/PR,0.8731331429970135,zos_only,False
-26.0,-48.2,183,136,0.7431693989071039,SC/PR,1.0905266972510843,keep_tide_SSH_total,True
-25.8,-48.2,192,137,0.7135416666666666,SC/PR,1.0264152836201978,keep_tide_SSH_total,True
-25.8,-48.0,202,154,0.7623762376237624,SC/PR,1.1735376975021905,keep_tide_SSH_total,True
-25.6,-48.4,190,141,0.7421052631578947,SC/PR,0.8126613156003071,zos_only,False
-25.6,-48.2,200,149,0.745,SC/PR,0.9523376011702042,zos_only,False
-25.6,-48.0,200,151,0.755,SC/PR,1.1097572858067315,keep_tide_SSH_total,True
-25.6,-47.8,208,161,0.7740384615384616,SC/PR,1.213023578685542,keep_tide_SSH_total,True
-25.4,-48.0,210,164,0.780952380952381,SC/PR,1.0601414760451615,keep_tide_SSH_total,True
-25.4,-47.8,208,162,0.7788461538461539,SC/PR,1.1245735061893596,keep_tide_SSH_total,True
-25.4,-47.6,210,170,0.8095238095238095,SC/PR,1.253932529409135,keep_tide_SSH_total,True
-25.2,-47.8,210,165,0.7857142857142857,SC/PR,1.068262116651873,keep_tide_SSH_total,True
-25.2,-47.6,211,170,0.8056872037914692,SC/PR,1.184667711833078,keep_tide_SSH_total,True
-25.0,-47.8,202,158,0.7821782178217822,SP/RJ,0.8964806956745588,zos_only,False
-25.0,-47.6,220,176,0.8,SP/RJ,1.1502323395868574,keep_tide_SSH_total,True
-25.0,-47.4,222,178,0.8018018018018018,SP/RJ,1.2257886131504685,keep_tide_SSH_total,True
-25.0,-47.2,212,172,0.8113207547169812,SP/RJ,1.3053150391188042,keep_tide_SSH_total,True
-24.8,-47.4,228,181,0.793859649122807,SP/RJ,1.2039961113604702,keep_tide_SSH_total,True
-24.8,-47.2,225,184,0.8177777777777778,SP/RJ,1.294919871610756,keep_tide_SSH_total,True
-24.8,-47.0,219,179,0.817351598173516,SP/RJ,1.3463594847649527,keep_tide_SSH_total,True
-24.8,-46.8,216,180,0.8333333333333334,SP/RJ,1.3843061700151218,keep_tide_SSH_total,True
-24.6,-47.2,239,193,0.8075313807531381,SP/RJ,1.2534431622036548,keep_tide_SSH_total,True
-24.6,-47.0,237,193,0.8143459915611815,SP/RJ,1.323760731760084,keep_tide_SSH_total,True
-24.6,-46.8,224,187,0.8348214285714286,SP/RJ,1.3455972786413442,keep_tide_SSH_total,True
-24.6,-46.6,222,186,0.8378378378378378,SP/RJ,1.421119034404822,keep_tide_SSH_total,True
-24.4,-46.8,242,199,0.8223140495867769,SP/RJ,1.3254463560465408,keep_tide_SSH_total,True
-24.4,-46.6,242,204,0.8429752066115702,SP/RJ,1.3865065048269571,keep_tide_SSH_total,True
-24.4,-46.4,237,200,0.8438818565400844,SP/RJ,1.449911900527728,keep_tide_SSH_total,True
-24.4,-46.2,236,199,0.8432203389830508,SP/RJ,1.4931374257780436,keep_tide_SSH_total,True
-24.4,-46.0,227,195,0.8590308370044053,SP/RJ,1.5461800736151896,keep_tide_SSH_total,True
-24.4,-45.2,168,134,0.7976190476190477,SP/RJ,1.7157460888315217,keep_tide_SSH_total,True
-24.2,-46.6,252,214,0.8492063492063492,SP/RJ,1.3738527312647089,keep_tide_SSH_total,True
-24.2,-46.4,251,214,0.852589641434263,SP/RJ,1.425907465515034,keep_tide_SSH_total,True
-24.2,-46.2,247,210,0.8502024291497976,SP/RJ,1.4619832070984025,keep_tide_SSH_total,True
-24.2,-46.0,242,202,0.8347107438016529,SP/RJ,1.5183455414680695,keep_tide_SSH_total,True
-24.2,-45.8,248,208,0.8387096774193549,SP/RJ,1.5963086670096105,keep_tide_SSH_total,True
-24.2,-45.6,237,203,0.8565400843881856,SP/RJ,1.6357325867776884,keep_tide_SSH_total,True
-24.2,-45.4,231,198,0.8571428571428571,SP/RJ,1.7094668517333624,keep_tide_SSH_total,True
-24.2,-45.2,204,172,0.8431372549019608,SP/RJ,1.7351162519408567,keep_tide_SSH_total,True
-24.2,-45.0,171,137,0.8011695906432749,SP/RJ,1.728701267227696,keep_tide_SSH_total,True
-24.0,-46.4,292,248,0.8493150684931506,SP/RJ,1.3299099142724142,keep_tide_SSH_total,True
-24.0,-46.2,282,239,0.8475177304964538,SP/RJ,1.3897978297830005,keep_tide_SSH_total,True
-24.0,-46.0,269,230,0.8550185873605948,SP/RJ,1.5331171321309442,keep_tide_SSH_total,True
-24.0,-45.8,278,234,0.841726618705036,SP/RJ,1.5659698184805324,keep_tide_SSH_total,True
-24.0,-45.6,262,224,0.8549618320610687,SP/RJ,1.620441992606941,keep_tide_SSH_total,True
-24.0,-45.4,253,216,0.8537549407114624,SP/RJ,1.7336993450899518,keep_tide_SSH_total,True
-24.0,-45.2,235,200,0.851063829787234,SP/RJ,1.77437091262906,keep_tide_SSH_total,True
-24.0,-45.0,209,180,0.861244019138756,SP/RJ,1.74619070079787,keep_tide_SSH_total,True
-24.0,-44.8,180,147,0.8166666666666667,SP/RJ,1.7320486475909442,keep_tide_SSH_total,True
-23.8,-45.8,306,263,0.8594771241830066,SP/RJ,1.5047453068989305,keep_tide_SSH_total,True
-23.8,-45.6,309,265,0.8576051779935275,SP/RJ,1.467823784858835,keep_tide_SSH_total,True
-23.8,-45.4,299,255,0.8528428093645485,SP/RJ,1.2903594876304632,keep_tide_SSH_total,True
-23.8,-45.2,226,195,0.8628318584070797,SP/RJ,1.4037533501236583,keep_tide_SSH_total,True
-23.8,-45.0,220,187,0.85,SP/RJ,1.7148373541668338,keep_tide_SSH_total,True
-23.8,-44.8,218,182,0.8348623853211009,SP/RJ,1.7457288286543569,keep_tide_SSH_total,True
-23.8,-44.6,203,167,0.8226600985221675,SP/RJ,1.747360665622685,keep_tide_SSH_total,True
-23.6,-45.2,184,153,0.8315217391304348,SP/RJ,1.318309648869879,keep_tide_SSH_total,True
-23.6,-45.0,219,184,0.8401826484018264,SP/RJ,1.5292471353586354,keep_tide_SSH_total,True
-23.6,-44.8,223,194,0.8699551569506726,SP/RJ,1.6891290183625447,keep_tide_SSH_total,True
-23.6,-44.6,222,191,0.8603603603603603,SP/RJ,1.735448292061998,keep_tide_SSH_total,True
-23.6,-44.4,221,183,0.8280542986425339,SP/RJ,1.753913510060448,keep_tide_SSH_total,True
-23.6,-44.2,204,162,0.7941176470588235,SP/RJ,1.7701861064222235,keep_tide_SSH_total,True
-23.6,-44.0,188,148,0.7872340425531915,SP/RJ,1.7675465052655266,keep_tide_SSH_total,True
-23.4,-44.4,237,201,0.8481012658227848,SP/RJ,1.7220425516210267,keep_tide_SSH_total,True
-23.4,-44.2,236,193,0.8177966101694916,SP/RJ,1.755751523253539,keep_tide_SSH_total,True
-23.4,-44.0,224,179,0.7991071428571429,SP/RJ,1.7700281184871745,keep_tide_SSH_total,True
-23.4,-43.8,214,166,0.7757009345794392,SP/RJ,1.783421027186774,keep_tide_SSH_total,True
-23.4,-43.6,203,154,0.7586206896551724,SP/RJ,1.801281432538243,keep_tide_SSH_total,True
-23.4,-43.4,192,147,0.765625,SP/RJ,1.8117340300609743,keep_tide_SSH_total,True
-23.4,-43.2,182,140,0.7692307692307693,SP/RJ,1.8112520720812384,keep_tide_SSH_total,True
-23.4,-43.0,170,125,0.7352941176470589,SP/RJ,1.797952281307407,keep_tide_SSH_total,True
-23.4,-42.8,151,106,0.7019867549668874,SP/RJ,1.7950768551724414,keep_tide_SSH_total,True
-23.4,-42.6,139,97,0.697841726618705,SP/RJ,1.7904290808479189,keep_tide_SSH_total,True
-23.4,-42.2,131,92,0.7022900763358778,SP/RJ,1.788469972738857,keep_tide_SSH_total,True
-23.4,-42.0,135,96,0.7111111111111111,SP/RJ,1.775659798522842,keep_tide_SSH_total,True
-23.2,-44.4,247,207,0.8380566801619433,SP/RJ,1.507918467628942,keep_tide_SSH_total,True
-23.2,-44.2,248,212,0.8548387096774194,SP/RJ,1.6343992459469645,keep_tide_SSH_total,True
-23.2,-44.0,242,200,0.8264462809917356,SP/RJ,1.632404207899732,keep_tide_SSH_total,True
-23.2,-43.8,232,192,0.8275862068965517,SP/RJ,1.7464880174006066,keep_tide_SSH_total,True
-23.2,-43.6,231,186,0.8051948051948052,SP/RJ,1.803648402092328,keep_tide_SSH_total,True
-23.2,-43.4,224,177,0.7901785714285714,SP/RJ,1.821557341320582,keep_tide_SSH_total,True
-23.2,-43.2,220,172,0.7818181818181819,SP/RJ,1.8297718615467635,keep_tide_SSH_total,True
-23.2,-43.0,209,163,0.7799043062200957,SP/RJ,1.8237475137046355,keep_tide_SSH_total,True
-23.2,-42.8,195,152,0.7794871794871795,SP/RJ,1.8128291849984932,keep_tide_SSH_total,True
-23.2,-42.6,185,142,0.7675675675675676,SP/RJ,1.7948513441015876,keep_tide_SSH_total,True
-23.2,-42.4,170,132,0.7764705882352941,SP/RJ,1.7780844054541671,keep_tide_SSH_total,True
-23.2,-42.2,164,124,0.7560975609756098,SP/RJ,1.7589256539415874,keep_tide_SSH_total,True
-23.2,-42.0,161,121,0.7515527950310559,SP/RJ,1.7314663955122718,keep_tide_SSH_total,True
-23.2,-41.8,157,120,0.7643312101910829,SP/RJ,1.725906098135936,keep_tide_SSH_total,True
-23.0,-44.4,274,227,0.8284671532846716,SP/RJ,0.9906577101427532,zos_only,False
-23.0,-44.0,248,205,0.8266129032258065,SP/RJ,1.011462273315364,keep_tide_SSH_total,True
-23.0,-43.4,252,208,0.8253968253968254,SP/RJ,1.5740833989071457,keep_tide_SSH_total,True
-23.0,-43.2,244,199,0.8155737704918032,SP/RJ,1.6040353019190503,keep_tide_SSH_total,True
-23.0,-43.0,238,196,0.8235294117647058,SP/RJ,1.736926581390245,keep_tide_SSH_total,True
-23.0,-42.8,239,194,0.8117154811715481,SP/RJ,1.7940206941416168,keep_tide_SSH_total,True
-23.0,-42.6,237,196,0.8270042194092827,SP/RJ,1.8135177825825408,keep_tide_SSH_total,True
-23.0,-42.4,230,190,0.8260869565217391,SP/RJ,1.807673057672296,keep_tide_SSH_total,True
-23.0,-42.2,225,186,0.8266666666666667,SP/RJ,1.781152960687451,keep_tide_SSH_total,True
-23.0,-42.0,206,173,0.8398058252427184,SP/RJ,1.713509193754148,keep_tide_SSH_total,True
-23.0,-41.8,187,152,0.8128342245989305,SP/RJ,1.6575673368673776,keep_tide_SSH_total,True
-23.0,-41.6,176,141,0.8011363636363636,SP/RJ,1.641106668602986,keep_tide_SSH_total,True
-22.8,-41.8,166,129,0.7771084337349398,SP/RJ,1.3034000078091306,keep_tide_SSH_total,True
-22.8,-41.6,178,141,0.7921348314606742,SP/RJ,1.4921874639408446,keep_tide_SSH_total,True
-22.6,-41.8,129,100,0.7751937984496124,SP/RJ,1.1738469595501368,keep_tide_SSH_total,True
-22.6,-41.6,174,137,0.7873563218390804,SP/RJ,1.3937912879013927,keep_tide_SSH_total,True
-22.6,-41.4,182,146,0.8021978021978022,SP/RJ,1.4629954567857903,keep_tide_SSH_total,True
-22.4,-41.6,171,137,0.8011695906432749,SP/RJ,1.173648474122856,keep_tide_SSH_total,True
-22.4,-41.4,178,138,0.7752808988764045,SP/RJ,1.331627334358407,keep_tide_SSH_total,True
-22.4,-41.2,180,141,0.7833333333333333,SP/RJ,1.4148389770469942,keep_tide_SSH_total,True
-22.4,-41.0,164,129,0.7865853658536586,SP/RJ,1.4140054671737274,keep_tide_SSH_total,True
-22.4,-40.8,141,90,0.6382978723404256,SP/RJ,1.4106833500903355,keep_tide_SSH_total,True
-22.2,-41.4,185,148,0.8,SP/RJ,1.0208613622884546,keep_tide_SSH_total,True
-22.2,-41.2,182,145,0.7967032967032966,SP/RJ,1.3046135092382138,keep_tide_SSH_total,True
-22.2,-41.0,182,141,0.7747252747252747,SP/RJ,1.358136485523053,keep_tide_SSH_total,True
-22.2,-40.8,167,120,0.718562874251497,SP/RJ,1.3659453537060828,keep_tide_SSH_total,True
-22.2,-40.6,145,97,0.6689655172413793,SP/RJ,1.3668524094535364,keep_tide_SSH_total,True
-22.0,-40.8,168,129,0.7678571428571429,SP/RJ,1.224761256753307,keep_tide_SSH_total,True
-22.0,-40.6,157,120,0.7643312101910829,SP/RJ,1.2972350472043614,keep_tide_SSH_total,True
-21.8,-40.8,141,94,0.6666666666666666,SP/RJ,1.0250551361373643,keep_tide_SSH_total,True
-21.8,-40.6,140,98,0.7,SP/RJ,1.1584515765743786,keep_tide_SSH_total,True
-21.6,-40.8,114,70,0.6140350877192983,SP/RJ,0.935520798171786,zos_only,False
-21.6,-40.6,122,77,0.6311475409836066,SP/RJ,1.0524702225291225,keep_tide_SSH_total,True
-21.4,-40.8,107,63,0.5887850467289719,SP/RJ,0.903244283340992,zos_only,False
-21.4,-40.6,119,75,0.6302521008403361,SP/RJ,0.9881861054859516,zos_only,False
-21.2,-40.8,102,64,0.6274509803921569,SP/RJ,0.8983832878618607,zos_only,False
-21.2,-40.6,120,73,0.6083333333333333,SP/RJ,0.9450081930967577,zos_only,False
-21.2,-40.4,103,51,0.49514563106796117,SP/RJ,0.996445070711092,zos_only,False
-21.0,-40.8,113,83,0.7345132743362832,SP/RJ,0.8831281923524816,zos_only,False
-21.0,-40.6,123,81,0.6585365853658537,SP/RJ,0.9005197674825787,zos_only,False
-21.0,-40.4,114,61,0.5350877192982456,SP/RJ,0.9665453129089614,zos_only,False
-21.0,-40.2,88,45,0.5113636363636364,SP/RJ,1.0300778037244358,keep_tide_SSH_total,True
-21.0,-29.4,56,8,0.14285714285714285,SP/RJ,1.3912041968129167,keep_tide_SSH_total,True
-21.0,-29.2,55,8,0.14545454545454545,SP/RJ,1.401966287078748,keep_tide_SSH_total,True
-20.8,-40.4,113,67,0.5929203539823009,SP/RJ,0.9398382991741848,zos_only,False
-20.8,-40.2,103,53,0.5145631067961165,SP/RJ,0.9968434888944042,zos_only,False
-20.8,-40.0,84,32,0.38095238095238093,SP/RJ,1.0458841962016472,keep_tide_SSH_total,True
-20.8,-29.6,58,9,0.15517241379310345,SP/RJ,1.3426747940754402,keep_tide_SSH_total,True
-20.8,-29.4,56,9,0.16071428571428573,SP/RJ,1.3597232529071466,keep_tide_SSH_total,True
-20.8,-29.2,52,7,0.1346153846153846,SP/RJ,1.377498351238808,keep_tide_SSH_total,True
-20.8,-29.0,51,9,0.17647058823529413,SP/RJ,1.3843248050283,keep_tide_SSH_total,True
-20.8,-28.8,52,10,0.19230769230769232,SP/RJ,1.389025652810726,keep_tide_SSH_total,True
-20.8,-28.6,47,10,0.2127659574468085,SP/RJ,1.3996031309084105,keep_tide_SSH_total,True
-20.6,-40.4,120,76,0.6333333333333333,SP/RJ,0.890596706712834,zos_only,False
