grid_lat,grid_lon,zos_q90_m,ssh_total_q90_m,tide_range_proxy_m,n_episodes_zos,n_episodes_ssh_total,rayleigh_R_zos_springneap,rayleigh_p_zos_springneap,rayleigh_R_ssh_total_springneap,rayleigh_p_ssh_total_springneap,rayleigh_R_zos_annual,rayleigh_p_zos_annual,zos_annual_peak_doy,var_tide,var_zos,var_ssh_total,var_ratio_tide_over_ssh,latitude_band,sig_zos_springneap_p01,sig_ssh_springneap_p01,sig_zos_annual_p01
-34.6,-54.0,0.38660882115364076,0.6597084283828736,0.4161398559808731,666,622,0.019171981903365175,0.7829887626761574,0.15251442513721794,4.838261671863005e-07,0.2584215263250064,2.493979774650186e-20,139.05224497144664,0.007000256915818941,0.04259018503235594,0.051158716495595405,0.13683409974567365,RS,False,True,True
-34.6,-53.8,0.3496963620185852,0.6406321048736573,0.4361196309328079,654,596,0.011339611565414727,0.9193998286067431,0.19288856682857733,1.9349661550542596e-10,0.2608989320008845,2.3723931243308815e-20,138.84724406033197,0.007674542796541432,0.03406473286253688,0.04323313173476966,0.17751531033245238,RS,False,True,True
-34.6,-53.6,0.30851983428001406,0.6126565098762512,0.457632452249527,639,572,0.02373226495374805,0.6979087717088804,0.22137054256938243,4.850013598732891e-13,0.26779434875611857,6.170278928816597e-21,134.39621802800625,0.00814789691273132,0.02619067590018756,0.03568067501428534,0.2283560193149142,RS,False,True,True
-34.6,-53.4,0.26857616901397713,0.5781632423400881,0.45680123567581177,625,542,0.029451911993337944,0.5816896459164675,0.25140713651027186,7.982851075063529e-16,0.28649757692527866,2.3867185650012613e-23,128.63128767774663,0.008121982801115207,0.018988813647473728,0.02821984713267656,0.28781101339526866,RS,False,True,True
-34.4,-53.8,0.39924911856651313,0.7027344346046451,0.4599733278155327,682,637,0.02078855480826909,0.7448654989211146,0.1494939265506221,6.128518262225455e-07,0.24996218353456495,1.6990996703890415e-19,142.80776696831828,0.0086482284505186,0.045367703922403045,0.05582833099159599,0.15490752270241512,RS,False,True,True
-34.4,-53.6,0.36307646036148117,0.6844836711883545,0.48156052827835083,658,596,0.023604797415258845,0.6932246575574722,0.19775883170628555,6.096276913996964e-11,0.2615118620749716,1.4529822969640355e-20,140.9304171719336,0.009346510080135775,0.03671397450299164,0.0478203434989696,0.19545050069197364,RS,False,True,True
-34.4,-53.4,0.320465010404587,0.6472969412803651,0.48293936252593994,645,568,0.02078971447510962,0.7568494636618633,0.21072660077778485,8.551806842580283e-12,0.269123811565257,2.5006345501489056e-21,140.98542923933314,0.009391378605853882,0.02730255977495985,0.03825413738428894,0.2454996831195295,RS,False,True,True
-34.2,-53.6,0.39375160336494447,0.7371331691741945,0.5271440073847771,685,617,0.01569825013161006,0.844766342290761,0.18118759917727062,1.3709360463597903e-09,0.2526478052873032,5.458912318368945e-20,145.59928833931903,0.011034092365711954,0.043941162933599016,0.05697461633567275,0.1936668129663793,RS,False,True,True
-34.2,-53.4,0.3556049764156342,0.7041510343551636,0.5266898944973946,657,583,0.02159671022947617,0.7362105893392549,0.2055081823205951,1.5889885805167056e-11,0.2677130591174197,1.727260088262861e-21,145.65779950784693,0.011059689318767225,0.034375694028475165,0.04730463225270539,0.23379717359782906,RS,False,True,True
-34.2,-53.2,0.3143233239650727,0.6554824829101563,0.5101016610860825,647,543,0.023209052234188524,0.7058936589778326,0.2239698599152553,1.0736425102079244e-12,0.27313450139630946,5.167493688587502e-22,143.17350853201236,0.010336173863224272,0.02545126888293197,0.0373777515210674,0.2765327886937888,RS,False,True,True
-34.0,-53.4,0.3857406914234162,0.760126781463623,0.5639993026852608,677,602,0.022753550151494495,0.7044868109283403,0.20817199170455328,3.588034771059597e-12,0.24819207226426138,4.2939250754915654e-19,147.74265021762412,0.012946084618571095,0.04159463342317478,0.05668283055110046,0.22839516821412081,RS,False,True,True
-34.0,-53.2,0.35118530988693253,0.7162685632705689,0.5501849874854088,651,569,0.02412070517437491,0.6848732827764142,0.21723406633075204,1.6184015166808397e-12,0.26034628061164206,3.532098282591827e-20,147.21929984316347,0.012256301798628738,0.03272250163186482,0.046900235743249384,0.2613270829964401,RS,False,True,True
-34.0,-53.0,0.3103732466697693,0.661231589317322,0.5270839855074883,634,531,0.025199836591928773,0.6687422886545783,0.2288703316134437,5.903917835070906e-13,0.2792624579021456,1.5572001614917225e-22,146.80290968748852,0.011065026448719024,0.025229768021341168,0.03792001860335933,0.2917990775389223,RS,False,True,True
-33.8,-53.4,0.41205983757972753,0.8088099360466008,0.6049729138612747,700,624,0.01805751379844638,0.796038888227744,0.20532220527318287,2.899427523198399e-12,0.24667207201407074,1.7555868077109438e-19,149.63838231880473,0.014764268628712034,0.04851364675069552,0.06561115789527118,0.22502679578188248,RS,False,True,True
-33.8,-53.2,0.3831529259681705,0.772089171409607,0.586341492831707,683,601,0.026963967630883205,0.608775557285026,0.20816188910989167,3.75838155081505e-12,0.24783487667582502,3.3439715522996045e-19,150.10950980643872,0.014081691877480604,0.041236640580623894,0.05751860466235821,0.24481977544730077,RS,False,True,True
-33.8,-53.0,0.3509628474712375,0.7231743335723877,0.5628429651260376,661,580,0.02081715045149902,0.7510664219060583,0.22157424893317615,3.091569436758633e-13,0.2639837948664554,4.9174356925951185e-21,148.12280129746554,0.012900399247853318,0.03355170367193303,0.04843207327347568,0.26636066507023465,RS,False,True,True
-33.8,-52.8,0.31781363487243675,0.6702617049217224,0.5380574017763138,639,553,0.022254178530906093,0.7288733314153828,0.22230785556001545,9.83398377212269e-13,0.2815843432656456,4.542366654956255e-23,146.35752196049484,0.011667512885511717,0.02744992507136316,0.040862976845300075,0.28552772671660304,RS,False,True,True
-33.6,-53.0,0.38872051239013683,0.779094398021698,0.5920295789837837,687,607,0.018037983990052225,0.7998077309096278,0.20306776620100234,1.057936373684393e-11,0.2453106807129487,6.259134285107842e-19,151.86347092145334,0.01454455723697669,0.04289254964533543,0.059679772860564584,0.2437099965336412,RS,False,True,True
-33.6,-52.8,0.3597368836402895,0.7301914453506471,0.5718988105654716,665,585,0.020774521630866252,0.7506495555776435,0.2092443612529503,5.782629694358663e-12,0.261358551279585,9.459955264386562e-21,149.92326276372614,0.013361742272623888,0.03642376429537738,0.051869845876218366,0.2576013490479652,RS,False,True,True
-33.6,-52.6,0.32246721386909516,0.6717247486114503,0.5425610542297363,646,557,0.028662659891548436,0.5883588581315451,0.21399229049424467,6.363199817271644e-12,0.27634663826816214,1.7528346632281099e-22,147.2559868090426,0.011884641797160162,0.029064256455682964,0.04278301306102166,0.27778879856379046,RS,False,True,True
-33.4,-52.8,0.3973100006580353,0.7781919956207277,0.6037219613790512,689,613,0.02114922573078537,0.7349201317913598,0.18972055952627428,2.1769457002140006e-10,0.24637052273357296,3.837096586843508e-19,153.16949164095163,0.014710581742624629,0.04599413960505539,0.06302224668392584,0.2334188721706845,RS,False,True,True
-33.4,-52.6,0.3586552798748016,0.7198281288146976,0.5787986665964127,669,587,0.027057028502638376,0.6129407938919949,0.2003370977758175,4.706730247639651e-11,0.26280376987304993,4.280573727782148e-21,151.12119633197796,0.01340149198620001,0.036759867842720347,0.05224378048353055,0.25651841926762414,RS,False,True,True
-33.4,-52.4,0.31258133053779663,0.646401309967041,0.532644659280777,631,546,0.03112599901875562,0.5428111006146986,0.21629574542364977,6.090111682172301e-12,0.2717890900221021,2.753671841979983e-21,148.36213977431447,0.011548668761904838,0.02639080122456111,0.03969600566760549,0.2909277285631108,RS,False,True,True
-33.2,-52.6,0.3932338356971743,0.7599257230758671,0.6030004397034645,687,615,0.0222518370489724,0.7117997717763634,0.18808322133532648,2.9811912085876455e-10,0.24369297949375004,1.0918891037226124e-18,153.35878176984366,0.014528997225533018,0.0452438134387566,0.06204725816826103,0.23416018135939196,RS,False,True,True
-33.2,-52.4,0.3478644192218781,0.6931462645530702,0.5631073564291,659,579,0.03046381981280857,0.5426672315180472,0.1873694073866665,1.2616960033940538e-09,0.2709472373805874,4.651155420559456e-22,152.2735556850476,0.012872842380160714,0.033776629742243235,0.0486162365218692,0.26478483940997943,RS,False,True,True
-33.2,-52.2,0.29849590063095094,0.6109241485595704,0.5182038396596909,610,525,0.023677714984108214,0.7105226478430167,0.1975543914881597,1.0510884469535662e-09,0.2883909229448556,4.202682834715927e-23,150.49781619014297,0.010904922373509512,0.022500528102102707,0.035016678503274244,0.3114208097289937,RS,False,True,True
-33.0,-52.4,0.3706026375293732,0.7194030284881593,0.5886615142226219,675,601,0.022507858691812987,0.7105275931043905,0.17538559141202117,8.228676310598053e-09,0.251322447426794,1.651099326281596e-19,154.30099503724958,0.013934618647467307,0.03854332746848925,0.0545393614590093,0.2554965491838457,RS,False,True,True
-33.0,-52.2,0.32595074772834803,0.650281548500061,0.5463690645992756,636,559,0.01978570007668276,0.7797311848605545,0.1837221654872951,5.529243093082528e-09,0.2748181620068582,6.507907437979997e-22,152.5944739335879,0.012094030453404219,0.02804210112144695,0.04192585069997266,0.2884623746802616,RS,False,True,True
-32.8,-52.4,0.39021986126899766,0.7390720009803777,0.5960876233875751,697,610,0.02530624588277048,0.6401106263519952,0.16761245093338528,3.2396953900208475e-08,0.24704089883414465,1.8543995988196797e-19,156.34209534389575,0.014575088292343712,0.044304454182959606,0.06102674061593817,0.23883117704203885,RS,False,True,True
-32.8,-52.2,0.3506090521812439,0.6794378042221071,0.5643955245614052,657,581,0.013220929486375007,0.8915831111821607,0.17402315011947078,2.0252407224786238e-08,0.2643208941261874,5.782593176576115e-21,154.78596330099734,0.012937998316146442,0.03337988458695702,0.048228858330364166,0.2682625872568265,RS,False,True,True
-32.8,-52.0,0.3107394576072696,0.6128527164459229,0.5271204728633165,613,542,0.019282411347438518,0.7963188010765364,0.16753897026366046,2.2488206914389835e-07,0.2787157765060204,9.77167181828327e-22,151.9209537814429,0.01105000862244236,0.02482543620434776,0.03754274511691162,0.2943313971322981,RS,False,True,True
-32.6,-52.2,0.3637580871582032,0.691840994358063,0.5825765933841467,670,594,0.021571001842179718,0.7323036362266231,0.15563167612582027,5.231508801280023e-07,0.2552040422245577,5.904474133176136e-20,155.0473800627511,0.013274746008129638,0.03617713389869428,0.05137920251516251,0.2583680819921666,RS,False,True,True
-32.6,-52.0,0.3276467561721802,0.6317780256271366,0.5514350086450577,633,564,0.017705961032520322,0.8201196928683581,0.15628824975236852,9.669322984900584e-07,0.2638253938188378,3.7248003902576796e-20,154.21100533696466,0.011467251610222549,0.0282767880498074,0.04145691026091512,0.27660651838382855,RS,False,True,True
-32.4,-52.2,0.3854896068572999,0.7063314676284793,0.5852934420108795,686,611,0.023905380826797093,0.6758414487018535,0.15517775447346877,3.771998623367528e-07,0.24688442536807517,3.8610071753773567e-19,157.9593580269861,0.013064106877623341,0.04160016778377681,0.05662039992221866,0.2307314483043204,RS,False,True,True
-32.4,-52.0,0.347666680812836,0.64963116645813,0.5501067098230124,657,586,0.016302349913948862,0.8398874414355627,0.14406743906858643,4.950576514966149e-06,0.25610450187412437,1.0200073201727487e-19,155.94376561587757,0.011353315112189157,0.033566244452858586,0.046664773577417794,0.2432951933936587,RS,False,True,True
-32.4,-51.8,0.314133417606354,0.5897197961807255,0.517127700150013,625,557,0.01771170552759325,0.8220748279291182,0.1429553410185196,1.0848876928410394e-05,0.27644709256537514,8.497572983386464e-22,154.19278557720816,0.009694371549578147,0.027716258249305962,0.03896903555950735,0.24877114381685006,RS,False,True,True
-32.2,-52.0,0.38323922157287604,0.6702914237976075,0.5418990235775709,681,617,0.014285424925479424,0.8703333087457868,0.13023154084643507,2.7517311172018814e-05,0.24431223393644386,1.2683474331991452e-18,159.42076071700478,0.01076484163019493,0.042223100743420776,0.05481786677447155,0.19637469065483723,RS,False,True,True
-32.2,-51.8,0.3466486632823944,0.6130929112434388,0.508338799700141,651,600,0.016629730265739558,0.8353479900796097,0.12830821780938018,4.965012496826968e-05,0.25667306095816234,1.2505662994500124e-19,156.41129121926454,0.009195232901233957,0.0348343570561362,0.04564395881658663,0.2014556392486378,RS,False,True,True
-32.2,-51.6,0.3112310707569123,0.551975953578949,0.4641580656170845,623,566,0.012770616001987724,0.9034569392376665,0.12041323799604617,0.0002667222774694527,0.28023826180080513,2.6142588962047646e-22,154.03459249951024,0.007634822887434873,0.027011950139926327,0.036017721046125835,0.21197406903277952,RS,False,True,True
-32.0,-51.8,0.38382242321968096,0.6342631101608277,0.48845090717077255,678,630,0.02068660427503278,0.7482954398986719,0.08978834127925286,0.0061872953391936564,0.24015459985798776,6.1579014489568324e-18,161.4649217805034,0.00830159676701711,0.043101441530174145,0.053070739502816905,0.15642511946863816,RS,False,True,True
-32.0,-51.6,0.34613051414489754,0.5768885254859927,0.445168424397707,649,610,0.015577879350264633,0.8543782450671455,0.09091948199545963,0.006417101646835589,0.26437510419867283,9.976286696126956e-21,159.18034246482196,0.007016819027876174,0.035073648211274955,0.04353324843411553,0.16118298726307156,RS,False,True,True
-32.0,-51.4,0.30308379530906693,0.5166911959648133,0.410128996707499,611,569,0.014376088670388469,0.8814563910696027,0.06752447734941829,0.07464098071992371,0.2849614369619987,1.2961813282016581e-22,155.85856186811472,0.006086759746288792,0.02629683701499633,0.033583687645471684,0.18124155424931457,RS,False,False,True
-32.0,-51.2,0.2543206810951234,0.46087228059768676,0.37625535763800144,563,518,0.020880127274806683,0.7824968744654133,0.05940070322529981,0.16080201747119152,0.3242159259427996,1.0716515108000315e-26,150.9587150050035,0.005517301571800175,0.017802578384257684,0.024257745372724952,0.22744494539891358,RS,False,False,True
-31.8,-51.4,0.352065545320511,0.5536262989044191,0.39049778413027525,647,617,0.01897738803377706,0.7922705761295169,0.050956487372790606,0.20152919055182208,0.2646444424344253,1.045723598201223e-20,162.39281022662712,0.005488088692447896,0.037973302268460296,0.044773148702408984,0.12257544647854114,RS,False,False,True
-31.8,-51.2,0.2981268405914307,0.49096477031707775,0.3673845883458853,597,567,0.021365040393624784,0.7616162620877516,0.020598697457867746,0.7863171506855079,0.2953906209937208,1.0759457239913577e-23,156.10455971807244,0.005080932873034782,0.026178530552712614,0.03228875576392877,0.1573592030049954,RS,False,False,True
-31.8,-51.0,0.24046162962913525,0.4390484333038331,0.36907794047147036,546,502,0.013351895945639377,0.9073270177456817,0.01417020037724186,0.9042010330176811,0.3367212760743261,8.296613921542384e-28,146.96415225264911,0.004841422626658424,0.015641090959421348,0.021267048618014477,0.22764901296917364,RS,False,False,True
-31.6,-51.2,0.3457275569438936,0.5304730892181397,0.3627539128065109,634,616,0.02619343004003691,0.6474483564841025,0.01600941369207191,0.8540516583470726,0.2608207885443127,9.644268877652373e-20,163.2715411974309,0.00460331914994035,0.03652050641967803,0.04220899667974595,0.10906014148754356,RS,False,False,True
-31.6,-51.0,0.28377331495285063,0.4716282367706299,0.36449909768998623,580,545,0.02836220896299925,0.6273490454846095,0.03177541961159888,0.5770028474469746,0.30626783215765047,1.0911376323848367e-24,155.44113495052704,0.004545684055113634,0.023266971751902704,0.028687388037696403,0.15845583603290822,RS,False,False,True
-31.6,-50.8,0.22720070779323584,0.42489345073699963,0.3657492585480213,533,514,0.039165678302913516,0.4416922856627438,0.06467026546868167,0.11650401006823287,0.3393423387421273,1.4211272415815756e-27,147.1054955975363,0.00448355098876002,0.01212586777676056,0.017244327115840424,0.2600015041840331,RS,False,False,True
-31.4,-50.8,0.2725760579109193,0.46067587137222304,0.3665903089568019,562,530,0.02473158644342149,0.7092871761742082,0.06014859566327844,0.14699048438773216,0.3161419274702094,1.9687992623465677e-25,155.5515858938309,0.0043298258843430006,0.020427877882650197,0.025524150070166108,0.16963643735208703,RS,False,False,True
-31.4,-50.6,0.22405009567737583,0.42284808158874515,0.3705907613039017,548,531,0.014149215804310881,0.8961789390024688,0.09798849445547322,0.006060271388237582,0.30853481327567267,1.0083814233616994e-23,145.22879424723462,0.004365486442231995,0.010260785448709217,0.01516906776760598,0.28778870983453764,RS,False,True,True
-31.2,-50.8,0.3208749115467072,0.5050358772277834,0.36435454711318016,609,579,0.011673048915397527,0.9204274542505568,0.05894185531399927,0.13378272397758076,0.2923166681523338,1.1353933345743359e-23,161.373518031502,0.004204441098799618,0.029583536661542807,0.034656892358581465,0.1213161600093249,RS,False,False,True
-31.2,-50.6,0.2597845435142518,0.4530470669269564,0.3706061374396086,548,529,0.03319590733754381,0.5468975146939834,0.08481451363559932,0.022178755773230984,0.31428690402877507,1.462402332029268e-24,153.5539735267586,0.004291676575125688,0.01682710791861086,0.021777823630368932,0.19706636659234364,RS,False,False,True
-31.2,-50.4,0.220442745089531,0.42334578037261966,0.37660437263548374,578,541,0.01033865688668983,0.9401372701965744,0.14481574544407694,1.1249453699639729e-05,0.25317168920467487,4.689938708051165e-17,145.43669964699075,0.004362184632747329,0.008529460575203346,0.013345102031878617,0.3268753301643551,RS,False,True,True
-31.0,-50.6,0.3004748463630677,0.488977587223053,0.3741476899012923,590,557,0.017446115306710166,0.8357397740442112,0.07409618215024376,0.04691011918871103,0.31325733024727564,3.5487630453461015e-26,162.07529590838524,0.00425158728938455,0.023804738186318345,0.028791033208988674,0.14767053542410516,RS,False,False,True
-31.0,-50.4,0.2510921478271485,0.4484149813652039,0.3778007784858346,552,542,0.022580547898382194,0.7548506769775801,0.10607068386696808,0.0022213712945827946,0.32133164985679485,8.954203818959134e-26,154.47900869987367,0.00431987938416673,0.013653466794465604,0.018526066270964373,0.23317844819205966,RS,False,True,True
-31.0,-50.2,0.21868550777435308,0.42402778863906865,0.3817964568734169,589,544,0.006364124611683521,0.9764461051565508,0.1728841609205119,7.790064476047106e-08,0.23153770616088912,1.2974065715964783e-14,147.584540146219,0.004379094719675784,0.007905915937894527,0.012689246694585238,0.34510281225318395,RS,False,True,True
-30.8,-50.4,0.2908334851264958,0.4845300078392031,0.3822125745937228,565,545,0.016257137134255834,0.8613932578715945,0.09441272848059178,0.007716468163606954,0.31511863009518565,2.0902790888002945e-25,161.32045156961723,0.0042890090458560445,0.02083443361783516,0.025766627277207896,0.16645597422251404,RS,False,True,True
-30.8,-50.2,0.24774158895015716,0.44777483940124513,0.38759931921958923,555,539,0.02114748597561805,0.7803528263278541,0.120341827056205,0.00039879474729546954,0.3170772233501917,2.8481008725017293e-25,156.47199131429502,0.004334313456235572,0.013007821102806374,0.017834653191219997,0.24302762771800662,RS,False,True,True
-30.6,-50.4,0.32210336923599275,0.5144214868545532,0.3844032296910882,592,579,0.00964221329550878,0.9464904562870042,0.08397484309789956,0.01679519991775279,0.312214510134856,4.258069785614412e-26,165.44949135892702,0.004239633458263315,0.026082222371763265,0.030995218778402764,0.13678346613954084,RS,False,False,True
-30.6,-50.2,0.28255106806755076,0.48251782059669507,0.39382399804890156,553,532,0.026876145562581888,0.6708847771212053,0.11666219709608001,0.0007041526624550385,0.3355779831501068,5.738670752429405e-28,160.99545778327197,0.004326884713166903,0.018987072497134667,0.02386297078546514,0.1813221309310907,RS,False,True,True
-30.6,-50.0,0.24486831724643715,0.448778909444809,0.39646117482334375,552,528,0.015212109580972116,0.8801798009066172,0.152646631481329,4.270833999346406e-06,0.3295886788062008,5.183178082722765e-27,154.68049044128682,0.004350233300335194,0.011798237463454988,0.016581782657150622,0.2623501580186993,RS,False,True,True
-30.4,-50.2,0.3049903333187104,0.5078957915306092,0.39922833256423473,570,554,0.01788168608310052,0.8335055776841532,0.12372994026594397,0.0002022009493256661,0.32957750304519956,7.73501609242278e-28,162.48314917803486,0.0043555070592893146,0.022627686608516297,0.027508318723328266,0.15833417894768148,RS,False,True,True
-30.4,-50.0,0.2669637024402619,0.475718516111374,0.401898262090981,547,524,0.031942209390967764,0.5725021490644296,0.13172260457819404,0.00010913865944591581,0.3463016314998051,2.544260612373975e-29,158.94437841688443,0.004371442260264885,0.01562674711536077,0.02042984026028975,0.2139733940437029,RS,False,True,True
-30.4,-49.8,0.23574099540710466,0.4466075301170351,0.402721812017262,571,526,0.01966057237886071,0.8020844885598808,0.15908620459340755,1.5383718635639732e-06,0.3197200137646285,2.3094560653363558e-26,155.07352105469613,0.004367552302090985,0.010655694803532009,0.015381028026322203,0.2839571122695186,RS,False,True,True
-30.2,-50.0,0.28129518628120437,0.49497571587562583,0.40762438252568245,548,531,0.03241056525395266,0.5625532144708404,0.13165849231640475,9.74820274782487e-05,0.34778239624387364,1.335131973105076e-29,159.5525680745454,0.004445320986402532,0.01839694526552375,0.02324015699694135,0.1912775798798426,RS,False,True,True
-30.2,-49.8,0.2506724774837494,0.4648957967758179,0.4082221193239093,553,535,0.021745737961458674,0.7700533138026371,0.1430089312775773,1.6906619557221628e-05,0.3445530150443015,2.375146326285635e-29,156.36775300230428,0.004410388152964559,0.013294919002446953,0.018041514904154607,0.24445775071520923,RS,False,True,True
-30.0,-50.0,0.29633471369743347,0.5178435087203981,0.4144969303160906,561,560,0.01850508463620259,0.82534561889093,0.1316303154310109,5.9084640922902735e-05,0.35048645909847514,1.0803265181960864e-30,161.94671751679505,0.004563868919150288,0.021390817155383747,0.02632274672905762,0.17338118115584963,SC/PR,False,True,True
-30.0,-49.8,0.2619814515113833,0.4847451806068422,0.41442962922155857,548,536,0.02419062156287956,0.7258322628785124,0.13017459737272102,0.00011022067565534232,0.361380377239219,9.496737158237021e-32,157.3509541419918,0.00450555264367852,0.01589018331088775,0.020712266909747864,0.21753063840433906,SC/PR,False,True,True
-29.8,-49.8,0.2794541358947754,0.5073948860168458,0.41779046319425106,555,556,0.02015063070340453,0.7983753266531983,0.13693725650163324,2.8491393252668384e-05,0.35549591550901444,3.5072327672982506e-31,159.2953520540427,0.004653583240024779,0.019261063853023296,0.024203175304008437,0.19227159996870619,SC/PR,False,True,True
-29.8,-49.6,0.25003474950790416,0.4755721390247347,0.4162571355700493,546,540,0.01882539425011925,0.8242017905307185,0.15543123916376955,2.0180514142426977e-06,0.3516314102379516,4.253325893278368e-30,156.84355654614512,0.004565490240027871,0.014425038930230845,0.019213283634255635,0.23762155011796077,SC/PR,False,True,True
-29.6,-49.8,0.29976847171783466,0.5320952773094177,0.42851496301591396,567,572,0.016564277578418878,0.8560347646151657,0.13569955472968998,2.5605777855281522e-05,0.3559030956127393,6.945652991127107e-32,161.81431180457798,0.00482500059055767,0.02329931497813459,0.028373452747489192,0.17005334646784012,SC/PR,False,True,True
-29.6,-49.6,0.26711886525154116,0.4975674927234655,0.42584287747740746,554,551,0.007154587842740557,0.9720646171883017,0.15034893065445734,3.670968607826769e-06,0.3705316032250145,1.3874104294285418e-33,158.88136811174252,0.004731539407884719,0.01789240211006492,0.022815793890785686,0.20738000310370894,SC/PR,False,True,True
-29.6,-49.4,0.24037515223026282,0.46876494288444526,0.42147532664239407,541,542,0.012760440893905118,0.915749341062885,0.1673748721686162,2.317738922252448e-07,0.36493537969974205,6.227417545712955e-32,156.08361474927761,0.004638427740134269,0.013040067523229518,0.017799530583110276,0.2605927003791666,SC/PR,False,True,True
-29.4,-49.6,0.290768986940384,0.5269441485404969,0.43355477042496204,564,570,0.02224774770095526,0.7565809180567188,0.1601845892328967,4.0971570516121756e-07,0.36071384094016223,1.6262387455338272e-32,161.9192564370943,0.0049366135064099256,0.02249115283638948,0.027589990537435563,0.17892769842424072,SC/PR,False,True,True
-29.4,-49.4,0.2576606154441834,0.49044497609138493,0.428466372191906,546,549,0.012801550077608491,0.914479662665208,0.16828962252542662,1.6036158940475184e-07,0.3756507941959082,5.703919684610048e-34,159.59936472529228,0.004804618581032238,0.016771279465550466,0.021657691801290326,0.22184351985034656,SC/PR,False,True,True
-29.4,-49.2,0.23166642487049108,0.4634016573429108,0.4229264799505472,545,547,0.009179317871108638,0.9551561149619467,0.20324756536504188,1.2370799947537255e-10,0.34127117331243234,1.8913504635164879e-28,157.21775431642286,0.004714535071344588,0.011789468224983453,0.0165173023380825,0.2854300886940052,SC/PR,False,True,True
-29.2,-49.4,0.27962908744812015,0.5180300712585452,0.43317889608442783,557,565,0.022827899012364018,0.748235745711196,0.1680369283129983,1.066662181880817e-07,0.3671553932243329,3.4108534868143686e-33,160.8124414658424,0.004968038851995818,0.02153697952087551,0.026542653389427316,0.18717189947462928,SC/PR,False,True,True
